TIMESTAMP,solar_TIMESTAMP,SEN_SOU_POS_Ato_Js_1,SEN_SOU_POS_Ato_Js_2,SEN_SOU_POS_Ato_Js_3
1998-09-30T23:59:59Z,1998-09-30T23:09:47Z,0.002104379324238955,6.998296673210369e-4,0.0013349957048725822
1998-10-01T01:00:00Z,1998-10-01T00:09:48Z,0.001960376295679995,3.01727590519785e-4,0.001054446543339569
1998-10-01T02:00:00Z,1998-10-01T01:10:06Z,9.429650420237647e-4,1.8200276188398882e-4,0.0011442380628336746
1998-10-01T03:00:00Z,1998-10-01T02:10:06Z,0.0013229863832253028,0.001149355339418761,5.423463319859849e-4
1998-10-01T04:00:00Z,1998-10-01T03:10:06Z,0.0017723806738682904,0.0013065785813798384,9.418322750575926e-4
1998-10-01T05:00:00Z,1998-10-01T04:10:06Z,0.0012733644940815967,0.0012065412876916789,4.3393452690681193e-4
1998-10-01T06:00:00Z,1998-10-01T05:10:06Z,0.0012577059115249521,9.804381195308465e-4,4.964455198676921e-4
1998-10-01T07:00:00Z,1998-10-01T06:10:06Z,0.007842143420508856,0.0011459345568345667,5.318840069493668e-4
1998-10-01T08:00:00Z,1998-10-01T07:10:06Z,0.0232507954059023,0.006158077355215541,0.009375474537744483
1998-10-01T09:00:00Z,1998-10-01T08:10:06Z,0.032644156908028375,0.018746748120769992,0.02112518694774703
1998-10-01T10:00:00Z,1998-10-01T09:10:06Z,0.03325478342178796,0.0177538335214259,0.02181912635164841
1998-10-01T11:00:00Z,1998-10-01T10:10:06Z,0.03304057682194913,0.01799744345342994,0.02259118265904864
1998-10-01T12:00:00Z,1998-10-01T11:10:06Z,0.03212766694901582,0.01786142428260843,0.02367919982927926
1998-10-01T13:00:00Z,1998-10-01T12:10:06Z,0.031121432490035014,0.017600578480693563,0.022436745638959765
1998-10-01T14:00:00Z,1998-10-01T13:10:06Z,0.029935286453404646,0.017464532168751094,0.022784762876924474
1998-10-01T15:00:00Z,1998-10-01T14:10:06Z,0.029505560396784647,0.012918725025058208,0.021755567353562367
1998-10-01T16:00:00Z,1998-10-01T15:10:06Z,0.030002570278876525,0.01288596808962633,0.021831084708629274
1998-10-01T17:00:00Z,1998-10-01T16:10:06Z,0.027860059048996737,0.01288596808962633,0.022927911974621476
1998-10-01T18:00:00Z,1998-10-01T17:10:06Z,0.02087843897676452,0.011084923883594439,0.02156400017361276
1998-10-01T19:00:00Z,1998-10-01T18:10:06Z,0.012360368278044988,0.005009469286581296,0.011565437434578045
1998-10-01T20:00:00Z,1998-10-01T19:10:06Z,0.00822798508243959,0.0024457726557770895,0.0077219075242789224
1998-10-01T21:00:00Z,1998-10-01T20:10:06Z,0.007290553006206776,0.0022551530124545393,0.006406101973868528
1998-10-01T22:00:00Z,1998-10-01T21:10:06Z,0.006312823802426075,0.0017606289492313246,0.005343118822362967
1998-10-01T23:00:00Z,1998-10-01T22:10:06Z,0.005993666972955059,0.0013305219735884753,0.004323444272485899
1998-10-01T23:59:59Z,1998-10-01T23:10:05Z,0.00472632564456506,0.001207759767024507,0.0043223301589221394
1998-10-02T01:00:00Z,1998-10-02T00:10:06Z,0.003587856725666814,9.763994237226953e-4,0.003095618297333976
1998-10-02T02:00:00Z,1998-10-02T01:10:24Z,0.0031822073283039798,5.849722688673727e-4,0.002800585681722262
1998-10-02T03:00:00Z,1998-10-02T02:10:24Z,0.0023781410345634817,4.028624684848631e-4,0.002014628377486606
1998-10-02T04:00:00Z,1998-10-02T03:10:24Z,0.0022362990711087202,6.764346762988964e-4,0.002188458855181157
1998-10-02T05:00:00Z,1998-10-02T04:10:24Z,0.0020643162850197605,7.004898222012379e-4,0.0022092436410583267
1998-10-02T06:00:00Z,1998-10-02T05:10:24Z,0.0016387966812913893,8.89859424682341e-4,0.0016050863860266708
1998-10-02T07:00:00Z,1998-10-02T06:10:24Z,0.00558539665940402,4.8699695619747776e-4,7.690334521807046e-4
1998-10-02T08:00:00Z,1998-10-02T07:10:24Z,0.021418291715145702,0.004175805130308324,0.007360003605033499
1998-10-02T09:00:00Z,1998-10-02T08:10:24Z,0.033672595099454014,0.017075153754992987,0.02154048630068356
1998-10-02T10:00:00Z,1998-10-02T09:10:24Z,0.03408089948175891,0.017731436261570203,0.02210047636753458
1998-10-02T11:00:00Z,1998-10-02T10:10:24Z,0.03360817339559713,0.017573015249775337,0.022469110887608803
1998-10-02T12:00:00Z,1998-10-02T11:10:24Z,0.033174289639856414,0.017563442132882752,0.024498316078276867
1998-10-02T13:00:00Z,1998-10-02T12:10:24Z,0.03344667542670513,0.018618596764003813,0.023756918121257055
1998-10-02T14:00:00Z,1998-10-02T13:10:24Z,0.03330156503452571,0.01819504727049757,0.02401016982076482
1998-10-02T15:00:00Z,1998-10-02T14:10:24Z,0.03268273968433255,0.01826031688525321,0.02363072627152223
1998-10-02T16:00:00Z,1998-10-02T15:10:24Z,0.0320286421296748,0.016138451101841304,0.023245241663253577
1998-10-02T17:00:00Z,1998-10-02T16:10:24Z,0.029952751230419187,0.013474509931618858,0.02291337592822167
1998-10-02T18:00:00Z,1998-10-02T17:10:24Z,0.020357605693199297,0.0125967763460179,0.021007957477988976
1998-10-02T19:00:00Z,1998-10-02T18:10:24Z,0.009640974935184217,0.00253260548299944,0.009522077005818948
1998-10-02T20:00:00Z,1998-10-02T19:10:24Z,0.006136154554789182,0.0011338508202690329,0.006501305905237194
1998-10-02T21:00:00Z,1998-10-02T20:10:24Z,0.005503319937778754,9.763994237227163e-4,0.0053861919132301575
1998-10-02T22:00:00Z,1998-10-02T21:10:24Z,0.004887648513021102,0.0013078094926304695,0.004464509842209411
1998-10-02T23:00:00Z,1998-10-02T22:10:24Z,0.0032434270177317615,4.943248759163869e-4,0.003695566985621292
