TIMESTAMP,solar_TIMESTAMP,RUS_CHE_LOW_Lca_Jt_1,RUS_CHE_LOW_Lca_Jt_2,RUS_CHE_LOW_Lca_Jt_3,RUS_CHE_LOW_Lca_Jt_4,RUS_CHE_LOW_Lca_Jt_5,RUS_CHE_LOW_Lca_Jt_6,RUS_CHE_LOW_Lca_Jt_7,RUS_CHE_LOW_Lca_Jt_8,RUS_CHE_LOW_Lca_Jt_9,RUS_CHE_LOW_Lca_Jt_10,RUS_CHE_LOW_Lca_Jt_11,RUS_CHE_LOW_Lca_Jt_12
2016-07-01T18:00:00Z,2016-07-02T04:41:39Z,NA,7.187757224142842e-4,3.8236146286218386e-4,7.36945909007202e-4,5.848527813604471e-4,2.3770785662186476e-22,3.832294308582653e-4,4.2676785153876684e-4,NA,0.003177142599371143,NA,NA
2016-07-01T18:30:00Z,2016-07-02T05:11:39Z,2.0156507777645823e-5,9.532959767063032e-4,6.890455148497222e-4,7.830518150400992e-4,9.182031661258183e-4,1.2681990587504394e-4,6.05932536174127e-4,5.965049214394266e-4,NA,0.004823817078618964,NA,NA
2016-07-01T19:00:00Z,2016-07-02T05:41:39Z,4.829097086096271e-5,0.0011677698794994513,9.368151706901431e-4,9.070675237460619e-4,0.0020845971100139963,3.213540611023632e-4,7.246819524187617e-4,7.544198688716771e-4,NA,NA,4.331422473617784e-4,NA
2016-07-01T19:30:00Z,2016-07-02T06:11:39Z,1.751910193629183e-4,0.0015930628727661418,0.0011676758274429496,0.0011345779251533967,NA,3.7241073731885565e-4,9.162673422756874e-4,9.117803835735723e-4,2.4593117058492717e-7,NA,0.001409742788032311,NA
2016-07-01T20:00:00Z,2016-07-02T06:41:39Z,4.142237340067696e-4,0.0016744458277714446,NA,0.0012842281851766077,NA,5.289041924789996e-4,0.0013245185291564882,0.0011160549246502119,NA,0.006438446413267634,0.0014788733422136493,1.1393629956727258e-5
2016-07-01T20:30:00Z,2016-07-02T07:11:39Z,3.2350292610585523e-4,NA,NA,0.0013586932173430516,NA,0.001042273841924887,0.0018968456503067536,0.0014577989005667667,NA,NA,0.0012564205277478576,1.6229984370086256e-4
2016-07-01T21:00:00Z,2016-07-02T07:41:39Z,2.4830215913453313e-4,0.001982621363638137,NA,0.001312073760544707,NA,0.0013972107726455748,0.0026230322235655454,0.0018925075188844468,NA,NA,0.0013592650086194091,3.3674947179865506e-4
2016-07-01T21:30:00Z,2016-07-02T08:11:39Z,3.4794153460530295e-4,0.0019154811629101204,NA,0.0014598686399890128,NA,NA,0.003417139277141798,0.0022749957451007785,NA,NA,0.0015896927386903773,6.436481695923972e-4
2016-07-01T22:00:00Z,2016-07-02T08:41:39Z,4.7337479149254965e-4,0.0020446239904315044,NA,0.001683091643475664,NA,NA,0.0039818897275958895,NA,NA,NA,0.002108640579209354,0.0011280525387068403
2016-07-01T22:30:00Z,2016-07-02T09:11:39Z,5.925358126295977e-4,0.0018099349746570747,NA,0.0018388843539115134,NA,NA,0.004461863543699229,NA,NA,NA,0.002157720734851018,0.001403225640306738
2016-07-01T23:00:00Z,2016-07-02T09:41:39Z,5.794308067082117e-4,0.0019173743925838943,NA,0.0018891515941311164,NA,NA,0.004694731189208671,NA,NA,NA,0.0020974340351065566,NA
2016-07-01T23:30:00Z,2016-07-02T10:11:39Z,4.856467608927584e-4,0.001840015327542496,NA,0.0016661327977892204,NA,NA,0.004722581121404785,NA,NA,NA,0.002067766506324552,NA
2016-07-02T00:00:00Z,2016-07-02T10:41:39Z,4.0282645471234233e-4,0.001846444936075825,NA,0.0013688821893314033,NA,0.0016431174297052561,0.004467147175932964,NA,NA,NA,0.0020202202950472046,0.0013275061311497321
2016-07-02T00:30:00Z,2016-07-02T11:11:39Z,4.453173208020724e-4,0.0018676925428992822,NA,0.0014763743876134666,NA,NA,0.004316380250448789,NA,NA,NA,0.0020937084016216527,0.0012521151055889018
2016-07-02T01:00:00Z,2016-07-02T11:41:39Z,5.106432073975578e-4,NA,NA,0.0014861400339216512,NA,NA,0.004225303046749674,0.0025969109848850407,NA,NA,0.0021883480333287804,0.0011091514336560415
2016-07-02T01:30:00Z,2016-07-02T12:11:39Z,6.002888013825923e-4,NA,NA,0.0014851615821755558,NA,NA,0.004541767957659901,NA,NA,NA,0.0024288139755056473,0.0011728750522219135
2016-07-02T02:00:00Z,2016-07-02T12:41:39Z,5.064348849359666e-4,NA,NA,0.001322951925182969,NA,NA,0.004520323235637284,0.002484067089358073,NA,NA,0.002366865371442397,0.0010759991781881012
2016-07-02T02:30:00Z,2016-07-02T13:11:39Z,4.856467608927584e-4,NA,NA,0.0013875307496387923,NA,NA,0.004574123724858611,0.0024976157206737723,NA,NA,0.00246237154778851,0.0010698465871423447
2016-07-02T03:00:00Z,2016-07-02T13:41:39Z,4.257637046117375e-4,NA,NA,0.001469563324437841,NA,NA,0.004541767957659901,0.0025303715794225278,NA,NA,0.0023914941246723125,0.0010637138818589225
2016-07-02T03:30:00Z,2016-07-02T14:11:39Z,4.104088438460495e-4,NA,NA,0.0014406035120789352,NA,0.0015948746622630526,0.0044989784201395,0.0024598259111206014,NA,NA,0.0023021543762714626,0.0010173505538605095
2016-07-02T04:00:00Z,2016-07-02T14:41:39Z,4.897707633708621e-4,NA,NA,0.0013791191659789834,NA,0.0015348469396379847,0.00443029034046068,0.0024224877805499112,NA,NA,0.002286193000601419,9.916503042576236e-4
