TIMESTAMP,solar_TIMESTAMP,ESP_SAN_B_100_Oeu_Jt_1,ESP_SAN_B_100_Oeu_Jt_2,ESP_SAN_B_100_Oeu_Jt_3
2014-04-20T23:08:00Z,2014-04-20T22:46:03Z,5.681626987951808e-4,5.11659062103929e-4,6.143035552763819e-4
2014-04-20T23:38:00Z,2014-04-20T23:16:03Z,5.747878795180723e-4,5.791661089987327e-4,6.143035552763819e-4
2014-04-21T00:08:00Z,2014-04-20T23:46:03Z,6.096643012048192e-4,5.135499366286439e-4,6.143035552763819e-4
2014-04-21T00:38:00Z,2014-04-21T00:16:14Z,5.62488530120482e-4,5.569890747782003e-4,6.143035552763819e-4
2014-04-21T01:08:00Z,2014-04-21T00:46:14Z,5.577597710843372e-4,5.885093789607098e-4,6.143035552763819e-4
2014-04-21T01:38:00Z,2014-04-21T01:16:14Z,5.574186987951806e-4,5.831911787072244e-4,6.143035552763819e-4
2014-04-21T02:08:00Z,2014-04-21T01:46:14Z,5.564255060240964e-4,6.388136248415717e-4,6.143035552763819e-4
2014-04-21T02:38:00Z,2014-04-21T02:16:14Z,5.663230722891566e-4,5.757105449936629e-4,6.143035552763819e-4
2014-04-21T03:08:00Z,2014-04-21T02:46:14Z,5.556253493975903e-4,6.208860329531053e-4,6.143035552763819e-4
2014-04-21T03:38:00Z,2014-04-21T03:16:14Z,5.544082048192771e-4,5.358708871989861e-4,6.143035552763819e-4
2014-04-21T04:08:00Z,2014-04-21T03:46:14Z,5.544082048192771e-4,5.210334854245881e-4,6.143035552763819e-4
2014-04-21T04:38:00Z,2014-04-21T04:16:14Z,5.544082048192771e-4,5.246015209125476e-4,6.143035552763819e-4
2014-04-21T05:08:00Z,2014-04-21T04:46:14Z,5.685900722891565e-4,5.825732446134347e-4,6.143035552763819e-4
2014-04-21T05:38:00Z,2014-04-21T05:16:14Z,5.843117710843373e-4,5.25888618504436e-4,6.143035552763819e-4
2014-04-21T06:08:00Z,2014-04-21T05:46:14Z,5.544082048192771e-4,5.676278200253485e-4,6.143035552763819e-4
2014-04-21T06:38:00Z,2014-04-21T06:16:14Z,5.544082048192771e-4,5.629737262357415e-4,6.143035552763819e-4
2014-04-21T07:08:00Z,2014-04-21T06:46:14Z,5.775200361445783e-4,6.210912294043094e-4,7.070364824120604e-4
2014-04-21T07:38:00Z,2014-04-21T07:16:14Z,0.00056440992771084335,5.460058174904944e-4,6.143035552763819e-4
2014-04-21T08:08:00Z,2014-04-21T07:46:14Z,5.544082048192771e-4,5.748686058301648e-4,6.143035552763819e-4
2014-04-21T08:38:00Z,2014-04-21T08:16:14Z,5.824690722891566e-4,5.262201267427123e-4,6.143035552763819e-4
2014-04-21T09:08:00Z,2014-04-21T08:46:14Z,5.544082048192771e-4,5.38178060836502e-4,6.143035552763819e-4
2014-04-21T09:38:00Z,2014-04-21T09:16:14Z,5.755456265060241e-4,5.978931178707225e-4,6.143035552763819e-4
2014-04-21T10:08:00Z,2014-04-21T09:46:14Z,5.544082048192771e-4,5.292665399239544e-4,6.143035552763819e-4
2014-04-21T10:38:00Z,2014-04-21T10:16:14Z,5.847743975903614e-4,6.534915335868188e-4,6.143035552763819e-4
2014-04-21T11:08:00Z,2014-04-21T10:46:14Z,6.426877951807229e-4,8.547401140684412e-4,6.143035552763819e-4
2014-04-21T11:38:00Z,2014-04-21T11:16:14Z,9.420332530120482e-4,0.0011878948288973385,8.585088693467337e-4
2014-04-21T12:08:00Z,2014-04-21T11:46:14Z,0.0019193836506024094,0.0020977354626109004,0.0011052899623115579
2014-04-21T12:38:00Z,2014-04-21T12:16:14Z,0.0023628826987951808,0.0030173949429657797,0.0012457639447236181
2014-04-21T13:08:00Z,2014-04-21T12:46:14Z,0.0018864693373493973,0.0024961174017743984,0.0017002920603015077
2014-04-21T13:38:00Z,2014-04-21T13:16:14Z,6.878759156626505e-4,7.81642978453739e-4,6.349170100502514e-4
2014-04-21T14:08:00Z,2014-04-21T13:46:14Z,6.78011578313253e-4,7.820473130544994e-4,7.797175628140704e-4
2014-04-21T14:38:00Z,2014-04-21T14:16:14Z,0.00134512721686747,0.001289309100126743,0.00110886425879397
2014-04-21T15:08:00Z,2014-04-21T14:46:14Z,0.0026026344096385544,0.0030929085044359953,0.0022063750879396985
2014-04-21T15:38:00Z,2014-04-21T15:16:14Z,0.002120900698795181,0.0029865487325728773,0.0016662110804020103
2014-04-21T16:08:00Z,2014-04-21T15:46:14Z,9.46329156626506e-4,0.0012435607224334602,7.594545226130654e-4
2014-04-21T16:38:00Z,2014-04-21T16:16:14Z,5.548057108433734e-4,5.168452598225603e-4,6.143035552763819e-4
2014-04-21T17:08:00Z,2014-04-21T16:46:14Z,6.188958192771083e-4,5.184850443599494e-4,6.143035552763819e-4
2014-04-21T17:38:00Z,2014-04-21T17:16:14Z,5.544082048192771e-4,5.138857287705958e-4,6.143035552763819e-4
2014-04-21T18:08:00Z,2014-04-21T17:46:14Z,5.78837626506024e-4,5.210287579214195e-4,6.143035552763819e-4
2014-04-21T18:38:00Z,2014-04-21T18:16:14Z,5.560221686746988e-4,6.979387705956907e-4,6.143035552763819e-4
2014-04-21T19:08:00Z,2014-04-21T18:46:14Z,5.544082048192771e-4,5.973056527249684e-4,6.143035552763819e-4
2014-04-21T19:38:00Z,2014-04-21T19:16:14Z,5.544082048192771e-4,5.570600887198987e-4,6.143035552763819e-4
2014-04-21T20:08:00Z,2014-04-21T19:46:14Z,5.943206265060241e-4,5.950706337135616e-4,6.143035552763819e-4
2014-04-21T20:38:00Z,2014-04-21T20:16:14Z,5.544082048192771e-4,6.171175285171103e-4,6.143035552763819e-4
2014-04-21T21:08:00Z,2014-04-21T20:46:14Z,5.549644457831324e-4,6.070418631178708e-4,6.143035552763819e-4
2014-04-21T21:38:00Z,2014-04-21T21:16:14Z,5.599563855421686e-4,5.487068060836503e-4,6.143035552763819e-4
2014-04-21T22:08:00Z,2014-04-21T21:46:14Z,5.571208795180723e-4,5.444475031685679e-4,6.143035552763819e-4
2014-04-21T22:38:00Z,2014-04-21T22:16:14Z,5.748049638554216e-4,5.392954245880862e-4,6.143035552763819e-4
2014-04-21T23:08:00Z,2014-04-21T22:46:14Z,5.544082048192771e-4,6.032590621039292e-4,6.143035552763819e-4
