sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
NA,evergreen,Hieronyma alchorneoides,3,BRA_SAN
NA,evergreen,Mollinedia schottiana,3,BRA_SAN
NA,evergreen,Rustia formosa,3,BRA_SAN
NA,evergreen,Alchornea triplinervia,5,BRA_SAN
