TIMESTAMP,solar_TIMESTAMP,ARG_MAZ_Npu_Jt_1,ARG_MAZ_Npu_Jt_2,ARG_MAZ_Npu_Jt_3,ARG_MAZ_Npu_Jt_4,ARG_MAZ_Npu_Jt_5
2009-11-19T03:00:00Z,2009-11-18T22:24:18Z,0.0017953975651272336,0.0012922115401519415,0.0021183255747237338,0.0015400148553053699,0.0016978172867257954
2009-11-19T04:00:00Z,2009-11-18T23:24:18Z,0.00168348322481044,0.0012889826633395596,0.0018023920911113883,0.0014526907999944756,0.001708664530758
2009-11-19T05:00:00Z,2009-11-19T00:24:02Z,0.0016683654784829952,0.0013616067497708518,0.0017064451638784863,0.0014454199161914403,0.001643673410026307
2009-11-19T06:00:00Z,2009-11-19T01:24:02Z,0.001467367769403581,0.0013507220125210575,0.0016532871012802746,0.0011141092566169532,0.0014374187117121478
2009-11-19T07:00:00Z,2009-11-19T02:24:02Z,0.0013030087830312826,0.0013371313177765473,0.0014797727871548787,0.0011850514491261914,0.0013419714982171478
2009-11-19T08:00:00Z,2009-11-19T03:24:02Z,0.0013825816335258196,0.0012596898470429217,0.0012276567525830535,0.0011366087227656972,0.0013991440329423636
2009-11-19T09:00:00Z,2009-11-19T04:24:02Z,0.0015140091564446608,0.001233421777548871,0.0015396923295299858,0.001140739331568336,0.0014890828033203409
2009-11-19T10:00:00Z,2009-11-19T05:24:02Z,0.0014969414815260767,0.001510913858875509,0.0015480685198183749,0.0013629111754428229,0.001711376341766057
2009-11-19T11:00:00Z,2009-11-19T06:24:02Z,0.0017527892089269307,0.0017385971669057747,0.0018697291496536821,0.001681943988813487,0.0019205873278088184
2009-11-19T12:00:00Z,2009-11-19T07:24:02Z,0.002616025820909421,0.002499896267865542,0.0026575257966669754,0.002185775192056419,0.002573442372050602
2009-11-19T13:00:00Z,2009-11-19T08:24:02Z,0.0032907572258662754,0.0036469179386684368,0.003683688540400115,0.0030108136330929923,0.0032413084166306133
2009-11-19T14:00:00Z,2009-11-19T09:24:02Z,0.0038782202594758062,0.0038924666568909186,0.004433767432611397,0.00497707685223412,0.003831756919497364
2009-11-19T15:00:00Z,2009-11-19T10:24:02Z,0.004164204391667321,0.004840397691413469,0.004760801810010283,0.0038210249437457206,0.003897586264656114
2009-11-19T16:00:00Z,2009-11-19T11:24:02Z,0.004237298611256763,0.005156846861644895,0.004994677173855043,0.004138289002615246,0.004470374339891478
2009-11-19T17:00:00Z,2009-11-19T12:24:02Z,0.004286508359553274,0.0048616137929599216,0.004844159553306342,0.004075066003340536,0.004644880655764
2009-11-19T18:00:00Z,2009-11-19T13:24:02Z,0.0038517647863838497,0.004236647990341758,0.004191793617704914,0.00366457641687635,0.0041276859383044895
2009-11-19T19:00:00Z,2009-11-19T14:24:02Z,0.0037545302256812418,0.004168389980264565,0.0036271880495898036,0.0041906056761853985,0.004274966885609534
2009-11-19T20:00:00Z,2009-11-19T15:24:02Z,0.003920885572697062,0.004011393953329644,0.004253933146053357,0.0035289970650834897,0.0038551478295803074
2009-11-19T21:00:00Z,2009-11-19T16:24:02Z,0.003520813273620632,0.0034614510545254457,0.0035153209955401323,0.003357230458889129,0.00341477690612758
2009-11-19T22:00:00Z,2009-11-19T17:24:02Z,0.0031604793811515473,0.002936351635098526,0.003366291665141731,0.003086051490038574,0.0032213078863631366
2009-11-19T23:00:00Z,2009-11-19T18:24:02Z,0.0028786205660166746,0.0027492246320961443,0.0029936805094294204,0.002690529606367129,0.002846097725843955
2009-11-20T00:00:00Z,2009-11-19T19:24:02Z,0.0027431770613898904,0.002557731552739668,0.0026672389582402113,0.002770868140652751,0.002744378679323591
2009-11-20T01:00:00Z,2009-11-19T20:24:02Z,0.0023045818769032596,0.001644820489956342,0.0023364579930413654,0.00195954408007374,0.002209852832054193
2009-11-20T02:00:00Z,2009-11-19T21:24:02Z,0.001978494565062731,0.0014594449667197482,0.0017050325331609145,0.0017146161084575283,0.0019215827436339092
2009-11-20T03:00:00Z,2009-11-19T22:24:02Z,0.0018364064203418603,0.0014518195599177999,0.0018734125272730421,0.0015474284204972924,0.0014118573411949548
2009-11-20T04:00:00Z,2009-11-19T23:24:02Z,0.0017567421033893858,0.0013225278417895614,0.00225868852635495,0.0014593728019571314,0.0019638390857040456
2009-11-20T05:00:00Z,2009-11-20T00:23:45Z,0.001659241726815178,0.0014126466872727299,0.0017368086126939163,0.0012560628733498823,0.0012585166136168636
2009-11-20T06:00:00Z,2009-11-20T01:23:45Z,0.0015600774568982647,0.0010044185481641005,0.0015723389744993319,0.001067791988229813,0.0012352953457357729
2009-11-20T07:00:00Z,2009-11-20T02:23:45Z,0.0015073176851078875,0.001030645459924183,0.001425807369300917,0.0010913531288752286,0.0014957138939138525
2009-11-20T08:00:00Z,2009-11-20T03:23:45Z,0.0014339140879369573,0.0010808553379963676,0.0014798484465876067,0.0010217579736404483,0.001212932275446159
2009-11-20T09:00:00Z,2009-11-20T04:23:45Z,0.0013206253061664585,8.40812499427094e-4,0.0015150684761896516,0.0010076176579962232,0.0010174300134810682
2009-11-20T10:00:00Z,2009-11-20T05:23:45Z,0.0011061200205892666,9.594961667821043e-4,0.0013090588359603657,8.747771292419086e-4,8.941112865794263e-4
2009-11-20T11:00:00Z,2009-11-20T06:23:45Z,0.0011531999939190984,0.0012762220280247431,0.0011961201006003687,8.628315032854902e-4,0.0011444135566653863
2009-11-20T12:00:00Z,2009-11-20T07:23:45Z,0.0014670398485967864,0.0014142763524966518,0.0014102157426392633,0.0014710820315854039,0.001533300017294
