TIMESTAMP,solar_TIMESTAMP,GBR_GUI_ST1_Psy_Js_1,GBR_GUI_ST1_Psy_Js_2,GBR_GUI_ST1_Psy_Js_3,GBR_GUI_ST1_Psy_Js_4,GBR_GUI_ST1_Psy_Js_5,GBR_GUI_ST1_Psy_Js_6,GBR_GUI_ST1_Psy_Js_7,GBR_GUI_ST1_Psy_Js_8,GBR_GUI_ST1_Psy_Js_9,GBR_GUI_ST1_Psy_Js_10,GBR_GUI_ST1_Psy_Js_11,GBR_GUI_ST1_Psy_Js_12,GBR_GUI_ST1_Psy_Js_13,GBR_GUI_ST1_Psy_Js_14,GBR_GUI_ST1_Psy_Js_15
2003-05-05T03:30:00Z,2003-05-05T03:13:54Z,4.3403339466569103e-5,6.60793302907008e-5,NA,2.8430317788442117e-5,6.527861890677084e-5,NA,NA,4.2312795804877354e-4,7.058400466941613e-5,NA,NA,NA,NA,NA,1.998565731865233e-5
2003-05-05T03:45:00Z,2003-05-05T03:28:54Z,5.179955149050467e-5,5.7423864871459466e-5,NA,2.8476548007700457e-5,4.1881492848124346e-5,NA,NA,4.845639402349609e-4,3.58156041922556e-5,NA,NA,NA,NA,NA,5.956158513898194e-5
2003-05-05T04:00:00Z,2003-05-05T03:43:54Z,6.406523921157187e-5,8.006283545223762e-5,NA,5.744298450420688e-6,8.442743664670477e-5,NA,NA,4.939961951574181e-4,7.139172127797762e-5,NA,NA,NA,NA,NA,4.053940389241609e-5
2003-05-05T04:15:00Z,2003-05-05T03:58:54Z,4.982764148603162e-5,8.820170549332785e-5,NA,1.7010716250326723e-5,6.353234438070672e-5,NA,NA,5.013578813747353e-4,7.588592347161706e-5,NA,NA,NA,NA,NA,3.151127194452403e-5
2003-05-05T04:30:00Z,2003-05-05T04:13:54Z,3.404203862209159e-5,6.71705059086318e-5,NA,1.9916744582475778e-5,6.169110590696132e-5,NA,NA,4.934919948704873e-4,3.6147580410712606e-5,NA,NA,NA,NA,NA,7.314502142307933e-5
2003-05-05T04:45:00Z,2003-05-05T04:28:54Z,4.132712944401827e-5,5.940513212758007e-5,NA,0,3.718095343641309e-5,NA,NA,4.897781567282393e-4,3.709569549215387e-5,NA,NA,NA,NA,NA,7.957859915112868e-6
2003-05-05T05:00:00Z,2003-05-05T04:43:54Z,1.6121896539169727e-5,5.206114822258808e-5,NA,0,5.58249520214201e-5,NA,NA,5.407564375107827e-4,3.0200272080789724e-5,NA,NA,NA,NA,NA,6.746825808114936e-5
2003-05-05T05:15:00Z,2003-05-05T04:58:54Z,1.5080689294375421e-6,4.668728185724033e-5,NA,3.078564339839228e-6,4.011051006769961e-5,NA,NA,5.061989324349609e-4,0,NA,NA,NA,NA,NA,1.501532961621155e-4
2003-05-05T05:30:00Z,2003-05-05T05:13:54Z,0,5.397658296767397e-5,NA,2.855083973269062e-6,3.976163885763266e-5,NA,NA,5.503710805910907e-4,5.227885543622612e-6,NA,NA,NA,NA,NA,6.301114723725369e-5
2003-05-05T05:45:00Z,2003-05-05T05:28:54Z,2.2383470970691927e-6,6.093018149569659e-5,NA,1.9704893525939927e-5,5.992168717170261e-5,NA,NA,5.456642141145876e-4,7.925445665215189e-6,NA,NA,NA,NA,NA,1.1791069152067445e-5
2003-05-05T06:00:00Z,2003-05-05T05:43:54Z,2.0402623459684262e-5,6.219201255603332e-5,NA,2.4043647722652203e-5,6.284600358875169e-5,NA,NA,5.493790235069738e-4,1.1364134051537091e-5,NA,NA,NA,NA,NA,5.217556857243263e-5
2003-05-05T06:15:00Z,2003-05-05T05:58:54Z,1.4248334484469115e-5,4.270239108649154e-5,NA,3.0487464498210225e-5,4.658822014166962e-5,NA,NA,5.517716107577677e-4,1.0365699717056201e-5,NA,NA,NA,NA,NA,1.1289176141287119e-4
2003-05-05T06:30:00Z,2003-05-05T06:13:54Z,1.7748212721282812e-5,9.054062615733845e-6,NA,3.1463438922179696e-5,4.7586424147877134e-5,NA,NA,5.824126017271018e-4,1.3704170642250452e-5,NA,NA,NA,NA,NA,6.7578101809568186e-6
2003-05-05T06:45:00Z,2003-05-05T06:28:54Z,8.283223837087275e-6,3.5552200759669307e-5,NA,3.678299983385214e-5,5.230279014707833e-5,NA,NA,5.709510533442143e-4,1.6897420550251173e-5,NA,NA,NA,NA,NA,6.720773955001619e-5
2003-05-05T07:00:00Z,2003-05-05T06:43:54Z,7.6089892743849385e-6,3.6736881810082035e-5,NA,6.0260983052174924e-5,7.273838354091126e-5,NA,NA,6.30176889713133e-4,7.660091343183988e-6,NA,NA,NA,NA,NA,1.0179099168330812e-4
2003-05-05T07:15:00Z,2003-05-05T06:58:54Z,1.459536727881502e-5,4.7034498228766234e-6,NA,6.635556524735098e-5,5.9632940915247064e-5,NA,NA,6.062340251267637e-4,9.08636783828631e-6,NA,NA,NA,NA,NA,1.0909584991838904e-4
2003-05-05T07:30:00Z,2003-05-05T07:13:54Z,1.4610501868863373e-5,1.483299026144853e-4,NA,1.0710587857588232e-4,8.156093144390861e-5,NA,NA,5.776322113217167e-4,0,NA,NA,NA,NA,NA,1.2211599572274664e-4
2003-05-05T07:45:00Z,2003-05-05T07:28:54Z,3.552025513875841e-5,6.576334722303994e-5,NA,1.3751598355513683e-4,6.692927680978006e-5,NA,NA,5.716074188750973e-4,1.4606377356572182e-5,NA,NA,NA,NA,NA,2.754503907098563e-4
2003-05-05T08:00:00Z,2003-05-05T07:43:54Z,3.189087435196832e-5,5.7981598459758176e-5,NA,1.6154740030027687e-4,9.050443629819663e-5,NA,NA,5.812154778099982e-4,3.826859141356503e-5,NA,NA,NA,NA,NA,4.528009185188536e-4
2003-05-05T08:15:00Z,2003-05-05T07:58:54Z,5.9974575819230986e-5,6.590960246695364e-5,NA,2.0668141240469517e-4,9.487821112641912e-5,NA,NA,5.093729450061888e-4,4.4102077598537925e-5,NA,NA,NA,NA,NA,6.464838032083904e-4
2003-05-05T08:30:00Z,2003-05-05T08:13:54Z,3.519887528727901e-5,6.726114227559708e-5,NA,2.2571631450227727e-4,1.1572965216846912e-4,NA,NA,5.314174947666409e-4,7.136352331396905e-5,NA,NA,NA,NA,NA,7.206665556566289e-4
2003-05-05T08:45:00Z,2003-05-05T08:28:54Z,8.943801428873911e-6,6.91610493420159e-5,NA,2.4593222169717763e-4,9.224515169920175e-5,NA,NA,5.009527673950883e-4,6.233147792639607e-5,NA,NA,NA,NA,NA,8.997386579982111e-4
2003-05-05T09:00:00Z,2003-05-05T08:43:54Z,4.335931016178762e-6,3.953420243189427e-5,NA,2.6391031372751154e-4,9.73586233652143e-5,NA,NA,4.94429103923708e-4,5.8325890347459626e-5,NA,NA,NA,NA,NA,8.664821351451821e-4
2003-05-05T09:15:00Z,2003-05-05T08:58:54Z,0,4.305282609506428e-5,NA,2.888153516692853e-4,1.1828051425833784e-4,NA,NA,4.115184350562268e-4,7.059018714944804e-5,NA,NA,NA,NA,NA,0.0014237369680676758
2003-05-05T09:30:00Z,2003-05-05T09:13:54Z,2.1150524163360478e-5,6.350338698641887e-5,NA,3.226238497219592e-4,1.2310016944672668e-4,NA,NA,5.213347964776153e-4,9.384256637617336e-5,NA,NA,NA,NA,NA,0.0014444712594602806
2003-05-05T09:45:00Z,2003-05-05T09:28:54Z,2.1002283339904714e-5,6.90896228859149e-5,NA,4.10110671230301e-4,1.5569431861736836e-4,NA,NA,4.5549414048533373e-4,1.1715449722224753e-4,NA,NA,NA,NA,NA,0.0020309864678099304
2003-05-05T10:00:00Z,2003-05-05T09:43:54Z,3.406281046917757e-5,4.141245156691973e-5,NA,5.448016991680596e-4,1.9080831214516705e-4,NA,NA,4.599565422265194e-4,2.0012515993167912e-4,NA,NA,NA,NA,NA,0.0026077492280597967
2003-05-05T10:15:00Z,2003-05-05T09:58:54Z,5.807136416515114e-5,1.057997621556396e-4,NA,5.914554586982282e-4,1.9579614311056738e-4,NA,NA,4.7868102486739136e-4,2.4248781105513733e-4,NA,NA,NA,NA,NA,0.0030001984616961587
2003-05-05T10:30:00Z,2003-05-05T10:13:54Z,1.6374633041073862e-5,6.561996027062735e-5,NA,9.603242011683167e-4,2.5374010466661036e-4,NA,NA,4.6751610865189294e-4,3.507616296884752e-4,NA,NA,NA,NA,NA,0.0042728885516838625
2003-05-05T10:45:00Z,2003-05-05T10:28:54Z,8.32654226324421e-5,4.934443082195135e-5,NA,0.0012672919763290682,3.408271670262254e-4,NA,NA,4.5697978949425425e-4,5.546962760149736e-4,NA,NA,NA,NA,NA,0.005020347849414773
2003-05-05T11:00:00Z,2003-05-05T10:43:54Z,9.671360239941324e-5,6.663457426749255e-5,NA,0.0019848129099893966,4.359709751570369e-4,NA,NA,4.7483713055353595e-4,8.422364188267326e-4,NA,NA,NA,NA,NA,0.007280852086068474
2003-05-05T11:15:00Z,2003-05-05T10:58:54Z,2.401356325582126e-4,7.158427677613819e-5,NA,0.0027074952729663772,6.463085724715043e-4,NA,NA,4.89219382856376e-4,0.0011803869155978238,NA,NA,NA,NA,NA,0.009270005888857825
2003-05-05T11:30:00Z,2003-05-05T11:13:54Z,2.579486717854304e-4,5.865173682446142e-5,NA,0.003411006596621765,9.090468443760606e-4,NA,NA,5.597897156942518e-4,0.0015829246816574673,NA,NA,NA,NA,NA,0.011518033815512875
2003-05-05T11:45:00Z,2003-05-05T11:28:54Z,5.320280701432661e-4,3.2521954858392396e-05,NA,0.0030751296317594245,0.0011094979393344408,NA,NA,4.695018036105126e-4,0.001689324909940282,NA,NA,NA,NA,NA,0.011078755995742252
2003-05-05T12:00:00Z,2003-05-05T11:43:54Z,4.5017918324775376e-4,1.6588519875046876e-5,NA,0.0024848818957069496,9.949189382876247e-4,NA,NA,4.834450191413857e-4,0.001533866153224742,NA,NA,NA,NA,NA,0.010758820394967034
2003-05-05T12:15:00Z,2003-05-05T11:58:54Z,4.204656292278685e-4,1.2771143279115386e-5,NA,0.0019777129895750885,7.947815940111105e-4,NA,NA,4.449145476983972e-4,0.0013393506577990104,NA,NA,NA,NA,NA,0.009786081168862343
2003-05-05T12:30:00Z,2003-05-05T12:13:54Z,4.0276686854323764e-4,3.75474910979624e-5,NA,0.0024517849717541557,7.587704602081949e-4,NA,NA,5.810545371977211e-4,0.0017181169951909854,NA,NA,NA,NA,NA,0.011217119364862395
2003-05-05T12:45:00Z,2003-05-05T12:28:54Z,5.147272014918591e-4,3.59219437638964e-5,NA,0.0017804291500692166,6.44198734634012e-4,NA,NA,3.450408797936082e-4,0.0013347802984279317,NA,NA,NA,NA,NA,0.010920332030379716
2003-05-05T13:00:00Z,2003-05-05T12:43:54Z,4.048899597250143e-4,2.0501676275143113e-5,NA,0.0019481120487386638,5.994246222758321e-4,NA,NA,4.270046333081012e-4,0.0012216339830841705,NA,NA,NA,NA,NA,0.008806168730847256
2003-05-05T13:15:00Z,2003-05-05T12:58:54Z,3.302215672881575e-4,0,NA,0.0022791143641743986,6.337724041169079e-4,NA,NA,4.1938958501711466e-4,0.0012674112818688754,NA,NA,NA,NA,NA,0.010670115363833239
2003-05-05T13:30:00Z,2003-05-05T13:13:54Z,3.5699910932281717e-4,0,NA,0.0018311818873785893,5.31141439650642e-4,NA,NA,3.9477847703770923e-4,9.629734133797779e-4,NA,NA,NA,NA,NA,0.007494959465673513
2003-05-05T13:45:00Z,2003-05-05T13:28:54Z,3.871411746817288e-4,5.956383710163575e-5,NA,0.0013646227181291993,5.231381555691652e-4,NA,NA,2.173487557207891e-4,7.928378793377797e-4,NA,NA,NA,NA,NA,0.009816118434118953
2003-05-05T14:00:00Z,2003-05-05T13:43:54Z,4.4929932125913004e-4,5.030916730152603e-5,NA,0.0012466153989554203,5.079354556371001e-4,NA,NA,2.862198309690753e-4,8.153856302904331e-4,NA,NA,NA,NA,NA,0.0075768011188087955
2003-05-05T14:15:00Z,2003-05-05T13:58:54Z,3.957538635913909e-4,3.4781880982852036e-5,NA,0.0012924392530766712,4.558221684903929e-4,NA,NA,2.281598102383101e-4,8.262971278563368e-4,NA,NA,NA,NA,NA,0.008318416468591517
2003-05-05T14:30:00Z,2003-05-05T14:13:54Z,5.530118929475876e-4,2.2717317966588656e-5,NA,0.001963236253854416,4.967177972208047e-4,NA,NA,8.38382208612912e-5,0.001140433813232549,NA,NA,NA,NA,NA,0.009694498288770817
2003-05-05T14:45:00Z,2003-05-05T14:28:54Z,4.2449520094092345e-4,1.0151173706603995e-4,NA,0.0027395043935409293,5.981914021191205e-4,NA,NA,0,0.001677176040804077,NA,NA,NA,NA,NA,0.01689785586529208
2003-05-05T15:00:00Z,2003-05-05T14:43:54Z,4.4867431101963185e-4,8.62350208139023e-5,NA,0.002848983937826188,6.634629933159081e-4,NA,NA,3.5104358260201285e-4,0.0017390372213605403,NA,NA,NA,NA,NA,0.013431147206417708
2003-05-05T15:15:00Z,2003-05-05T14:58:54Z,3.739951524802795e-4,3.6739861421481376e-5,NA,0.002491497935964588,6.433748018970857e-4,NA,NA,3.039649445016586e-4,0.001325882705507563,NA,NA,NA,NA,NA,0.011126717166757975
2003-05-05T15:30:00Z,2003-05-05T15:13:54Z,4.8373685093144723e-4,2.1430226878626173e-5,NA,0.0020552855327191657,7.807730320437362e-4,NA,NA,2.1315667852488078e-4,0.0011613424693276578,NA,NA,NA,NA,NA,0.010919842403235016
2003-05-05T15:45:00Z,2003-05-05T15:28:54Z,4.079645354740374e-4,1.4318845488603215e-4,NA,0.001298249231100916,7.572618641316973e-4,NA,NA,1.1004766650081599e-4,9.289936455409082e-4,NA,NA,NA,NA,NA,0.01253590593782223
2003-05-05T16:00:00Z,2003-05-05T15:43:54Z,4.4100938018045604e-4,1.1659106330791607e-4,NA,0.0010675028565273613,5.654671081850635e-4,NA,NA,1.4104273537114036e-4,8.397434366914334e-4,NA,NA,NA,NA,NA,0.008440821128806559
2003-05-05T16:15:00Z,2003-05-05T15:58:54Z,4.201764499947018e-4,9.039138413685355e-5,NA,8.671839319314056e-4,4.547818913598014e-4,NA,NA,1.338798822253727e-4,8.098659315474056e-4,NA,NA,NA,NA,NA,0.007820075890519558
2003-05-05T16:30:00Z,2003-05-05T16:13:54Z,3.396342094217247e-4,6.701581916194781e-5,NA,6.945144723961144e-4,3.561437125911255e-4,NA,NA,4.8499279750344666e-5,6.724816340280247e-4,NA,NA,NA,NA,NA,0.008199992734302481
2003-05-05T16:45:00Z,2003-05-05T16:28:54Z,2.4796372569642426e-4,1.1890446035574274e-4,NA,4.294593095236755e-4,2.54176088908534e-4,NA,NA,2.618166756035522e-5,4.385705509812422e-4,NA,NA,NA,NA,NA,0.007131144505725403
2003-05-05T17:00:00Z,2003-05-05T16:43:54Z,3.5032359032648755e-4,5.483124310571036e-5,NA,5.491327362518309e-4,2.2276420873644599e-4,NA,NA,2.6549736024064737e-5,4.897055019722181e-4,NA,NA,NA,NA,NA,0.004552899697105309
2003-05-05T17:15:00Z,2003-05-05T16:58:54Z,3.4820793549871106e-4,4.82037542972778e-5,NA,5.61127463120925e-4,2.442204797519466e-4,NA,NA,5.3518426275618385e-5,4.700497907517477e-4,NA,NA,NA,NA,NA,0.003922323499951251
2003-05-05T17:30:00Z,2003-05-05T17:13:54Z,3.5073872669244625e-4,1.0029535352036378e-4,NA,5.167211483348224e-4,3.134505877465242e-4,NA,NA,4.066269385692894e-5,4.250644635414773e-4,NA,NA,NA,NA,NA,0.003964932132281484
2003-05-05T17:45:00Z,2003-05-05T17:28:54Z,3.001489450973974e-4,5.286094862440918e-5,NA,3.289339813484618e-4,2.20481666720513e-4,NA,NA,1.7116955228943155e-05,2.746751728858136e-4,NA,NA,NA,NA,NA,0.0037252303999537177
2003-05-05T18:00:00Z,2003-05-05T17:43:54Z,3.044766803680068e-4,5.342136280966762e-5,NA,3.5711274079637176e-4,1.9663584063648278e-4,NA,NA,5.584815817131079e-5,2.4718800296251393e-4,NA,NA,NA,NA,NA,0.003175230772747666
2003-05-05T18:15:00Z,2003-05-05T17:58:54Z,2.871446254329537e-4,6.726796048387866e-5,NA,3.2072059348509725e-4,1.6720528077763502e-4,NA,NA,2.5600806565286137e-5,2.0629364234027426e-4,NA,NA,NA,NA,NA,0.002954933821745625
2003-05-05T18:30:00Z,2003-05-05T18:13:54Z,3.1568178681104736e-4,6.702689095309608e-5,NA,3.749333877103085e-4,1.6637802321409095e-4,NA,NA,4.063754253927535e-5,2.499448490461353e-4,NA,NA,NA,NA,NA,0.0028209330436715706
2003-05-05T18:45:00Z,2003-05-05T18:28:54Z,2.0680079514664486e-4,7.773135746118468e-5,NA,1.9899752087486274e-4,1.0866930765650838e-4,NA,NA,1.3849578330449965e-5,1.6100397236077277e-4,NA,NA,NA,NA,NA,0.0031375401342508117
2003-05-05T19:00:00Z,2003-05-05T18:43:54Z,2.8349765080657087e-4,3.9070419501661073e-5,NA,2.6106540670583995e-4,1.289045084201361e-4,NA,NA,4.0398006607692646e-5,2.068676568865068e-4,NA,NA,NA,NA,NA,0.0028205767369382014
2003-05-05T19:15:00Z,2003-05-05T18:58:54Z,3.711147311107175e-4,6.269733290843048e-5,NA,2.9444313807729214e-4,1.2809266080812207e-4,NA,NA,8.135465794362571e-5,1.8918049547322617e-4,NA,NA,NA,NA,NA,0.0021178479216817157
2003-05-05T19:30:00Z,2003-05-05T19:13:54Z,3.1087450948799963e-4,3.027948880400259e-5,NA,2.7370306306767373e-4,1.5423142013772998e-4,NA,NA,4.436003929393425e-5,1.5713332634178698e-4,NA,NA,NA,NA,NA,0.0023581811551129455
2003-05-05T19:45:00Z,2003-05-05T19:28:54Z,2.392101213887541e-4,4.163826929121622e-5,NA,1.6292469597044832e-4,8.268570948077097e-5,NA,NA,6.077163165248224e-6,5.681104084609038e-5,NA,NA,NA,NA,NA,0.0021054146852454918
2003-05-05T20:00:00Z,2003-05-05T19:43:54Z,3.051461748450114e-4,6.978759431088238e-5,NA,2.0447695509786764e-4,1.0785923346546705e-4,NA,NA,5.0417020757668434e-5,1.1970264082354584e-4,NA,NA,NA,NA,NA,0.001734861018976845
2003-05-05T20:15:00Z,2003-05-05T19:58:54Z,3.093002763630202e-4,7.042535346180102e-5,NA,1.6674668045544666e-4,9.476724044472756e-5,NA,NA,6.916699017632384e-5,6.954116722489531e-5,NA,NA,NA,NA,NA,0.0015813095384127672
2003-05-05T20:30:00Z,2003-05-05T20:13:54Z,2.800669963590152e-4,9.724470858959047e-5,NA,7.982856175463537e-5,5.266622885657933e-5,NA,NA,5.3640741450219135e-5,4.45301587376057e-5,NA,NA,NA,NA,NA,0.0014253346959971418
2003-05-05T20:45:00Z,2003-05-05T20:28:54Z,2.500870498478806e-4,5.9066736498421576e-5,NA,3.4870875755413415e-5,4.029489485882843e-5,NA,NA,4.4484431965482565e-5,1.15577997178184e-5,NA,NA,NA,NA,NA,0.0010796423453076208
2003-05-05T21:00:00Z,2003-05-05T20:43:54Z,3.188102670420289e-4,9.507296323472004e-5,NA,1.2477365943746292e-4,6.41770838627356e-5,NA,NA,1.4396891244191926e-4,9.484620526707496e-5,NA,NA,NA,NA,NA,8.792125845986559e-4
2003-05-05T21:15:00Z,2003-05-05T20:58:54Z,3.3682485348544464e-4,1.0721012547910718e-4,NA,1.2562348935232814e-4,5.788811192956695e-5,NA,NA,2.0708844368488584e-4,8.043001361864521e-5,NA,NA,NA,NA,NA,8.554291918527824e-4
2003-05-05T21:30:00Z,2003-05-05T21:13:54Z,3.2587050156806136e-4,1.360869091274438e-4,NA,1.0029087736775912e-4,2.8287491064130008e-5,NA,NA,2.1137258995629671e-4,7.004831928868855e-5,NA,NA,NA,NA,NA,7.120626618488743e-4
2003-05-05T21:45:00Z,2003-05-05T21:28:54Z,3.11102966054734e-4,1.3478451488933843e-4,NA,7.700486356543147e-5,6.528447435230424e-6,NA,NA,1.8226846733101188e-4,5.861144939258464e-5,NA,NA,NA,NA,NA,5.511850754029742e-4
2003-05-05T22:00:00Z,2003-05-05T21:43:54Z,3.315368856429061e-4,1.1783691056934268e-4,NA,8.864303803500808e-5,1.0682687484975551e-5,NA,NA,1.920149007685223e-4,7.229418456584612e-5,NA,NA,NA,NA,NA,5.132286552246824e-4
2003-05-05T22:15:00Z,2003-05-05T21:58:54Z,3.109020924143223e-4,1.6012690724642923e-4,NA,8.572158923860524e-5,2.7431961060316048e-5,NA,NA,2.5767886781950734e-4,4.611146647821554e-5,NA,NA,NA,NA,NA,4.2121041531832936e-4
2003-05-05T22:30:00Z,2003-05-05T22:13:54Z,3.124756470214809e-4,1.845613845290787e-4,NA,6.828856714854519e-5,2.9172740367450965e-5,NA,NA,2.65445212655482e-4,4.833560226353838e-5,NA,NA,NA,NA,NA,3.580011869534718e-4
2003-05-05T22:45:00Z,2003-05-05T22:28:54Z,3.0965750364692464e-4,1.5365056447436536e-4,NA,8.101731965651382e-5,0,NA,NA,2.0063090319416386e-4,1.7955265457379877e-5,NA,NA,NA,NA,NA,3.4244745076875745e-4
2003-05-05T23:00:00Z,2003-05-05T22:43:54Z,2.826427181025361e-4,1.5562299945266384e-4,NA,1.0481471907691791e-4,8.872398785409397e-6,NA,NA,2.6012649863898135e-4,4.506729720210134e-5,NA,NA,NA,NA,NA,2.938402738375308e-4
2003-05-05T23:15:00Z,2003-05-05T22:58:54Z,3.1857419983323147e-4,1.5418765137279532e-4,NA,1.1436950439339081e-4,1.1844725407573113e-5,NA,NA,2.734762535098163e-4,2.4913842298467838e-5,NA,NA,NA,NA,NA,3.0442286322381783e-4
2003-05-05T23:30:00Z,2003-05-05T23:13:54Z,3.1385893281984646e-4,1.228075946072996e-4,NA,1.1352936495403813e-4,0,NA,NA,2.584355469921511e-4,2.1198910026763102e-5,NA,NA,NA,NA,NA,2.4123365184549643e-4
2003-05-05T23:45:00Z,2003-05-05T23:28:54Z,3.0262477384732626e-4,1.1706532798269738e-4,NA,7.693220332319015e-5,6.42525736392719e-6,NA,NA,2.501893161464726e-4,1.4074030081761168e-5,NA,NA,NA,NA,NA,2.3738572116450008e-4
2003-05-06T00:00:00Z,2003-05-05T23:43:54Z,1.1238380401193038e-4,4.1683504521439255e-5,NA,7.918255898296848e-5,2.8632100699209547e-5,NA,NA,4.043879238501838e-4,4.343959140072431e-5,NA,NA,NA,NA,NA,2.8263998371640944e-4
2003-05-06T00:15:00Z,2003-05-05T23:58:54Z,1.4532356413495226e-4,4.062601909373955e-5,NA,8.97553766132845e-5,3.2607339119920535e-5,NA,NA,4.885478466165378e-4,5.182298018632371e-5,NA,NA,NA,NA,NA,2.691429341093107e-4
2003-05-06T00:30:00Z,2003-05-06T00:13:58Z,1.4391762849851297e-4,4.3736191259816696e-5,NA,7.917938622558695e-5,4.9107899963602294e-5,NA,NA,4.7750156943000973e-4,4.7067891225612124e-5,NA,NA,NA,NA,NA,1.934023431338186e-4
2003-05-06T00:45:00Z,2003-05-06T00:28:58Z,1.5366248383271168e-4,7.661009467696088e-5,NA,9.184468823872851e-5,1.586216480332529e-5,NA,NA,4.349182121373665e-4,5.8617478705856874e-5,NA,NA,NA,NA,NA,2.2094717571303037e-4
2003-05-06T01:00:00Z,2003-05-06T00:43:58Z,1.8427661841943733e-4,6.339656382334968e-5,NA,7.940067742393392e-5,3.894547545208984e-5,NA,NA,5.054436035057783e-4,6.242028337086054e-5,NA,NA,NA,NA,NA,2.1158077989982823e-4
