env_leafarea_seasonal,env_netrad,env_plant_watpot,env_ppfd_in,env_precip,env_remarks,env_rh,env_swc_deep_depth,env_swc_shallow_depth,env_sw_in,env_ta,env_time_daylight,env_timestep,env_time_zone,env_vpd,env_ws,si_code
NULL,Not provided,NA,Not provided,Clearing,FDR measurements of soil water content are provided with factory calibration. Measurements from other depths and locations around the speciment S11 are available. Soil water potential measured by UMS tensiometers are also available.,Clearing,60,15,Clearing,Clearing,FALSE,15,"17UTC+01:00, A",Clearing,Clearing,CZE_LIZ_LES
