TIMESTAMP,solar_TIMESTAMP,ARG_MAZ_Npu_Jt_1,ARG_MAZ_Npu_Jt_2,ARG_MAZ_Npu_Jt_3,ARG_MAZ_Npu_Jt_4,ARG_MAZ_Npu_Jt_5
2009-11-25T19:00:30Z,2009-11-25T14:22:42Z,,,,,
2009-11-25T20:00:30Z,2009-11-25T15:22:42Z,,,,,
2009-11-25T21:00:31Z,2009-11-25T16:22:43Z,,,,,
2009-11-25T22:00:31Z,2009-11-25T17:22:43Z,,,,,
2009-11-25T23:00:32Z,2009-11-25T18:22:44Z,,,,,
2009-11-26T00:00:32Z,2009-11-25T19:22:44Z,,,,,
2009-11-26T01:00:33Z,2009-11-25T20:22:45Z,,,,,
2009-11-26T02:00:33Z,2009-11-25T21:22:45Z,,,,,
2009-11-26T03:00:34Z,2009-11-25T22:22:46Z,,,,,
2009-11-26T04:00:34Z,2009-11-25T23:22:46Z,,,,,
2009-11-26T05:00:35Z,2009-11-26T00:22:26Z,,,,,
2009-11-26T06:00:35Z,2009-11-26T01:22:26Z,,,,,
2009-11-26T07:00:36Z,2009-11-26T02:22:27Z,,,,,
2009-11-26T08:00:36Z,2009-11-26T03:22:27Z,,,,,
2009-11-26T09:00:37Z,2009-11-26T04:22:28Z,,,,,
2009-11-26T10:00:37Z,2009-11-26T05:22:28Z,,,,,
2009-11-26T11:00:38Z,2009-11-26T06:22:29Z,,,,,
2009-11-26T12:00:38Z,2009-11-26T07:22:29Z,,,,,
2009-11-26T13:00:39Z,2009-11-26T08:22:30Z,,,,,
2009-11-26T14:00:39Z,2009-11-26T09:22:30Z,,,,,
2009-11-26T15:00:40Z,2009-11-26T10:22:31Z,,,,,
2009-11-26T16:00:40Z,2009-11-26T11:22:31Z,,,,,
2009-11-26T17:00:41Z,2009-11-26T12:22:32Z,,,,,
2009-11-26T18:00:41Z,2009-11-26T13:22:32Z,,,,,
2009-11-26T19:00:42Z,2009-11-26T14:22:33Z,,,,,
2009-11-26T20:00:42Z,2009-11-26T15:22:33Z,,,,,
2009-11-26T21:00:43Z,2009-11-26T16:22:34Z,,,,,
2009-11-26T22:00:43Z,2009-11-26T17:22:34Z,,,,,
