TIMESTAMP,ta,rh,sw_in,ws,precip,swc_shallow,ppfd_in,vpd,ext_rad,interpolated
2017-01-01 15:00:00+00:00,1.1,80.3,0.0,4.4,0.03,0.36,0.0,0.1303267477089369,448.1182229992122,False
2017-01-01 15:30:00+00:00,1.3,72.1,0.0,4.9,0.05,0.36,0.0,0.1872589719326181,506.0126226277925,False
2017-01-01 16:00:00+00:00,1.2,69.0,0.0,4.9,0.05,0.36,0.0,0.2065693616537781,548.8755939905068,False
2017-01-01 16:30:00+00:00,0.7,60.0,0.0,7.2,0.05,0.36,0.0,0.2570709977088938,575.9742137681416,False
2017-01-01 17:00:00+00:00,-0.1,54.3,0.0,6.1,0.05,0.36,0.0,0.2770970403657333,586.8451151650277,False
2017-01-01 17:30:00+00:00,-0.4,53.9,5.0,4.8,0.05,0.36,10.57,0.2734594798132538,581.3024112326348,False
2017-01-01 18:00:00+00:00,-0.4,51.1,28.0,4.5,0.05,0.36,59.19199999999999,0.2900687323832562,559.4408735316828,False
2017-01-01 18:30:00+00:00,-0.2,51.9,52.0,5.3,0.05,0.36,109.928,0.2895269091151729,521.6343117764101,False
2017-01-01 19:00:00+00:00,0.2,52.3,117.0,4.9,0.05,0.36,247.338,0.2956196611176723,468.5291821632976,False
2017-01-01 19:30:00+00:00,0.6,51.3,273.0,5.8,0.05,0.36,577.122,0.3107218530271814,401.0335336723736,False
2017-01-01 20:00:00+00:00,0.8,52.1,377.0,6.0,0.05,0.36,796.978,0.3100817301367443,320.30148134571414,False
2017-01-01 20:30:00+00:00,0.9,53.3,316.0,2.3,0.05,0.36,668.024,0.3045106183701378,227.71347203300377,False
2017-01-01 21:00:00+00:00,1.4,53.5,421.0,3.0,0.05,0.36,889.9939999999999,0.3143568594190553,124.8526800395318,False
2017-01-01 21:30:00+00:00,1.1,54.3,268.0,4.1,0.05,0.36,566.552,0.3023315924009348,13.47793628780115,False
2017-01-01 22:00:00+00:00,1.5,51.9,278.0,4.4,0.05,0.36,587.692,0.3275246296364446,0.0,False
2017-01-01 22:30:00+00:00,2.1,49.5,475.0,4.5,0.05,0.36,1004.15,0.3590112381343976,0.0,False
2017-01-01 23:00:00+00:00,1.8,50.4,349.0,3.8,0.05,0.36,737.786,0.3451050792395511,0.0,False
2017-01-01 23:30:00+00:00,2.2,48.5,421.0,3.4,0.05,0.36,889.9939999999999,0.3687519160252515,0.0,False
2017-01-02 00:00:00+00:00,2.3,46.2,131.0,2.9,0.05,0.36,276.934,0.3879869271521565,0.0,False
2017-01-02 00:30:00+00:00,2.3,45.5,183.0,3.0,0.05,0.36,386.862,0.3930350841968871,0.0,False
2017-01-02 01:00:00+00:00,2.3,45.3,193.0,2.9,0.05,0.35,408.002,0.394477414781096,0.0,False
2017-01-02 01:30:00+00:00,2.0,46.0,37.0,2.4,0.05,0.35,78.21799999999999,0.3811512953938239,0.0,False
2017-01-02 02:00:00+00:00,1.4,48.9,46.0,2.0,0.05,0.35,97.244,0.3454545272325534,0.0,False
2017-01-02 02:30:00+00:00,-2.7,68.9,7.0,0.9,0.05,0.35,14.797999999999998,0.1556387861561699,0.0,False
2017-01-02 03:00:00+00:00,-4.1,78.0,0.0,0.0,0.05,0.35,0.0,0.0991093350291356,0.0,False
2017-01-02 03:30:00+00:00,-5.3,82.6,0.0,0.6,0.05,0.35,0.0,0.0715574026703745,0.0,False
2017-01-02 04:00:00+00:00,-5.4,83.4,0.0,0.1,0.05,0.35,0.0,0.0677478913721904,0.0,False
2017-01-02 04:30:00+00:00,-5.8,86.4,0.0,0.0,0.05,0.35,0.0,0.053830330407815,0.0,False
2017-01-02 05:00:00+00:00,-7.3,85.4,0.0,0.6,0.05,0.35,0.0,0.0514695037391023,0.0,False
2017-01-02 05:30:00+00:00,-7.3,86.8,0.0,0.0,0.0,0.35,0.0,0.046534071873709,0.0,False
2017-01-02 06:00:00+00:00,-7.3,88.1,0.0,0.9,0.0,0.35,0.0,0.0419511708558437,0.0,False
2017-01-02 06:30:00+00:00,-8.8,89.3,0.0,0.2,0.0,0.35,0.0,0.033544433324723,0.0,False
2017-01-02 07:00:00+00:00,-8.4,87.9,0.0,0.2,0.0,0.35,0.0,0.0391451275967635,0.0,False
2017-01-02 07:30:00+00:00,-7.6,89.1,0.0,0.3,0.0,0.35,0.0,0.0375392433252081,0.0,False
2017-01-02 08:00:00+00:00,-8.6,90.4,0.0,0.3,0.0,0.35,0.0,0.0305732634800647,0.0,False
2017-01-02 08:30:00+00:00,-8.9,90.2,0.0,0.7,0.0,0.35,0.0,0.0304818460422073,0.0,False
2017-01-02 09:00:00+00:00,-9.5,91.3,0.0,0.5,0.0,0.35,0.0,0.0258072380262076,0.0,False
2017-01-02 09:30:00+00:00,-8.5,93.1,0.0,0.2,0.0,0.35,0.0,0.0221478746318861,0.0,False
2017-01-02 10:00:00+00:00,-8.8,92.2,0.0,0.5,0.0,0.35,0.0,0.0244529513955925,0.0,False
2017-01-02 10:30:00+00:00,-9.3,92.2,0.0,0.5,0.0,0.35,0.0,0.0235067935111998,0.0,False
2017-01-02 11:00:00+00:00,-8.9,93.8,0.0,0.2,0.0,0.35,0.0,0.019284433210376,0.0,False
2017-01-02 11:30:00+00:00,-8.8,93.7,0.0,0.1,0.0,0.35,0.0,0.0197504607425939,0.0,False
2017-01-02 12:00:00+00:00,-9.2,93.4,0.0,0.4,0.0,0.35,0.0,0.0200482467015603,0.0,False
2017-01-02 12:30:00+00:00,-8.8,92.4,0.0,0.6,0.0,0.35,0.0,0.0238259526418593,0.0,False
2017-01-02 13:00:00+00:00,-9.9,91.1,0.0,0.7,0.0,0.35,0.0,0.025575401387193,87.87366875913403,False
2017-01-02 13:30:00+00:00,-8.2,93.1,0.0,1.1,0.0,0.35,0.0,0.0226752004449763,194.0396026533157,False
2017-01-02 14:00:00+00:00,-8.3,92.0,0.0,0.4,0.0,0.35,0.0,0.0260848706693417,290.53200595268675,False
2017-01-02 14:30:00+00:00,-8.4,91.8,0.0,1.8,0.0,0.35,0.0,0.0265281029994596,375.70092747356665,False
2017-01-02 15:00:00+00:00,-8.2,90.3,0.0,0.6,0.0,0.35,0.0,0.031876731060329,448.0900385081155,False
2017-01-02 15:30:00+00:00,-8.5,89.3,0.0,1.4,0.0,0.35,0.0,0.0343452548639393,506.4615350912533,False
2017-01-02 16:00:00+00:00,-8.5,90.1,0.0,0.4,0.0,0.35,0.0,0.0317773853414018,549.8173036740666,False
2017-01-02 16:30:00+00:00,-8.7,90.7,0.0,0.1,0.0,0.35,0.0,0.0293858385355638,577.4159882827213,False
2017-01-02 17:00:00+00:00,-8.3,91.4,0.0,0.1,0.0,0.35,0.0,0.0280412359695423,588.7856673228981,False
2017-01-02 17:30:00+00:00,-8.7,91.4,2.0,0.5,0.0,0.35,4.228,0.0271740012264354,583.7319232615303,False
2017-01-02 18:00:00+00:00,-7.7,91.8,23.0,0.7,0.0,0.35,48.622,0.0280212516619974,562.3411671955522,False
2017-01-02 18:30:00+00:00,-7.3,90.3,69.0,0.5,0.0,0.35,145.866,0.0341954922102255,524.9791614555229,False
2017-01-02 19:00:00+00:00,-6.2,91.2,78.0,0.0,0.0,0.35,164.892,0.0337772728233079,472.2847655018749,False
2017-01-02 19:30:00+00:00,-3.2,82.1,113.0,1.2,0.0,0.35,238.882,0.08629087955362,405.15901204993406,False
2017-01-02 20:00:00+00:00,-2.3,77.3,180.0,1.5,0.0,0.35,380.52,0.1170386553892403,324.7497002095981,False
2017-01-02 20:30:00+00:00,-2.4,80.1,73.0,0.8,0.0,0.35,154.322,0.1018413686059932,232.43176908203648,False
2017-01-02 21:00:00+00:00,-2.2,76.8,161.0,0.5,0.0,0.35,340.354,0.1205094156477448,129.78378740666244,False
2017-01-02 21:30:00+00:00,-1.7,74.1,111.0,0.9,0.0,0.35,234.654,0.1396171375073079,18.560961265311462,False
2017-01-02 22:00:00+00:00,-1.6,70.8,218.0,1.8,0.0,0.35,460.852,0.1585749930135862,0.0,False
2017-01-02 22:30:00+00:00,-0.6,65.6,146.0,1.5,0.0,0.35,308.644,0.201088772605375,0.0,False
2017-01-02 23:00:00+00:00,-0.6,66.7,132.0,0.8,0.0,0.35,279.048,0.1946586083650868,0.0,False
2017-01-02 23:30:00+00:00,-0.4,65.9,129.0,2.6,0.0,0.35,272.706,0.2022769687989578,0.0,False
2017-01-03 00:00:00+00:00,-0.3,65.9,101.0,2.1,0.0,0.35,213.514,0.2037622345814551,0.0,False
2017-01-03 00:30:00+00:00,-0.3,65.6,67.0,1.5,0.0,0.35,141.638,0.205554864211204,0.0,False
2017-01-03 01:00:00+00:00,-0.2,66.4,84.0,0.7,0.0,0.35,177.576,0.2022474874484368,0.0,False
2017-01-03 01:30:00+00:00,-0.2,66.5,36.0,1.1,0.0,0.35,76.104,0.2016455604024593,0.0,False
2017-01-03 02:00:00+00:00,-0.1,66.1,12.0,0.9,0.0,0.35,25.368,0.2055490080612333,0.0,False
2017-01-03 02:30:00+00:00,0.1,63.4,2.0,1.3,0.0,0.35,4.228,0.2251812927721597,0.0,False
2017-01-03 03:00:00+00:00,-0.1,64.5,0.0,1.8,0.0,0.35,0.0,0.215250436170318,0.0,False
2017-01-03 03:30:00+00:00,-0.1,66.1,0.0,1.5,0.0,0.35,0.0,0.2055490080612333,0.0,False
2017-01-03 04:00:00+00:00,0.1,63.4,0.0,1.0,0.0,0.35,0.0,0.2251812927721597,0.0,False
2017-01-03 04:30:00+00:00,0.2,62.6,0.0,1.3,0.0,0.35,0.0,0.2317856462432064,0.0,False
2017-01-03 05:00:00+00:00,0.2,62.9,0.0,2.1,0.0,0.35,0.0,0.2299264030915229,0.0,False
2017-01-03 05:30:00+00:00,0.1,65.3,0.0,2.4,0.0,0.35,0.0,0.213491553529889,0.0,False
2017-01-03 06:00:00+00:00,-0.2,69.1,0.0,1.6,0.0,0.35,0.0,0.1859954572070446,0.0,False
2017-01-03 06:30:00+00:00,-0.1,70.5,0.0,1.4,0.0,0.35,0.0,0.1788700807612502,0.0,False
2017-01-03 07:00:00+00:00,-0.1,70.3,0.0,1.4,0.0,0.35,0.0,0.1800827592748858,0.0,False
2017-01-03 07:30:00+00:00,-0.2,74.3,0.0,2.7,0.0,0.35,0.0,0.154695250816215,0.0,False
2017-01-03 08:00:00+00:00,-0.2,77.3,0.0,2.5,0.0,0.35,0.0,0.1366374394368903,0.0,False
2017-01-03 08:30:00+00:00,-0.1,77.8,0.0,2.3,0.0,0.35,0.0,0.1346073150135509,0.0,False
2017-01-03 09:00:00+00:00,-0.2,77.9,0.0,2.2,0.0,0.35,0.0,0.1330258771610254,0.0,False
2017-01-03 09:30:00+00:00,-0.2,79.5,0.0,1.4,0.0,0.35,0.0,0.1233950444253855,0.0,False
2017-01-03 10:00:00+00:00,-0.1,81.7,0.0,0.9,0.0,0.35,0.0,0.1109600839976568,0.0,False
2017-01-03 10:30:00+00:00,0.1,85.7,0.0,1.9,0.0,0.35,0.0,0.0879806690339312,0.0,False
2017-01-03 11:00:00+00:00,0.0,85.3,0.0,2.0,0.0,0.35,0.0,0.08978466,0.0,False
2017-01-03 11:30:00+00:00,-0.1,86.5,0.0,1.6,0.0,0.35,0.0,0.0818557996704026,0.0,False
2017-01-03 12:00:00+00:00,-0.1,87.1,0.0,2.2,0.0,0.35,0.0,0.0782177641294958,0.0,False
2017-01-03 12:30:00+00:00,-0.2,89.9,0.0,3.3,0.0,0.35,0.0,0.0607946316437265,0.0,False
2017-01-03 13:00:00+00:00,-0.4,92.2,0.0,2.0,0.0,0.35,0.0,0.0462686321592923,86.46342993239666,False
2017-01-03 13:30:00+00:00,-0.6,95.3,0.0,1.9,0.0,0.35,0.0,0.0274743381175948,192.96341071073687,False
2017-01-03 14:00:00+00:00,-0.6,96.7,0.0,1.8,0.0,0.35,0.0,0.0192904927208644,289.833756276059,False
2017-01-03 14:30:00+00:00,-0.4,97.6,0.0,2.6,0.0,0.35,0.0,0.0142365022028592,375.4180384262037,False
2017-01-03 15:00:00+00:00,-0.4,98.0,0.0,2.4,0.03,0.35,0.0,0.011863751835716,448.2528132139407,False
2017-01-03 15:30:00+00:00,-0.3,98.3,0.0,1.0,0.03,0.35,0.0,0.0101582345685769,507.0926451050831,False
2017-01-03 16:00:00+00:00,-0.3,98.4,0.0,1.6,0.05,0.35,0.0,0.0095606913586605,550.931403341597,False
2017-01-03 16:30:00+00:00,-0.2,98.5,0.0,1.4,0.08,0.35,0.0,0.0090289056896623,579.0194663501205,False
2017-01-03 17:00:00+00:00,-0.2,98.6,0.0,1.6,0.08,0.35,0.0,0.0084269786436848,590.8765400063339,False
2017-01-03 17:30:00+00:00,-0.2,98.7,1.0,1.3,0.1,0.35,2.114,0.0078250515977073,586.299870565946,False
2017-01-03 18:00:00+00:00,-0.1,98.7,8.0,1.4,0.13,0.35,16.912,0.0078824103386313,565.3677118208275,False
2017-01-03 18:30:00+00:00,0.3,98.7,21.0,3.2,0.13,0.35,44.394,0.008115575129908,528.4379871892168,False
2017-01-03 19:00:00+00:00,0.4,98.6,27.0,3.5,0.13,0.35,57.078,0.0088036406156126,476.1421696123076,False
2017-01-03 19:30:00+00:00,0.4,98.5,25.0,3.8,0.15,0.35,52.85,0.0094324720881564,409.37448390276256,False
2017-01-03 20:00:00+00:00,0.6,98.3,36.0,4.0,0.15,0.35,76.104,0.0108465533910925,329.27661617389964,False
2017-01-03 20:30:00+00:00,0.8,98.3,30.0,3.2,0.18,0.35,63.42,0.011004988334707,237.2181918052862,False
2017-01-03 21:00:00+00:00,0.9,98.3,38.0,3.1,0.2,0.35,80.332,0.0110849689770714,134.7733557559967,False
2017-01-03 21:30:00+00:00,0.9,98.2,59.0,3.1,0.23,0.35,124.726,0.0117370259757226,23.693855685569137,False
2017-01-03 22:00:00+00:00,0.9,98.2,52.0,2.3,0.25,0.35,109.928,0.0117370259757226,0.0,False
2017-01-03 22:30:00+00:00,0.9,98.2,59.0,1.7,0.28,0.35,124.726,0.0117370259757226,0.0,False
2017-01-03 23:00:00+00:00,1.1,98.2,53.0,1.8,0.3,0.35,112.042,0.011908027709446,0.0,False
2017-01-03 23:30:00+00:00,1.2,98.2,50.0,2.2,0.33,0.35,105.7,0.0119943500315097,0.0,False
2017-01-04 00:00:00+00:00,1.2,98.1,37.0,2.3,0.36,0.35,78.21799999999999,0.012660702811038,0.0,False
2017-01-04 00:30:00+00:00,1.2,98.1,24.0,1.9,0.38,0.36,50.736,0.012660702811038,0.0,False
2017-01-04 01:00:00+00:00,1.2,98.1,14.0,1.4,0.41,0.36,29.596,0.012660702811038,0.0,False
2017-01-04 01:30:00+00:00,1.3,98.0,17.0,1.5,0.46,0.36,35.937999999999995,0.0134235822173919,0.0,False
2017-01-04 02:00:00+00:00,1.3,97.6,5.0,1.6,0.53,0.36,10.57,0.0161082986608703,0.0,False
2017-01-04 02:30:00+00:00,1.4,97.0,1.0,1.7,0.58,0.37,2.114,0.0202810877044552,0.0,False
2017-01-04 03:00:00+00:00,1.3,96.8,0.0,1.5,0.71,0.37,0.0,0.0214777315478271,0.0,False
2017-01-04 03:30:00+00:00,1.5,97.1,0.0,2.2,0.86,0.38,0.0,0.019746807192218,0.0,False
2017-01-04 04:00:00+00:00,1.5,96.5,0.0,2.1,0.99,0.39,0.0,0.0238323535078494,0.0,False
2017-01-04 04:30:00+00:00,1.5,96.8,0.0,1.5,1.07,0.4,0.0,0.0217895803500337,0.0,False
2017-01-04 05:00:00+00:00,1.6,97.0,0.0,2.4,1.09,0.4,0.0,0.0205753100270154,0.0,False
2017-01-04 05:30:00+00:00,1.4,97.5,0.0,1.5,0.05,0.41,0.0,0.0169009064203793,0.0,False
2017-01-04 06:00:00+00:00,1.4,97.8,0.0,1.0,0.08,0.41,0.0,0.0148727976499338,0.0,False
2017-01-04 06:30:00+00:00,1.3,97.8,0.0,1.3,0.1,0.41,0.0,0.0147659404391311,0.0,False
2017-01-04 07:00:00+00:00,1.3,97.8,0.0,1.0,0.1,0.41,0.0,0.0147659404391311,0.0,False
2017-01-04 07:30:00+00:00,1.1,97.9,0.0,0.5,0.1,0.41,0.0,0.0138926989943536,0.0,False
2017-01-04 08:00:00+00:00,0.9,98.2,0.0,0.9,0.13,0.41,0.0,0.0117370259757226,0.0,False
2017-01-04 08:30:00+00:00,0.9,98.4,0.0,0.3,0.13,0.41,0.0,0.01043291197842,0.0,False
2017-01-04 09:00:00+00:00,1.1,98.6,0.0,0.7,0.13,0.41,0.0,0.0092617993295691,0.0,False
2017-01-04 09:30:00+00:00,1.1,98.6,0.0,1.1,0.15,0.41,0.0,0.0092617993295691,0.0,False
2017-01-04 10:00:00+00:00,0.7,98.6,0.0,0.4,0.2,0.41,0.0,0.0089974849198112,0.0,False
2017-01-04 10:30:00+00:00,0.7,98.6,0.0,0.0,0.28,0.41,0.0,0.0089974849198112,0.0,False
2017-01-04 11:00:00+00:00,0.7,98.7,0.0,0.1,0.3,0.41,0.0,0.008354807425539,0.0,False
2017-01-04 11:30:00+00:00,0.7,98.7,0.0,0.3,0.33,0.41,0.0,0.008354807425539,0.0,False
2017-01-04 12:00:00+00:00,0.6,98.7,0.0,0.0,0.33,0.41,0.0,0.0082944231814237,0.0,False
2017-01-04 12:30:00+00:00,0.7,98.8,0.0,0.4,0.33,0.41,0.0,0.0077121299312668,0.0,False
2017-01-04 13:00:00+00:00,0.6,98.8,0.0,0.2,0.33,0.41,0.0,0.0076563906290065,85.2672321241432,False
2017-01-04 13:30:00+00:00,0.6,98.8,0.0,0.0,0.33,0.41,0.0,0.0076563906290065,192.0978303772225,False
2017-01-04 14:00:00+00:00,0.6,98.8,0.0,0.0,0.33,0.41,0.0,0.0076563906290065,289.34115231879684,False
2017-01-04 14:30:00+00:00,0.5,98.8,0.0,0.1,0.33,0.41,0.0,0.0076010071926205,375.334376405561,False
2017-01-04 15:00:00+00:00,0.4,98.8,0.0,0.1,0.33,0.41,0.0,0.0075459776705251,448.60705209152326,False
2017-01-04 15:30:00+00:00,0.4,98.8,0.0,0.2,0.33,0.41,0.0,0.0075459776705251,507.9062440385533,False
2017-01-04 16:00:00+00:00,0.4,98.9,0.0,0.0,0.33,0.41,0.0,0.0069171461979813,552.2179569324361,False
2017-01-04 16:30:00+00:00,0.5,98.9,0.0,0.3,0.33,0.41,0.0,0.0069675899265687,580.7844745445358,False
2017-01-04 17:00:00+00:00,0.6,99.0,0.0,0.7,0.33,0.41,0.0,0.0063803255241721,593.117316544056,False
2017-01-04 17:30:00+00:00,2.8,98.6,2.0,1.7,0.33,0.41,4.228,0.0104631466493661,589.0055914999792,False
2017-01-04 18:00:00+00:00,1.2,95.7,13.0,1.4,0.33,0.41,27.482,0.0286531695197175,568.5196032345184,False
2017-01-04 18:30:00+00:00,2.3,98.6,32.0,1.3,0.33,0.41,67.648,0.0100963140894613,532.0096488557939,False
2017-01-04 19:00:00+00:00,3.8,90.7,46.0,2.3,0.33,0.41,97.244,0.0746140738430398,480.1000290174072,False
2017-01-04 19:30:00+00:00,3.7,90.2,44.0,4.1,0.33,0.41,93.016,0.0780719778055321,413.6783728218277,False
2017-01-04 20:00:00+00:00,3.8,90.0,36.0,3.3,0.33,0.41,76.104,0.0802301869279998,333.8804599021208,False
2017-01-04 20:30:00+00:00,3.8,89.1,40.0,3.7,0.33,0.41,84.56,0.0874509037515199,242.07079921351783,False
2017-01-04 21:00:00+00:00,3.8,88.5,60.0,3.5,0.33,0.42,126.84,0.0922647149671998,139.81929662499596,False
2017-01-04 21:30:00+00:00,3.8,83.7,119.0,4.2,0.33,0.42,251.566,0.1307752046926396,28.87441028181884,False
2017-01-04 22:00:00+00:00,5.2,78.7,313.0,4.6,0.33,0.43,661.682,0.1885428078622054,0.0,False
2017-01-04 22:30:00+00:00,4.2,76.3,119.0,5.4,0.33,0.44,251.566,0.195584843180041,0.0,False
2017-01-04 23:00:00+00:00,3.6,81.1,121.0,4.5,0.33,0.45,255.794,0.1495063471487389,0.0,False
2017-01-04 23:30:00+00:00,3.8,75.0,94.0,3.1,0.33,0.45,198.716,0.2005754673199996,0.0,False
2017-01-05 00:00:00+00:00,4.3,66.0,221.0,6.2,0.33,0.45,467.194,0.2825671089512298,0.0,False
2017-01-05 00:30:00+00:00,4.1,64.9,145.0,5.1,0.33,0.45,306.53,0.2876309135420619,0.0,False
2017-01-05 01:00:00+00:00,4.1,61.8,129.0,4.3,0.33,0.45,272.706,0.3130342135984834,0.0,False
2017-01-05 01:30:00+00:00,3.3,65.4,39.0,4.9,0.33,0.45,82.446,0.2679443275418449,0.0,False
2017-01-05 02:00:00+00:00,2.2,64.3,14.0,3.2,0.33,0.45,29.596,0.2556202602349802,0.0,False
2017-01-05 02:30:00+00:00,2.2,54.6,10.0,3.0,0.33,0.44,21.14,0.3250745046125518,0.0,False
2017-01-05 03:00:00+00:00,1.3,63.6,0.0,4.6,0.33,0.44,0.0,0.244309196356534,0.0,False
2017-01-05 03:30:00+00:00,0.2,72.5,0.0,4.3,0.33,0.44,0.0,0.1704306222376518,0.0,False
2017-01-05 04:00:00+00:00,-0.9,73.2,0.0,2.5,0.33,0.44,0.0,0.1532497244672614,0.0,False
2017-01-05 04:30:00+00:00,-0.4,53.2,0.0,4.5,0.33,0.43,0.0,0.2776117929557544,0.0,False
2017-01-05 05:00:00+00:00,-0.9,49.2,0.0,4.7,0.33,0.43,0.0,0.2904882836916745,0.0,False
2017-01-05 05:30:00+00:00,-1.6,51.7,0.0,4.1,0.0,0.43,0.0,0.2623004165258977,0.0,False
2017-01-05 06:00:00+00:00,-1.7,51.8,0.0,3.3,0.0,0.43,0.0,0.2598280319634071,0.0,False
2017-01-05 06:30:00+00:00,-2.4,59.4,0.0,4.9,0.0,0.43,0.0,0.2077768625830816,0.0,False
2017-01-05 07:00:00+00:00,-3.8,81.0,0.0,3.8,0.03,0.43,0.0,0.0875543411807895,0.0,False
2017-01-05 07:30:00+00:00,-3.9,72.5,0.0,2.4,0.03,0.43,0.0,0.1257714949716635,0.0,False
2017-01-05 08:00:00+00:00,-4.7,84.1,0.0,3.0,0.03,0.43,0.0,0.0684459062262314,0.0,False
2017-01-05 08:30:00+00:00,-4.4,68.1,0.0,3.5,0.03,0.43,0.0,0.1404832960208774,0.0,False
2017-01-05 09:00:00+00:00,-5.2,77.7,0.0,5.0,0.03,0.42,0.0,0.0924112641522632,0.0,False
2017-01-05 09:30:00+00:00,-5.6,80.2,0.0,3.2,0.05,0.42,0.0,0.0795809143189996,0.0,False
2017-01-05 10:00:00+00:00,-5.7,74.1,0.0,3.8,0.05,0.42,0.0,0.103304004349676,0.0,False
2017-01-05 10:30:00+00:00,-5.8,66.8,0.0,3.2,0.05,0.42,0.0,0.1314093359955486,0.0,False
2017-01-05 11:00:00+00:00,-5.6,63.6,0.0,3.8,0.05,0.42,0.0,0.1463002667278578,0.0,False
2017-01-05 11:30:00+00:00,-6.8,75.4,0.0,4.2,0.05,0.42,0.0,0.0901508093061825,0.0,False
2017-01-05 12:00:00+00:00,-7.4,72.0,0.0,4.2,0.05,0.42,0.0,0.0979442099081087,0.0,False
2017-01-05 12:30:00+00:00,-7.6,72.0,0.0,3.8,0.05,0.42,0.0,0.0964310837711767,0.0,False
2017-01-05 13:00:00+00:00,-7.6,67.5,0.0,4.4,0.05,0.42,0.0,0.1119289365201158,84.22426078097565,False
2017-01-05 13:30:00+00:00,-7.4,64.9,0.0,4.0,0.05,0.42,0.0,0.1227800631348077,191.3867249676462,False
2017-01-05 14:00:00+00:00,-7.8,68.2,0.0,3.4,0.05,0.42,0.0,0.1078232626398157,289.00368543342006,False
2017-01-05 14:30:00+00:00,-8.0,71.6,0.0,2.3,0.05,0.42,0.0,0.0948021184726486,375.4059147530487,False
2017-01-05 15:00:00+00:00,-7.8,72.0,0.0,3.1,0.05,0.42,0.0,0.0949387218212214,449.1159535976394,False
2017-01-05 15:30:00+00:00,-7.8,73.5,0.0,3.5,0.05,0.42,0.0,0.0898527188665131,508.8733750541199,False
2017-01-05 16:00:00+00:00,-7.9,73.8,0.0,3.4,0.05,0.42,0.0,0.0881445198582129,553.6563377696295,False
2017-01-05 16:30:00+00:00,-8.1,72.2,0.0,3.3,0.05,0.42,0.0,0.0920761543999053,582.6990593635004,False
2017-01-05 17:00:00+00:00,-7.9,65.1,0.0,4.5,0.05,0.42,0.0,0.1174138833225813,595.5049113108909,False
2017-01-05 17:30:00+00:00,-7.8,60.5,4.0,6.3,0.05,0.42,8.456,0.1339314111406516,591.8549113735138,False
2017-01-05 18:00:00+00:00,-7.8,60.0,16.0,5.3,0.05,0.41,33.824,0.1356267454588877,571.8114683535514,False
2017-01-05 18:30:00+00:00,-7.3,58.4,27.0,4.8,0.05,0.41,57.078,0.146652832571689,535.7173151306748,False
2017-01-05 19:00:00+00:00,-6.7,56.6,41.0,3.6,0.05,0.41,86.67399999999999,0.1602812975346577,484.18964822125287,False
2017-01-05 19:30:00+00:00,-6.3,52.3,295.0,7.1,0.05,0.41,623.63,0.1816838861441995,418.1095740662861,False
2017-01-05 20:00:00+00:00,-5.8,51.6,276.0,4.9,0.05,0.41,583.4639999999999,0.1915726464513419,338.6070425085306,False
