TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,ws,precip,swc_shallow,sw_in,ext_rad,interpolated
2003-05-05 00:00:00+00:00,5.095000000000001,90.2,0.09,0.655,-72.565,4.1875,0.0,0.497275066830842,0.309815,0.0,False
2003-05-05 00:30:00+00:00,4.494999999999999,88.85,0.095,0.3275,-93.0,4.375,0.0,0.4984017746860915,0.1549075,0.0,False
2003-05-05 01:00:00+00:00,4.255000000000001,86.0,0.11499999999999999,0.655,-80.75,3.375,0.0,0.498983764062083,0.309815,0.0,False
2003-05-05 01:30:00+00:00,3.92,88.19999999999999,0.095,0.3275,-84.4,4.25,0.0,0.49916733727865603,0.1549075,0.0,False
2003-05-05 02:00:00+00:00,3.41,90.1,0.08,0.3275,-73.175,3.625,0.0,0.4989967954772885,0.1549075,0.0,False
2003-05-05 02:30:00+00:00,3.815,89.65,0.08,0.655,-53.89,3.5,0.0,0.49855963056511854,0.309815,0.0,False
2003-05-05 03:00:00+00:00,4.154999999999999,90.5,0.07500000000000001,0.655,-34.165,3.8125,0.0,0.49749850010477503,0.309815,0.0,False
2003-05-05 03:30:00+00:00,4.12,90.9,0.07500000000000001,0.655,-58.45,3.875,0.0,0.496627774872213,0.309815,0.0,False
2003-05-05 04:00:00+00:00,3.815,89.9,0.08499999999999999,0.655,-56.535,2.5625,0.0,0.49647803076999353,0.309815,0.0,False
2003-05-05 04:30:00+00:00,3.61,88.75,0.09,0.655,-64.285,2.9375,0.0,0.49615744745213797,0.309815,33.833583552413444,False
2003-05-05 05:00:00+00:00,3.615,88.65,0.09,2.9475000000000002,-51.175,4.5,0.0,0.495767371598569,1.3941675,119.46535684049067,False
2003-05-05 05:30:00+00:00,4.12,87.05,0.11,15.395,-61.14,4.0625,0.0,0.4946146916279995,7.281834999999999,208.45179827491643,False
2003-05-05 06:00:00+00:00,4.055,88.1,0.095,39.63,-51.92,4.5,0.0,0.4939580135062025,18.74499,299.27013638401223,False
2003-05-05 06:30:00+00:00,4.324999999999999,88.35,0.1,83.53,-44.905,4.5,0.0,0.49353803824093245,39.50969,390.36625260677744,False
