TIMESTAMP,ta,vpd,sw_in,netrad,ws,precip,swc_shallow,swc_deep,ppfd_in,rh,ext_rad,interpolated
2000-01-01 06:00:00+00:00,-0.0642,0.101094,0.0,-75.7013,3.4216,0.0,0.2708423333,0.28108,0.0,83.38269000458374,0.0,False
2000-01-01 06:30:00+00:00,-0.3027,0.0825997,0.0,-75.3417,3.7215,0.0,0.2708876667,0.281077,0.0,86.18506250698428,0.0,False
2000-01-01 07:00:00+00:00,-0.6335,0.0675074,0.0,-75.304,3.327,0.0,0.2709166667,0.281067,0.0,88.43361592479286,0.0,False
2000-01-01 07:30:00+00:00,-0.9112,0.0541418,0.0,-75.3986,3.3975,0.0,0.2709543333,0.281075,0.0,90.53337384430094,0.0,False
2000-01-01 08:00:00+00:00,-1.2324,0.0402702,0.0,-76.5473,3.3791,0.0,0.270993,0.281067,0.0,92.79110151939685,0.0,False
2000-01-01 08:30:00+00:00,-1.4847,0.0268675,0.0,-77.3083,3.1954,0.0,0.2710323333,0.28107,0.0,95.10039351749246,0.0,False
2000-01-01 09:00:00+00:00,-2.0688,0.0215282,0.0,-77.7794,2.9288,0.0,0.2710676667,0.2810615,0.0,95.9013565176638,0.0,False
2000-01-01 09:30:00+00:00,-2.5773,0.0233077,0.0,-77.7167,2.6114,0.0,0.271099,0.28107,0.0,95.3923011009723,0.0,False
2000-01-01 10:00:00+00:00,-3.2021,0.0187983,0.0,-78.5001,2.4542,0.0,0.2711243333,0.2810635,0.0,96.10694729372952,0.0,False
2000-01-01 10:30:00+00:00,-3.8119,0.0165131,0.0,-78.089,2.4604,0.0,0.2711546667,0.2810685,0.0,96.4206494514421,0.0,False
2000-01-01 11:00:00+00:00,-4.2961,0.0207648,0.0,-76.632,2.4487,0.0,0.271177,0.281065,0.0,95.33232926116536,0.0,False
2000-01-01 11:30:00+00:00,-4.6829,0.0254356,0.0,-70.849,2.8339,0.0,0.2711943333,0.281065,0.0,94.11319491396746,0.0,False
2000-01-01 12:00:00+00:00,-5.0639,0.0282754,0.0,-66.467,3.0348,0.0,0.271201,0.281065,0.0,93.2646235884382,0.0,False
2000-01-01 12:30:00+00:00,-5.4175,0.0217827,0.0,-55.7223,2.2704,0.0,0.2712056667,0.2810685,0.0,94.6701373651833,0.0,False
2000-01-01 13:00:00+00:00,-5.651,0.0187506,0.0,-21.977,2.4313,0.0,0.271199,0.2810585,0.0,95.32983399204932,0.0,False
2000-01-01 13:30:00+00:00,-5.8457,0.0083194,3.477,-3.3083,2.1799,0.0,0.2711666667,0.281063,7.350377999999999,97.8969386054968,0.0,False
2000-01-01 14:00:00+00:00,-5.911,0.0035931,25.1633,10.7037,2.6087,0.0,0.2711666667,0.2810635,53.1952162,99.08716465815944,28.624668243934376,False
2000-01-01 14:30:00+00:00,-5.5698,0.0028182,35.9313,17.8787,2.8336,0.0,0.271139,0.2810635,75.9587682,99.3024022175979,129.58077093963968,False
2000-01-01 15:00:00+00:00,-5.1745,0.0022983,42.5963,23.469,3.0822,0.0,0.27111,0.2810565,90.0485782,99.44792203757034,221.53326117779017,False
2000-01-01 15:30:00+00:00,-4.8781,3.12e-05,56.1447,33.2007,2.7255,0.0,0.2710946667,0.281057,118.6898958,99.9926717650127,302.90984018725885,False
2000-01-01 16:00:00+00:00,-4.6457,0.0,77.7123,48.9056,2.9665,0.0,0.271073,0.2810535,164.2838022,100.0,372.3190462910076,False
2000-01-01 16:30:00+00:00,-4.5144,0.0021423,67.0693,40.67,2.3104,0.0,0.2710656667,0.2810565,141.7845002,99.51045160585032,428.574047624292,False
2000-01-01 17:00:00+00:00,-4.423,0.008945,79.1167,48.673,2.178,0.0,0.271071,0.2810515,167.25270379999998,97.96996536174798,470.7129358995742,False
2000-01-01 17:30:00+00:00,-4.3436,0.009449,80.2657,49.2991,1.8719,0.0,0.2710833333,0.2810615,169.6816898,97.8683719669211,498.0151742118709,False
2000-01-01 18:00:00+00:00,-4.1934,0.0158687,94.035,58.739,2.1635,0.0,0.271099,0.2810515,198.78999,96.46036955163228,510.0139176400895,False
2000-01-01 18:30:00+00:00,-4.0286,0.0187421,93.462,57.9404,1.9618,0.0,0.2711366667,0.2810535,197.578668,95.87089685734594,506.50399597075466,False
2000-01-01 19:00:00+00:00,-3.7617,0.0227336,91.9613,56.454,1.2654,0.0,0.2711623333,0.2810515,194.4061882,95.09081123375503,487.5454220438384,False
2000-01-01 19:30:00+00:00,-3.5334,0.0271525,59.8077,33.2339,1.3134,0.0,0.2712046667,0.281053,126.4334778,94.2359416737288,453.4623657277699,False
2000-01-01 20:00:00+00:00,-3.6413,0.0226218,60.0513,33.3896,1.7472,0.0,0.27125,0.2810485,126.9484482,95.15880902516302,404.83761106399527,False
2000-01-01 20:30:00+00:00,-3.6684,0.0274786,51.15,26.4937,1.7199,0.0,0.2713056667,0.28105,108.1311,94.10748299151444,342.50259135489296,False
2000-01-01 21:00:00+00:00,-3.7601,0.025806,26.0837,8.7053,1.8417,0.0,0.271367,0.281048,55.1409418,94.42801243383782,267.52317258185747,False
2000-01-01 21:30:00+00:00,-3.8494,0.0344447,14.9133,-3.4869,1.3895,0.0,0.271432,0.28105,31.5267162,92.51280451709302,181.1814282399818,False
2000-01-01 22:00:00+00:00,-3.8683,0.0363988,2.4463,-13.1537,1.339,0.0,0.2715123333,0.2810615,5.171478199999999,92.07682163896808,84.95371721892911,False
2000-01-01 22:30:00+00:00,-3.9899,0.0332808,0.0,-14.7064,1.6522,0.0,0.2715666667,0.281047,0.0,92.68912870593586,0.0,False
2000-01-01 23:00:00+00:00,-4.1487,0.0313882,0.0,-12.8572,1.8691,0.0,0.2716276667,0.2810465,0.0,93.02212414764712,0.0,False
2000-01-01 23:30:00+00:00,-4.2423,0.0318779,0.0,-12.0647,1.7469,0.0,0.2716923333,0.2810465,0.0,92.86319544525917,0.0,False
2000-01-02 00:00:00+00:00,-4.257,0.0329625,0.0,-15.2237,2.2141,0.0,0.2717533333,0.2810385,0.0,92.61220887312987,0.0,False
2000-01-02 00:30:00+00:00,-4.2626,0.0306907,0.0,-22.2087,2.1054,0.0,0.271812,0.28104,0.0,93.11848166243392,0.0,False
2000-01-02 01:00:00+00:00,-4.3235,0.0277246,0.0,-27.851,2.1671,0.0,0.271867,0.2810435,0.0,93.75498371017832,0.0,False
2000-01-02 01:30:00+00:00,-4.3979,0.0234062,0.0,-23.6326,1.988,0.0,0.271921,0.281035,0.0,94.69808580048137,0.0,False
2000-01-02 02:00:00+00:00,-4.3737,0.0245913,0.0,-21.4563,2.3093,0.0,0.271978,0.281035,0.0,94.43978525884742,0.0,False
2000-01-02 02:30:00+00:00,-4.2703,0.0244215,0.0,-14.8763,2.2369,0.0,0.2720243333,0.281035,0.0,94.5209978814394,0.0,False
2000-01-02 03:00:00+00:00,-4.2346,0.0223886,0.0,-9.5857,2.4485,0.0,0.27207,0.2810385,0.0,94.99055699069396,0.0,False
2000-01-02 03:30:00+00:00,-4.1178,0.0207867,0.0,-7.051,2.1391,0.0,0.272111,0.28104,0.0,95.38965306007184,0.0,False
2000-01-02 04:00:00+00:00,-4.0497,0.0183236,0.0,-5.9667,2.4309,0.0,0.2721533333,0.28103,0.0,95.9566943129493,0.0,False
2000-01-02 04:30:00+00:00,-4.0028,0.0147771,0.0,-5.8294,2.6944,0.0,0.272189,0.2810265,0.0,96.75073413643804,0.0,False
2000-01-02 05:00:00+00:00,-4.0156,0.0103169,0.0,-5.3063,2.7886,0.0,0.272231,0.281033,0.0,97.7292846536297,0.0,False
2000-01-02 05:30:00+00:00,-3.9793,0.008822,0.0,-5.3427,2.8749,0.0,0.2722623333,0.281035,0.0,98.06359224037875,0.0,False
2000-01-02 06:00:00+00:00,-4.1476,0.0071321,0.0,-5.41,2.9136,0.0,0.2723143333,0.281045,0.0,98.4146018913328,0.0,False
2000-01-02 06:30:00+00:00,-4.4799,0.0077166,0.0,-3.781,2.5786,0.0,0.2723456667,0.2810365,0.0,98.24121964239389,0.0,False
2000-01-02 07:00:00+00:00,-4.7753,0.0087418,0.0,-2.665,2.6544,0.0,0.27237,0.2810335,0.0,97.96262904324954,0.0,False
2000-01-02 07:30:00+00:00,-4.9542,0.0076941,0.0,-2.1926,2.3241,0.0,0.2724113333,0.28103,0.0,98.18237906042916,0.0,False
2000-01-02 08:00:00+00:00,-5.1464,0.0078251,0.0,-1.9694,2.6985,0.1553,0.27245,0.2810335,0.0,98.12432187574602,0.0,False
2000-01-02 08:30:00+00:00,-5.298,0.0083358,0.0,-1.083,2.4222,0.4658,0.2724923333,0.281032,0.0,97.97879587020748,0.0,False
2000-01-02 09:00:00+00:00,-5.3383,0.0091315,0.0,-0.2837,2.1762,1.242,0.2725366667,0.281035,0.0,97.77907562982256,0.0,False
2000-01-02 09:30:00+00:00,-5.4461,0.0072763,0.0,1.1824,2.6067,0.6211,0.272579,0.281035,0.0,98.21573732805923,0.0,False
2000-01-02 10:00:00+00:00,-5.496,0.0083715,0.0,-0.071,2.9877,0.7764,0.2726276667,0.28103,0.0,97.93937545036236,0.0,False
2000-01-02 10:30:00+00:00,-5.5717,0.008012,0.0,0.2036,2.4213,0.3106,0.2726723333,0.2810315,0.0,98.01647809769682,0.0,False
2000-01-02 11:00:00+00:00,-5.5905,0.0090912,0.0,1.757,2.58,0.4658,0.2727243333,0.2810285,0.0,97.74607994848948,0.0,False
2000-01-02 11:30:00+00:00,-5.5773,0.0086147,0.0,0.1226,2.4634,0.4658,0.272771,0.281035,0.0,97.866359450651,0.0,False
2000-01-02 12:00:00+00:00,-5.5292,0.0095776,0.0,0.8673,2.3762,0.3106,0.2728256667,0.2810335,0.0,97.63653743585915,0.0,False
2000-01-02 12:30:00+00:00,-5.5782,0.0086814,0.0,-1.2573,2.7106,0.3106,0.2728776667,0.281032,0.0,97.84969232753876,0.0,False
2000-01-02 13:00:00+00:00,-5.5284,0.0098022,0.0,-1.5406,2.6961,0.9317,0.2729333333,0.281028,0.0,97.58126010457164,0.0,False
2000-01-02 13:30:00+00:00,-5.3874,0.0105023,1.559,-0.0446,2.1541,1.242,0.27299,0.281035,3.295726,97.43613249177687,0.0,False
2000-01-02 14:00:00+00:00,-5.1716,0.0100619,5.6473,4.5113,2.3407,1.242,0.2730656667,0.28105,11.9383922,97.58354790483546,27.07045042563676,False
2000-01-02 14:30:00+00:00,-4.942,0.0082035,26.283,18.634,2.8125,0.7764,0.2731223333,0.2810285,55.562262,98.063829202364,128.33686514894993,False
2000-01-02 15:00:00+00:00,-4.6191,0.0072773,29.0553,19.489,3.492,0.4658,0.2731776667,0.28103,61.4229042,98.3238376316544,220.64392911967508,False
2000-01-02 15:30:00+00:00,-4.5873,0.0054845,33.2207,22.1596,3.809,0.4658,0.273241,0.281033,70.2285598,98.73979669940206,302.4132689519129,False
2000-01-02 16:00:00+00:00,-4.6219,0.006025,37.8953,25.076,3.3657,0.3106,0.2732913333,0.2810265,80.11066419999999,98.61198346085642,372.24669665375006,False
2000-01-02 16:30:00+00:00,-4.4222,0.0073359,38.812,24.8803,3.8366,0.1553,0.2734253333,0.281032,82.04856799999999,98.33524500827804,428.9501175438168,False
2000-01-02 17:00:00+00:00,-4.101,0.0066885,45.516,28.8554,3.5563,0.3106,0.2735133333,0.281035,96.220824,98.5184086121438,471.553948364174,False
2000-01-02 17:30:00+00:00,-3.7974,0.0066512,47.0683,28.9197,3.7047,0.3105,0.2735533333,0.2810365,99.5023862,98.55986383333128,499.3296964541673,False
2000-01-02 18:00:00+00:00,-3.4771,0.0011664,94.994,58.725,4.0233,0.4658,0.27357,0.2810315,200.817316,99.75343144992856,511.8024164920801,False
2000-01-02 18:30:00+00:00,-3.2979,0.0,112.1763,70.7687,4.8388,0.3106,0.273631,0.2810335,237.1406982,100.0,508.7588318012505,False
2000-01-02 19:00:00+00:00,-3.163,0.0,136.3044,84.1949,4.5896,0.1553,0.2737053333,0.281038,288.14750159999994,100.0,490.25098134932665,False
2000-01-02 19:30:00+00:00,-2.9337,0.0,155.3357,79.6676,4.7497,0.3106,0.2737756667,0.2810365,328.3796698,100.0,456.5953300760801,False
2000-01-02 20:00:00+00:00,-2.8539,0.0,157.0513,81.961,4.6517,0.1553,0.273851,0.2810365,332.0064482,100.0,408.3673577583688,False
2000-01-02 20:30:00+00:00,-2.8918,0.0067972,64.5943,30.667,4.9331,0.1553,0.2739223333,0.2810335,136.5523502,98.6244924578979,346.39171893410736,False
2000-01-02 21:00:00+00:00,-3.0119,0.0095117,45.187,22.5233,4.2323,0.1553,0.2739996667,0.281035,95.52531799999998,98.05789165455867,271.7281421383471,False
2000-01-02 21:30:00+00:00,-3.1041,0.0108545,25.7873,9.1287,4.805,0.1553,0.2740753333,0.2810365,54.51435219999999,97.76844164849788,185.65330955898023,False
2000-01-02 22:00:00+00:00,-3.3233,0.0104517,6.703,-2.892,4.5441,0.0,0.2741733333,0.281047,14.170142,97.81582850518429,89.63902695132809,False
2000-01-02 22:30:00+00:00,-3.509,0.0117474,0.1977,-12.7614,5.4305,0.0,0.2742423333,0.28102,0.4179377999999999,97.5107541477064,0.0,False
2000-01-02 23:00:00+00:00,-3.7971,0.0133442,0.0,-21.8487,4.4103,0.0,0.2743133333,0.2810185,0.0,97.11074198979556,0.0,False
2000-01-02 23:30:00+00:00,-3.918,0.0110792,0.0,-8.6776,3.6769,0.0,0.2743933333,0.2810185,0.0,97.57930521490682,0.0,False
2000-01-03 00:00:00+00:00,-4.1629,0.009795,0.0,-10.347,3.5251,0.0,0.27448,0.2810185,0.0,97.82015842871763,0.0,False
2000-01-03 00:30:00+00:00,-4.3353,0.0109192,0.0,-11.015,3.8526,0.0,0.2745663333,0.2810385,0.0,97.53824423195898,0.0,False
2000-01-03 01:00:00+00:00,-4.5287,0.0104476,0.0,-12.3763,3.5006,0.0,0.274652,0.2810365,0.0,97.60998714208918,0.0,False
2000-01-03 01:30:00+00:00,-4.8279,0.0090404,0.0,-12.367,3.7502,0.0,0.2747423333,0.2810235,0.0,97.88464283571987,0.0,False
2000-01-03 02:00:00+00:00,-5.1256,0.0103378,0.0,-18.9623,3.0318,0.0,0.2748276667,0.2810265,0.0,97.52593115497412,0.0,False
2000-01-03 02:30:00+00:00,-5.4105,0.0117967,0.0,-24.6104,2.7603,0.0,0.2749156667,0.281025,0.0,97.11507947052976,0.0,False
2000-01-03 03:00:00+00:00,-5.6709,0.0099079,0.0,-24.6504,2.6472,0.0,0.2750023333,0.281023,0.0,97.5285217709114,0.0,False
2000-01-03 03:30:00+00:00,-6.0187,0.0101409,0.0,-15.8294,2.2597,0.0,0.275091,0.281025,0.0,97.40241348658508,0.0,False
2000-01-03 04:00:00+00:00,-6.073,0.0098994,0.0,-16.5597,2.0911,0.0,0.2751856667,0.2810265,0.0,97.45373425569346,0.0,False
2000-01-03 04:30:00+00:00,-6.1924,0.0095995,0.0,-16.553,2.4377,0.0,0.27527,0.281028,0.0,97.5082337102228,0.0,False
2000-01-03 05:00:00+00:00,-6.3833,0.010228,0.0,-16.307,2.8462,0.0,0.2753623333,0.281022,0.0,97.30601491725946,0.0,False
2000-01-03 05:30:00+00:00,-6.4736,0.0106724,0.0,-15.8147,2.2187,0.0,0.2754536667,0.2810215,0.0,97.16944361549332,0.0,False
2000-01-03 06:00:00+00:00,-6.583,0.0092286,0.0,-13.458,2.0809,0.0,0.27556,0.2810235,0.0,97.53174791277756,0.0,False
2000-01-03 06:30:00+00:00,-6.6091,0.009682,0.0,-12.8183,2.1934,0.0,0.2756356667,0.281022,0.0,97.40529121242034,0.0,False
2000-01-03 07:00:00+00:00,-6.6833,0.0092953,0.0,-14.6516,2.878,0.0,0.2757213333,0.2810165,0.0,97.49469319056664,0.0,False
2000-01-03 07:30:00+00:00,-6.7401,0.0105175,0.0,-19.513,2.8472,0.0,0.275809,0.28102,0.0,97.15288578188144,0.0,False
2000-01-03 08:00:00+00:00,-6.7084,0.0112509,0.0,-21.2283,2.8175,0.0,0.2758986667,0.28102,0.0,96.96176052128122,0.0,False
2000-01-03 08:30:00+00:00,-6.6851,0.0122815,0.0,-27.0243,2.4669,0.0,0.2759786667,0.2810215,0.0,96.68938289207937,0.0,False
2000-01-03 09:00:00+00:00,-6.8927,0.0153127,0.0,-47.6096,2.2024,0.0,0.2760633333,0.2810235,0.0,95.805893904785,0.0,False
