TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,ws,precip,swc_shallow,sw_in,ext_rad,interpolated
2003-05-05 00:00:00+00:00,5.095000000000001,90.2,0.09,0.655,-72.565,4.1875,0.0,0.5523959809408485,0.309815,0.0,False
2003-05-05 00:30:00+00:00,4.494999999999999,88.85,0.095,0.3275,-93.0,4.375,0.0,0.5563257848951599,0.1549075,0.0,False
2003-05-05 01:00:00+00:00,4.255000000000001,86.0,0.11499999999999999,0.655,-80.75,3.375,0.0,0.5583556847848985,0.309815,0.0,False
2003-05-05 01:30:00+00:00,3.92,88.19999999999999,0.095,0.3275,-84.4,4.25,0.0,0.5589959632288934,0.1549075,0.0,False
2003-05-05 02:00:00+00:00,3.41,90.1,0.08,0.3275,-73.175,3.625,0.0,0.5584011365910331,0.1549075,0.0,False
2003-05-05 02:30:00+00:00,3.815,89.65,0.08,0.655,-53.89,3.5,0.0,0.5568763647590735,0.309815,0.0,False
2003-05-05 03:00:00+00:00,4.154999999999999,90.5,0.07500000000000001,0.655,-34.165,3.8125,0.0,0.5531752858505765,0.309815,0.0,False
2003-05-05 03:30:00+00:00,4.12,90.9,0.07500000000000001,0.655,-58.45,3.875,0.0,0.5501383145131544,0.309815,0.0,False
2003-05-05 04:00:00+00:00,3.815,89.9,0.08499999999999999,0.655,-56.535,2.5625,0.0,0.549616027424894,0.309815,0.0,False
2003-05-05 04:30:00+00:00,3.61,88.75,0.09,0.655,-64.285,2.9375,0.0,0.5484978763582056,0.309815,33.833583552413444,False
2003-05-05 05:00:00+00:00,3.615,88.65,0.09,2.9475000000000002,-51.175,4.5,0.0,0.5471373447663685,1.3941675,119.46535684049067,False
2003-05-05 05:30:00+00:00,4.12,87.05,0.11,15.395,-61.14,4.0625,0.0,0.5431169536017055,7.281834999999999,208.45179827491643,False
2003-05-05 06:00:00+00:00,4.055,88.1,0.095,39.63,-51.92,4.5,0.0,0.5408265495118381,18.74499,299.27013638401223,False
2003-05-05 06:30:00+00:00,4.324999999999999,88.35,0.1,83.53,-44.905,4.5,0.0,0.5393617328333324,39.50969,390.36625260677744,False
2003-05-05 07:00:00+00:00,4.63,88.85,0.095,237.79999999999998,-16.165,6.5625,0.0,0.5356779244965885,112.47939999999998,480.1812759813296,False
2003-05-05 07:30:00+00:00,5.135,88.1,0.10500000000000001,226.0,9.125,5.875,0.0,0.530727055557097,106.898,567.1782591261095,False
2003-05-05 08:00:00+00:00,5.41,88.69999999999999,0.1,296.4,42.9,5.8125,0.0,0.5268537301834295,140.1972,649.8684790244977,False
2003-05-05 08:30:00+00:00,5.54,90.6,0.08499999999999999,248.9,36.57,5.125,0.0,0.5257720188173295,117.7297,726.8369125449244,False
2003-05-05 09:00:00+00:00,6.085,89.6,0.1,334.05,43.565,7.0625,0.0,0.5229780410675244,158.00565,796.7664507515124,False
2003-05-05 09:30:00+00:00,6.615,87.30000000000001,0.125,368.05,46.035,5.25,0.0,0.5202315017959536,174.08765,858.4604376432553,False
2003-05-05 10:00:00+00:00,7.1850000000000005,85.9,0.14,492.1,98.65,4.4375,0.0,0.5181234814763804,232.76330000000002,910.863147633544,False
2003-05-05 10:30:00+00:00,7.755,81.7,0.195,983.85,133.59,6.25,0.0,0.5142886613386806,465.36105,953.0778513553691,False
2003-05-05 11:00:00+00:00,8.635000000000002,77.2,0.255,563.4,137.55,5.9375,0.0,0.510976394114021,266.4882,984.3821606476565,False
2003-05-05 11:30:00+00:00,8.059999999999999,81.75,0.2,1021.1,249.015,6.1875,0.0,0.5106154134068935,482.9803,1004.2403901381879,False
2003-05-05 12:00:00+00:00,7.92,83.85,0.16999999999999998,834.85,175.5,6.1899999999999995,0.0,0.5121311297900235,394.88405,1012.312723892074,False
2003-05-05 12:30:00+00:00,8.02,86.4,0.15,1039.7,287.45,5.5,0.0,0.512733515241819,491.7781,1008.4610302678309,False
2003-05-05 13:00:00+00:00,7.715,84.6,0.165,875.9,173.05,7.1899999999999995,0.0,0.5155493251232315,414.3007,992.7512254803376,False
2003-05-05 13:30:00+00:00,7.9799999999999995,85.55,0.155,1047.85,291.9,6.5625,0.0,0.5211786000066649,495.63305,965.452145429762,False
2003-05-05 14:00:00+00:00,8.485,85.9,0.155,967.8,268.25,6.8125,0.0,0.5216681426581835,457.7694,927.0309451072105,False
2003-05-05 14:30:00+00:00,9.705,75.5,0.29500000000000004,1291.0,545.6500000000001,7.69,0.0,0.51623803959769,610.643,878.1451043090609,False
2003-05-05 15:00:00+00:00,7.43,85.25,0.155,469.65,81.0,4.1875,0.0,0.5244724306554445,222.14445,819.6311764655572,False
2003-05-05 15:30:00+00:00,7.47,87.9,0.13,607.35,126.65,5.1875,0.0,0.5346256256936235,287.27655000000004,752.4904731219619,False
2003-05-05 16:00:00+00:00,7.775,85.65,0.15000000000000002,401.85,73.44999999999999,5.5,0.0,0.5372035469708261,190.07504999999998,677.871929048056,False
2003-05-05 16:30:00+00:00,7.14,87.35,0.125,448.0,82.475,5.5625,0.0,0.5436625538124096,211.904,597.0524411973984,False
2003-05-05 17:00:00+00:00,6.9399999999999995,89.3,0.11,354.45,65.17,4.6875,0.0,0.5479708149357805,167.65485,511.41501796533686,False
2003-05-05 17:30:00+00:00,7.005000000000001,90.5,0.095,411.05,89.81,3.875,0.0,0.5510567101081005,194.42665,422.42511266501356,False
2003-05-05 18:00:00+00:00,7.145,89.05,0.11,347.25,30.846,5.5625,0.0,0.5536072184900356,164.24925,331.60554621207245,False
2003-05-05 18:30:00+00:00,6.970000000000001,89.7,0.1,260.55,16.25,5.1875,0.0,0.5568064736186256,123.24015,240.51044814995765,False
2003-05-05 19:00:00+00:00,6.5,91.15,0.08499999999999999,105.1,-18.38,3.5,0.0,0.561248313810538,49.7123,150.69866194526293,False
2003-05-05 19:30:00+00:00,6.675000000000001,91.1,0.08499999999999999,137.8,-10.8345,5.9375,0.0,0.5620264534356856,65.17939999999999,63.70706964949005,False
2003-05-05 20:00:00+00:00,6.34,91.65,0.08,48.78,-13.290000000000001,3.75,0.0,0.5640267162953121,23.07294,0.5218901580051168,False
2003-05-05 20:30:00+00:00,6.34,91.35,0.08,16.37,-18.09,2.375,0.0,0.565320227023368,7.74301,0.0,False
2003-05-05 21:00:00+00:00,6.234999999999999,93.15,0.065,2.9465000000000003,-7.236,0.9375,0.0,0.564815466076344,1.3936945,0.0,False
2003-05-05 21:30:00+00:00,6.17,94.55,0.05,0.655,-5.735,0.75,0.0,0.563360097219661,0.309815,0.0,False
2003-05-05 22:00:00+00:00,5.965,95.4,0.04,0.655,-7.426,0.5625,0.0,0.5658088413476714,0.309815,0.0,False
2003-05-05 22:30:00+00:00,5.73,95.9,0.04,0.655,-7.628,0.375,0.0,0.5656910652555605,0.309815,0.0,False
2003-05-05 23:00:00+00:00,5.800000000000001,96.1,0.04,0.655,-11.64,0.25,0.0,0.560876868336126,0.309815,0.0,False
