TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,ws,precip,swc_shallow,swc_deep,sw_in,ext_rad,interpolated
2009-12-31 23:00:00+00:00,-3.4603333333333333,84.16666666666667,0.48114149460669164,0.0,-3.02,1.476,0.0,0.2323666666666666,0.2706,0.0,0.0,False
2009-12-31 23:30:00+00:00,-3.831666666666667,85.5,0.44062431611349656,0.0,-2.86,0.439,0.0,0.2323666666666666,0.2706,0.0,0.0,False
2010-01-01 00:00:00+00:00,-4.462666666666667,87.93333333333334,0.36668046536341564,0.0,-3.0966666666666662,0.3213333333333333,0.0,0.2323666666666666,0.2706,0.0,0.0,False
2010-01-01 00:30:00+00:00,-4.474333333333333,86.63333333333333,0.4061847143942807,0.0,-2.9233333333333333,1.006,0.0,0.2323111111111111,0.2706,0.0,0.0,False
2010-01-01 01:00:00+00:00,-4.837666666666666,85.83333333333333,0.4304950214901977,0.0,-3.013333333333333,1.4873333333333332,0.0,0.23230000000000003,0.2706,0.0,0.0,False
2010-01-01 01:30:00+00:00,-4.689666666666667,83.89999999999999,0.4892449303053306,0.0,-3.15,1.5839999999999999,0.0,0.23230000000000003,0.2706,0.0,0.0,False
2010-01-01 02:00:00+00:00,-4.765666666666667,82.89999999999999,0.5206647077741456,0.0,-3.1300000000000003,1.7226666666666668,0.0,0.23238888888888887,0.2709333333333333,0.0,0.0,False
2010-01-01 02:30:00+00:00,-4.838,83.89999999999999,0.4896883370334472,0.0,-3.1233333333333335,1.9656666666666667,0.0,0.2323222222222222,0.27076666666666666,0.0,0.0,False
2010-01-01 03:00:00+00:00,-4.643666666666667,81.3,0.5679199756419046,0.0,-2.91,1.5543333333333333,0.0,0.2322333333333333,0.2705,0.0,0.0,False
2010-01-01 03:30:00+00:00,-4.995333333333334,82.5,0.5312632302306945,0.0,-3.026666666666667,2.103666666666667,0.0,0.2322,0.2704333333333333,0.0,0.0,False
2010-01-01 04:00:00+00:00,-5.103000000000001,82.13333333333334,0.5422931687120504,0.0,-3.1666666666666665,1.773,0.0,0.23216666666666672,0.2704,0.0,0.0,False
2010-01-01 04:30:00+00:00,-5.122,81.2,0.5706219163313365,0.0,-2.92,1.6753333333333336,0.0,0.23215555555555553,0.2704,0.0,0.0,False
2010-01-01 05:00:00+00:00,-5.466,84.13333333333334,0.4817788170614281,0.0,-3.33,0.282,0.0,0.2321666666666666,0.2704666666666667,0.0,0.0,False
2010-01-01 05:30:00+00:00,-5.706666666666666,83.53333333333335,0.4998000472831207,0.0,-2.9133333333333336,0.3546666666666667,0.0,0.2321333333333332,0.2704,0.0,0.0,False
2010-01-01 06:00:00+00:00,-5.597666666666666,83.36666666666666,0.5048587522151364,0.0,-2.6933333333333334,1.1523333333333334,0.0,0.2321333333333332,0.2704,0.0,0.0,False
2010-01-01 06:30:00+00:00,-5.499,82.43333333333334,0.5331874998344225,0.0,-2.0900000000000003,1.2173333333333334,0.0,0.23211111111111102,0.2704,0.0,0.0,False
2010-01-01 07:00:00+00:00,-5.332333333333334,80.73333333333333,0.5847862901409794,1.7706666666666664,7.9433333333333325,0.945,0.0,0.2320999999999999,0.2704,0.8375253333333333,4.494304584273671,False
