TIMESTAMP,ta,rh,vpd,ppfd_in,netrad,precip,swc_shallow,sw_in,ext_rad,n_sources,interpolated
2005-01-02 00:00:00+00:00,10.45,51.55,0.61385968,0.129,-67.61,0.0,,0.061017,0.0,2,False
2005-01-02 00:30:00+00:00,9.65,48.52,0.61817927,0.113,-64.89,0.0,,0.0534489999999999,0.0,2,False
2005-01-02 01:00:00+00:00,8.85,49.52,0.57430477,0.122,-65.41,0.0,,0.0577059999999999,0.0,2,False
2005-01-02 01:30:00+00:00,8.27,47.85,0.5703971,0.111,-70.8,0.0,,0.052503,0.0,2,False
2005-01-02 02:00:00+00:00,7.53,49.16,0.52867898,0.109,-68.49,0.0,,0.051557,0.0,2,False
2005-01-02 02:30:00+00:00,6.802,49.98,0.49478663,0.11,-66.31,0.0,,0.05203,0.0,2,False
2005-01-02 03:00:00+00:00,5.836,53.04,0.43449877,0.112,-60.7,0.0,,0.0529759999999999,0.0,2,False
2005-01-02 03:30:00+00:00,4.98,55.56,0.38737241,0.083,-60.76,0.0,,0.039259,0.0,2,False
2005-01-02 04:00:00+00:00,4.311,57.39,0.35439714,0.068,-60.24,0.0,,0.032164,0.0,2,False
2005-01-02 04:30:00+00:00,3.706,59.46,0.32310006,0.034,-56.27,0.0,,0.016082,0.0,2,False
2005-01-02 05:00:00+00:00,2.984,62.25,0.28585025,0.04,-56.12,0.0,,0.01892,0.0,2,False
2005-01-02 05:30:00+00:00,2.2,65.32,0.24831682,0.024,-53.51,0.0,,0.011352,0.0,2,False
2005-01-02 06:00:00+00:00,1.685,66.78,0.2292345,0.029,-49.12,0.0,,0.013717,0.0,2,False
2005-01-02 06:30:00+00:00,1.248,68.92,0.20782126,0.055,-46.39,0.0,,0.026015,0.0,2,False
2005-01-02 07:00:00+00:00,0.752,71.4,0.18449993,0.079,-43.94,0.0,,0.037367,0.0,2,False
2005-01-02 07:30:00+00:00,0.373,74.5,0.16003758,0.037,-44.55,0.0,,0.017501,0.0,2,False
2005-01-02 08:00:00+00:00,0.202,75.7,0.15062063,0.028,-47.46,0.0,,0.0132439999999999,0.0,2,False
2005-01-02 08:30:00+00:00,-0.116,77.4,0.13687269,0.025,-48.58,0.0,,0.011825,0.0,2,False
2005-01-02 09:00:00+00:00,-0.354,80.1,0.11844235,0.028,-50.85,0.0,,0.0132439999999999,0.0,2,False
2005-01-02 09:30:00+00:00,-0.561,81.8,0.10669458,0.03,-50.74,0.0,,0.01419,0.0,2,False
2005-01-02 10:00:00+00:00,-0.856,83.4,0.095230776,0.016,-50.62,0.0,,0.007568,0.0,2,False
2005-01-02 10:30:00+00:00,-1.151,84.8,0.085327162,0.023,-48.75,0.0,,0.010879,0.0,2,False
2005-01-02 11:00:00+00:00,-1.271,85.6,0.080124487,0.032,-48.13,0.0,,0.015136,0.0,2,False
2005-01-02 11:30:00+00:00,-1.407,86.8,0.072714135,0.019,-47.17,0.0,,0.0089869999999999,0.0,2,False
2005-01-02 12:00:00+00:00,-1.53,87.4,0.068781203,0.396,-46.9,0.0,,0.187308,0.0,2,False
2005-01-02 12:30:00+00:00,-1.594,87.8,0.066283337,12.29,-42.31,0.0,,5.81317,0.0,2,False
2005-01-02 13:00:00+00:00,-1.447,88.0,0.065908809,78.8,-16.76,0.0,,37.2724,118.61421448277171,2,False
2005-01-02 13:30:00+00:00,-0.165,83.5,0.099572234,211.2,31.06,0.0,,99.89759999999998,229.6258094468857,2,False
2005-01-02 14:00:00+00:00,1.663,76.5,0.16190534,323.6,80.9,0.0,,153.0628,330.67530398491664,2,False
2005-01-02 14:30:00+00:00,3.054,73.0,0.20546921,453.4,120.7,0.0,,214.4582,420.0348253720336,2,False
2005-01-02 15:00:00+00:00,4.397,70.0,0.25103002,567.6,159.3,0.0,,268.4748,496.176389899231,2,False
2005-01-02 15:30:00+00:00,5.807,66.87,0.30591958,679.4,201.5,0.0,,321.3562,557.7980303697537,2,False
2005-01-02 16:00:00+00:00,7.24,65.27,0.35404452,749.0,239.4,0.0,,354.277,603.8460589024152,2,False
2005-01-02 16:30:00+00:00,8.33,62.42,0.41271717,555.0,193.2,0.0,,262.515,633.5330843606343,2,False
2005-01-02 17:00:00+00:00,8.4,62.63,0.41236897,414.4,141.2,0.0,,196.0112,646.3514763185926,2,False
2005-01-02 17:30:00+00:00,8.34,62.73,0.40959112,299.4,98.0,0.0,,141.6162,642.0820453363095,2,False
2005-01-02 18:00:00+00:00,8.31,62.69,0.40919488,250.6,83.3,0.0,,118.5338,620.7977911127864,2,False
2005-01-02 18:30:00+00:00,8.38,64.23,0.39417705,375.1,105.0,0.0,,177.4223,582.8626544218514,2,False
2005-01-02 19:00:00+00:00,8.25,65.64,0.37530559,126.9,21.15,0.0,,60.0237,528.9252941669382,2,False
2005-01-02 19:30:00+00:00,7.95,68.12,0.34117069,166.8,43.41,0.0,,78.8964,459.9079959578556,2,False
2005-01-02 20:00:00+00:00,8.08,68.79,0.33697463,121.9,35.21,0.0,,57.6587,376.99090186020754,2,False
2005-01-02 20:30:00+00:00,7.97,69.34,0.3285626,91.3,25.52,0.0,,43.1849,281.59183097285785,2,False
2005-01-02 21:00:00+00:00,7.8,71.3,0.30400995,64.62,17.19,0.0,,30.56526,175.34203588282847,2,False
2005-01-02 21:30:00+00:00,7.76,72.8,0.28733457,35.76,7.5,0.0,,16.914479999999998,60.05830954095713,2,False
2005-01-02 22:00:00+00:00,7.63,74.1,0.27118053,2.63,-5.667,0.0,,1.24399,0.0,2,False
2005-01-02 22:30:00+00:00,7.54,75.3,0.25702821,0.12,-5.194,0.0,,0.05676,0.0,2,False
2005-01-02 23:00:00+00:00,7.6,76.2,0.24868196,0.054,-5.37,0.0,,0.025542,0.0,2,False
2005-01-02 23:30:00+00:00,7.66,76.6,0.24550808,0.032,-3.574,0.0,,0.015136,0.0,2,False
2005-01-03 00:00:00+00:00,7.71,76.7,0.24529612,0.062,-2.271,0.0,,0.0293259999999999,0.0,2,False
2005-01-03 00:30:00+00:00,7.69,77.2,0.23970426,0.074,-1.253,0.0,,0.035002,0.0,2,False
2005-01-03 01:00:00+00:00,7.64,78.6,0.22421755,0.036,-3.359,0.0,,0.0170279999999999,0.0,2,False
2005-01-03 01:30:00+00:00,7.76,80.1,0.21021904,0.03,-1.696,0.0,,0.01419,0.0,2,False
2005-01-03 02:00:00+00:00,7.85,81.3,0.19876075,0.028,-1.263,0.0,,0.0132439999999999,0.0,2,False
2005-01-03 02:30:00+00:00,7.85,81.7,0.19450918,0.047,-0.931,0.0,,0.0222309999999999,0.0,2,False
2005-01-03 03:00:00+00:00,7.84,82.6,0.1848169,0.049,-0.668,0.0,,0.023177,0.0,2,False
2005-01-03 03:30:00+00:00,7.95,83.7,0.17443796,0.035,-0.669,0.0,,0.016555,0.0,2,False
2005-01-03 04:00:00+00:00,7.93,84.2,0.16885651,0.062,-12.97,0.0,,0.0293259999999999,0.0,2,False
2005-01-03 04:30:00+00:00,7.91,85.7,0.15261737,0.115,-0.102,0.0,,0.054395,0.0,2,False
2005-01-03 05:00:00+00:00,8.07,85.3,0.15860788,0.102,-2.824,0.0,,0.048246,0.0,2,False
2005-01-03 05:30:00+00:00,7.7,84.1,0.16727651,0.104,-37.67,0.0,,0.0491919999999999,0.0,2,False
2005-01-03 06:00:00+00:00,7.21,86.4,0.13835591,0.085,-19.58,0.0,,0.040205,0.0,2,False
2005-01-03 06:30:00+00:00,6.965,86.4,0.13604606,0.068,-23.22,0.0,,0.032164,0.0,2,False
2005-01-03 07:00:00+00:00,7.2,88.8,0.11386196,0.039,-5.897,0.0,,0.0184469999999999,0.0,2,False
2005-01-03 07:30:00+00:00,7.59,89.5,0.10963758,0.022,-0.178,0.0,,0.0104059999999999,0.0,2,False
2005-01-03 08:00:00+00:00,7.81,89.8,0.10811918,0.025,-7.52,0.0,,0.011825,0.0,2,False
2005-01-03 08:30:00+00:00,7.9,90.3,0.10345304,0.024,-9.44,0.0,,0.011352,0.0,2,False
2005-01-03 09:00:00+00:00,7.59,89.5,0.10963758,0.062,-37.79,0.0,,0.0293259999999999,0.0,2,False
2005-01-03 09:30:00+00:00,7.07,90.2,0.098743508,0.082,-30.45,0.0,,0.038786,0.0,2,False
2005-01-03 10:00:00+00:00,7.09,91.7,0.083744729,0.084,3.697,0.0,,0.039732,0.0,2,False
2005-01-03 10:30:00+00:00,7.35,92.3,0.079089895,0.102,0.675,0.0,,0.048246,0.0,2,False
2005-01-03 11:00:00+00:00,7.5,92.4,0.078869292,0.096,2.435,0.0,,0.045408,0.0,2,False
2005-01-03 11:30:00+00:00,7.62,92.3,0.080566102,0.082,2.739,0.0,,0.038786,0.0,2,False
2005-01-03 12:00:00+00:00,7.75,92.1,0.083396778,0.218,2.091,0.0,,0.103114,0.0,2,False
2005-01-03 12:30:00+00:00,7.78,91.3,0.092030491,10.6,-16.05,0.0,,5.0138,0.0,2,False
2005-01-03 13:00:00+00:00,7.54,91.1,0.092613403,81.7,12.05,0.0,,38.6441,116.97732684843118,2,False
2005-01-03 13:30:00+00:00,8.06,91.6,0.090571317,146.7,23.23,0.0,,69.38909999999998,228.33340711961336,2,False
2005-01-03 14:00:00+00:00,8.35,90.0,0.10997311,255.7,52.11,0.0,,120.9461,329.7735160298931,2,False
2005-01-03 14:30:00+00:00,8.9,87.8,0.13926861,239.4,46.69,0.0,,113.2362,419.5630865582092,2,False
2005-01-03 15:00:00+00:00,8.93,86.1,0.15899743,248.9,83.8,0.0,,117.7297,496.1667680414715,2,False
2005-01-03 15:30:00+00:00,9.5,82.4,0.20921985,298.4,100.7,0.0,,141.14319999999998,558.2746798760531,2,False
2005-01-03 16:00:00+00:00,10.02,79.2,0.25605555,308.1,81.7,0.0,,145.7313,604.8248098387046,2,False
2005-01-03 16:30:00+00:00,10.97,76.1,0.3134991,680.8,223.9,0.0,,322.0184,635.0211740247549,2,False
2005-01-03 17:00:00+00:00,13.22,67.92,0.48811234,879.0,285.6,0.0,,415.767,648.3474278752115,2,False
2005-01-03 17:30:00+00:00,14.93,63.04,0.62837443,643.8,209.4,0.0,,304.51739999999995,644.5756955476321,2,False
2005-01-03 18:00:00+00:00,15.14,63.01,0.63744794,624.5,194.7,0.0,,295.3885,623.770466648686,2,False
2005-01-03 18:30:00+00:00,15.52,61.98,0.67139215,544.8,154.5,0.0,,257.69039999999995,586.2874936915439,2,False
2005-01-03 19:00:00+00:00,15.87,60.61,0.71135802,455.2,128.9,0.0,,215.3096,532.7677091257938,2,False
2005-01-03 19:30:00+00:00,15.57,62.39,0.66628542,212.8,64.54,0.0,,100.6544,464.12626594987256,2,False
2005-01-03 20:00:00+00:00,15.43,63.85,0.63469335,169.5,47.02,0.0,,80.17349999999999,381.5368893003725,2,False
2005-01-03 20:30:00+00:00,15.5,64.56,0.62502958,116.0,26.44,0.0,,54.868,286.41180659201893,2,False
2005-01-03 21:00:00+00:00,15.43,65.36,0.60818196,66.05,6.494,0.0,,31.24165,180.3775993871276,2,False
2005-01-03 21:30:00+00:00,15.19,65.99,0.58798209,23.69,-12.15,0.0,,11.20537,65.24738990942537,2,False
2005-01-03 22:00:00+00:00,14.62,67.84,0.53593675,3.422,-18.8,0.0,,1.618606,0.0,2,False
2005-01-03 22:30:00+00:00,13.99,71.6,0.45435005,0.063,-22.11,0.0,,0.029799,0.0,2,False
2005-01-03 23:00:00+00:00,13.27,74.7,0.38621114,0.035,-15.27,0.0,,0.016555,0.0,2,False
2005-01-03 23:30:00+00:00,13.35,75.5,0.37595799,0.036,-9.99,0.0,,0.0170279999999999,0.0,2,False
2005-01-04 00:00:00+00:00,13.46,76.0,0.37093849,0.026,-29.77,0.0,,0.0122979999999999,0.0,2,False
2005-01-04 00:30:00+00:00,13.05,76.4,0.35511504,0.012,-27.36,0.0,,0.005676,0.0,2,False
2005-01-04 01:00:00+00:00,12.49,79.4,0.2987941,0.013,-24.38,0.0,,0.0061489999999999,0.0,2,False
2005-01-04 01:30:00+00:00,12.16,84.7,0.21715099,0.032,-40.27,0.0,,0.015136,0.0,2,False
2005-01-04 02:00:00+00:00,12.15,85.9,0.19998767,0.044,-45.29,0.0,,0.0208119999999999,0.0,2,False
2005-01-04 02:30:00+00:00,12.23,85.3,0.2095999,0.054,-43.33,0.0,,0.025542,0.0,2,False
2005-01-04 03:00:00+00:00,12.35,84.5,0.22275995,0.054,-43.01,0.0,,0.025542,0.0,2,False
2005-01-04 03:30:00+00:00,12.23,87.2,0.18250876,0.028,-31.53,0.508,,0.0132439999999999,0.0,2,False
2005-01-04 04:00:00+00:00,12.2,89.9,0.14372644,0.034,-21.37,0.254,,0.016082,0.0,2,False
2005-01-04 04:30:00+00:00,12.36,91.5,0.1222391,0.052,-17.84,0.254,,0.0245959999999999,0.0,2,False
2005-01-04 05:00:00+00:00,12.51,92.3,0.1118321,0.066,-21.26,0.508,,0.031218,0.0,2,False
2005-01-04 05:30:00+00:00,12.6,92.6,0.10811245,0.062,-24.8,0.0,,0.0293259999999999,0.0,2,False
2005-01-04 06:00:00+00:00,12.74,92.7,0.10763615,0.06,-21.9,0.0,,0.02838,0.0,2,False
2005-01-04 06:30:00+00:00,12.86,92.8,0.10700037,0.055,-20.93,0.0,,0.026015,0.0,2,False
2005-01-04 07:00:00+00:00,12.92,92.5,0.11189781,0.038,-17.17,0.0,,0.0179739999999999,0.0,2,False
2005-01-04 07:30:00+00:00,12.92,92.6,0.11040583,0.035,-16.97,0.254,,0.016555,0.0,2,False
2005-01-04 08:00:00+00:00,13.02,92.9,0.10662589,0.047,-20.62,0.0,,0.0222309999999999,0.0,2,False
2005-01-04 08:30:00+00:00,13.28,92.7,0.11150923,0.047,-27.97,0.0,,0.0222309999999999,0.0,2,False
2005-01-04 09:00:00+00:00,13.57,91.8,0.12764951,0.033,-36.27,0.0,,0.015609,0.0,2,False
2005-01-04 09:30:00+00:00,13.75,90.6,0.14805528,0.02,-34.86,0.254,,0.00946,0.0,2,False
2005-01-04 10:00:00+00:00,13.55,91.3,0.1352566,0.012,-24.81,0.254,,0.005676,0.0,2,False
2005-01-04 10:30:00+00:00,13.43,91.9,0.12494697,0.013,-20.66,0.0,,0.0061489999999999,0.0,2,False
2005-01-04 11:00:00+00:00,13.32,92.1,0.12099004,0.023,-22.6,0.0,,0.010879,0.0,2,False
2005-01-04 11:30:00+00:00,13.17,92.3,0.11677684,0.032,-20.23,0.0,,0.015136,0.0,2,False
2005-01-04 12:00:00+00:00,12.8,93.8,0.091777484,0.057,-7.44,0.0,,0.026961,0.0,2,False
2005-01-04 12:30:00+00:00,12.6,94.7,0.077431891,2.568,-0.083,0.0,,1.214664,0.0,2,False
2005-01-04 13:00:00+00:00,11.64,94.1,0.080910458,15.24,-1.953,0.0,,7.20852,115.55226268430307,2,False
2005-01-04 13:30:00+00:00,10.03,93.7,0.077607324,19.52,-2.585,0.0,,9.23296,227.24937099731352,2,False
2005-01-04 14:00:00+00:00,9.06,94.4,0.064622298,26.83,-0.807,0.0,,12.690589999999998,329.07503455058634,2,False
2005-01-04 14:30:00+00:00,8.41,94.5,0.060732447,36.68,0.831,0.0,,17.349639999999997,419.2880772498056,2,False
2005-01-04 15:00:00+00:00,8.16,94.9,0.055365703,57.5,8.4,0.0,,27.1975,496.3458927698378,2,False
2005-01-04 15:30:00+00:00,8.0,95.1,0.052617566,79.9,17.2,0.0,,37.7927,558.9308225782482,2,False
2005-01-04 16:00:00+00:00,7.89,95.2,0.051158323,90.4,17.56,0.0,,42.7592,605.9726874743918,2,False
2005-01-04 16:30:00+00:00,7.79,94.8,0.055044325,96.9,14.61,0.0,,45.8337,636.6670873605691,2,False
2005-01-04 17:00:00+00:00,7.84,93.5,0.069040797,162.3,29.28,0.0,,76.7679,650.4891563223098,2,False
2005-01-04 17:30:00+00:00,8.13,90.3,0.10508842,171.7,30.14,0.0,,81.21409999999999,647.2025378068855,2,False
2005-01-04 18:00:00+00:00,8.05,89.6,0.1120595,127.5,20.49,0.0,,60.3075,626.8634264230718,2,False
2005-01-04 18:30:00+00:00,8.01,89.7,0.11067973,83.8,8.18,0.0,,39.6374,589.819607243586,2,False
2005-01-04 19:00:00+00:00,7.94,89.4,0.11336081,73.1,4.936,0.0,,34.5763,536.7045090322445,2,False
2005-01-04 19:30:00+00:00,7.9,89.2,0.11518483,55.8,0.654,0.0,,26.3934,468.4263730775132,2,False
2005-01-04 20:00:00+00:00,7.86,89.3,0.1138071,84.5,10.88,0.0,,39.9685,386.1527228356016,2,False
2005-01-04 20:30:00+00:00,7.91,89.3,0.11419622,72.9,9.95,0.0,,34.481700000000004,291.29039994054045,2,False
2005-01-04 21:00:00+00:00,7.86,90.0,0.10636177,27.41,-2.674,0.0,,12.96493,185.461507952312,2,False
2005-01-04 21:30:00+00:00,7.77,90.3,0.10253862,14.39,-6.149,0.0,,6.80647,70.47567519074182,2,False
2005-01-04 22:00:00+00:00,7.72,89.5,0.11061676,1.15,-8.86,0.0,,0.5439499999999999,0.0,2,False
2005-01-04 22:30:00+00:00,7.64,89.6,0.10896554,0.076,-8.49,0.0,,0.0359479999999999,0.0,2,False
2005-01-04 23:00:00+00:00,7.55,89.4,0.11037914,0.048,-20.13,0.0,,0.022704,0.0,2,False
2005-01-04 23:30:00+00:00,7.07,88.1,0.11990283,0.057,-25.89,0.0,,0.026961,0.0,2,False
2005-01-05 00:00:00+00:00,6.967,90.4,0.096045724,0.045,-9.08,0.0,,0.021285,0.0,2,False
2005-01-05 00:30:00+00:00,6.963,90.8,0.092018496,0.052,-11.45,0.0,,0.0245959999999999,0.0,2,False
2005-01-05 01:00:00+00:00,6.903,92.7,0.072713867,0.032,-4.929,0.0,,0.015136,0.0,2,False
2005-01-05 01:30:00+00:00,6.861,93.9,0.060585491,0.017,-5.756,0.0,,0.008041,0.0,2,False
2005-01-05 02:00:00+00:00,6.818,94.2,0.057435561,0.026,-4.626,0.0,,0.0122979999999999,0.0,2,False
2005-01-05 02:30:00+00:00,6.816,94.3,0.056437518,0.029,-6.041,0.0,,0.013717,0.0,2,False
2005-01-05 03:00:00+00:00,6.839,94.2,0.057518683,0.026,-5.1,0.0,,0.0122979999999999,0.0,2,False
2005-01-05 03:30:00+00:00,6.835,93.9,0.060477127,0.026,-12.72,0.0,,0.0122979999999999,0.0,2,False
2005-01-05 04:00:00+00:00,6.661,93.4,0.064654354,0.041,-7.58,0.0,,0.019393,0.0,2,False
2005-01-05 04:30:00+00:00,6.579,92.3,0.075004594,0.048,-12.79,0.0,,0.022704,0.0,2,False
2005-01-05 05:00:00+00:00,6.518,91.9,0.078569415,0.035,-4.58,0.0,,0.016555,0.0,2,False
2005-01-05 05:30:00+00:00,6.564,92.1,0.076873145,0.031,-2.459,0.0,,0.0146629999999999,0.0,2,False
2005-01-05 06:00:00+00:00,6.576,91.9,0.078884603,0.026,-4.253,0.0,,0.0122979999999999,0.0,2,False
2005-01-05 06:30:00+00:00,6.535,91.9,0.078661683,0.028,-4.584,0.0,,0.0132439999999999,0.0,2,False
2005-01-05 07:00:00+00:00,6.49,92.0,0.077449533,0.037,-4.076,0.0,,0.017501,0.0,2,False
2005-01-05 07:30:00+00:00,6.472,91.9,0.078320227,0.031,-2.129,0.0,,0.0146629999999999,0.0,2,False
2005-01-05 08:00:00+00:00,6.465,91.9,0.078282368,0.022,-3.535,0.762,,0.0104059999999999,0.0,2,False
2005-01-05 08:30:00+00:00,6.394,92.2,0.07501412,0.043,-3.561,0.762,,0.0203389999999999,0.0,2,False
2005-01-05 09:00:00+00:00,6.323,93.5,0.062205674,0.064,-4.008,0.762,,0.030272,0.0,2,False
2005-01-05 09:30:00+00:00,6.287,94.3,0.054413933,0.056,-2.997,1.016,,0.0264879999999999,0.0,2,False
2005-01-05 10:00:00+00:00,6.276,94.9,0.048649116,0.057,-3.093,0.508,,0.026961,0.0,2,False
2005-01-05 10:30:00+00:00,6.297,95.3,0.044898676,0.052,-2.629,0.508,,0.0245959999999999,0.0,2,False
2005-01-05 11:00:00+00:00,6.269,95.5,0.042904907,0.029,-3.374,0.508,,0.013717,0.0,2,False
2005-01-05 11:30:00+00:00,6.156,95.5,0.042570624,0.022,-4.594,0.254,,0.0104059999999999,0.0,2,False
2005-01-05 12:00:00+00:00,6.052,95.4,0.043204214,0.075,-5.582,0.508,,0.035475,0.0,2,False
2005-01-05 12:30:00+00:00,5.848,95.2,0.04444916,2.524,-6.178,0.254,,1.193852,0.0,2,False
2005-01-05 13:00:00+00:00,5.578,95.0,0.045440372,6.945,-5.194,0.254,,3.284985,114.2108972471503,2,False
2005-01-05 13:30:00+00:00,5.426,95.1,0.044062738,16.36,-3.183,1.016,,7.73828,226.25532777038532,2,False
2005-01-05 14:00:00+00:00,5.206,95.1,0.043391867,35.24,0.225,1.016,,16.66852,328.47325263328304,2,False
2005-01-05 14:30:00+00:00,4.612,94.5,0.046722186,60.48,6.978,1.016,,28.60704,419.1167707098911,2,False
2005-01-05 15:00:00+00:00,4.392,94.7,0.044333056,51.57,6.94,0.762,,24.39261,496.6358991045557,2,False
2005-01-05 15:30:00+00:00,4.371,95.1,0.040926713,57.1,6.673,0.254,,27.0083,559.7050775843499,2,False
2005-01-05 16:00:00+00:00,4.187,94.9,0.042049378,62.29,6.271,0.254,,29.46317,607.2458354702037,2,False
2005-01-05 16:30:00+00:00,3.89,94.5,0.044407888,48.79,-0.023,0.254,,23.07767,638.4452333842889,2,False
2005-01-05 17:00:00+00:00,3.427,93.9,0.047665949,121.4,19.12,0.0,,57.4222,652.7697644997512,2,False
2005-01-05 17:30:00+00:00,3.426,94.0,0.046881218,83.2,10.66,0.0,,39.3536,649.9744775797175,2,False
2005-01-05 18:00:00+00:00,3.407,93.7,0.049159052,44.16,-2.957,0.0,,20.88768,630.1071657982349,2,False
2005-01-05 18:30:00+00:00,3.196,92.8,0.055347245,72.3,1.686,0.0,,34.1979,593.5075497095678,2,False
2005-01-05 19:00:00+00:00,2.968,92.7,0.055214137,180.2,39.69,0.254,,85.23459999999999,540.8014683309452,2,False
2005-01-05 19:30:00+00:00,3.053,93.4,0.050222236,83.0,9.93,0.0,,39.259,472.89017766389446,2,False
2005-01-05 20:00:00+00:00,3.02,93.2,0.051622882,64.88,4.517,0.508,,30.68824,390.9349396410145,2,False
2005-01-05 20:30:00+00:00,3.023,93.6,0.048596606,59.92,7.75,0.762,,28.34216,296.3371650179869,2,False
2005-01-05 21:00:00+00:00,2.946,93.8,0.04682087,42.78,1.165,0.0,,20.23494,190.7144497573369,2,False
2005-01-05 21:30:00+00:00,2.793,93.3,0.05004867,10.36,-9.42,0.254,,4.90028,75.872914671504,2,False
2005-01-05 22:00:00+00:00,2.565,93.1,0.050711537,1.082,-13.81,0.254,,0.511786,0.0,2,False
2005-01-05 22:30:00+00:00,2.382,93.4,0.047876804,0.129,-12.27,0.254,,0.061017,0.0,2,False
2005-01-05 23:00:00+00:00,2.259,93.8,0.044581291,0.107,-11.32,0.0,,0.0506109999999999,0.0,2,False
2005-01-05 23:30:00+00:00,2.118,94.0,0.042709844,0.14,-11.23,0.254,,0.06622,0.0,2,False
2005-01-06 00:00:00+00:00,2.019,94.2,0.040994285,0.133,-8.57,0.0,,0.062909,0.0,2,False
