TIMESTAMP,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,vpd,ext_rad,interpolated
2003-12-31 23:00:00+00:00,-6.066666666666667,99.22007460155986,0.0,0.4347826086956521,0.0,0.0,0.12805,0.0791,0.0030244674597341,0.0,False
2003-12-31 23:30:00+00:00,-6.265502450980392,99.2099016615802,0.0,0.3754528985507246,0.0,0.0,0.12805,0.0791,0.0030308758657395848,0.0,True
2004-01-01 00:00:00+00:00,-6.516666666666667,99.18616480162768,0.0,0.3260869565217391,0.0,0.0,0.12805,0.0791,0.0030484519519608,0.0,False
2004-01-01 00:30:00+00:00,-6.834029384225601,99.12738781507858,0.0,0.285024154589372,0.0,0.0,0.12805,0.0791,0.0031862539282675123,0.0,True
2004-01-01 01:00:00+00:00,-7.2,99.05052560189895,0.0,0.2536231884057971,0.0,0.0,0.12805,0.0791,0.0033732909249257,0.0,False
2004-01-01 01:30:00+00:00,-7.6077974820630825,98.98426020119814,0.0,0.2339975845410628,0.0,0.0,0.12805,0.0791,0.0034989640462865443,0.0,True
2004-01-01 02:00:00+00:00,-7.999999999999999,98.93184130213632,0.0,0.217391304347826,0.0,0.0,0.12805,0.0791,0.0035656235007908,0.0,False
2004-01-01 02:30:00+00:00,-8.328327734012975,98.90598507968804,0.0,0.2019927536231883,0.0,0.0,0.128,0.07906666666666666,0.003567030942317104,0.0,True
2004-01-01 03:00:00+00:00,-8.583333333333334,98.88097660223808,0.0,0.181159420289855,0.0,0.0,0.12795,0.0790333333333333,0.0035684422829313,0.0,False
2004-01-01 03:30:00+00:00,-8.77267628205128,98.82163445235675,0.0,0.1014492753623188,0.0,0.0,0.12795,0.0790333333333333,0.003688421446724655,0.0,True
2004-01-01 04:00:00+00:00,-8.866666666666667,98.77924720244152,0.0,0.036231884057971,0.0,0.0,0.12795,0.0790333333333333,0.0038070076777195,0.0,False
2004-01-01 04:30:00+00:00,-8.816666666666668,98.7962021024076,0.0,0.10869565217391298,0.0,0.0,0.12795,0.07899999999999996,0.0037687655736292998,0.0,True
2004-01-01 05:00:00+00:00,-8.766666666666667,98.8131570023737,0.0,0.181159420289855,0.0,0.0,0.12795,0.0789666666666666,0.0037305234695391,0.0,False
2004-01-01 05:30:00+00:00,-8.866666666666667,98.79620210240762,0.0,0.1268115942028985,0.0,0.0,0.12795,0.0789666666666666,0.003748325308860161,0.0,True
2004-01-01 06:00:00+00:00,-8.966666666666667,98.77924720244152,0.0,0.072463768115942,0.0,0.0,0.12795,0.0789666666666666,0.003777115234406,0.0,False
2004-01-01 06:30:00+00:00,-8.877795698924732,98.78372141215479,0.29971655328798186,0.8137681159420291,0.0,0.0,0.12795,0.0789666666666666,0.003803407246587839,0.0,True
2004-01-01 07:00:00+00:00,-8.65,98.7962021024076,1.1333333333333333,2.4637681159420293,0.0,0.0,0.12795,0.0789666666666666,0.0038187111725449,0.0,False
2004-01-01 07:30:00+00:00,-7.724146656964994,98.91450475451772,8.388422837841675,5.92263983878847,0.0,0.0,0.12795,0.0789666666666666,0.0036813038747608344,23.75331064527682,True
2004-01-01 08:00:00+00:00,-6.383333333333333,99.08443540183112,19.6,10.03623188405797,0.0,0.0,0.12795,0.0789666666666666,0.0034649599218437,70.71496217084704,False
2004-01-01 08:30:00+00:00,-5.2309960327358676,99.19563615953975,30.08196670780233,13.28087025587518,0.0,0.0,0.127915,0.07894999999999996,0.003321207886032167,136.27583676218802,True
2004-01-01 09:00:00+00:00,-4.216666666666667,99.2878942014242,37.083333333333336,15.36231884057971,0.0,0.0,0.12785,0.0789333333333333,0.0031798441970462,205.80081348936807,False
2004-01-01 09:30:00+00:00,-3.420425525747497,99.36681155399366,38.18797153507911,15.8168964203451,0.0,0.0,0.12776,0.0789333333333333,0.00300313485414405,257.8356270958811,True
2004-01-01 10:00:00+00:00,-2.8666666666666667,99.42353340115294,39.36666666666667,16.304347826086957,0.0,0.0,0.1277,0.0789333333333333,0.0028492083261396,296.7239919335347,False
2004-01-01 10:30:00+00:00,-2.60599281077311,99.45821387835629,61.308589032655576,21.901332615426032,0.0,0.0,0.1277,0.07891666666666666,0.002742646459853699,324.0211284034052,True
2004-01-01 11:00:00+00:00,-2.4,99.4743981010512,82.16666666666667,27.065217391304348,0.0,0.0,0.1277,0.0789,0.0026898500869776,337.2922706260028,False
2004-01-01 11:30:00+00:00,-2.0989766081871344,99.46168192607664,67.49517919964819,23.76263045322123,0.0,0.0,0.1277,0.0789,0.00280276063706502,333.6459597350273,True
2004-01-01 12:00:00+00:00,-1.916666666666667,99.44048830111905,47.4,18.73188405797102,0.0,0.0,0.1277,0.0789,0.0029680922685152,324.7427756471104,False
2004-01-01 12:30:00+00:00,-1.9416666666666669,99.41929467616143,39.29952717727588,15.812842477380785,0.0,0.0,0.127625,0.0789,0.00307841904019158,299.9938847203321,True
2004-01-01 13:00:00+00:00,-1.9666666666666668,99.40657850118686,31.633333333333336,12.826086956521742,0.0,0.0,0.12755,0.0789,0.0031363247305052,259.9301516566288,False
2004-01-01 13:30:00+00:00,-1.9383928571428573,99.42692438114618,16.502960026307402,7.946128877823227,0.0083333333333333,0.0,0.12755,0.0789,0.0030342828301900874,209.27106765844977,True
2004-01-01 14:00:00+00:00,-1.8833333333333333,99.45744320108513,4.45,3.6594202898550727,0.0166666666666666,0.0,0.12755,0.0789,0.0028852716198774,147.2683610672852,False
2004-01-01 14:30:00+00:00,-1.7949404761904764,99.47948457104103,1.2690002634351951,1.4276735538936072,0.0083333333333333,0.0,0.12755,0.07886666666666665,0.0027905177145578354,57.67651157021669,True
