TIMESTAMP,ta,rh,vpd,sw_in,ppfd_in,netrad,ws,precip,swc_shallow,ext_rad,interpolated
2002-01-01 05:00:00+00:00,2.4277122,47.19999927,0.38414016,,0.0,-12.51,1.1734,0.0,0.25748329,0.0,False
2002-01-01 05:30:00+00:00,2.6152222,43.50000095,0.41657871,,0.0,-12.46,1.6761,0.0,0.25611758,0.0,False
2002-01-01 06:00:00+00:00,2.6602967,41.10000167,0.43566743,,0.0,-12.76,2.1815,0.0,0.25611372,0.0,False
2002-01-01 06:30:00+00:00,2.5719504,40.39999783,0.4380855,,0.0,-14.22,2.559,0.0,0.25747169,0.0,False
2002-01-01 07:00:00+00:00,2.3393662,40.0000014,0.43378508,,0.0,-16.059999,2.6524999,0.0,0.25746783,0.0,False
2002-01-01 07:30:00+00:00,2.0409729,39.80000172,0.42606542,,0.0,-32.98,3.0497999,0.0,0.25746396,0.0,False
2002-01-01 08:00:00+00:00,1.1349756,42.39999888,0.3820295,,0.0,-47.25,2.4751,0.0,0.2574601,0.0,False
2002-01-01 08:30:00+00:00,0.33625531,45.09999847,0.3437205,,0.0,-48.490002,2.0490999,0.0,0.25745624,0.0,False
2002-01-01 09:00:00+00:00,-0.29659066,48.10000191,0.3103427,,0.0,-48.57,2.7776999,0.0,0.25881423,0.0,False
2002-01-01 09:30:00+00:00,-0.73110884,49.59999798,0.29197112,,0.0,-49.790001,2.5578001,0.0,0.25881036,0.0,False
2002-01-01 10:00:00+00:00,-0.92132324,49.89999953,0.28622377,,0.0,-50.459999,2.5676,0.0,0.2588065,0.0,False
2002-01-01 10:30:00+00:00,-1.1295674,50.59999833,0.27795208,,0.0,-50.459999,2.6700001,0.0,0.25880264,0.0,False
2002-01-01 11:00:00+00:00,-1.2954416,50.79999924,0.27347824,,0.0,-50.77,2.6271,0.0,0.25879877,0.0,False
2002-01-01 11:30:00+00:00,-1.5532677,51.6000026,0.26398137,,0.0,-51.23,2.447,0.0,0.25879491,0.0,False
2002-01-01 12:00:00+00:00,-1.844449,52.30000008,0.25464231,,0.0,-49.41,1.8226,0.0,0.26015292,0.0,False
2002-01-01 12:30:00+00:00,-2.0995708,52.59999818,0.2483189,,35.549999,-20.780001,1.9566,0.0,0.26014906,0.0,False
2002-01-01 13:00:00+00:00,-2.1915226,52.80000105,0.2455956,,123.5,51.709999,2.1196001,0.0,0.2601452,89.12077119201186,False
2002-01-01 13:30:00+00:00,-2.0418754,52.80000048,0.24832761,,271.70001,149.5,1.837,0.0,0.26014134,209.6486309266539,False
2002-01-01 14:00:00+00:00,-1.6605451,51.09999945,0.26461065,,418.0,233.5,2.2186999,0.0,0.26013748,320.907513333345,False
2002-01-01 14:30:00+00:00,-1.1530062,48.70000173,0.28814688,,561.59998,296.29999,1.773,0.0,0.25877174,420.9949923513656,False
2002-01-01 15:00:00+00:00,-0.40747395,45.59999817,0.32267493,,690.79999,351.39999,1.9299999,0.0,0.25876787,508.1996618801726,False
2002-01-01 15:30:00+00:00,0.37411791,42.30000223,0.36224273,,797.0,394.70001,1.6858,0.0,0.25876401,581.0303993490907,False
2002-01-01 16:00:00+00:00,1.0520384,39.59999871,0.3982161,,881.0,430.70001,1.9582,0.0,0.25739827,638.2418626613753,False
2002-01-01 16:30:00+00:00,1.6866874,37.30000165,0.43265611,,943.0,453.29999,1.9948,0.0,0.2573944,678.855784535155,False
2002-01-01 17:00:00+00:00,2.0139282,36.20000032,0.45067304,,975.0,452.39999,1.7498,0.0,0.25739054,702.1777001239757,False
2002-01-01 17:30:00+00:00,2.3835392,34.99999948,0.47141477,,976.0,434.5,1.638,0.0,0.25738667,707.8088218860768,False
2002-01-01 18:00:00+00:00,2.9577882,33.79999887,0.50011134,,948.0,401.60001,1.6355,0.0,0.25602092,695.6528586488004,False
2002-01-01 18:30:00+00:00,3.338217,32.9000031,0.52074337,,883.0,356.39999,1.761,0.0,0.25601705,665.9176622640733,False
2002-01-01 19:00:00+00:00,3.4157453,31.79999928,0.53218669,,803.0,311.20001,1.775,0.0,0.25601318,619.1116736942125,False
2002-01-01 19:30:00+00:00,3.7709322,31.19999935,0.55048448,,697.90002,258.5,2.0092001,0.0,0.25600931,556.0352292923835,False
2002-01-01 20:00:00+00:00,3.6807833,31.09999729,0.54779518,,566.0,195.89999,2.1921999,0.0,0.25600544,477.7668759280484,False
2002-01-01 20:30:00+00:00,3.6357088,30.40000084,0.55160552,,251.89999,122.0,1.456,0.0,0.25600158,385.6449289523063,False
2002-01-01 21:00:00+00:00,3.4121392,30.80000224,0.5398525,,263.0,51.389999,1.7469,0.0,0.25599771,281.2445883412066,False
2002-01-01 21:30:00+00:00,2.9695077,31.6999963,0.51640469,,80.0,-25.77,1.2699,0.0,0.25599385,166.35100430691045,False
2002-01-01 22:00:00+00:00,1.9589373,35.20000033,0.45594195,,0.0,-49.59,0.81806999,0.0,0.25598998,42.92875292717915,False
2002-01-01 22:30:00+00:00,-0.14243588,43.19999867,0.34347409,,0.0,-50.740002,0.68462998,0.0,0.25598612,0.0,False
2002-01-01 23:00:00+00:00,-1.1611196,46.59999775,0.29976398,,0.0,-51.189999,0.73543,0.0,0.25734416,0.0,False
2002-01-01 23:30:00+00:00,-1.6533331,49.70000141,0.272331,,0.0,-51.959999,0.32995999,0.0,0.2573403,0.0,False
2002-01-02 00:00:00+00:00,-2.0680184,50.90000234,0.25782534,,0.0,-48.779999,0.77635002,0.0,0.25733643,0.0,False
2002-01-02 00:30:00+00:00,-2.4718862,54.60000019,0.23137538,,0.0,-45.77,0.95169997,0.0,0.25869449,0.0,False
2002-01-02 01:00:00+00:00,-2.9271386,56.69999912,0.21333481,,0.0,-48.310001,0.68765002,0.0,0.25869063,0.0,False
2002-01-02 01:30:00+00:00,-3.3526418,58.4999991,0.19808124,,0.0,-48.93,0.46322,0.0,0.25868676,0.0,False
2002-01-02 02:00:00+00:00,-3.7925689,60.80000151,0.1810438,,0.0,-43.450001,1.4644001,0.0,0.2586829,0.0,False
2002-01-02 02:30:00+00:00,-4.1684904,63.90000008,0.16208591,,0.0,-46.98,1.5086,0.0,0.25867904,0.0,False
2002-01-02 03:00:00+00:00,-4.4118924,65.00000118,0.15429345,,0.0,-44.810001,1.6039,0.0,0.25867517,0.0,False
2002-01-02 03:30:00+00:00,-4.7238083,67.79999916,0.13864766,,0.0,-44.27,1.4664,0.0,0.25867131,0.0,False
2002-01-02 04:00:00+00:00,-4.9401655,68.90000001,0.13173775,,0.0,-39.990002,1.6,0.0,0.25866745,0.0,False
2002-01-02 04:30:00+00:00,-4.85813,68.30000334,0.13511553,,0.0,-37.25,1.3068,0.0,0.25866359,0.0,False
2002-01-02 05:00:00+00:00,-4.7427392,70.30000333,0.12770025,,0.0,-31.42,0.97588998,0.0,0.25865973,0.0,False
2002-01-02 05:30:00+00:00,-4.4912238,69.80000031,0.13233933,,0.0,-34.34,1.0575,0.0,0.25865586,0.0,False
2002-01-02 06:00:00+00:00,-4.2965016,63.09999974,0.16408952,,0.0,-32.810001,1.0596,0.0,0.258652,0.0,False
2002-01-02 06:30:00+00:00,-3.0001593,53.39999983,0.22834878,,0.0,-36.799999,0.77521002,0.0,0.25864814,0.0,False
