TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,vpd,ext_rad
2006-12-15T03:30:00Z,2006-12-15T10:25:30Z,25.4,64.93,751.42,1303.91,2.17,NA,0.104,0.133,1.1394630898396716,1010.1729849317683
2006-12-15T04:00:00Z,2006-12-15T10:55:30Z,26.67,62.06,805.01,1391.23,2.18,NA,0.104,0.133,1.3287550924627893,1062.478314340429
2006-12-15T04:30:00Z,2006-12-15T11:25:30Z,27.3,60.52,839.03,1444.45,1.92,NA,0.104,0.133,1.434731353638276,1094.1033810466488
2006-12-15T05:00:00Z,2006-12-15T11:55:30Z,27.69,58.28,849.42,1459.91,2.36,NA,0.104,0.133,1.551072816894292,1104.5074365032374
2006-12-15T05:30:00Z,2006-12-15T12:25:30Z,28.35,54.44,834.55,1423.98,2.35,NA,0.104,0.133,1.7601475318691056,1093.5125872259787
2006-12-15T06:00:00Z,2006-12-15T12:55:30Z,29,50.13,828.44,1408.52,2.61,NA,0.104,0.133,2.000542334953632,1061.3068364111027
2006-12-15T06:30:00Z,2006-12-15T13:25:30Z,29.65,47.16,787.69,1332.11,2.1,NA,0.103,0.133,2.2005623539729107,1008.4408691407332
2006-12-15T07:00:00Z,2006-12-15T13:55:30Z,29.6,49.01,709.86,1191.58,2.24,NA,0.103,0.133,2.117423684720406,935.8186361497864
2006-12-15T07:30:00Z,2006-12-15T14:25:30Z,30.22,45,638.54,1067.42,1.92,NA,0.103,0.133,2.366620977233386,844.681897165133
2006-12-15T08:00:00Z,2006-12-15T14:55:30Z,30.35,42.38,549.51,905.05,1.76,NA,0.103,0.133,2.4978605976518464,736.5889881119838
2006-12-15T08:30:00Z,2006-12-15T15:25:30Z,30.92,40.85,441.11,716.31,1.66,NA,0.103,0.133,2.648926417325908,613.3881752475048
2006-12-15T09:00:00Z,2006-12-15T15:55:30Z,29.55,44.44,326.2,517.56,1.27,NA,0.103,0.133,2.300575037003831,477.18605183819614
2006-12-15T09:30:00Z,2006-12-15T16:25:30Z,28.84,48.53,97.59,241.04,1.18,NA,0.103,0.133,2.045724484707326,330.3115177644788
2006-12-15T10:00:00Z,2006-12-15T16:55:30Z,27.3,54.19,45.84,103.69,0.75,NA,0.103,0.133,1.664768067633471,175.2759579618894
2006-12-15T10:30:00Z,2006-12-15T17:25:30Z,25.21,63.55,16.1,30.93,0.37,NA,0.103,0.133,1.1710082392504442,14.730300603142057
2006-12-15T11:00:00Z,2006-12-15T17:55:30Z,23.78,70.7,NA,0.45,0.34,NA,0.103,0.133,0.8641790802408283,0
2006-12-15T11:30:00Z,2006-12-15T18:25:30Z,22.12,78.89,NA,NA,0.04,NA,0.103,0.133,0.5631279812574271,0
2006-12-15T12:00:00Z,2006-12-15T18:55:30Z,21.57,81.7,NA,NA,0.03,NA,0.103,0.133,0.4720560657802007,0
2006-12-15T12:30:00Z,2006-12-15T19:25:30Z,21.15,83.33,NA,NA,0.06,NA,0.103,0.133,0.4190875410697233,0
2006-12-15T13:00:00Z,2006-12-15T19:55:30Z,20.72,87.91,0.2,0.45,0.09,NA,0.103,0.133,0.29601787010040814,0
2006-12-15T13:30:00Z,2006-12-15T20:25:30Z,20.34,88.98,NA,NA,0.06,NA,0.103,0.133,0.2635712383170278,0
2006-12-15T14:00:00Z,2006-12-15T20:55:30Z,20.54,88.28,NA,NA,0.03,NA,0.103,0.133,0.28379398757153873,0
2006-12-15T14:30:00Z,2006-12-15T21:25:30Z,21.93,79.34,NA,NA,0.32,NA,0.103,0.133,0.5447795447577837,0
2006-12-15T15:00:00Z,2006-12-15T21:55:30Z,22.57,76.18,NA,NA,0.97,NA,0.103,0.133,0.6530407922000845,0
2006-12-15T15:30:00Z,2006-12-15T22:25:30Z,22.54,78.32,NA,NA,1.3,NA,0.103,0.133,0.5932901637684828,0
2006-12-15T16:00:00Z,2006-12-15T22:55:30Z,22.34,80.24,NA,NA,1.72,NA,0.103,0.133,0.534218427985069,0
2006-12-15T16:30:00Z,2006-12-15T23:25:30Z,21.63,84.61,NA,NA,1.12,NA,0.103,0.133,0.3984504386997975,0
2006-12-15T17:00:00Z,2006-12-15T23:55:30Z,21.17,87.01,NA,NA,1.28,NA,0.103,0.133,0.3269724780064615,0
2006-12-15T17:30:00Z,2006-12-16T00:25:03Z,20.57,88.98,NA,NA,1.08,NA,0.103,0.133,0.26733776982172736,0
2006-12-15T18:00:00Z,2006-12-16T00:55:03Z,20.64,86.33,NA,NA,1.75,NA,0.103,0.133,0.33305849597048254,0
2006-12-15T18:30:00Z,2006-12-16T01:25:03Z,20.51,84.8,NA,NA,2.19,NA,0.102,0.133,0.36738027061408973,0
2006-12-15T19:00:00Z,2006-12-16T01:55:03Z,20.22,84.16,NA,NA,2.36,NA,0.102,0.133,0.37605560086329964,0
2006-12-15T19:30:00Z,2006-12-16T02:25:03Z,19.71,87.86,NA,NA,1.93,NA,0.102,0.133,0.2792534703706678,0
2006-12-15T20:00:00Z,2006-12-16T02:55:03Z,19.65,86.74,NA,NA,2.24,NA,0.102,0.133,0.30388273647010594,0
2006-12-15T20:30:00Z,2006-12-16T03:25:03Z,19.34,85.92,NA,NA,2.26,NA,0.102,0.133,0.31651657683586826,0
2006-12-15T21:00:00Z,2006-12-16T03:55:03Z,19.43,83.72,NA,NA,2.15,NA,0.102,0.133,0.3680272155806337,0
2006-12-15T21:30:00Z,2006-12-16T04:25:03Z,19.49,81.58,NA,NA,2.27,NA,0.102,0.133,0.41796061151103775,0
2006-12-15T22:00:00Z,2006-12-16T04:55:03Z,19.52,80.11,NA,NA,2.4,NA,0.102,0.133,0.4521581082337542,0
2006-12-15T22:30:00Z,2006-12-16T05:25:03Z,19.39,79.98,NA,NA,2.19,NA,0.102,0.133,0.4514493714643127,0
2006-12-15T23:00:00Z,2006-12-16T05:55:03Z,19.33,79.79,NA,NA,2.04,NA,0.102,0.133,0.45403550978300117,0
2006-12-15T23:30:00Z,2006-12-16T06:25:03Z,19.12,80.43,4.28,8.19,1.89,NA,0.102,0.133,0.4339434396466808,13.834942422835836
2006-12-16T00:00:00Z,2006-12-16T06:55:03Z,19,81,33.21,67.31,1.5,NA,0.102,0.133,0.41816267757567194,174.36931261984847
2006-12-16T00:30:00Z,2006-12-16T07:25:03Z,18.87,82.12,62.14,129.16,1.33,NA,0.102,0.133,0.3903320223444698,329.4038028146294
2006-12-16T01:00:00Z,2006-12-16T07:55:03Z,19.04,82.37,146.49,265.6,1.46,NA,0.102,0.133,0.3889805324407182,476.2875143036944
2006-12-16T01:30:00Z,2006-12-16T08:25:03Z,20.36,75.42,344.33,586.24,1.81,NA,0.102,0.133,0.5886194324490116,612.5089174100369
2006-12-16T02:00:00Z,2006-12-16T08:55:03Z,21.97,69.13,476.77,813.18,2.28,NA,0.102,0.133,0.8159928154880216,735.7387954936027
2006-12-16T02:30:00Z,2006-12-16T09:25:03Z,23.27,64.66,560.92,976,2.85,NA,0.102,0.133,1.0107925947196699,843.8700716128006
2006-12-16T03:00:00Z,2006-12-16T09:55:03Z,24.19,59.72,182.56,1131.09,3.75,NA,0.102,0.133,1.2176212385822525,935.0538368521894
2006-12-16T03:30:00Z,2006-12-16T10:25:03Z,25.07,56.9,715.56,1250.25,3.48,NA,0.102,0.133,1.3731659729994916,1007.7309642791188
2006-12-16T04:00:00Z,2006-12-16T10:55:03Z,25.66,56.02,754.68,1313.46,3.46,NA,0.102,0.133,1.4511630438759082,1060.658767972334
2006-12-16T04:30:00Z,2006-12-16T11:25:03Z,26.28,53.59,798.69,1387.14,3.49,NA,0.102,0.133,1.5884997497871007,1092.932251289426
2006-12-16T05:00:00Z,2006-12-16T11:55:03Z,27.36,50.21,812.54,1405.79,3.34,NA,0.102,0.133,1.8157653070631856,1103.9995810573125
2006-12-16T05:30:00Z,2006-12-16T12:25:03Z,27.61,49.25,818.66,1405.79,3.25,NA,0.102,0.133,1.8780048431712864,1093.6715230999423
2006-12-16T06:00:00Z,2006-12-16T12:55:03Z,27.9,47.33,788.5,1345.75,3.31,NA,0.102,0.132,1.9822881472178862,1062.1246777709364
2006-12-16T06:30:00Z,2006-12-16T13:25:03Z,28.46,45.08,735.53,1247.06,3.04,NA,0.102,0.132,2.135341364434712,1009.8984601713441
2006-12-16T07:00:00Z,2006-12-16T13:55:03Z,28.55,44.52,674,1132.91,2.98,NA,0.102,0.132,2.1683982264008357,937.885876690599
2006-12-16T07:30:00Z,2006-12-16T14:25:03Z,28.57,43.23,613.89,1025.57,2.94,NA,0.102,0.132,2.221389869553427,847.318255583995
2006-12-16T08:00:00Z,2006-12-16T14:55:03Z,28.44,44.44,513.04,842.74,3.32,NA,0.102,0.132,2.157721048120631,739.7441926780025
2006-12-16T08:30:00Z,2006-12-16T15:25:03Z,28.35,45.24,391.2,628.53,3.12,NA,0.101,0.132,2.1155767964256413,617.0030722089361
2006-12-16T09:00:00Z,2006-12-16T15:55:03Z,27.8,47.33,278.32,437.52,3.08,NA,0.101,0.132,1.970773069326326,481.1936155581776
2006-12-16T09:30:00Z,2006-12-16T16:25:03Z,27.36,47.41,128.56,228.31,3,NA,0.101,0.132,1.9178770335097999,334.6379956639867
2006-12-16T10:00:00Z,2006-12-16T16:55:03Z,26.47,52.47,55.22,110.06,2.66,NA,0.101,0.132,1.6451492143446778,179.84213071057104
2006-12-16T10:30:00Z,2006-12-16T17:25:03Z,25.5,55.53,15.48,29.11,2.33,NA,0.101,0.132,1.453479078891142,19.452836024170704
2006-12-16T11:00:00Z,2006-12-16T17:55:03Z,24.55,59.62,NA,NA,2.01,NA,0.101,0.132,1.2472241709628769,0
2006-12-16T11:30:00Z,2006-12-16T18:25:03Z,23.66,62.96,NA,NA,1.38,NA,0.101,0.132,1.0846082026362294,0
2006-12-16T12:00:00Z,2006-12-16T18:55:03Z,22.74,66.53,NA,NA,0.98,NA,0.101,0.132,0.927110103321311,0
2006-12-16T12:30:00Z,2006-12-16T19:25:03Z,22.92,64.25,NA,NA,2.05,NA,0.101,0.132,1.0011187569485624,0
2006-12-16T13:00:00Z,2006-12-16T19:55:03Z,22.58,63.72,0.2,1.36,2.42,NA,0.101,0.132,0.9952435036937042,0
2006-12-16T13:30:00Z,2006-12-16T20:25:03Z,21.99,66.05,NA,NA,2.73,NA,0.101,0.132,0.8985018490152747,0
2006-12-16T14:00:00Z,2006-12-16T20:55:03Z,21.44,68.01,NA,NA,2.46,NA,0.101,0.132,0.8186574925974771,0
2006-12-16T14:30:00Z,2006-12-16T21:25:03Z,20.94,69.4,NA,NA,2.37,NA,0.101,0.132,0.7594341268102807,0
2006-12-16T15:00:00Z,2006-12-16T21:55:03Z,20.5,70.12,NA,NA,2.35,NA,0.101,0.132,0.7217470441053926,0
2006-12-16T15:30:00Z,2006-12-16T22:25:03Z,20.08,71.73,NA,NA,2.57,NA,0.101,0.132,0.6653692458700318,0
2006-12-16T16:00:00Z,2006-12-16T22:55:03Z,19.6,73.61,NA,NA,2.6,NA,0.101,0.132,0.6029113885452988,0
2006-12-16T16:30:00Z,2006-12-16T23:25:03Z,19.06,76.3,NA,0.45,2.21,NA,0.101,NA,0.5235591034328162,0
2006-12-16T17:00:00Z,2006-12-16T23:55:03Z,18.71,76.89,NA,NA,2.27,NA,0.101,NA,0.4994858347379441,0
2006-12-16T17:30:00Z,2006-12-17T00:24:35Z,18.39,76.89,NA,NA,2.24,NA,0.101,0.132,0.48957563284282973,0
2006-12-16T18:00:00Z,2006-12-17T00:54:35Z,17.93,79.41,NA,NA,2.15,NA,0.101,0.132,0.4237662588268648,0
2006-12-16T18:30:00Z,2006-12-17T01:24:35Z,17.62,79.66,0.2,0.91,2.21,NA,0.1,0.132,0.41052312383403294,0
2006-12-16T19:00:00Z,2006-12-17T01:54:35Z,17.25,81.29,NA,NA,1.86,NA,0.1,0.132,0.3688992641371519,0
2006-12-16T19:30:00Z,2006-12-17T02:24:35Z,17.02,81.17,NA,NA,1.79,NA,0.1,0.132,0.36589638986921963,0
2006-12-16T20:00:00Z,2006-12-17T02:54:35Z,16.78,81.17,NA,NA,1.75,NA,0.1,0.132,0.3603665835450207,0
2006-12-16T20:30:00Z,2006-12-17T03:24:35Z,16.55,81.99,NA,NA,1.86,NA,0.1,0.132,0.3396706163528516,0
2006-12-16T21:00:00Z,2006-12-17T03:54:35Z,15.88,86.33,NA,NA,1.02,NA,0.1,0.132,0.24702937173985323,0
2006-12-16T21:30:00Z,2006-12-17T04:24:35Z,15.49,89.08,NA,NA,0.66,NA,0.1,0.132,0.192464581302526,0
2006-12-16T22:00:00Z,2006-12-17T04:54:35Z,15.24,91.16,NA,NA,0.9,NA,0.1,0.132,0.15332262664097376,0
2006-12-16T22:30:00Z,2006-12-17T05:24:35Z,15.11,91.69,NA,0.45,0.79,NA,0.1,0.132,0.14292983745889884,0
2006-12-16T23:00:00Z,2006-12-17T05:54:35Z,14.99,92.65,NA,NA,0.68,NA,0.1,0.132,0.12544493607744744,0
2006-12-16T23:30:00Z,2006-12-17T06:24:35Z,14.68,94.67,4.28,7.73,0.33,NA,0.1,0.132,0.08916781996133895,8.395218879988082
2006-12-17T00:00:00Z,2006-12-17T06:54:35Z,15.49,92.07,48.29,75.95,0.92,NA,0.1,0.132,0.13976594594588207,169.04163860702067
2006-12-17T00:30:00Z,2006-12-17T07:24:35Z,16.37,88.39,94.54,153.72,1.14,NA,0.1,0.132,0.2164705629977144,324.27483514209536
2006-12-17T01:00:00Z,2006-12-17T07:54:35Z,17.34,82.37,223.51,334.73,1.84,NA,0.1,0.132,0.34958970328007133,471.4405249792764
2006-12-17T01:30:00Z,2006-12-17T08:24:35Z,18.2,77.18,212.71,355.65,1.98,NA,0.1,0.132,0.4777023882938021,608.0223690127426
2006-12-17T02:00:00Z,2006-12-17T08:54:35Z,18.7,76.06,281.58,466.17,2.3,NA,0.1,0.132,0.5171014190680187,731.6849985818669
2006-12-17T02:30:00Z,2006-12-17T09:24:35Z,20.27,68.6,611.24,1014.66,2.97,NA,0.1,0.132,0.7477705818758863,840.3139471418762
2006-12-17T03:00:00Z,2006-12-17T09:54:35Z,21.47,62.96,295.84,1095.61,3.01,NA,0.1,0.132,0.9496344937221736,932.0518047832023
2006-12-17T03:30:00Z,2006-12-17T10:24:35Z,22.56,60.36,670.33,1167.47,3.41,NA,0.1,0.132,1.08609711122539,1005.3299774064704
2006-12-17T04:00:00Z,2006-12-17T10:54:35Z,23.81,57.01,752.85,1292.54,3.73,NA,0.099,0.132,1.2702425999120308,1058.8955075160277
2006-12-17T04:30:00Z,2006-12-17T11:24:35Z,24.28,55.4,509.57,959.63,3.36,NA,0.099,0.132,1.355498114316886,1091.8324980341758
2006-12-17T05:00:00Z,2006-12-17T11:54:35Z,24.8,52.31,644.45,1157.01,3.74,NA,0.099,0.132,1.4951579173596878,1103.5777728201156
2006-12-17T05:30:00Z,2006-12-17T12:24:35Z,25.03,51.9,785.85,1319.83,3.44,NA,0.099,0.132,1.528821535332071,1093.9305061225148
2006-12-17T06:00:00Z,2006-12-17T12:54:35Z,25.67,48.85,782.39,1311.19,3.12,NA,0.099,0.132,1.6887443636753618,1063.0556563178236
2006-12-17T06:30:00Z,2006-12-17T13:24:35Z,26.19,48.53,735.94,1237.97,3.1,NA,0.099,0.132,1.7523637865751045,1011.4811452251323
2006-12-17T07:00:00Z,2006-12-17T13:54:35Z,26.42,49.25,645.27,1074.24,3.11,NA,0.099,0.132,1.751437996545712,940.088831230612
2006-12-17T07:30:00Z,2006-12-17T14:24:35Z,26.22,48.45,406.48,736.78,3.28,NA,0.099,0.132,1.7581966238533142,850.0994305721636
2006-12-17T08:00:00Z,2006-12-17T14:54:35Z,26.19,49.65,469.84,760.88,3.43,NA,0.099,0.132,1.7142319147864105,743.0516446132194
2006-12-17T08:30:00Z,2006-12-17T15:24:35Z,26.15,50.54,386.1,617.62,2.86,NA,0.099,0.132,1.6799603959296392,620.7758500040738
2006-12-17T09:00:00Z,2006-12-17T15:54:35Z,25.7,52.47,276.49,433.88,2.92,NA,0.099,0.132,1.5720191742145668,485.36280159671014
2006-12-17T09:30:00Z,2006-12-17T16:24:35Z,25.08,55.04,104.32,195.11,2.77,NA,0.099,0.132,1.4332783062294905,339.12788325339966
2006-12-17T10:00:00Z,2006-12-17T16:54:35Z,24.56,57.8,73.15,126.89,2.2,NA,0.099,0.132,1.304217902117007,184.57151781486826
2006-12-17T10:30:00Z,2006-12-17T17:24:35Z,23.84,60.47,15.69,27.74,1.9,NA,0.099,0.132,1.1701161149363388,24.336413165711896
2006-12-17T11:00:00Z,2006-12-17T17:54:35Z,22.92,63.55,NA,0.45,1.75,NA,0.099,0.132,1.0207210822594435,0
2006-12-17T11:30:00Z,2006-12-17T18:24:35Z,22.2,66.63,NA,NA,1.6,NA,0.099,0.132,0.8945200342558823,0
2006-12-17T12:00:00Z,2006-12-17T18:54:35Z,21.61,68.38,NA,NA,1.41,NA,0.099,0.132,0.8176483648712594,0
2006-12-17T12:30:00Z,2006-12-17T19:24:35Z,21.43,68.38,NA,NA,1.94,NA,0.099,0.131,0.8086935714519163,0
2006-12-17T13:00:00Z,2006-12-17T19:54:35Z,20.71,72.1,NA,NA,1.57,NA,0.099,0.131,0.6826977193163265,0
2006-12-17T13:30:00Z,2006-12-17T20:24:35Z,20.49,71.94,NA,NA,1.86,NA,0.099,0.131,0.67736732844418035,0
2006-12-17T14:00:00Z,2006-12-17T20:54:35Z,19.7,75.03,NA,0.91,1.12,NA,0.099,0.131,0.5740225095436942,0
2006-12-17T14:30:00Z,2006-12-17T21:24:35Z,19.26,76.89,NA,NA,1.1,NA,0.099,0.131,0.51692884059927,0
2006-12-17T15:00:00Z,2006-12-17T21:54:35Z,19.18,76.48,NA,NA,1.71,NA,0.099,0.131,0.5234844448649897,0
2006-12-17T15:30:00Z,2006-12-17T22:24:35Z,19.28,75.03,NA,NA,2.19,NA,0.099,0.131,0.559229708636564,0
2006-12-17T16:00:00Z,2006-12-17T22:54:35Z,18.67,78.19,NA,NA,1.56,NA,0.099,0.131,0.470210343526014,0
2006-12-17T16:30:00Z,2006-12-17T23:24:35Z,17.99,81.41,NA,0.45,1.34,NA,0.099,0.131,0.38405104150496666,0
2006-12-17T17:00:00Z,2006-12-17T23:54:35Z,18.25,78.06,NA,NA,2,NA,0.099,0.131,0.46072502582577507,0
2006-12-17T17:30:00Z,2006-12-18T00:24:08Z,17.94,80.11,NA,NA,1.49,NA,0.099,0.131,0.40961713906753894,0
2006-12-17T18:00:00Z,2006-12-18T00:54:08Z,17.66,80.24,NA,NA,1.66,NA,0.099,0.131,0.39982451231411775,0
2006-12-17T18:30:00Z,2006-12-18T01:24:08Z,17.18,83.27,NA,NA,1.27,NA,0.099,0.131,0.32840200782078144,0
2006-12-17T19:00:00Z,2006-12-18T01:54:08Z,16.38,87.64,NA,NA,0.68,NA,0.099,0.131,0.2306013369357589,0
2006-12-17T19:30:00Z,2006-12-18T02:24:08Z,15.88,90.04,NA,NA,0.61,NA,0.099,0.131,0.1799862869443259,0
2006-12-17T20:00:00Z,2006-12-18T02:54:08Z,16.15,87.75,NA,NA,1.19,NA,0.099,0.131,0.22522117118767998,0
2006-12-17T20:30:00Z,2006-12-18T03:24:08Z,15.78,88.28,NA,NA,0.67,NA,0.099,0.131,0.21044004269568578,0
2006-12-17T21:00:00Z,2006-12-18T03:54:08Z,15.51,89.83,NA,NA,0.73,NA,0.098,0.131,0.17947603482862715,0
2006-12-17T21:30:00Z,2006-12-18T04:24:08Z,15.36,90.41,NA,NA,0.67,NA,0.098,0.131,0.16761850026783995,0
2006-12-17T22:00:00Z,2006-12-18T04:54:08Z,15.31,90.68,NA,NA,0.77,NA,0.098,0.131,0.16237683859377297,0
2006-12-17T22:30:00Z,2006-12-18T05:24:08Z,15.39,90.84,NA,0.45,0.82,NA,0.098,0.131,0.16041155662556972,0
2006-12-17T23:00:00Z,2006-12-18T05:54:08Z,15.16,91.21,NA,NA,0.73,NA,0.098,0.131,0.1516729607701239,0
2006-12-17T23:30:00Z,2006-12-18T06:24:08Z,15.06,92.28,3.26,6.37,0.69,NA,0.098,0.131,0.13235525899604358,3.081715033870198
2006-12-18T00:00:00Z,2006-12-18T06:54:08Z,15.02,93.02,28.73,50.03,0.68,NA,0.098,0.131,0.11936047577577323,163.84341328408854
2006-12-18T00:30:00Z,2006-12-18T07:24:08Z,16.08,88.23,67.03,105.51,0.97,NA,0.098,0.131,0.21543114913748504,319.2771461949788
2006-12-18T01:00:00Z,2006-12-18T07:54:08Z,17.43,81.93,172.98,284.7,1.57,NA,0.098,0.131,0.3603587094792559,466.7252121515674
2006-12-18T01:30:00Z,2006-12-18T08:24:08Z,18.34,75.48,359.82,561.68,2.28,NA,0.098,0.131,0.5178195205226034,603.6664539203049
2006-12-18T02:00:00Z,2006-12-18T08:54:08Z,19.38,72.58,320.29,564.86,2.75,NA,0.098,0.131,0.6179342079553725,727.7593669097972
2006-12-18T02:30:00Z,2006-12-18T09:24:08Z,20.09,71.94,464.54,823.19,3.05,NA,0.098,0.131,0.6608353827805005,836.8821356057027
2006-12-18T03:00:00Z,2006-12-18T09:54:08Z,20.85,70.12,265.48,740.87,2.96,NA,0.098,0.131,0.7374732161135006,929.1689136132347
2006-12-18T03:30:00Z,2006-12-18T10:24:08Z,22.71,63.07,721.67,1262.98,3.05,NA,0.098,0.131,1.0210929376194566,1003.0417269713025
2006-12-18T04:00:00Z,2006-12-18T10:54:08Z,23.6,60.64,769.76,1340.3,3.83,NA,0.098,0.131,1.1483883843708809,1057.2374552372005
2006-12-18T04:30:00Z,2006-12-18T11:24:08Z,24.69,58.44,801.95,1392.14,2.97,NA,0.098,0.131,1.2944490075719777,1090.8294290054423
2006-12-18T05:00:00Z,2006-12-18T11:54:08Z,25.08,56.37,845.76,1452.63,3.12,NA,0.098,0.131,1.3908792816012607,1103.2432745753122
2006-12-18T05:30:00Z,2006-12-18T12:24:08Z,26.12,52.15,843.11,1452.63,2.96,NA,0.098,0.131,1.6223994466612028,1094.2667348479326
2006-12-18T06:00:00Z,2006-12-18T12:54:08Z,26.92,48.45,869.19,1480.83,2.83,NA,0.098,0.131,1.83211590511106,1064.0532985316881
2006-12-18T06:30:00Z,2006-12-18T13:24:08Z,27.23,47.73,831.49,1397.6,3.01,NA,0.098,0.131,1.8917637301542984,1013.1195756042289
2006-12-18T07:00:00Z,2006-12-18T13:54:08Z,26.89,49.41,395.68,707.67,2.81,NA,0.098,0.131,1.794834464960796,942.3364639095128
2006-12-18T07:30:00Z,2006-12-18T14:24:08Z,26.62,49.25,627.34,1048.31,2.88,NA,0.098,0.131,1.77217604984343,852.914257931338
2006-12-18T08:00:00Z,2006-12-18T14:54:08Z,26.54,49.09,542.38,895.96,2.86,NA,0.098,0.131,1.7694162699122846,746.3819543647686
2006-12-18T08:30:00Z,2006-12-18T15:24:08Z,26.24,51.9,513.24,813.18,2.7,NA,0.098,0.131,1.6424652780180735,624.5611083335107
2006-12-18T09:00:00Z,2006-12-18T15:54:08Z,26.43,49.81,303.58,483.45,2.44,NA,0.098,0.131,1.7331322653585117,489.53468727752494
2006-12-18T09:30:00Z,2006-12-18T16:24:08Z,25.75,51.13,181.74,262.87,2.91,NA,0.098,0.131,1.6211314006068895,343.61145506734647
2006-12-18T10:00:00Z,2006-12-18T16:54:08Z,25.14,53.02,50.12,106.42,1.85,NA,0.098,0.131,1.5030297994928814,189.2864953285774
2006-12-18T10:30:00Z,2006-12-18T17:24:08Z,24.25,57.8,25.67,39.11,1.52,NA,0.098,0.131,1.2802543372456288,29.19854897376058
2006-12-18T11:00:00Z,2006-12-18T17:54:08Z,23.41,60.76,NA,NA,1.84,NA,0.098,0.131,1.1318578753906947,0
2006-12-18T11:30:00Z,2006-12-18T18:24:08Z,22.19,65.51,NA,NA,1.11,NA,0.098,0.131,0.9239803978296673,0
2006-12-18T12:00:00Z,2006-12-18T18:54:08Z,21.36,69.34,NA,NA,0.79,NA,0.098,0.131,0.7807869809571677,0
2006-12-18T12:30:00Z,2006-12-18T19:24:08Z,20.64,71.57,NA,NA,0.81,NA,0.098,0.131,0.6926739605296869,0
2006-12-18T13:00:00Z,2006-12-18T19:54:08Z,20.53,72.58,NA,NA,1.1,NA,0.098,0.131,0.6635524715715969,0
2006-12-18T13:30:00Z,2006-12-18T20:24:08Z,20.09,75.48,NA,NA,1.05,NA,0.098,0.131,0.5774655590084771,0
2006-12-18T14:00:00Z,2006-12-18T20:54:08Z,19.73,76.18,NA,NA,1.14,NA,0.098,0.131,0.5486060702495552,0
