TIMESTAMP,solar_TIMESTAMP,ta,vpd,sw_in,ws,precip,swc_shallow,swc_deep,ppfd_in,rh,ext_rad
2007-07-22T10:00:11Z,2007-07-22T09:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.2645936885045
2007-07-22T10:00:20Z,2007-07-22T09:18:57Z,20.34,1.085,693.42,1.51,0,0.0159729722222222,0.0311374361111111,1465.8898799999997,54.56524426203422,1007.687077927635
2007-07-22T11:00:11Z,2007-07-22T10:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149.8804369969785
2007-07-22T11:00:20Z,2007-07-22T10:18:57Z,22,1.3394,819.17,2.04,0,0.0159729722222222,0.0311374361111111,1731.7253799999999,49.34580206462523,1150.1666159315935
2007-07-22T12:00:11Z,2007-07-22T11:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233.7476153647176
2007-07-22T12:00:20Z,2007-07-22T11:18:57Z,23.48,1.5793,901,2.35,0,0.0159729722222222,0.0311374361111111,1904.714,45.40068751224384,1233.8779873508297
2007-07-22T13:00:11Z,2007-07-22T12:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253.150988779311
2007-07-22T13:00:20Z,2007-07-22T12:18:57Z,24.31,1.6837,941.17,3.1,0,0.0159729722222222,0.0311374361111111,1989.6333799999998,44.624529512612824,1253.116669544738
2007-07-22T14:00:11Z,2007-07-22T13:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.768269309568
2007-07-22T14:00:20Z,2007-07-22T13:18:57Z,24.66,1.6531,921.17,3.5,0,0.0159729722222222,0.0311374361111111,1947.3533799999998,46.75792847718332,1206.571597389651
2007-07-22T15:00:11Z,2007-07-22T14:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097.7601363681872
2007-07-22T15:00:20Z,2007-07-22T14:18:57Z,25.03,1.6935,852.83,3.83,0,0.0159729722222222,0.0311374361111111,1802.88262,46.6480146430484,1097.4145137687178
2007-07-22T16:00:11Z,2007-07-22T15:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.5548618723953
2007-07-22T16:00:20Z,2007-07-22T15:18:57Z,24.62,1.5939,739.23,4.03,0,0.0159729722222222,0.0311374361111111,1562.7322199999999,48.54171482363279,933.0838408153952
2007-07-22T17:00:11Z,2007-07-22T16:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.3421210338829
2007-07-22T17:00:20Z,2007-07-22T16:18:57Z,24.07,1.3949,555.2,4.14,0,0.0159729722222222,0.0311374361111111,1173.6928,53.45771674222768,724.7777990174432
2007-07-22T18:00:11Z,2007-07-22T17:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.31048203190494
2007-07-22T18:00:20Z,2007-07-22T17:18:57Z,23.05,1.1009,333.48,3.41,0,0.0159729722222222,0.0311374361111111,704.97672,60.93831163915746,486.69131457022684
2007-07-22T19:00:11Z,2007-07-22T18:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.6805348926165
2007-07-22T19:00:20Z,2007-07-22T18:18:57Z,21.8,0.802647,169.78,2.71,0,0.0159729722222222,0.0311374361111111,358.91492,69.27218963163821,235.0487149848927
2007-07-22T20:00:11Z,2007-07-22T19:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-22T20:00:20Z,2007-07-22T19:18:57Z,20.96,0.827452,42.43,2.49,0,0.0159729722222222,0.0311374361111111,89.69702,66.64915669462592,0
2007-07-22T21:00:11Z,2007-07-22T20:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-22T21:00:20Z,2007-07-22T20:18:57Z,19.89,0.704485,-0.91,2.12,0,0.0159729722222222,0.0311374361111111,-1.92374,69.66637542436985,0
2007-07-22T22:00:11Z,2007-07-22T21:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-22T22:00:20Z,2007-07-22T21:18:57Z,19.09,0.612015,-5,1.35,0,0.0159729722222222,0.0311374361111111,-10.57,72.303860325088,0
2007-07-22T23:00:11Z,2007-07-22T22:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-22T23:00:20Z,2007-07-22T22:18:57Z,18.26,0.364883,-4.46,1.36,0,0.0159729722222222,0.0311374361111111,-9.42844,82.60728589686042,0
2007-07-23T00:00:11Z,2007-07-22T23:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T00:00:20Z,2007-07-22T23:18:57Z,18.63,0.272052,-0.53,1.68,0,0.0157526944444444,0.0310222416666666,-1.12042,87.32953936219161,0
2007-07-23T01:00:11Z,2007-07-23T00:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T01:00:20Z,2007-07-23T00:18:56Z,19.05,0.283268,-0.85,2.31,0,0.0157526944444444,0.0310222416666666,-1.7969,87.1489553632924,0
2007-07-23T02:00:11Z,2007-07-23T01:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T02:00:20Z,2007-07-23T01:18:56Z,19.46,0.277192,0,2.46,0,0.0157526944444444,0.0310222416666666,0,87.74173144174591,0
2007-07-23T03:00:11Z,2007-07-23T02:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T03:00:20Z,2007-07-23T02:18:56Z,19.26,0.177527,0,2.33,0,0.0157526944444444,0.0310222416666666,0,92.05087318891174,0
2007-07-23T04:00:11Z,2007-07-23T03:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T04:00:20Z,2007-07-23T03:18:56Z,19.06,0.093492,0,2.67,0,0.0157526944444444,0.0310222416666666,0,95.76118561619708,0
2007-07-23T05:00:11Z,2007-07-23T04:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T05:00:20Z,2007-07-23T04:18:56Z,19,0.040268,0,2.42,0.5,0.0157526944444444,0.0310222416666666,0,98.1674487700536,0
2007-07-23T06:00:11Z,2007-07-23T05:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.09345164567955
2007-07-23T06:00:20Z,2007-07-23T05:18:56Z,19.23,0.037215,2.49,2.18,1,0.0157526944444444,0.0310222416666666,5.26386,98.33050646584182,85.71350642709662
2007-07-23T07:00:11Z,2007-07-23T06:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.0890645061852
2007-07-23T07:00:20Z,2007-07-23T06:18:56Z,19.37,0.053158,36.41,1.6,0,0.0157526944444444,0.0310222416666666,76.97073999999999,97.63599170789693,337.72181502825276
2007-07-23T08:00:11Z,2007-07-23T07:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.5403541841206
2007-07-23T08:00:20Z,2007-07-23T07:18:56Z,19.47,0.15181,84.76,2.21,0,0.0157526944444444,0.0310222416666666,179.18264,93.29067683625014,586.1426814875127
2007-07-23T09:00:11Z,2007-07-23T08:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.5165270740125
2007-07-23T09:00:20Z,2007-07-23T08:18:56Z,19.78,0.269755,205.67,2.99,0,0.0157526944444444,0.0310222416666666,434.78637999999995,88.3054157891916,814.0473853398342
2007-07-23T10:00:11Z,2007-07-23T09:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.482050122174
2007-07-23T10:00:20Z,2007-07-23T09:18:56Z,20.65,0.504382,326.45,2.61,0,0.0157526944444444,0.0310222416666666,690.1152999999999,79.27899029814984,1005.9052637585191
2007-07-23T11:00:11Z,2007-07-23T10:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148.3553284431425
2007-07-23T11:00:20Z,2007-07-23T10:18:56Z,21.89,0.736615,541.52,3.31,0,0.0157526944444444,0.0310222416666666,1144.7732799999999,71.95465842398298,1148.6420572948996
2007-07-23T12:00:11Z,2007-07-23T11:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232.400160923175
2007-07-23T12:00:20Z,2007-07-23T11:18:56Z,22.42,1.0067,620.82,3.86,0,0.0157526944444444,0.0310222416666666,1312.41348,62.88942449279394,1232.5308656114687
2007-07-23T13:00:11Z,2007-07-23T12:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251.8892246478233
2007-07-23T13:00:20Z,2007-07-23T12:18:56Z,23.31,1.274,687.53,3.67,0,0.0157526944444444,0.0310222416666666,1453.43842,55.50130112800304,1251.8549981085157
2007-07-23T14:00:11Z,2007-07-23T13:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.494373979742
2007-07-23T14:00:20Z,2007-07-23T13:18:56Z,23.77,1.3995,813.93,3.81,0,0.0157526944444444,0.0310222416666666,1720.6480199999999,52.45460376939257,1205.2975484606475
2007-07-23T15:00:11Z,2007-07-23T14:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.3771563117818
2007-07-23T15:00:20Z,2007-07-23T14:18:56Z,23.95,1.5019,735.95,3.82,0,0.0157526944444444,0.0310222416666666,1555.7983,49.52505401946949,1096.0311444622214
2007-07-23T16:00:11Z,2007-07-23T15:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.9733753304358
2007-07-23T16:00:20Z,2007-07-23T15:18:56Z,24.22,1.6621,753.98,4.34,0,0.0157526944444444,0.0310222416666666,1593.91372,45.039207286157236,931.5017562098733
2007-07-23T17:00:11Z,2007-07-23T16:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.4863819219516
2007-07-23T17:00:20Z,2007-07-23T16:18:56Z,23.64,1.5356,566.57,4.5,0,0.0157526944444444,0.0310222416666666,1197.72898,47.42096002674556,722.9212942098429
2007-07-23T18:00:11Z,2007-07-23T17:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.1236218502869
2007-07-23T18:00:20Z,2007-07-23T17:18:56Z,22.81,1.414,393.4,4.57,0,0.0157526944444444,0.0310222416666666,831.6475999999999,49.094485656723094,484.503573750881
2007-07-23T19:00:11Z,2007-07-23T18:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.128465404687
2007-07-23T19:00:20Z,2007-07-23T18:18:56Z,21.85,1.2721,198.87,4.33,0,0.0157526944444444,0.0310222416666666,420.41118,51.44856755634963,232.4957104905712
2007-07-23T20:00:11Z,2007-07-23T19:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T20:00:20Z,2007-07-23T19:18:56Z,20.31,0.938085,39.47,3.74,0,0.0157526944444444,0.0310222416666666,83.43957999999999,60.64448321507109,0
2007-07-23T21:00:11Z,2007-07-23T20:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T21:00:20Z,2007-07-23T20:18:56Z,18.91,0.663045,-2.64,2.8,0,0.0157526944444444,0.0310222416666666,-5.58096,69.65552289874186,0
2007-07-23T22:00:11Z,2007-07-23T21:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T22:00:20Z,2007-07-23T21:18:56Z,17.81,0.454317,-5.19,2.35,0,0.0157526944444444,0.0310222416666666,-10.97166,77.72267781418995,0
2007-07-23T23:00:11Z,2007-07-23T22:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-23T23:00:20Z,2007-07-23T22:18:56Z,17.36,0.3419,-4.23,2.31,0,0.0157526944444444,0.0310222416666666,-8.94222,82.7520931941971,0
2007-07-24T00:00:11Z,2007-07-23T23:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T00:00:20Z,2007-07-23T23:18:56Z,17.07,0.267328,-1.2,2.43,0,0.0155759305555555,0.0309145583333333,-2.5368,86.2642376088605,0
2007-07-24T01:00:11Z,2007-07-24T00:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T01:00:20Z,2007-07-24T00:18:56Z,16.6,0.178828,-0.2,2.35,0,0.0155759305555555,0.0309145583333333,-0.4228,90.53325499105564,0
2007-07-24T02:00:11Z,2007-07-24T01:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T02:00:20Z,2007-07-24T01:18:56Z,16.12,0.131593,0,2.12,0,0.0155759305555555,0.0309145583333333,0,92.81743510195213,0
2007-07-24T03:00:11Z,2007-07-24T02:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T03:00:20Z,2007-07-24T02:18:56Z,15.8,0.131813,0,2.15,0,0.0155759305555555,0.0309145583333333,0,92.65677031687699,0
2007-07-24T04:00:11Z,2007-07-24T03:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T04:00:20Z,2007-07-24T03:18:56Z,15.71,0.145765,0,2.66,0,0.0155759305555555,0.0309145583333333,0,91.83259260680268,0
2007-07-24T05:00:11Z,2007-07-24T04:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T05:00:20Z,2007-07-24T04:18:56Z,15.46,0.145333,-0.02,2.92,0,0.0155759305555555,0.0309145583333333,-0.04228,91.7252533115462,0
2007-07-24T06:00:11Z,2007-07-24T05:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.91548012341815
2007-07-24T06:00:20Z,2007-07-24T05:18:56Z,15.28,0.15565,14.37,2.86,0,0.0155759305555555,0.0309145583333333,30.378179999999997,91.0348228578357,82.53644805235689
2007-07-24T07:00:11Z,2007-07-24T06:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.2863727496447
2007-07-24T07:00:20Z,2007-07-24T06:18:56Z,16.03,0.233727,128.07,2.89,0,0.0155759305555555,0.0309145583333333,270.73997999999995,87.16926599352061,334.920075794663
2007-07-24T08:00:11Z,2007-07-24T07:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.1156423303129
2007-07-24T08:00:20Z,2007-07-24T07:18:56Z,17.58,0.393813,323.1,3.15,0,0.0155759305555555,0.0309145583333333,683.0334,80.40738778400404,583.7188960431714
2007-07-24T09:00:11Z,2007-07-24T08:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,811.4465102370928
2007-07-24T09:00:20Z,2007-07-24T08:18:56Z,19.24,0.668822,518.48,3.47,0,0.0155759305555555,0.0309145583333333,1096.06672,70.01481874633618,811.9782051166289
2007-07-24T10:00:11Z,2007-07-24T09:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.7190636020437
2007-07-24T10:00:20Z,2007-07-24T09:18:56Z,21.25,1.0319,693.85,2.62,0,0.0155759305555555,0.0309145583333333,1466.7989,59.14296655029314,1004.1429665579642
2007-07-24T11:00:11Z,2007-07-24T10:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.8306085754905
2007-07-24T11:00:20Z,2007-07-24T10:18:56Z,22.88,1.3753,821.33,2.17,0,0.0155759305555555,0.0309145583333333,1736.29162,50.69731346265801,1147.1178320897222
2007-07-24T12:00:11Z,2007-07-24T11:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231.028575779684
2007-07-24T12:00:20Z,2007-07-24T11:18:56Z,24.11,1.6236,907.67,2.49,0,0.0155759305555555,0.0309145583333333,1918.8143799999998,45.95682228138024,1231.159546500029
2007-07-24T13:00:11Z,2007-07-24T12:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250.5751291701213
2007-07-24T13:00:20Z,2007-07-24T12:18:56Z,25.19,1.8706,946,2.79,0,0.0155759305555555,0.0309145583333333,1999.8439999999998,41.62761463649838,1250.540921782025
2007-07-24T14:00:11Z,2007-07-24T13:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204.1381868881326
2007-07-24T14:00:20Z,2007-07-24T13:18:56Z,26.27,1.9591,922.67,3.8,0,0.0155759305555555,0.0309145583333333,1950.5243799999998,42.657489056196226,1203.9411323640036
2007-07-24T15:00:11Z,2007-07-24T14:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.8822065751892
2007-07-24T15:00:20Z,2007-07-24T14:18:56Z,26.47,1.8968,851.17,4.23,0,0.0155759305555555,0.0309145583333333,1799.3733799999998,45.132241388959,1094.5357333490228
2007-07-24T16:00:11Z,2007-07-24T15:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.2525475202482
2007-07-24T16:00:20Z,2007-07-24T15:18:56Z,26.59,1.9417,733.12,3.77,0,0.0155759305555555,0.0309145583333333,1549.81568,44.22920011021352,929.7802664085052
2007-07-24T17:00:11Z,2007-07-24T16:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,721.4681036639536
2007-07-24T17:00:20Z,2007-07-24T16:18:56Z,25.82,1.8799,577.77,4.25,0,0.0155759305555555,0.0309145583333333,1221.4057799999998,43.49157511197429,720.9021988899557
2007-07-24T18:00:11Z,2007-07-24T17:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.7567818772103
2007-07-24T18:00:20Z,2007-07-24T17:18:56Z,24.53,1.675,389.17,4.77,0,0.0155759305555555,0.0309145583333333,822.70538,45.63158766412266,482.1358178429296
2007-07-24T19:00:11Z,2007-07-24T18:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.38592427927816
2007-07-24T19:00:20Z,2007-07-24T18:18:56Z,22.89,1.4287,192.67,5.03,0,0.0155759305555555,0.0309145583333333,407.3043799999999,48.814012709185015,229.752217543955
2007-07-24T20:00:11Z,2007-07-24T19:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T20:00:20Z,2007-07-24T19:18:56Z,21,1.1336,42.43,4.74,0,0.0155759305555555,0.0309145583333333,89.69702,54.42192762138056,0
2007-07-24T21:00:11Z,2007-07-24T20:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T21:00:20Z,2007-07-24T20:18:56Z,19.2,0.823012,-2.63,3.9,0,0.0155759305555555,0.0309145583333333,-5.559819999999999,63.00996171865609,0
2007-07-24T22:00:11Z,2007-07-24T21:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T22:00:20Z,2007-07-24T21:18:56Z,18.11,0.602905,-5.18,3.23,0,0.0155759305555555,0.0309145583333333,-10.95052,70.98954084791234,0
2007-07-24T23:00:11Z,2007-07-24T22:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-24T23:00:20Z,2007-07-24T22:18:56Z,17.42,0.469233,-4.59,2.91,0,0.0155759305555555,0.0309145583333333,-9.703259999999998,76.41809366495397,0
2007-07-25T00:00:11Z,2007-07-24T23:18:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T00:00:20Z,2007-07-24T23:18:56Z,17.02,0.375487,-1.47,3.16,0,0.0153827361111111,0.0304309583333333,-3.1075799999999996,80.64561572409022,0
2007-07-25T01:00:11Z,2007-07-25T00:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T01:00:20Z,2007-07-25T00:18:57Z,16.89,0.364392,-0.2,3.31,0,0.0153827361111111,0.0304309583333333,-0.4228,81.06201606701399,0
2007-07-25T02:00:11Z,2007-07-25T01:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T02:00:21Z,2007-07-25T01:18:58Z,16.61,0.287705,-0.09,2.78,0,0.0153827361111111,0.0304309583333333,-0.19025999999999998,84.77923791324724,0
2007-07-25T03:00:11Z,2007-07-25T02:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T03:00:21Z,2007-07-25T02:18:58Z,16.52,0.304178,-0.03,3.09,0,0.0153827361111111,0.0304309583333333,-0.06341999999999999,83.81535754208944,0
2007-07-25T04:00:11Z,2007-07-25T03:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T04:00:21Z,2007-07-25T03:18:58Z,16,0.223892,-0.02,2.24,0,0.0153827361111111,0.0304309583333333,-0.04228,87.68559219892623,0
2007-07-25T05:00:11Z,2007-07-25T04:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T05:00:21Z,2007-07-25T04:18:58Z,15.15,0.144978,-0.12,1.21,0,0.0153827361111111,0.0304309583333333,-0.25367999999999996,91.57943385282732,0
2007-07-25T06:00:11Z,2007-07-25T05:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.76306521284225
2007-07-25T06:00:21Z,2007-07-25T05:18:58Z,14.93,0.14695,12.11,0.59,0,0.0153827361111111,0.0304309583333333,25.60054,91.34316124628488,79.45408777248575
2007-07-25T07:00:11Z,2007-07-25T06:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.519367019179
2007-07-25T07:00:21Z,2007-07-25T06:18:58Z,15.82,0.219322,127.26,1.03,0,0.0153827361111111,0.0304309583333333,269.02764,87.79731828667515,332.2245560942789
2007-07-25T08:00:11Z,2007-07-25T07:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.7290398959357
2007-07-25T08:00:21Z,2007-07-25T07:18:58Z,18.47,0.460527,318.87,2.32,0,0.0153827361111111,0.0304309583333333,674.09118,78.33553182405485,581.4003388867204
2007-07-25T09:00:11Z,2007-07-25T08:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.4091520226401
2007-07-25T09:00:21Z,2007-07-25T08:18:58Z,20.66,0.805468,514.6,3.1,0,0.0153827361111111,0.0304309583333333,1087.8644,66.93016834100976,810.0008137745867
2007-07-25T10:00:11Z,2007-07-25T09:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001.975779416542
2007-07-25T10:00:21Z,2007-07-25T09:18:58Z,22.56,1.0716,685.15,3.14,0,0.0153827361111111,0.0304309583333333,1448.4071,60.83160746156733,1002.4474837658055
2007-07-25T11:00:11Z,2007-07-25T10:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.3060098922638
2007-07-25T11:00:21Z,2007-07-25T10:18:58Z,24.06,1.399,819.67,3.45,0,0.0153827361111111,0.0304309583333333,1732.7823799999999,53.292882188658716,1145.625611384449
2007-07-25T12:00:11Z,2007-07-25T11:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229.6322385067824
2007-07-25T12:00:21Z,2007-07-25T11:18:58Z,24.96,1.4581,904.5,3.21,0,0.0153827361111111,0.0304309583333333,1912.1129999999998,53.87195663783525,1229.7779570386615
2007-07-25T13:00:11Z,2007-07-25T12:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249.2078101459697
2007-07-25T13:00:21Z,2007-07-25T12:18:58Z,26.54,1.7177,942.33,3.42,0,0.0153827361111111,0.0304309583333333,1992.08562,50.51754067751006,1249.1697152417441
2007-07-25T14:00:11Z,2007-07-25T13:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202.698646767769
2007-07-25T14:00:21Z,2007-07-25T13:18:58Z,27.88,2.033,927.83,3.47,0,0.0153827361111111,0.0304309583333333,1961.43262,45.85919650929131,1202.4793343383478
2007-07-25T15:00:11Z,2007-07-25T14:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.2741700773752
2007-07-25T15:00:21Z,2007-07-25T14:18:58Z,28.32,2.092,859.83,4.39,0,0.0153827361111111,0.0304309583333333,1817.68062,45.697296286868564,1092.8885855406816
2007-07-25T16:00:11Z,2007-07-25T15:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,928.3913225508423
2007-07-25T16:00:21Z,2007-07-25T15:18:58Z,28.02,2.0705,740.85,4.71,0,0.0153827361111111,0.0304309583333333,1566.1569,45.3087344654172,927.8657423643795
2007-07-25T17:00:11Z,2007-07-25T16:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.2864042673353
2007-07-25T17:00:21Z,2007-07-25T16:18:58Z,27.28,1.9307,578.68,4.78,0,0.0153827361111111,0.0304309583333333,1223.3295199999998,46.74804123768617,718.6566452764483
2007-07-25T18:00:11Z,2007-07-25T17:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.2093546851688
2007-07-25T18:00:21Z,2007-07-25T17:18:58Z,25.6,1.6698,389.48,4.68,0,0.0153827361111111,0.0304309583333333,823.36072,49.148002512606645,479.5183333129318
2007-07-25T19:00:11Z,2007-07-25T18:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.45266036635292
2007-07-25T19:00:21Z,2007-07-25T18:18:58Z,23.75,1.3815,192.6,4.54,0,0.0153827361111111,0.0304309583333333,407.15639999999996,53.00959822937038,226.74746797836744
2007-07-25T20:00:11Z,2007-07-25T19:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T20:00:21Z,2007-07-25T19:18:58Z,21.54,1.0222,40.33,3.86,0,0.0153827361111111,0.0304309583333333,85.25761999999999,60.23989543424868,0
2007-07-25T21:00:11Z,2007-07-25T20:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T21:00:21Z,2007-07-25T20:18:58Z,19.75,0.923975,-3.01,3.72,0,0.0153827361111111,0.0304309583333333,-6.36314,59.86863279766021,0
2007-07-25T22:00:11Z,2007-07-25T21:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T22:00:21Z,2007-07-25T21:18:58Z,18.86,0.879855,-5.19,3.49,0,0.0153827361111111,0.0304309583333333,-10.97166,59.60716107748789,0
2007-07-25T23:00:11Z,2007-07-25T22:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-25T23:00:21Z,2007-07-25T22:18:58Z,17.96,0.533308,-5.03,3.01,0,0.0153827361111111,0.0304309583333333,-10.63342,74.09518057110672,0
2007-07-26T00:00:11Z,2007-07-25T23:18:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-26T00:00:21Z,2007-07-25T23:18:58Z,17.49,0.358702,-2.63,2.97,0,0.0152307083333332,0.0306678874999999,-5.559819999999999,82.05251043951348,0
2007-07-26T01:00:11Z,2007-07-26T00:18:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-26T01:00:21Z,2007-07-26T00:18:59Z,17.54,0.344007,-1.04,3.49,0,0.0152307083333332,0.0306678874999999,-2.19856,82.84202306054296,0
2007-07-26T02:00:11Z,2007-07-26T01:18:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-26T02:00:21Z,2007-07-26T01:18:59Z,17.23,0.281472,-0.16,3.53,0,0.0152307083333332,0.0306678874999999,-0.33824,85.68328140342038,0
2007-07-26T03:00:11Z,2007-07-26T02:18:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-26T03:00:21Z,2007-07-26T02:18:59Z,17.08,0.258615,-0.15,3.17,0,0.0152307083333332,0.0306678874999999,-0.3171,86.72034266524545,0
2007-07-26T04:00:11Z,2007-07-26T03:18:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-26T04:00:21Z,2007-07-26T03:18:59Z,17.1,0.237385,-0.02,3.45,0,0.0152307083333332,0.0306678874999999,-0.04228,87.82591947028034,0
2007-07-26T05:00:11Z,2007-07-26T04:18:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2007-07-26T05:00:21Z,2007-07-26T04:18:59Z,17.02,0.209778,-0.07,3.24,0,0.0152307083333332,0.0306678874999999,-0.14798,89.18704502517582,0
2007-07-26T06:00:11Z,2007-07-26T05:18:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5687960159259
2007-07-26T06:00:21Z,2007-07-26T05:18:59Z,17.07,0.209298,11.81,3.01,0,0.0152307083333332,0.0306678874999999,24.96634,89.24591663820955,76.26089823535374
