TIMESTAMP,solar_TIMESTAMP,ta,vpd,sw_in,ws,precip,swc_shallow,swc_deep,ppfd_in,rh,ext_rad
2007-01-31T17:00:00Z,2007-01-31T16:11:16Z,15.13,0.460095,186.62,1.3,0,NA,NA,394.51468,73.2425080048692,267.90274968831073
2007-01-31T18:00:00Z,2007-01-31T17:11:16Z,13.76,0.303543,40.27,0.94,0,NA,NA,85.13078,80.71149099723073,16.28497176400684
2007-01-31T19:00:00Z,2007-01-31T18:11:16Z,10.57,0.16468,-0.03,1.43,0,NA,NA,-0.06341999999999999,87.08938851537837,0
2007-01-31T20:00:00Z,2007-01-31T19:11:16Z,8.33,0.057485,-4.03,0.73,0,NA,NA,-8.51942,94.76019551071185,0
2007-01-31T21:00:00Z,2007-01-31T20:11:16Z,7.02,0.032308,-5.08,1.26,0,NA,NA,-10.73912,96.7796957728378,0
2007-01-31T22:00:00Z,2007-01-31T21:11:16Z,6.28,0.02475,-2.49,1.13,0,NA,NA,-5.26386,97.40417277492642,0
2007-01-31T23:00:00Z,2007-01-31T22:11:16Z,4.68,0.011767,-0.41,0.54,0,NA,NA,-0.8667399999999998,98.62077962444451,0
2007-02-01T00:00:00Z,2007-01-31T23:11:16Z,4.43,0.010377,-0.06,0.68,0,NA,NA,-0.12683999999999998,98.76223524131647,0
2007-02-01T01:00:00Z,2007-02-01T00:11:08Z,3.72,0.007468,-0.48,0.81,0,NA,NA,-1.0147199999999998,99.06365849324233,0
2007-02-01T02:00:00Z,2007-02-01T01:11:08Z,3.07,0.010117,-2.38,1.04,0,NA,NA,-5.031319999999999,98.67191888051816,0
2007-02-01T03:00:00Z,2007-02-01T02:11:08Z,2.63,0.006893,-4.56,0.61,0,NA,NA,-9.639839999999998,99.0664426643594,0
2007-02-01T04:00:00Z,2007-02-01T03:11:08Z,2.43,0.012205,-5.19,1.13,0,NA,NA,-10.97166,98.3233199910522,0
2007-02-01T05:00:00Z,2007-02-01T04:11:08Z,2.24,0.004148,-5.1,1,0,NA,NA,-10.781399999999998,99.4223946498242,0
2007-02-01T06:00:00Z,2007-02-01T05:11:08Z,1.66,0.003318,-5.14,0.71,0,NA,NA,-10.86596,99.5184126283562,0
2007-02-01T07:00:00Z,2007-02-01T06:11:08Z,1.11,0.003965,-5.17,0.99,0,NA,NA,-10.92938,99.40131833018289,0
2007-02-01T08:00:00Z,2007-02-01T07:11:08Z,0.99,0.008467,-0.14,0.87,0,NA,NA,-0.29596,98.71045849436956,0.7568647656348877
2007-02-01T09:00:00Z,2007-02-01T08:11:08Z,1.81,0.015022,70.11,0.69,0,NA,NA,148.21254,97.8429436852106,254.76367721682908
2007-02-01T10:00:00Z,2007-02-01T09:11:08Z,3.48,0.01535,133.85,1.17,0,NA,NA,282.95889999999997,98.0425549015782,473.686329748188
2007-02-01T11:00:00Z,2007-02-01T10:11:08Z,5.25,0.020405,224.3,1.04,0,NA,NA,474.1702,97.701536400001,642.6084021516991
2007-02-01T12:00:00Z,2007-02-01T11:11:08Z,7.71,0.05433,361.38,0.91,0,NA,NA,763.95732,94.83434753780912,750.020256542857
2007-02-01T13:00:00Z,2007-02-01T12:11:08Z,11.15,0.21022,458.48,1.39,0,NA,NA,969.22672,84.14298805859407,788.6032615195631
2007-02-01T14:00:00Z,2007-02-01T13:11:08Z,13.69,0.375472,519.95,1.47,0,NA,NA,1099.1743000000001,76.03191729541952,755.7284625693296
2007-02-01T15:00:00Z,2007-02-01T14:11:08Z,15.33,0.569398,407.32,1.56,0,NA,NA,861.0744799999999,67.30880972084373,653.635720289252
2007-02-01T16:00:00Z,2007-02-01T15:11:08Z,14.71,0.527847,230.65,1.79,0,NA,NA,487.59409999999997,68.46019818121485,489.28110934419925
2007-02-01T17:00:00Z,2007-02-01T16:11:08Z,13.65,0.416047,102.68,1.46,0,NA,NA,217.06552,73.37261549261657,273.8629743152762
2007-02-01T18:00:00Z,2007-02-01T17:11:08Z,12.56,0.244525,34.41,0.82,0,NA,NA,72.74273999999998,83.19456909791133,22.058933600242902
2007-02-01T19:00:00Z,2007-02-01T18:11:08Z,10.17,0.12381,0,0.58,0,NA,NA,0,90.0307050962294,0
2007-02-01T20:00:00Z,2007-02-01T19:11:08Z,7.84,0.031765,-4.11,0.36,0,NA,NA,-8.68854,97.00646414796581,0
2007-02-01T21:00:00Z,2007-02-01T20:11:08Z,6.91,0.023328,-4.75,0.32,0,NA,NA,-10.0415,97.65715700799268,0
2007-02-01T22:00:00Z,2007-02-01T21:11:08Z,6.81,0.026382,-3.9,0.87,0,NA,NA,-8.2446,97.3321790040288,0
2007-02-01T23:00:00Z,2007-02-01T22:11:08Z,6.68,0.026585,-1.57,0.57,0,NA,NA,-3.31898,97.28751400020982,0
2007-02-02T00:00:00Z,2007-02-01T23:11:08Z,6.12,0.015543,-0.33,0.28,0,NA,NA,-0.69762,98.35170805079865,0
2007-02-02T01:00:00Z,2007-02-02T00:11:01Z,5.64,0.020075,0,0.39,0,NA,NA,0,97.79916135611725,0
2007-02-02T02:00:00Z,2007-02-02T01:11:01Z,5.28,0.0107,0,0.52,0,NA,NA,0,98.79724206525333,0
2007-02-02T03:00:00Z,2007-02-02T02:11:01Z,4.6,0.007607,0,0.7,0,NA,NA,0,99.10337439847204,0
2007-02-02T04:00:00Z,2007-02-02T03:11:01Z,4.25,0.006535,0,0.99,0,NA,NA,0,99.2106088112037,0
2007-02-02T05:00:00Z,2007-02-02T04:11:01Z,3.56,0.011675,-0.02,1.54,0,NA,NA,-0.04228,98.51957609250645,0
2007-02-02T06:00:00Z,2007-02-02T05:11:01Z,3.38,0.009062,-0.2,1.29,0,NA,NA,-0.4228,98.83621561565637,0
2007-02-02T07:00:00Z,2007-02-02T06:11:01Z,3.21,0.009032,-0.37,1.03,0,NA,NA,-0.78218,98.82604224653066,0
2007-02-02T08:00:00Z,2007-02-02T07:11:01Z,2.74,0.007883,4.88,1.1,0,NA,NA,10.31632,98.9406737981987,4.274187843211728
2007-02-02T09:00:00Z,2007-02-02T08:11:01Z,3.61,0.022157,95.22,1.01,0,NA,NA,201.29507999999998,97.20031956269239,258.7068692606653
2007-02-02T10:00:00Z,2007-02-02T09:11:01Z,4.97,0.065552,169.82,1.46,0,NA,NA,358.99947999999995,92.47062382188466,478.07909182380246
2007-02-02T11:00:00Z,2007-02-02T10:11:01Z,7.72,0.174937,306.9,1.61,0,NA,NA,648.7865999999999,83.37847501307647,647.4435227840316
2007-02-02T12:00:00Z,2007-02-02T11:11:01Z,10.74,0.329272,505.8,1.67,0,NA,NA,1069.2612,74.47646977171809,755.2601670957654
2007-02-02T13:00:00Z,2007-02-02T12:11:01Z,12.84,0.429643,553.88,1.79,0,NA,NA,1170.90232,71.00916229899633,794.1826747485252
2007-02-02T14:00:00Z,2007-02-02T13:11:01Z,14.64,0.551672,545.7,1.38,0,NA,NA,1153.6098,66.88731137937272,761.558909200427
2007-02-02T15:00:00Z,2007-02-02T14:11:01Z,16.09,0.63893,471.15,1.35,0,NA,NA,996.0110999999999,65.05928362197206,659.6116685138444
2007-02-02T16:00:00Z,2007-02-02T15:11:01Z,16.82,0.642487,368.9,0.97,0,NA,NA,779.8545999999999,66.46033699847345,495.287244034307
2007-02-02T17:00:00Z,2007-02-02T16:11:01Z,16.53,0.612545,207.53,1.08,0,NA,NA,438.71842,67.42855959933135,279.7821339403398
2007-02-02T18:00:00Z,2007-02-02T17:11:01Z,14.59,0.39655,47.34,0.7,0,NA,NA,100.07676000000001,76.12111879137053,27.78015861858618
2007-02-02T19:00:00Z,2007-02-02T18:11:01Z,12.06,0.20517,-1.01,0.83,0,NA,NA,-2.13514,85.42789388025619,0
2007-02-02T20:00:00Z,2007-02-02T19:11:01Z,10.48,0.094748,-0.22,0.42,0,NA,NA,-0.46508,92.5271991162676,0
2007-02-02T21:00:00Z,2007-02-02T20:11:01Z,9.67,0.075652,-4.26,0.53,0,NA,NA,-9.00564,93.70081103068702,0
2007-02-02T22:00:00Z,2007-02-02T21:11:01Z,8.97,0.060805,-4.52,0.55,0,NA,NA,-9.555279999999998,94.69263497342598,0
2007-02-02T23:00:00Z,2007-02-02T22:11:01Z,8.59,0.052343,0,0.54,0,NA,NA,0,95.31228120393732,0
2007-02-03T00:00:00Z,2007-02-02T23:11:01Z,8.57,0.06072,0,0.71,0,NA,NA,0,94.55468277505867,0
2007-02-03T01:00:00Z,2007-02-03T00:10:55Z,8.57,0.04951,0,0.62,0,NA,NA,0,95.55998590568436,0
2007-02-03T02:00:00Z,2007-02-03T01:10:55Z,8.73,0.052848,0,0.58,0,NA,NA,0,95.31170678824543,0
2007-02-03T03:00:00Z,2007-02-03T02:10:55Z,8.21,0.026548,-0.78,0.7,0,NA,NA,-1.64892,97.56032478016232,0
2007-02-03T04:00:00Z,2007-02-03T03:10:55Z,7.88,0.02761,0,1.02,0,NA,NA,0,97.40511424882699,0
2007-02-03T05:00:00Z,2007-02-03T04:10:55Z,8,0.026347,-0.32,0.65,0,NA,NA,-0.67648,97.54396826171673,0
2007-02-03T06:00:00Z,2007-02-03T05:10:55Z,7.63,0.015093,-0.17,0.82,0,NA,NA,-0.35938000000000003,98.55711339561724,0
2007-02-03T07:00:00Z,2007-02-03T06:10:55Z,7.16,0.013125,0,0.63,0,NA,NA,0,98.70426183651793,0
2007-02-03T08:00:00Z,2007-02-03T07:10:55Z,6.29,0.00787,3.68,0.87,0,NA,NA,7.77952,99.17514882349917,7.999354573523556
2007-02-03T09:00:00Z,2007-02-03T08:10:55Z,6.98,0.02797,90.44,1.19,0,NA,NA,191.19016,97.20442422880099,262.84203146750104
2007-02-03T10:00:00Z,2007-02-03T09:10:55Z,10,0.158373,246.45,1.24,0,NA,NA,520.9952999999999,87.10170718751735,482.6402375176091
2007-02-03T11:00:00Z,2007-02-03T10:10:55Z,12.44,0.318878,368.12,1.71,0,NA,NA,778.2056799999999,77.91113010761505,652.4173339178461
2007-02-03T12:00:00Z,2007-02-03T11:10:55Z,13.12,0.369858,432.22,2.22,0,NA,NA,913.71308,75.49626560566148,760.6049909837593
2007-02-03T13:00:00Z,2007-02-03T12:10:55Z,14.51,0.477383,514.13,1.96,0,NA,NA,1086.8708199999999,71.10463776560995,799.8314408891008
2007-02-03T14:00:00Z,2007-02-03T13:10:55Z,14.72,0.489713,380.97,1.59,0,NA,NA,805.37058,70.75765127288547,767.423787395501
2007-02-03T15:00:00Z,2007-02-03T14:10:55Z,14.78,0.488505,305.63,1.53,0,NA,NA,646.10182,70.94249024893928,665.5901448886217
2007-02-03T16:00:00Z,2007-02-03T15:10:55Z,15.46,0.568825,321.6,2.28,0,NA,NA,679.8624,67.61311756407878,501.2691947197437
2007-02-03T17:00:00Z,2007-02-03T16:10:55Z,14.86,0.556087,199.43,2.59,0,NA,NA,421.59502,67.09274184429218,285.6574083964532
2007-02-03T18:00:00Z,2007-02-03T17:10:55Z,13,0.347178,34.82,1.63,0,NA,NA,73.60947999999999,76.81767880273053,33.44615045736552
2007-02-03T19:00:00Z,2007-02-03T18:10:55Z,10.33,0.141352,-0.07,0.92,0,NA,NA,-0.14798,88.73930642417096,0
2007-02-03T20:00:00Z,2007-02-03T19:10:55Z,8.98,0.085045,-3.1,0.54,0,NA,NA,-6.5534,92.58185807253282,0
2007-02-03T21:00:00Z,2007-02-03T20:10:55Z,7.59,0.045078,-5,1.04,0,NA,NA,-10.57,95.6787696782616,0
2007-02-03T22:00:00Z,2007-02-03T21:10:55Z,7,0.017483,-3.47,0.69,0,NA,NA,-7.33558,98.25498676849037,0
2007-02-03T23:00:00Z,2007-02-03T22:10:55Z,5.88,0.014447,-0.33,0.83,0,NA,NA,-0.69762,98.44228984228444,0
2007-02-04T00:00:00Z,2007-02-03T23:10:55Z,5.6,0.013245,0,0.74,0,NA,NA,0,98.54390430197913,0
2007-02-04T01:00:00Z,2007-02-04T00:10:50Z,5.15,0.005012,0,0.31,0,NA,NA,0,99.43149326943917,0
2007-02-04T02:00:00Z,2007-02-04T01:10:50Z,4.07,0.004073,-0.1,0.55,0,NA,NA,-0.2114,99.50174749474235,0
2007-02-04T03:00:00Z,2007-02-04T02:10:50Z,2.99,0.013702,-2.1,0.77,0,NA,NA,-4.4394,98.1910830477291,0
2007-02-04T04:00:00Z,2007-02-04T03:10:50Z,2.59,0.002783,-3.55,0.7,0,NA,NA,-7.504699999999999,99.62200935304786,0
2007-02-04T05:00:00Z,2007-02-04T04:10:50Z,1.71,0.005292,-4.94,0.76,0,NA,NA,-10.44316,99.23464501845996,0
2007-02-04T06:00:00Z,2007-02-04T05:10:50Z,1.74,0.007138,-4.93,0.58,0,NA,NA,-10.422019999999998,98.96988301382257,0
2007-02-04T07:00:00Z,2007-02-04T06:10:50Z,1.58,0.004683,-5.1,0.44,0,NA,NA,-10.781399999999998,99.31638245468673,0
2007-02-04T08:00:00Z,2007-02-04T07:10:50Z,1.89,0.00911,0.75,0.47,0,NA,NA,1.5855,98.69933200827772,11.930702693790984
2007-02-04T09:00:00Z,2007-02-04T08:10:50Z,2.49,0.011385,53.25,0.31,0,NA,NA,112.5705,98.44263477719852,267.1670808377315
2007-02-04T10:00:00Z,2007-02-04T09:10:50Z,3.76,0.015002,143.27,0.33,0,NA,NA,302.87278,98.124334827685,487.36729138865786
2007-02-04T11:00:00Z,2007-02-04T10:10:50Z,5.65,0.023427,240.27,0.53,0,NA,NA,507.93077999999997,97.43345986055034,657.5270231302331
2007-02-04T12:00:00Z,2007-02-04T11:10:50Z,8.87,0.080247,427.27,0.93,0,NA,NA,903.2487799999999,92.94815288822537,766.0516575936161
2007-02-04T13:00:00Z,2007-02-04T12:10:50Z,12.97,0.306585,570.13,1.14,0,NA,NA,1205.2548199999999,79.48800065073445,805.5463278154939
2007-02-04T14:00:00Z,2007-02-04T13:10:50Z,14.8,0.440485,555.52,1.04,0,NA,NA,1174.36928,73.83261855216574,773.3198113949672
2007-02-04T15:00:00Z,2007-02-04T14:10:50Z,16.02,0.56638,480.27,1.04,0,NA,NA,1015.2907799999999,68.8879985273531,671.5679216388116
2007-02-04T16:00:00Z,2007-02-04T15:10:50Z,15.22,0.48346,355.92,2.04,0,NA,NA,752.41488,72.04593544872132,507.22389924706744
2007-02-04T17:00:00Z,2007-02-04T16:10:50Z,14.08,0.362183,179.23,1.36,0,NA,NA,378.89221999999995,77.45858108796143,291.48599735793846
2007-02-04T18:00:00Z,2007-02-04T17:10:50Z,11.76,0.194368,28.18,0.56,0,NA,NA,59.57252,85.91912545726821,39.05444873551041
2007-02-04T19:00:00Z,2007-02-04T18:10:50Z,9.86,0.091165,-0.39,0.56,0,NA,NA,-0.82446,92.50529682218482,0
2007-02-04T20:00:00Z,2007-02-04T19:10:50Z,8.88,0.06063,-5.04,0.5,0,NA,NA,-10.65456,94.67563152341631,0
2007-02-04T21:00:00Z,2007-02-04T20:10:50Z,8.04,0.054385,-1.83,0.9,0,NA,NA,-3.86862,94.9440859291894,0
2007-02-04T22:00:00Z,2007-02-04T21:10:50Z,7.71,0.033422,-0.06,0.44,0,NA,NA,-0.12683999999999998,96.82226326907153,0
2007-02-04T23:00:00Z,2007-02-04T22:10:50Z,7.39,0.027827,-2.31,0.61,0,NA,NA,-4.88334,97.2957576404085,0
2007-02-05T00:00:00Z,2007-02-04T23:10:50Z,6.36,0.01771,-1.2,1.02,0,NA,NA,-2.5368,98.15276518182505,0
2007-02-05T01:00:00Z,2007-02-05T00:10:45Z,5.38,0.00783,0,1.01,0,NA,NA,0,99.12595080795981,0
2007-02-05T02:00:00Z,2007-02-05T01:10:45Z,4.77,0.011307,0,0.54,0,NA,NA,0,98.68300643873302,0
2007-02-05T03:00:00Z,2007-02-05T02:10:45Z,4.18,0.005005,0,0.62,0,NA,NA,0,99.39244697364938,0
2007-02-05T04:00:00Z,2007-02-05T03:10:45Z,3.38,0.005028,-0.78,1.11,0,NA,NA,-1.64892,99.35428074547784,0
2007-02-05T05:00:00Z,2007-02-05T04:10:45Z,2.41,0.005812,-2.45,0.84,0,NA,NA,-5.1793000000000005,99.2004299246803,0
2007-02-05T06:00:00Z,2007-02-05T05:10:45Z,2.96,0.011955,-1.92,0.76,0,NA,NA,-4.058879999999999,98.4183592717125,0
2007-02-05T07:00:00Z,2007-02-05T06:10:45Z,3.8,0.014932,-0.45,0.52,0,NA,NA,-0.9512999999999999,98.13833849094095,0
2007-02-05T08:00:00Z,2007-02-05T07:10:45Z,4.6,0.00813,4.02,0.76,0,NA,NA,8.49828,99.04172917833282,15.992160589613913
2007-02-05T09:00:00Z,2007-02-05T08:10:45Z,4.44,0.005913,40.96,0.89,0,NA,NA,86.58944,99.2951934290105,271.61292144017955
2007-02-05T10:00:00Z,2007-02-05T09:10:45Z,4.77,0.013505,112.25,0.74,0,NA,NA,237.29649999999998,98.42699230167945,492.2027260123075
2007-02-05T11:00:00Z,2007-02-05T10:10:45Z,6.01,0.016533,198.02,0.66,0,NA,NA,418.61428,98.23333720254682,662.7304364662211
2007-02-05T12:00:00Z,2007-02-05T11:10:45Z,7.35,0.018792,234.57,0.84,0,NA,NA,495.88097999999997,98.16877941685019,771.5761442182464
2007-02-05T13:00:00Z,2007-02-05T12:10:45Z,9.26,0.069777,344.75,0.94,0,NA,NA,728.8014999999999,94.02751051484238,811.3229666670364
2007-02-05T14:00:00Z,2007-02-05T13:10:45Z,12.02,0.228333,528.37,1.46,0,NA,NA,1116.97418,83.73993950523935,779.2624497546344
2007-02-05T15:00:00Z,2007-02-05T14:10:45Z,13.99,0.358847,474.47,1.66,0,NA,NA,1003.02958,77.53540649905024,677.5791366582301
2007-02-05T16:00:00Z,2007-02-05T15:10:45Z,15.36,0.424757,356.52,1.31,0,NA,NA,753.68328,75.66010892087112,513.2017245978751
2007-02-05T17:00:00Z,2007-02-05T16:10:45Z,15.68,0.441218,197.98,0.9,0,NA,NA,418.52971999999994,75.23042207546057,297.33095063776614
2007-02-05T18:00:00Z,2007-02-05T17:10:45Z,12.75,0.246488,33.53,1.15,0,NA,NA,70.88242,83.26946805247944,44.676375375074606
2007-02-05T19:00:00Z,2007-02-05T18:10:45Z,9.44,0.056862,-0.14,0.88,0,NA,NA,-0.29596,95.19159115786009,0
2007-02-05T20:00:00Z,2007-02-05T19:10:45Z,8.22,0.056173,-4.75,1.3,0,NA,NA,-10.0415,94.841389674121,0
2007-02-05T21:00:00Z,2007-02-05T20:10:45Z,7.83,0.048418,-5.11,0.99,0,NA,NA,-10.80254,95.43397324468302,0
2007-02-05T22:00:00Z,2007-02-05T21:10:45Z,6.92,0.019923,-1.99,0.67,0,NA,NA,-4.20686,98.00049628207226,0
2007-02-05T23:00:00Z,2007-02-05T22:10:45Z,6.75,0.012903,-0.55,0.24,0,NA,NA,-1.1627,98.68982051397055,0
2007-02-06T00:00:00Z,2007-02-05T23:10:45Z,6.21,0.007547,-0.48,0.44,0,NA,NA,-1.0147199999999998,99.20462194590766,0
2007-02-06T01:00:00Z,2007-02-06T00:10:42Z,4.84,0.007453,0,0.5,0,NA,NA,0,99.13613845895739,0
2007-02-06T02:00:00Z,2007-02-06T01:10:42Z,2.94,0.001305,-0.02,0.5,0,NA,NA,-0.04228,99.82710412745055,0
2007-02-06T03:00:00Z,2007-02-06T02:10:42Z,2.12,0.0053,-2.46,0.67,0,NA,NA,-5.2004399999999995,99.2556336094804,0
2007-02-06T04:00:00Z,2007-02-06T03:10:42Z,1.71,0.00522,-3.87,0.56,0,NA,NA,-8.18118,99.24505801140607,0
2007-02-06T05:00:00Z,2007-02-06T04:10:42Z,1.31,0.00564,-5.03,0.58,0,NA,NA,-10.63342,99.16056884424815,0
2007-02-06T06:00:00Z,2007-02-06T05:10:42Z,0.94,0.006348,-5.2,0.74,0,NA,NA,-10.992799999999999,99.02969666832348,0
2007-02-06T07:00:00Z,2007-02-06T06:10:42Z,1.07,0.010262,-1.4,0.61,0,NA,NA,-2.9595999999999996,98.44605598554901,0
2007-02-06T08:00:00Z,2007-02-06T07:10:42Z,1.76,0.01151,2.79,0.57,0.5,NA,NA,5.89806,98.34131694750482,20.330355590244192
2007-02-06T09:00:00Z,2007-02-06T08:10:42Z,2.72,0.014735,62.85,0.5,0,NA,NA,132.8649,98.01707956394308,276.310963920702
2007-02-06T10:00:00Z,2007-02-06T09:10:42Z,4.56,0.022333,193.28,0.66,0,NA,NA,408.59391999999997,97.36026530898691,497.2536639497556
2007-02-06T11:00:00Z,2007-02-06T10:10:42Z,7.75,0.047732,341.63,0.44,0,NA,NA,722.2058199999999,95.47404630394453,668.1029923907332
2007-02-06T12:00:00Z,2007-02-06T11:10:42Z,12.8,0.304342,516.23,0.66,0,NA,NA,1091.31022,79.4101639984275,777.2169098840153
2007-02-06T13:00:00Z,2007-02-06T12:10:42Z,15.94,0.610775,584.33,0.78,0,NA,NA,1235.27362,66.27736743873658,817.1601203869956
2007-02-06T14:00:00Z,2007-02-06T13:10:42Z,16.63,0.689212,526.38,1.61,0,NA,NA,1112.76732,63.58422646904967,785.21073777371
2007-02-06T15:00:00Z,2007-02-06T14:10:42Z,14.96,0.522048,201.25,1.52,0,NA,NA,425.4425,69.30548056770182,683.5457731733791
2007-02-06T16:00:00Z,2007-02-06T15:10:42Z,14.43,0.403202,178.42,1.5,0,NA,NA,377.17987999999997,75.46814129954068,519.0928022081288
2007-02-06T17:00:00Z,2007-02-06T16:10:42Z,13.65,0.282417,89.33,1.26,0,NA,NA,188.84362,81.92505642290006,303.0579184202207
2007-02-06T18:00:00Z,2007-02-06T17:10:42Z,12.77,0.246473,25.18,1.15,0,NA,NA,53.23052,83.2924002039179,50.16213777641048
2007-02-06T19:00:00Z,2007-02-06T18:10:42Z,11.74,0.226777,-0.02,1.53,0,NA,NA,-0.04228,83.54955357490141,0
2007-02-06T20:00:00Z,2007-02-06T19:10:42Z,10.5,0.155247,-2.28,1.38,0,NA,NA,-4.819919999999999,87.77195604834598,0
2007-02-06T21:00:00Z,2007-02-06T20:10:42Z,9.31,0.078635,-5.17,0.88,0,NA,NA,-10.92938,93.2919536617378,0
2007-02-06T22:00:00Z,2007-02-06T21:10:42Z,8.27,0.038813,-5.13,0.84,0,NA,NA,-10.844819999999999,96.44772022205555,0
2007-02-06T23:00:00Z,2007-02-06T22:10:42Z,6.74,0.021652,-2.06,1.23,0,NA,NA,-4.35484,97.79992887171862,0
2007-02-07T00:00:00Z,2007-02-06T23:10:42Z,6.32,0.015863,0,0.83,0,NA,NA,0,98.3408441095251,0
2007-02-07T01:00:00Z,2007-02-07T00:10:39Z,6.79,0.014443,-0.2,1.13,0,NA,NA,-0.4228,98.53747490105333,0
2007-02-07T02:00:00Z,2007-02-07T01:10:39Z,5.68,0.004023,-0.02,0.88,0,NA,NA,-0.04228,99.56017717453761,0
2007-02-07T03:00:00Z,2007-02-07T02:10:39Z,5.29,0.010128,0,0.96,0,NA,NA,0,98.86233079695617,0
2007-02-07T04:00:00Z,2007-02-07T03:10:39Z,4.56,0.00997,-0.03,1.08,0,NA,NA,-0.06341999999999999,98.82155756640843,0
2007-02-07T05:00:00Z,2007-02-07T04:10:39Z,4.59,0.009722,-0.09,0.87,0,NA,NA,-0.19025999999999998,98.85328056673323,0
2007-02-07T06:00:00Z,2007-02-07T05:10:39Z,4.41,0.010092,-0.25,0.71,0,NA,NA,-0.5285,98.79454202322903,0
2007-02-07T07:00:00Z,2007-02-07T06:10:39Z,4.63,0.012273,-0.02,0.68,0,NA,NA,-0.04228,98.5564325179488,0
2007-02-07T08:00:00Z,2007-02-07T07:10:39Z,4.74,0.006162,11.38,0.87,0,NA,NA,24.05732,99.28076919085251,24.794608915017886
2007-02-07T09:00:00Z,2007-02-07T08:10:39Z,6.61,0.02525,79.76,1.3,0,NA,NA,168.61264,97.41128557108078,281.1249046327892
2007-02-07T10:00:00Z,2007-02-07T09:10:39Z,8.7,0.037707,179.93,1.47,0,NA,NA,380.37202,96.64810844928019,502.4073458433309
2007-02-07T11:00:00Z,2007-02-07T10:10:39Z,11.51,0.18337,276.95,2.6,0,NA,NA,585.4722999999999,86.4944453198392,673.563041073389
2007-02-07T12:00:00Z,2007-02-07T11:10:39Z,12.52,0.204927,217.57,3.19,0,NA,NA,459.94298,85.87898031639925,782.9288600540098
2007-02-07T13:00:00Z,2007-02-07T12:10:39Z,13.6,0.220912,210.67,3.44,0,NA,NA,445.35637999999994,85.81534121456806,823.0522048677864
2007-02-07T14:00:00Z,2007-02-07T13:10:39Z,14.33,0.20578,133.95,4.06,0,NA,NA,283.17029999999994,87.39853163749561,791.1988648158131
2007-02-07T15:00:00Z,2007-02-07T14:10:39Z,13.61,0.06498,80.19,2.95,2,NA,NA,169.52166,95.83037926182999,689.539346932577
2007-02-07T16:00:00Z,2007-02-07T15:10:39Z,13.63,0.049553,77.69,2.96,1.5,NA,NA,164.23665999999997,96.82443220560582,525.0009836276447
2007-02-07T17:00:00Z,2007-02-07T16:10:39Z,13.76,0.053107,49.08,2.93,0.5,NA,NA,103.75511999999999,96.6253385925221,308.7958939279768
2007-02-07T18:00:00Z,2007-02-07T17:10:39Z,13.23,0.056532,8.37,2.83,1,NA,NA,17.694179999999996,96.28147305360648,55.656963275535205
2007-02-07T19:00:00Z,2007-02-07T18:10:39Z,12.87,0.035572,0,3.03,0.5,NA,NA,0,97.60443442324849,0
