TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,ws,precip,swc_shallow,ppfd_in,vpd,ext_rad
2017-01-02T02:30:00Z,2017-01-01T21:28:48Z,-2.7,68.9,7,0.9,0.05,0.35,14.797999999999998,0.1556387861561699,0
2017-01-02T03:00:00Z,2017-01-01T21:58:48Z,-4.1,78,0,0,0.05,0.35,0,0.09910933502913562,0
2017-01-02T03:30:00Z,2017-01-01T22:28:48Z,-5.3,82.6,0,0.6,0.05,0.35,0,0.07155740267037457,0
2017-01-02T04:00:00Z,2017-01-01T22:58:48Z,-5.4,83.4,0,0.1,0.05,0.35,0,0.06774789137219044,0
2017-01-02T04:30:00Z,2017-01-01T23:28:48Z,-5.8,86.4,0,0,0.05,0.35,0,0.05383033040781505,0
2017-01-02T05:00:00Z,2017-01-01T23:58:22Z,-7.3,85.4,0,0.6,0.05,0.35,0,0.051469503739102376,0
2017-01-02T05:30:00Z,2017-01-02T00:28:22Z,-7.3,86.8,0,0,0,0.35,0,0.04653407187370903,0
2017-01-02T06:00:00Z,2017-01-02T00:58:22Z,-7.3,88.1,0,0.9,0,0.35,0,0.04195117085584378,0
2017-01-02T06:30:00Z,2017-01-02T01:28:22Z,-8.8,89.3,0,0.2,0,0.35,0,0.03354443332472306,0
2017-01-02T07:00:00Z,2017-01-02T01:58:22Z,-8.4,87.9,0,0.2,0,0.35,0,0.03914512759676358,0
2017-01-02T07:30:00Z,2017-01-02T02:28:22Z,-7.6,89.1,0,0.3,0,0.35,0,0.03753924332520812,0
2017-01-02T08:00:00Z,2017-01-02T02:58:22Z,-8.6,90.4,0,0.3,0,0.35,0,0.03057326348006476,0
2017-01-02T08:30:00Z,2017-01-02T03:28:22Z,-8.9,90.2,0,0.7,0,0.35,0,0.030481846042207304,0
2017-01-02T09:00:00Z,2017-01-02T03:58:22Z,-9.5,91.3,0,0.5,0,0.35,0,0.025807238026207664,0
2017-01-02T09:30:00Z,2017-01-02T04:28:22Z,-8.5,93.1,0,0.2,0,0.35,0,0.022147874631886125,0
2017-01-02T10:00:00Z,2017-01-02T04:58:22Z,-8.8,92.2,0,0.5,0,0.35,0,0.024452951395592504,0
2017-01-02T10:30:00Z,2017-01-02T05:28:22Z,-9.3,92.2,0,0.5,0,0.35,0,0.02350679351119988,0
2017-01-02T11:00:00Z,2017-01-02T05:58:22Z,-8.9,93.8,0,0.2,0,0.35,0,0.01928443321037607,0
2017-01-02T11:30:00Z,2017-01-02T06:28:22Z,-8.8,93.7,0,0.1,0,0.35,0,0.01975046074259394,0
2017-01-02T12:00:00Z,2017-01-02T06:58:22Z,-9.2,93.4,0,0.4,0,0.35,0,0.020048246701560395,0
2017-01-02T12:30:00Z,2017-01-02T07:28:22Z,-8.8,92.4,0,0.6,0,0.35,0,0.023825952641859362,0
2017-01-02T13:00:00Z,2017-01-02T07:58:22Z,-9.9,91.1,0,0.7,0,0.35,0,0.025575401387193015,87.87366875913403
2017-01-02T13:30:00Z,2017-01-02T08:28:22Z,-8.2,93.1,0,1.1,0,0.35,0,0.022675200444976343,194.03960265331574
2017-01-02T14:00:00Z,2017-01-02T08:58:22Z,-8.3,92,0,0.4,0,0.35,0,0.026084870669341738,290.53200595268675
2017-01-02T14:30:00Z,2017-01-02T09:28:22Z,-8.4,91.8,0,1.8,0,0.35,0,0.02652810299945964,375.70092747356665
2017-01-02T15:00:00Z,2017-01-02T09:58:22Z,-8.2,90.3,0,0.6,0,0.35,0,0.031876731060329025,448.0900385081155
2017-01-02T15:30:00Z,2017-01-02T10:28:22Z,-8.5,89.3,0,1.4,0,0.35,0,0.034345254863939315,506.4615350912533
2017-01-02T16:00:00Z,2017-01-02T10:58:22Z,-8.5,90.1,0,0.4,0,0.35,0,0.03177738534140183,549.8173036740666
2017-01-02T16:30:00Z,2017-01-02T11:28:22Z,-8.7,90.7,0,0.1,0,0.35,0,0.029385838535563896,577.4159882827213
2017-01-02T17:00:00Z,2017-01-02T11:58:22Z,-8.3,91.4,0,0.1,0,0.35,0,0.02804123596954237,588.7856673228981
2017-01-02T17:30:00Z,2017-01-02T12:28:22Z,-8.7,91.4,2,0.5,0,0.35,4.228,0.027174001226435426,583.7319232615303
2017-01-02T18:00:00Z,2017-01-02T12:58:22Z,-7.7,91.8,23,0.7,0,0.35,48.622,0.028021251661997433,562.3411671955522
2017-01-02T18:30:00Z,2017-01-02T13:28:22Z,-7.3,90.3,69,0.5,0,0.35,145.86599999999999,0.03419549221022557,524.9791614555229
2017-01-02T19:00:00Z,2017-01-02T13:58:22Z,-6.2,91.2,78,0,0,0.35,164.892,0.0337772728233079,472.2847655018749
2017-01-02T19:30:00Z,2017-01-02T14:28:22Z,-3.2,82.1,113,1.2,0,0.35,238.88199999999998,0.08629087955362007,405.15901204993406
2017-01-02T20:00:00Z,2017-01-02T14:58:22Z,-2.3,77.3,180,1.5,0,0.35,380.52,0.1170386553892403,324.7497002095981
2017-01-02T20:30:00Z,2017-01-02T15:28:22Z,-2.4,80.1,73,0.8,0,0.35,154.322,0.10184136860599326,232.43176908203648
2017-01-02T21:00:00Z,2017-01-02T15:58:22Z,-2.2,76.8,161,0.5,0,0.35,340.354,0.12050941564774488,129.78378740666244
2017-01-02T21:30:00Z,2017-01-02T16:28:22Z,-1.7,74.1,111,0.9,0,0.35,234.654,0.13961713750730798,18.560961265311462
2017-01-02T22:00:00Z,2017-01-02T16:58:22Z,-1.6,70.8,218,1.8,0,0.35,460.852,0.15857499301358624,0
2017-01-02T22:30:00Z,2017-01-02T17:28:22Z,-0.6,65.6,146,1.5,0,0.35,308.644,0.20108877260537508,0
2017-01-02T23:00:00Z,2017-01-02T17:58:22Z,-0.6,66.7,132,0.8,0,0.35,279.048,0.19465860836508686,0
2017-01-02T23:30:00Z,2017-01-02T18:28:22Z,-0.4,65.9,129,2.6,0,0.35,272.70599999999996,0.20227696879895782,0
2017-01-03T00:00:00Z,2017-01-02T18:58:22Z,-0.3,65.9,101,2.1,0,0.35,213.51399999999998,0.2037622345814551,0
2017-01-03T00:30:00Z,2017-01-02T19:28:22Z,-0.3,65.6,67,1.5,0,0.35,141.638,0.20555486421120403,0
2017-01-03T01:00:00Z,2017-01-02T19:58:22Z,-0.2,66.4,84,0.7,0,0.35,177.576,0.20224748744843682,0
2017-01-03T01:30:00Z,2017-01-02T20:28:22Z,-0.2,66.5,36,1.1,0,0.35,76.104,0.20164556040245932,0
2017-01-03T02:00:00Z,2017-01-02T20:58:22Z,-0.1,66.1,12,0.9,0,0.35,25.368,0.2055490080612333,0
2017-01-03T02:30:00Z,2017-01-02T21:28:22Z,0.1,63.4,2,1.3,0,0.35,4.228,0.2251812927721597,0
2017-01-03T03:00:00Z,2017-01-02T21:58:22Z,-0.1,64.5,0,1.8,0,0.35,0,0.21525043617031803,0
2017-01-03T03:30:00Z,2017-01-02T22:28:22Z,-0.1,66.1,0,1.5,0,0.35,0,0.2055490080612333,0
2017-01-03T04:00:00Z,2017-01-02T22:58:22Z,0.1,63.4,0,1,0,0.35,0,0.2251812927721597,0
2017-01-03T04:30:00Z,2017-01-02T23:28:22Z,0.2,62.6,0,1.3,0,0.35,0,0.23178564624320644,0
2017-01-03T05:00:00Z,2017-01-02T23:57:57Z,0.2,62.9,0,2.1,0,0.35,0,0.22992640309152296,0
2017-01-03T05:30:00Z,2017-01-03T00:27:57Z,0.1,65.3,0,2.4,0,0.35,0,0.21349155352988908,0
2017-01-03T06:00:00Z,2017-01-03T00:57:57Z,-0.2,69.1,0,1.6,0,0.35,0,0.1859954572070446,0
2017-01-03T06:30:00Z,2017-01-03T01:27:57Z,-0.1,70.5,0,1.4,0,0.35,0,0.1788700807612502,0
2017-01-03T07:00:00Z,2017-01-03T01:57:57Z,-0.1,70.3,0,1.4,0,0.35,0,0.18008275927488582,0
2017-01-03T07:30:00Z,2017-01-03T02:27:57Z,-0.2,74.3,0,2.7,0,0.35,0,0.15469525081621507,0
2017-01-03T08:00:00Z,2017-01-03T02:57:57Z,-0.2,77.3,0,2.5,0,0.35,0,0.13663743943689036,0
2017-01-03T08:30:00Z,2017-01-03T03:27:57Z,-0.1,77.8,0,2.3,0,0.35,0,0.13460731501355097,0
2017-01-03T09:00:00Z,2017-01-03T03:57:57Z,-0.2,77.9,0,2.2,0,0.35,0,0.1330258771610254,0
2017-01-03T09:30:00Z,2017-01-03T04:27:57Z,-0.2,79.5,0,1.4,0,0.35,0,0.12339504442538556,0
2017-01-03T10:00:00Z,2017-01-03T04:57:57Z,-0.1,81.7,0,0.9,0,0.35,0,0.11096008399765686,0
2017-01-03T10:30:00Z,2017-01-03T05:27:57Z,0.1,85.7,0,1.9,0,0.35,0,0.08798066903393126,0
2017-01-03T11:00:00Z,2017-01-03T05:57:57Z,0,85.3,0,2,0,0.35,0,0.08978466000000002,0
2017-01-03T11:30:00Z,2017-01-03T06:27:57Z,-0.1,86.5,0,1.6,0,0.35,0,0.08185579967040264,0
2017-01-03T12:00:00Z,2017-01-03T06:57:57Z,-0.1,87.1,0,2.2,0,0.35,0,0.07821776412949585,0
2017-01-03T12:30:00Z,2017-01-03T07:27:57Z,-0.2,89.9,0,3.3,0,0.35,0,0.06079463164372653,0
2017-01-03T13:00:00Z,2017-01-03T07:57:57Z,-0.4,92.2,0,2,0,0.35,0,0.04626863215929238,86.46342993239666
2017-01-03T13:30:00Z,2017-01-03T08:27:57Z,-0.6,95.3,0,1.9,0,0.35,0,0.02747433811759487,192.96341071073687
2017-01-03T14:00:00Z,2017-01-03T08:57:57Z,-0.6,96.7,0,1.8,0,0.35,0,0.019290492720864416,289.833756276059
2017-01-03T14:30:00Z,2017-01-03T09:27:57Z,-0.4,97.6,0,2.6,0,0.35,0,0.014236502202859214,375.41803842620374
2017-01-03T15:00:00Z,2017-01-03T09:57:57Z,-0.4,98,0,2.4,0.03,0.35,0,0.011863751835716013,448.25281321394067
2017-01-03T15:30:00Z,2017-01-03T10:27:57Z,-0.3,98.3,0,1,0.03,0.35,0,0.01015823456857695,507.0926451050831
2017-01-03T16:00:00Z,2017-01-03T10:57:57Z,-0.3,98.4,0,1.6,0.05,0.35,0,0.009560691358660592,550.931403341597
2017-01-03T16:30:00Z,2017-01-03T11:27:57Z,-0.2,98.5,0,1.4,0.08,0.35,0,0.009028905689662367,579.0194663501205
2017-01-03T17:00:00Z,2017-01-03T11:57:57Z,-0.2,98.6,0,1.6,0.08,0.35,0,0.008426978643684874,590.8765400063339
2017-01-03T17:30:00Z,2017-01-03T12:27:57Z,-0.2,98.7,1,1.3,0.1,0.35,2.114,0.007825051597707385,586.299870565946
2017-01-03T18:00:00Z,2017-01-03T12:57:57Z,-0.1,98.7,8,1.4,0.13,0.35,16.912,0.00788241033863137,565.3677118208275
2017-01-03T18:30:00Z,2017-01-03T13:27:57Z,0.3,98.7,21,3.2,0.13,0.35,44.394,0.008115575129908004,528.4379871892168
2017-01-03T19:00:00Z,2017-01-03T13:57:57Z,0.4,98.6,27,3.5,0.13,0.35,57.077999999999996,0.008803640615612684,476.14216961230755
2017-01-03T19:30:00Z,2017-01-03T14:27:57Z,0.4,98.5,25,3.8,0.15,0.35,52.849999999999994,0.009432472088156448,409.37448390276256
2017-01-03T20:00:00Z,2017-01-03T14:57:57Z,0.6,98.3,36,4,0.15,0.35,76.104,0.010846553391092587,329.27661617389964
2017-01-03T20:30:00Z,2017-01-03T15:27:57Z,0.8,98.3,30,3.2,0.18,0.35,63.419999999999995,0.01100498833470701,237.2181918052862
2017-01-03T21:00:00Z,2017-01-03T15:57:57Z,0.9,98.3,38,3.1,0.2,0.35,80.332,0.011084968977071404,134.7733557559967
2017-01-03T21:30:00Z,2017-01-03T16:27:57Z,0.9,98.2,59,3.1,0.23,0.35,124.726,0.011737025975722662,23.693855685569137
2017-01-03T22:00:00Z,2017-01-03T16:57:57Z,0.9,98.2,52,2.3,0.25,0.35,109.928,0.011737025975722662,0
2017-01-03T22:30:00Z,2017-01-03T17:27:57Z,0.9,98.2,59,1.7,0.28,0.35,124.726,0.011737025975722662,0
2017-01-03T23:00:00Z,2017-01-03T17:57:57Z,1.1,98.2,53,1.8,0.3,0.35,112.04199999999999,0.01190802770944602,0
2017-01-03T23:30:00Z,2017-01-03T18:27:57Z,1.2,98.2,50,2.2,0.33,0.35,105.69999999999999,0.011994350031509705,0
2017-01-04T00:00:00Z,2017-01-03T18:57:57Z,1.2,98.1,37,2.3,0.36,0.35,78.21799999999999,0.012660702811038024,0
2017-01-04T00:30:00Z,2017-01-03T19:27:57Z,1.2,98.1,24,1.9,0.38,0.36,50.736,0.012660702811038024,0
2017-01-04T01:00:00Z,2017-01-03T19:57:57Z,1.2,98.1,14,1.4,0.41,0.36,29.595999999999997,0.012660702811038024,0
2017-01-04T01:30:00Z,2017-01-03T20:27:57Z,1.3,98,17,1.5,0.46,0.36,35.937999999999995,0.013423582217391993,0
2017-01-04T02:00:00Z,2017-01-03T20:57:57Z,1.3,97.6,5,1.6,0.53,0.36,10.57,0.01610829866087039,0
2017-01-04T02:30:00Z,2017-01-03T21:27:57Z,1.4,97,1,1.7,0.58,0.37,2.114,0.020281087704455206,0
2017-01-04T03:00:00Z,2017-01-03T21:57:57Z,1.3,96.8,0,1.5,0.71,0.37,0,0.02147773154782719,0
2017-01-04T03:30:00Z,2017-01-03T22:27:57Z,1.5,97.1,0,2.2,0.86,0.38,0,0.019746807192218094,0
2017-01-04T04:00:00Z,2017-01-03T22:57:57Z,1.5,96.5,0,2.1,0.99,0.39,0,0.023832353507849426,0
2017-01-04T04:30:00Z,2017-01-03T23:27:57Z,1.5,96.8,0,1.5,1.07,0.4,0,0.02178958035003376,0
2017-01-04T05:00:00Z,2017-01-03T23:57:33Z,1.6,97,0,2.4,1.09,0.4,0,0.020575310027015424,0
2017-01-04T05:30:00Z,2017-01-04T00:27:33Z,1.4,97.5,0,1.5,0.05,0.41,0,0.016900906420379336,0
2017-01-04T06:00:00Z,2017-01-04T00:57:33Z,1.4,97.8,0,1,0.08,0.41,0,0.014872797649933817,0
2017-01-04T06:30:00Z,2017-01-04T01:27:33Z,1.3,97.8,0,1.3,0.1,0.41,0,0.014765940439131193,0
2017-01-04T07:00:00Z,2017-01-04T01:57:33Z,1.3,97.8,0,1,0.1,0.41,0,0.014765940439131193,0
2017-01-04T07:30:00Z,2017-01-04T02:27:33Z,1.1,97.9,0,0.5,0.1,0.41,0,0.013892698994353617,0
2017-01-04T08:00:00Z,2017-01-04T02:57:33Z,0.9,98.2,0,0.9,0.13,0.41,0,0.011737025975722662,0
2017-01-04T08:30:00Z,2017-01-04T03:27:33Z,0.9,98.4,0,0.3,0.13,0.41,0,0.010432911978420074,0
2017-01-04T09:00:00Z,2017-01-04T03:57:33Z,1.1,98.6,0,0.7,0.13,0.41,0,0.009261799329569127,0
2017-01-04T09:30:00Z,2017-01-04T04:27:33Z,1.1,98.6,0,1.1,0.15,0.41,0,0.009261799329569127,0
2017-01-04T10:00:00Z,2017-01-04T04:57:33Z,0.7,98.6,0,0.4,0.2,0.41,0,0.008997484919811293,0
2017-01-04T10:30:00Z,2017-01-04T05:27:33Z,0.7,98.6,0,0,0.28,0.41,0,0.008997484919811293,0
2017-01-04T11:00:00Z,2017-01-04T05:57:33Z,0.7,98.7,0,0.1,0.3,0.41,0,0.008354807425539058,0
2017-01-04T11:30:00Z,2017-01-04T06:27:33Z,0.7,98.7,0,0.3,0.33,0.41,0,0.008354807425539058,0
2017-01-04T12:00:00Z,2017-01-04T06:57:33Z,0.6,98.7,0,0,0.33,0.41,0,0.008294423181423743,0
2017-01-04T12:30:00Z,2017-01-04T07:27:33Z,0.7,98.8,0,0.4,0.33,0.41,0,0.007712129931266822,0
2017-01-04T13:00:00Z,2017-01-04T07:57:33Z,0.6,98.8,0,0.2,0.33,0.41,0,0.007656390629006532,85.2672321241432
2017-01-04T13:30:00Z,2017-01-04T08:27:33Z,0.6,98.8,0,0,0.33,0.41,0,0.007656390629006532,192.0978303772225
2017-01-04T14:00:00Z,2017-01-04T08:57:33Z,0.6,98.8,0,0,0.33,0.41,0,0.007656390629006532,289.34115231879684
2017-01-04T14:30:00Z,2017-01-04T09:27:33Z,0.5,98.8,0,0.1,0.33,0.41,0,0.007601007192620549,375.33437640556104
2017-01-04T15:00:00Z,2017-01-04T09:57:33Z,0.4,98.8,0,0.1,0.33,0.41,0,0.0075459776705251586,448.60705209152326
2017-01-04T15:30:00Z,2017-01-04T10:27:33Z,0.4,98.8,0,0.2,0.33,0.41,0,0.0075459776705251586,507.9062440385533
2017-01-04T16:00:00Z,2017-01-04T10:57:33Z,0.4,98.9,0,0,0.33,0.41,0,0.006917146197981326,552.2179569324361
2017-01-04T16:30:00Z,2017-01-04T11:27:33Z,0.5,98.9,0,0.3,0.33,0.41,0,0.006967589926568767,580.7844745445358
2017-01-04T17:00:00Z,2017-01-04T11:57:33Z,0.6,99,0,0.7,0.33,0.41,0,0.00638032552417211,593.117316544056
2017-01-04T17:30:00Z,2017-01-04T12:27:33Z,2.8,98.6,2,1.7,0.33,0.41,4.228,0.010463146649366145,589.0055914999792
2017-01-04T18:00:00Z,2017-01-04T12:57:33Z,1.2,95.7,13,1.4,0.33,0.41,27.482,0.02865316951971756,568.5196032345184
2017-01-04T18:30:00Z,2017-01-04T13:27:33Z,2.3,98.6,32,1.3,0.33,0.41,67.648,0.010096314089461331,532.0096488557939
2017-01-04T19:00:00Z,2017-01-04T13:57:33Z,3.8,90.7,46,2.3,0.33,0.41,97.244,0.07461407384303984,480.10002901740717
2017-01-04T19:30:00Z,2017-01-04T14:27:33Z,3.7,90.2,44,4.1,0.33,0.41,93.01599999999999,0.07807197780553216,413.67837282182774
2017-01-04T20:00:00Z,2017-01-04T14:57:33Z,3.8,90,36,3.3,0.33,0.41,76.104,0.08023018692799982,333.8804599021208
2017-01-04T20:30:00Z,2017-01-04T15:27:33Z,3.8,89.1,40,3.7,0.33,0.41,84.56,0.0874509037515199,242.07079921351786
2017-01-04T21:00:00Z,2017-01-04T15:57:33Z,3.8,88.5,60,3.5,0.33,0.42,126.83999999999999,0.0922647149671998,139.81929662499596
2017-01-04T21:30:00Z,2017-01-04T16:27:33Z,3.8,83.7,119,4.2,0.33,0.42,251.56599999999997,0.13077520469263967,28.874410281818836
2017-01-04T22:00:00Z,2017-01-04T16:57:33Z,5.2,78.7,313,4.6,0.33,0.43,661.682,0.18854280786220545,0
2017-01-04T22:30:00Z,2017-01-04T17:27:33Z,4.2,76.3,119,5.4,0.33,0.44,251.56599999999997,0.19558484318004107,0
2017-01-04T23:00:00Z,2017-01-04T17:57:33Z,3.6,81.1,121,4.5,0.33,0.45,255.79399999999998,0.1495063471487389,0
2017-01-04T23:30:00Z,2017-01-04T18:27:33Z,3.8,75,94,3.1,0.33,0.45,198.71599999999998,0.20057546731999962,0
2017-01-05T00:00:00Z,2017-01-04T18:57:33Z,4.3,66,221,6.2,0.33,0.45,467.19399999999996,0.28256710895122983,0
2017-01-05T00:30:00Z,2017-01-04T19:27:33Z,4.1,64.9,145,5.1,0.33,0.45,306.53,0.28763091354206194,0
2017-01-05T01:00:00Z,2017-01-04T19:57:33Z,4.1,61.8,129,4.3,0.33,0.45,272.70599999999996,0.3130342135984834,0
2017-01-05T01:30:00Z,2017-01-04T20:27:33Z,3.3,65.4,39,4.9,0.33,0.45,82.446,0.2679443275418449,0
2017-01-05T02:00:00Z,2017-01-04T20:57:33Z,2.2,64.3,14,3.2,0.33,0.45,29.595999999999997,0.2556202602349802,0
2017-01-05T02:30:00Z,2017-01-04T21:27:33Z,2.2,54.6,10,3,0.33,0.44,21.14,0.32507450461255183,0
2017-01-05T03:00:00Z,2017-01-04T21:57:33Z,1.3,63.6,0,4.6,0.33,0.44,0,0.24430919635653403,0
2017-01-05T03:30:00Z,2017-01-04T22:27:33Z,0.2,72.5,0,4.3,0.33,0.44,0,0.17043062223765182,0
2017-01-05T04:00:00Z,2017-01-04T22:57:33Z,-0.9,73.2,0,2.5,0.33,0.44,0,0.1532497244672614,0
2017-01-05T04:30:00Z,2017-01-04T23:27:33Z,-0.4,53.2,0,4.5,0.33,0.43,0,0.27761179295575444,0
2017-01-05T05:00:00Z,2017-01-04T23:57:09Z,-0.9,49.2,0,4.7,0.33,0.43,0,0.29048828369167456,0
2017-01-05T05:30:00Z,2017-01-05T00:27:09Z,-1.6,51.7,0,4.1,0,0.43,0,0.26230041652589775,0
2017-01-05T06:00:00Z,2017-01-05T00:57:09Z,-1.7,51.8,0,3.3,0,0.43,0,0.25982803196340715,0
2017-01-05T06:30:00Z,2017-01-05T01:27:09Z,-2.4,59.4,0,4.9,0,0.43,0,0.20777686258308167,0
2017-01-05T07:00:00Z,2017-01-05T01:57:09Z,-3.8,81,0,3.8,0.03,0.43,0,0.08755434118078954,0
2017-01-05T07:30:00Z,2017-01-05T02:27:09Z,-3.9,72.5,0,2.4,0.03,0.43,0,0.12577149497166357,0
2017-01-05T08:00:00Z,2017-01-05T02:57:09Z,-4.7,84.1,0,3,0.03,0.43,0,0.06844590622623142,0
2017-01-05T08:30:00Z,2017-01-05T03:27:09Z,-4.4,68.1,0,3.5,0.03,0.43,0,0.14048329602087742,0
2017-01-05T09:00:00Z,2017-01-05T03:57:09Z,-5.2,77.7,0,5,0.03,0.42,0,0.0924112641522632,0
2017-01-05T09:30:00Z,2017-01-05T04:27:09Z,-5.6,80.2,0,3.2,0.05,0.42,0,0.0795809143189996,0
2017-01-05T10:00:00Z,2017-01-05T04:57:09Z,-5.7,74.1,0,3.8,0.05,0.42,0,0.103304004349676,0
2017-01-05T10:30:00Z,2017-01-05T05:27:09Z,-5.8,66.8,0,3.2,0.05,0.42,0,0.13140933599554863,0
2017-01-05T11:00:00Z,2017-01-05T05:57:09Z,-5.6,63.6,0,3.8,0.05,0.42,0,0.14630026672785784,0
