TIMESTAMP,solar_TIMESTAMP,ESP_TIL_PIN_Psy_Js_1,ESP_TIL_PIN_Psy_Js_2,ESP_TIL_PIN_Psy_Js_3,ESP_TIL_PIN_Psy_Js_4,ESP_TIL_PIN_Psy_Js_5,ESP_TIL_PIN_Psy_Js_6,ESP_TIL_PIN_Psy_Js_7,ESP_TIL_PIN_Psy_Js_8,ESP_TIL_PIN_Psy_Js_9
2010-07-12T01:30:00Z,2010-07-12T01:28:28Z,0.32124103200000004,0.28200614399999996,0.1489491,0.121516056,0.198480888,0.185235192,0.211722156,0.118284264,0.086041224
2010-07-12T01:45:00Z,2010-07-12T01:43:28Z,0.295387668,0.245968812,0.13046882399999998,0.115709688,0.174681,0.164727468,0.18372006000000002,0.10035914400000001,0.0654687
2010-07-12T01:59:59Z,2010-07-12T01:58:27Z,0.279837036,0.24734271600000002,0.15701774400000001,0.119329452,0.176518692,0.18015285599999997,0.197095392,0.09336430800000001,0.06719562
2010-07-12T02:15:00Z,2010-07-12T02:13:28Z,0.25199586,0.24468102,0.157984488,0.105871248,0.15162368399999998,0.173282292,0.180861048,0.07574061600000001,0.055707191999999996
2010-07-12T02:30:00Z,2010-07-12T02:28:28Z,0.254456964,0.23693835600000002,0.190932552,0.11799000000000001,0.15492078,0.189344376,0.187258716,0.088359552,0.082650636
2010-07-12T02:44:59Z,2010-07-12T02:43:27Z,0.22873968,0.22153741200000002,0.161143344,0.111196368,0.15785316,0.161834688,0.176174244,0.08793025200000001,0.071587476
2010-07-12T03:00:00Z,2010-07-12T02:58:28Z,0.19411826399999998,0.190643544,0.149221764,0.10497700800000001,0.146712492,0.14869295999999999,0.149850792,0.133288272,0.056464308
2010-07-12T03:15:00Z,2010-07-12T03:13:28Z,0.189331884,0.191022264,0.171675828,0.13788856800000002,0.154091304,0.194395212,0.16835911199999998,0.087636168,0.082349172
2010-07-12T03:29:59Z,2010-07-12T03:28:27Z,0.19059519599999997,0.201298428,0.20996902799999997,0.168225408,0.188608032,0.218083608,0.19920322799999998,0.106879248,0.101814732
2010-07-12T03:45:00Z,2010-07-12T03:43:28Z,0.194416236,0.220812048,0.23915224799999998,0.19059282,0.205654752,0.259436232,0.23535827999999998,0.14469534,0.116882856
2010-07-12T04:00:00Z,2010-07-12T03:58:28Z,0.198713484,0.216432864,0.22673142000000002,0.18236286,0.200514384,0.24829794,0.27130593599999997,0.1484973,0.121744692
2010-07-12T04:14:59Z,2010-07-12T04:13:27Z,0.19977037199999997,0.228874356,0.23162529599999998,0.170840808,0.211402836,0.239693688,0.309995604,0.155578212,0.132223572
2010-07-12T04:30:00Z,2010-07-12T04:28:28Z,0.20390817600000002,0.22083048,0.191440188,0.12875418,0.209069316,0.205723332,0.319002552,0.144258948,0.1304712
2010-07-12T04:45:00Z,2010-07-12T04:43:28Z,0.182090808,0.207797544,0.17674333200000003,0.121144716,0.18529369199999998,0.18985654800000001,0.33418054799999997,0.13106800799999999,0.122425128
2010-07-12T04:59:59Z,2010-07-12T04:58:27Z,0.16816568399999998,0.2214063,0.183219984,0.11505344399999999,0.16716056399999998,0.206144208,0.353441196,0.12244229999999999,0.114931296
2010-07-12T05:15:00Z,2010-07-12T05:13:28Z,0.18302036400000002,0.290761236,0.221045652,0.10645146,0.168332508,0.23042426400000002,0.41885658000000003,0.12027621599999999,0.110068092
2010-07-12T05:30:00Z,2010-07-12T05:28:28Z,0.177890616,0.38873552400000005,0.2761227,0.109015272,0.157891536,0.28146484800000005,0.485261208,0.113083812,0.110164068
2010-07-12T05:44:59Z,2010-07-12T05:43:27Z,0.22242563999999998,0.575967672,0.39817314000000004,0.11109481199999999,0.152853804,0.38464675200000004,0.5866686720000001,0.124022556,0.130725396
2010-07-12T06:00:00Z,2010-07-12T05:58:28Z,0.269870148,0.7471374120000001,0.52974828,0.108825048,0.129216132,0.469234296,0.662754312,0.10560963599999999,0.15215443199999998
2010-07-12T06:15:00Z,2010-07-12T06:13:28Z,0.371371968,0.959981688,0.763919424,0.132825456,0.13633182,0.5764201919999999,0.744812892,0.105344856,0.226553976
2010-07-12T06:29:59Z,2010-07-12T06:28:27Z,0.539618292,1.0907780040000001,1.120795992,0.17126060399999998,0.143343612,0.6586918199999999,0.734516604,0.08604558,0.337253508
2010-07-12T06:45:00Z,2010-07-12T06:43:28Z,1.049027436,1.501199856,1.57504374,0.325219968,0.21685395600000001,0.968105952,1.028207952,0.146137716,0.542372904
2010-07-12T07:00:00Z,2010-07-12T06:58:28Z,1.6271898479999998,2.0746613519999997,1.863996084,0.486388548,0.318650688,1.457852436,1.325191644,0.21487478399999999,0.7339624199999999
2010-07-12T07:14:59Z,2010-07-12T07:13:27Z,2.237201244,2.622307428,2.150636976,0.711201348,0.476225028,1.832692824,1.55627424,0.36323488800000003,0.927287388
2010-07-12T07:30:00Z,2010-07-12T07:28:28Z,2.809645308,3.186859788,2.5190339760000002,1.080735408,0.7248234240000001,2.291912676,1.9257941880000002,0.602569332,1.236675816
2010-07-12T07:45:00Z,2010-07-12T07:43:28Z,3.1134733199999998,3.4265918880000004,2.673898596,1.358198928,0.865338408,2.519919648,2.10130488,0.772878924,1.392083424
2010-07-12T07:59:59Z,2010-07-12T07:58:27Z,3.341697444,3.610510812,2.766362652,1.559621736,0.993622572,2.681917668,2.183256324,0.9327932999999999,1.549272744
2010-07-12T08:15:00Z,2010-07-12T08:13:28Z,3.4632044279999996,3.671544852,2.766280896,1.72378296,1.0889371799999998,2.63736036,2.058135084,1.08060552,1.554812892
2010-07-12T08:30:00Z,2010-07-12T08:28:28Z,3.656618532,3.793320756,2.856439404,1.975637772,1.276026948,2.74032216,2.109075264,1.2734493119999999,1.630836072
2010-07-12T08:44:59Z,2010-07-12T08:43:27Z,3.780832788,3.862997568,2.999034432,2.189990484,1.4769717119999999,2.874017448,2.294993088,1.441995552,1.7399221919999999
2010-07-12T09:00:00Z,2010-07-12T08:58:28Z,3.650392332,3.720084408,2.907387324,2.158217172,1.496289348,2.614252896,2.025536076,1.5029653319999998,1.699518924
2010-07-12T09:15:00Z,2010-07-12T09:13:28Z,3.587803344,3.6308876039999998,2.9566398960000004,2.244433104,1.5295660199999999,2.602660896,2.010685032,1.5848163720000001,1.710120564
2010-07-12T09:29:59Z,2010-07-12T09:28:27Z,3.605540832,3.69584712,3.102643152,2.529837396,1.632440124,3.0319574759999997,2.3133981240000003,1.71529056,1.820460276
2010-07-12T09:45:00Z,2010-07-12T09:43:28Z,3.488662116,3.5352655200000003,2.9272655160000003,2.140628328,1.6809637679999998,2.1176811719999997,1.433556468,1.743605892,1.7547557040000001
2010-07-12T10:00:00Z,2010-07-12T09:58:28Z,3.5021684520000003,3.5432825759999997,2.9814773760000004,2.262968892,1.847649708,2.2651217999999997,1.5051755880000002,1.8531898199999999,1.8120994920000002
2010-07-12T10:14:59Z,2010-07-12T10:13:27Z,3.429832104,3.439561608,2.9553996959999997,2.220739848,1.987897104,2.226924864,1.418385168,1.8779333759999999,1.81616022
2010-07-12T10:30:00Z,2010-07-12T10:28:28Z,3.4968039479999997,3.509383356,2.974090608,2.359431792,2.192531184,2.4053427000000003,1.5019210799999998,2.00084112,1.886473368
2010-07-12T10:45:00Z,2010-07-12T10:43:28Z,3.403518588,3.427751412,2.907748908,2.434824504,2.325092364,2.571823584,1.487110068,2.004024924,1.898964756
2010-07-12T10:59:59Z,2010-07-12T10:58:27Z,3.898710612,3.834181728,3.0898888920000003,2.620188324,2.8785114,2.752662672,1.7101511640000002,2.3316844679999997,2.2105386
2010-07-12T11:15:00Z,2010-07-12T11:13:28Z,3.702853692,3.662170704,2.866052016,2.557540404,2.870600796,2.616352056,1.569924216,2.183769468,2.1202873920000003
2010-07-12T11:30:00Z,2010-07-12T11:28:28Z,3.159716724,3.174654384,2.608231464,2.3475615839999997,2.593505376,2.303123256,1.192684032,1.885830984,1.8695796480000002
2010-07-12T11:44:59Z,2010-07-12T11:43:27Z,3.171908736,3.165296868,2.6059088879999996,2.41029774,2.7380441159999998,2.35737576,1.2020733,1.897835868,1.9077486479999999
2010-07-12T12:00:00Z,2010-07-12T11:58:28Z,3.6190213559999997,3.5094461040000002,2.792921508,2.56679316,3.09466368,2.537197236,1.543667508,2.1003349680000003,2.186459748
2010-07-12T12:15:00Z,2010-07-12T12:13:28Z,3.1841448120000004,3.151570104,2.505608532,2.310205104,2.7276957719999997,2.305780236,1.24175862,1.815341472,1.9532462039999998
2010-07-12T12:29:59Z,2010-07-12T12:28:27Z,3.651184872,3.5138156040000004,2.82530124,2.540137896,3.091969152,2.608093728,1.5853220279999998,2.097561996,2.251646424
2010-07-12T12:45:00Z,2010-07-12T12:43:28Z,3.599215668,3.478228524,2.723602536,2.41371504,3.0187686240000002,2.502370512,1.583894376,2.0209639680000002,2.2933142639999997
2010-07-12T13:00:00Z,2010-07-12T12:58:28Z,3.090464784,3.019524372,2.464552944,2.190791592,2.61234432,2.217755952,1.221027372,1.7520374879999998,2.035671336
2010-07-12T13:14:59Z,2010-07-12T13:13:27Z,3.013357464,2.910297132,2.513720376,2.200645836,2.63225808,2.227430952,1.186827372,1.73591406,1.998313848
2010-07-12T13:30:00Z,2010-07-12T13:28:28Z,3.5459893080000002,3.3421596480000004,2.833366428,2.529771048,3.045638808,2.5302016800000002,1.4907516479999998,2.010516408,2.347543944
2010-07-12T13:45:00Z,2010-07-12T13:43:28Z,3.3687569159999997,3.13510338,2.6872529039999997,2.4259466880000002,2.867895468,2.405675124,1.286800164,1.868697684,2.253240396
2010-07-12T13:59:59Z,2010-07-12T13:58:27Z,3.36644082,3.130077132,2.728571868,2.324357316,2.8456534799999997,2.395845504,1.322324316,1.8853124039999998,2.288272932
2010-07-12T14:15:00Z,2010-07-12T14:13:28Z,3.13223886,2.934975528,2.582653968,2.189269368,2.674382328,2.2674813119999997,1.156925664,1.766228184,2.153591208
2010-07-12T14:30:00Z,2010-07-12T14:28:28Z,3.341690244,3.071656368,2.8068888960000002,2.351764152,2.8496701079999998,2.43990576,1.228129992,1.8623490120000001,2.288778336
2010-07-12T14:44:59Z,2010-07-12T14:43:27Z,3.284497044,2.9723419079999998,2.699578764,2.25196218,2.6819315280000002,2.2923603359999998,1.110698352,1.7584621560000002,2.2172907960000003
2010-07-12T15:00:00Z,2010-07-12T14:58:28Z,3.51313668,3.113949096,2.818861776,2.3439515760000003,2.866824216,2.422060128,1.27801332,1.904799312,2.3691549960000002
2010-07-12T15:15:00Z,2010-07-12T15:13:28Z,3.5823511439999995,3.237664644,2.9416389119999997,2.436336792,2.9698865999999997,2.5899489,1.324287216,2.0325202559999997,2.488662576
2010-07-12T15:29:59Z,2010-07-12T15:28:27Z,3.361026744,3.0703306679999995,2.804412456,2.234450808,2.798186076,2.426889816,1.1948215679999998,1.899751716,2.364192072
2010-07-12T15:45:00Z,2010-07-12T15:43:28Z,3.274941996,3.0096393839999998,2.649849912,2.1090803399999998,2.7177725880000003,2.259035424,1.134410616,1.8188986679999999,2.285577864
2010-07-12T16:00:00Z,2010-07-12T15:58:28Z,3.411197352,3.122901288,2.656803528,2.150974368,2.8392230520000004,2.315088216,1.239159132,1.920176244,2.34144324
2010-07-12T16:14:59Z,2010-07-12T16:13:27Z,3.15967986,2.9548775880000004,2.4296447160000003,2.0140625159999996,2.609797392,2.17317546,1.058920992,1.7475910559999999,2.205649728
2010-07-12T16:30:00Z,2010-07-12T16:28:28Z,3.4433516519999996,3.241141128,2.64001572,2.2206196080000002,2.8388661839999996,2.4073929,1.2822067799999999,1.907987256,2.40666948
2010-07-12T16:45:00Z,2010-07-12T16:43:28Z,3.0932910000000002,2.93360148,2.3664552839999997,1.999372176,2.536445772,2.16864702,1.02349548,1.669807584,2.206180008
2010-07-12T16:59:59Z,2010-07-12T16:58:27Z,3.237653052,3.1105890720000002,2.3418785879999997,2.062927872,2.62899018,2.258212356,1.139821668,1.7329243680000002,2.2974207840000003
2010-07-12T17:15:00Z,2010-07-12T17:13:28Z,2.9398841640000004,2.825919396,2.0460542040000003,1.83295224,2.405591388,1.97473536,1.0086447600000001,1.5587696160000002,2.1677406120000002
2010-07-12T17:30:00Z,2010-07-12T17:28:28Z,2.587923468,2.545014564,1.83205386,1.645784172,2.163752424,1.725250752,0.834824988,1.3671083160000002,2.0185749719999997
2010-07-12T17:44:59Z,2010-07-12T17:43:27Z,2.118279204,2.136139128,1.5230162880000002,1.312028856,1.788215112,1.341588636,0.5361906240000001,1.103068188,1.6795555199999999
2010-07-12T18:00:00Z,2010-07-12T17:58:28Z,2.554451964,2.602879056,1.984679856,1.607542632,2.171528856,1.96802784,1.029526596,1.367983044,1.8961412759999998
2010-07-12T18:15:00Z,2010-07-12T18:13:28Z,2.624590332,2.600978184,2.0042826479999998,1.557343188,2.1616722,1.939962636,1.154947248,1.316473704,1.950222744
2010-07-12T18:29:59Z,2010-07-12T18:28:27Z,2.4052895640000003,2.3645272680000002,1.770949548,1.4551491239999998,1.9777351680000002,1.860001992,1.0602865080000001,1.153666908,1.8266961240000001
2010-07-12T18:45:00Z,2010-07-12T18:43:28Z,2.25386604,2.195856612,1.65208266,1.356477948,1.8227817000000002,1.777307544,0.9961162199999999,1.043749368,1.71544212
2010-07-12T19:00:00Z,2010-07-12T18:58:28Z,2.225065608,2.10509766,1.57010022,1.32445476,1.8085913279999999,1.7315352000000002,1.124788644,1.02044016,1.682860536
2010-07-12T19:14:59Z,2010-07-12T19:13:27Z,1.912575204,1.823640732,1.3119700680000002,1.084763412,1.5015675960000001,1.41895062,0.989207748,0.8344521359999999,1.43866818
2010-07-12T19:30:00Z,2010-07-12T19:28:28Z,1.7647353000000001,1.6755755399999999,1.143052092,0.9603233640000001,1.361948832,1.257494076,0.958418208,0.7995021120000001,1.310827536
2010-07-12T19:45:00Z,2010-07-12T19:43:28Z,1.6052862239999999,1.4991799319999999,0.987974532,0.8558091,1.233697464,1.10918502,0.88819506,0.744793092,1.141111728
2010-07-12T19:59:59Z,2010-07-12T19:58:27Z,1.410321636,1.300298724,0.844199676,0.7169169240000001,1.034476704,0.9292638599999999,0.798401232,0.638088048,0.9555697439999999
2010-07-12T20:15:00Z,2010-07-12T20:13:28Z,1.122498144,1.0366192079999998,0.64909584,0.528088536,0.810019512,0.715482828,0.6155246879999999,0.514989504,0.722584908
2010-07-12T20:30:00Z,2010-07-12T20:28:28Z,1.04891796,0.9582031440000001,0.567306504,0.482124168,0.74467152,0.659659392,0.5957469,0.493144416,0.610384572
2010-07-12T20:44:59Z,2010-07-12T20:43:27Z,0.983482128,0.8755673039999999,0.524679372,0.431966016,0.6794073359999999,0.635675544,0.5827968,0.44687736,0.518927724
2010-07-12T21:00:00Z,2010-07-12T20:58:28Z,0.858268224,0.752597388,0.465014556,0.371353608,0.582409548,0.5573601,0.53269218,0.398428956,0.42476421599999997
2010-07-12T21:15:00Z,2010-07-12T21:13:28Z,0.8022123,0.7089384959999999,0.43654348800000004,0.34890894,0.555078132,0.566565084,0.58908096,0.393571764,0.36803512800000004
2010-07-12T21:29:59Z,2010-07-12T21:28:27Z,0.79635474,0.703076004,0.42825646800000006,0.336164436,0.556366464,0.577302228,0.621167004,0.38080314,0.35343237600000005
2010-07-12T21:45:00Z,2010-07-12T21:43:28Z,0.7426892159999999,0.650679264,0.394564212,0.30426854400000003,0.532003248,0.528007644,0.581475672,0.353299212,0.305035164
2010-07-12T22:00:00Z,2010-07-12T21:58:28Z,0.6634791720000001,0.587089368,0.35823949199999994,0.284345784,0.46341111599999996,0.490380768,0.52205058,0.306182016,0.265330008
2010-07-12T22:14:59Z,2010-07-12T22:13:27Z,0.625346964,0.537112512,0.35167626,0.263189376,0.44414874,0.45895453199999997,0.491709492,0.278149248,0.23365922400000003
2010-07-12T22:30:00Z,2010-07-12T22:28:28Z,0.583704792,0.503614476,0.35316115200000003,0.25315232400000004,0.41047246800000003,0.433177812,0.45470318400000004,0.261647424,0.211575492
2010-07-12T22:45:00Z,2010-07-12T22:43:28Z,0.527320584,0.480317364,0.325582524,0.231060096,0.386588196,0.413677656,0.44593351200000003,0.24805807200000002,0.18765403200000003
2010-07-12T22:59:59Z,2010-07-12T22:58:27Z,0.508956444,0.446196996,0.327681144,0.21164302799999998,0.371415132,0.398225196,0.436011552,0.22898620799999997,0.17613
2010-07-12T23:15:00Z,2010-07-12T23:13:28Z,0.44868168,0.391220856,0.31679784,0.177604704,0.3434967,0.353578968,0.40229719199999997,0.20930292,0.14722459200000002
2010-07-12T23:30:00Z,2010-07-12T23:28:28Z,0.44031564,0.382848624,0.2839977,0.148553748,0.325803348,0.34786184400000003,0.456728544,0.181311228,0.130939524
2010-07-12T23:44:59Z,2010-07-12T23:43:27Z,0.381704004,0.339295392,0.250187688,0.12087723600000001,0.270219888,0.32369644799999997,0.454111344,0.15391933200000002,0.106231068
2010-07-13T00:00:00Z,2010-07-12T23:58:23Z,0.423333108,0.351638604,0.22649587200000001,0.132083172,0.297274392,0.35792931599999994,0.532663308,0.14832118800000002,0.114392916
2010-07-13T00:15:00Z,2010-07-13T00:13:23Z,0.43849476,0.69451416,0.228087504,0.115639344,0.290584584,0.3091428,0.437774184,0.31595778,0.113182056
2010-07-13T00:29:59Z,2010-07-13T00:28:22Z,0.40685911199999997,0.6672066839999999,0.21490063199999998,0.101757024,0.2854017,0.22419813600000002,0.304243272,0.317278368,0.10286676
2010-07-13T00:45:00Z,2010-07-13T00:43:23Z,0.361618848,0.602031384,0.18655059599999999,0.07872192,0.25586719199999997,0.196912836,0.271167012,0.282075012,0.078829272
2010-07-13T01:00:00Z,2010-07-13T00:58:23Z,0.322175484,0.523186704,0.166095576,0.074415852,0.2164617,0.17884184399999997,0.23191686,0.23511294000000002,0.062826732
2010-07-13T01:14:59Z,2010-07-13T01:13:22Z,0.296147628,0.48544657199999997,0.1458036,0.07548094799999999,0.17835102000000003,0.166789404,0.221362236,0.199703664,0.060661584000000005
2010-07-13T01:30:00Z,2010-07-13T01:28:23Z,0.24622286399999999,0.415284696,0.115655112,0.050848848,0.14494237199999999,0.162295092,0.23332399199999998,0.160119432,0.04887233999999999
2010-07-13T01:45:00Z,2010-07-13T01:43:23Z,0.225153864,0.388434708,0.118538352,0.05848164,0.136759212,0.164100636,0.25735539599999996,0.1370511,0.038917908
2010-07-13T01:59:59Z,2010-07-13T01:58:22Z,0.256567716,0.404490348,0.16639333199999998,0.08820759599999999,0.176898636,0.237883284,0.33768140399999996,0.182725488,0.073415484
2010-07-13T02:15:00Z,2010-07-13T02:13:23Z,0.24623157599999998,0.38549199600000006,0.161228196,0.10977588,0.166180752,0.259195032,0.36208508399999995,0.184831272,0.071018892
2010-07-13T02:30:00Z,2010-07-13T02:28:23Z,0.211909824,0.16940080799999999,0.16051737600000002,0.126152028,0.153741672,0.276944076,0.36791856,0.159687648,0.090728784
2010-07-13T02:44:59Z,2010-07-13T02:43:22Z,0.223911144,0.17079497999999999,0.18646758,0.118313892,0.16710102000000002,0.283515732,0.426686436,0.085482324,0.099579024
2010-07-13T03:00:00Z,2010-07-13T02:58:23Z,0.23807070000000002,0.19054907999999998,0.213473484,0.108917604,0.19298933999999998,0.215513496,0.332179956,0.112072248,0.118909404
2010-07-13T03:15:00Z,2010-07-13T03:13:23Z,0.19177909199999998,0.169206264,0.19552841999999998,0.11506042799999999,0.17846769599999998,0.16505064,0.212142924,0.104247864,0.120256956
2010-07-13T03:29:59Z,2010-07-13T03:28:22Z,0.18964688400000002,0.154594872,0.182960388,0.115560072,0.17418006,0.168339564,0.18587455200000003,0.099728856,0.13009921200000002
2010-07-13T03:45:00Z,2010-07-13T03:43:23Z,0.175530564,0.175450032,0.21318577200000002,0.149254416,0.193160052,0.183459276,0.19521673199999998,0.116023464,0.139610772
2010-07-13T04:00:00Z,2010-07-13T03:58:23Z,0.134995896,0.14067324,0.16085052,0.11218766399999999,0.16629101999999998,0.131205888,0.163366812,0.094936968,0.121437108
2010-07-13T04:14:59Z,2010-07-13T04:13:22Z,0.11019380399999999,0.108114228,0.139522572,0.120361788,0.147136824,0.12095495999999999,0.147966444,0.081715392,0.127117764
2010-07-13T04:30:00Z,2010-07-13T04:28:23Z,0.101836116,0.111761172,0.15613869600000002,0.11994678,0.158227776,0.128912076,0.15085126799999998,0.08681778,0.131919264
2010-07-13T04:45:00Z,2010-07-13T04:43:23Z,0.083826396,0.104053212,0.151801668,0.11577315599999999,0.158759028,0.12264901199999999,0.20074381200000002,0.08219854800000001,0.124311528
2010-07-13T04:59:59Z,2010-07-13T04:58:22Z,0.044015688000000004,0.052530192,0.09418302,0.072498348,0.111693456,0.087030144,0.170402184,0.047782835999999995,0.083958084
2010-07-13T05:15:00Z,2010-07-13T05:13:23Z,0.038037348000000006,0.057813084,0.095967684,0.066072852,0.09743317200000001,0.10942869599999999,0.19923965999999999,0.044979875999999995,0.08230525200000001
2010-07-13T05:30:00Z,2010-07-13T05:28:23Z,0.044392248,0.112867488,0.12298049999999999,0.074165832,0.090299772,0.1422252,0.266364216,0.05498082,0.08082972
2010-07-13T05:44:59Z,2010-07-13T05:43:22Z,0.041999436,0.177879528,0.129085128,0.06635933999999999,0.070141392,0.16128251999999998,0.310802112,0.03487811267796728,0.07442712
2010-07-13T06:00:00Z,2010-07-13T05:58:23Z,0.079071264,0.31111236,0.22740663600000002,0.08378632800000001,0.084665088,0.245526552,0.458053884,0.055991952000000005,0.09865026
2010-07-13T06:15:00Z,2010-07-13T06:13:23Z,0.159439356,0.5222840400000001,0.42444842400000005,0.108913968,0.11234268,0.300729384,0.46978632,0.090813492,0.152281152
2010-07-13T06:29:59Z,2010-07-13T06:28:22Z,0.249569352,0.7346155320000001,0.795538404,0.14693947200000002,0.106778016,0.402767064,0.552754188,0.088796628,0.22188013199999998
2010-07-13T06:45:00Z,2010-07-13T06:43:23Z,0.626803416,1.18388322,1.322919036,0.256001184,0.166012848,0.629919792,0.825762168,0.140646096,0.387714276
2010-07-13T07:00:00Z,2010-07-13T06:58:23Z,1.157637204,1.795461912,1.776331656,0.434263428,0.247897152,1.102764348,1.201491396,0.228645036,0.61944552
2010-07-13T07:14:59Z,2010-07-13T07:13:22Z,1.6780488839999999,2.2285548,2.083363416,0.6191064,0.342565092,1.4925566879999999,1.4808948839999998,0.30781584,0.8361748800000001
2010-07-13T07:30:00Z,2010-07-13T07:28:23Z,2.022860448,2.498020128,2.1603709440000003,0.778813164,0.33955038,1.64293632,1.533486888,0.371510208,0.970090344
2010-07-13T07:45:00Z,2010-07-13T07:43:23Z,2.186738424,2.650884408,2.19272022,0.940234716,0.35468027999999996,1.7543750400000002,1.470295332,0.45101379599999997,1.025727624
2010-07-13T07:59:59Z,2010-07-13T07:58:22Z,2.474734176,2.9283975360000003,2.4095496599999997,1.1630457,0.47044112400000004,1.952681544,1.4928896880000002,0.594939528,1.13482476
2010-07-13T08:15:00Z,2010-07-13T08:13:23Z,2.8491584760000004,3.1911240600000004,2.618756748,1.463494464,0.634480668,2.168402292,1.611761292,0.7847858520000001,1.2736698119999998
2010-07-13T08:30:00Z,2010-07-13T08:28:23Z,3.0793867919999998,3.271511556,2.6266937759999998,1.6337052,0.785605752,2.148090876,1.5707057400000002,0.911941632,1.303461072
2010-07-13T08:44:59Z,2010-07-13T08:43:22Z,3.18837726,3.31605864,2.722418064,1.82068398,0.946108584,2.24483004,1.678254768,1.07205714,1.360530504
2010-07-13T09:00:00Z,2010-07-13T08:58:23Z,3.111732864,3.212741232,2.563451388,1.8639932399999999,1.025001396,2.073834324,1.484022672,1.142468424,1.322931924
2010-07-13T09:15:00Z,2010-07-13T09:13:23Z,3.149260884,3.2352078960000004,2.6740771199999998,2.032075764,1.123534152,2.094843456,1.507281012,1.290566232,1.416212172
2010-07-13T09:29:59Z,2010-07-13T09:28:22Z,3.185166852,3.3963878519999997,3.1242669839999997,2.351954376,1.2333749760000001,2.6160850079999998,1.9657031040000001,1.4459049000000002,1.651475736
2010-07-13T09:45:00Z,2010-07-13T09:43:23Z,3.120780528,3.17031516,2.75790042,1.9976015159999998,1.303300116,1.782159552,1.239332076,1.48369176,1.481178528
2010-07-13T10:00:00Z,2010-07-13T09:58:23Z,3.0068879039999996,3.079511352,2.693552904,2.037585096,1.36946412,1.8913076640000002,1.3101950880000002,1.483581708,1.47312252
2010-07-13T10:14:59Z,2010-07-13T10:13:22Z,2.907766872,2.9893468320000003,2.6152301159999998,1.9925579159999998,1.445798664,1.806656328,1.156540572,1.5252134759999998,1.457637552
2010-07-13T10:30:00Z,2010-07-13T10:28:23Z,2.8362328199999998,2.952643644,2.583732528,2.115443592,1.5658902719999999,2.038168548,1.238329836,1.582415028,1.470905316
2010-07-13T10:45:00Z,2010-07-13T10:43:23Z,2.748047796,2.9039636160000004,2.558475144,2.3129981280000003,1.6964270999999997,2.410222176,1.406529648,1.592112636,1.516400676
2010-07-13T10:59:59Z,2010-07-13T10:58:22Z,2.6976791159999998,2.8546923239999997,2.48399928,2.311143696,1.8240852960000002,2.365902144,1.326196908,1.61564112,1.500976188
2010-07-13T11:15:00Z,2010-07-13T11:13:23Z,2.6844890759999998,2.8294089479999998,2.437830576,2.16394578,1.9793648520000002,2.008484712,1.028664,1.662788844,1.49534748
2010-07-13T11:30:00Z,2010-07-13T11:28:23Z,2.631587112,2.7450567720000003,2.40803586,2.21477364,2.0617283520000003,1.9538680320000001,0.961964064,1.6004142000000001,1.479032028
2010-07-13T11:44:59Z,2010-07-13T11:43:22Z,2.587222188,2.63828196,2.28584412,2.20727772,2.160298872,1.9025177400000002,0.925391124,1.5780925080000001,1.438912476
2010-07-13T12:00:00Z,2010-07-13T11:58:23Z,2.541697452,2.617137288,2.211431076,2.229545412,2.265326064,1.919144484,0.935052228,1.57205862,1.472323176
2010-07-13T12:15:00Z,2010-07-13T12:13:23Z,2.5290740879999998,2.559527784,2.186639676,2.209887396,2.374016472,1.8684106200000001,0.949817268,1.562363424,1.524308616
2010-07-13T12:29:59Z,2010-07-13T12:28:22Z,2.47751226,2.497750272,2.15318232,2.147689584,2.338003728,1.83221928,0.9150489359999999,1.5301771560000001,1.539500004
2010-07-13T12:45:00Z,2010-07-13T12:43:23Z,2.442866688,2.41686252,2.128988232,2.057643864,2.324517192,1.767266172,0.9031743360000001,1.498325004,1.555467084
2010-07-13T13:00:00Z,2010-07-13T12:58:23Z,2.416090896,2.415001932,2.132536788,2.0721242159999997,2.316551364,1.7898326279999999,0.8986448880000001,1.49362434,1.614994452
2010-07-13T13:14:59Z,2010-07-13T13:13:22Z,2.3975638200000002,2.3754540239999997,2.06402076,2.059278768,2.270232396,1.761157476,0.8623793519999999,1.4926725360000002,1.61516502
2010-07-13T13:30:00Z,2010-07-13T13:28:23Z,2.412947268,2.385644292,2.078602884,2.079546372,2.278939968,1.727087004,0.8699381639999999,1.4772973680000001,1.6428009239999999
2010-07-13T13:45:00Z,2010-07-13T13:43:23Z,2.3805141119999997,2.3616907560000002,2.0791602,2.104660188,2.31147036,1.6992599400000001,0.829674828,1.453160556,1.6779475439999998
2010-07-13T13:59:59Z,2010-07-13T13:58:22Z,2.416239504,2.3738644079999998,2.09331144,2.096985744,2.363855292,1.7343215639999998,0.842296428,1.4402626920000001,1.742959728
2010-07-13T14:15:00Z,2010-07-13T14:13:23Z,2.443718376,2.402321832,2.1700494359999998,2.06655012,2.3693351760000003,1.7535424320000002,0.850920624,1.4653103760000001,1.7786579759999999
2010-07-13T14:30:00Z,2010-07-13T14:28:23Z,2.450764332,2.37953142,2.281980096,2.050470108,2.332583748,1.76042934,0.830030508,1.48031604,1.8614343239999998
2010-07-13T14:44:59Z,2010-07-13T14:43:22Z,2.494856304,2.421609516,2.3045622480000003,2.000847564,2.309658804,1.7834929560000001,0.853285104,1.49722596,1.876933836
