TIMESTAMP,solar_TIMESTAMP,SEN_SOU_PRE_Ato_Js_1,SEN_SOU_PRE_Ato_Js_2,SEN_SOU_PRE_Ato_Js_3
1996-03-02T08:59:59Z,1996-03-02T07:46:27Z,2725.300911123236,3116.3989404076397,3554.6059932178805
1996-03-02T09:59:59Z,1996-03-02T08:46:27Z,3198.2190294725306,3700.9175801065044,4227.782384751718
1996-03-02T10:59:59Z,1996-03-02T09:46:27Z,3206.421227144399,4574.087947787429,4789.481169090619
1996-03-02T11:59:59Z,1996-03-02T10:46:27Z,2988.9855388503297,4075.920912469,4633.8192229821
1996-03-02T12:59:59Z,1996-03-02T11:46:27Z,2958.3990020542306,4022.3426970474197,4735.198434011347
1996-03-02T13:59:59Z,1996-03-02T12:46:27Z,2781.3868659466743,3992.0187522738506,4468.463867969712
1996-03-02T14:59:59Z,1996-03-02T13:46:27Z,2676.238027186066,4109.766400270139,4447.700083467569
1996-03-02T15:59:59Z,1996-03-02T14:46:27Z,2658.3684244266874,3665.1569783791974,4120.068044929191
1996-03-02T16:59:59Z,1996-03-02T15:46:27Z,2105.832805963186,3329.214970008375,4775.722739105632
1996-03-02T17:59:59Z,1996-03-02T16:46:27Z,1378.5237759553615,1565.7337014348207,2731.546804471047
1996-03-02T18:59:59Z,1996-03-02T17:46:27Z,842.3807826429004,848.69329742838,1922.7381040119749
1996-03-02T19:59:59Z,1996-03-02T18:46:27Z,551.9409491468988,354.566395960536,1048.496823967575
1996-03-02T20:59:59Z,1996-03-02T19:46:27Z,504.43115881984045,398.7080381033838,1043.5089487133646
1996-03-02T21:59:59Z,1996-03-02T20:46:27Z,454.92685848291876,538.2868520550796,728.92920499358
1996-03-02T22:59:59Z,1996-03-02T21:46:27Z,394.08788707468443,429.63931218949926,829.3584727954549
1996-03-02T23:59:59Z,1996-03-02T22:46:27Z,307.5288265883197,352.92482049260207,713.6179631539917
1996-03-03T00:59:59Z,1996-03-02T23:46:27Z,259.9662325934323,277.07961771882435,559.3852128038
1996-03-03T01:59:59Z,1996-03-03T00:46:40Z,319.871134093289,306.55939829299354,523.2057977207005
1996-03-03T02:59:59Z,1996-03-03T01:46:40Z,326.8747454894012,408.20868735767425,527.6764168263608
1996-03-03T03:59:59Z,1996-03-03T02:46:40Z,266.0518236681422,459.5510541930562,527.6764168263608
1996-03-03T04:59:59Z,1996-03-03T03:46:40Z,208.6635882301282,284.6869337464918,228.04827993410265
1996-03-03T05:59:59Z,1996-03-03T04:46:40Z,194.59022970540983,123.47403273200149,305.52874966948883
1996-03-03T06:59:59Z,1996-03-03T05:46:40Z,357.45091827590477,261.2918250232591,303.60884174274884
1996-03-03T07:59:59Z,1996-03-03T06:46:40Z,1157.549411562313,570.6657243412685,1174.2385893146188
1996-03-03T08:59:59Z,1996-03-03T07:46:40Z,1811.3116607956144,1847.9631932953475,2476.891018649389
1996-03-03T09:59:59Z,1996-03-03T08:46:40Z,2498.5617561454897,2123.852311715892,2579.14816499712
1996-03-03T10:59:59Z,1996-03-03T09:46:40Z,3104.252021179581,3876.5037515661115,4462.116241605523
1996-03-03T11:59:59Z,1996-03-03T10:46:40Z,3156.833632889525,3643.531373948104,4180.82483991223
1996-03-03T12:59:59Z,1996-03-03T11:46:40Z,3351.2515444499463,4330.324105088136,4809.319527114581
1996-03-03T13:59:59Z,1996-03-03T12:46:40Z,3352.4087411472124,4658.526055642506,4870.532941853318
1996-03-03T14:59:59Z,1996-03-03T13:46:40Z,2887.546140140835,4457.0099636710265,4956.010614927987
1996-03-03T15:59:59Z,1996-03-03T14:46:40Z,2341.852757679937,3269.4789697473097,4015.689445297126
1996-03-03T16:59:59Z,1996-03-03T15:46:40Z,1902.9628724594047,2766.1060500504436,3713.488777711422
1996-03-03T17:59:59Z,1996-03-03T16:46:40Z,1190.2076301546715,1655.637992512495,2868.646443519351
1996-03-03T18:59:59Z,1996-03-03T17:46:40Z,685.0441663844865,600.202675059307,1479.4110340543577
1996-03-03T19:59:59Z,1996-03-03T18:46:40Z,452.9954392070755,533.6088822186482,919.1632988214369
1996-03-03T20:59:59Z,1996-03-03T19:46:40Z,219.18790986678073,400.65065068693605,523.2057977207005
1996-03-03T21:59:59Z,1996-03-03T20:46:40Z,86.50224500717734,347.5775649307733,318.2532148562232
1996-03-03T22:59:59Z,1996-03-03T21:46:40Z,181.43142505414033,207.731934252226,0
1996-03-03T23:59:59Z,1996-03-03T22:46:40Z,296.9458203162868,108.17602994146831,274.1552586179972
1996-03-04T00:59:59Z,1996-03-03T23:46:40Z,286.01372126979095,229.26275526181945,465.4584974885784
1996-03-04T02:00:00Z,1996-03-04T00:46:55Z,259.6353941446375,212.71918782155393,437.7464370704252
1996-03-04T03:00:00Z,1996-03-04T01:46:55Z,280.5888361813072,252.01284078606778,354.65094469150176
1996-03-04T04:00:00Z,1996-03-04T02:46:55Z,328.23683822238286,377.52827431086143,498.45845125489626
1996-03-04T05:00:00Z,1996-03-04T03:46:55Z,270.93316618802356,407.03377653780717,512.7721871262004
1996-03-04T06:00:00Z,1996-03-04T04:46:55Z,141.307264934704,171.0235305144204,280.3810884108994
1996-03-04T07:00:00Z,1996-03-04T05:46:55Z,102.52746381403713,78.02572773854935,400.5542303284196
1996-03-04T08:00:00Z,1996-03-04T06:46:55Z,195.8302688733964,135.95714571539253,151.04926785119548
1996-03-04T09:00:00Z,1996-03-04T07:46:55Z,1087.673581754349,361.5629773322519,1178.2364550093087
1996-03-04T10:00:00Z,1996-03-04T08:46:55Z,2310.7597469936773,1805.3877708609978,2949.7413052251086
1996-03-04T11:00:00Z,1996-03-04T09:46:55Z,2827.371012714952,3381.0201898802325,4250.584153828522
1996-03-04T12:00:00Z,1996-03-04T10:46:55Z,3099.307362100727,3614.171203009059,4250.71312271912
1996-03-04T13:00:00Z,1996-03-04T11:46:55Z,3334.9595720570755,3823.0885697414087,4654.548540514928
1996-03-04T14:00:00Z,1996-03-04T12:46:55Z,3293.2280008145995,4234.968743746174,4891.604611675911
1996-03-04T15:00:00Z,1996-03-04T13:46:55Z,3139.035278062645,3927.2646596649606,4790.986404921962
1996-03-04T16:00:00Z,1996-03-04T14:46:55Z,2976.7718503931674,3890.378820981853,4793.736756932982
1996-03-04T17:00:00Z,1996-03-04T15:46:55Z,2371.5954292585543,3491.56174933059,4731.202047113788
1996-03-04T18:00:00Z,1996-03-04T16:46:55Z,1478.729940721437,1959.544546848792,3472.266775555352
1996-03-04T19:00:00Z,1996-03-04T17:46:55Z,862.1500754745698,705.4671758018793,2130.728803471577
1996-03-04T20:00:00Z,1996-03-04T18:46:55Z,596.9243229599433,458.9075835697812,1277.234700198077
1996-03-04T21:00:00Z,1996-03-04T19:46:55Z,467.5963622399048,371.72601565977567,840.1517133410011
1996-03-04T22:00:00Z,1996-03-04T20:46:55Z,305.11266355756663,295.61760909742657,690.6995331709315
1996-03-04T23:00:00Z,1996-03-04T21:46:55Z,256.7396616964194,88.77950734805312,491.36309901318526
1996-03-04T23:59:59Z,1996-03-04T22:46:54Z,235.65679854707685,435.27267002905404,516.6002848262822
1996-03-05T01:00:00Z,1996-03-04T23:46:55Z,112.68499067637684,300.82648880382646,448.8185838410854
1996-03-05T02:00:00Z,1996-03-05T00:47:09Z,85.0649016266697,225.8270889877883,305.61509979251133
1996-03-05T03:00:00Z,1996-03-05T01:47:09Z,63.96929050873737,144.49272695508256,227.1072965688224
1996-03-05T04:00:00Z,1996-03-05T02:47:09Z,86.81108295554759,48.77042621787953,65.20659916023718
1996-03-05T05:00:00Z,1996-03-05T03:47:09Z,222.19362738142738,422.5041600013773,403.51837360065167
1996-03-05T06:00:00Z,1996-03-05T04:47:09Z,168.33143209983788,474.1657659808618,469.02607471914166
1996-03-05T07:00:00Z,1996-03-05T05:47:09Z,142.28153040766372,218.10026724198303,314.1733141276047
1996-03-05T08:00:00Z,1996-03-05T06:47:09Z,578.1484570038881,372.89583409635327,208.12247381532754
1996-03-05T09:00:00Z,1996-03-05T07:47:09Z,1571.7336645939304,1151.1311141124079,1939.4192760562723
1996-03-05T10:00:00Z,1996-03-05T08:47:09Z,2490.8001916734693,2671.521273966241,3597.23531809142
1996-03-05T11:00:00Z,1996-03-05T09:47:09Z,2333.5734109994787,3426.755671658821,4143.476703391349
1996-03-05T12:00:00Z,1996-03-05T10:47:09Z,2439.1766117606094,2505.515519563032,3461.6118509994817
1996-03-05T13:00:00Z,1996-03-05T11:47:09Z,2965.0929970902557,3925.3078937735836,4532.870113405626
1996-03-05T14:00:00Z,1996-03-05T12:47:09Z,2770.87850657851,3607.005520074835,4420.596672912792
1996-03-05T15:00:00Z,1996-03-05T13:47:09Z,2584.336622674964,3561.946550549323,4271.8157032456065
1996-03-05T16:00:00Z,1996-03-05T14:47:09Z,2322.8584899615425,3372.6238354201896,4237.671297410326
1996-03-05T17:00:00Z,1996-03-05T15:47:09Z,1803.5493964624184,2598.2826632574006,3783.932839190475
1996-03-05T18:00:00Z,1996-03-05T16:47:09Z,1270.3984659914418,1727.7438206009115,2995.7048905660918
1996-03-05T19:00:00Z,1996-03-05T17:47:09Z,750.0063414644791,902.3115274998268,1953.3732273176106
1996-03-05T20:00:00Z,1996-03-05T18:47:09Z,434.3250325090599,463.40234786984195,936.026283799003
1996-03-05T21:00:00Z,1996-03-05T19:47:09Z,410.48979317766856,384.0604637877701,614.4413995572513
1996-03-05T22:00:00Z,1996-03-05T20:47:09Z,398.47808102887,550.5837464281757,693.3064160299654
1996-03-05T23:00:00Z,1996-03-05T21:47:09Z,328.8722496998958,443.1809057615123,579.6556452238382
1996-03-05T23:59:59Z,1996-03-05T22:47:08Z,356.19307938203457,426.32906380532114,495.4465172171855
1996-03-06T01:00:00Z,1996-03-05T23:47:09Z,310.75044177451383,437.0061205173138,471.78069292498725
1996-03-06T02:00:00Z,1996-03-06T00:47:24Z,222.8069146247654,311.62413095486943,285.29927563488576
1996-03-06T03:00:00Z,1996-03-06T01:47:24Z,145.77525637699938,292.94585426016715,345.75115220948317
1996-03-06T04:00:00Z,1996-03-06T02:47:24Z,38.54085957017102,144.4983426145361,145.53275949590312
1996-03-06T05:00:00Z,1996-03-06T03:47:24Z,106.26403014188269,70.2037691769233,0
1996-03-06T06:00:00Z,1996-03-06T04:47:24Z,270.8579748832764,335.6456750197832,370.28696672610636
1996-03-06T07:00:00Z,1996-03-06T05:47:24Z,251.99975812154366,424.6364793760079,396.4853818853385
1996-03-06T08:00:00Z,1996-03-06T06:47:24Z,596.9059374425759,278.96975313361634,248.8941284706456
1996-03-06T09:00:00Z,1996-03-06T07:47:24Z,1896.8086611791596,1273.5756780651188,2077.4025211925787
1996-03-06T10:00:00Z,1996-03-06T08:47:24Z,2894.8311566646253,3680.137440522942,4241.0692490054125
1996-03-06T11:00:00Z,1996-03-06T09:47:24Z,3047.526903333136,3793.876590008592,4361.526748640434
1996-03-06T12:00:00Z,1996-03-06T10:47:24Z,3069.5701369227536,3953.0735300211495,4489.2744844654535
1996-03-06T13:00:00Z,1996-03-06T11:47:24Z,3230.781621928335,3950.07277185779,4622.228253493952
1996-03-06T14:00:00Z,1996-03-06T12:47:24Z,3207.777471508969,4674.477629029842,4908.084676322159
1996-03-06T15:00:00Z,1996-03-06T13:47:24Z,2992.081934295589,3822.079731896554,4789.363112011959
1996-03-06T16:00:00Z,1996-03-06T14:47:24Z,2849.184297578783,4136.706671824266,4894.422706992711
1996-03-06T17:00:00Z,1996-03-06T15:47:24Z,2220.138835117431,3538.546649616556,5162.950040049292
1996-03-06T18:00:00Z,1996-03-06T16:47:24Z,1363.755426366517,1666.8461510779218,3385.5283232896018
1996-03-06T19:00:00Z,1996-03-06T17:47:24Z,776.40588700848,713.7716299808419,1982.593682050018
1996-03-06T20:00:00Z,1996-03-06T18:47:24Z,569.2656447059902,474.3892467167549,1063.0974704388695
1996-03-06T21:00:00Z,1996-03-06T19:47:24Z,503.1712030168699,523.3735364631129,813.3146307039306
1996-03-06T22:00:00Z,1996-03-06T20:47:24Z,394.62129851389983,475.8282954878421,739.6282917730763
1996-03-06T23:00:00Z,1996-03-06T21:47:24Z,270.65687808329477,567.3228153055388,670.9819114248285
1996-03-06T23:59:59Z,1996-03-06T22:47:23Z,150.81838401213184,105.98297773172382,546.9257700531839
1996-03-07T01:00:00Z,1996-03-06T23:47:24Z,111.45720920408671,187.98730259403527,498.9264227039033
1996-03-07T02:00:00Z,1996-03-07T00:47:39Z,130.49878766745903,116.38580715170954,401.86567685570816
1996-03-07T03:00:00Z,1996-03-07T01:47:39Z,134.24313249454346,174.45919446001005,534.7018836573232
1996-03-07T04:00:00Z,1996-03-07T02:47:39Z,115.63139094199768,114.08577934163759,282.5356099228306
1996-03-07T05:00:00Z,1996-03-07T03:47:39Z,171.88052985482688,170.36856265163308,425.3466537441775
1996-03-07T06:00:00Z,1996-03-07T04:47:39Z,194.26503315103415,181.4564362152671,464.9918883046779
1996-03-07T07:00:00Z,1996-03-07T05:47:39Z,371.8810949893196,200.17822022655548,464.9918883046779
1996-03-07T08:00:00Z,1996-03-07T06:47:39Z,1047.9205848091585,268.9685928394508,631.9929472432442
1996-03-07T09:00:00Z,1996-03-07T07:47:39Z,2004.8155171929034,2092.553254165012,2454.003213116111
1996-03-07T10:00:00Z,1996-03-07T08:47:39Z,2640.2675111479066,3225.0015798849113,4195.924400954285
1996-03-07T11:00:00Z,1996-03-07T09:47:39Z,3020.7160098433264,3805.838125354623,4496.424150924466
1996-03-07T12:00:00Z,1996-03-07T10:47:39Z,3202.419524805275,3978.531993596267,5003.682659883247
1996-03-07T13:00:00Z,1996-03-07T11:47:39Z,3208.5104172514866,4220.119518033049,5031.945882802225
1996-03-07T14:00:00Z,1996-03-07T12:47:39Z,3090.1042275515106,4003.6036817264185,5011.259092441827
1996-03-07T15:00:00Z,1996-03-07T13:47:39Z,3039.3641139504753,4048.2547437940275,4875.964001863594
1996-03-07T16:00:00Z,1996-03-07T14:47:39Z,2966.00300033361,3896.300286387873,5191.561816342074
1996-03-07T17:00:00Z,1996-03-07T15:47:39Z,2490.6984512465497,3649.245450166154,4870.417372815144
1996-03-07T18:00:00Z,1996-03-07T16:47:39Z,1830.633780962887,2639.183545000538,4205.444562339214
1996-03-07T19:00:00Z,1996-03-07T17:47:39Z,1078.1699972678896,1291.819087007476,3231.9040390856076
1996-03-07T20:00:00Z,1996-03-07T18:47:39Z,589.0138554299897,457.4184331233639,1460.8864737494025
1996-03-07T21:00:00Z,1996-03-07T19:47:39Z,425.734239856257,464.0833818225773,1120.5734946562989
1996-03-07T22:00:00Z,1996-03-07T20:47:39Z,281.44475127908424,393.7818745737095,832.8530175585183
1996-03-07T23:00:00Z,1996-03-07T21:47:39Z,154.52589612936717,235.2736684026999,581.4598164609162
1996-03-07T23:59:59Z,1996-03-07T22:47:38Z,82.7078455365432,219.36798114363984,344.05031005394494
1996-03-08T01:00:00Z,1996-03-07T23:47:39Z,84.72369314441978,129.12662100422398,227.50472341135116
1996-03-08T02:00:00Z,1996-03-08T00:47:54Z,112.62907592694685,231.9187744627432,255.71331839147265
1996-03-08T03:00:00Z,1996-03-08T01:47:54Z,107.05334531981755,194.71458352582562,100.68346649338488
1996-03-08T04:00:00Z,1996-03-08T02:47:54Z,92.76216268830308,106.1609621015934,40.33926142333574
1996-03-08T05:00:00Z,1996-03-08T03:47:54Z,134.84043424273142,209.38686617935062,155.38371299299217
1996-03-08T06:00:00Z,1996-03-08T04:47:54Z,195.199071995709,197.92536409271943,158.21568783599207
1996-03-08T07:00:00Z,1996-03-08T05:47:54Z,274.1970414538864,151.76006977454816,202.83743089197796
1996-03-08T08:00:00Z,1996-03-08T06:47:54Z,1188.7639129206068,416.4526419435924,607.2593116418808
1996-03-08T09:00:00Z,1996-03-08T07:47:54Z,2236.4949451574676,2363.747688810293,3094.2967903606273
1996-03-08T10:00:00Z,1996-03-08T08:47:54Z,2652.250760414783,3056.7073158578137,3703.236200689355
1996-03-08T11:00:00Z,1996-03-08T09:47:54Z,2868.0627197842864,3576.365135044399,4240.471505812028
1996-03-08T12:00:00Z,1996-03-08T10:47:54Z,2619.660198227602,3843.2951416899436,4294.910199340894
1996-03-08T13:00:00Z,1996-03-08T11:47:54Z,2736.5635232066134,3175.9474998838896,3932.645452034114
1996-03-08T14:00:00Z,1996-03-08T12:47:54Z,2798.0602004183875,4228.625671313224,4543.478579211752
1996-03-08T15:00:00Z,1996-03-08T13:47:54Z,2183.995491517824,3294.011903638752,4172.8006351650165
1996-03-08T16:00:00Z,1996-03-08T14:47:54Z,2457.045009454086,2602.5234127287695,3751.6626324316585
1996-03-08T17:00:00Z,1996-03-08T15:47:54Z,2496.6413015244816,4104.4123952989585,5304.780225794307
1996-03-08T18:00:00Z,1996-03-08T16:47:54Z,1421.5964653081553,2054.166061588535,3510.0772912439897
1996-03-08T19:00:00Z,1996-03-08T17:47:54Z,686.2842080609207,520.7073165148539,1818.3737039659698
1996-03-08T20:00:00Z,1996-03-08T18:47:54Z,406.9318106777436,252.21230998183887,1000.5221036244903
1996-03-08T21:00:00Z,1996-03-08T19:47:54Z,407.6985432374377,45.3458909494815,681.2697358869034
1996-03-08T22:00:00Z,1996-03-08T20:47:54Z,352.5445730139985,203.7445945982048,588.5846658581111
1996-03-08T23:00:00Z,1996-03-08T21:47:54Z,238.60881567872497,79.73888993061198,442.3910056995685
1996-03-08T23:59:59Z,1996-03-08T22:47:53Z,275.69370054526024,236.00396448327285,426.8522406060857
1996-03-09T01:00:00Z,1996-03-08T23:47:54Z,249.16298023088564,251.1989729059397,407.4339893888647
1996-03-09T02:00:00Z,1996-03-09T00:48:10Z,197.89824168499155,243.6677867044202,334.5227124539002
1996-03-09T03:00:00Z,1996-03-09T01:48:10Z,208.49666615921393,184.39095853251106,235.96431394913463
1996-03-09T04:00:00Z,1996-03-09T02:48:10Z,221.07955350100823,237.36885845155737,268.83461005413744
1996-03-09T05:00:00Z,1996-03-09T03:48:10Z,226.06430437149984,197.55249137128294,251.65337427199455
1996-03-09T06:00:00Z,1996-03-09T04:48:10Z,255.12938778950982,234.8986806466466,267.22330812969295
1996-03-09T07:00:00Z,1996-03-09T05:48:10Z,283.5730668847677,311.29711346597446,267.95786369024984
1996-03-09T08:00:00Z,1996-03-09T06:48:10Z,659.5172853148208,441.3126498956767,681.6493531227429
1996-03-09T09:00:00Z,1996-03-09T07:48:10Z,1148.2731319201566,1293.856735922449,2110.1352737079974
1996-03-09T10:00:00Z,1996-03-09T08:48:10Z,1118.633106317927,1548.4538795933966,2311.2603899939736
1996-03-09T11:00:00Z,1996-03-09T09:48:10Z,647.8812940116525,1335.409016698215,1997.4675001446367
1996-03-09T12:00:00Z,1996-03-09T10:48:10Z,347.90463930872784,389.0060661860375,1017.2258677872195
1996-03-09T13:00:00Z,1996-03-09T11:48:10Z,484.20755121914897,494.8380488542888,905.1875648618873
1996-03-09T14:00:00Z,1996-03-09T12:48:10Z,792.9504593160741,876.2590452509003,1434.0528880446116
1996-03-09T15:00:00Z,1996-03-09T13:48:10Z,1065.3103263381076,1325.9492951850812,2109.4097536863987
1996-03-09T16:00:00Z,1996-03-09T14:48:10Z,846.3822144296411,1454.19794144958,2236.5995199073986
1996-03-09T17:00:00Z,1996-03-09T15:48:10Z,486.5095077928644,821.1763901199913,1483.8631056042834
1996-03-09T18:00:00Z,1996-03-09T16:48:10Z,348.90194283093814,691.0623707369346,982.6956148129611
1996-03-09T19:00:00Z,1996-03-09T17:48:10Z,253.95145691482816,520.9627571078636,700.102169023045
1996-03-09T20:00:00Z,1996-03-09T18:48:10Z,242.86987087147682,157.9468288883571,237.91904656733098
1996-03-09T21:00:00Z,1996-03-09T19:48:10Z,161.4045717069956,401.15754340936087,289.7828144297494
1996-03-09T22:00:00Z,1996-03-09T20:48:10Z,69.58325408008896,114.2391270549851,139.72174444583774
1996-03-09T23:00:00Z,1996-03-09T21:48:10Z,54.49100799919003,103.25909963871854,24.696275180875972
1996-03-09T23:59:59Z,1996-03-09T22:48:09Z,133.921552028698,83.43995707663899,107.16310664817938
1996-03-10T01:00:00Z,1996-03-09T23:48:10Z,276.6597622501303,387.04825460251277,286.1410235715485
1996-03-10T02:00:00Z,1996-03-10T00:48:25Z,284.1578668888773,220.54646876995835,332.8626288545894
1996-03-10T03:00:00Z,1996-03-10T01:48:25Z,295.87720317499935,143.48446859093357,147.40294494337058
1996-03-10T04:00:00Z,1996-03-10T02:48:25Z,395.5068374737322,357.8210842255331,382.0915217898766
1996-03-10T05:00:00Z,1996-03-10T03:48:25Z,316.5594597845846,449.8818401241362,458.4303759023238
1996-03-10T06:00:00Z,1996-03-10T04:48:25Z,316.8823729734897,130.69589530003304,237.34463459534146
1996-03-10T07:00:00Z,1996-03-10T05:48:25Z,394.8330255142127,459.8578476371813,525.5995376829451
1996-03-10T08:00:00Z,1996-03-10T06:48:25Z,503.6775636500256,161.3813987840304,355.6502845016447
1996-03-10T09:00:00Z,1996-03-10T07:48:25Z,1610.2760402145973,817.1625582066968,1978.0239235627312
1996-03-10T10:00:00Z,1996-03-10T08:48:25Z,2481.901319018748,2972.208662203018,3782.3309897623767
1996-03-10T11:00:00Z,1996-03-10T09:48:25Z,2401.079730575339,2944.625078851973,3722.842002852735
