TIMESTAMP,solar_TIMESTAMP,ESP_SAN_B2_100_Oeu_Jt_1,ESP_SAN_B2_100_Oeu_Jt_2,ESP_SAN_B2_100_Oeu_Jt_3
2013-06-11T23:00:00Z,2013-06-11T22:36:38Z,NA,NA,1.8888550000000002
2013-06-11T23:30:00Z,2013-06-11T23:06:38Z,NA,NA,2.190060575
2013-06-12T00:00:00Z,2013-06-11T23:36:38Z,NA,NA,1.9226767749999998
2013-06-12T00:30:00Z,2013-06-12T00:06:26Z,NA,NA,1.74441535
2013-06-12T01:00:00Z,2013-06-12T00:36:26Z,NA,NA,1.6245821
2013-06-12T01:30:00Z,2013-06-12T01:06:26Z,NA,NA,1.6981661249999997
2013-06-12T02:00:00Z,2013-06-12T01:36:26Z,NA,NA,1.568011975
2013-06-12T02:30:00Z,2013-06-12T02:06:26Z,NA,NA,1.882390175
2013-06-12T03:00:00Z,2013-06-12T02:36:26Z,NA,NA,1.9412970250000001
2013-06-12T03:30:00Z,2013-06-12T03:06:26Z,NA,NA,1.8321120999999998
2013-06-12T04:00:00Z,2013-06-12T03:36:26Z,NA,NA,1.656300375
2013-06-12T04:30:00Z,2013-06-12T04:06:26Z,NA,NA,1.7120508
2013-06-12T05:00:00Z,2013-06-12T04:36:26Z,NA,NA,2.070306925
2013-06-12T05:30:00Z,2013-06-12T05:06:26Z,NA,NA,3.820966375
2013-06-12T06:00:00Z,2013-06-12T05:36:26Z,NA,NA,5.4380679999999995
2013-06-12T06:30:00Z,2013-06-12T06:06:26Z,NA,NA,6.300281050000001
2013-06-12T07:00:00Z,2013-06-12T06:36:26Z,NA,NA,6.237463125
2013-06-12T07:30:00Z,2013-06-12T07:06:26Z,NA,NA,7.5461912500000015
2013-06-12T08:00:00Z,2013-06-12T07:36:26Z,NA,NA,9.261146925
2013-06-12T08:30:00Z,2013-06-12T08:06:26Z,NA,NA,7.5919305249999995
2013-06-12T09:00:00Z,2013-06-12T08:36:26Z,NA,NA,7.43620445
2013-06-12T09:30:00Z,2013-06-12T09:06:26Z,NA,NA,7.435802499999999
2013-06-12T10:00:00Z,2013-06-12T09:36:26Z,NA,NA,6.07218485
2013-06-12T10:30:00Z,2013-06-12T10:06:26Z,NA,NA,7.616311550000001
2013-06-12T11:00:00Z,2013-06-12T10:36:26Z,NA,NA,7.595216150000001
2013-06-12T11:30:00Z,2013-06-12T11:06:26Z,NA,NA,7.2915242750000004
2013-06-12T12:00:00Z,2013-06-12T11:36:26Z,NA,NA,6.368782175
2013-06-12T12:30:00Z,2013-06-12T12:06:26Z,NA,NA,7.314684224999999
2013-06-12T13:00:00Z,2013-06-12T12:36:26Z,NA,NA,6.93804735
2013-06-12T13:30:00Z,2013-06-12T13:06:26Z,NA,NA,8.4842854
2013-06-12T14:00:00Z,2013-06-12T13:36:26Z,NA,NA,8.2584318
2013-06-12T14:30:00Z,2013-06-12T14:06:26Z,NA,NA,8.223374275000001
2013-06-12T15:00:00Z,2013-06-12T14:36:26Z,NA,NA,5.1773936
2013-06-12T15:30:00Z,2013-06-12T15:06:26Z,NA,NA,8.235273475000001
2013-06-12T16:00:00Z,2013-06-12T15:36:26Z,NA,NA,6.929403925
2013-06-12T16:30:00Z,2013-06-12T16:06:26Z,NA,NA,6.9974996250000006
2013-06-12T17:00:00Z,2013-06-12T16:36:26Z,NA,NA,6.7655616
2013-06-12T17:30:00Z,2013-06-12T17:06:26Z,NA,NA,6.6839809500000005
2013-06-12T18:00:00Z,2013-06-12T17:36:26Z,NA,NA,5.0987077
2013-06-12T18:30:00Z,2013-06-12T18:06:26Z,NA,NA,4.4444175999999995
2013-06-12T19:00:00Z,2013-06-12T18:36:26Z,NA,NA,3.23218135
2013-06-12T19:30:00Z,2013-06-12T19:06:26Z,NA,NA,2.7455119
2013-06-12T20:00:00Z,2013-06-12T19:36:26Z,NA,NA,2.6810871
2013-06-12T20:30:00Z,2013-06-12T20:06:26Z,NA,NA,2.501168925
2013-06-12T21:00:00Z,2013-06-12T20:36:26Z,NA,NA,2.565616575
2013-06-12T21:30:00Z,2013-06-12T21:06:26Z,NA,NA,2.2171949
2013-06-12T22:00:00Z,2013-06-12T21:36:26Z,NA,NA,1.938282875
2013-06-12T22:30:00Z,2013-06-12T22:06:26Z,NA,NA,1.33820295
2013-06-12T23:00:00Z,2013-06-12T22:36:26Z,NA,NA,1.738861425
2013-06-12T23:30:00Z,2013-06-12T23:06:26Z,NA,NA,2.0395725
2013-06-13T00:00:00Z,2013-06-12T23:36:26Z,NA,NA,1.472738975
2013-06-13T00:30:00Z,2013-06-13T00:06:14Z,NA,NA,2.335346775
2013-06-13T01:00:00Z,2013-06-13T00:36:14Z,NA,NA,1.8348450499999998
2013-06-13T01:30:00Z,2013-06-13T01:06:14Z,NA,NA,1.9248263250000002
2013-06-13T02:00:00Z,2013-06-13T01:36:14Z,NA,NA,2.312986375
2013-06-13T02:30:00Z,2013-06-13T02:06:14Z,NA,NA,2.022314625
2013-06-13T03:00:00Z,2013-06-13T02:36:14Z,NA,NA,1.75622145
2013-06-13T03:30:00Z,2013-06-13T03:06:14Z,NA,NA,1.7048828500000002
2013-06-13T04:00:00Z,2013-06-13T03:36:14Z,NA,NA,1.7466903499999997
2013-06-13T04:30:00Z,2013-06-13T04:06:14Z,NA,NA,1.6466318999999998
2013-06-13T05:00:00Z,2013-06-13T04:36:14Z,NA,NA,2.6091894
2013-06-13T05:30:00Z,2013-06-13T05:06:14Z,NA,NA,4.184192400000001
2013-06-13T06:00:00Z,2013-06-13T05:36:14Z,NA,NA,5.096648624999999
2013-06-13T06:30:00Z,2013-06-13T06:06:14Z,NA,NA,6.0849891000000005
2013-06-13T07:00:00Z,2013-06-13T06:36:14Z,NA,NA,6.1600371
2013-06-13T07:30:00Z,2013-06-13T07:06:14Z,NA,NA,6.443613924999999
2013-06-13T08:00:00Z,2013-06-13T07:36:14Z,NA,NA,9.04713225
2013-06-13T08:30:00Z,2013-06-13T08:06:14Z,NA,NA,6.730770525
2013-06-13T09:00:00Z,2013-06-13T08:36:14Z,NA,NA,9.451852575
2013-06-13T09:30:00Z,2013-06-13T09:06:14Z,NA,NA,6.9166205750000005
2013-06-13T10:00:00Z,2013-06-13T09:36:14Z,NA,NA,7.84138305
2013-06-13T10:30:00Z,2013-06-13T10:06:14Z,NA,NA,7.945791625
2013-06-13T11:00:00Z,2013-06-13T10:36:14Z,NA,NA,7.558032675
2013-06-13T11:30:00Z,2013-06-13T11:06:14Z,NA,NA,6.790076024999999
2013-06-13T12:00:00Z,2013-06-13T11:36:14Z,NA,NA,7.027614574999999
2013-06-13T12:30:00Z,2013-06-13T12:06:14Z,NA,NA,6.354788125
2013-06-13T13:00:00Z,2013-06-13T12:36:14Z,NA,NA,6.368975725
2013-06-13T13:30:00Z,2013-06-13T13:06:14Z,NA,NA,6.82783015
2013-06-13T14:00:00Z,2013-06-13T13:36:14Z,NA,NA,8.793321299999999
2013-06-13T14:30:00Z,2013-06-13T14:06:14Z,NA,NA,9.529287024999999
2013-06-13T15:00:00Z,2013-06-13T14:36:14Z,NA,NA,4.835470925
2013-06-13T15:30:00Z,2013-06-13T15:06:14Z,NA,NA,7.950786925
2013-06-13T16:00:00Z,2013-06-13T15:36:14Z,NA,NA,5.523459475
2013-06-13T16:30:00Z,2013-06-13T16:06:14Z,NA,NA,7.546793599999999
2013-06-13T17:00:00Z,2013-06-13T16:36:14Z,NA,NA,7.3874166500000005
2013-06-13T17:30:00Z,2013-06-13T17:06:14Z,NA,NA,7.249599075000001
2013-06-13T18:00:00Z,2013-06-13T17:36:14Z,NA,NA,6.5973287
2013-06-13T18:30:00Z,2013-06-13T18:06:14Z,NA,NA,5.6668541
2013-06-13T19:00:00Z,2013-06-13T18:36:14Z,NA,NA,4.0303095749999995
2013-06-13T19:30:00Z,2013-06-13T19:06:14Z,NA,NA,4.079728425000001
2013-06-13T20:00:00Z,2013-06-13T19:36:14Z,NA,NA,3.4832136749999996
2013-06-13T20:30:00Z,2013-06-13T20:06:14Z,NA,NA,3.372724225
2013-06-13T21:00:00Z,2013-06-13T20:36:14Z,NA,NA,2.9849023249999997
2013-06-13T21:30:00Z,2013-06-13T21:06:14Z,NA,NA,3.241603025
2013-06-13T22:00:00Z,2013-06-13T21:36:14Z,NA,NA,3.099124925
2013-06-13T22:30:00Z,2013-06-13T22:06:14Z,NA,NA,2.879881225
2013-06-13T23:00:00Z,2013-06-13T22:36:14Z,NA,NA,2.6391335750000002
2013-06-13T23:30:00Z,2013-06-13T23:06:14Z,NA,NA,2.3255753500000003
2013-06-14T00:00:00Z,2013-06-13T23:36:14Z,NA,NA,2.4215907
2013-06-14T00:30:00Z,2013-06-14T00:06:02Z,NA,NA,2.630836575
2013-06-14T01:00:00Z,2013-06-14T00:36:02Z,NA,NA,2.1377004000000004
2013-06-14T01:30:00Z,2013-06-14T01:06:02Z,NA,NA,1.6651860250000001
2013-06-14T02:00:00Z,2013-06-14T01:36:02Z,NA,NA,2.231840275
2013-06-14T02:30:00Z,2013-06-14T02:06:02Z,NA,NA,1.8067562499999998
2013-06-14T03:00:00Z,2013-06-14T02:36:02Z,NA,NA,2.0857558750000003
2013-06-14T03:30:00Z,2013-06-14T03:06:02Z,NA,NA,1.8814857
2013-06-14T04:00:00Z,2013-06-14T03:36:02Z,NA,NA,2.25975925
2013-06-14T04:30:00Z,2013-06-14T04:06:02Z,NA,NA,2.0677214499999996
2013-06-14T05:00:00Z,2013-06-14T04:36:02Z,NA,NA,3.08865655
2013-06-14T05:30:00Z,2013-06-14T05:06:02Z,NA,NA,4.5414186999999995
2013-06-14T06:00:00Z,2013-06-14T05:36:02Z,NA,NA,5.478104050000001
2013-06-14T06:30:00Z,2013-06-14T06:06:02Z,NA,NA,7.1983689
2013-06-14T07:00:00Z,2013-06-14T06:36:02Z,NA,NA,7.017949025
2013-06-14T07:30:00Z,2013-06-14T07:06:02Z,NA,NA,6.990009275
2013-06-14T08:00:00Z,2013-06-14T07:36:02Z,NA,NA,8.925594125
2013-06-14T08:30:00Z,2013-06-14T08:06:02Z,NA,NA,6.448773525
2013-06-14T09:00:00Z,2013-06-14T08:36:02Z,NA,NA,7.0968911750000006
2013-06-14T09:30:00Z,2013-06-14T09:06:02Z,NA,NA,7.5596729499999995
2013-06-14T10:00:00Z,2013-06-14T09:36:02Z,NA,NA,7.629975999999999
2013-06-14T10:30:00Z,2013-06-14T10:06:02Z,NA,NA,7.417420375000001
2013-06-14T11:00:00Z,2013-06-14T10:36:02Z,NA,NA,7.435776925000001
2013-06-14T11:30:00Z,2013-06-14T11:06:02Z,NA,NA,6.468933850000001
2013-06-14T12:00:00Z,2013-06-14T11:36:02Z,NA,NA,7.046999700000001
2013-06-14T12:30:00Z,2013-06-14T12:06:02Z,NA,NA,8.14930775
2013-06-14T13:00:00Z,2013-06-14T12:36:02Z,NA,NA,7.39621085
2013-06-14T13:30:00Z,2013-06-14T13:06:02Z,NA,NA,6.231883025
2013-06-14T14:00:00Z,2013-06-14T13:36:02Z,NA,NA,6.717759125000001
2013-06-14T14:30:00Z,2013-06-14T14:06:02Z,NA,NA,9.18826745
2013-06-14T15:00:00Z,2013-06-14T14:36:02Z,NA,NA,7.131571774999999
2013-06-14T15:30:00Z,2013-06-14T15:06:02Z,NA,NA,8.85832555
2013-06-14T16:00:00Z,2013-06-14T15:36:02Z,NA,NA,6.1548111500000005
2013-06-14T16:30:00Z,2013-06-14T16:06:02Z,NA,NA,7.306015925000001
2013-06-14T17:00:00Z,2013-06-14T16:36:02Z,NA,NA,7.903641375000001
2013-06-14T17:30:00Z,2013-06-14T17:06:02Z,NA,NA,7.158914125
2013-06-14T18:00:00Z,2013-06-14T17:36:02Z,NA,NA,6.2323856
2013-06-14T18:30:00Z,2013-06-14T18:06:02Z,NA,NA,6.342727474999999
2013-06-14T19:00:00Z,2013-06-14T18:36:02Z,NA,NA,4.491907475
2013-06-14T19:30:00Z,2013-06-14T19:06:02Z,NA,NA,4.605299925
2013-06-14T20:00:00Z,2013-06-14T19:36:02Z,NA,NA,4.2112572
2013-06-14T20:30:00Z,2013-06-14T20:06:02Z,NA,NA,3.6375204000000005
2013-06-14T21:00:00Z,2013-06-14T20:36:02Z,NA,NA,3.4450167499999997
2013-06-14T21:30:00Z,2013-06-14T21:06:02Z,NA,NA,2.8537014249999997
2013-06-14T22:00:00Z,2013-06-14T21:36:02Z,NA,NA,2.6797211
2013-06-14T22:30:00Z,2013-06-14T22:06:02Z,NA,NA,3.0726577
2013-06-14T23:00:00Z,2013-06-14T22:36:02Z,NA,NA,2.85865665
2013-06-14T23:30:00Z,2013-06-14T23:06:02Z,NA,NA,2.740081875
2013-06-15T00:00:00Z,2013-06-14T23:36:02Z,NA,NA,2.2036866
2013-06-15T00:30:00Z,2013-06-15T00:05:50Z,NA,NA,1.9779740000000001
2013-06-15T01:00:00Z,2013-06-15T00:35:50Z,NA,NA,2.145361325
2013-06-15T01:30:00Z,2013-06-15T01:05:50Z,NA,NA,1.796760475
2013-06-15T02:00:00Z,2013-06-15T01:35:50Z,NA,NA,2.3001809250000003
2013-06-15T02:30:00Z,2013-06-15T02:05:50Z,NA,NA,1.9964783499999998
2013-06-15T03:00:00Z,2013-06-15T02:35:50Z,NA,NA,2.2085372999999997
2013-06-15T03:30:00Z,2013-06-15T03:05:50Z,NA,NA,2.0030897999999997
2013-06-15T04:00:00Z,2013-06-15T03:35:50Z,NA,NA,1.65599585
2013-06-15T04:30:00Z,2013-06-15T04:05:50Z,NA,NA,1.7010100000000001
2013-06-15T05:00:00Z,2013-06-15T04:35:50Z,NA,NA,3.6979930750000003
2013-06-15T05:30:00Z,2013-06-15T05:05:50Z,NA,NA,5.027122975
2013-06-15T06:00:00Z,2013-06-15T05:35:50Z,NA,NA,6.328767624999999
2013-06-15T06:30:00Z,2013-06-15T06:05:50Z,NA,NA,7.5455731749999995
2013-06-15T07:00:00Z,2013-06-15T06:35:50Z,NA,NA,7.18949805
2013-06-15T07:30:00Z,2013-06-15T07:05:50Z,NA,NA,8.234158075
2013-06-15T08:00:00Z,2013-06-15T07:35:50Z,NA,NA,8.480321024999999
2013-06-15T08:30:00Z,2013-06-15T08:05:50Z,NA,NA,7.992248825
