TIMESTAMP,solar_TIMESTAMP,ESP_SAN_A_45I_Oeu_Jt_1,ESP_SAN_A_45I_Oeu_Jt_2,ESP_SAN_A_45I_Oeu_Jt_3
2014-04-20T23:08:00Z,2014-04-20T22:46:03Z,1.2438673174645627,1.7258336538461538,1.0037027252081756
2014-04-20T23:38:00Z,2014-04-20T23:16:03Z,1.1792533030221983,1.7833826663201666,1.142461279333838
2014-04-21T00:08:00Z,2014-04-20T23:46:03Z,1.1779466167424444,1.3357478170478172,1.0037027252081756
2014-04-21T00:38:00Z,2014-04-21T00:16:14Z,1.3143653918159934,1.6911571985446985,1.0124883043149129
2014-04-21T01:08:00Z,2014-04-21T00:46:14Z,1.1779466167424444,1.4764685031185032,1.0465936033308099
2014-04-21T01:38:00Z,2014-04-21T01:16:14Z,1.4312240706071142,1.7776915280665282,1.0415789931869794
2014-04-21T02:08:00Z,2014-04-21T01:46:14Z,1.2441243380583042,1.623014527027027,1.2179134367903102
2014-04-21T02:38:00Z,2014-04-21T02:16:14Z,1.2833731211553892,1.6673924636174635,1.124630469341408
2014-04-21T03:08:00Z,2014-04-21T02:46:14Z,1.3232958010163145,1.7966513253638254,1.064246858440575
2014-04-21T03:38:00Z,2014-04-21T03:16:14Z,1.4246520192564855,1.9172335239085243,1.1327102952308856
2014-04-21T04:08:00Z,2014-04-21T03:46:14Z,1.2772527948649373,1.5310021049896052,1.09807323996972
2014-04-21T04:38:00Z,2014-04-21T04:16:14Z,1.3410591067130246,1.5575789241164242,1.0415789931869794
2014-04-21T05:08:00Z,2014-04-21T04:46:14Z,1.3479419096014977,1.3191639293139292,1.0616744133232399
2014-04-21T05:38:00Z,2014-04-21T05:16:14Z,1.1779466167424444,1.4737006756756759,1.0354088947766842
2014-04-21T06:08:00Z,2014-04-21T05:46:14Z,1.1779466167424444,1.3625732848232848,1.0087898561695685
2014-04-21T06:38:00Z,2014-04-21T06:16:14Z,1.2623056432201123,1.3964429833679834,1.0728020060560182
2014-04-21T07:08:00Z,2014-04-21T06:46:14Z,2.003918587857716,1.696191787941788,1.0842288417865251
2014-04-21T07:38:00Z,2014-04-21T07:16:14Z,1.263633725595079,NA,1.005220287660863
2014-04-21T08:08:00Z,2014-04-21T07:46:14Z,1.3453600695373094,1.4701663461538463,1.0037027252081756
2014-04-21T08:38:00Z,2014-04-21T08:16:14Z,1.268864589462423,1.3378312889812891,1.1328333459500377
2014-04-21T09:08:00Z,2014-04-21T08:46:14Z,1.3750065792992778,2.0135512214137217,1.1260105601816806
2014-04-21T09:38:00Z,2014-04-21T09:16:14Z,1.1922725862530088,1.2065052494802495,1.356906207418622
2014-04-21T10:08:00Z,2014-04-21T09:46:14Z,1.4150083712222519,1.8469249220374222,1.0082205904617711
2014-04-21T10:38:00Z,2014-04-21T10:16:14Z,1.2128210484086654,1.5254055613305615,1.3770635881907647
2014-04-21T11:08:00Z,2014-04-21T10:46:14Z,1.187927092805563,1.9754798336798338,1.527809500378501
2014-04-21T11:38:00Z,2014-04-21T11:16:14Z,1.7358674244450387,2.2821599532224535,2.0292040121120363
2014-04-21T12:08:00Z,2014-04-21T11:46:14Z,2.739975982883124,4.898384407484408,4.286064193792582
2014-04-21T12:38:00Z,2014-04-21T12:16:14Z,4.476286253008826,6.462027312889814,6.2673289174867515
2014-04-21T13:08:00Z,2014-04-21T12:46:14Z,3.2213330034768655,5.8265020010395014,5.002745571536715
2014-04-21T13:38:00Z,2014-04-21T13:16:14Z,1.289520139074619,2.2421140332640332,1.4174056775170325
2014-04-21T14:08:00Z,2014-04-21T13:46:14Z,1.269618614602835,1.3895663201663202,1.4763212717638152
2014-04-21T14:38:00Z,2014-04-21T14:16:14Z,4.120139796737096,2.827592853430353,2.4766294852384556
2014-04-21T15:08:00Z,2014-04-21T14:46:14Z,3.9005761166087183,5.838687162162163,6.690719417108252
2014-04-21T15:38:00Z,2014-04-21T15:16:14Z,4.238853276277079,6.0661901247401255,5.748989288417865
2014-04-21T16:08:00Z,2014-04-21T15:46:14Z,3.8144883926183475,2.5768948804573806,2.3732277062831186
2014-04-21T16:38:00Z,2014-04-21T16:16:14Z,1.1779466167424444,2.171996127858628,1.1950478425435276
2014-04-21T17:08:00Z,2014-04-21T16:46:14Z,1.2466606579299278,1.7025310291060294,1.2092274413323238
2014-04-21T17:38:00Z,2014-04-21T17:16:14Z,1.1779466167424444,1.693907146569647,1.1214813398940198
2014-04-21T18:08:00Z,2014-04-21T17:46:14Z,1.17938288312383,2.00032091995842,1.0037027252081756
2014-04-21T18:38:00Z,2014-04-21T18:16:14Z,1.1779466167424444,1.5865845374220375,1.037255639666919
2014-04-21T19:08:00Z,2014-04-21T18:46:14Z,1.2550671302487295,1.7927494802494803,1.0902448523845572
2014-04-21T19:38:00Z,2014-04-21T19:16:14Z,1.1923333779085317,1.7231915800415802,1.0796909538228614
2014-04-21T20:08:00Z,2014-04-21T19:46:14Z,1.1926139342070072,1.6836329261954266,1.0949577214231643
2014-04-21T20:38:00Z,2014-04-21T20:16:14Z,1.2120587322813587,1.6318272349272351,1.1980319833459498
2014-04-21T21:08:00Z,2014-04-21T20:46:14Z,1.2057755549612195,1.5979072505197507,1.093620514761544
2014-04-21T21:38:00Z,2014-04-21T21:16:14Z,1.178833993046269,1.5458808991683992,1.0082581756245268
2014-04-21T22:08:00Z,2014-04-21T21:46:14Z,1.2033736293126505,1.385352598752599,1.111260522331567
2014-04-21T22:38:00Z,2014-04-21T22:16:14Z,1.2933260497459214,1.541902338877339,1.0943433383800152
