TIMESTAMP,TIMESTAMP_solar,USA_TNO_Aru_Js_1,USA_TNO_Aru_Js_2,USA_TNO_Aru_Js_3,USA_TNO_Ltu_Js_4,USA_TNO_Qal_Js_5,USA_TNO_Qal_Js_6,USA_TNO_Qpr_Js_7,USA_TNO_Qpr_Js_8,USA_TNO_Qru_Js_9
1998-03-31T14:00:00Z,1998-03-31T08:18:58Z,1619.95402325465,156.06248581604726,409.0998439920404,787.4907206508999,190.0682813077835,133.060799108402,445.48396449239874,557.5489205262329,985.6717027401049
1998-03-31T15:00:00Z,1998-03-31T09:18:58Z,1516.0910055974905,569.5872346524025,409.0998439920404,1095.8910137058015,245.3669398338064,133.060799108402,560.2847890963047,609.1363601210321,1704.4959518325777
1998-03-31T16:00:00Z,1998-03-31T10:18:58Z,1833.0646605450231,691.3482580525496,307.96277700368444,1552.3015446215538,303.93113462933974,154.35722755265164,651.3581602633525,662.110806516872,2415.191201887688
1998-03-31T17:00:00Z,1998-03-31T11:18:58Z,1833.0646605450231,736.4673062065765,504.18913071996934,1736.5772709361179,365.55574981965407,133.060799108402,779.3058241064048,662.110806516872,3303.099475922025
1998-03-31T18:00:00Z,1998-03-31T12:18:58Z,1827.3246122155542,1124.146130391562,755.4699179291572,1928.0230944045554,397.4693723712907,153.8221518313883,779.3058241064048,689.1153402696324,3794.0815000599537
1998-03-31T19:00:00Z,1998-03-31T13:18:58Z,2366.0821463161733,1175.8505770372049,785.598198293218,1993.439460569924,463.4309704501255,264.9902929316635,846.0552245438173,705.02679105761,4139.883458937967
1998-03-31T20:00:00Z,1998-03-31T14:18:58Z,2458.9229492189884,1273.079413497755,778.4759881909528,2194.5253886774244,463.4309704501255,287.48212627731164,914.6536158699411,797.826932781039,4501.100326466899
1998-03-31T21:00:00Z,1998-03-31T15:18:58Z,2443.6056749603354,1220.3294146101891,769.1599392868247,1928.0230944045554,397.4693723712907,439.56058774949054,1057.4165431994484,851.1865365153216,5373.358906800909
1998-03-31T22:00:00Z,1998-03-31T16:18:58Z,2543.5470453003804,1016.3332058230122,969.6041053191796,1375.17396706548,397.4693723712907,491.64741464282474,949.6472750794835,879.6115439639137,4687.6731983005575
1998-03-31T23:00:00Z,1998-03-31T17:18:58Z,2092.7575362158914,870.7984831004867,1011.3145081315463,989.806281529329,303.93113462933974,436.51412871672045,812.4495013295209,823.0837187200198,3879.1175281400533
1998-04-01T00:00:00Z,1998-03-31T18:18:58Z,2092.7575362158914,731.8327540712568,1096.3362721833075,691.3830620133037,244.51349713578324,383.2556488353696,620.5323034690712,767.8441717299429,3303.099475922025
1998-04-01T01:00:00Z,1998-03-31T19:18:58Z,1877.047694893914,687.0087298032811,1139.644080658136,598.7592058607712,189.4116329862611,331.92411956306063,530.8678970504146,713.8932011016223,2843.9380582318845
1998-04-01T02:00:00Z,1998-03-31T20:18:58Z,1771.6683283796237,555.4555721730135,1096.3362721833075,466.63723384706987,189.4116329862611,357.34515972758123,530.8678970504146,767.8441717299429,3146.584436920373
1998-04-01T03:00:00Z,1998-03-31T21:18:58Z,1771.6683283796237,513.9135449734807,3649.1603535911036,266.3141047395078,215.7915235129025,436.51412871672045,590.1737951053112,767.8441717299429,2843.9380582318845
1998-04-01T04:00:00Z,1998-03-31T22:18:58Z,1667.965657678268,640.9428589376167,2746.521795405549,194.14039892415659,188.75908463154627,282.58846494293084,364.4990455015674,372.8951962715223,1644.5854654749867
1998-04-01T05:00:00Z,1998-03-31T23:18:58Z,1465.6853556318297,595.9463434426751,1272.7400798913507,266.3141047395078,215.04767656188983,235.3404975036258,216.57240162626374,440.4469985662399,698.2413045262607
1998-04-01T06:00:00Z,1998-04-01T00:19:16Z,1465.6853556318297,512.3244900329483,3649.1603535911036,159.51403026227922,188.1105992734709,1178.2751532784284,263.6968172633837,208.69700085634489,935.7837310762125
