TIMESTAMP,solar_TIMESTAMP,SWE_NOR_ST1_BEF_Pab_Jt_1,SWE_NOR_ST1_BEF_Pab_Jt_2,SWE_NOR_ST1_BEF_Pab_Jt_4,SWE_NOR_ST1_BEF_Pab_Jt_5,SWE_NOR_ST1_BEF_Psy_Jt_6,SWE_NOR_ST1_BEF_Psy_Jt_7,SWE_NOR_ST1_BEF_Psy_Jt_8,SWE_NOR_ST1_BEF_Psy_Jt_9,SWE_NOR_ST1_BEF_Psy_Jt_10,SWE_NOR_ST1_BEF_Psy_Jt_11,SWE_NOR_ST1_BEF_Psy_Jt_12,SWE_NOR_ST1_BEF_Psy_Jt_13,SWE_NOR_ST1_BEF_Psy_Jt_14,SWE_NOR_ST1_BEF_Psy_Jt_15,SWE_NOR_ST1_BEF_Psy_Jt_16,SWE_NOR_ST1_BEF_Psy_Jt_17,SWE_NOR_ST1_BEF_Psy_Jt_18,SWE_NOR_ST1_BEF_Pab_Jt_19,SWE_NOR_ST1_BEF_Pab_Jt_20,SWE_NOR_ST1_BEF_Pab_Jt_21,SWE_NOR_ST1_BEF_Pab_Jt_22,SWE_NOR_ST1_BEF_Pab_Jt_23,SWE_NOR_ST1_BEF_Pab_Jt_24
2007-06-14T04:00:00Z,2007-06-14T05:09:09Z,0.0023025351453965868,0.22310779180920226,0.16056213117630397,0,0.008886749778782045,0.012861375089282015,0,0,0.029048456815370115,0,0.02475969509138816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T04:30:00Z,2007-06-14T05:39:09Z,0,0.1975969167728002,0.13756418374522272,0,0,0.012085453524940396,0,0,0.02463428255091049,0,0.0201286957253244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T05:00:00Z,2007-06-14T06:09:09Z,0,0.17498160117163566,0.09160050437645799,0,0,0.004560944131871971,0,0,0.012751894713647148,0,0.01862891776341699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T05:30:00Z,2007-06-14T06:39:09Z,0,0.15410757586273682,0.06997252400445295,0,0,0,0,0,0,0,0.014700080911429776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T06:00:00Z,2007-06-14T07:09:09Z,0,0.12993243266213184,0.04147815226342213,0,0,0,0,0,0,0,0.009043741156699666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T06:30:00Z,2007-06-14T07:39:09Z,0,0.11640279259504074,0.018677198091198884,0,0,0,0,0,0,0,0.005124647822627318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T07:00:00Z,2007-06-14T08:09:09Z,0,0.09344365372914865,3.755223325661465e-4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T07:30:00Z,2007-06-14T08:39:09Z,0,0.071650266155417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T08:00:00Z,2007-06-14T09:09:09Z,0,0.04220441683883152,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T08:30:00Z,2007-06-14T09:39:09Z,0,0.010313239559761562,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T09:00:00Z,2007-06-14T10:09:09Z,0,2.8459133062850347e-4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T09:30:00Z,2007-06-14T10:39:09Z,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T10:00:00Z,2007-06-14T11:09:09Z,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T10:30:00Z,2007-06-14T11:39:09Z,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T11:00:00Z,2007-06-14T12:09:09Z,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T11:30:00Z,2007-06-14T12:39:09Z,0.05744480321397834,0,0.009617509643310533,0,0.0016697639039512896,0,0.016366473289809735,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T12:00:00Z,2007-06-14T13:09:09Z,0.5650543237481283,0.2740072644490893,0.44297159246072676,0.08963001157552708,0.2167899871479617,0,0.5045522177598943,0.013316169110334439,0.09919286764891018,0.7060499957662507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T12:30:00Z,2007-06-14T13:39:09Z,1.7391060340275668,1.3323823288480574,1.8277515419518526,0.43583312945291514,0.8173646118480479,0.10387722154607627,1.759685082739955,0.2084362284517856,0.6090480457114253,2.7507852159867188,0.13883284843564855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T13:00:00Z,2007-06-14T14:09:09Z,3.9124658939151598,4.243443858440678,4.851813422473025,1.3880651044666175,1.970890667150343,0.6661998405097534,3.8757195614463087,0.7318221831691674,1.7006324714370926,5.971561917201935,0.5958397636883516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T13:30:00Z,2007-06-14T14:39:09Z,5.28108822900223,7.6193871884379964,6.675361659131975,2.492363708937389,3.4998270589117877,1.595683907583014,5.752875186848419,1.5039500624289102,3.142155239783466,7.878653635258845,1.2559044672993287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T14:00:00Z,2007-06-14T15:09:09Z,5.724905804631625,9.474273215883475,7.054895236929738,2.9951854935994278,5.20746117000992,2.74325344848705,7.291949202704632,2.3968946070910087,4.440230202009188,8.945997079227661,1.9897596427825244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T14:30:00Z,2007-06-14T15:39:09Z,5.629143170853633,9.970813538383293,7.0281845579604605,3.155586259420228,6.289837648625738,3.648682456080994,7.72384884256261,3.1463495892093847,5.239116071332555,9.075071428964737,2.737555286853808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T15:00:00Z,2007-06-14T16:09:09Z,5.271386290676607,9.510524001178734,6.698061413103168,3.1385294725437998,6.065203186263708,3.7468087989831584,6.902062113840579,3.2045041680991,5.012008653023264,8.0165664695416,2.923615245297275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T15:30:00Z,2007-06-14T16:39:09Z,4.623739397096778,8.462712275443113,6.073634044613992,2.716935026101848,4.90381078657904,3.2379319480890705,5.419873507424762,2.640357328893542,4.103609011842826,6.347405627202076,2.514838920259022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T16:00:00Z,2007-06-14T17:09:09Z,3.650145934454593,6.793042261538067,5.054168991837449,2.0271407228440785,3.400168824039894,2.499402168044196,3.679516563583634,1.9070576435967215,2.9788903430642777,4.345466007626765,1.9140630881252512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T16:30:00Z,2007-06-14T17:39:09Z,2.848719366747805,4.944802459928084,3.9724481385367523,1.5741305208413552,2.358274649135179,1.769751092768941,2.6162557459334113,1.3392271210918671,2.0710706959793717,3.020837587056858,1.3857008743356491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T17:00:00Z,2007-06-14T18:09:09Z,2.9489000826601353,4.809399588419243,4.030367977027052,1.1614921471136277,2.220615082984737,1.539442336745364,2.6542118530103016,1.2255653063861587,1.8948177480941342,3.3527899957185934,1.2285558487575232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T17:30:00Z,2007-06-14T18:39:09Z,3.286483110088236,5.210132559852217,4.736978478201526,1.1400682872350065,2.6492637643041608,1.6531182662015198,3.402399307937445,1.429955578453195,2.149155294804213,4.683880710017474,1.310988002650472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T18:00:00Z,2007-06-14T19:09:09Z,3.432417530087779,5.705195114839587,5.058264778721721,1.226920958860325,3.0001545372638643,1.860251740866717,3.897172963103944,1.6357257544040045,2.4621118499378665,5.2809144711168265,1.4101655906324433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T18:30:00Z,2007-06-14T19:39:09Z,3.0983760334666446,5.49561308600814,4.665973897561788,1.2185041408026624,2.6931890501665636,1.76185530875257,3.274952774846821,1.4921846052789767,2.2745153562595006,4.232276382961133,1.2775150402514344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T19:00:00Z,2007-06-14T20:09:09Z,2.784398221941267,5.017611215289097,4.096372911636244,1.1409566037676269,2.2883660130555348,1.5502255073880102,2.658991775902153,1.2501606585019935,1.9584944677043918,3.352074927708946,1.1040661093532635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T19:30:00Z,2007-06-14T20:39:09Z,2.3838777314809154,4.443993163831259,3.488077307360919,1.0271323174096647,1.9101592272925003,1.3123750762205038,2.212356011662321,1.0313659114232703,1.6573134820132351,2.6882120386802844,0.9346257401576259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T20:00:00Z,2007-06-14T21:09:09Z,1.8477715153192018,3.5894439031972905,2.7956739668682817,0.8150295361623543,1.476176455243085,1.0416367152286614,1.7414565857278943,0.8001356019634017,1.3086357975404133,1.9780154107907146,0.7403225663248646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T20:30:00Z,2007-06-14T21:39:09Z,1.3926522353180069,2.8332212069858964,2.223947831160819,0.6199782466886672,1.0926169487372863,0.8050561101000477,1.2731796268429445,0.6003723637768387,1.0029107739661685,1.3946370854444576,0.5750428318562886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T21:00:00Z,2007-06-14T22:09:09Z,1.033648664448461,2.193135827133175,1.705695251457756,0.4803669357400569,0.7921184778504959,0.605728511129588,0.9126491108778081,0.4442903978050643,0.7543159196032784,0.9710458144824577,0.43994864702889336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T21:30:00Z,2007-06-14T22:39:09Z,0.7840355259273671,1.7136057867403114,1.3476675970209777,0.37835230456260993,0.5803984442026653,0.4556154282731626,0.6719792144081491,0.33079649965146984,0.5692321080043707,0.6895224718187578,0.33567434297857596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T22:00:00Z,2007-06-14T23:09:09Z,0.6082005271313122,1.3679917540957827,1.06930836139495,0.29708120080494527,0.4250073901471538,0.3410042337237726,0.506171679867007,0.2460650046664759,0.43503786679581585,0.49761277858279795,0.25706469461262765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T22:30:00Z,2007-06-14T23:39:09Z,0.46776089845463614,1.106522638675413,0.8407899525774514,0.23517474187425477,0.3104829243867516,0.2573575015695331,0.38011094940598084,0.1868356855109817,0.3341982288563738,0.35369665104932946,0.19996977284228065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T23:00:00Z,2007-06-15T00:08:57Z,0.36241056541745365,0.8834186643080189,0.6435212928812546,0.1779594918818011,0.2294919623123319,0.19136552198499795,0.28414423269364547,0.13479089791944807,0.2519642634272597,0.24586226066319367,0.15117743925028274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-14T23:30:00Z,2007-06-15T00:38:57Z,0.3223775562158244,0.7721966025149667,0.5317427375050033,0.11956211018793984,0.17805234193954134,0.1380225323006382,0.22503876974837894,0.09871545759357392,0.1954268581922251,0.18160332195900625,0.10916635202072597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T00:00:00Z,2007-06-15T01:08:57Z,0.29792632458524976,0.7452764800641968,0.4765747458202756,0.08667393669084573,0.1328280897963792,0.09904190222821309,0.1724064301176842,0.07253662042843721,0.14899882512246113,0.11755226374048049,0.07211404961749131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T00:30:00Z,2007-06-15T01:38:57Z,0.2547829352671195,0.6987874947820959,0.40683764950328494,0.06916274174196069,0.09623510958786505,0.073819940794067,0.13754612649801504,0.05671804869810667,0.1175183035299081,0.07263170662111021,0.05089543038494926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T01:00:00Z,2007-06-15T02:08:57Z,0.20794761234596135,0.6227697024011164,0.34541861920028555,0.03944689333284715,0.06957413322663025,0.05360683812965471,0.10740377119964327,0.04241710364382748,0.08642154782557156,0.03797414405188231,0.034801993626464044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T01:30:00Z,2007-06-15T02:38:57Z,0.15230683438945158,0.5147021001396801,0.2842718674585332,0.02986334601924822,0.03658511925190552,0.0363900623232333,0.0651137019788731,0.030693473250810635,0.0557116988620508,0.006802863545717654,0.020922011894737944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T02:00:00Z,2007-06-15T03:08:57Z,0.0913710577415156,0.3919537201634142,0.19516778361606252,0.011507686814146328,0.006281866989154432,0.022117363951993856,0.024260100839544642,0.02080007158006853,0.026484581341214182,0,0.008513982922632654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T02:30:00Z,2007-06-15T03:38:57Z,0.04429652731604661,0.2818865389004985,0.11122387086828281,0,0,0.009788464675029583,0,0.013505675464379105,0.005535252797695771,0,0.001759676561290566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T03:00:00Z,2007-06-15T04:08:57Z,0.012636888429201857,0.1934582879369054,0.04574080483578734,0,0,0.0012232898315790918,0,0.009467966986058615,0,0,8.79838280645283e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T03:30:00Z,2007-06-15T04:38:57Z,0.012556467239864583,0.1224813976398092,0.006410168264797563,0,0,0,0.0025658914551950785,0.010062811557752894,0,0.006323424167236751,0.005092421833810009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T04:00:00Z,2007-06-15T05:08:57Z,0.061049219393835535,0.08092603836203006,0.01836478145895289,0.008268741202363811,0.004941945189377388,4.3058849686877917e-4,0.05403889468351888,0.024620248959555505,0.00421032729975293,0.08709968223429325,0.019850611411515433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T04:30:00Z,2007-06-15T05:38:57Z,0.20178815681952297,0.10040578778615238,0.09946102872464967,0.03284355230368295,0.07819174747944121,0.017624911627436467,0.2033466719533817,0.06507367742315621,0.06893824209857974,0.2808162334067402,0.050359108169711564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T05:00:00Z,2007-06-15T06:08:57Z,0.4897358127116641,0.24591122080259203,0.3339771394126366,0.0804395664888788,0.25841407046411885,0.07787889780861824,0.5398069328082366,0.17009777251613353,0.21663885648889203,0.7044785995100832,0.036477816920274235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T05:30:00Z,2007-06-15T06:38:57Z,0.9670979418872361,0.6149247551022162,0.8284086834411496,0.2011469040016285,0.5676139062743765,0.21047133780048438,1.1075254421514886,0.3369646640653554,0.4740282983435981,1.4926985239435229,0.14837121908384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T06:00:00Z,2007-06-15T07:08:57Z,1.5591720800490123,1.3154187209319608,1.6488534791555638,0.4302841949130246,1.0102463920236964,0.41166555737205546,1.8126041081261344,0.5724507178183534,0.8441914792996892,2.5077039447682927,0.33698821103751186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T06:30:00Z,2007-06-15T07:38:57Z,2.410433524529323,2.6400886243770123,2.780146243155638,0.8635945270980037,1.5749253247877242,0.6607671559759081,2.6401132439930195,0.8328670648044176,1.3502794361664205,3.8010522565123632,0.5326012178240808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T07:00:00Z,2007-06-15T08:08:57Z,3.2825787445105146,4.755307034473196,3.9409699828481943,1.555499725169547,2.199626783230214,1.0600436380245877,3.61034297337395,1.1375752491044577,1.9937537290378191,5.29246457283768,0.8117069806672061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T07:30:00Z,2007-06-15T08:38:57Z,3.9374296446278585,7.046047690937094,4.857903463682691,2.3048196819531683,2.8662397984193895,1.5887119148767654,4.549613687389805,1.5290271618551698,2.682337547581828,6.52365540726003,1.1176585501240208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T08:00:00Z,2007-06-15T09:08:57Z,4.261979958433775,7.843005771855386,5.207071697318311,1.8662900399544446,3.433473055234203,2.1147013972654842,5.255465506613378,1.885316203876576,3.275211641442792,7.151868573044414,1.432775419540501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T08:30:00Z,2007-06-15T09:38:57Z,4.410902676025469,7.913668707387526,5.332174129234605,2.088753530502021,3.9900878538983804,2.6065357342284026,5.818926394114144,2.2365250082909762,3.8221041537839473,7.626273506817742,1.7820229734919564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T09:00:00Z,2007-06-15T10:08:57Z,4.440177933642809,8.209140194525686,5.498473804559366,2.7355698796882986,4.375483747377412,3.0180159505431012,6.170687179491762,2.5483161640021867,4.204222032887553,7.882626150608813,2.1003409422456545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T09:30:00Z,2007-06-15T10:38:57Z,4.413891572354863,8.793447381283956,5.734310590359898,3.136337173908298,4.422047094978669,3.2365593436649487,6.238943439900837,2.7418074699542574,4.337267798193454,7.987360744043109,2.319476153038935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T10:00:00Z,2007-06-15T11:08:57Z,4.815208383351693,9.867991637993994,6.426914076810522,3.4367777770440937,4.669306961353441,3.4715223882061794,6.6574754498971105,2.9961196525934435,4.522120112688428,8.340655417095117,2.5875887132992053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T10:30:00Z,2007-06-15T11:38:57Z,5.1036500513577,11.062649613533633,7.102061633389247,3.8089694186029033,4.975333158259766,3.6509966392144535,6.961815477016086,3.135509717232946,4.746517137878144,8.4601792636074,2.767969891759546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T11:00:00Z,2007-06-15T12:08:57Z,5.194827555309873,12.582250919920833,7.678160958278749,4.044301185490127,5.3110381988575694,3.8532424036896944,7.238648302730388,3.2127067318555294,4.957285865992471,8.717655585699346,2.879787698750477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T11:30:00Z,2007-06-15T12:38:57Z,5.33393098207583,14.189443130358145,8.073338744736708,4.492481082381524,5.434945310283757,3.9730754444197696,7.322461668846016,3.1225261031746263,5.101388433516548,8.929666389565979,2.8503705213936787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T12:00:00Z,2007-06-15T13:08:57Z,5.549257851351057,15.3882436267349,8.402242600417935,6.013909229535929,5.699800477222845,4.003303095674028,7.39235123784976,3.05913927722723,5.287235559890589,9.140782977254235,2.8150103907648765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T12:30:00Z,2007-06-15T13:38:57Z,5.761425782919172,15.129904217121918,8.555879441272696,6.659657102620309,5.775287081934866,3.9968322462460244,7.368092768588,3.0324190634209445,5.367859118844525,8.8451785885285,2.747952617896522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T13:00:00Z,2007-06-15T14:08:57Z,5.99656367017257,14.256932817387268,8.56901141786822,6.682204154663154,5.80788376212146,3.8782364314409223,7.373615209375061,2.924199484378372,5.354188902023288,8.569306417672385,2.6658514687211414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T13:30:00Z,2007-06-15T14:38:57Z,5.720999642842167,13.07681989161192,8.131769355711794,6.292599315379531,5.389086917172754,3.588487590236762,6.684199170880886,2.6318418263657986,4.982694237318866,7.561809134715643,2.429933373019365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T14:00:00Z,2007-06-15T15:08:57Z,6.112930648778983,13.00312387926816,8.307981059459964,5.23320205832517,5.550773357634702,3.7195266924727473,7.193609717268422,2.598123231248522,5.042917896073415,7.877405696738811,2.251081751596779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T14:30:00Z,2007-06-15T15:38:57Z,6.310567227399503,12.694699931370037,8.626582201807787,4.152539911977216,5.8029808880285545,3.8882501908287552,7.5977609960634505,2.764263985916694,5.240433102153586,7.882121486405842,2.3469167593679665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T15:00:00Z,2007-06-15T16:08:57Z,6.302541753361198,12.164220165294733,8.787563598736886,4.768639529774465,6.010977515639458,3.9093995906198034,7.783755094038217,2.886085623335244,5.294949418794385,7.760815306197875,2.47781620022026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T15:30:00Z,2007-06-15T16:38:57Z,6.154783579711947,11.425260358472439,8.824169493869103,5.029386982626626,5.948045072844132,3.7881223102059667,7.555093621595508,2.8840987223002696,5.13022233631332,7.540983731850465,2.497862476401396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T16:00:00Z,2007-06-15T17:08:57Z,5.968500855477308,10.566795237608718,8.920984096667173,4.068814364425144,5.853529889930148,3.615477084923897,7.392456817317378,2.8181117542577225,4.970334794640176,7.51991819420593,2.443336226897603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T16:30:00Z,2007-06-15T17:38:57Z,5.63570952222472,9.61895127803553,8.955543699524917,4.290905469807762,5.703025351907547,3.461295544274841,7.102989071707897,2.7413250536535845,4.734130791481969,7.601934512847594,2.3739450283916828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T17:00:00Z,2007-06-15T18:08:57Z,5.286085290052937,8.723201978449579,8.582156203805056,3.832642436435251,5.375213075257267,3.2962224087681236,6.728088497875676,2.6955289546020564,4.3593826539655005,7.789799192900197,2.2498592408398923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T17:30:00Z,2007-06-15T18:38:57Z,4.782317351508949,7.740839994276858,7.667575638852669,3.2933838715839565,4.700261993376263,3.024166262538138,5.9072560229210715,2.551319930213309,3.7555124476676633,7.416277548099826,2.0152475104234537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T18:00:00Z,2007-06-15T19:08:57Z,4.143232400539366,6.74863616794253,6.427321573980986,2.7462952364954387,3.8306441553920783,2.585870175979162,4.778653053555404,2.1726801470208152,2.9894165789469485,6.3757468674948745,1.7056250040760252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T18:30:00Z,2007-06-15T19:38:57Z,3.531509741687842,5.726827782148444,5.369045017615198,2.267882950134002,3.076802434409647,2.1453770724317294,3.8065540483543656,1.7445577568520076,2.3727658555084012,5.032884975011601,1.4212588512127813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T19:00:00Z,2007-06-15T20:08:57Z,2.9600084547753722,4.715337225791416,4.4176768250007425,1.8487301764549315,2.4820895841915545,1.7309930783720249,3.03808725852697,1.3500380034909163,1.9018039552901578,3.7150634225207315,1.1584682793743566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T19:30:00Z,2007-06-15T20:38:57Z,2.5417845014409117,3.9051159204909736,3.74471486228325,1.5523244416571993,2.071633402452134,1.4250597679483508,2.5226996450109396,1.0947873018667853,1.5797421185244949,2.7645527908701117,0.9663348572273871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T20:00:00Z,2007-06-15T21:08:57Z,2.147593262402441,3.2553524309416964,3.1590021267396535,1.2922738741334714,1.714461718670831,1.152110305747514,2.0753750180151793,0.8794771019903626,1.3044012149751785,2.046326437125091,0.7861344388670978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T20:30:00Z,2007-06-15T21:38:57Z,1.7682562154343284,2.7122536337893632,2.6381663031860283,1.0259164609463387,1.36276310421654,0.9121693391554583,1.6534250602593161,0.6807279043544584,1.0482110031989933,1.4918057561971503,0.6178941351560697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T21:00:00Z,2007-06-15T22:08:57Z,1.3995391506103207,2.2181834645532885,2.139465581826919,0.7786634004611092,1.029649452956257,0.6887955440513668,1.2302598424455902,0.49308052554300125,0.7999389934459138,1.0468309024161742,0.4579897281552562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T21:30:00Z,2007-06-15T22:38:57Z,1.1112761457983618,1.8214874378324213,1.7444768932700705,0.5665990717460798,0.7613958990532345,0.5014082679981304,0.9006294942734155,0.34106319565033044,0.6058669001026608,0.723681529832689,0.32781900206975395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T22:00:00Z,2007-06-15T23:08:57Z,0.899365132382276,1.539791547344099,1.4501115850918074,0.4498310864496896,0.5839386659328238,0.37686095939741543,0.6837177473151476,0.25249855007830613,0.4798605237599027,0.5237357071471624,0.24759234837209437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T22:30:00Z,2007-06-15T23:38:57Z,0.7377317020590143,1.3136295933220365,1.2292042467063025,0.45826593307166735,0.4674811578367586,0.2946840249305893,0.5348642559938994,0.19590487410042834,0.3894946281706452,0.387075461613502,0.19669974886558683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T23:00:00Z,2007-06-16T00:08:45Z,0.5971062852150683,1.1170376031933469,1.0401748755750329,0.3402865921493364,0.3621079231235634,0.2224580172297935,0.41707991730749866,0.14849265814197196,0.3183174649597055,0.284949494215679,0.15054462758366086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-15T23:30:00Z,2007-06-16T00:38:45Z,0.46402076650334784,0.9152258578673097,0.8432994626570912,0.3019049259945923,0.2776719665968123,0.16210397541032703,0.3152996374072292,0.10103489881411305,0.25388675302525565,0.19840981391017742,0.1077696066853626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-16T00:00:00Z,2007-06-16T01:08:45Z,0.3528284344146486,0.7438155629784804,0.6872820057196344,0.15968977345597704,0.19466437379841442,0.10790678382103619,0.22842400518111633,0.06407876999357487,0.1969818492660648,0.1303662138634173,0.0729517563567141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
