TIMESTAMP,solar_TIMESTAMP,USA_SYL_HL2_Tca_Js_1,USA_SYL_HL2_Tca_Js_2,USA_SYL_HL2_Tca_Js_3,USA_SYL_HL2_Tca_Js_4,USA_SYL_HL2_Ovi_Js_5,USA_SYL_HL2_Ovi_Js_6,USA_SYL_HL2_Bal_Js_7,USA_SYL_HL2_Tca_Js_8,USA_SYL_HL2_Asa_Js_9,USA_SYL_HL2_Tca_Js_10,USA_SYL_HL2_Tca_Js_11,USA_SYL_HL2_Bal_Js_12,USA_SYL_HL2_Asa_Js_13,USA_SYL_HL2_Asa_Js_14,USA_SYL_HL2_Asa_Js_15,USA_SYL_HL2_Asa_Js_16,USA_SYL_HL2_Asa_Js_17,USA_SYL_HL2_Asa_Js_18,USA_SYL_HL2_Tca_Js_19,USA_SYL_HL2_Tca_Js_20
2015-10-03T02:30:00Z,2015-10-02T20:44:43Z,0.32191020431999995,0.24462424259999999,0.19043190648,0.28582073135999997,1.123620669,0.03050637444,0.7452911358,0.11708736444,0.16624558979999998,0.14366227572,0.12757423752,0.10084226112,0.21174392844,0.2847091896,0.6580756476,0.24574660452,0.18310118652000001,3.4276179985199997,NA,0.06252661223999999
2015-10-03T03:00:00Z,2015-10-02T21:14:43Z,0.24655182084,0.23728762511999998,0.17883787284,0.20762928612,0.83538949752,0.0166663224,0.5267739203999999,0.0973817964,0.12431407500000001,0.10271265048,0.10406626776,0.12387562416,0.20550759336,0.24155787492,0.44875885788,0.17566535987999998,0.14084547551999999,2.54782194084,NA,0.015157287359999999
2015-10-03T03:30:00Z,2015-10-02T21:44:43Z,0.20420312831999998,0.22048860276,0.14101154388,0.15830465868,0.64634345424,0.00645056028,0.40302117324,0.08546710608,0.09864619091999999,0.06915414528,0.07497730404,0.14414238864,0.18064643868,0.1962828108,0.35709879312,0.16099132176,0.11573470188,2.1999914020799998,NA,0.03414086568
2015-10-03T04:00:00Z,2015-10-02T22:14:43Z,0.1579349214,0.19011645900000002,0.12273321743999999,0.12310035372,0.50313954744,0.00313302564,0.3218894406,0.08320285583999999,0.0845576586,0.05164728516,0.055491016319999996,0.13321054728,0.15261673392,0.14613977808,0.266849595,0.1341840204,0.098955567,1.97506629396,NA,0.02596275612
2015-10-03T04:30:00Z,2015-10-02T22:44:43Z,0.17523443303999997,0.14472012743999998,0.10510844507999999,0.08480067732,0.41904944532,0.00290938248,0.2805569784,0.08686462067999999,0.08401518972,0.04541639868,0.049200638399999996,0.12253760964,0.13918738715999998,0.1297969686,0.2039714892,0.103803543,0.0642292686,1.68306630372,NA,0.0495675486
2015-10-03T05:00:00Z,2015-10-02T23:14:43Z,0.11234066292,0.11591679960000001,0.10257215904,0.05918546087999999,0.30833664012,0.01618548696,0.23575040136,0.09659615472,0.0909430488,0.036922912919999995,0.044313676919999996,0.10858350672,0.12227906484,0.10559241,0.1417602042,0.07081261236,0.05594163947999999,1.31386508928,NA,0.01829093796
2015-10-03T05:30:00Z,2015-10-02T23:44:43Z,0.06890114304,0.10049254776000001,0.10734937811999999,0.03135068964,0.23825581524,0.00705710484,0.18347151276,0.0956048868,0.08158762259999999,0.029970315,0.0418543758,0.09157958676,0.10399294548,0.06543240408,0.09983418876,0.04662308268,0.050995373399999995,1.08013901148,NA,0.019469300039999998
2015-10-03T06:00:00Z,2015-10-03T00:15:00Z,0.04643222688,0.08284772916,0.09253770191999999,0.01122419124,0.16332465456,0.0067554612,0.6937552094399999,0.09213151680000001,0.06810079427999999,0.0210174894,0.038181584879999994,0.08334838296,0.08979903648,0.0530660088,0.09004759236,0.0455453172,0.0399563946,0.9014806976399999,NA,0.053791733159999994
2015-10-03T06:30:00Z,2015-10-03T00:45:00Z,0.052244515799999995,0.07222919543999999,0.07595429256,0.00100026036,0.13577140116,0,0.09861972696,0.080563923,0.051162856199999995,0.013817908799999999,0.02687164344,0.07533288683999999,0.07096759128,0.026710075439999998,0.07183426895999999,0.032878144799999995,0.02812742964,0.8240133880799999,NA,0.03359650356
2015-10-03T07:00:00Z,2015-10-03T01:15:00Z,0.04443143904,0.033227380439999996,0.023715961919999997,0.0052176366,0.10348753139999999,6.199833599999999e-4,0.06380722259999999,0.06836828651999999,0.05485628484,0.005632408439999999,0.018544788719999997,0.03735728352,0.056444529599999994,0.07174879308,0.04402733544,0.019558091519999998,0.0173477322,0.6356841696,NA,0.032291241479999996
2015-10-03T07:30:00Z,2015-10-03T01:45:00Z,0.02030106276,0.014844099239999999,0.00176260212,0.0026083897199999997,0.07112349647999999,0.00410518188,0.02768754528,0.0586794474,0.05852173752,1.3293252e-4,0.018504965159999998,0.0034581031199999997,0.03952837224,0.06527892923999999,0.028569785039999997,0.01073908764,0.0122929596,0.6388924701600001,NA,0.025644855239999997
2015-10-03T08:00:00Z,2015-10-03T02:15:00Z,0.028200803039999996,0.00537056496,0,0.00287945532,0.055382196239999994,0.00850825584,0.0173322288,0.045269643959999994,0.04885850052,0,0.01368737604,0,0.02962989288,0.059099216399999994,0.0086903154,0,0.0088269202799999991,0.62908560396,NA,0
2015-10-03T08:30:00Z,2015-10-03T02:45:00Z,0.037922612759999995,0.00445151736,0.00562788216,0.00179702604,0.0702865332,0.01421304768,0.55834697808,0.03249462888,0.0419932602,5.092632e-4,0.01366731252,0.01280824488,0.0202585608,0.05290409628,0.01233773712,6.624738e-4,0.00450896364,0.681551208,NA,0.027058888079999996
2015-10-03T09:00:00Z,2015-10-03T03:15:00Z,0,0.01906735428,0.05166999,0,0.07081960463999999,0.011932273079999998,0.04655178828,0.02896452828,0.011656118520000001,0.0027713732399999996,0.010016302679999999,0.02616892128,0.015391889280000001,0.013585957199999998,0.030047523479999998,0,0.0065510405999999995,0.7353274186800001,NA,8.7603732e-4
2015-10-03T09:30:00Z,2015-10-03T03:45:00Z,0.05308781292,0.01617093216,0.04353805296,0.01231464888,0.07157756376,0.0065504124,0.03174600456,0.0142501986,0,1.4333472e-5,0,0.024616188,0.00641288556,0,0.03735250488,0.00442252188,0.00270299844,0.6935728100399999,NA,0.00621097956
2015-10-03T10:00:00Z,2015-10-03T04:15:00Z,0.069163866,0.0072604713599999995,0.04564559267999999,0.033012223199999996,0.06292071755999999,0.013955466599999999,0.01956044988,0.00895753368,0.00245670876,0,7.369272e-4,0.0154822752,0.0018111326399999998,0.03423625632,0.01591726572,0.00393898068,0.00459559656,0.52519440636,NA,0.00435646512
2015-10-03T10:30:00Z,2015-10-03T04:45:00Z,0.10192315535999999,0.00492809364,0.0522743274,0.038741479919999995,0.03765059496,0.013722073199999999,0.005230002599999999,0.00434493828,0,0,6.4108188e-4,0.01896022224,0,0.02511626148,0.013740837119999998,0,0,0.3068761734,NA,0
2015-10-03T11:00:00Z,2015-10-03T05:15:00Z,0.09168603767999998,0.0021623702399999997,0.06800598935999999,0.03694819968,0.02117509488,0.01926520092,0.5043706783199999,6.253012800000001e-4,0.0019250261999999999,0,0.0017432938799999999,0.03056735016,0.00701840916,0.02891984616,0.00422610264,0,5.4519192e-4,0.13444704323999998,NA,0.02536523676
2015-10-03T11:30:00Z,2015-10-03T05:45:00Z,0.06810873336,0,0.09118935144,0.039274030439999996,0,0.037783492919999995,0,0,0.0052048044,0,0.0129264012,0.0641903868,0.0019651463999999998,0.044795465279999995,0,0,0,0,NA,0.020387476800000002
2015-10-03T12:00:00Z,2015-10-03T06:15:00Z,0.07156818756,0,0.11084796,0.02991525192,0,0.05486335128,0,0.00382087188,0.01720730772,0,0.02796321996,0.09174468852,0,0.04888567908,0,0.00451503252,1.3520159999999999e-5,0,NA,0.03919623336
2015-10-03T12:30:00Z,2015-10-03T06:45:00Z,0.01960671348,0,0.15180085944,0.022951008359999997,0,0.06907109688,0,0.014429944079999998,0.01419329952,0.00363741048,0.04351661028,0.13552840368,0,0.06926490144,0.00252687816,0.01047858264,0.0012702186,0,NA,0.03238901388
2015-10-03T13:00:00Z,2015-10-03T07:15:00Z,0.08869949856,0.0075452724,0.18445652712,0.07043701212,0.0036656424,0.07128038771999999,0.0037424170799999997,0.01900582776,0.0176906304,0.00320228892,0.04930483212,0.19859149944,0,0.08160832727999999,0.0034443619199999997,0.020793859919999998,0,0,NA,0.0601982298
2015-10-03T13:30:00Z,2015-10-03T07:45:00Z,0.18023624064,0.02436539112,0.20420792999999998,0.13564833732,0.09808091783999999,0.091753209,0.04024511532,0.014223186359999999,0.022442189759999998,0.00779145516,0.03840165396,0.22865764787999998,0,0.08150638823999999,0.04755226176,0.026692680239999995,0.00508720428,0,NA,0.04996040328
2015-10-03T14:00:00Z,2015-10-03T08:15:00Z,0.29224913544,0.04639932576,0.23032322423999999,0.23812873488,0.26043552828,0.10921725468,0.10277034084,0.00906309216,0.02174145876,0.019346617799999997,0.02180282724,0.30950061804,9.3704256e-4,0.099269658,0.28512277523999996,0.0466286076,0.03470027328,0.24534685007999998,NA,0.060904500119999996
2015-10-03T14:30:00Z,2015-10-03T08:45:00Z,0.39842180856,0.07847578116,0.27211084596,0.47734842815999995,0.6643408086,0.13752890316,0.32306246784,4.890034799999999e-4,0.0211599576,0.042425497799999996,0.011064673439999999,0.55433985552,0.01115907228,0.15639375132,0.87234557112,0.07295342724,0.136439703,0.80676132408,NA,0.047941095239999995
2015-10-03T15:00:00Z,2015-10-03T09:15:00Z,0.52187613228,0.138790332,0.3246090786,0.89365382892,1.43330605092,0.18080163324,0.7049161738799999,0,0.01731807036,0.08683900488,0.007583064840000001,0.9553460238,0.043058750039999996,0.28392172488,1.83934367172,0.16816652496,0.3803276502,1.6975859975999998,NA,0.11300938416
2015-10-03T15:30:00Z,2015-10-03T09:45:00Z,0.6856971346799999,0.18240323039999998,0.32896022544,1.40292606168,2.30927763636,0.21228220295999997,1.30869845964,0,0.02019713796,0.15611892444,0.01218355992,1.33765510716,0.07598001348,0.52230678588,2.8753872443999997,0.3508354206,0.7723306720800001,2.74326990768,NA,0.11734023383999999
2015-10-03T16:00:00Z,2015-10-03T10:15:00Z,0.82024488,0.22843585764000002,0.37117009908,2.04556441608,3.3318865562399997,0.26129439288,2.15165488716,0,0.030232234079999996,0.23993300627999997,0.03087692064,1.74821237244,0.15065874648,0.86156610264,4.1368931604,0.71130027744,1.2775065912,4.1169888648,NA,0.1488235122
2015-10-03T16:30:00Z,2015-10-03T10:45:00Z,1.20217049424,0.33621839964,0.43424372159999997,3.17895618456,4.6871678592,0.33848143272,3.6519497999999997,0,0.06651989423999999,0.39392917955999995,0.053526428640000005,2.34547759656,0.31133928491999996,1.3267287831599999,6.48693477,1.46828507868,1.8757350828000001,6.579238478400001,NA,0.306465759
2015-10-03T17:00:00Z,2015-10-03T11:15:00Z,1.5625942685999998,0.57998943288,0.55138201812,3.9017237687999997,5.431798058399999,0.43843606632,4.7014202124,6.3958248e-4,0.16761296736,0.6671566368,0.10031099688,2.73650492916,0.50032233504,1.8457364041199997,8.389761948,2.4389105619600002,2.39944627332,8.3476154484,NA,0.55203055632
2015-10-03T17:30:00Z,2015-10-03T11:45:00Z,1.7467320085199998,0.9134187138000001,0.56722215456,3.9326567507999997,5.090270288399999,0.44494012476,4.9460798448,0.03655850436,0.29575498356,0.9683754256799999,0.19445570136,2.95649953956,0.65293935408,2.09771506548,8.585593588799998,2.8451229314399997,2.55926265984,8.6950373292,NA,0.8044897154399999
2015-10-03T18:00:00Z,2015-10-03T12:15:00Z,1.8925554546,1.18011862368,0.60047697672,4.115178306,4.9731945228,0.40330969272,5.3958765708,0.09229483476,0.42532768872,1.2383527212,0.28559716632,3.0845929777200003,0.7800501114,2.2246112123999997,8.4754207116,3.0544636013999997,2.58965100468,9.423882468,NA,0.9461052165599999
2015-10-03T18:30:00Z,2015-10-03T12:45:00Z,2.0582192304,1.6114870688399998,1.09469625048,4.696280856,5.429456226,0.36133019172,5.9820327972,0.1565470242,0.59706128736,1.5865988057999998,0.35270856611999996,3.2156238023999997,0.95092145856,2.14928906328,9.2281525812,3.55739531328,2.7919259297999997,10.708440681599999,NA,1.1975978599200001
2015-10-03T19:00:00Z,2015-10-03T13:15:00Z,2.3510435468399997,1.9868063086799999,1.2096048564,4.8869554212,6.082140095999999,0.40531014215999994,6.153423447600001,0.20560708223999996,0.7173436842,2.0673348040799997,0.38489545908,2.9573444728799996,1.07253214776,2.1542604516,9.6475225643999991,3.9234376332,2.86216608384,11.345323968,NA,1.51224997608
2015-10-03T19:30:00Z,2015-10-03T13:45:00Z,2.59102212264,2.23126852428,1.1065541558399998,4.396918572,5.960370582,0.45734924052,5.903169890399999,0.29742282540000003,0.8156539483199999,2.4833635092,0.44822464308,3.13427688624,1.16477449704,2.11363715988,9.1456869204,3.9990978647999995,2.92349735568,11.8052945316,NA,1.7860945568399997
2015-10-03T20:00:00Z,2015-10-03T14:15:00Z,2.64405908196,2.10464357616,0.91424830392,4.112912412,5.8210973712,0.46512315179999997,5.6736668484,0.3798495918,0.8269570782,2.52280062252,0.6653694862799999,3.0803352209999995,1.16164378332,1.93352416236,8.2728103464,3.7065823919999996,2.7801640972799997,12.288675711599998,NA,1.6732349827199997
2015-10-03T20:30:00Z,2015-10-03T14:45:00Z,2.7097256217599996,1.8952147872,0.7765876119599999,4.530109543199999,5.92668468,0.43912808208,5.565109132799999,0.38078577216,0.7987451317200001,2.2883927868,0.80865334152,2.7790362640799997,1.15504512732,1.8937998234,7.959143375999999,3.6376320924,2.74337088732,11.8073648736,NA,1.6369266887999998
2015-10-03T21:00:00Z,2015-10-03T15:15:00Z,2.4474342715199997,1.63713449052,0.66640498056,3.9543870383999997,5.5232769096,0.43170524496,5.2297848972,0.38327358816,0.75137844672,1.98580862016,0.8041080016800001,2.53578075588,1.11872573712,1.8708605089199999,7.432479165599999,3.22549704864,2.5865575930799998,11.4399242964,NA,1.4940465364799997
2015-10-03T21:30:00Z,2015-10-03T15:45:00Z,2.19959432388,1.28664081576,0.5152838274,3.7549285847999996,5.4060483096,0.40030153775999994,4.9260814775999995,0.34415810856,0.6951001572,1.6539502024800001,0.67373202636,2.19971980548,1.0695940434,1.7165969798399998,6.665003593199999,2.7572469915599997,2.473104924,11.755213055999999,NA,1.2543101838
2015-10-03T22:00:00Z,2015-10-03T16:15:00Z,2.03706473364,1.042019109,0.45507806568,3.8593903752,5.2264477944,0.3446365662,4.7383395984,0.30446679708,0.63070358904,1.41049494936,0.52925709996,1.9039259735999998,1.02750546276,1.51640775936,6.2448127308,2.25129986388,2.48563502388,12.1411569096,NA,1.0367462491200001
2015-10-03T22:30:00Z,2015-10-03T16:45:00Z,1.7028094442400001,0.8946308469600001,0.40969120499999995,3.1509142826399996,4.446555271199999,0.29605776264,4.023694206,0.27045642168,0.5281120026,1.2203837838,0.42837173136,1.30234080636,0.8442336362399999,1.3270633268399998,5.1737632056,1.61347691016,2.0213979803999997,11.0423731788,NA,0.8457869754
2015-10-03T23:00:00Z,2015-10-03T17:15:00Z,1.42346817144,0.7305454170000001,0.37795277088,2.61598057236,3.7211855255999997,0.24734998332,3.39018151248,0.23151271463999998,0.43845183648,1.0234165492799998,0.37132059348,0.8833504787999998,0.6916445823599999,1.14794462124,4.2375511008,1.17171318744,1.5732162799199998,9.7955638164,NA,0.62983017252
2015-10-03T23:30:00Z,2015-10-03T17:45:00Z,1.11429356544,0.5618785049999999,0.30025163808,1.99599216336,2.96110119096,0.18940175387999997,2.654216532,0.206225667,0.35471822723999996,0.82217423376,0.32856208668000003,0.5856837674400001,0.55566923904,0.9595022803200001,3.52690240068,0.85268271852,1.18668227184,8.310771687599999,NA,0.40133110176
2015-10-04T00:00:00Z,2015-10-03T18:15:00Z,0.8097383905200001,0.41070994775999997,0.2381610564,1.31393148768,2.15100839268,0.15682817483999997,1.9381741973999997,0.18020270196000002,0.30199345452,0.64049228208,0.29581866576,0.3277724634,0.47369339172,0.77787424152,2.60245457928,0.57876729696,0.81897945912,6.394581702,NA,0.29936242224
2015-10-04T00:30:00Z,2015-10-03T18:45:00Z,0.6087364758,0.28685196108,0.1551367476,0.7832563812000001,1.50421323024,0.10595758644,1.8065756516399998,0.15357351924,0.25674589944,0.46091251188,0.26035249824,0.14803452864,0.40497973379999996,0.58705850052,1.7097409188000001,0.33009558947999995,0.53145171468,5.0238479268,NA,0.13848937776
2015-10-04T01:00:00Z,2015-10-03T19:15:00Z,0.59514117948,0.22336745364000002,0.14187616847999998,0.6143653663199999,1.39015126728,0.08363984328,2.19323777148,0.13929782795999998,0.22028941908000002,0.34276211063999995,0.20610320399999998,0.12173611320000001,0.32247920556,0.47334521807999996,1.30311382932,0.21344972076,0.36981443952,4.9228075728,NA,0.09147594492
2015-10-04T01:30:00Z,2015-10-03T19:45:00Z,0.5360450094,0.18623264184,0.16816606704,0.52750141524,1.25821361376,0.06882187356,1.85018947128,0.12043466747999998,0.171466488,0.2551037004,0.14729178996,0.119395404,0.27151827876,0.38108356992,1.0742047714799998,0.17147608164,0.28876410575999995,4.6926256392,NA,0.059596700759999996
2015-10-04T02:00:00Z,2015-10-03T20:15:00Z,0.48844914047999993,0.15209881847999998,0.17081775612,0.46051505675999993,1.1066932476,0.05341776012,1.6701535569600001,0.11070269999999999,0.14654102904,0.20426632092,0.10710862992,0.11353556915999999,0.2510422254,0.30812042627999997,0.84327916428,0.12179629835999999,0.22729988268,4.1010244092,NA,0.01688620896
2015-10-04T02:30:00Z,2015-10-03T20:45:00Z,0.40878501479999996,0.14055814224,0.22043414808,0.36948857867999996,0.9704425643999999,0.04682802923999999,0.6478661988,0.10960256952,0.12401656775999999,0.18079752168,0.08573059152,0.10944768635999999,0.23308003188,0.24072496704000002,0.67364641944,0.10318593204,0.19149516468,3.5855475048,NA,0.0079522704
2015-10-04T03:00:00Z,2015-10-03T21:15:00Z,0.40606566407999994,0.12082870295999999,0.19786431456,0.28669101480000003,0.80820811044,0.0347786856,0.49935563963999996,0.10482983208,0.11937751091999999,0.14825073924,0.06664703112,0.10535436468,0.21112819451999998,0.18454702032,0.55783102716,0.08745078167999999,0.14723175312,2.9343512645999996,NA,0.04342202532
2015-10-04T03:30:00Z,2015-10-03T21:45:00Z,0.43164800892,0.08472080843999999,0.13116656808,0.24006242015999998,0.67758231456,0.01372789872,0.36412720164,0.09410979959999999,0.10392362748,0.12020620319999999,0.0485986176,0.09615667680000001,0.19384028784000001,0.16740724391999998,0.41010371208,0.04513723164,0.10196659511999999,2.31235476948,NA,0.03637956456
2015-10-04T04:00:00Z,2015-10-03T22:15:00Z,0.40989777336,0.05263945452,0.09393655212,0.18179820827999998,0.52497786636,0.014017439159999999,0.25989813755999996,0.09531223884000001,0.1116954432,0.09194952420000001,0.04801809671999999,0.06590153592,0.1747669518,0.15588197064,0.28876389732,0.028225889999999997,0.073673622,1.7585904380400001,NA,0.026896751999999996
2015-10-04T04:30:00Z,2015-10-03T22:45:00Z,0.42603542316,0.03039067224,0.057438929879999996,0.15557672412,0.48591907811999996,0.01629732492,0.17830095336,0.08716936176000001,0.11810762423999999,0.07792811604,0.04393977912,0.04555808388,0.1562447268,0.1358788932,0.21294269279999997,0.01975659588,0.057003040799999995,1.4708498839199997,NA,0.047733738479999996
2015-10-04T05:00:00Z,2015-10-03T23:15:00Z,0.18453881376,0.01920023964,0.070390989,0.05572795104,0.14230666943999998,0.00926541324,0.11866676363999999,0.09302052024,0.09948680207999999,0.043378745399999995,0.045710304119999996,0,0.13226863176,0.06640370748,0.1622580714,0.01657147212,0.04566466548,1.14269802696,NA,0.00997657632
2015-10-04T05:30:00Z,2015-10-03T23:45:00Z,0.23239664208000002,0.0126656316,0.03236983668,0.07370178552,0.25074508679999996,0.0458193816,0.06677489628,0.0871669134,0.11187299952,0.044835680159999995,0.0463485708,0.029456938079999998,0.12041193995999999,0.0569316888,0.09325838664,0.004854789359999999,0.0250024806,0.8202211012799999,NA,0.019192539239999997
2015-10-04T06:00:00Z,2015-10-04T00:15:17Z,0.15724350648,0.0067619959200000005,0.030334562279999998,0.05112303443999999,0.18006778080000002,0.0569789604,0.052145170559999995,0.08028656532,0.0996382044,0.0270037026,0.051892905239999995,0.02681155188,0.11812546583999999,0.0550095678,0.05171696244,0.00505694916,0.0221168592,0.44203231079999994,NA,0.01326812508
2015-10-04T06:30:00Z,2015-10-04T00:45:17Z,0.04495342752,0.0029521965599999997,0.0190109664,0.03760954992,0.11659080744,0.0708298776,0.04151719584,0.0778548078,0.09951286032000001,0.013105555199999999,0.06114346344,0.02935556748,0.07456654116,0.03079107,0.037049190839999996,5.57577e-4,0.0128412324,0.28335815855999996,NA,0.01088111088
2015-10-04T07:00:00Z,2015-10-04T01:15:17Z,0,5.0685588e-4,0.03554046216,0,0.04281640956,0.01023348744,0.0107895384,0.07896016008,0.09193355208000001,0.0012314833199999998,0.05546601036,0.01648869372,0.05589790884,0.01554806016,0.0483712362,0.00392769036,0.02015510688,0.15833864339999998,NA,0.007611833519999999
2015-10-04T07:30:00Z,2015-10-04T01:45:17Z,0.07599120336,0,0.01355448924,0.00860220252,0.09051357096,7.5702456e-4,0.0035413959599999998,0.0744150294,0.07290450468,0.00507945816,0.0611456778,0.058325013,0.04759938684,0.019809234,0.04163367708,0,0.0056547054,0.06771190176,NA,0.01074999348
2015-10-04T08:00:00Z,2015-10-04T02:15:17Z,0.02187223092,0,0.00574540596,0,0,0,0.0057033755999999994,0.0431324514,0.0365373576,0.0051781996799999995,0.04689893016,0.0476686602,0.03363934068,0,0.02540981664,4.1097312000000003e-4,0.0034715509199999997,0.02869347456,NA,0.00194985108
2015-10-04T08:30:00Z,2015-10-04T02:45:17Z,1.3986431999999998e-4,0,0,0.019239136559999998,0.04511987388,0.01611100872,0.27403764876,0.03420281988,0.030425847120000002,0.0036928278,0.04275643788,0.06766161084,0.0052921893599999995,0.014397538679999999,0.01310526792,0.0020342754,1.6004376e-4,0.0070855002,NA,0.01633637592
2015-10-04T09:00:00Z,2015-10-04T03:15:17Z,0,8.5080168e-4,0.030327801839999998,0.03550621824,0.043053830280000004,0.029154469319999998,0.00449640864,0.025721699759999998,0.018909743399999998,0,0.04818427992,0.07247245716,0.01534265784,0.019947197519999998,0.02738762604,0.005284953,0.00143401032,0.00790923096,NA,0.00114190668
2015-10-04T09:30:00Z,2015-10-04T03:45:17Z,0.03468265776,0,0.0316650348,0.044454893759999996,0.09081778536,0.00628018884,0.0034378955999999996,0.031479309,0.01472900544,0.00856509948,0.050156934119999996,0.09244974888,0,0.01623867156,0.012897416879999998,4.5343295999999994e-4,6.296896799999999e-4,0,NA,0
2015-10-04T10:00:00Z,2015-10-04T04:15:17Z,0.16164045251999998,5.593078799999999e-4,0.03883026204,0.08532472068,0.13196913984,0.00783123876,0,0.02776558536,0.00973064232,0.00719841924,0.03891878172,0.10624762512000001,0,0.03609818424,0.029561795999999998,0.008630621279999999,0,0.00715390164,NA,0.012146029559999999
2015-10-04T10:30:00Z,2015-10-04T04:45:17Z,0.1819911456,0.00483527412,0.0307407096,0.15374041991999998,0.18312676343999998,0.03370806864,0.01264473576,0.019108910519999998,0.01303407072,0.0036370227599999997,0.020115603359999998,0.09628996716,0,0.05300854524,0.017190918,0.0145849212,0.00197031312,0.05228181504,NA,0.012803362919999998
2015-10-04T11:00:00Z,2015-10-04T05:15:17Z,0.16936687043999998,0.0031921379999999997,0.10299718259999999,0.20630755620000002,0.22143859164,0.043056704159999994,0,0.01437667416,0,0,0.00942589188,0.11763972971999999,0,0.04596867144,0.030022238879999996,0.03177305856,0.0088873254,0.12337155,NA,0.00502719192
2015-10-04T11:30:00Z,2015-10-04T05:45:17Z,0.3098357838,0.00664791804,0.0700048116,0.23500565172,0.2828028474,0.05767680132,0.01277331048,0,0.00149932836,0.00402771276,0,0.07865104824,0,0.06969079907999999,0,0.02090906208,0.00451616472,0.22145472,NA,0.00863012232
2015-10-04T12:00:00Z,2015-10-04T06:15:17Z,0.38642731452,0.011430090359999999,0.12739324716,0.2454358968,0.37292144652,0.05943906396,0.0109001754,0,0.00135626148,0.00389423196,0,0.07914652308,0.002963394,0.07927826652,0,0.006792589439999999,0.00652418928,0.24694911215999998,NA,0.0017647653599999998
2015-10-04T12:30:00Z,2015-10-04T06:45:17Z,0.42615663048,0.007994824559999999,0.16658252676,0.27397706903999997,0.42329411892,0.07401379104,0.01591942932,0,0.00129506544,0.00165264264,0,0.0700514352,0.00465920928,0.08932059395999999,1.6638696e-4,0.01438970112,0.009922126319999999,0.2450266326,NA,0.0050488308
2015-10-04T13:00:00Z,2015-10-04T07:15:17Z,0.45960730703999997,0.008755395479999999,0.14308902899999998,0.35240961816,0.54409716432,0.09188303832,0.03549189456,0,0.0068770173599999995,0.00383061708,0,0.03453930648,0.006497789039999999,0.10127568996,0,0.01453939992,0.0123742512,0.35261129987999995,NA,0.00141862644
2015-10-04T13:30:00Z,2015-10-04T07:45:17Z,0.60088910868,0.008729490599999999,0.1511791848,0.34352464536,0.65135088144,0.07319302307999999,0.0687262338,0,0.00594557676,0.00808483896,0,0.0422746236,0.00736875504,0.10189239695999999,0,0.01160636616,0.00576596304,0.6318573397199999,NA,0.00971126604
2015-10-04T14:00:00Z,2015-10-04T08:15:17Z,0.6618550104,0.0185895576,0.17018213652,0.39216834252,0.8718905498399999,0.082005633,0.12253625963999999,0,0.00124268904,0.02124233352,0,0.06900742908,0.01178270604,0.10430096723999999,0.16460762508,0.00889911648,0.01646222544,0.91688788836,NA,0.00957606552
2015-10-04T14:30:00Z,2015-10-04T08:45:17Z,0.76083497388,0.05421951612,0.26998989408,0.65928069468,1.4909989550399998,0.11176257708000001,0.34485422435999996,0,0,0.05542918272,0,0.32571862848,0.02328077556,0.14494022604,0.76735683396,0.03683527884,0.11161912428,1.68593963112,NA,0.02633210568
2015-10-04T15:00:00Z,2015-10-04T09:15:17Z,0.8694276962399999,0.10616302007999999,0.33444619523999997,1.0439011566,2.21082898932,0.13588421039999998,0.5463435618,0,0,0.1155250062,0,0.6789060684,0.043574957639999995,0.2263404996,1.70113364208,0.09234389411999999,0.31909789512,2.2022875476,NA,0.06976249776
2015-10-04T15:30:00Z,2015-10-04T09:45:17Z,1.00942820532,0.17297364024,0.42124710204,1.6795046858399998,3.1071629120399997,0.17450932104,1.08981636696,0,0,0.20520286991999998,0,1.1065174358399998,0.06105253932,0.45025419419999996,3.05495298612,0.26075535444000003,0.7411606412399999,3.2375547306,NA,0.1559136078
2015-10-04T16:00:00Z,2015-10-04T10:15:17Z,1.2678612220799999,0.31016531088,0.49534165115999995,2.69924790672,4.2652011564,0.22783346856,1.98684462924,0,0,0.35805688056,0.009720648,1.5098043859199999,0.14074356059999998,0.890013303,5.090039838,0.6591552685200001,1.4002094275199999,4.953395808,NA,0.29596049172
2015-10-04T16:30:00Z,2015-10-04T10:45:17Z,1.5761976519599998,0.57024768636,0.51025001868,3.24143761104,4.898273295599999,0.28085138604,2.7174156674399996,0.02435964732,0.025867431,0.64692981828,0.061893921240000004,1.9943680158000001,0.25644592979999997,1.3465178154,6.4674620244000005,1.22752952892,1.9173422091599999,6.4884520727999995,NA,0.54529618752
2015-10-04T17:00:00Z,2015-10-04T11:15:17Z,1.77778018332,0.8279913128399999,0.5179538862,3.57410604024,5.115069792,0.27742678488,3.3446379113999996,0.09106016976,0.06631745472,1.0223176122,0.16699702896,2.35235589624,0.41545224,1.6410754123199998,7.175253571199999,1.78437513132,2.1915248292,7.641455619599999,NA,0.7566527502
2015-10-04T17:30:00Z,2015-10-04T11:45:17Z,1.86073846452,0.9226891940399999,0.48845397168,3.6790948944,5.025897774,0.24771087144,3.7252702043999997,0.13917752279999998,0.12072713544,1.31196369168,0.25998925644,2.2875680916,0.5214771284399999,1.73067709608,7.1991487476,2.04297125544,2.23608471372,8.4377199924,NA,0.7944449716800001
