TIMESTAMP,solar_TIMESTAMP,USA_SIL_OAK_2PR_Qmo_Jt_1,USA_SIL_OAK_2PR_Qmo_Jt_2,USA_SIL_OAK_2PR_Qmo_Jt_3,USA_SIL_OAK_2PR_Qmo_Jt_4,USA_SIL_OAK_2PR_Qmo_Jt_5,USA_SIL_OAK_2PR_Qmo_Jt_6,USA_SIL_OAK_2PR_Qmo_Jt_7,USA_SIL_OAK_2PR_Qve_Jt_8,USA_SIL_OAK_2PR_Qve_Jt_9,USA_SIL_OAK_2PR_Qve_Jt_10,USA_SIL_OAK_2PR_Qve_Jt_11,USA_SIL_OAK_2PR_Qve_Jt_12,USA_SIL_OAK_2PR_Qve_Jt_13,USA_SIL_OAK_2PR_Qco_Jt_14,USA_SIL_OAK_2PR_Qco_Jt_15,USA_SIL_OAK_2PR_Qco_Jt_16,USA_SIL_OAK_2PR_Qco_Jt_17,USA_SIL_OAK_2PR_Qco_Jt_18,USA_SIL_OAK_2PR_Qco_Jt_19,USA_SIL_OAK_2PR_Qco_Jt_20,USA_SIL_OAK_2PR_Qco_Jt_21,USA_SIL_OAK_2PR_Pri_Jt_22
2005-09-14T04:00:00Z,2005-09-13T23:07:17Z,0.1320420206272979,NA,NA,NA,0.015710965546698052,0.02593523926722927,NA,NA,NA,NA,0.09153467359721462,0.0027879134767505357,NA,NA,NA,0.00405733411842632,NA,0.014488550753386342,NA,NA,NA,NA
2005-09-14T04:30:00Z,2005-09-13T23:37:17Z,0.10711156233631147,NA,NA,NA,0.008613181917059343,0.02131198139451355,NA,NA,NA,NA,0.0764734467384271,0.0016336894173531477,NA,NA,NA,NA,NA,0.008050156404743287,NA,NA,NA,NA
2005-09-14T05:00:00Z,2005-09-14T00:07:39Z,0.08218111438166592,NA,NA,NA,0.0015153982874206325,0.01668872352179783,NA,NA,NA,NA,0.06141221987963957,4.7946535795575953e-4,NA,NA,NA,NA,NA,0.001611762056100232,NA,NA,NA,NA
2005-09-14T05:30:00Z,2005-09-14T00:37:39Z,0.0767044248420071,NA,NA,NA,0.001268162040852818,0.013453382233708466,NA,NA,NA,NA,0.058745769258852824,0.0010637027756129629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-14T06:00:00Z,2005-09-14T01:07:39Z,0.07122773530234824,NA,NA,NA,0.001020925794285004,0.010218040945619103,NA,NA,NA,NA,0.05607931863806607,0.0016479401932701662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-14T06:30:00Z,2005-09-14T01:37:39Z,0.06324175430663835,NA,NA,NA,0.005608289796709213,0.007963242021815854,NA,NA,NA,NA,0.048854893648691056,0.0032206220833174985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-14T07:00:00Z,2005-09-14T02:07:39Z,0.05525577331092846,NA,NA,NA,0.010195653799133423,0.005708443098012605,NA,NA,NA,NA,0.041630468659316036,0.004793303973364831,NA,NA,NA,0.00190392633491359,NA,0.0044558171274879385,NA,NA,NA,NA
2005-09-14T07:30:00Z,2005-09-14T02:37:39Z,0.05423802101123458,NA,NA,NA,0.013528816613433893,0.0077625749583736785,NA,NA,NA,NA,0.04248534155232202,0.02002615812829829,NA,NA,NA,0.004832083261439038,NA,0.004745021363549086,NA,NA,NA,NA
2005-09-14T08:00:00Z,2005-09-14T03:07:39Z,0.053220268711540716,NA,NA,NA,0.01686197942773436,0.009816706818734753,NA,NA,NA,NA,0.043340214445328006,0.03525901228323175,NA,NA,NA,0.007760240187964486,NA,0.005034225599610233,NA,NA,NA,NA
2005-09-14T08:30:00Z,2005-09-14T03:37:39Z,0.05815119945302727,NA,NA,NA,0.016164441104022213,0.008975946125642016,NA,NA,NA,NA,0.04752991818815821,0.042024570369583264,NA,NA,NA,0.0069943816260751536,NA,0.0054779295945020425,NA,NA,NA,NA
2005-09-14T09:00:00Z,2005-09-14T04:07:39Z,0.06308213019451382,NA,NA,NA,0.015466902780310066,0.008135185432549277,NA,NA,NA,NA,0.05171962193098841,0.04879012845593478,NA,NA,NA,0.0062285230641858196,NA,0.005921633589393853,NA,NA,NA,NA
2005-09-14T09:30:00Z,2005-09-14T04:37:39Z,0.050608497603889684,NA,NA,NA,0.023023746308364568,NA,NA,NA,NA,NA,0.04305108471893521,0.05134194963883265,NA,NA,NA,0.012536516181337748,NA,0.00824955765598411,NA,NA,NA,NA
2005-09-14T10:00:00Z,2005-09-14T05:07:39Z,0.03813486501326552,NA,NA,NA,0.030580589836419068,NA,NA,NA,NA,NA,0.03438254750688202,0.05389377082173054,NA,NA,NA,0.018844509298489673,NA,0.010577481722574372,NA,NA,NA,NA
2005-09-14T10:30:00Z,2005-09-14T05:37:39Z,0.04231943442105843,NA,NA,NA,0.03675335319488169,NA,NA,NA,NA,NA,0.03754942456267788,0.05560105817152989,NA,NA,NA,0.02643539859389987,NA,0.011248957406758587,NA,NA,NA,NA
2005-09-14T11:00:00Z,2005-09-14T06:07:39Z,0.04650400382885133,NA,NA,NA,0.042926116553344315,NA,NA,NA,NA,NA,0.04071630161847374,0.05730834552132925,NA,NA,NA,0.034026287889310065,NA,0.011920433090942803,NA,NA,NA,NA
2005-09-14T11:30:00Z,2005-09-14T06:37:39Z,0.04115725243032552,NA,NA,NA,0.04914995080214273,NA,NA,NA,NA,NA,0.035948436865558195,0.046372486541359635,NA,NA,NA,0.04168580659985431,NA,0.013139480270928356,NA,NA,NA,NA
2005-09-14T12:00:00Z,2005-09-14T07:07:39Z,0.035810501031799696,NA,NA,NA,0.05537378505094116,NA,NA,NA,NA,NA,0.031180572112642645,0.03543662756139002,NA,NA,NA,0.049345325310398556,NA,0.014358527450913908,NA,NA,NA,NA
2005-09-14T12:30:00Z,2005-09-14T07:37:39Z,0.019335552020746206,NA,NA,NA,0.062360189366516605,NA,NA,NA,NA,NA,0.019274954136285112,0.02070218652503969,NA,NA,NA,0.058985566943979974,NA,0.015179029278152277,NA,NA,NA,NA
2005-09-14T13:00:00Z,2005-09-14T08:07:39Z,0.0028606030096927112,NA,NA,NA,0.06934659368209206,NA,NA,NA,NA,NA,0.007369336159927584,0.005967745488689354,NA,NA,NA,0.0686258085775614,NA,0.01599953110539065,NA,NA,NA,NA
2005-09-14T13:30:00Z,2005-09-14T08:37:39Z,NA,NA,NA,NA,0.07044565105041681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06928296720420633,NA,0.008007585003804621,NA,NA,NA,NA
2005-09-14T14:00:00Z,2005-09-14T09:07:39Z,NA,NA,NA,NA,0.07154470841874154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06994012583085125,NA,1.5638902218592907e-5,NA,NA,NA,NA
2005-09-14T14:30:00Z,2005-09-14T09:37:39Z,NA,NA,NA,NA,0.10548133964750168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08748114802970727,NA,NA,NA,NA,NA,NA
2005-09-14T15:00:00Z,2005-09-14T10:07:39Z,0.04131926423719204,NA,NA,NA,0.13941797087626182,NA,NA,NA,NA,NA,NA,0.08629804636369369,NA,NA,NA,0.10502217022856329,NA,NA,NA,NA,NA,NA
2005-09-14T15:30:00Z,2005-09-14T10:37:39Z,0.10208481888308897,NA,NA,NA,0.2421670424914198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11166087618882378,NA,NA,NA,NA,NA,NA
2005-09-14T16:00:00Z,2005-09-14T11:07:39Z,0.1628503735289859,NA,NA,NA,0.3449161141065778,0.038744910066280606,NA,NA,NA,NA,0.0213505973758174,NA,NA,NA,NA,0.11829958214908427,NA,NA,NA,NA,NA,NA
2005-09-14T16:30:00Z,2005-09-14T11:37:39Z,0.1401778268839833,NA,NA,NA,0.30652977165327105,0.04878581921558451,NA,NA,NA,NA,0.021108150584199025,NA,NA,NA,NA,0.12052264679696466,NA,NA,NA,NA,NA,NA
2005-09-14T17:00:00Z,2005-09-14T12:07:39Z,0.11750528023898071,NA,NA,NA,0.2681434538005859,0.058826728364888406,NA,NA,NA,NA,0.02086570379258065,0.2672412047816615,NA,NA,NA,0.12274571144484504,NA,0.006015834359468934,NA,NA,NA,NA
2005-09-14T17:30:00Z,2005-09-14T12:37:39Z,0.17471782624085602,NA,NA,NA,0.32311152540094035,0.08164750635148327,NA,NA,NA,NA,0.029267039389717787,0.3510020625348631,NA,NA,NA,0.12726187503530417,NA,0.008094853226956628,NA,NA,NA,NA
2005-09-14T18:00:00Z,2005-09-14T13:07:39Z,0.23193037224273136,NA,NA,NA,0.3780796216019163,0.1044682843380781,NA,NA,NA,NA,0.03766837498685492,0.43476292028806474,NA,NA,NA,0.1317780386257633,NA,0.010173872094444323,NA,NA,NA,NA
2005-09-14T18:30:00Z,2005-09-14T13:37:39Z,NA,NA,NA,NA,0.42137327144120323,0.1257490260254291,NA,NA,NA,NA,NA,0.46199024853839354,NA,NA,NA,0.12282419598528095,NA,0.009622994387771271,NA,NA,NA,NA
2005-09-14T19:00:00Z,2005-09-14T14:07:39Z,NA,NA,NA,NA,0.4646669458811118,0.14702976771278006,NA,NA,NA,NA,NA,0.48921757678872235,NA,NA,NA,0.1138703533447986,NA,0.009072116681098218,NA,NA,NA,NA
2005-09-14T19:30:00Z,2005-09-14T14:37:39Z,NA,NA,NA,NA,0.473171577555586,0.14582442916656305,NA,NA,NA,NA,NA,0.521774446620349,NA,NA,NA,0.1335007564652328,NA,0.012898809111282493,NA,NA,NA,NA
2005-09-14T20:00:00Z,2005-09-14T15:07:39Z,NA,NA,NA,NA,0.48167620923006027,0.14461909062034603,NA,NA,NA,NA,NA,0.5543313164519756,NA,NA,NA,0.15313115958566698,NA,0.016725501541466768,NA,NA,NA,NA
2005-09-14T20:30:00Z,2005-09-14T15:37:39Z,NA,NA,NA,NA,0.4698382671375562,0.13169294681605076,NA,NA,NA,NA,NA,0.561345539479344,NA,NA,NA,0.10944420688821375,NA,0.023274176390519728,NA,NA,NA,NA
2005-09-14T21:00:00Z,2005-09-14T16:07:39Z,NA,NA,NA,NA,0.4580003250450522,0.11876680301175552,NA,NA,NA,NA,NA,0.5683597802646885,NA,NA,NA,0.06575725419076053,NA,0.02982285123957269,NA,NA,NA,NA
2005-09-14T21:30:00Z,2005-09-14T16:37:39Z,NA,NA,NA,NA,0.4209300912439974,0.11399043306754143,NA,NA,NA,NA,NA,0.5136171249056855,NA,NA,NA,0.09005831571702437,NA,0.03619489570876954,NA,NA,NA,NA
2005-09-14T22:00:00Z,2005-09-14T17:07:39Z,NA,NA,NA,NA,0.38385985744294254,0.10921406312332735,NA,NA,NA,NA,0.06761265444863108,0.4588744695466824,NA,NA,NA,0.1143593772432882,NA,0.04256694017796639,NA,NA,NA,NA
2005-09-14T22:30:00Z,2005-09-14T17:37:39Z,NA,NA,NA,NA,0.32795381334416646,0.09458872304100027,NA,NA,NA,NA,NA,0.37030945769664514,NA,NA,NA,0.11886866321438774,NA,0.04227440349126472,NA,NA,NA,NA
2005-09-14T23:00:00Z,2005-09-14T18:07:39Z,NA,NA,NA,NA,0.2720477938460119,0.07996338295867318,NA,NA,NA,NA,NA,0.281744445846608,NA,NA,NA,0.12337794918548727,NA,0.04198186680456303,NA,NA,NA,NA
2005-09-14T23:30:00Z,2005-09-14T18:37:39Z,NA,NA,NA,NA,0.2185057587753012,0.0677865936207604,NA,NA,NA,NA,NA,0.22958992673187387,NA,NA,NA,0.11057725274100438,NA,0.03570807452574755,NA,NA,NA,NA
2005-09-15T00:00:00Z,2005-09-14T19:07:39Z,NA,NA,NA,NA,0.16496372370459048,0.05560980428284761,NA,NA,NA,NA,0.1193501226348473,0.17743538985916352,NA,NA,NA,0.09777655629652154,NA,0.029434282246932057,NA,NA,NA,NA
2005-09-15T00:30:00Z,2005-09-14T19:37:39Z,NA,NA,NA,NA,0.13814191203589177,0.04854407482834203,NA,NA,NA,NA,0.07874746608217022,0.15370826526976905,NA,NA,NA,0.08939141729101197,NA,0.02431911745640996,NA,NA,NA,NA
2005-09-15T01:00:00Z,2005-09-14T20:07:39Z,NA,NA,NA,NA,0.11132010036719305,0.04147834537383645,NA,NA,NA,NA,0.038144809529493146,0.12998114068037459,NA,NA,NA,0.08100627828550237,NA,0.019203952665887866,NA,NA,NA,NA
2005-09-15T01:30:00Z,2005-09-14T20:37:39Z,NA,NA,NA,NA,0.09216255084054269,0.035902706193516425,NA,NA,NA,NA,0.02763417383677647,0.11659107611279164,NA,NA,NA,0.07083505508166747,NA,0.016343634185783575,NA,NA,NA,NA
2005-09-15T02:00:00Z,2005-09-14T21:07:39Z,NA,NA,NA,NA,0.07300500131389234,0.03032706701319641,NA,NA,NA,NA,0.01712353814405979,0.1032010115452087,NA,NA,NA,0.060663831877832565,NA,0.013483315705679285,NA,NA,NA,NA
2005-09-15T02:30:00Z,2005-09-14T21:37:39Z,NA,NA,NA,NA,0.06410598477505475,0.023620656701729977,NA,NA,NA,NA,0.04499029340756708,0.09995666480566051,NA,NA,NA,0.05486348255548523,NA,0.00993583015963454,NA,NA,NA,NA
2005-09-15T03:00:00Z,2005-09-14T22:07:39Z,NA,NA,NA,NA,0.055206968236217145,0.016914246390263545,NA,NA,NA,NA,0.07285704867107436,0.09671231806611232,NA,NA,NA,0.04906313323313791,NA,0.006388344613589793,NA,NA,NA,NA
2005-09-15T03:30:00Z,2005-09-14T22:37:39Z,NA,NA,NA,NA,0.04699620328645694,0.017038541043048666,NA,NA,NA,NA,0.04593541364601096,0.09334795404427731,NA,NA,NA,0.043164201205244376,NA,0.00495601009670221,NA,NA,NA,NA
2005-09-15T04:00:00Z,2005-09-14T23:07:39Z,NA,NA,NA,NA,0.03878543833669673,0.017162835695833788,NA,NA,NA,NA,0.01901377862094756,0.08998359002244229,NA,NA,NA,0.03726526917735084,NA,0.003523675579814626,NA,NA,NA,NA
2005-09-15T04:30:00Z,2005-09-14T23:37:39Z,NA,NA,NA,NA,0.03331018870132471,0.01629550015430186,NA,NA,NA,NA,0.014121633474799535,0.08925637425924506,NA,NA,NA,0.030773635235956914,NA,0.003862656657333274,NA,NA,NA,NA
2005-09-15T05:00:00Z,2005-09-15T00:08:01Z,NA,NA,NA,NA,0.02783493906595268,0.015428164612769933,NA,NA,NA,NA,0.009229488328651513,0.08852915849604781,NA,NA,NA,0.02428200129456299,NA,0.004201637734851923,NA,NA,NA,NA
2005-09-15T05:30:00Z,2005-09-15T00:38:01Z,NA,NA,NA,NA,0.024202620393305153,0.016047043683904645,NA,NA,NA,NA,0.03047455512981996,0.08780518356351086,NA,NA,NA,0.019869222162190774,NA,0.003338533018952297,NA,NA,NA,NA
2005-09-15T06:00:00Z,2005-09-15T01:08:01Z,NA,NA,NA,NA,0.02057030172065763,0.016665922755039357,NA,NA,NA,NA,0.05171962193098841,0.08708120863097388,NA,NA,NA,0.015456443029818552,NA,0.0024754283030526724,NA,NA,NA,NA
2005-09-15T06:30:00Z,2005-09-15T01:38:01Z,NA,NA,NA,NA,0.018961261167310596,0.014452966910739745,NA,NA,NA,NA,0.030069635693089736,0.08668029568082987,NA,NA,NA,0.011874461444569447,NA,0.00285305006414028,NA,NA,NA,NA
2005-09-15T07:00:00Z,2005-09-15T02:08:01Z,NA,NA,NA,NA,0.017352220613963555,0.012240011066440128,NA,NA,NA,NA,0.008419649455191053,0.08627938273068586,NA,NA,NA,0.00829247985932034,NA,0.003230671825227888,NA,NA,NA,NA
2005-09-15T07:30:00Z,2005-09-15T02:38:01Z,NA,NA,NA,NA,0.021011612270625795,0.010427201646301324,NA,NA,NA,NA,0.02683955139212333,0.08865640327465643,NA,NA,NA,0.006826026730226902,NA,0.0034906659506351127,NA,NA,NA,NA
2005-09-15T08:00:00Z,2005-09-15T03:08:01Z,NA,NA,NA,NA,0.02467100392728803,0.008614392226162523,NA,NA,NA,NA,0.04525945332905561,0.09103342381862697,NA,NA,NA,0.005359573601133463,NA,0.0037506600760423376,NA,NA,NA,NA
2005-09-15T08:30:00Z,2005-09-15T03:38:01Z,NA,NA,NA,NA,0.021310436020581938,0.0074513187064693285,NA,NA,NA,NA,0.02841395252855887,0.08826147476249875,NA,NA,NA,0.0047413217510791986,NA,0.003966629117318094,NA,NA,NA,NA
2005-09-15T09:00:00Z,2005-09-15T04:08:01Z,NA,NA,NA,NA,0.017949868113875844,0.006288245186776137,0.02301155625321528,NA,NA,NA,0.011568451728062132,0.0854895257063705,NA,NA,NA,0.0041230699010249335,NA,0.004182598158593851,NA,NA,NA,NA
2005-09-15T09:30:00Z,2005-09-15T04:38:01Z,NA,NA,NA,NA,0.01706751762077656,0.00441823850389847,0.024469046660949838,NA,NA,NA,0.02461846609461937,0.08440942343971786,NA,NA,NA,0.004417863957660949,NA,0.003234151218573837,NA,NA,NA,NA
2005-09-15T10:00:00Z,2005-09-15T05:08:01Z,NA,NA,NA,NA,0.01618516712767728,0.002548231821020804,0.025926537068684398,NA,NA,NA,0.0376684804611766,0.08332932117306517,NA,NA,NA,0.0047126580142969636,NA,0.002285704278553823,NA,NA,NA,NA
2005-09-15T10:30:00Z,2005-09-15T05:38:01Z,NA,NA,NA,NA,0.01838270374972036,NA,0.029361767299258695,NA,NA,NA,0.026319738776789916,0.07843463691345702,NA,NA,NA,0.006584460834396813,NA,0.003302778709953884,NA,NA,NA,NA
2005-09-15T11:00:00Z,2005-09-15T06:08:01Z,NA,NA,NA,NA,0.020580240371763443,NA,0.03279699752983299,NA,NA,NA,0.014970997092403238,0.07353995265384888,NA,NA,NA,0.008456263654496664,NA,0.004319853141353944,NA,NA,NA,NA
2005-09-15T11:30:00Z,2005-09-15T06:38:01Z,NA,NA,NA,NA,0.01300525388531653,NA,0.038235787203027685,NA,NA,NA,0.026001969256250992,NA,NA,NA,NA,0.009139538363191533,NA,0.005225571241822352,NA,NA,NA,NA
2005-09-15T12:00:00Z,2005-09-15T07:08:01Z,NA,NA,NA,NA,0.005430267398869613,NA,0.04367457687622237,NA,NA,NA,0.037032941420098754,NA,NA,NA,NA,0.009822813071886404,NA,0.006131289342290761,NA,NA,NA,NA
2005-09-15T12:30:00Z,2005-09-15T07:38:01Z,NA,NA,NA,NA,0.020099581127627598,NA,0.04554022428166582,NA,NA,NA,0.026116637422967933,NA,NA,NA,NA,0.017863442058864816,NA,0.005698154726280913,NA,NA,NA,NA
2005-09-15T13:00:00Z,2005-09-15T08:08:01Z,NA,NA,NA,NA,0.03476889485638559,NA,0.04740587168710926,NA,NA,NA,0.015200333425837115,NA,NA,NA,NA,0.025904071045843226,NA,0.005265020110271065,NA,NA,NA,NA
2005-09-15T13:30:00Z,2005-09-15T08:38:01Z,NA,NA,NA,NA,0.042092893501478455,NA,0.026858010224825542,NA,NA,NA,0.008635762824497307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-15T14:00:00Z,2005-09-15T09:08:01Z,NA,NA,NA,NA,0.04941689214657133,NA,0.006310148762541821,NA,NA,NA,0.002071192223157501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-15T14:30:00Z,2005-09-15T09:38:01Z,NA,NA,NA,NA,0.09829591630359452,NA,0.013486938547773733,NA,NA,NA,0.011051592393735687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-15T15:00:00Z,2005-09-15T10:08:01Z,NA,NA,NA,NA,0.14717494046061774,0.0163207700925119,0.020663728333005647,NA,NA,NA,0.020031992564313875,0.033360134127988515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-15T15:30:00Z,2005-09-15T10:38:01Z,NA,NA,NA,NA,0.3046728183362636,0.07200071916055169,0.06972302878732468,NA,NA,NA,0.06911464746323509,0.2862539951179441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-09-15T16:00:00Z,2005-09-15T11:08:01Z,NA,NA,NA,NA,0.4621706962119095,0.12768066822859148,0.11878233513922705,NA,NA,NA,0.11819730236215631,0.5391478738658759,NA,NA,NA,0.07081760941304799,NA,0.022726442208151683,NA,NA,NA,NA
2005-09-15T16:30:00Z,2005-09-15T11:38:01Z,NA,NA,NA,NA,0.5142312203513834,0.14055913983343732,0.12781538632604658,NA,NA,NA,0.10880729617915467,0.5247407744841878,NA,NA,NA,0.08773225452556364,NA,0.036708208562395386,NA,NA,NA,NA
2005-09-15T17:00:00Z,2005-09-15T12:08:01Z,NA,NA,NA,NA,0.5662917198902356,0.1534376114382831,0.13684843751286607,NA,NA,NA,0.09941728999615307,0.5103336751024995,NA,NA,NA,0.10464689963807927,NA,0.05068997491663908,NA,NA,NA,NA
2005-09-15T17:30:00Z,2005-09-15T12:38:01Z,NA,NA,NA,NA,0.5956881342077703,0.17795276456751227,0.1376213511926224,NA,NA,NA,0.12907380035028607,0.5168161355319425,NA,NA,NA,0.12135017328122161,NA,0.06006148211205559,NA,NA,NA,NA
2005-09-15T18:00:00Z,2005-09-15T13:08:01Z,NA,NA,NA,NA,0.6250845239246834,0.20246791769674144,0.13839426487237871,NA,NA,NA,0.1587303177360405,0.5232985959613855,NA,NA,NA,0.13805344692436394,NA,0.0694329893074721,NA,NA,NA,NA
2005-09-15T18:30:00Z,2005-09-15T13:38:01Z,NA,NA,NA,NA,0.6454993497171512,0.19200794483187092,0.14363376046118836,NA,NA,NA,0.12913087602155643,0.5819098086820664,NA,NA,NA,0.1376250844673601,NA,0.06238905981369739,NA,NA,NA,NA
2005-09-15T19:00:00Z,2005-09-15T14:08:01Z,NA,NA,NA,NA,0.6659141509089973,0.18154797196700032,0.14887326194758135,NA,NA,NA,0.09953144133869378,0.6405210214027475,NA,NA,NA,0.13719672201035624,NA,0.05534513031992267,NA,NA,NA,NA
2005-09-15T19:30:00Z,2005-09-15T14:38:01Z,NA,NA,NA,NA,0.706973178689256,0.18743228883410123,0.16075922778299662,NA,NA,NA,0.10454438270964819,0.6508316220399903,NA,NA,NA,0.12607072587993592,NA,0.0527755484783788,NA,NA,NA,NA
2005-09-15T20:00:00Z,2005-09-15T15:08:01Z,NA,NA,NA,NA,0.7480322064695146,0.19331660570120213,0.17264519361841188,NA,NA,NA,0.1095573240806026,0.6611422226772332,NA,NA,NA,0.1149447297495156,NA,0.05020596663683493,NA,NA,NA,NA
2005-09-15T20:30:00Z,2005-09-15T15:38:01Z,NA,NA,NA,NA,0.6449432526670351,0.18282636204454875,0.13215328886461244,NA,NA,NA,0.09901674774377245,0.5385821225014643,NA,NA,NA,0.11860281596728198,NA,0.06839903220881123,NA,NA,NA,NA
2005-09-15T21:00:00Z,2005-09-15T16:08:01Z,NA,NA,NA,NA,0.5418542742639342,0.17233611838789537,0.09166137821322967,NA,NA,NA,0.08847617140694228,0.41602200456771926,NA,NA,NA,0.12226090218504837,NA,0.08659209778078754,NA,NA,NA,NA
2005-09-15T21:30:00Z,2005-09-15T16:38:01Z,NA,NA,NA,NA,0.41974899080280653,0.17963869295590879,0.05956849315612673,NA,NA,NA,0.120113384047855,0.3152178758628838,NA,NA,NA,0.11338674976522506,NA,0.08417249720988297,NA,NA,NA,NA
2005-09-15T22:00:00Z,2005-09-15T17:08:01Z,NA,NA,NA,NA,0.297643707341679,0.18694125189625485,0.027475608099023767,NA,NA,NA,0.15175059668876775,0.21441376491602462,NA,NA,NA,0.10451259734540173,NA,0.08175289663897842,NA,NA,NA,NA
2005-09-15T22:30:00Z,2005-09-15T17:38:01Z,NA,NA,NA,NA,0.26121461493943515,0.24686587078004854,0.024822134974396084,NA,NA,NA,NA,0.24912879711369124,NA,NA,NA,NA,NA,0.07759859544708345,NA,NA,NA,NA
2005-09-15T23:00:00Z,2005-09-15T18:08:01Z,NA,NA,NA,NA,0.22478554713781293,0.3067904740361748,0.022168661849768404,NA,NA,NA,NA,0.2838438293113578,NA,NA,NA,NA,NA,0.07344429425518847,NA,NA,NA,NA
2005-09-15T23:30:00Z,2005-09-15T18:38:01Z,NA,NA,NA,NA,0.163008035792996,0.25148809722671484,0.01527302460542118,NA,NA,NA,NA,0.25807388041147605,NA,NA,NA,NA,NA,0.06352696313257425,NA,NA,NA,NA
2005-09-16T00:00:00Z,2005-09-15T19:08:01Z,NA,NA,NA,NA,0.10123052444817908,0.1961857204172549,0.008377387361073952,NA,NA,NA,0.12219698708286322,0.23230394926957054,NA,NA,NA,0.06356836795616108,NA,0.05360963200996002,NA,NA,NA,NA
2005-09-16T00:30:00Z,2005-09-15T19:38:01Z,NA,NA,NA,NA,0.07043205920701096,0.1612986094460364,0.006172505065405995,NA,NA,NA,0.09431421026989315,0.16015996000540988,NA,NA,NA,0.04206739914837772,NA,0.04411895952841011,NA,NA,NA,NA
2005-09-16T01:00:00Z,2005-09-15T20:08:01Z,NA,NA,NA,NA,0.03963359396584286,0.12641148284715054,0.003967622769738036,NA,NA,NA,0.06643143345692308,0.08801597074124919,NA,NA,NA,0.020566430340594345,NA,0.034628287046860176,NA,NA,NA,NA
2005-09-16T01:30:00Z,2005-09-15T20:38:01Z,NA,NA,NA,NA,0.02450447001971183,0.10500881409862778,0.004079721084717651,NA,NA,NA,0.05868748063288317,0.07242207917177504,NA,NA,NA,0.012004528130202365,NA,0.026624727223593023,NA,NA,NA,NA
2005-09-16T02:00:00Z,2005-09-15T21:08:01Z,NA,NA,NA,NA,0.00937534607358081,0.083606145350105035,0.004191819399697265,NA,NA,NA,0.050943527808843266,0.05682818760230089,NA,NA,NA,0.0034426259198103858,NA,0.01862116740032587,NA,NA,NA,NA
2005-09-16T02:30:00Z,2005-09-15T21:38:01Z,NA,NA,NA,NA,0.011447739333803946,0.06611991851861916,0.005135137851939243,NA,NA,NA,0.059552197795912386,0.05430801113302809,NA,NA,NA,0.006537061875365182,NA,0.014084983108886413,NA,NA,NA,NA
2005-09-16T03:00:00Z,2005-09-15T22:08:01Z,NA,NA,NA,NA,0.013520132594027082,0.04863369168713329,0.006078456304181218,NA,NA,NA,0.06816086778298149,0.0517878346637553,NA,NA,NA,0.009631497830919976,NA,0.009548798817446953,NA,NA,NA,NA
2005-09-16T03:30:00Z,2005-09-15T22:38:01Z,NA,NA,NA,NA,0.015812024900021496,0.040967281580197745,0.005814539450553033,NA,NA,NA,0.04064829177585616,0.05308565859786043,NA,NA,NA,0.011867206394879136,NA,0.006359669794219864,NA,NA,NA,NA
2005-09-16T04:00:00Z,2005-09-15T23:08:01Z,NA,NA,NA,NA,0.018103917206015906,0.03330087147326222,0.005550622596924845,NA,NA,NA,0.013135715768730837,0.05438348253196557,NA,NA,NA,0.014102914958838296,NA,0.0031705407709927747,NA,NA,NA,NA
2005-09-16T04:30:00Z,2005-09-15T23:38:01Z,NA,NA,NA,NA,0.016559613188275157,0.030715211388782502,0.005216845920064197,NA,NA,NA,0.024612102477211496,0.04615571492563497,NA,NA,NA,0.012709735734781813,NA,0.0022912041340991535,NA,NA,NA,NA
2005-09-16T05:00:00Z,2005-09-16T00:08:22Z,NA,NA,NA,NA,0.015015309170534409,0.028129551304302797,0.004883069243203549,NA,NA,NA,0.03608848918569216,0.03792794731930437,NA,NA,NA,0.011316556510725329,NA,0.0014118674972055326,NA,NA,NA,NA
2005-09-16T05:30:00Z,2005-09-16T00:38:22Z,NA,NA,NA,NA,0.01248154355346987,0.02543452098941929,0.005193237894029031,NA,NA,NA,0.026486736270301733,0.026557115590799672,NA,NA,NA,0.008043826660613592,NA,0.002285100763870891,NA,NA,NA,NA
2005-09-16T06:00:00Z,2005-09-16T01:08:22Z,NA,NA,NA,NA,0.009947777936405333,0.022739490674535782,0.005503406544854515,NA,NA,NA,0.016884983354911308,0.015186283862294977,NA,NA,NA,0.004771096810501856,NA,0.0031583340305362485,NA,NA,NA,NA
