TIMESTAMP,solar_TIMESTAMP,ESP_TIL_OAK_Qil_Js_1,ESP_TIL_OAK_Qil_Js_2,ESP_TIL_OAK_Qil_Js_3,ESP_TIL_OAK_Qil_Js_4,ESP_TIL_OAK_Qil_Js_5,ESP_TIL_OAK_Qil_Js_6,ESP_TIL_OAK_Qil_Js_7,ESP_TIL_OAK_Qil_Js_8,ESP_TIL_OAK_Qil_Js_9,ESP_TIL_OAK_Qil_Js_10
2010-06-30T22:00:00Z,2010-06-30T22:00:11Z,0,0.0340022664,0,NA,0.10260316800000001,NA,0.166246632,0.105044184,0.053287919999999996,NA
2010-06-30T22:15:00Z,2010-06-30T22:15:11Z,NA,0.0340022664,0,NA,0.10260316800000001,NA,0.137030148,0.079543548,0.053287919999999996,NA
2010-06-30T22:30:00Z,2010-06-30T22:30:11Z,0,NA,0,NA,0.07170641999999999,NA,0.109099584,0.079543548,0.0322439364,NA
2010-06-30T22:45:00Z,2010-06-30T22:45:11Z,0,NA,NA,NA,0.07170641999999999,NA,0.082605744,0.055633788000000003,0.0322439364,NA
2010-06-30T23:00:00Z,2010-06-30T23:00:11Z,0,0,0.01189548,0,0.0184682088,0.0253359432,0.0149403924,0.014388066000000001,0.013736628,0
2010-06-30T23:15:00Z,2010-06-30T23:15:11Z,0,0,0,0,0.0184682088,0.0253359432,0.0149403924,0,0,0
2010-06-30T23:30:00Z,2010-06-30T23:30:11Z,0.0149403924,0,0,0.015644595600000002,0.0184682088,0.010764918,0,0,0,0.012176344799999999
2010-06-30T23:45:00Z,2010-06-30T23:45:11Z,0.0149403924,0.0143396892,0,0.015644595600000002,0,0,0,0.014388066000000001,0,0.047360627999999995
2010-07-01T00:00:00Z,2010-07-01T00:00:01Z,0.0351918612,0.0143396892,0,0.036855504,0,0.010764918,0,0.014388066000000001,0,0.067686732
2010-07-01T00:15:00Z,2010-07-01T00:15:01Z,0.0351918612,0.0143396892,0,0.036855504,0,0,0,0.014388066000000001,0,0.08934897600000001
2010-07-01T00:30:00Z,2010-07-01T00:30:01Z,0.0351918612,0.033773058,0,0.036855504,NA,NA,0,0.014388066000000001,0,0.11216430000000001
2010-07-01T00:45:00Z,2010-07-01T00:45:01Z,0.0351918612,0.033773058,0,0.06093198,NA,NA,0,0.014388066000000001,0,0.11216430000000001
2010-07-01T01:00:00Z,2010-07-01T01:00:01Z,0.0351918612,0.055821996,NA,0.06093198,NA,NA,0,0,0,0.13600728
2010-07-01T01:15:00Z,2010-07-01T01:15:01Z,0.0351918612,0.055821996,NA,0.06093198,NA,NA,0,0.014388066000000001,0,0.13600728
2010-07-01T01:30:00Z,2010-07-01T01:30:01Z,0.0351918612,0.055821996,NA,0.087141384,NA,NA,NA,0.014388066000000001,0.013736628,0.13600728
2010-07-01T01:45:00Z,2010-07-01T01:45:01Z,0.0351918612,0.055821996,NA,0.06093198,NA,NA,NA,0,0,0.13600728
2010-07-01T02:00:00Z,2010-07-01T02:00:01Z,0.0351918612,0.033773058,NA,0.06093198,NA,NA,NA,0,0.013736628,0.13600728
2010-07-01T02:15:00Z,2010-07-01T02:15:01Z,0.0351918612,0.055821996,NA,0.06093198,NA,NA,NA,NA,0.013736628,0.13600728
2010-07-01T02:30:00Z,2010-07-01T02:30:01Z,0.0351918612,0.055821996,NA,0.06093198,NA,NA,NA,NA,0.013736628,0.16078644
2010-07-01T02:45:00Z,2010-07-01T02:45:01Z,0.0351918612,0.055821996,NA,0.06093198,NA,NA,NA,NA,0.0323489736,0.16078644
2010-07-01T03:00:00Z,2010-07-01T03:00:01Z,0.0351918612,0.10540152,NA,0.087141384,NA,NA,NA,0,0.0323489736,0.16078644
2010-07-01T03:15:00Z,2010-07-01T03:15:01Z,0.0351918612,0.079813404,NA,0.087141384,NA,NA,NA,NA,0.0323489736,0.18643204800000002
2010-07-01T03:30:00Z,2010-07-01T03:30:01Z,0.0149403924,0.10540152,NA,0.115107768,NA,NA,NA,NA,0.0323489736,0.16078644
2010-07-01T03:45:00Z,2010-07-01T03:45:01Z,0.0351918612,0.132372504,NA,0.115107768,NA,NA,NA,NA,0.0323489736,0.18643204800000002
2010-07-01T04:00:00Z,2010-07-01T04:00:01Z,0.058173768,0.189918576,0,0.175456908,NA,NA,NA,NA,0.053461980000000006,0.212889168
2010-07-01T04:15:00Z,2010-07-01T04:15:01Z,0.083185524,0.31719474,0,0.240840036,NA,NA,0,NA,0.15371884800000002,0.240113556
2010-07-01T04:30:00Z,2010-07-01T04:30:01Z,0.137997468,0.4955868,0.01189548,0.347029524,NA,0.010764918,0.058173768,0,0.303457896,0.296724708
2010-07-01T04:45:00Z,2010-07-01T04:45:01Z,0.198035568,0.6519798,0.0280031004,0.4226958,NA,0.041847192,0.1098675,0.0338873112,0.47382983999999995,0.32605545599999997
2010-07-01T05:00:00Z,2010-07-01T05:00:01Z,0.262500228,0.9077018400000001,0.06611436,0.58471524,NA,0.12003696,0.198035568,0.105761016,0.70167708,0.38665728
2010-07-01T05:15:00Z,2010-07-01T05:15:01Z,0.3664908,1.0447416,0.132825312,0.7150381200000001,NA,0.21167226,0.296234712,0.132825312,0.8667284399999999,0.41789339999999997
2010-07-01T05:30:00Z,2010-07-01T05:30:01Z,0.44025336000000004,1.2865057199999999,0.182049516,0.8059453200000001,NA,0.287179452,0.40294692,0.161131104,1.08727776,0.4821642
2010-07-01T05:45:00Z,2010-07-01T05:45:01Z,0.5173340399999999,1.43956224,0.234442044,0.94820544,0,0.42403536000000003,0.5173340399999999,0.221066496,1.22709276,0.5487580799999999
2010-07-01T06:00:00Z,2010-07-01T06:00:01Z,0.55707408,1.5986411999999999,0.289682208,1.04692644,0.0184682088,0.7673695199999999,0.59759496,0.252551556,1.5235128,0.5829030000000001
2010-07-01T06:15:00Z,2010-07-01T06:15:01Z,0.59759496,1.8772934399999999,0.347548032,1.2007792800000001,0.072004752,0.90548352,0.9959284799999999,0.284976,2.12590764,0.61760268
2010-07-01T06:30:00Z,2010-07-01T06:30:01Z,0.7237332,2.0527146,0.43892891999999994,1.36153728,0.10303145999999999,1.05039288,1.61770932,0.352483344,3.2152899600000002,0.68864148
2010-07-01T06:45:00Z,2010-07-01T06:45:01Z,0.81155268,2.17314684,0.53547768,1.64486268,0.207785088,1.40098536,2.02829688,0.4233312,3.8001348,0.7249698
2010-07-01T07:00:00Z,2010-07-01T07:00:01Z,0.9487526399999999,2.42251884,0.70720668,2.27039976,0.45673344000000005,1.7412004799999998,2.5423491599999997,0.57436128,4.1911164,0.7992212399999999
2010-07-01T07:15:00Z,2010-07-01T07:15:01Z,1.24252488,2.81840184,0.96921432,3.0537432,0.8002288799999999,1.9215352799999998,2.8889384400000004,0.73709748,4.4355636,0.8755747199999999
2010-07-01T07:30:00Z,2010-07-01T07:30:01Z,1.7892881999999999,3.8503404000000003,1.25559216,4.0322952,1.1352747600000002,2.15672544,3.25588752,0.9109990800000001,4.6876679999999995,1.0345068
2010-07-01T07:45:00Z,2010-07-01T07:45:01Z,2.61007632,4.6885968,1.7066358,5.1554772,1.3787838,2.35284012,3.9705588,1.1436487199999998,4.8601044,1.20165552
2010-07-01T08:00:00Z,2010-07-01T08:00:01Z,3.56468868,5.3307612,2.42296668,5.6707776,1.7058402,2.5046604,4.4881776,1.3418459999999999,5.1254856,1.37698308
2010-07-01T08:15:00Z,2010-07-01T08:15:01Z,4.3118208,5.7197303999999995,2.9384099999999997,6.104725200000001,1.9858813199999998,2.71352304,5.1368796,1.4449669200000002,5.3991576,1.6553646
2010-07-01T08:30:00Z,2010-07-01T08:30:01Z,5.1368796,6.229818,3.4350048,6.5589984,2.28265992,2.8750888800000003,5.941972799999999,1.60469856,5.4922716000000005,2.00380572
2010-07-01T08:45:00Z,2010-07-01T08:45:01Z,5.631735600000001,6.4415916,3.6975456,6.5589984,2.51650908,2.9851837199999998,6.4823724,1.77053544,5.3991576,2.26865196
2010-07-01T09:00:00Z,2010-07-01T09:00:01Z,6.15456,6.8789844,4.0396644,7.034634,2.92842324,3.0972139199999997,6.936728400000001,1.8845179200000002,5.7774132,2.43409896
2010-07-01T09:15:00Z,2010-07-01T09:15:01Z,6.4823724,7.1048196,4.3249032,7.4060532,3.3691716,3.32718048,7.411730400000001,2.18164248,5.9724504,2.66249628
2010-07-01T09:30:00Z,2010-07-01T09:30:01Z,6.821244,7.4528316000000006,4.5457992,7.790616,3.743532,3.38592204,7.6573044,2.62759788,6.1715448,2.9608452
2010-07-01T09:45:00Z,2010-07-01T09:45:01Z,7.1715852,7.6911876,4.7728368,8.054560799999999,4.2401052,3.6259884,8.165293199999999,3.1820522400000004,6.4779876,3.4034029199999996
2010-07-01T10:00:00Z,2010-07-01T10:00:01Z,5.631735600000001,6.9912936000000006,4.3978644,7.2808128,3.9382560000000004,3.2689425599999997,7.6573044,3.25485648,5.5863432,3.6698328
2010-07-01T10:15:00Z,2010-07-01T10:15:01Z,5.3315676000000005,7.1048196,4.471495200000001,7.2808128,4.0375548,3.2689425599999997,7.2909864,3.40286724,5.8744296,3.7380275999999997
2010-07-01T10:30:00Z,2010-07-01T10:30:01Z,5.4305244,6.6579444,4.2526116,6.913663199999999,4.0375548,3.15396216,7.1715852,3.9468852,5.2157735999999995,3.9465
2010-07-01T10:45:00Z,2010-07-01T10:45:01Z,4.852746,6.4415916,4.2526116,6.913663199999999,3.9382560000000004,3.15396216,6.936728400000001,3.866634,5.306994,3.9465
2010-07-01T11:00:00Z,2010-07-01T11:00:01Z,3.8055024,6.0225156,3.9009240000000003,6.216346799999999,3.6480744,2.9851837199999998,6.4823724,3.25485648,4.7734452,3.7380275999999997
2010-07-01T11:15:00Z,2010-07-01T11:15:01Z,5.041126800000001,6.229818,4.3249032,7.034634,4.0375548,3.15396216,6.707033999999999,4.1928696,5.306994,3.9465
2010-07-01T11:30:00Z,2010-07-01T11:30:01Z,4.6684584000000005,6.3351396,4.3249032,7.1570124,4.1381676,3.4451701200000002,7.0535016,3.7086984000000003,5.5863432,4.0173048
2010-07-01T11:45:00Z,2010-07-01T11:45:01Z,5.2336872,6.8789844,4.6964664,8.054560799999999,4.6614528,3.8114999999999997,7.411730400000001,4.3612992,6.3747864,4.3814376
2010-07-01T12:00:00Z,2010-07-01T12:00:01Z,5.2336872,6.3351396,4.471495200000001,7.1570124,4.6614528,3.38592204,7.1715852,4.6207872,5.7774132,4.4563248
2010-07-01T12:15:00Z,2010-07-01T12:15:01Z,5.2336872,6.3351396,4.0396644,6.913663199999999,4.3433855999999995,3.56520024,7.908443999999999,4.1928696,5.6813868,4.3072452000000006
2010-07-01T12:30:00Z,2010-07-01T12:30:01Z,5.941972799999999,6.9912936000000006,4.3978644,8.324751599999999,4.88052,4.1970095999999995,8.5616136,4.5333684,6.5822652,4.7629548
2010-07-01T12:45:00Z,2010-07-01T12:45:01Z,5.941972799999999,6.9912936000000006,4.7728368,8.324751599999999,5.3361756,4.2631848,8.5616136,4.7091456,6.4779876,4.8414132
2010-07-01T13:00:00Z,2010-07-01T13:00:01Z,5.5305792,6.6579444,4.5457992,7.660936800000001,5.2200252,4.1313888,8.5616136,4.7984508,6.0714864,4.6852236
2010-07-01T13:15:00Z,2010-07-01T13:15:01Z,5.3315676000000005,6.4415916,4.3249032,7.034634,4.88052,4.0018032,8.165293199999999,4.7984508,5.8744296,4.5319139999999996
2010-07-01T13:30:00Z,2010-07-01T13:30:01Z,5.3315676000000005,6.3351396,4.2526116,7.034634,4.88052,4.0018032,8.165293199999999,4.9799376,5.7774132,4.4563248
2010-07-01T13:45:00Z,2010-07-01T13:45:01Z,5.2336872,6.3351396,4.0396644,6.913663199999999,4.7702736,3.9378312,7.6573044,4.88871,5.5863432,4.2337404
2010-07-01T14:00:00Z,2010-07-01T14:00:01Z,5.1368796,6.229818,3.9009240000000003,6.5589984,4.554043200000001,3.8114999999999997,7.0535016,4.88871,5.3991576,4.0173048
2010-07-01T14:15:00Z,2010-07-01T14:15:01Z,4.852746,6.0225156,3.7647144,6.3292572,4.3433855999999995,3.56520024,6.594080399999999,4.7984508,5.0361156000000005,3.8763576
2010-07-01T14:30:00Z,2010-07-01T14:30:01Z,4.2250896,5.7197303999999995,3.49972992,5.6707776,4.0375548,3.4451701200000002,6.0476795999999995,4.4468748,4.6876679999999995,3.6698328
2010-07-01T14:45:00Z,2010-07-01T14:45:01Z,4.3118208,5.7197303999999995,3.37087908,5.5653552,3.9382560000000004,3.4451701200000002,5.837418,4.5333684,4.6876679999999995,3.6698328
2010-07-01T15:00:00Z,2010-07-01T15:00:01Z,4.2250896,5.7197303999999995,3.1820522400000004,5.358078,3.743532,3.38592204,5.7340116000000005,4.3612992,4.6876679999999995,3.6022788
2010-07-01T15:15:00Z,2010-07-01T15:15:01Z,4.1393088,5.7197303999999995,3.0590838,5.2562016,3.6480744,3.32718048,5.631735600000001,4.5333684,4.6876679999999995,3.53535948
2010-07-01T15:30:00Z,2010-07-01T15:30:01Z,3.8875752,5.5231776,2.81999952,4.9574412,3.46090932,3.2689425599999997,5.3315676000000005,4.4468748,4.518738,3.4034029199999996
2010-07-01T15:45:00Z,2010-07-01T15:45:01Z,3.8055024,5.3307612,2.58985044,4.7638692,3.2786463599999998,3.32718048,5.1368796,3.7872395999999995,4.27176,3.2739264
2010-07-01T16:00:00Z,2010-07-01T16:00:01Z,3.7243367999999997,5.2360739999999995,2.42296668,4.4816652,3.1011832800000003,3.21120396,4.946418,3.3284592,4.1911164,3.21010668
2010-07-01T16:15:00Z,2010-07-01T16:15:01Z,3.7243367999999997,5.0496912,2.2608972,4.2988284000000005,3.01422132,3.0972139199999997,4.6684584000000005,3.11004,4.0322952,3.0842809200000003
2010-07-01T16:30:00Z,2010-07-01T16:30:01Z,3.56468868,4.957974,2.05215696,4.1201244,2.8437778799999998,2.9851837199999998,4.5778248,3.11004,3.8767248,3.02226624
2010-07-01T16:45:00Z,2010-07-01T16:45:01Z,3.40855956,4.8672288,1.90102644,3.9454704,2.76027408,2.929896,4.3118208,3.1820522400000004,3.7243367999999997,2.90001312
2010-07-01T17:00:00Z,2010-07-01T17:00:01Z,3.1808286,4.6885968,1.80282096,3.6909036,2.59664976,2.76690528,4.054467600000001,3.11004,3.57508332,2.7210114
2010-07-01T17:15:00Z,2010-07-01T17:15:01Z,2.8180177200000003,4.5137268,1.6592961599999998,3.36490956,2.43747,2.76690528,3.7243367999999997,3.03881292,3.42890424,2.4903558
2010-07-01T17:30:00Z,2010-07-01T17:30:01Z,2.47540536,4.174956,1.5661155599999999,3.0537432,2.2068719999999997,2.608164,3.40855956,2.9683652400000002,3.1455683999999997,2.26865196
2010-07-01T17:45:00Z,2010-07-01T17:45:01Z,2.08990044,3.8503404000000003,1.43007084,2.7568799999999998,1.9858813199999998,2.4029920799999998,3.0332282399999997,2.82978144,2.80782,2.05569828
2010-07-01T18:00:00Z,2010-07-01T18:00:01Z,1.6741774800000002,3.46367772,1.25559216,2.33738784,1.6383995999999998,1.83050676,2.67859296,2.36841264,2.36441412,1.7522964
2010-07-01T18:15:00Z,2010-07-01T18:15:01Z,1.14174828,2.7505645199999997,1.0086447600000001,1.82418372,1.3787838,1.48350456,2.08990044,1.6592961599999998,1.68016356,1.28829672
2010-07-01T18:30:00Z,2010-07-01T18:30:01Z,0.63888516,1.9350748800000002,0.7431181200000001,1.30718412,1.1352747600000002,0.9410778,1.45262484,1.00203876,0.95306796,0.8755747199999999
2010-07-01T18:45:00Z,2010-07-01T18:45:01Z,0.3664908,1.43956224,0.56876148,0.9971798399999999,0.96319188,0.73391724,1.14174828,0.6953508,0.62303976,0.5829030000000001
2010-07-01T19:00:00Z,2010-07-01T19:00:01Z,0.229749624,1.09176084,0.4705524,0.7150381200000001,0.85352796,0.5424775199999999,0.9022960800000001,0.4233312,0.47382983999999995,0.356039244
2010-07-01T19:15:00Z,2010-07-01T19:15:01Z,0.1098675,0.8197153199999999,0.347548032,0.50197932,0.69673536,0.36773604,0.68093388,0.284976,0.336004668,0.240113556
2010-07-01T19:30:00Z,2010-07-01T19:30:01Z,0.058173768,0.61179696,0.2617218,0.310621212,0.5974581600000001,0.236246724,0.55707408,0.19057183200000002,0.271725192,0.11216430000000001
2010-07-01T19:45:00Z,2010-07-01T19:45:01Z,0.0149403924,0.4583358,0.207872712,0.20756631599999997,0.45673344000000005,0.164445408,0.44025336000000004,0.105761016,0.210842532,0.047360627999999995
2010-07-01T20:00:00Z,2010-07-01T20:00:01Z,0,0.351258012,0.157015764,0.115107768,0.36866088,0.09902214000000001,0.3664908,0.056011356000000005,0.15371884800000002,0.012176344799999999
2010-07-01T20:15:00Z,2010-07-01T20:15:01Z,NA,0.283990896,0.0872685,0.036855504,0.285525936,0.059790131999999996,0.296234712,0.0338873112,0.10092171600000001,0
2010-07-01T20:30:00Z,2010-07-01T20:30:01Z,NA,0.22030660800000001,0.046263024,0,0.207785088,NA,0.229749624,0.014388066000000001,0.076430124,NA
2010-07-01T20:45:00Z,2010-07-01T20:45:01Z,NA,0.132372504,0.01189548,NA,0.13617,NA,0.16742358,0,0.0323489736,NA
2010-07-01T21:00:00Z,2010-07-01T21:00:01Z,NA,0.079813404,0,NA,0.10303145999999999,NA,0.1098675,NA,0.0323489736,NA
2010-07-01T21:15:00Z,2010-07-01T21:15:01Z,NA,0.055821996,NA,NA,0.072004752,NA,0.083185524,NA,0.013736628,NA
2010-07-01T21:30:00Z,2010-07-01T21:30:01Z,NA,0.0143396892,NA,NA,0.0184682088,NA,0.0351918612,NA,0,NA
2010-07-01T21:45:00Z,2010-07-01T21:45:01Z,NA,0,NA,NA,0,NA,0.0351918612,NA,0,NA
2010-07-01T22:00:00Z,2010-07-01T22:00:01Z,NA,0,NA,NA,NA,NA,0.0149403924,NA,NA,NA
2010-07-01T22:15:00Z,2010-07-01T22:15:01Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2010-07-01T22:30:00Z,2010-07-01T22:30:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01T22:45:00Z,2010-07-01T22:45:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01T23:00:00Z,2010-07-01T23:00:01Z,0,0.014102161200000001,0.011527956,0.0148371336,0.06939817200000001,0.0103230792,0.014735159999999999,0.01414908,0,0
2010-07-01T23:15:00Z,2010-07-01T23:15:01Z,0.014535,0.014102161200000001,0.011527956,0,0.04195944,0.0103230792,0,0.01414908,0,0
2010-07-01T23:30:00Z,2010-07-01T23:30:01Z,0.014535,0,0.011527956,0,0.0178040016,0.0103230792,0,0,0,0
2010-07-01T23:45:00Z,2010-07-01T23:45:01Z,0.034234308000000005,0,0,0,0,0,0,0.01414908,0,0.0117931572
2010-07-02T00:00:00Z,2010-07-01T23:59:51Z,0.014535,NA,NA,0,0,0,0,0.01414908,0,0
2010-07-02T00:15:00Z,2010-07-02T00:14:51Z,0.014535,NA,NA,NA,NA,NA,NA,0,0,0.0117931572
2010-07-02T00:30:00Z,2010-07-02T00:29:51Z,0.034234308000000005,NA,NA,0,NA,NA,NA,0,0,0.0117931572
2010-07-02T00:45:00Z,2010-07-02T00:44:51Z,0.034234308000000005,NA,NA,0,NA,NA,NA,0.01414908,NA,0.027761673599999998
2010-07-02T01:00:00Z,2010-07-02T00:59:51Z,0.034234308000000005,NA,NA,0.0148371336,NA,NA,NA,0.01414908,0,0.045863207999999996
2010-07-02T01:15:00Z,2010-07-02T01:14:51Z,0.056586492,0,NA,0.0148371336,NA,NA,0,0.03332295,0,0.065541672
2010-07-02T01:30:00Z,2010-07-02T01:29:51Z,0.080909496,NA,NA,0.034947957599999996,NA,NA,0,0.03332295,0,0.086510808
2010-07-02T01:45:00Z,2010-07-02T01:44:51Z,0.080909496,NA,0,0.057769452000000006,NA,0,0,0.05507604,0.013603950000000002,0.108592992
2010-07-02T02:00:00Z,2010-07-02T01:59:51Z,0.10685307599999999,0,0,0.057769452000000006,NA,0,0,0.05507604,0.013603950000000002,0.13166661600000001
2010-07-02T02:15:00Z,2010-07-02T02:14:51Z,0.10685307599999999,0.014102161200000001,0,0.082605744,NA,0,0.014735159999999999,0.05507604,0.0320357016,0.155642832
2010-07-02T02:30:00Z,2010-07-02T02:29:51Z,0.10685307599999999,0,0.011527956,0.082605744,NA,0,0,0.05507604,0.0320357016,0.155642832
2010-07-02T02:45:00Z,2010-07-02T02:44:51Z,0.134200656,0.014102161200000001,0.011527956,0.109099584,NA,0,0.014735159999999999,0.05507604,0.0320357016,0.206046432
2010-07-02T03:00:00Z,2010-07-02T02:59:51Z,0.134200656,0.0332121168,0.011527956,0.137030148,NA,0,0.014735159999999999,0.05507604,0.0320357016,0.23237740799999998
2010-07-02T03:15:00Z,2010-07-02T03:14:51Z,0.16280424,0.054892331999999995,0.027135950399999997,0.166246632,NA,0.0103230792,0.014735159999999999,0.07874388,0.052942896,0.259411428
2010-07-02T03:30:00Z,2010-07-02T03:29:51Z,0.16280424,0.054892331999999995,0.027135950399999997,0.196639452,NA,0.0103230792,0.014735159999999999,0.07874388,0.052942896,0.2871189
2010-07-02T03:45:00Z,2010-07-02T03:44:51Z,0.16280424,0.078480576,0.027135950399999997,0.228125304,NA,0.02429388,0.014735159999999999,0.07874388,0.052942896,0.315474804
2010-07-02T04:00:00Z,2010-07-02T03:59:51Z,0.19255625999999998,0.15787674000000002,0.044827128,0.294128208,NA,0.040122432,0.0347070996,0.10398528000000001,0.075686076,0.37404972000000003
2010-07-02T04:15:00Z,2010-07-02T04:14:51Z,0.22337495999999998,0.279156672,0.08454744,0.40005684,0,0.075636936,0.057370175999999995,0.130589028,0.152210448,0.43499772
2010-07-02T04:30:00Z,2010-07-02T04:29:51Z,0.25519626,0.41459004000000005,0.10612278,0.51359076,0,0.11504771999999999,0.10834131600000001,0.158410836,0.238457736,0.4663278
2010-07-02T04:45:00Z,2010-07-02T04:44:51Z,0.321650352,0.60111684,0.15208596,0.59324508,0.0178040016,0.157581432,0.10834131600000001,0.187345692,0.332654148,0.53064684
2010-07-02T05:00:00Z,2010-07-02T04:59:51Z,0.356206212,0.7630290000000001,0.20131570799999998,0.76162284,0.0178040016,0.22632264,0.16508462399999999,0.21731378399999998,0.46905336000000003,0.5971194
2010-07-02T05:15:00Z,2010-07-02T05:14:51Z,0.39160691999999997,0.9356922000000001,0.280480356,0.8502138,0.04195944,0.300240792,0.22652164800000002,0.248252472,0.57877236,0.63114552
2010-07-02T05:30:00Z,2010-07-02T05:29:51Z,0.46484819999999993,1.1662718399999998,0.336456036,1.03599144,0.06939817200000001,0.37879956000000004,0.29204874000000003,0.280111536,0.77485248,0.66569004
2010-07-02T05:45:00Z,2010-07-02T05:44:51Z,0.5026492800000001,1.36242036,0.42482052,1.18275876,0.099289512,0.4901742,0.39720384000000003,0.312849756,0.9431352000000001,0.77238576
2010-07-02T06:00:00Z,2010-07-02T05:59:51Z,0.58053348,1.5689664,0.4865022,1.33586388,0.13120826400000002,0.86557428,0.47153016,0.346432968,1.2140838,0.84602916
2010-07-02T06:15:00Z,2010-07-02T06:14:51Z,0.7028888400000001,1.95574428,0.58298148,1.49531364,0.13120826400000002,1.03919076,0.84395088,0.38083248000000003,1.76818392,0.88359552
2010-07-02T06:30:00Z,2010-07-02T06:29:51Z,0.7880418,2.31352344,0.68403564,1.6611433199999999,0.164892384,1.22262984,1.5927753599999999,0.41602392,3.10873104,0.9992466
2010-07-02T06:45:00Z,2010-07-02T06:44:51Z,0.96673248,2.50176564,0.78952428,2.0122002,0.314358156,1.5364850399999999,2.05686072,0.5261562000000001,3.8298384000000003,1.07879148
2010-07-02T07:00:00Z,2010-07-02T06:59:51Z,1.15642188,2.82978144,0.9749448000000001,2.7252954,0.57487104,1.96440768,2.5677252,0.6831075600000001,4.2995339999999995,1.20175488
2010-07-02T07:15:00Z,2010-07-02T07:14:51Z,1.5146233199999999,3.320109,1.33836192,3.5342402400000004,0.92588688,2.24059896,3.0550132800000003,0.8510633999999999,4.5454104,1.3725003599999999
2010-07-02T07:30:00Z,2010-07-02T07:29:51Z,2.20749408,4.2508691999999995,1.6017267599999998,4.537022400000001,1.32404292,2.53181556,3.5042594400000002,1.02967596,4.8851568,1.50566436
2010-07-02T07:45:00Z,2010-07-02T07:44:51Z,3.2216648400000003,5.1216228,2.07873396,5.57946,1.70231148,2.73453012,4.067406,1.26767844,5.1492059999999995,1.690065
2010-07-02T08:00:00Z,2010-07-02T07:59:51Z,4.33251,5.8870224,2.8873101599999997,6.2031492,1.97372628,2.94427728,4.6753164,1.4183053199999998,5.421438,1.88237196
2010-07-02T08:15:00Z,2010-07-02T08:14:51Z,5.140591199999999,6.2945172000000005,3.6204156,6.869286,2.33519976,3.2166072,5.3312904,1.5219925200000002,5.7021120000000005,2.1859128
2010-07-02T08:30:00Z,2010-07-02T08:29:51Z,5.8253976000000005,6.828656400000001,4.1552964,7.45911,2.7221572800000002,3.4428103200000004,6.1446888,1.62830844,5.8940567999999995,2.5080012000000003
2010-07-02T08:45:00Z,2010-07-02T08:44:51Z,6.6739212,7.2767952,4.5095796,7.9551359999999995,3.13566804,3.6174564,6.8030244,1.8488916,6.1894187999999994,2.84925456
2010-07-02T09:00:00Z,2010-07-02T08:59:51Z,7.1265384,7.5081168,4.8046032,8.4738672,3.6687312,3.7964772,7.385720399999999,2.0802204,6.289902,3.0877596
2010-07-02T09:15:00Z,2010-07-02T09:14:51Z,7.1265384,7.744428000000001,5.0328684,8.7421248,4.047624,3.9183048,7.627946400000001,2.32251084,6.4939824,3.27258432
2010-07-02T09:30:00Z,2010-07-02T09:29:51Z,7.1265384,7.9858548,5.2673112,9.1560744,4.4463168,4.0421484,7.8755976,2.70708012,6.5976012,3.4626276000000002
2010-07-02T09:45:00Z,2010-07-02T09:44:51Z,7.242804,8.1085248,5.2673112,9.1560744,4.7589012,4.0421484,8.0015004,3.04760196,6.5976012,3.7243367999999997
2010-07-02T10:00:00Z,2010-07-02T09:59:51Z,7.1265384,7.9858548,5.3468568,9.1560744,5.0835852,4.1048352,8.0015004,3.40710336,6.5976012,3.9270240000000003
2010-07-02T10:15:00Z,2010-07-02T10:14:51Z,6.785240399999999,7.9858548,5.3468568,9.016524,5.306994,4.2317568,8.0015004,3.8646972,6.4939824,4.2774192
2010-07-02T10:30:00Z,2010-07-02T10:29:51Z,6.785240399999999,7.8644951999999995,5.2673112,9.016524,5.4208368,4.2317568,7.8755976,4.1863608,6.4939824,4.7194812
2010-07-02T10:45:00Z,2010-07-02T10:44:51Z,6.6739212,7.744428000000001,5.1884676,8.8785468,5.4208368,4.1680368,7.8755976,4.5218916,6.289902,5.0278464
2010-07-02T11:00:00Z,2010-07-02T10:59:51Z,6.347106,7.744428000000001,5.3468568,9.016524,5.5361304,4.3607664,7.8755976,4.5218916,6.4939824,5.2665732
2010-07-02T11:15:00Z,2010-07-02T11:14:51Z,6.347106,7.6256424,5.5080972,9.016524,5.6528963999999995,4.3607664,7.751084400000001,4.6080072,6.4939824,5.429368800000001
2010-07-02T11:30:00Z,2010-07-02T11:29:51Z,6.2404992,7.5081168,5.5897992,9.016524,5.771149199999999,4.5582768,7.8755976,4.6950335999999995,6.5976012,5.5118808
2010-07-02T11:45:00Z,2010-07-02T11:44:51Z,6.0307128,7.2767952,5.5897992,9.1560744,5.771149199999999,4.6251936,7.8755976,4.8718512,6.5976012,5.5951452
2010-07-02T12:00:00Z,2010-07-02T11:59:51Z,5.9275008,7.1629704,5.5897992,9.1560744,5.890910399999999,4.4919036000000006,7.8755976,4.961664,6.4939824,5.429368800000001
2010-07-02T12:15:00Z,2010-07-02T12:14:51Z,5.8253976000000005,6.938913599999999,5.4271188,9.016524,5.6528963999999995,4.5582768,8.0015004,4.961664,6.3914184,5.2665732
