TIMESTAMP,solar_TIMESTAMP,SWE_NOR_ST4_BEF_Pab_Jt_1,SWE_NOR_ST4_BEF_Pab_Jt_2,SWE_NOR_ST4_BEF_Pab_Jt_3,SWE_NOR_ST4_BEF_Pab_Jt_4,SWE_NOR_ST4_BEF_Psy_Jt_5,SWE_NOR_ST4_BEF_Psy_Jt_6,SWE_NOR_ST4_BEF_Psy_Jt_7,SWE_NOR_ST4_BEF_Psy_Jt_8,SWE_NOR_ST4_BEF_Psy_Jt_9,SWE_NOR_ST4_BEF_Psy_Jt_10,SWE_NOR_ST4_BEF_Pab_Jt_11,SWE_NOR_ST4_BEF_Pab_Jt_12,SWE_NOR_ST4_BEF_Pab_Jt_13,SWE_NOR_ST4_BEF_Pab_Jt_14,SWE_NOR_ST4_BEF_Pab_Jt_15,SWE_NOR_ST4_BEF_Pab_Jt_16,SWE_NOR_ST4_BEF_Psy_Jt_17,SWE_NOR_ST4_BEF_Psy_Jt_18,SWE_NOR_ST4_BEF_Psy_Jt_19,SWE_NOR_ST4_BEF_Psy_Jt_20,SWE_NOR_ST4_BEF_Pab_Jt_21,SWE_NOR_ST4_BEF_Pab_Jt_22,SWE_NOR_ST4_BEF_Pab_Jt_23,SWE_NOR_ST4_BEF_Pab_Jt_24,SWE_NOR_ST4_BEF_Psy_Jt_25,SWE_NOR_ST4_BEF_Psy_Jt_26,SWE_NOR_ST4_BEF_Psy_Jt_27,SWE_NOR_ST4_BEF_Psy_Jt_28,SWE_NOR_ST4_BEF_Psy_Jt_29,SWE_NOR_ST4_BEF_Psy_Jt_30,SWE_NOR_ST4_BEF_Pab_Jt_31,SWE_NOR_ST4_BEF_Pab_Jt_32,SWE_NOR_ST4_BEF_Pab_Jt_33,SWE_NOR_ST4_BEF_Pab_Jt_34,SWE_NOR_ST4_BEF_Psy_Jt_35,SWE_NOR_ST4_BEF_Psy_Jt_36,SWE_NOR_ST4_BEF_Psy_Jt_37,SWE_NOR_ST4_BEF_Psy_Jt_38,SWE_NOR_ST4_BEF_Psy_Jt_39,SWE_NOR_ST4_BEF_Psy_Jt_40
1998-05-14T07:00:00Z,1998-05-14T08:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2823619633268096,0.21112423672118913,1.6953326923076926,1.003679506893192,0.18635481365674147,0.7001329787234045,1.1378556195505518,1.6249559946410663,0.8342257580981534,1.7145600443607822,0.07790947255452796,0.1554289649498928,1.9210692360163713,0.8960198710356626,1.1113332415366237,1.1992094837605474,1.4210397447174095,0.5455180180180179,1.1620400779094686,0.1955545312017569
1998-05-14T07:30:00Z,1998-05-14T08:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46388036832261587,0.4136893827644923,2.307496153846154,1.3865545231467258,0.2517424675713877,0.8959109042553192,1.623340683892121,2.2940555218462113,1.1084522183726326,2.1124137563119034,0.09738684069315995,0.33676275739143446,2.5614256480218285,1.3612609579195643,1.2611595816914303,1.374140041483416,1.568927020475791,0.6839864864864865,1.4221983043071105,0.19555453120175695
1998-05-14T08:00:00Z,1998-05-14T09:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9277607366452317,0.9871484581828573,3.330169230769231,2.1249563402071123,0.6113745641019414,1.4592586436170212,2.3212254638831262,3.6322545762565013,1.6424721673281981,3.031266376770444,0.6037984122975916,0.8548593072244106,3.7070173942701232,2.5329792508123545,1.809553079151256,2.216887256676608,2.2430947133184693,1.1942905405405406,2.0465780476614515,0.4362370311423808
1998-05-14T08:30:00Z,1998-05-14T09:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.633665644962256,1.7061120751252854,4.799361538461539,2.959076911330883,1.1835165358550952,2.182729388297872,3.246681367784241,5.342175590225207,2.4507185765582427,4.215354805196399,1.4802799785360308,1.7097186144488212,5.404843110504776,4.41117474971403,2.776878479179862,3.3676882842119586,3.363402791130566,2.091351351351351,2.809708845094536,0.9176020310236286
1998-05-14T09:00:00Z,1998-05-14T10:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3597392649454805,2.362309027096549,6.282957692307692,3.7248269438379498,1.7556585076082487,2.883510638297872,3.9142233312538988,6.329893939908991,3.0857693266675637,4.868971617687526,2.4736257536062625,2.745911714114773,7.267164051841748,6.2032144917853556,3.7325668819148903,4.364462405576231,4.128450932763311,2.809954954954955,3.6942468148465193,1.3087110934271422
1998-05-14T09:30:00Z,1998-05-14T10:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1664877315935085,3.0784196138130144,7.881784615384618,4.5862957304084,2.2787597389254177,3.5389128989361707,4.59693670298423,7.222026642849185,3.6486552188099153,5.418388648477169,3.3890620561219653,3.6784855038141306,9.235231923601637,7.840173871562048,4.47297083471874,5.2732211519856,4.6291195870067705,3.4640990990990987,4.197219385881961,1.6246068745992113
1998-05-14T10:00:00Z,1998-05-14T11:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.457285278230352,4.356577155043997,10.58250576923077,5.94003239501911,3.194186893730464,4.711635638297873,5.977534854705566,10.078975417740995,4.88989077584177,6.9434945442898,4.771955193964836,4.896012395921623,11.837781377899045,10.528233484669034,5.533392213095963,6.732075991863109,5.86509369055168,4.505596846846847,5.185820646193001,2.316569061928505
1998-05-14T10:30:00Z,1998-05-14T11:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.232131904856013,5.982804383842347,13.542496153846155,7.553577106373287,4.649062193331341,6.100232712765957,7.206418923820162,12.94654482004876,6.434218736334892,8.809617907489102,6.836556216659829,6.605731010370445,18.012227148703957,15.508036229463391,7.6498710958653175,9.104090346897733,7.646350486836992,6.177961711711712,6.798801649858383,3.1439151554744
1998-05-14T11:00:00Z,1998-05-14T12:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.361579758163251,6.847272542308837,15.040496153846156,8.524438754730461,5.28659181899914,6.51123670212766,7.297447373384207,13.137716113535944,6.838341940949912,9.273780571432077,8.238926722641331,7.641924110036397,21.078888130968625,17.524080939293633,8.714656348227631,9.5397664529245,8.3370418976415,6.819572072072073,7.995529491287536,3.655365467848225
1998-05-14T11:30:00Z,1998-05-14T12:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18849693647748,7.560530098799342,15.998351923076923,9.05772895594074,5.8096930503163104,7.158859707446809,7.6615611716403835,14.252881992211188,7.458959719465842,9.842143017076534,8.414223035889018,8.185925487361022,21.90136425648022,18.19609584257038,9.402693813210387,10.096463699514258,8.945114718636857,7.357927927927926,8.810691934000149,4.106645155236895
1998-05-14T12:00:00Z,1998-05-14T13:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51119632313669,7.9856316024676826,16.488082692307692,9.05772895594074,6.005856012060247,7.243134973404255,7.509847089033644,14.157296345467595,7.603289435399778,10.041069873052097,8.394745667750387,8.548593072244104,21.178760231923604,18.33394505349894,9.58015802193744,10.092062930766513,8.875715103197168,7.3036148648648656,8.550533707602506,4.332284998931231
1998-05-14T12:30:00Z,1998-05-14T13:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.438957059781922,9.203875508953463,17.381121153846156,9.098751279110763,6.823201685993324,8.1046875,7.312618781644882,16.536316886641444,8.310505043476066,11.604066598574358,8.511609876582177,9.351642724485218,22.600468963165078,18.058246631641815,10.621669279712599,10.769781317919263,9.929928309161943,8.15829954954955,9.348352268555274,4.678266092595877
1998-05-14T13:00:00Z,1998-05-14T14:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.824179452606357,9.08690126968902,17.2738125,8.70903920899556,7.400247731790076,8.763979388297873,7.138147586647129,17.311622688006135,8.427412113382553,12.153483629364,10.21782732552634,10.045892101261405,21.425503069577083,16.174881787330317,11.308252120033654,11.535515080026917,11.455067477038885,8.635777027027027,9.598104165897013,5.08291354562105
1998-05-14T13:30:00Z,1998-05-14T14:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.995613501769062,8.813010367996666,17.149219230769233,8.230445438678641,7.522849582880039,9.084873670212767,7.418818639469599,16.430110612481897,8.29895866620135,11.831411576832139,10.32690058710268,10.076977894251383,20.479655525238748,15.713086930719632,11.00423556573895,11.674139295580888,11.542643182236585,8.39882882882883,9.084725265805664,5.024247186260523
1998-05-14T14:00:00Z,1998-05-14T15:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.993596630602442,8.091193720828276,16.47727980769231,7.390855224465535,6.82974045138479,8.123487367021278,7.0547048412134234,13.466955563430538,7.606176029718457,10.505232536995072,9.816593541870521,9.621052930398365,19.028572646657572,14.195022495368823,9.734348236077334,10.56954633989686,10.126560552907726,7.60323198198198,8.597362188354081,4.631633858232381
1998-05-14T14:30:00Z,1998-05-14T15:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71123466727563,7.360817982981999,15.69443076923077,6.637411888909474,5.628242310703167,6.664876994680851,6.220277386876351,10.779936827194001,6.480404245433752,8.923290396617995,8.08116004071841,9.175489897542006,17.28962312414734,12.547724424772492,8.275359700395093,8.881851525136604,8.272599397590362,6.489515765765765,7.938294681480055,4.058508655248771
1998-05-14T15:00:00Z,1998-05-14T16:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.052085894434423,7.360817982981999,15.52878653846154,6.214881960258253,5.147643054430517,6.098287898936171,6.4023342860044385,10.004631025829314,6.090714012412123,8.364400658400944,7.9194978851677655,8.911260657127189,17.025255798090047,12.637326411876058,8.014981885951304,8.184329678619001,8.21146164113159,6.269876126126126,7.4127750641568175,4.184866967717598
1998-05-14T15:30:00Z,1998-05-14T16:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.052085894434423,7.269521015751215,14.910141346153846,5.648773900511956,4.869745525293271,5.932330452127659,6.1292489373123065,9.686012203350673,5.441230290709409,7.7960382127564865,7.816267834033016,8.548593072244104,15.93841234652115,11.856755254993068,7.518954876312575,6.958715582371983,8.09249087180641,5.8687950450450455,6.878583505953659,4.160798717723535
1998-05-14T16:00:00Z,1998-05-14T17:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.822162581439736,6.861537693438648,13.749191346153848,5.103177002350671,4.438187009456607,5.699601063829786,5.583078239928042,9.006292048729572,4.907210341753843,6.962439959144615,7.765626676872573,7.8595246609662475,14.393332196452937,10.652297774504744,7.049111110584395,6.052157220336487,7.973520102481231,5.5632094594594586,6.17789068285601,4.312729545811054
1998-05-14T16:30:00Z,1998-05-14T17:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.176763808121315,6.091219532428904,12.602645192307694,4.679279662927116,3.7663288654836165,5.05327460106383,4.945879092979733,7.6574723669033284,4.430922279171852,5.882551312420143,6.89304058426186,7.165275284190059,12.513386766712143,9.515041784344094,6.118151327098218,5.266619998863982,7.2844810634729065,4.855945945945946,5.498010517870172,4.088593967741348
1998-05-14T17:00:00Z,1998-05-14T18:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125973930312258,5.255281676222033,11.157939423076924,4.19795107106553,2.873787389548698,4.0264128989361705,4.050766005599964,5.713897549783621,3.767005585875744,4.670044761711966,5.408865132098103,6.271558735728176,10.739188267394272,8.129657214512031,4.91226748255128,4.2060347306574055,5.703161254525742,3.7750563063063063,4.686316851509528,3.345486749174672
1998-05-14T17:30:00Z,1998-05-14T18:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.075184052503203,4.493522605890174,9.788853846153845,3.7234595330656153,2.0825967771814793,2.959358377659574,3.20116714300222,3.9402527713191877,3.059789977799455,3.57121070013268,3.7980867870332373,5.41928991125293,8.98848908594816,6.721872147904077,3.6220154076259066,3.200459071797644,4.080532150674004,2.746092342342342,3.6179337351032106,2.5828240774878206
1998-05-14T18:00:00Z,1998-05-14T19:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.828757671532,3.4321953618323047,8.212352884615385,3.160086294863987,1.4565099909487427,2.0135305851063827,2.3060540556224516,2.6445362265727157,2.3092754549429846,2.633412664819323,2.609967330576686,4.468582742309418,6.90879945429741,5.048727350258638,2.449587930298003,2.348910319108962,2.821424841982531,1.8687274774774774,2.8270527268543786,1.8893576245338977
1998-05-14T18:30:00Z,1998-05-14T19:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.697292947058141,2.4307817525196374,6.669700961538461,2.56663001967101,0.9742760433282276,1.3756316489361702,1.5778264591100988,1.869230425208024,1.630925790053483,1.9229596077637505,1.8269771314036802,3.5826376420950297,5.504715211459755,3.601310635508721,1.6219064977923239,1.6623903944607221,1.9919342002986478,1.2247297297297297,1.994546402381923,1.328266546547318
1998-05-14T19:00:00Z,1998-05-14T20:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7453297564134678,1.6889938937695133,5.3157394230769235,2.089403660126427,0.6457030824071306,0.9289727393617022,1.0771699865078557,1.316957799578381,1.1546377274714923,1.4209061141111456,1.1569556674347399,2.8106737828438955,4.370873124147341,2.543317941631996,1.058966753715526,1.1739050634610129,1.3607281741567288,0.7018918918918919,1.0718518927582859,0.925123359146773
1998-05-14T19:30:00Z,1998-05-14T20:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9083282222661393,1.081298455639604,4.172794230769231,1.647729980662529,0.4495401206631922,0.6281748670212767,0.7282275965123532,0.9664770948518763,0.7938134376366511,1.0609432318696554,0.7304013051986994,2.056843302836915,3.190032401091406,1.630066919230263,0.6196701058829865,0.8174427948936572,1.0517346482705012,0.5073198198198198,1.1811183478452956,0.6754152654583758
1998-05-14T20:00:00Z,1998-05-14T21:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.210490798615596,0.6504908915193395,3.183250000000001,1.2757942505876678,0.3547280224869553,0.42980385638297874,0.43997083955954674,0.7115820368689637,0.5773188637357461,0.7862347164748339,0.3486448896815126,1.5102514427631253,2.3734311050477492,1.0597158090133316,0.37238391339447074,0.5489959012812047,0.6931699684987829,0.3246846846846847,0.7995529491287536,0.4166815780222051
1998-05-14T20:30:00Z,1998-05-14T21:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698205522294098,0.32524544575966974,2.4464932692307695,0.9776987022188451,0.2778975291372461,0.26060505319148936,0.2730853486921324,0.5204107433817795,0.3608242898348414,0.5778351530718658,0.25904899624380545,1.0672788926559307,1.7330746930422927,0.6461681762276414,0.2065567019609955,0.36856438262365443,0.43374759649804656,0.1569707207207207,0.5723480980748128,0.2828019374302331
1998-05-14T21:00:00Z,1998-05-14T22:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3190337429695251,0.13979848107213877,1.8861836538461538,0.7602803894177312,0.21741394926619842,0.1698470744680851,0.15171408260674024,0.3929632143903233,0.27422646027447944,0.4167991268059361,0.1675053659922351,0.7512399972578154,1.2630883356070943,0.37736221491694244,0.125097720905955,0.26514631705164393,0.2982531092110377,0.05192567567567567,0.43186265582008604,0.239178234315995
1998-05-14T21:30:00Z,1998-05-14T22:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0165030679765148,0.034236362711544184,1.4612701923076923,0.6016607398269815,0.21741394926619842,0.11344747340425532,0.05309992891235909,0.28675694023077647,0.14432971593393656,0.3220720525318597,0.06232757804362236,0.5103251015854815,0.910598567530696,0.2205587374857016,0.0596396111295832,0.1837320952183591,0.15449676294311368,0.005968468468468469,0.2653613909255951,0.17449481245695234
1998-05-14T22:00:00Z,1998-05-14T23:13:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8470858899804291,0,1.229368269230769,0.47722635954458303,0.14058345591648921,0.0842752659574468,0.0606856330426961,0.25489505798291245,0.14432971593393656,0.23681768568519096,0.01363415769704239,0.2953150334047964,0.6814802182810369,0.06547837519106764,0,0.12432171712379984,0.08509714750342626,0,0.20465780476614517,0.16396495308455003
1998-05-14T22:30:00Z,1998-05-14T23:43:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7159892641501246,0,1.032035576923077,0.3992839455215423,0.14058345591648921,0.06742021276595743,0,0.233653803151003,0.11546377274714925,0.20839956340296806,0,0.1994671716856958,0.5052353342428377,0,0,0.06491133902924064,0.016523717961830352,0,0.11967278414291542,0.11131565622253854
1998-05-14T23:00:00Z,1998-05-15T00:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522369632154598,0,0.8253403846153846,0.2898910837348184,0.09644678952410304,0.05575132978723404,0,0.20179192090313905,0.08659782956036192,0.16103602626592986,0,0.08807641347160593,0.38186391541609827,0,0,0.01980345936485308,0,0,0.07631307974330838,0.09025593747773396
1998-05-14T23:30:00Z,1998-05-15T00:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39530674865753357,0,0.6805817307692308,0.21741831280111382,0.02125098752225999,0.027875664893617026,0,0.1486887838233656,0.014432971593393656,0.11367248912889165,0,0.031085792989978565,0.2819918144611187,0,0,0,0,0,0.06070358615944984,0
1998-05-15T00:00:00Z,1998-05-15T01:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29849693265977023,0,0.5869567307692308,0.1832330434927626,0,0.0012965425531914893,0,0.1168269015755015,0,0.0757816594192611,0,0,0.21149386084583904,0,0,0,0,0,0,0
1998-05-15T00:30:00Z,1998-05-15T01:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26421012282722905,0,0.5221394230769232,0.16272188190775186,0,0,0,0.1168269015755015,0,0.056836244564445824,0,0,0.20561903137789905,0,0,0,0,0,0,0
1998-05-15T01:00:00Z,1998-05-15T02:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18555214732904635,0,0.40474807692307696,0.12580179105473252,0,0,0,0.08496501932763748,0,0.03789082970963055,0,0,0.16449522510231926,0,0,0,0,0,0,0
1998-05-15T01:30:00Z,1998-05-15T02:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17950153382918613,0,0.3125634615384616,0.10529062946972176,0,0,0,0.09558564674359214,0,0.03789082970963055,0,0,0.12337141882673945,0,0,0,0,0,0,0
1998-05-15T02:00:00Z,1998-05-15T03:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14521472399664498,0,0.20741538461538464,0.0861468786570451,0,0,0,0.08496501932763748,0,0.03789082970963055,0,0,0.0881224420190996,0,0,0,0,0,0,0
1998-05-15T02:30:00Z,1998-05-15T03:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1250460123304443,0,0.13251538461538465,0.058798663210364116,0,0,0,0.08496501932763748,0,0.056836244564445824,0,0,0.05874829467939974,0,0,0,0,0,0,0
1998-05-15T03:00:00Z,1998-05-15T04:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11899539883058406,0,0.06337692307692308,0.041022323170021475,0,0,0,0.06372376449572811,0,0.056836244564445824,0,0,0.01762448840381992,0,0,0,0,0,0,0
1998-05-15T03:30:00Z,1998-05-15T04:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10084355833100346,0,0.03745,0.035552680080685274,0,0,0,0.05310313707977342,0,0.0757816594192611,0,0,0,0,0,0,0.03304743592366069,0,0,0
1998-05-15T04:00:00Z,1998-05-15T05:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09479294483114324,0.002853030225962016,0.036729807692307694,0.053329020121027915,0,0,0,0.06372376449572809,0,0.1231451965562993,0,0,0,0,0,0,0.11566602573281241,0,0,0
1998-05-15T04:30:00Z,1998-05-15T05:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06252300616522215,0.002853030225962016,0.06913846153846154,0.0943513432910494,0,0.049916888297872344,0,0.05310313707977342,0.007216485796696828,0.20839956340296803,0,0,0.05287346521145976,0,0,0.1100192186936282,0.19002275656104894,0.01671171171171171,0.022547046287795653,0
1998-05-15T05:00:00Z,1998-05-15T06:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07260736199832249,0,0.27799423076923074,0.1996419727607712,0,0.11150265957446807,0,0.15930941123932027,0.057731886373574626,0.4831080787977896,0,0,0.22324351978171897,0.09649444764999446,0,0.3190557342115218,0.3965692310839282,0.14682432432432432,0.12487594867086828,0
1998-05-15T05:30:00Z,1998-05-15T06:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09479294483114324,0,0.6625769230769231,0.3828750162535338,0,0.3442320478723404,0.08344274543370715,0.6159963901253717,0.24536051708769208,1.0609432318696554,0,0.06994303422745177,0.5228598226466576,0.42905566901515385,0.12073384692086356,1.100192186936282,0.8674951929960932,0.5401463963963964,0.5151132882673316,0.07521328123144495
1998-05-15T06:00:00Z,1998-05-15T07:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1633665644962256,0,1.2985067307692308,0.639948241452335,0.04250197504451998,0.7863530585106382,0.5461706973842649,1.5718528575612931,0.6783496648895018,1.8945414854815277,0,0.2564577921673232,1.1867155525238746,0.9856218581392289,0.5280287521960659,2.661364900198866,1.7019429500685255,1.1125225225225224,1.3666978826756138,0.2557251561869128
1998-05-15T06:30:00Z,1998-05-15T07:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3731211658247127,0.04850151384135427,2.3103769230769235,1.1130723686799158,0.3122260474424353,1.2984873670212767,1.5929978673707725,3.0693613232109036,1.5010290457129403,2.8797030579319225,0,0.670935032033704,2.2265603683492503,2.1521708056221973,1.3353454394379851,4.5272908492428,2.7264134637020065,1.8144144144144145,2.5495506186968933,0.4106645155236895
1998-05-15T07:00:00Z,1998-05-15T08:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8067484666480276,0.28244999237023954,3.968259615384615,1.9321514213080113,0.8222497479766752,1.7879321808510638,3.079795876916827,4.651834808188152,2.6845327163712196,3.77013755610824,0.15192347148132948,1.4221750292915194,4.083006480218282,4.080336643485478,2.6023235197762036,6.041155298467125,3.8169788491828096,2.574200450450451,3.7636223418858896,0.6543555467135712
1998-05-15T07:30:00Z,1998-05-15T08:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3513036816354465,0.6248136194856813,5.8285163461538465,2.949505035924544,1.4303549293828846,2.0783577127659574,4.733479377330296,5.958171980350578,3.940201244996468,4.556372272583074,0.5979552018560019,2.4143299222216688,6.274317871759892,6.878675625335318,4.072949052752024,7.345983232173555,4.725783337083478,3.4432094594594593,4.890974656275673,0.9281318903960307
1998-05-15T08:00:00Z,1998-05-15T09:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0854447862851515,1.0556211836059457,7.6109923076923085,4.092660441595808,2.0744233204421487,2.564561170212766,6.053391896008937,7.137061623521547,5.094838972467961,5.456279478186801,1.4939141362330732,3.5256470216134024,8.583125852660302,9.658060340682479,5.4082944921900085,8.562795790925085,5.758515709697875,4.549763513513513,5.832747435835138,1.5012570933796414
1998-05-15T08:30:00Z,1998-05-15T09:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9849693265977018,1.5606075336012226,9.713953846153847,5.167445308650372,2.875422080896564,3.313314494680851,7.403647231208924,8.995671421313618,6.307208586313028,7.057167033418691,2.635287909156908,4.6732308794934445,10.727438608458392,12.318550111603756,6.547265602298878,9.889627568370237,6.807771800274102,5.680191441441441,7.012131395504449,2.2278173900754
1998-05-15T09:00:00Z,1998-05-15T10:13:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.068029143072678,2.3822802386782835,12.120836538461539,6.3830734852553395,3.6878636807860428,4.325914228723404,8.435302992934758,11.7888964317097,7.505145228564701,9.06538100802911,3.6675884205044027,5.9555198403300595,14.287585266030018,16.007739619079434,7.645507221880228,11.139445892729855,8.154454814163271,7.079200450450451,8.7066286434410909,3.08825732736313
1998-05-15T09:30:00Z,1998-05-15T10:43:13Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.177308284713716,3.5776999033563675,14.429773076923077,7.732707917549048,4.823974167553019,5.525864361702128,8.905616649015652,15.357427243470472,8.832978615156918,11.281994546042498,4.801171246172785,6.9891224572468476,18.922825716234655,19.505663346391735,8.588104002659982,12.048204639139223,9.509399687033362,7.7339414414414405,8.92516155361511,3.8193304209327743
