TIMESTAMP,solar_TIMESTAMP,SWE_NOR_ST4_AFT_Pab_Jt_1,SWE_NOR_ST4_AFT_Pab_Jt_2,SWE_NOR_ST4_AFT_Pab_Jt_3,SWE_NOR_ST4_AFT_Pab_Jt_4,SWE_NOR_ST4_AFT_Psy_Jt_5,SWE_NOR_ST4_AFT_Psy_Jt_6,SWE_NOR_ST4_AFT_Psy_Jt_7,SWE_NOR_ST4_AFT_Psy_Jt_8,SWE_NOR_ST4_AFT_Psy_Jt_9,SWE_NOR_ST4_AFT_Psy_Jt_10,SWE_NOR_ST4_AFT_Pab_Jt_11,SWE_NOR_ST4_AFT_Pab_Jt_12,SWE_NOR_ST4_AFT_Pab_Jt_13,SWE_NOR_ST4_AFT_Pab_Jt_14,SWE_NOR_ST4_AFT_Pab_Jt_15,SWE_NOR_ST4_AFT_Pab_Jt_16,SWE_NOR_ST4_AFT_Psy_Jt_17,SWE_NOR_ST4_AFT_Psy_Jt_18,SWE_NOR_ST4_AFT_Psy_Jt_19,SWE_NOR_ST4_AFT_Psy_Jt_20,SWE_NOR_ST4_AFT_Pab_Jt_21,SWE_NOR_ST4_AFT_Pab_Jt_22,SWE_NOR_ST4_AFT_Psy_Jt_23,SWE_NOR_ST4_AFT_Psy_Jt_24,SWE_NOR_ST4_AFT_Bpu_Jt_25,SWE_NOR_ST4_AFT_Pab_Jt_26,SWE_NOR_ST4_AFT_Pab_Jt_27,SWE_NOR_ST4_AFT_Pab_Jt_28,SWE_NOR_ST4_AFT_Pab_Jt_29,SWE_NOR_ST4_AFT_Psy_Jt_30,SWE_NOR_ST4_AFT_Psy_Jt_31,SWE_NOR_ST4_AFT_Psy_Jt_32,SWE_NOR_ST4_AFT_Psy_Jt_33,SWE_NOR_ST4_AFT_Psy_Jt_34,SWE_NOR_ST4_AFT_Psy_Jt_35,SWE_NOR_ST4_AFT_Pab_Jt_36,SWE_NOR_ST4_AFT_Pab_Jt_37,SWE_NOR_ST4_AFT_Pab_Jt_38,SWE_NOR_ST4_AFT_Pab_Jt_39,SWE_NOR_ST4_AFT_Pab_Jt_40,SWE_NOR_ST4_AFT_Psy_Jt_41,SWE_NOR_ST4_AFT_Psy_Jt_42,SWE_NOR_ST4_AFT_Psy_Jt_43,SWE_NOR_ST4_AFT_Psy_Jt_44,SWE_NOR_ST4_AFT_Bpu_Jt_45
1999-04-21T20:30:00Z,1999-04-21T21:41:19Z,1.4069782657041658,0.5682504359935446,0.9907245523355362,0.8342265529841658,0,0.09326932062537784,0,0.23268056876560975,0,NA,1.586177299082459,0.9314302575107296,0.577135771358775,1.1037486465919164,2.3159203225911233,0.25231176278956674,0,0.05666515290758567,0,0.07698005698005699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-21T21:00:00Z,1999-04-21T22:11:19Z,0.6677184989782482,0.5022296384507261,0.7867518503841022,0.6237515225334958,0,0.08721287123411951,0,0.23835570458916128,0,NA,1.2144670633378827,0.8024517167381973,0.4578123418373406,0.8538432926465771,1.9356945979866105,0.193176193385762,0,0.0627911153840814,0,0.058984718984718985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-21T21:30:00Z,1999-04-21T22:41:19Z,0,0.24757799078556922,0.6556265419867519,0.5733252131546894,0,0.06904352306034463,0,0.03632086927072934,0,NA,1.0414295398016142,0.6939924892703861,0.3640582186419277,0.6872397233496841,1.6073178358281677,0.13404062398195732,0,0.06585409662232927,0,0.040989380989380986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-21T22:00:00Z,1999-04-21T23:11:19Z,0,0.3489670727263261,0.5245012335894015,0.32557856272838,0,0.0242257975650332,0,0,0,NA,0.7978952474172369,0.5928615879828326,0.29343822974148687,0.4998107078906792,1.3826389985618646,0.0749050545781526,0,0.04135024671634629,0,0.026993006993006993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-21T22:30:00Z,1999-04-21T23:41:19Z,0,0.023578856265292308,0.46622331874613465,0.20499390986601707,0,0,0,0,0,NA,0.6857412969770631,0.4990590128755364,0.22281824084104604,0.3748580309180094,1.0888282113674685,0.0354813416422828,0,0,0,0.023493913493913495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-21T23:00:00Z,1999-04-22T00:11:30Z,0,0,0.24768113808388406,0.16552984165651646,0,0,0,0,0,NA,0.5735873465368891,0.4133175965665236,0.1777675582666269,0.2707308001074512,0.9332813240292586,0,0,0,0,0.0069981869981869975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-21T23:30:00Z,1999-04-22T00:41:30Z,0,0,0.21854218066225067,0.1348355663824604,0,0,0,0,0,NA,0.5191125706088048,0.35322532188841205,0.1424575638164065,0.1874290154590047,0.7777344366910488,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T00:00:00Z,1999-04-22T01:11:30Z,0,0,0.2622506167947008,0.14305724725943972,0,0,0,0,0,NA,0.38132343149659115,0.27994206008583683,0.10349481131961157,0.14577812313478142,0.6567535243168857,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T00:30:00Z,1999-04-22T01:41:30Z,0,0,0.20397270195143394,0.08605359317904994,0,0,0,0,0,NA,0.31082666264848186,0.2139871244635193,0.06331447280729176,0.08330178464844655,0.5184896244606993,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T01:00:00Z,1999-04-22T02:11:30Z,0,0,0.1602642658189838,0.04439707673568818,0,0,0,0,0,NA,0.27237387964042226,0.17734549356223175,0.048703440620993674,0.041650892324223275,0.44935767453260606,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T01:30:00Z,1999-04-22T02:41:30Z,0,0,0.014569478710816711,0,0,0,0,0,0,NA,0.2627606838884073,0.1407038626609442,0.03287482241917073,0,0.3802257246045128,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T02:00:00Z,1999-04-22T03:11:30Z,0,0,0,0,0,0,0,0,0,NA,0.25635188672039744,0.10406223175965665,0.030439650388121048,0,0.29381078719439624,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T02:30:00Z,1999-04-22T03:41:30Z,0,0,0,0,0,0,0,0,0,NA,0.09292755893614404,0.08940557939914162,0.02800447835707136,0,0.2073958497842797,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T03:00:00Z,1999-04-22T04:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.06155793991416309,0,0,0.17282987482023307,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T03:30:00Z,1999-04-22T04:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.04690128755364807,0,0,0.1728298748202331,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T04:00:00Z,1999-04-22T05:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.04690128755364807,0,0,0.12098091237416318,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T04:30:00Z,1999-04-22T05:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.04690128755364807,0,0,0.03456597496404662,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T05:00:00Z,1999-04-22T06:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.03957296137339056,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T05:30:00Z,1999-04-22T06:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.02491630901287554,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T06:00:00Z,1999-04-22T07:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T06:30:00Z,1999-04-22T07:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T07:00:00Z,1999-04-22T08:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T07:30:00Z,1999-04-22T08:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T08:00:00Z,1999-04-22T09:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T08:30:00Z,1999-04-22T09:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.01728298748202331,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T09:00:00Z,1999-04-22T10:11:30Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.13826389985618648,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T09:30:00Z,1999-04-22T10:41:30Z,0,0,0,0,0,0,0,0,0,NA,0,0.02125214592274678,0,0,0.3283767621584428,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T10:00:00Z,1999-04-22T11:11:30Z,0,0,0.058277914843266845,0,0,0,0,0,0,NA,0,0.23450643776824032,0.1047123973351364,0,1.0542622364034218,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T10:30:00Z,1999-04-22T11:41:30Z,0,0,0.29138957421633416,0.025213154689403165,0,0,0,0,0,NA,0.5062949762727849,0.5730751072961373,0.34457684239353026,0,1.7628647231663774,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T11:00:00Z,1999-04-22T12:11:30Z,0.4769417849844631,0,0.5973486271434849,0.2022533495736906,0.027099826011309263,0,0.03892414801260143,0.17252412903596434,0,NA,1.0766779242256692,1.027431330472103,0.6587140343989394,0.22907990778322798,2.8344099470518227,0,0,0.03981875609722236,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T11:30:00Z,1999-04-22T12:41:30Z,1.573907890448728,0,1.4132394349492208,0.6275883069427527,0.16537842540234884,0.2131870185722922,0.39278003903625075,0.41314988795454616,0,NA,2.6051760487960385,1.8775171673819742,1.301599450596056,1.1662249850782513,5.0811983197148525,0,0,0.3614317861132491,0,0.045488215488215494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T12:00:00Z,1999-04-22T13:11:30Z,2.813956531408332,0,2.2145607640441396,1.0030450669914739,0.44471509351892125,0.5487143148480019,1.2384956185827727,0.9125618404270746,0.26452331387133465,NA,3.688262770189718,2.4711115879828327,1.760629378448921,2.2491481855080564,6.74036511798909,0,0,0.8668236904241483,0,0.2994224294224294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T12:30:00Z,1999-04-22T13:41:30Z,3.672451744380365,0,3.147007401536409,1.411388550548112,0.6601239669421488,0.8127755083068637,1.728586027650527,1.4573748794880144,0.6951426620339725,NA,4.835437463263497,2.940124463519313,2.2208768923173117,3.3112459397757505,8.261268016407142,0,0,1.3262708761613295,0,0.5983449883449884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T13:00:00Z,1999-04-22T14:11:30Z,5.29405381332754,0.2310727913998646,3.919189773209695,1.7375152253349573,0.8407894736842104,0.9678206127230763,1.955053797905663,1.6389792258416611,1.0488656980247109,NA,5.658967899352773,3.2405858369098715,2.594675799083438,4.123438340098104,9.540209090076866,0,0,1.6938286247510743,0,0.8467806267806266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T13:30:00Z,1999-04-22T14:41:30Z,6.3910199187918035,0.5800398641261907,4.924483804256047,1.9978684531059685,0.9936602870813397,1.1458802248260704,1.914360370437943,2.0929900917257775,1.387209471581069,NA,6.899070151362695,3.709598712446352,3.067099173107077,5.0397579712310145,11.372205763171337,0,0.007553417200660081,1.9694969361933825,0,1.0457290857290857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T14:00:00Z,1999-04-22T15:11:30Z,8.251092880231212,0.9266490512259875,6.017194707567301,2.3409866017052376,1.2229665071770335,1.3614898231548658,2.034671373385984,2.354046339609145,1.802449557309327,NA,8.206464773636721,4.178611587982832,3.5017773806494445,5.851950371553369,13.15235347381974,0.1143287675140224,0.19638884721716204,2.260480153826931,0,1.249176379176379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T14:30:00Z,1999-04-22T15:41:30Z,8.56110504047111,1.2048795551564369,6.803946557951403,2.617235079171741,1.438375380600261,1.527436536475343,2.223984275083636,2.7172550323164386,2.171551855734445,NA,8.905023664949804,4.420446351931331,3.77938699218911,6.455888310254607,14.604124422309695,0.2917354757254365,0.45320503203960477,2.520833559078,0,1.4581222481222482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T15:00:00Z,1999-04-22T16:11:30Z,9.061893914704799,1.4335944609297722,7.066197174746104,2.7411084043848963,1.6051435406698564,1.5976913494139395,2.2558313052757644,2.7967069338461585,2.340723742512624,NA,8.959498440877889,4.420446351931331,3.848789395074025,6.705793664199947,15.209028984180513,0.4100066145330459,0.6344870448554466,2.658667714799155,0,1.597086247086247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T15:30:00Z,1999-04-22T16:41:30Z,8.99035264695713,1.5939306835337599,7.197322483143454,2.770706455542022,1.6190408873423225,1.581944580996668,2.057672006302521,2.9329101936113937,2.3714822673813836,NA,9.081265587070078,4.435103004291846,3.9437611042849627,6.997349910469509,15.52012275885693,0.5282777533406552,0.755341720066008,2.6280379024166756,0,1.6605698005698004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T16:00:00Z,1999-04-22T17:11:30Z,9.08574100395402,1.7990667330418029,7.29930883411917,2.828806333739342,1.6537842540234886,1.5431833048926147,1.928514606078889,2.8421080204345706,2.340723742512624,NA,9.071652391318064,4.376476394849784,4.050908673651149,7.413858833711741,15.312726909072653,0.6268370356803297,0.8308758920726088,2.597408090034197,0,1.6795648795648792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T16:30:00Z,1999-04-22T17:41:30Z,9.252670628698583,1.9594029556457906,7.3867257063840714,2.8973203410475032,1.7580143540669857,1.50321073891031,2.0134400199245652,2.9329101936113937,2.309965217643864,NA,9.065243594150054,4.27387982832618,4.022904195294077,7.913669541602421,15.001633134396233,0.7845318874238089,0.8913032296778893,2.597408090034197,0,1.7130562030562029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T17:00:00Z,1999-04-22T18:11:30Z,9.061893914704799,1.8603717593315632,6.512556983735068,2.7630328867235083,1.5009134406263593,1.3069817786335411,1.4950411395749188,2.5583512292569974,2.0485177562594057,NA,8.097515221780553,3.797538626609442,3.6186656381398308,7.372207941387519,13.135070486337716,0.8042437438917438,0.8308758920726088,2.3676844971656066,0,1.567094017094017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T17:30:00Z,1999-04-22T18:41:30Z,6.653337900533259,1.4996152584725908,5.215873378472382,2.3820950060901342,1.1812744671596345,0.9775109317490898,1.2084178678457624,2.002187918548955,1.556381358359248,NA,6.389570776505905,2.9840944206008584,2.835757830157357,5.956077602363926,10.352509501731962,0.6859726050841345,0.6042733760528064,1.8929224052371858,0,1.2306811706811709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T18:00:00Z,1999-04-22T19:11:30Z,4.9125003853399685,1.1176377869748553,3.817203422233978,1.8586479902557858,0.7782514136581121,0.6468287949863865,0.6546333983937513,1.4573748794880141,1.0488656980247109,NA,4.777758288751406,2.2512618025751068,2.163650349587644,4.539947263340337,7.725495404464421,0.48885404040478553,0.3927776944343241,1.3875305009262868,0,0.8797720797720797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T18:30:00Z,1999-04-22T19:41:30Z,3.267051227143572,0.7097235735852985,2.6662146040794577,1.3850791717417785,0.4516637668551544,0.39003534079703456,0.314931743011048,1.014714285251001,0.6336256122964528,NA,3.4255020863013104,1.6649957081545064,1.5755563040891456,3.2904204936136385,5.841649768923879,0.35087104512924117,0.22660251601980236,0.9893429399540633,0,0.5833488733488734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T19:00:00Z,1999-04-22T20:11:30Z,2.3608618356730924,0.44564038341402457,1.8940322324061722,1.0364799025578562,0.24320356676816007,0.2531595845545969,0.06192478092913865,0.572053691013987,0.3260403636088543,NA,2.3616417564116614,1.2106394849785405,1.1104384461586558,2.3949263086428374,4.631840645182247,0.193176193385762,0.09064100640792094,0.7136746285117547,0,0.36740481740481745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T19:30:00Z,1999-04-22T20:41:30Z,1.5262137119502817,0.297093588942683,1.3549615201059537,0.7657125456760049,0.08338408003479773,0.15383381453796083,0.021231353461418963,0.3904493446603403,0.17224773926505516,NA,1.550928914658404,0.8735364806866952,0.778037463920374,1.7285120314552658,3.508446458850732,0.1537524804498922,0.007553417200660081,0.4992659418344035,0,0.22644133644133643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T20:00:00Z,1999-04-22T21:11:30Z,0.9061893914704798,0.19806239262845535,0.9324466374922693,0.5212545676004872,0.019456285341452807,0.07752255220810624,0,0.27694662818931115,0.01845511492125591,NA,1.0318163440495995,0.6610150214592275,0.5564368090948527,1.2495267697266983,2.60973110978552,0.1143287675140224,0,0.39206159849572786,0,0.14496244496244495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T20:30:00Z,1999-04-22T21:41:30Z,1.0015777484673722,0.12025216695299075,0.7284739355408354,0.38203410475030447,0,0.038761276104053125,0,0.22019526995379662,0.0015379262434379922,NA,0.6697193040570382,0.4778068669527897,0.3957154550455736,0.9163196311329118,2.004826547914704,0.027596599055108847,0,0.2848572551570523,0,0.08897694897694897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T21:00:00Z,1999-04-22T22:11:30Z,0.6438714097290251,0.13911525196522462,0.4953622761677681,0.31900121802679665,0,0.02301450768678154,0,0.12939309677697328,0,NA,0.4069586201686309,0.35322532188841205,0.2824799556017633,0.6872397233496841,1.5381858859000745,0,0,0.23891253658333414,0,0.05248640248640248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T21:30:00Z,1999-04-22T22:41:30Z,0,0,0.3642369677704177,0.15840438489646774,0,0,0,0,0,NA,0.20828590796032287,0.2652854077253219,0.1948137624839747,0.4998107078906792,1.2098091237416317,0,0,0.1776529118183767,0,0.036490546490546484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T22:00:00Z,1999-04-22T23:11:30Z,0,0,0,0.11291108404384897,0,0,0,0,0,NA,0.10254075468815896,0.19200214592274678,0.16680928412690335,0.33320713859378615,0.8814323615831887,0,0,0.13170819324465857,0,0.014996114996114997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T22:30:00Z,1999-04-22T23:41:30Z,0,0,0,0.05535931790499391,0,0,0,0,0,NA,0,0.12604721030042917,0.11567067147485999,0.2707308001074512,0.6394705368348624,0,0,0.11639328705341921,0,0.011497021497021497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T23:00:00Z,1999-04-23T00:11:41Z,0,0,0,0.03672350791717417,0,0,0,0,0,NA,0,0.09673390557939916,0.037745166481270104,0.1874290154590047,0.4666406620146293,0,0,0.11639328705341921,0,0.007498057498057498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-22T23:30:00Z,1999-04-23T00:41:41Z,0,0,0,0.028501827040194883,0,0,0,0,0,NA,0,0.06961909871244636,0,0,0.34565974964046614,0,0,0.10260987148130378,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T00:00:00Z,1999-04-23T01:11:41Z,0,0,0,0,0,0,0,0,0,NA,0,0.015389484978540773,0,0,0.2073958497842797,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T00:30:00Z,1999-04-23T01:41:41Z,0,0,0,0,0,0,0,0,0,NA,0,0.016855150214592277,0,0,0.10369792489213987,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T01:00:00Z,1999-04-23T02:11:41Z,0,0,0,0,0,0,0,0,0,NA,0,0.019053648068669524,0,0,0.01728298748202331,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T01:30:00Z,1999-04-23T02:41:41Z,0,0,0,0,0,0,0,0,0,NA,0,0.0029313304721030045,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T02:00:00Z,1999-04-23T03:11:41Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T02:30:00Z,1999-04-23T03:41:41Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T03:00:00Z,1999-04-23T04:11:41Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-23T03:30:00Z,1999-04-23T04:41:41Z,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
