TIMESTAMP,solar_TIMESTAMP,ESP_SAN_A2_45I_Oeu_Jt_1,ESP_SAN_A2_45I_Oeu_Jt_2,ESP_SAN_A2_45I_Oeu_Jt_3
2013-06-11T23:00:00Z,2013-06-11T22:36:38Z,1.4900413719512196,1.9932795145631068,1.4882588785046729
2013-06-11T23:30:00Z,2013-06-11T23:06:38Z,1.3788735975609758,1.5378508737864078,1.4882588785046729
2013-06-12T00:00:00Z,2013-06-11T23:36:38Z,1.4794442987804879,2.005670453074434,1.4882588785046729
2013-06-12T00:30:00Z,2013-06-12T00:06:26Z,1.4416192073170733,2.142308511326861,1.4882588785046729
2013-06-12T01:00:00Z,2013-06-12T00:36:26Z,1.398450030487805,1.6799687055016184,1.4882588785046729
2013-06-12T01:30:00Z,2013-06-12T01:06:26Z,1.44250875,1.7737702265372168,1.4882588785046729
2013-06-12T02:00:00Z,2013-06-12T01:36:26Z,1.491760304878049,1.8014401941747573,1.4882588785046729
2013-06-12T02:30:00Z,2013-06-12T02:06:26Z,1.453725274390244,2.0100433333333334,1.4882588785046729
2013-06-12T03:00:00Z,2013-06-12T02:36:26Z,1.462922591463415,1.644092815533981,1.4882588785046729
2013-06-12T03:30:00Z,2013-06-12T03:06:26Z,1.471206006097561,2.0059961812297735,1.4882588785046729
2013-06-12T04:00:00Z,2013-06-12T03:36:26Z,1.470117286585366,1.9741103236245956,1.4882588785046729
2013-06-12T04:30:00Z,2013-06-12T04:06:26Z,1.4239111585365853,1.736194368932039,1.4882588785046729
2013-06-12T05:00:00Z,2013-06-12T04:36:26Z,1.585563506097561,2.1645208090614885,1.4882588785046729
2013-06-12T05:30:00Z,2013-06-12T05:06:26Z,2.3707651219512194,4.609939644012945,2.0513925233644863
2013-06-12T06:00:00Z,2013-06-12T05:36:26Z,2.936279542682927,5.977786860841425,3.0957749532710284
2013-06-12T06:30:00Z,2013-06-12T06:06:26Z,3.239781006097561,8.793217605177993,3.728539158878505
2013-06-12T07:00:00Z,2013-06-12T06:36:26Z,3.699597804878049,9.396528802588996,5.684
2013-06-12T07:30:00Z,2013-06-12T07:06:26Z,3.9373918292682926,7.228488215311619,6.884515981308412
2013-06-12T08:00:00Z,2013-06-12T07:36:26Z,3.160319634146342,10.260083236245956,6.738324205607477
2013-06-12T08:30:00Z,2013-06-12T08:06:26Z,3.728344512195122,11.33913857605178,7.22848953271028
2013-06-12T09:00:00Z,2013-06-12T08:36:26Z,4.4209075609756106,11.780088608414239,5.507134485981308
2013-06-12T09:30:00Z,2013-06-12T09:06:26Z,3.8588150000000003,11.47553498381877,6.611392897196262
2013-06-12T10:00:00Z,2013-06-12T09:36:26Z,4.307902591463415,13.044324822006473,6.590816775700935
2013-06-12T10:30:00Z,2013-06-12T10:06:26Z,4.56753030487805,11.06054220064725,6.4067685514018695
2013-06-12T11:00:00Z,2013-06-12T10:36:26Z,4.200696189024391,12.088501035598707,6.580747242990656
2013-06-12T11:30:00Z,2013-06-12T11:06:26Z,4.883520670731707,12.921346310679612,6.842799252336449
2013-06-12T12:00:00Z,2013-06-12T11:36:26Z,5.081369024390244,13.169286278317152,7.943880794392524
2013-06-12T12:30:00Z,2013-06-12T12:06:26Z,4.772282957317074,13.8076486407767,7.14568929906542
2013-06-12T13:00:00Z,2013-06-12T12:36:26Z,4.943684329268293,12.280793656957929,8.040482102803738
2013-06-12T13:30:00Z,2013-06-12T13:06:26Z,4.820967774390244,12.914862718446603,8.39645285046729
2013-06-12T14:00:00Z,2013-06-12T13:36:26Z,6.101010670731707,12.96263433656958,8.755862990654206
2013-06-12T14:30:00Z,2013-06-12T14:06:26Z,5.55406006097561,13.794759546925567,7.235192196261683
2013-06-12T15:00:00Z,2013-06-12T14:36:26Z,4.46694243902439,14.860021229773464,8.317102476635515
2013-06-12T15:30:00Z,2013-06-12T15:06:26Z,5.206715304878049,14.492280194174759,7.851282570093457
2013-06-12T16:00:00Z,2013-06-12T15:36:26Z,5.541647865853659,13.365236990291262,8.256038317757008
2013-06-12T16:30:00Z,2013-06-12T16:06:26Z,5.0543532621951215,12.690495145631068,7.720477943925233
2013-06-12T17:00:00Z,2013-06-12T16:36:26Z,4.567004512195123,8.929034757281554,6.460722289719627
2013-06-12T17:30:00Z,2013-06-12T17:06:26Z,3.9750063109756097,7.305043495145632,5.218002476635514
2013-06-12T18:00:00Z,2013-06-12T17:36:26Z,3.567283353658537,4.792691974110032,3.526169813084112
2013-06-12T18:30:00Z,2013-06-12T18:06:26Z,2.431089603658537,3.8473020711974115,2.515290280373832
2013-06-12T19:00:00Z,2013-06-12T18:36:26Z,1.7899128963414634,3.0300817152103563,1.9778322429906543
2013-06-12T19:30:00Z,2013-06-12T19:06:26Z,1.6513062195121953,2.127199805825243,1.4882588785046729
2013-06-12T20:00:00Z,2013-06-12T19:36:26Z,1.650398262195122,2.1498911003236247,1.9017247196261686
2013-06-12T20:30:00Z,2013-06-12T20:06:26Z,1.4483044512195125,2.2812177993527505,1.4882588785046729
2013-06-12T21:00:00Z,2013-06-12T20:36:26Z,1.5166727134146343,2.5281641747572814,1.4882588785046729
2013-06-12T21:30:00Z,2013-06-12T21:06:26Z,1.4845786280487805,2.013116310679612,1.4882588785046729
2013-06-12T22:00:00Z,2013-06-12T21:36:26Z,1.4607954878048781,1.7319274110032363,1.4882588785046729
2013-06-12T22:30:00Z,2013-06-12T22:06:26Z,1.5563262500000004,1.710716860841424,1.4882588785046729
2013-06-12T23:00:00Z,2013-06-12T22:36:26Z,1.559972835365854,1.921485372168285,1.4882588785046729
2013-06-12T23:30:00Z,2013-06-12T23:06:26Z,1.5472994817073171,1.8669646278317151,1.4882588785046729
2013-06-13T00:00:00Z,2013-06-12T23:36:26Z,1.63261381097561,1.6920389320388352,1.4882588785046729
2013-06-13T00:30:00Z,2013-06-13T00:06:14Z,1.6051723475609758,1.9001916181229772,1.4882588785046729
2013-06-13T01:00:00Z,2013-06-13T00:36:14Z,1.5116714024390245,2.175629838187702,1.4882588785046729
2013-06-13T01:30:00Z,2013-06-13T01:06:14Z,1.5548023475609758,1.5867718770226538,1.4882588785046729
2013-06-13T02:00:00Z,2013-06-13T01:36:14Z,1.6121600914634147,2.056563495145631,1.4882588785046729
2013-06-13T02:30:00Z,2013-06-13T02:06:14Z,1.5903139634146344,1.527529708737864,1.4882588785046729
2013-06-13T03:00:00Z,2013-06-13T02:36:14Z,1.6977134451219513,1.738537216828479,1.4882588785046729
2013-06-13T03:30:00Z,2013-06-13T03:06:14Z,1.761845579268293,1.5686345631067962,1.4882588785046729
2013-06-13T04:00:00Z,2013-06-13T03:36:14Z,1.7789457621951221,1.899565792880259,1.4882588785046729
2013-06-13T04:30:00Z,2013-06-13T04:06:14Z,1.7296685365853661,1.897217993527508,1.4882588785046729
