TIMESTAMP,solar_TIMESTAMP,GBR_ABE_PLO_Psi_Jt_1,GBR_ABE_PLO_Psi_Jt_2,GBR_ABE_PLO_Psi_Jt_3,GBR_ABE_PLO_Psi_Jt_4,GBR_ABE_PLO_Psi_Jt_5,GBR_ABE_PLO_Psi_Jt_6,GBR_ABE_PLO_Psi_Jt_7,GBR_ABE_PLO_Psi_Jt_8,GBR_ABE_PLO_Psi_Jt_9,GBR_ABE_PLO_Psi_Jt_10,GBR_ABE_PLO_Psi_Jt_11,GBR_ABE_PLO_Psi_Jt_12,GBR_ABE_PLO_Psi_Jt_13,GBR_ABE_PLO_Psi_Jt_14,GBR_ABE_PLO_Psi_Jt_15
2001-04-18T13:30:00Z,2001-04-18T13:15:38Z,1.4447194710571756,1.687062133764349,2.877817997139088,2.8828992571254766,2.0982564921660507,1.3604412771981451,1.660815696476832,1.3338446895584821,2.276650397949738,0,0,0,0,0,0
2001-04-18T14:00:00Z,2001-04-18T13:45:38Z,1.4284528847867508,1.6688560375515162,2.877817997139088,2.9677871329039993,2.177125846684271,1.4343243217596404,1.695110555054849,1.3492530644832548,2.2448694750025933,0,0,0,0,0,0
2001-04-18T14:30:00Z,2001-04-18T14:15:38Z,1.1907960023354773,1.4900271236572686,2.713854503035372,2.9110989299535897,2.0982564921660507,1.4046390694903286,1.6437461151783417,1.303176239114343,2.1036444967818206,0,0,0,0,0,0
2001-04-18T15:00:00Z,2001-04-18T14:45:38Z,1.1600198975262621,1.5076441314712896,2.5135818018784337,2.9110989299535897,2.0982564921660507,1.331197137794428,1.5928496291495362,1.2727062718375666,1.9350243158498535,0,0,0,0,0,0
2001-04-18T15:30:00Z,2001-04-18T15:15:38Z,1.0391109452558935,1.4724695880083898,2.3377819163995675,2.8828992571254766,2.0397117384235797,1.2732426905756147,1.5257191547648548,1.1974060288666932,1.8003433899519774,0,0,0,0,0,0
2001-04-18T16:00:00Z,2001-04-18T15:45:38Z,0.9217877172014637,1.4028365282860011,2.241936755660826,2.8547958159677966,1.981688582390685,1.1876576686588347,1.4594296769649446,1.0941110786366073,1.6831239369893707,0,0,0,0,0,0
2001-04-18T16:30:00Z,2001-04-18T16:15:38Z,0.8362175497946472,1.3001923954158081,2.0727015843276404,2.660763493412494,1.867211801563229,1.0898800771390587,1.3615857826364517,0.9933433092123488,1.5540855424683282,0,0,0,0,0,0
2001-04-18T17:00:00Z,2001-04-18T16:45:38Z,0.6187017540901385,1.0853755466118047,1.7823290679089197,2.23493194373816,1.5902489595141105,0.9408437979564693,1.1717146264951797,0.8131300424231193,1.3594022326942767,0,0,0,0,0,0
2001-04-18T17:30:00Z,2001-04-18T17:15:38Z,0.5036360687896864,0.9119697353118333,1.5563992844524974,1.956468223958816,1.413034475459374,0.8104139669487509,1.0046566131304182,0.6938746331844498,1.1853444164690448,0,0,0,0,0,0
2001-04-18T18:00:00Z,2001-04-18T17:45:38Z,0.38256985156654083,0.776055286051836,1.3070756296453145,1.5957226803066278,1.175166221496133,0.6727703943028097,0.8303476339046572,0.5918682747161833,1.005351191615107,0,0,0,0,0,0
2001-04-18T18:30:00Z,2001-04-18T18:15:38Z,0.26949913125464836,0.5897998671681225,1.0244898490992749,1.1710393195661444,0.8722312087343115,0.5416086304061724,0.6380654398777463,0.4581791622333534,0.797634673480754,0,0,0,0,0,0
2001-04-18T19:00:00Z,2001-04-18T18:45:38Z,0.16585277754507854,0.3785819540411147,0.7190780023539454,0.7653007618786164,0.5524709630508057,0.39570441843471915,0.4343078377895454,0.32190179714779316,0.5695873666767477,0,0,0,0,0,0
2001-04-18T19:30:00Z,2001-04-18T19:15:38Z,0.10922411856654875,0.24677727118117745,0.5184297980005377,0.5266430358860806,0.36866937447202586,0.2709043667883111,0.2831402414388104,0.21712612766929384,0.3911781995671901,0,0,0,0,0,0
2001-04-18T20:00:00Z,2001-04-18T19:45:38Z,0.12756556821783185,0.1804126158868156,0.3697659102012193,0.37463082035936035,0.24849164499077833,0.184613471436928,0.1875253662201162,0.14945801372839426,0.27507731021652376,0,0,0,0,0,0
2001-04-18T20:30:00Z,2001-04-18T20:15:38Z,0.009086564575834408,0.0900856200928788,0.2333758323527848,0.22071274976008048,0.16039905872876659,0.13126121393365117,0.119465094375138,0.11330451988343043,0.19428128455550148,0,0,0,0,0,0
2001-04-18T21:00:00Z,2001-04-18T20:45:38Z,0,0.0462650449871911,0.1408960661836186,0.1376538240306061,0.09070622302429603,0.0979142038803363,0.07510864013124431,0.07934180622813884,0.12787874846461475,0,0,0,0,0,0
2001-04-18T21:30:00Z,2001-04-18T21:15:38Z,0.07439282321100277,0.03824836728304938,0.08523217920753627,0.08725965233406756,0.04658288175091389,0.074282347199849455,0.05066889067011048,0.04076098001250378,0.06792599510413846,0,0,0,0,0,0
2001-04-18T22:00:00Z,2001-04-18T21:45:38Z,0.07439282321100277,0.016272728428000104,0.043779036181241154,0.042197816015948283,0.01638427293164779,0.05205366242879752,0.028368667697120688,0.014340604901972582,0.0288640440483539,0,0,0,0,0,0
2001-04-18T22:30:00Z,2001-04-18T22:15:38Z,0.01497157639522441,0.016272728428000104,0.051627251122691106,0.022472350966138557,0.0099434799979058585,0.03816785375720653,0.02154575025168054,0.008703804524801928,0.02305309742696233,0,0,0,0,0,0
2001-04-18T23:00:00Z,2001-04-18T22:45:38Z,0.13694437223635766,0.016272728428000104,0.003982011192894862,0.013635558211488362,0.004236187296209257,0.013430000215037962,0.009173586385361917,0,0,0,0,0,0,0,0
2001-04-18T23:30:00Z,2001-04-18T23:15:38Z,0.028099141352359535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-04-19T00:00:00Z,2001-04-18T23:45:38Z,0.05757059255110891,0.23096472567817913,0.22914834238636173,0,0.08083360806331662,0.10496011394005499,0.118094705062765,0.17521447715562452,0.36182893332694827,0,0,0,0,0,0
2001-04-19T00:30:00Z,2001-04-19T00:15:50Z,0,0.23096472567817913,0.23978675340032088,0,0.08083360806331662,0.08116192997773458,0.10901295249845627,0.17521447715562452,0.38127040642956006,0,0,0,0,0,0
2001-04-19T01:00:00Z,2001-04-19T00:45:50Z,0.13581418285210844,0.25335031466971575,0.26136259635782066,0.005807951264355856,0.08083360806331662,0.07350953140354531,0.118094705062765,0.19437592989509575,0.35219299824749145,0,0,0,0,0,0
2001-04-19T01:30:00Z,2001-04-19T01:15:50Z,0.027868787307036322,0.26470440321350386,0.29444404791947676,0.013635558211488362,0.09002602735433277,0.05867436992535681,0.10901295249845627,0.19437592989509575,0.37152162128378374,0,0,0,0,0,0
2001-04-19T02:00:00Z,2001-04-19T01:45:50Z,0.0907261418214943,0.2761630005497594,0.29444404791947676,0.013635558211488362,0.08083360806331662,0.051512870923311756,0.10901295249845627,0.19437592989509575,0.36182893332694827,0,0,0,0,0,0
2001-04-19T02:30:00Z,2001-04-19T02:15:50Z,0.33351582808977004,0.2993854937597805,0.33982028436844064,0.022472350966138557,0.09940811372860461,0.03777169531101258,0.10901295249845627,0.20410772974709063,0.37152162128378374,0,0,0,0,0,0
2001-04-19T03:00:00Z,2001-04-19T02:45:50Z,0.7464051237044016,0.33495471392548243,0.35138078818015933,0.06394345019423493,0.12859649896938566,0.03122995174766221,0.1273186889385179,0.2139369289926269,0.3426144988819606,0,0,0,0,0,0
2001-04-19T03:30:00Z,2001-04-19T03:15:50Z,0.6134825258282764,0.37136743260085303,0.43459113525216325,0.08725965233406756,0.15919155968059448,0.024941805304923615,0.14617113530013,0.243986921150744,0.39107465867325397,0,0,0,0,0,0
2001-04-19T04:00:00Z,2001-04-19T03:45:50Z,0.37937460696136194,0.3960922353899397,0.5089186320797318,0.0994215353471475,0.19104076063511394,0.018944283769360713,0.15578984849247635,0.25418441063993286,0.4612093351952774,0,0,0,0,0,0
2001-04-19T04:30:00Z,2001-04-19T04:15:50Z,0.33351582808977004,0.40858573899255163,0.521562396921591,0.0994215353471475,0.20191537463942325,0.013290866120942251,0.13667920593435956,0.25418441063993286,0.4817159774718212,0,0,0,0,0,0
2001-04-19T05:00:00Z,2001-04-19T04:45:50Z,0.41459998134300163,0.40858573899255163,0.547062810095693,0.0994215353471475,0.21291298762457395,0.013290866120942251,0.14617113530013,0.25418441063993286,0.47143728489646936,0,0,0,0,0,0
2001-04-19T05:30:00Z,2001-04-19T05:15:50Z,0.47481439919449386,0.4338292166862409,0.5858361217208851,0.1118868430811685,0.21291298762457395,0.013290866120942251,0.15578984849247635,0.25418441063993286,0.49204497480151926,0,0,0,0,0,0
2001-04-19T06:00:00Z,2001-04-19T05:45:50Z,0.47481439919449386,0.4465770533866115,0.61202658018646,0.1118868430811685,0.21291298762457395,0.013290866120942251,0.15578984849247635,0.2644692958665983,0.5024238531485868,0,0,0,0,0,0
2001-04-19T06:30:00Z,2001-04-19T06:15:50Z,0.6134825258282764,0.4723199299930542,0.61202658018646,0.1118868430811685,0.21291298762457395,0.008066978340267025,0.16553114017494866,0.2644692958665983,0.5024238531485868,0,0,0,0,0,0
2001-04-19T07:00:00Z,2001-04-19T06:45:50Z,0.7328328745865024,0.4465770533866115,0.5728427995886202,0.07542422901011772,0.18029265336070593,0.0034371142583328696,0.16553114017494866,0.2748399257892663,0.4612093351952774,0,0,0,0,0,0
2001-04-19T07:30:00Z,2001-04-19T07:15:50Z,0.8712509918179828,0.48531310120424737,0.6252226394666883,0.07542422901011772,0.18029265336070593,0,0.1853664245429031,0.2748399257892663,0.451032581574431,0,0,0,0,0,0
2001-04-19T08:00:00Z,2001-04-19T07:45:50Z,0.857143435259496,0.5380773030937672,0.7469251830910663,0.1376538240306061,0.23526449825355297,0,0.20564989178098278,0.28529474279806755,0.5233296259436332,0,0,0,0,0,0
2001-04-19T08:30:00Z,2001-04-19T08:15:50Z,1.030204274705283,0.6195152316206255,0.8737067801588615,0.23529649600657915,0.29309547612041476,0.008066978340267025,0.24747220826020305,0.3171499858721712,0.5872040070673106,0,0,0,0,0,0
2001-04-19T09:00:00Z,2001-04-19T08:45:50Z,1.030204274705283,0.6612268716347273,0.9904696994472675,0.32666316021826475,0.3658659199799929,0.024941805304923615,0.27986517777215364,0.37180253098735255,0.6638419112022206,0,0,0,0,0,0
2001-04-19T09:30:00Z,2001-04-19T09:15:50Z,1.0747303555705943,0.7610250546724249,1.250716600179077,0.45764683631880887,0.454975341007969,0.051512870923311756,0.3470780549356501,0.3941841011662618,0.788661412422099,0,0,0,0,0,0
2001-04-19T10:00:00Z,2001-04-19T09:45:50Z,0.9282582608841564,0.9704954254224658,1.6790830631251947,0.7845168049920531,0.6453525981001964,0.12146344762965762,0.4778882344835831,0.46301861280002937,1.040943048813098,0,0,0,0,0,0
2001-04-19T10:30:00Z,2001-04-19T10:15:50Z,1.0896822242193398,1.2745348115355566,2.1426167571410395,1.3676191678181095,1.0048904146852604,0.2292724273419492,0.670242104971733,0.5953755254109796,1.4039609959409758,0,0,0,0,0,0
2001-04-19T11:00:00Z,2001-04-19T10:45:50Z,1.3046672481696382,1.5823952281072393,2.561679464758489,1.931734135929272,1.4018559022468529,0.4022522079220271,0.9488708260401336,0.7612400744788429,1.6951407731876516,0,0,0,0,0,0
2001-04-19T11:30:00Z,2001-04-19T11:15:50Z,1.6295805763433986,2.059697485700901,3.172551383405791,2.826788569558816,2.061885543016053,0.6414989788565939,1.4255418760490075,0.9782806910437306,2.0621952071614524,0,0,0,0,0,0
2001-04-19T12:00:00Z,2001-04-19T11:45:50Z,2.3585178277576078,2.432312235027441,3.4732698501056873,3.405266161705421,2.668797880384223,0.904495959229854,1.9171018115139056,1.3133770474017459,2.292903837731909,0,0,0,0,0,0
2001-04-19T12:30:00Z,2001-04-19T12:15:50Z,2.783775609890285,2.803696028247237,3.7390301546991696,3.9275866217241964,3.2587895345560045,1.133009602229232,2.3182559397724516,1.6741336158259024,2.4991591481773052,0,0,0,0,0,0
2001-04-19T13:00:00Z,2001-04-19T12:45:50Z,2.924061904036294,2.93146400283956,3.7615123607523904,4.150955344851166,3.5811451175587594,1.3310471356497395,2.566597274273881,1.9566531074072326,2.5963255100063205,0,0,0,0,0,0
2001-04-19T13:30:00Z,2001-04-19T13:15:50Z,2.7441355117192363,2.9100311624567268,3.7840463726775706,4.280792279590553,3.651694192862726,1.4185573268320215,2.6055463098053515,2.11158649068725,2.563798409407046,0,0,0,0,0,0
2001-04-19T14:00:00Z,2001-04-19T13:45:50Z,2.7046915736290442,2.93146400283956,3.8519596718500595,4.747957059161266,3.8423828830086344,1.5076218559674766,2.6055463098053515,2.288055649239055,2.5314096216463513,0,0,0,0,0,0
2001-04-19T14:30:00Z,2001-04-19T14:15:50Z,2.783775609890285,2.740557661400364,3.4514575153702274,4.313502606460471,3.511117267669734,1.4777619963326245,2.4127813350425686,2.1816294695130067,2.3242547008271983,0,0,0,0,0,0
2001-04-19T15:00:00Z,2001-04-19T14:45:50Z,2.5296200107258553,2.5336821731313077,3.32165907329235,4.248182530508309,3.3041496245649116,1.389213711017152,2.243527983329225,2.042271264257777,2.107711532250345,0,0,0,0,0,0
2001-04-19T15:30:00Z,2001-04-19T15:15:50Z,2.5296200107258553,2.5951658021756523,3.2788019033517686,4.478567984855211,3.4185555719485796,1.3455234848505153,2.188003162219959,2.0078870485046423,2.0621952071614524,0,0,0,0,0,0
2001-04-19T16:00:00Z,2001-04-19T15:45:50Z,2.3397516126125835,2.5541215802423736,3.1936996079730644,4.346313654375522,3.3041496245649116,1.3166144641808635,2.1146659062266218,1.9227257700025964,1.987031597080889,0,0,0,0,0,0
2001-04-19T16:30:00Z,2001-04-19T16:15:50Z,2.209762499746485,2.4726947776967894,3.130407572303284,4.183264201811067,3.213658905444933,1.24510957752898,2.024114810322267,1.7558436809289655,1.9275293370995614,0,0,0,0,0,0
2001-04-19T17:00:00Z,2001-04-19T16:45:50Z,2.3210344566945285,2.4122036962400117,3.0259373250374844,4.086637566286197,3.191179556879946,1.216816771774207,2.0061542705519306,1.6256652043684503,1.8685873945987197,0,0,0,0,0,0
2001-04-19T17:30:00Z,2001-04-19T17:15:50Z,2.491254227060284,2.2729891591754883,2.7602446854751967,3.709075418700109,2.947680238381871,1.1747114619648868,1.864271920259873,1.4515569688613068,1.7094002052574038,0,0,0,0,0,0
2001-04-19T18:00:00Z,2001-04-19T17:45:50Z,1.939337861886294,2.0979790490650183,2.6603308280461637,3.2276600300666285,2.6477433314263474,1.0780405112651494,1.7256086856396067,1.2532173114216458,1.610331173870869,0,0,0,0,0,0
2001-04-19T18:30:00Z,2001-04-19T18:15:50Z,1.66319551568398,1.7433100387494846,2.1983198786072116,2.5520008789292303,2.1398464759797333,0.9438405571370567,1.4580576312665345,1.0488682154922373,1.363667367632613,0,0,0,0,0,0
2001-04-19T19:00:00Z,2001-04-19T18:45:50Z,1.4483311639018175,1.4090349381477731,1.8004694818269256,2.0312526576601355,1.6676788213360283,0.7639645593578221,1.173006036856569,0.8545046090110187,1.0784152531477385,0,0,0,0,0,0
2001-04-19T19:30:00Z,2001-04-19T19:15:50Z,1.1958647149783113,1.0641154513890783,1.3625058469372928,1.5032757100792138,1.198910287549871,0.5822508660978375,0.8769823388494319,0.670709163977152,0.8353298489078678,0,0,0,0,0,0
2001-04-19T20:00:00Z,2001-04-19T19:45:50Z,0.9861766093501395,0.7321647562744645,0.9756700693988252,1.0447049663068755,0.8201855357436265,0.4022522079220271,0.604448775052974,0.4865060199868983,0.5872040070673106,0,0,0,0,0,0
2001-04-19T20:30:00Z,2001-04-19T20:15:50Z,0.7600381692181949,0.5115385281023969,0.6652080552061101,0.72722411953406485,0.5618801192264147,0.2779488751662232,0.3935611222065282,0.33878275483312725,0.39107465867325397,0,0,0,0,0,0
2001-04-19T21:00:00Z,2001-04-19T20:45:50Z,0.5368227632927218,0.34700055996619145,0.4963467319315194,0.47468711069878533,0.4035243132821245,0.182680991879181,0.24747220826020305,0.20410772974709063,0.23244681794042305,0,0,0,0,0,0
2001-04-19T21:30:00Z,2001-04-19T21:15:50Z,0.40278109953897784,0.2421029621051311,0.4224664249445076,0.31099927749964146,0.269640575676665,0.10496011394005499,0.16553114017494866,0.1292121722522869,0.1483037528979509,0,0,0,0,0,0
2001-04-19T22:00:00Z,2001-04-19T21:45:50Z,0.3677890025679043,0.14613880869213053,0.218612573817881,0.19214866202396463,0.16967486602398088,0.051512870923311756,0.10007981349921198,0.10306617811827264,0.10192698603923503,0,0,0,0,0,0
2001-04-19T22:30:00Z,2001-04-19T22:15:50Z,0.311082086693692,0.06192548004922363,0.09241954949675399,0.0994215353471475,0.07184274764476509,0.04453970163701733,0.042476199244959746,0.0473669877474116,0.05947900914656069,0,0,0,0,0,0
2001-04-19T23:00:00Z,2001-04-19T22:45:50Z,0.2780810148288679,0.015968515477730927,0.02838678575844429,0.042197816015948283,0.02318163122745941,0.03122995174766221,0.014942808416329528,0.014132452455995405,0.022480249612192783,0,0,0,0,0,0
2001-04-19T23:30:00Z,2001-04-19T23:15:50Z,0.3222566011811762,0,0,0.013635558211488362,0,0.013290866120942251,0,0,0,0,0,0,0,0,0
2001-04-20T00:00:00Z,2001-04-19T23:45:50Z,0.1672445244358918,0.0614304473751563,0.27560336461109325,0.16226782796824715,0.08911326561487765,0.12862071674345832,0.009034767409786773,0.05445348172266537,0.13826817553583284,0,0,0,0,0,0
2001-04-20T00:30:00Z,2001-04-20T00:16:02Z,0.07501382859134417,0.05311003948603575,0.1727340020486945,0.1229946957795059,0.06242908226288387,0.13707587750175268,0.003849248342616338,0.039925762509334134,0.11527164937193399,0,0,0,0,0,0
2001-04-20T01:00:00Z,2001-04-20T00:46:02Z,0.03547830838051099,0.0225815365851183,0.11631106552084866,0.08611275199662795,0.022947624547771515,0.12862071674345832,0,0.02002305217277222,0.09316167361320059,0,0,0,0,0,0
2001-04-20T01:30:00Z,2001-04-20T01:16:02Z,0.015096034112317469,0.004095945425682011,0.0650000993499205,0.052159497401996185,0.009769809073648737,0.12862071674345832,0.003849248342616338,0.0036325491952623537,0.07896787034817046,0,0,0,0,0,0
2001-04-20T02:00:00Z,2001-04-20T01:46:02Z,0.003903453577646892,0,0.041837601119369926,0.03162141415528332,0,0.12862071674345832,0.009034767409786773,0,0.06526036577632827,0,0,0,0,0,0
2001-04-20T02:30:00Z,2001-04-20T02:16:02Z,0,0.004095945425682011,0.041837601119369926,0.005732046835126617,0.004162239243450742,0.1039350059676605,0.027938718630275278,0.0036325491952623537,0.07205017352189856,0,0,0,0,0,0
2001-04-20T03:00:00Z,2001-04-20T02:46:02Z,0.021518653076057558,0.004095945425682011,0.0650000993499205,0.005732046835126617,0.009769809073648737,0.08809119770804809,0.042314921354704056,0.02002305217277222,0.07205017352189856,0,0,0,0,0,0
2001-04-20T03:30:00Z,2001-04-20T03:16:02Z,0.042912662231491976,0.009614117234647808,0.041837601119369926,0,0.004162239243450742,0.08809119770804809,0.042314921354704056,0.026362798682628183,0.08600694515334625,0,0,0,0,0,0
2001-04-20T04:00:00Z,2001-04-20T03:46:02Z,0.12863378716030563,0.004095945425682011,0.014718610986851417,0.005732046835126617,0.004162239243450742,0.08809119770804809,0.042314921354704056,0.03301007359308843,0.07205017352189856,0,0,0,0,0,0
2001-04-20T04:30:00Z,2001-04-20T04:16:02Z,0.08354106157789415,0.009614117234647808,0.008933112412441296,0.005732046835126617,0.004162239243450742,0.1039350059676605,0.042314921354704056,0.03301007359308843,0.07896787034817046,0,0,0,0,0,0
2001-04-20T05:00:00Z,2001-04-20T04:46:02Z,0.10111193778260434,0.009614117234647808,0,0.005732046835126617,0.004162239243450742,0.11204596798397522,0.04989977991006841,0.03301007359308843,0.07896787034817046,0,0,0,0,0,0
2001-04-20T05:30:00Z,2001-04-20T05:16:02Z,0.13809172903533462,0.015841276539719278,0,0.013457228044145782,0.009769809073648737,0.11204596798397522,0.05771535504689359,0.03301007359308843,0.07896787034817046,0,0,0,0,0,0
2001-04-20T06:00:00Z,2001-04-20T05:46:02Z,0.13809172903533462,0.0225815365851183,0.027623885350129027,0.005732046835126617,0.009769809073648737,0.1039350059676605,0.07396679331781658,0.039925762509334134,0.08600694515334625,0,0,0,0,0,0
2001-04-20T06:30:00Z,2001-04-20T06:16:02Z,0.1574015580599838,0.029733198610166472,0.027623885350129027,0.013457228044145782,0.016097951974814815,0.08809119770804809,0.08237440407265417,0.05445348172266537,0.09316167361320059,0,0,0,0,0,0
2001-04-20T07:00:00Z,2001-04-20T06:46:02Z,0.1574015580599838,0.045035732933874244,0.0650000993499205,0.013457228044145782,0.030215492264641576,0.08037035955164779,0.08237440407265417,0.05445348172266537,0.1004269801588655,0,0,0,0,0,0
2001-04-20T07:30:00Z,2001-04-20T07:16:02Z,0.19747995245027122,0.06997694841727936,0.10736732064779685,0.013457228044145782,0.03783688626451124,0.06536722579554616,0.09095474977601394,0.06978235512195007,0.10779833092545658,0,0,0,0,0,0
2001-04-20T08:00:00Z,2001-04-20T07:46:02Z,0.2500445301864729,0.09682223215477409,0.21267394964133737,0.04164476346493349,0.04576704621241238,0.04410631766298423,0.09095474977601394,0.0858042329206574,0.11527164937193399,0,0,0,0,0,0
2001-04-20T08:30:00Z,2001-04-20T08:16:02Z,0.2938775024622142,0.1350326647857073,0.3759787163253213,0.1358393958361458,0.12728980415062424,0.01876029296935031,0.09095474977601394,0.11097255748077604,0.13050977784172,0,0,0,0,0,0
2001-04-20T09:00:00Z,2001-04-20T08:46:02Z,0.44592675410327454,0.24014853626646468,0.6730035345554731,0.4515226700602173,0.3256658174761887,0,0.1268327726143049,0.12842816117238934,0.20334671350797037,0,0,0,0,0,0
2001-04-20T09:30:00Z,2001-04-20T09:16:02Z,0.6108323950349583,0.4177370318472632,1.1848173486536533,0.9897364100958496,0.4893438229292852,0.003403778744736976,0.20486176099649117,0.21263305095743146,0.5467094521691396,0,0,0,0,0,0
2001-04-20T10:00:00Z,2001-04-20T09:46:02Z,0.8151425721286343,0.7119230709365942,1.9560399869584197,1.6895246384850107,0.8413867275587648,0.04410631766298423,0.4038121123583359,0.3152074314419892,0.9763711912193103,0,0,0,0,0,0
2001-04-20T10:30:00Z,2001-04-20T10:16:02Z,1.063212755249003,1.3300106993491563,2.639664306028937,2.279917381445591,1.5429909115476206,0.13707587750175268,0.7895334896140473,0.42565421768229716,1.4624378184928537,0,0,0,0,0,0
2001-04-20T11:00:00Z,2001-04-20T10:46:02Z,1.3116390593933938,1.8555806691471814,3.2010295231804053,2.622433019233634,2.0777866482245613,0.2556989006723302,1.1226985003597942,0.49527141763564586,1.8536164716125203,0,0,0,0,0,0
2001-04-20T11:30:00Z,2001-04-20T11:16:02Z,1.5738736022502293,2.060871117800214,3.5174498358206754,2.8134441362004012,2.352976005079563,0.4197018841651702,1.3716322500785176,0.6665387453143504,2.029544948365911,0,0,0,0,0,0
