TIMESTAMP,TIMESTAMP_solar,USA_PAR_FER_Pta_Jt_1,USA_PAR_FER_Pta_Jt_2,USA_PAR_FER_Pta_Jt_3,USA_PAR_FER_Pta_Jt_4,USA_PAR_FER_Pta_Jt_5,USA_PAR_FER_Pta_Jt_6,USA_PAR_FER_Pta_Jt_7,USA_PAR_FER_Pta_Jt_8
2008-01-02T01:00:00Z,2008-01-01T19:48:45Z,0.9340326695270357,1.3752283896281463,0.9767253556481145,1.0832568238301705,1.5177907682511662,1.696347971817615,1.8953182816662686,2.387376589589557
2008-01-02T01:30:00Z,2008-01-01T20:18:45Z,0.8448564671898179,1.2972405490805197,1.0680794133704044,1.2037954869781538,1.1232659582770603,1.3665662527971543,1.5126740460295198,2.432972737793465
2008-01-02T02:00:00Z,2008-01-01T20:48:45Z,1.0096858632680445,1.2180263745765705,0.8797092517135059,1.4199564086140648,1.2432668662527517,1.3803657000734912,1.4438712649167733,1.2762038368559225
2008-01-02T02:30:00Z,2008-01-01T21:18:45Z,0.6294838603505805,1.2422898195098049,0.7885405887693464,1.23791474878308,0.9671082628157052,1.3630343083721081,1.349568096403793,1.5156807314440206
2008-01-02T03:00:00Z,2008-01-01T21:48:45Z,0.7551740677531089,1.004932157869371,1.0623511523174174,0.8566384809589123,1.102201931535402,1.2350760774319631,1.319384578143362,0.9479505702808022
2008-01-02T03:30:00Z,2008-01-01T22:18:45Z,0.5826715635010178,0.8284861293530117,1.0025328698382754,1.0341075625458076,0.9309956614073895,1.0059720906610474,1.093011484636394,1.2287731959401218
2008-01-02T04:00:00Z,2008-01-01T22:48:45Z,0.5166005725119054,0.9340322851219727,0.5818441230775914,1.0808873517172186,0.8179762151472073,1.0034477523664347,1.1124544348250751,0.9341782504736091
2008-01-02T04:30:00Z,2008-01-01T23:18:45Z,0.5932176543750947,0.7461565808936739,0.657984412775468,0.8603177059347539,0.7063277421091674,0.8170094704085639,0.9886960906251588,1.2089625614479795
2008-01-02T05:00:00Z,2008-01-01T23:48:45Z,0.44311323651227674,0.6848387317020586,0.5863502184472463,1.070585291158757,0.7399755843229999,0.9594821756409498,0.9765763983104149,0.8791542199376756
2008-01-02T05:30:00Z,2008-01-02T00:18:20Z,0.2561481983295678,0.5167434139912461,0.3280016864922261,0.500211456019997,0.4766128951695418,0.5585688131045586,0.557441289851319,0.5800261593679382
2008-01-02T06:00:00Z,2008-01-02T00:48:20Z,0.3593901032184143,0.4928203840774883,0.33956650894614493,0.54993700295006,0.4326543838266022,0.482833497569112,0.5290044751439336,0.3897410150148671
2008-01-02T06:30:00Z,2008-01-02T01:18:20Z,0.29440263676320716,0.4801797392382363,0.4149931904945898,0.6007244086180431,0.3650187434370672,0.5144543683817233,0.4879995309928547,0.2745927324906661
2008-01-02T07:00:00Z,2008-01-02T01:48:20Z,0.31662113039123213,0.4422040306665996,0.4151019502119145,0.35251734848765687,0.3517344371382167,0.4779961850925086,0.5139844344812562,0.35824124003370095
2008-01-02T07:30:00Z,2008-01-02T02:18:20Z,0.32941938717563213,0.33528145092311523,0.3193405331396623,0.4060023558181708,0.33037335278397395,0.3949560505004282,0.48592514966520317,0.4337818582885854
2008-01-02T08:00:00Z,2008-01-02T02:48:20Z,0.2931294425017089,0.39604805190947856,0.24489927847542609,0.5087984350391662,0.30133697228046363,0.40074427386888006,0.38350606574767243,0.3628650023522658
2008-01-02T08:30:00Z,2008-01-02T03:18:20Z,0.21830217089969645,0.3423843010573066,0.22397313240789132,0.4080888187500846,0.36386520190336763,0.40114590879025425,0.3493970985122007,0.43431026596476424
2008-01-02T09:00:00Z,2008-01-02T03:48:20Z,0.2564432647904768,0.32363633176682616,0.2593593420489623,0.37389124523297845,0.2788215047378985,0.346394631917245,0.36187749832502214,0.43697732559234015
2008-01-02T09:30:00Z,2008-01-02T04:18:20Z,0.2257415246143107,0.31166670534608987,0.2913347497517072,0.29332164812432,0.25869230462446363,0.3276492030947036,0.31136762015766994,0.45907178693094935
2008-01-02T10:00:00Z,2008-01-02T04:48:20Z,0.17427206859584018,0.2876479314039297,0.2725899866099884,0.20200935727584923,0.26044101135460085,0.30391679467666005,0.33871060354050375,0.2526844723023687
2008-01-02T10:30:00Z,2008-01-02T05:18:20Z,0.1531416171296659,0.21092421803738673,0.1611151742212261,0.2809777818561385,0.235279302037347,0.24271896376184718,0.26794893418600496,0.331699142587462
2008-01-02T11:00:00Z,2008-01-02T05:48:20Z,0.16367703027667052,0.23410536782360353,0.14510142082052174,0.2451475142226677,0.18956622183356925,0.23966815987000525,0.26223057370585956,0.19634868675838132
2008-01-02T11:30:00Z,2008-01-02T06:18:20Z,0.17306048539153285,0.18409901806419474,0.17123951939475798,0.24305059528960463,0.18211073870992042,0.20464784238188669,0.1961951652998005,0.23316802002639397
2008-01-02T12:00:00Z,2008-01-02T06:48:20Z,0.13464913595828393,0.1676640683326707,0.12945531198486507,0.19631684674627845,0.1686772757303731,0.19104975204377997,0.2042952407642931,0.18355286303953006
2008-01-02T12:30:00Z,2008-01-02T07:18:20Z,0.09796115507585929,0.15497760861610546,0.09938088196101666,0.11152500731713216,0.1290023441328188,0.15875127897668906,0.16648570690232264,0.2511029607957152
2008-01-02T13:00:00Z,2008-01-02T07:48:20Z,0.09610666809297322,0.09489699214909454,0.09749951835519013,0.08739956824865246,0.10766407719606048,0.12605998332792254,0.12703754977806772,0.14902616254923054
2008-01-02T13:30:00Z,2008-01-02T08:18:20Z,0.05657975576228161,0.09828652425616934,0.07923416777394826,0.12329778450278199,0.08181305763415528,0.10313538367270117,0.10635004801835221,0.08847169553297958
2008-01-02T14:00:00Z,2008-01-02T08:48:20Z,0.061945836646290886,0.07694014138535606,0.08691589754940145,0.09769189570711015,0.07662036478069974,0.08985957322398025,0.08978706889702008,0.12001092145805758
2008-01-02T14:30:00Z,2008-01-02T09:18:20Z,0.08512727546675518,0.09059152625685098,0.0728233331842513,0.09811759151511247,0.08306639566548026,0.10100205884529011,0.10392985168820996,0.1355687537795913
2008-01-02T15:00:00Z,2008-01-02T09:48:20Z,0.06815742140576357,0.11562419702763457,0.0835387028410187,0.10066326853774307,0.12074134617050808,0.11494268695570145,0.11607386333704989,0.2107580300250554
2008-01-02T15:30:00Z,2008-01-02T10:18:20Z,0.08819954176207642,0.15159296240356895,0.1490079214862406,0.20159895259903232,0.15209797521189025,0.17663149338386822,0.16386121762975495,0.10686020430486662
2008-01-02T16:00:00Z,2008-01-02T10:48:20Z,0.13953355559590497,0.2162043374467793,0.12456908731460509,0.25044484337726614,0.17507090834712485,0.19388852433264953,0.19406391065637316,0.2720021210350554
2008-01-02T16:30:00Z,2008-01-02T11:18:20Z,0.2264847236371875,0.24073970404216796,0.19675831471726232,0.3050550470484846,0.2376910332110741,0.26595322443840447,0.33879210723775366,0.30809029084537976
2008-01-02T17:00:00Z,2008-01-02T11:48:20Z,0.2550791441764178,0.3108777069650097,0.20997819404667387,0.2794097702363215,0.31911135732358437,0.30112109773658763,0.37947734749398027,0.3713177415226329
2008-01-02T17:30:00Z,2008-01-02T12:18:20Z,0.2539340688059482,0.33328846530780665,0.3091371272420232,0.46671779620539233,0.33811431566662964,0.40593764183295916,0.44949248961052835,0.23250503346367407
2008-01-02T18:00:00Z,2008-01-02T12:48:20Z,0.2542807565777446,0.382414419072,0.3795785206885174,0.5242095597141201,0.3802003081889465,0.428826572357726,0.3851789785598842,0.28164007848800793
2008-01-02T18:30:00Z,2008-01-02T13:18:20Z,0.35530735411303216,0.49302209817456644,0.46052382994706664,0.5573960604592969,0.40329708887714816,0.46169763750003295,0.5303094837507943,0.2678398531855285
2008-01-02T19:00:00Z,2008-01-02T13:48:20Z,0.4249267454218714,0.43964126954543165,0.41011339628652177,0.49966438089524,0.44551693769808776,0.49145820216153363,0.483141313527197,0.651273287543614
2008-01-02T19:30:00Z,2008-01-02T14:18:20Z,0.3159199161256714,0.452339879907211,0.4894885656966928,0.6334304779828862,0.49418873025070786,0.5551775074135652,0.5783612257598509,0.25957056399738765
2008-01-02T20:00:00Z,2008-01-02T14:48:20Z,0.425129551586525,0.5083840887722206,0.41863965118549423,0.5909082751898046,0.4267235444182634,0.4725902156239855,0.5277470295556872,0.4269233471628402
2008-01-02T20:30:00Z,2008-01-02T15:18:20Z,0.36199283693368395,0.5258440868543496,0.4865918206608565,0.47267910822686765,0.48662960246229087,0.5633781800104269,0.4680941856901084,0.4059532012290316
2008-01-02T21:00:00Z,2008-01-02T15:48:20Z,0.3020863050583196,0.4720098516536231,0.4596965511757029,0.3671510476862646,0.46411064700317833,0.46168657953577075,0.5543209292326293,0.4923241996994747
2008-01-02T21:30:00Z,2008-01-02T16:18:20Z,0.3036234469644089,0.4231445720043301,0.37360304460510724,0.5062902142930092,0.3912347792204787,0.4263555054487681,0.42216830779256026,0.4252463957076044
2008-01-02T22:00:00Z,2008-01-02T16:48:20Z,0.23314957814926787,0.3779573239529141,0.34465589813369857,0.49140757240691696,0.30063182916366393,0.39626212887029516,0.37614032928022173,0.2508571410466804
2008-01-02T22:30:00Z,2008-01-02T17:18:20Z,0.24450652609554824,0.2711956187327383,0.2906727919943812,0.2521887463087354,0.3015764722258889,0.3430142213220408,0.31112535132119334,0.2685256196734842
2008-01-02T23:00:00Z,2008-01-02T17:48:20Z,0.22479495931244464,0.27045643542278514,0.2888669525464261,0.37765553164490767,0.27341316496163787,0.3068347534225205,0.3359005139151466,0.41828935466999206
2008-01-02T23:30:00Z,2008-01-02T18:18:20Z,0.17553383492547195,0.2073493425057129,0.1424622428380642,0.20768803278976927,0.17259623165237037,0.19167647218212255,0.20821944556676722,0.2695962696745649
2008-01-03T00:00:00Z,2008-01-02T18:48:20Z,0.11619191366513089,0.1373336882785947,0.11407340752537391,0.1356245066701677,0.13964212465794787,0.17283849625056655,0.18869876968975613,0.239120965648125
2008-01-03T00:30:00Z,2008-01-02T19:18:20Z,0.07142518406562197,0.11631392821797482,0.1326829184188432,0.17366697746143694,0.12436538679555954,0.15341096480907773,0.1379244933680973,0.1392339031152633
2008-01-03T01:00:00Z,2008-01-02T19:48:20Z,0.093629683063375,0.1067963572441621,0.08575936187833767,0.08988449574084,0.09966616468748833,0.11645114731465876,0.14113636954380665,0.15644453372614556
2008-01-03T01:30:00Z,2008-01-02T20:18:20Z,0.05657402296078375,0.08371707441807148,0.08732881293633898,0.06785469541239092,0.07924836912766928,0.09575886704359567,0.10098405721194656,0.16709627034830538
2008-01-03T02:00:00Z,2008-01-02T20:48:20Z,0.06835084408601286,0.07683536726682871,0.07781650043286825,0.11041290198509784,0.0692780236506609,0.08545106258154743,0.09165822003871466,0.05131119976217927
2008-01-03T02:30:00Z,2008-01-02T21:18:20Z,0.034108390072533745,0.05318096723410352,0.05300841380375276,0.050018195589181996,0.05240246485766502,0.06318174574588709,0.06456320351220615,0.1125310472363421
2008-01-03T03:00:00Z,2008-01-02T21:48:20Z,0.04354150691952947,0.04497777190472226,0.04073690099878682,0.06773123298593478,0.05342312615488683,0.05265010205757773,0.0575548654683436,0.04072447552951772
2008-01-03T03:30:00Z,2008-01-02T22:18:20Z,0.030645857178291606,0.0499621433360707,0.04223547174694811,0.03686398610938754,0.04486191169097421,0.04692830194105349,0.05343584725948042,0.08146367098026867
2008-01-03T04:00:00Z,2008-01-02T22:48:20Z,0.03375825803776572,0.04686392792502343,0.054269128305973476,0.06991355214921909,0.04787495916720179,0.06370515502819486,0.056860726403133374,0.05637333255576266
2008-01-03T04:30:00Z,2008-01-02T23:18:20Z,0.04631758815336107,0.05870110998603047,0.05608828710358696,0.05573945651276277,0.06099435476985829,0.06455034976138156,0.07351998119581121,0.07165871584908196
2008-01-03T05:00:00Z,2008-01-02T23:48:20Z,0.03813979906599696,0.0570394316388793,0.06822523062737348,0.07778842534779154,0.05979196404624252,0.07408295244891555,0.07568911566932537,0.06207200571319572
2008-01-03T05:30:00Z,2008-01-03T00:17:55Z,0.049455543767090535,0.06278535829806427,0.06809096605613928,0.10651963272911817,0.07801628989321564,0.07362946568749987,0.0730870104932373,0.0751223449626693
2008-01-03T06:00:00Z,2008-01-03T00:47:55Z,0.04750484238959232,0.08954536447772227,0.07054681497017479,0.08272529018416738,0.07997196127109973,0.09694594023385547,0.10734769960377438,0.0931417324525269
2008-01-03T06:30:00Z,2008-01-03T01:17:55Z,0.07209219885723625,0.08001041371333888,0.08174136784324304,0.07215744066615677,0.0765539689309472,0.09855896983969972,0.10528678129251529,0.11742493298600458
2008-01-03T07:00:00Z,2008-01-03T01:47:55Z,0.0760802188753275,0.09077753388533379,0.07858615493841464,0.13407143466141616,0.08854994922513895,0.10120944196614005,0.12242793842006712,0.07149847957213354
2008-01-03T07:30:00Z,2008-01-03T02:17:55Z,0.08549392631239588,0.09885235229870781,0.10903573210856292,0.12942465152522709,0.08443844574063786,0.11894807139115957,0.10697269597708645,0.08008291831794051
2008-01-03T08:00:00Z,2008-01-03T02:47:55Z,0.0854984648303143,0.11414202221142598,0.08775801505174623,0.09315850828569985,0.10914110494759711,0.11595932221425245,0.11706179261757019,0.11586538048486378
2008-01-03T08:30:00Z,2008-01-03T03:17:55Z,0.0977453619170434,0.09948475420810175,0.0738205712384755,0.10292503066820294,0.11679982280591673,0.13021267654005192,0.1123509907092452,0.17321962871374844
2008-01-03T09:00:00Z,2008-01-03T03:47:55Z,0.07129858070504876,0.11229526461045196,0.0914275133446771,0.10196793942063598,0.12487520966283444,0.14098143599754545,0.14751430490699755,0.14909525990473513
2008-01-03T09:30:00Z,2008-01-03T04:17:55Z,0.09698882329264054,0.13094438300983943,0.132832518857312,0.10314388323236583,0.10477187701365502,0.13976485570003427,0.15572558912288176,0.1423372367150698
2008-01-03T10:00:00Z,2008-01-03T04:47:55Z,0.09231020579012446,0.12462779248520214,0.1264248470603878,0.09195516653708553,0.11079757210748821,0.142600416717946,0.14125053041161328,0.1265248667178723
2008-01-03T10:30:00Z,2008-01-03T05:17:55Z,0.07637526213006035,0.12454375131435975,0.09579611271122188,0.10169125810883553,0.11627250281628339,0.13831524295203163,0.13120264466229803,0.13780944881465443
2008-01-03T11:00:00Z,2008-01-03T05:47:55Z,0.10485493643878911,0.12882434399799864,0.09209415104332015,0.10147394481073123,0.12468234545063758,0.11975418950397207,0.14066510131608992,0.1476369141465179
2008-01-03T11:30:00Z,2008-01-03T06:17:55Z,0.09508723384721714,0.10242587926250898,0.08886501257219058,0.13777674722477892,0.10624536915713499,0.1264944556948647,0.13214840231640393,0.17106218900784337
2008-01-03T12:00:00Z,2008-01-03T06:47:55Z,0.07115034414397357,0.0979964230686672,0.09196458867347725,0.14416559759314523,0.09615399858912237,0.11471270045951712,0.11267742878483669,0.1494390725574315
2008-01-03T12:30:00Z,2008-01-03T07:17:55Z,0.059113879283925884,0.1040115131422336,0.07196472260651841,0.07750047049932754,0.10661440386150878,0.10619300305573201,0.11787325254515947,0.21407227610799842
2008-01-03T13:00:00Z,2008-01-03T07:47:55Z,0.0639331526795575,0.0909049514662459,0.09547350800147263,0.08041807020124031,0.09036587177094117,0.11037945095031912,0.12081161264964656,0.19714070876886391
2008-01-03T13:30:00Z,2008-01-03T08:17:55Z,0.06982511191461518,0.08953866721809473,0.09184392531697493,0.12342560896525061,0.09802797037158957,0.11902404248041253,0.12453943861108498,0.07573784509289336
2008-01-03T14:00:00Z,2008-01-03T08:47:55Z,0.06559530160674912,0.098649184057025,0.06749661469679985,0.1160532259196331,0.10257701485829081,0.11321455218029156,0.12278923453480123,0.08718362871783102
2008-01-03T14:30:00Z,2008-01-03T09:17:55Z,0.06759686618283375,0.10033909824014375,0.08914949018315753,0.12895402164109815,0.10663428821709013,0.09796647272874452,0.11488137356195874,0.09626136007049113
2008-01-03T15:00:00Z,2008-01-03T09:47:55Z,0.05343117107861339,0.0870111779023252,0.10022001299898377,0.12377764623202878,0.10489155364922127,0.10600193682584809,0.12119254129708472,0.08311515501117642
2008-01-03T15:30:00Z,2008-01-03T10:17:55Z,0.09093640050915429,0.11243495171648145,0.10803114498630044,0.12035640433051047,0.09820212869838092,0.12932621316991857,0.11906715109144632,0.09926097652347596
2008-01-03T16:00:00Z,2008-01-03T10:47:55Z,0.08113350794821804,0.14231850598228124,0.12796775330744375,0.09495799827205093,0.13170519498181124,0.13553513148184715,0.16258373746292237,0.13699878222925774
2008-01-03T16:30:00Z,2008-01-03T11:17:55Z,0.13032155251222427,0.1632303719722164,0.1432988740106365,0.20101210184019536,0.17599954788588337,0.2062635307728854,0.1985990288562266,0.1732121900478924
2008-01-03T17:00:00Z,2008-01-03T11:47:55Z,0.1568746899125734,0.23709470179968553,0.23148834348100433,0.1916723484022723,0.21910419341823456,0.2546371778291054,0.2458850939068547,0.366462164007508
2008-01-03T17:30:00Z,2008-01-03T12:17:55Z,0.2026844795007125,0.32280614745042185,0.25684704953764204,0.3308598466991385,0.3004684123226694,0.31482784417279974,0.3752053885494126,0.25206153346746363
2008-01-03T18:00:00Z,2008-01-03T12:47:55Z,0.28699446728586964,0.34621345433152934,0.24662440155512028,0.3417961257449815,0.3144827616995158,0.3736733356895757,0.3609261049031219,0.560953444992856
2008-01-03T18:30:00Z,2008-01-03T13:17:55Z,0.26901518211529285,0.36525768261343555,0.29361776998490724,0.42357403741018,0.37767232416545543,0.40380998669252965,0.40624171377695817,0.5548217963748386
2008-01-03T19:00:00Z,2008-01-03T13:47:55Z,0.3642224396331946,0.36118725263625195,0.3862517388805754,0.35981441420994154,0.3581270846763704,0.429964829922718,0.5090741225217993,0.4518202415702927
2008-01-03T19:30:00Z,2008-01-03T14:17:55Z,0.29675242293831605,0.4511014056318692,0.33064824132847104,0.5763264787599954,0.40568790469352123,0.44160651759919234,0.45787632761961206,0.3966461263475032
2008-01-03T20:00:00Z,2008-01-03T14:47:55Z,0.21894537404196787,0.38315440457344335,0.3435432728929043,0.5868484555518046,0.3774897227804815,0.48462217179249806,0.42950203643481893,0.39662678166815035
2008-01-03T20:30:00Z,2008-01-03T15:17:55Z,0.21942692991983034,0.339127897804086,0.28261414288351155,0.36576047448843846,0.38475289196892737,0.4012205764473267,0.49675361945868596,0.6635943752941488
2008-01-03T21:00:00Z,2008-01-03T15:47:55Z,0.25783180928851246,0.4204416435556992,0.407095705206,0.5008067366991431,0.36371036621419894,0.3873807900006113,0.4170570959024224,0.3738412884965775
2008-01-03T21:30:00Z,2008-01-03T16:17:55Z,0.3075542404937732,0.34535778255446675,0.269577977754542,0.4486822068495831,0.28665686503086696,0.36306798350780106,0.39027572586796055,0.3306532509612373
2008-01-03T22:00:00Z,2008-01-03T16:47:55Z,0.26048250413975,0.26211051979062305,0.28751228283019276,0.4009560432953184,0.24278351003130588,0.34337474063498946,0.30180041858950246,0.2123426995772136
2008-01-03T22:30:00Z,2008-01-03T17:17:55Z,0.18116385087782677,0.2524788546760039,0.25374796504439856,0.31719407736822464,0.22446072058848424,0.2824212695056614,0.25794185664473646,0.17347049012188767
2008-01-03T23:00:00Z,2008-01-03T17:47:55Z,0.13953831565537875,0.20256840710198437,0.16266601013422752,0.17486200115695075,0.20658422290318657,0.2396001069871252,0.22221148699978818,0.3417002712481535
2008-01-03T23:30:00Z,2008-01-03T18:17:55Z,0.12140455682551768,0.20544285264695508,0.1728944303930261,0.16577272432720921,0.17068342590682856,0.22815980550399345,0.21642712147164533,0.24153330746514554
2008-01-04T00:00:00Z,2008-01-03T18:47:55Z,0.10994476944477714,0.17924368367618457,0.11785165332882869,0.20016650042311845,0.1450108820795048,0.16835950475546901,0.21888809011126723,0.24262948881531965
2008-01-04T00:30:00Z,2008-01-03T19:17:55Z,0.12441620394948034,0.1598402620184297,0.13623674506545363,0.2143786898821815,0.1668743476231413,0.19379130581503032,0.17297052984766254,0.1434898554691617
2008-01-04T01:00:00Z,2008-01-03T19:47:55Z,0.13570863627534624,0.1547926632515668,0.10699347555621508,0.19207991595895232,0.1682861552714856,0.1859512275709618,0.16712886240806155,0.18209006892641455
2008-01-04T01:30:00Z,2008-01-03T20:17:55Z,0.07875868990223447,0.12359549841994667,0.147294134612371,0.12390664792645846,0.11837054843062607,0.14906267482212385,0.17003375331216994,0.22149526989566137
2008-01-04T02:00:00Z,2008-01-03T20:47:55Z,0.0792689049739216,0.12101925922125391,0.11928629903080464,0.19776575522980924,0.12178487458270522,0.14499560352059027,0.15944894678662438,0.1492563242388712
2008-01-04T02:30:00Z,2008-01-03T21:17:55Z,0.1173640280463807,0.17184601888847578,0.11829679498270072,0.22016676229048152,0.13668840294618093,0.1787720160305283,0.1919078100424692,0.12412120565133782
2008-01-04T03:00:00Z,2008-01-03T21:47:55Z,0.15403032802011982,0.16379093040333925,0.1180651145532642,0.2101131654018046,0.16269321340945403,0.18151722157253228,0.20655407972046674,0.23126213102880067
2008-01-04T03:30:00Z,2008-01-03T22:17:55Z,0.13869319153380819,0.1737160186297951,0.17973703923876377,0.22548828559044926,0.17012147746878875,0.21621260000255332,0.1928437034674754,0.19028547307210916
2008-01-04T04:00:00Z,2008-01-03T22:47:55Z,0.1261484631713652,0.1804286913148131,0.16735414846591304,0.2069133372254585,0.2068531304930905,0.20583665319337022,0.2141512372139889,0.30523751799497784
2008-01-04T04:30:00Z,2008-01-03T23:17:55Z,0.1852197804647357,0.25700972335941796,0.23558129118162463,0.2572237043055631,0.19112415157592044,0.23660112361098157,0.2840735696268214,0.1959627376917674
2008-01-04T05:00:00Z,2008-01-03T23:47:55Z,0.1545226975422668,0.26665896068925976,0.2981964585099073,0.31654700980282463,0.2796057712577037,0.2812218087901423,0.314965804952053,0.3651169224627405
2008-01-04T05:30:00Z,2008-01-04T00:17:30Z,0.11510182435828481,0.15628049427956756,0.175557605168158,0.1504567083388932,0.1585433577083978,0.16691882392969168,0.18065922491431158,0.21628692879197628
2008-01-04T06:00:00Z,2008-01-04T00:47:30Z,0.17143820107604035,0.23438816553364844,0.180879725193271,0.22893593620615849,0.21729615609637998,0.23822154949696578,0.2561720245963818,0.3848317424998038
2008-01-04T06:30:00Z,2008-01-04T01:17:30Z,0.17276537586193053,0.30398255671358787,0.23470834931211157,0.3753457797990308,0.2885090072245514,0.35746608100664035,0.34190449196064165,0.41931497388613764
2008-01-04T07:00:00Z,2008-01-04T01:47:30Z,0.23208429232583216,0.3352632760603125,0.32340758919673046,0.38103592377210765,0.3565629731206201,0.3586238002081621,0.3835355253790591,0.5470914653107152
2008-01-04T07:30:00Z,2008-01-04T02:17:30Z,0.2756717940875857,0.4221224346966152,0.38644899724531007,0.5311405084406384,0.41967842152652945,0.41418457121028457,0.45628434883462315,0.4307966586547073
2008-01-04T08:00:00Z,2008-01-04T02:47:30Z,0.32329000503900895,0.4280402204875039,0.3222214136163029,0.5179620701515677,0.5010438794915459,0.49797854831610405,0.5280598993377648,0.6483030747284604
2008-01-04T08:30:00Z,2008-01-04T03:17:30Z,0.335568989806209,0.5811285891175234,0.48227910370699134,0.78299430954782,0.5477737968030014,0.6860226822783926,0.6364239461841884,0.5822900719738529
2008-01-04T09:00:00Z,2008-01-04T03:47:30Z,0.41218854121858217,0.6041138307234843,0.6222254848308334,0.9375069835962337,0.6522643362822442,0.754212708885859,0.7049845394635061,0.78159295537397
2008-01-04T09:30:00Z,2008-01-04T04:17:30Z,0.42588212335969283,0.7666432754489277,0.6048760592644927,1.031945145063874,0.6815671841604609,0.7724607683247853,0.8933734196913116,0.7075573252020236
2008-01-04T10:00:00Z,2008-01-04T04:47:30Z,0.6361975157039661,0.7265399018953848,0.5694862672541898,0.6367732600620708,0.7115062993348656,0.9111780276067049,0.9936553490711045,1.0113787758957324
2008-01-04T10:30:00Z,2008-01-04T05:17:30Z,0.6983933302406964,0.8169140733501211,0.5431948124094305,1.0947464680866998,0.7376719674695982,0.7943955754604322,0.9365427800162599,0.8680803172998814
2008-01-04T11:00:00Z,2008-01-04T05:47:30Z,0.5264090196492821,0.7196998315517539,0.8298131034382232,0.627953008055003,0.8631841474464336,0.873880585979046,1.0542143496955136,1.175065898292095
2008-01-04T11:30:00Z,2008-01-04T06:17:30Z,0.7456917911982768,0.9288782294874355,0.6472268525859435,0.9904316611300185,0.8990126609325351,0.9628168054997509,1.0428256850090838,0.6699165001798861
2008-01-04T12:00:00Z,2008-01-04T06:47:30Z,0.5766510138804323,0.8141919144845879,0.8424119159296753,1.201369720666143,0.7329127239642564,0.8741280670344664,0.9689183179934544,0.9661724697467325
2008-01-04T12:30:00Z,2008-01-04T07:17:30Z,0.7360759720778107,0.9567654166047617,0.8051845542073579,0.8731157572918509,0.8194718680812977,0.8815314767470592,0.9122780663433129,1.181556550299182
2008-01-04T13:00:00Z,2008-01-04T07:47:30Z,0.6558266298869482,0.9760124794167949,0.9510966378783406,1.0559387654976737,0.7432967268502153,0.8725657228241661,0.9564910712879187,0.9907486751560459
2008-01-04T13:30:00Z,2008-01-04T08:17:30Z,0.6979371984218482,0.854517325493168,0.5833504942033363,0.6820713470685154,0.8162105680211288,0.9069217169432635,1.0560655498508669,1.3476134834444145
2008-01-04T14:00:00Z,2008-01-04T08:47:30Z,0.7411073447436447,0.8538174200900742,0.842069794607271,0.8172703764803754,0.7894301190282552,0.9842374222682398,0.9745135659617574,0.5516090110243844
2008-01-04T14:30:00Z,2008-01-04T09:17:30Z,0.6241633599961393,0.742915028671875,0.6853558462702709,0.9252303924648647,0.7192005794194197,0.9142592810917642,0.7659611212934373,0.7401192485434493
2008-01-04T15:00:00Z,2008-01-04T09:47:30Z,0.49611316531515887,0.7725491027683086,0.49136042312717243,0.594042152575543,0.7105291898215281,0.6886490778676271,0.881463484838154,0.9685968256528513
2008-01-04T15:30:00Z,2008-01-04T10:17:30Z,0.36632630898874824,0.5887387108747735,0.5946166174889812,0.4573040516606785,0.6259779373666228,0.739133828789643,0.6393309263139298,0.9472814138407041
2008-01-04T16:00:00Z,2008-01-04T10:47:30Z,0.35781217577266966,0.5268268212999042,0.4244282664683609,0.8121701220496801,0.5391535158841111,0.6447654287258603,0.683354818451782,0.560932427452772
2008-01-04T16:30:00Z,2008-01-04T11:17:30Z,0.3574670332475821,0.5375969054699961,0.4662613477142377,0.6654386311224215,0.5442913674963182,0.5840041122885402,0.5678971341002228,0.5203634028287579
2008-01-04T17:00:00Z,2008-01-04T11:47:30Z,0.41394549184991253,0.5473579614713164,0.4161840030539463,0.5695433724832769,0.4888392598714842,0.597153388828772,0.5411330670606157,0.55291793451329585
2008-01-04T17:30:00Z,2008-01-04T12:17:30Z,0.2760112623339964,0.46888881334,0.4098890654950739,0.6830262334680892,0.41953905210736214,0.506945250136614,0.5224571216593621,0.6244262331283529
2008-01-04T18:00:00Z,2008-01-04T12:47:30Z,0.39245097533568396,0.5007837966523047,0.3539010405603594,0.4555114739366323,0.3852132725440947,0.47454912256957316,0.4924432736491823,0.6085473984635617
2008-01-04T18:30:00Z,2008-01-04T13:17:30Z,0.34581340833187674,0.3669428656506621,0.2722822423378826,0.3690793850577646,0.36080198367406724,0.5026749089314769,0.45562651844035346,0.772902441066712
2008-01-04T19:00:00Z,2008-01-04T13:47:30Z,0.26329319330151785,0.3560442045781875,0.4118335692853246,0.3505666014308323,0.34199549836994647,0.3885222351748353,0.46881045076884614,0.5980906370278434
2008-01-04T19:30:00Z,2008-01-04T14:17:30Z,0.310093254714384,0.31950278735290816,0.36109157826854493,0.27490095445805696,0.39701011120268587,0.3945812471437721,0.47420557692454435,0.4340509142305538
2008-01-04T20:00:00Z,2008-01-04T14:47:30Z,0.2835207434212429,0.3429902932960586,0.2998322135082797,0.35159215734289384,0.2969914259556598,0.4215400041924019,0.3999508919735406,0.4643780492553528
2008-01-04T20:30:00Z,2008-01-04T15:17:30Z,0.2852292423757857,0.3725008762370332,0.38005886503024783,0.5134781309359707,0.35972649776525517,0.40204574151960076,0.3846117421639507,0.12825346624869982
