TIMESTAMP,solar_TIMESTAMP,ESP_CAN_Qpu_Js_1,ESP_CAN_Qpu_Js_2,ESP_CAN_Qpu_Js_3,ESP_CAN_Qpu_Js_4,ESP_CAN_Qpu_Js_5,ESP_CAN_Qpu_Js_6,ESP_CAN_Qpu_Js_7,ESP_CAN_Pha_Js_8,ESP_CAN_Pha_Js_9,ESP_CAN_Pha_Js_10,ESP_CAN_Qil_Js_11,ESP_CAN_Qil_Js_12,ESP_CAN_Qil_Js_13,ESP_CAN_Qil_Js_14,ESP_CAN_Qil_Js_15,ESP_CAN_Qil_Js_16,ESP_CAN_Qil_Js_17,ESP_CAN_Aun_Js_18,ESP_CAN_Aun_Js_19,ESP_CAN_Aun_Js_20,ESP_CAN_Aun_Js_21
2011-07-21T15:00:00Z,2011-07-21T15:02:11Z,9.76681962,NA,7.0734444839999995,15.535615356,NA,8.321122296,NA,3.3728061240000002,2.570182344,2.759811444,3.515096916,5.358710952,5.771237652,2.245544748,NA,4.67405766,6.307797168,4.64862582,2.030811948,3.142787688,2.540780892
2011-07-21T15:14:59Z,2011-07-21T15:17:10Z,9.93203874,NA,7.379722008,15.660634644,NA,8.447568516,NA,3.3468625440000004,2.5433913599999998,2.734350696,3.6426737520000003,6.890359500000001,5.790290112,1.4696538840000002,NA,4.77592488,5.069581668,4.736680092,2.08507662,3.1560957,2.593977228
2011-07-21T15:30:00Z,2011-07-21T15:32:11Z,10.272921516,NA,7.994029176,15.883481196,NA,6.35588838,NA,3.242655648,2.485328688,1.951367544,3.932021772,5.5101287160000005,4.448957328,1.510340292,NA,5.040317664,5.751458208,4.905631007999999,2.145657888,3.174220152,2.67491988
2011-07-21T15:45:00Z,2011-07-21T15:47:11Z,10.386503244,NA,5.957938332,12.852372996,NA,6.47310006,NA,2.419020828,2.464220196,1.960895916,3.2481178920000002,4.417864812,4.633050528,1.6260923160000003,NA,5.342822388,5.967429372,3.7233244080000003,1.4530795559999998,2.317173948,2.8749893760000003
2011-07-21T15:59:59Z,2011-07-21T16:02:10Z,8.399351376,NA,6.230899512,13.022148204,NA,6.683049756000001,NA,2.469901932,2.399931252,1.938345876,3.601918008,6.173902548,4.954795524000001,1.1161675439999998,NA,4.23973962,4.956081264,4.061883312,1.6672916880000002,2.5871999039999998,3.2499309239999996
2011-07-21T16:15:00Z,2011-07-21T16:17:11Z,6.51400938,NA,4.490098308,10.388051568,NA,4.743266076,NA,2.4466424040000003,2.389517856,1.921280076,2.783919708,4.793375988,3.72974454,1.10232036,NA,4.266636768000001,5.035367952,2.81862072,0.916878132,2.590031196,2.117566836
2011-07-21T16:30:00Z,2011-07-21T16:32:11Z,6.491142828,NA,4.494298716,8.09773398,NA,4.737830868,NA,2.460640464,2.386223856,1.916695872,2.5947459,3.551742144,2.702466216,0.437228172,NA,4.0732089479999996,4.859187228000001,2.7033821639999998,0.9281444759999999,1.599652296,2.009825496
2011-07-21T16:44:59Z,2011-07-21T16:47:10Z,6.643222344,NA,4.611079584,8.191058292,NA,4.865438628000001,NA,1.7073419399999998,2.371136292,1.291591188,2.7349357320000003,3.7255797,2.80624302,0.540034308,NA,2.849134572,5.110745328,1.807044732,0.38550988799999997,1.77528672,1.24996644
2011-07-21T17:00:00Z,2011-07-21T17:02:11Z,7.026341039999999,NA,5.264003736,6.41129886,NA,5.155400987999999,NA,1.692063,1.6130953799999999,1.241501652,3.1068889200000003,3.945595248,2.9296773,0.624495888,NA,3.194615808,4.544370252,2.032253424,0.532589832,1.8679184279999999,1.438777188
2011-07-21T17:15:00Z,2011-07-21T17:17:11Z,5.553402372,NA,5.852274012,4.815463392,NA,3.581032644,NA,1.5770792519999999,1.5424408440000001,1.1652048720000001,2.584019808,2.9651047200000002,2.0224694519999997,0.147760596,NA,3.498767784,5.208160176,2.14172442,0.055558368,1.06496964,0.64314648
2011-07-21T17:29:59Z,2011-07-21T17:32:10Z,4.163575716,NA,4.13078364,3.4438084559999997,NA,3.8187437039999996,NA,1.096101792,1.5467553,1.228644324,2.759991084,2.333145744,2.2544559,0.333575856,NA,2.510462988,5.493374171999999,1.464008652,0.23005346399999999,1.41330708,0.9871568279999999
2011-07-21T17:45:00Z,2011-07-21T17:47:11Z,4.254374088,NA,4.298585076,3.4842471120000003,NA,2.4002629559999997,NA,1.127556108,1.507548528,1.217907792,2.30893722,2.5268985,1.578261492,0.427181148,NA,2.844449064,5.9154777,1.629729648,0.332923572,1.5346748879999998,1.177910352
2011-07-21T18:00:00Z,2011-07-21T18:02:11Z,4.4191089,NA,4.518208404,2.2985840879999997,NA,2.537781588,NA,0.574905204,0.927388044,0.686787192,2.22143364,1.708414668,1.6088925239999998,0.026712154422874654,NA,2.871558972,6.070147380000001,1.683033804,NA,0.83934756,0.440244072
2011-07-21T18:14:59Z,2011-07-21T18:17:10Z,3.1781510999999996,NA,3.2101131599999997,2.407388508,NA,2.698921836,NA,0.14133448799999998,0.879815412,0.672189516,2.255492736,1.837305036,1.774564344,0.043509024,NA,3.037962384,4.843823112,0.8641804319999999,0.062094131999999996,0.9047497320000001,0.5274417960000001
2011-07-21T18:30:00Z,2011-07-21T18:32:11Z,2.041992288,NA,3.2726739599999997,1.329145272,NA,1.4630094000000002,NA,0.155352492,0.8791323480000001,0.678567276,1.770087924,1.192445064,1.0812798000000001,0.11407957199999999,NA,1.9833035760000002,3.7273917959999996,0.999166896,0.097794792,1.04366538,0.665347968
2011-07-21T18:45:00Z,2011-07-21T18:47:11Z,2.12427,NA,1.994991768,1.371572352,NA,1.543202388,NA,0.190262088,0.8675134919999999,0.685099476,1.87607088,1.304215488,1.165441176,0.18664776,NA,2.220995916,3.926981412,1.129851108,NA,1.187980308,0.8126091719999999
2011-07-21T18:59:59Z,2011-07-21T19:02:10Z,1.1717561520000002,NA,2.0166822,0.532652184,NA,0.58294656,NA,0.258791472,0.87641226,0.262282824,1.23394248,0.714778272,0.59102964,NA,NA,1.183101552,2.727018792,0.41545123200000006,NA,0.611204868,0.209917944
2011-07-21T19:15:00Z,2011-07-21T19:17:11Z,1.385507736,NA,2.189089692,0.662014404,NA,0.7966219320000001,NA,1.01844486,0.879113088,0.30752406,1.2895216919999999,0.905662044,0.725376132,0.028127755458092662,NA,1.519520436,2.973745332,0.668667708,0.015971952473914787,0.985244652,0.492187608
2011-07-21T19:30:00Z,2011-07-21T19:32:11Z,0.46278990000000003,NA,0.996564636,0.619670916,NA,0.725276916,NA,NA,0.39604647600000004,0.29166282,1.238740884,0.8495167680000001,0.703459656,NA,NA,0.480170484,1.85278572,0.571499352,NA,0.856061496,0.392107824
2011-07-21T19:44:59Z,2011-07-21T19:47:10Z,0.468285048,NA,0.99503496,0,NA,0,NA,0,0.39493328400000005,0.295360488,0.739598832,0.315143532,0.204552288,0,NA,0.500857308,1.843515756,0,0,0.250251912,0.41681631599999996
2011-07-21T20:00:00Z,2011-07-21T20:02:11Z,0.501265764,NA,1.016727408,0.00931762769380614,NA,0.01734818543367347,NA,0.019877986734779304,0.396668844,0.30746228400000003,0.746356968,0.35371241999999997,0.23381557200000003,0.024114859849192538,NA,0.564256836,1.877288724,0.02569932,0.03078596914988324,0.9836821800000001,0.49249306800000003
2011-07-21T20:15:00Z,2011-07-21T20:17:11Z,0.546797772,NA,1.062267192,0.026390597428059225,NA,0.047189844,NA,0.04646203199999999,0.39898152,0.319675752,0.7566091920000001,0.38625155999999994,0.253143972,0.05631552,NA,0.6172473239999999,1.9366588439999999,0.062779788,0.071998956,0.40112121599999995,0
2011-07-21T20:29:59Z,2011-07-21T20:32:10Z,0.5560881480000001,NA,1.059802488,0.031350108175831476,NA,0.055698084,NA,0.058692456000000004,0.403458516,0.32650790399999996,0.7389281879999999,0,0.259479324,0.06713622,NA,0.62730954,1.920490812,0.07131366,0.08557416,0.430990236,0.007171140808258956
2011-07-21T20:45:00Z,2011-07-21T20:47:11Z,0.5827815000000001,NA,1.098624888,0.041506956,NA,0.07463538,NA,0.07097796,0.40191872400000006,7.62044113396728e-4,1.265829192,0.41706108,0.272412324,0.09110901600000001,NA,0.670335912,1.132143084,0.10035241199999999,0.11225570400000001,0.47466774,0.03292416
2011-07-21T21:00:00Z,2011-07-21T21:02:11Z,0.5941253160000001,NA,1.1105589599999999,0.04660218000000001,NA,0.083813652,NA,0.078736536,0.40377682800000003,0.002013653368859785,0.7716252960000001,0.42504552,0.276651504,0.10290888,NA,0.684588636,1.143808056,0.11237148000000001,0.12468067199999999,0.49909856399999997,0.045913896
2011-07-21T21:14:59Z,2011-07-21T21:17:10Z,0.6044046120000001,NA,1.1279361959999998,0.050940072,NA,0.091718604,NA,0.08310708,0.404594496,0.002715606360865087,0.778234752,0.014864508031486394,0.278714376,0.111890052,NA,0.694771524,2.024756352,0.12246800399999999,0.134172396,0.5155314120000001,0.056395872
2011-07-21T21:30:00Z,2011-07-21T21:32:11Z,0.616304736,NA,1.1696274,0.055264788,NA,0.09887302799999999,NA,0.07862778,0.40392342,0.0018067268014253677,0.789949944,0.01218394881227196,0.269752608,0.111104964,NA,0.683369784,2.075557644,0.125729424,0.134955936,0.509222304,0.055988028
2011-07-21T21:45:00Z,2011-07-21T21:47:11Z,0.625872204,NA,0.29992463999999996,0.058456512,NA,0.10438927199999999,NA,1.141944804,0.039540348,7.577751793059792e-4,0.381595644,0.009735940676367036,0.26161311600000003,0.10965095999999999,NA,0.672868332,2.127116088,0.12808152,0.13459536,0.500241492,0.054989208000000005
2011-07-21T21:59:59Z,2011-07-21T22:02:10Z,0.013733639999999998,NA,0.33609024,0.06330546,NA,0.115251336,NA,0.07098209999999999,0.398403396,0,0.846272556,0.43415820000000005,0.267666624,0.12257827200000002,NA,0.700597548,2.217260016,0.148123512,0.148173192,0.51087744,0.07309958400000001
2011-07-21T22:15:00Z,2011-07-21T22:17:11Z,0.015781617142999846,NA,0.342601272,0.064319868,NA,0.11991139199999999,NA,0.07473816,0.035666060921233346,1.1016e-4,0.8722858320000001,0.453299544,0.28237006800000003,0.139068252,NA,0.041711147999999997,1.347671016,0.165780216,0.16294262399999998,0.533519136,0.095018184
2011-07-21T22:30:00Z,2011-07-21T22:32:11Z,0.014145607556685829,NA,0.339035148,0.06273000000000001,NA,0.118707012,NA,0.07606764,0.03693096,4.7465325277369565e-4,0.8675463600000001,0.45736340400000003,0.286856928,0.143788752,NA,0.045612216000000004,2.2429891800000004,0.16766704799999999,0.165743532,0.540799488,0.10004932799999999
2011-07-21T22:44:59Z,2011-07-21T22:47:10Z,0.007073110119412332,NA,0.316225044,0.057533256,NA,0.108242964,NA,0.073731744,0.041006735999999995,0.0011477481673253256,0.822968928,0.438602076,0.276605892,0.130490208,NA,0.02687319080756993,1.281431412,0.14577911999999998,0.15058458,0.525929904,0.08005427999999999
2011-07-21T23:00:00Z,2011-07-21T23:02:11Z,0.002572960254123874,NA,0.299616516,0.053529048,NA,0.101094084,NA,0.073085616,0.044239752,0.0018961199999999998,0.792669132,0.428898492,0.272465964,0.12440628000000001,NA,0.689429304,2.11932342,0.133104204,0.142469244,0.009122662512612649,0.070116156
2011-07-21T23:15:00Z,2011-07-21T23:17:11Z,0.60893406,NA,0.292968216,0.051882264000000004,NA,0.098525844,NA,0.07303284,0.04523885999999999,0.00218870401146381,0.36854082,0.428365008,0.274066164,0.125755488,NA,0.017678342400642755,2.102982156,0.13115952,0.14218074,0.010524716079774768,0.071341848
2011-07-21T23:29:59Z,2011-07-21T23:32:10Z,9.519697342952171e-6,NA,0.294112944,0.050592528,NA,0.09605052,NA,0.06988716,0.046821888000000006,0.0021146656490178984,0.775459116,0.41982282,0.26793543599999997,0.120829752,NA,0.010462340592698112,1.218309804,0.123929136,0.136528776,0.006870689526098736,0.064327968
2011-07-21T23:45:00Z,2011-07-21T23:47:11Z,0,NA,0.307650132,0.050801652,NA,0.095069664,NA,0.062598636,0.047771316,0.0012399360244492068,0.766813788,0.403606692,0.25380212399999996,0.110266632,NA,0,1.225175472,0.11350134,0.126618048,0,0.051253056000000005
2011-07-22T00:00:00Z,2011-07-22T00:02:10Z,0.084393936,NA,NA,0.070189632,NA,0.13298554799999998,NA,0.782061444,0.0051772675720638955,0.02721708,0.38695060800000003,0.32568137999999996,0.11097950399999999,0.181731852,NA,0.214490088,2.171730096,NA,0.222859116,0.13578163199999999,NA
2011-07-22T00:14:59Z,2011-07-22T00:17:09Z,0.085114944,NA,NA,0.070314192,NA,0.1361565,NA,0.25605612,0.004304562814611468,0.028255909272332364,0.8365267439999999,0.34704640800000003,0.127805148,0.202842252,NA,0.249751512,2.187353124,0.5899875840000001,0.241350156,0.158416236,NA
2011-07-22T00:30:00Z,2011-07-22T00:32:10Z,0.072686664,NA,NA,0.06422868,NA,0.123885648,NA,0.255402756,0.006990881780066976,0.03006036,0.79373826,0.332522316,0.122476356,0.191127384,NA,0.22679244,2.101242852,0.562504716,0.226801188,0.151592832,NA
2011-07-22T00:45:00Z,2011-07-22T00:47:10Z,0.065771496,NA,NA,0.061140744,NA,0.114669684,NA,0.240581808,0.009850186997812907,0.028906527504472382,0.747480852,0.8409963960000001,0.097983288,0.161528256,NA,0.171485352,1.1934567360000001,0.5195677679999999,0.1977147,0.12001496399999999,NA
2011-07-22T00:59:59Z,2011-07-22T01:02:09Z,0.063998136,NA,NA,0.060689268,NA,0.112175064,NA,0.232618464,0.010490622254783172,0.02775115042374553,0.32849748,0.283969152,0.08824805999999999,0.15123441599999998,NA,0.151108776,3.0910316399999997,0.505017936,0.187490952,0.10791197999999999,NA
2011-07-22T01:15:00Z,2011-07-22T01:17:10Z,0.07019046000000001,NA,NA,0.06361563599999999,NA,0.121289364,NA,0.773342028,0.007919686285392564,0.027939630587018722,0.370247652,0.3142899,0.10926198,0.180634788,NA,0.199257264,2.110289076,0.545963688,0.21503113199999999,0.136347876,NA
2011-07-22T01:30:00Z,2011-07-22T01:32:10Z,0.074113344,NA,NA,0.065784456,NA,0.126246564,NA,0.7726101120000001,0.00657261422566722,0.027005999929554242,0.81776772,0.323339328,0.114683436,0.191042568,NA,0.214593336,2.15072946,0.5619458159999999,0.22492062,0.14434412400000002,NA
2011-07-22T01:44:59Z,2011-07-22T01:47:09Z,0.05871456,NA,NA,0.058188852,NA,0.109861812,NA,0.767035404,0.010652701922225604,0.02881925712234954,0.7540522919999999,0.296863704,0.101418552,0.16817637600000002,NA,0.173143836,1.178303616,0.517894344,0.199591776,0.126884412,NA
2011-07-22T02:00:00Z,2011-07-22T02:02:10Z,0.059533595999999994,NA,NA,0.058899708,NA,0.109898604,NA,0.755095464,0.01098324,0.027202769120310333,0.338717916,0.284473188,0.09116946,0.158978916,NA,0.15426295199999998,2.0529190440000002,0.507404124,0.191056464,0.114154092,NA
2011-07-22T02:15:00Z,2011-07-22T02:17:10Z,0.062988516,NA,NA,0.061133004000000005,NA,0.112896396,NA,0.743608368,0.01025001233601264,0.025070532607659023,0.7637794200000001,0.813911076,0.083844936,0.154645704,NA,0.14377410000000002,1.22119596,0.5056371000000001,0.18767196,0.105422652,NA
2011-07-22T02:29:59Z,2011-07-22T02:32:09Z,0.068375808,NA,NA,0.063796464,NA,0.11965014,NA,0.744699564,0.00867996,0.02427936406115497,0.796505508,0.290399112,0.09156438,0.168747804,NA,0.164558376,2.142764928,0.527551344,0.20120990400000002,0.116461764,NA
2011-07-22T02:45:00Z,2011-07-22T02:47:10Z,0.07980451200000001,NA,0.002140343031291383,0.0697311,NA,0.131097888,NA,0.7346409479999999,0.006362175172963284,0.021309329785183666,0.8396632439999999,0.8378304480000001,0.089789148,0.17558784,NA,0.172313496,2.242062036,0.547207596,0.209930652,0.11528478,NA
2011-07-22T03:00:00Z,2011-07-22T03:02:10Z,0.088048836,NA,0.028039974849453562,0.074025036,NA,0.136798848,NA,0.193937328,0.006279551670911724,0.017570093697634282,0.842515668,0.808017264,0.06844607999999999,0.157282704,NA,0.13695174,1.406058732,0.5330958840000001,0.195012288,0.08805708,NA
2011-07-22T03:14:59Z,2011-07-22T03:17:09Z,0.0981954,NA,0.8358401520000001,0.078779448,NA,0.147222288,NA,0.18986526,0.0047291001868359,0.015729662699112745,0.8787744359999999,0.28085288399999997,0.069878088,0.166775184,NA,0.148973004,2.402858808,0.553941324,0.20552605200000001,0.09089622,NA
2011-07-22T03:30:00Z,2011-07-22T03:32:10Z,0.105209064,NA,0.835659648,0.081127116,NA,0.15949728,NA,0.209805948,0.002346672691925579,0.01784655221532426,0.500759424,0.33477606,0.1079721,0.21850480800000002,NA,0.23428494,2.4699547440000003,0.620857692,0.2526399,0.14222537999999998,0.0026294735815706196
2011-07-22T03:45:00Z,2011-07-22T03:47:10Z,0.8007693840000001,NA,0.822867696,0.078975252,NA,0.158424264,NA,0.2156184,0.002981842660752354,0.019364378487561108,0.501314508,0.346547484,0.118423692,0.231300072,NA,0.253173096,2.4580865160000003,0.631284804,0.26214537600000004,0.15660464400000002,0.01094428971333306
2011-07-22T03:59:59Z,2011-07-22T04:02:09Z,0.074626812,NA,0.747924732,0.065413836,NA,0.12833528400000002,NA,0.20521807199999997,0.010499077079862085,0.02209176,0.817657056,0.29112588,0.087676128,0.18052700400000002,NA,0.164111112,2.251553868,0.5426530199999999,0.20886656399999998,0.115300944,NA
2011-07-22T04:15:00Z,2011-07-22T04:17:10Z,0.057062232000000004,NA,0.683884476,0.056248848,NA,0.111087396,NA,0.20880611999999998,0.01526685748693362,0.025564411957511197,0.34166228400000004,0.27736214400000003,0.08541928800000001,0.16888734,NA,0.14309902800000002,2.120296932,0.50914692,0.192826044,0.112150152,NA
2011-07-22T04:30:00Z,2011-07-22T04:32:10Z,0.732309696,NA,0.696818196,0.058136507999999996,NA,0.116471376,NA,0.211350168,0.013670539835808888,0.025221265353727127,0.785638728,0.8335131119999999,0.589766364,0.184470984,NA,0.16614748799999998,1.279188504,0.5308692119999999,0.20712906000000003,0.125848224,NA
2011-07-22T04:44:59Z,2011-07-22T04:47:09Z,0.719883432,NA,0.68535882,0.054872675999999995,NA,0.10801493999999999,NA,0.722446164,0.016223269572126685,0.025037751610487734,0.749754576,0.26903548800000004,0.080761284,0.16490232000000002,NA,0.131327064,2.110818132,0.49977378,0.187363476,0.10707588,NA
2011-07-22T05:00:00Z,2011-07-22T05:02:10Z,0.712381608,NA,0.685267164,0.05302332,NA,0.103045212,NA,0.19593997200000002,0.018234810971890128,NA,0.318551292,0.251271756,0.069038388,0.150529932,NA,0.10430330400000001,2.086279992,0.47773796399999996,0.173142612,0.09185403599999999,NA
2011-07-22T05:15:00Z,2011-07-22T05:17:10Z,0.06202638,NA,0.758913732,0.060342768,NA,0.11635614000000001,NA,0.18517442399999998,0.015830175469695982,NA,0.76886802,0.247184784,0.059651388,0.15028181999999998,NA,0.095083128,2.206171728,0.49148535600000004,0.177176772,0.08024418,NA
2011-07-22T05:29:59Z,2011-07-22T05:32:09Z,0.067896432,NA,0.797943852,0.06416074799999999,NA,0.124596468,NA,0.183732228,0.01513944,NA,0.7963280279999999,0.248455332,0.057468168,0.15509934,NA,0.091519992,1.372690548,0.504102888,0.18444999599999998,0.077742612,NA
2011-07-22T05:45:00Z,2011-07-22T05:47:10Z,0.06717564,NA,0.788144076,0.064405764,NA,0.1311282,NA,0.20405231999999998,0.015199695743838228,NA,0.8322128999999999,0.278733492,0.079885548,0.187747488,NA,0.126216648,2.298331368,0.542889792,0.215759556,0.10754690400000001,NA
2011-07-22T06:00:00Z,2011-07-22T06:02:10Z,0.057117996,NA,0.7386096600000001,0.059289408,NA,0.125610624,NA,0.221443668,0.01755614819236608,NA,0.3998565,0.29623067999999997,0.09771228000000001,0.20778836399999998,NA,0.148066596,2.2367915640000002,0.555122196,0.230383584,0.132283008,NA
2011-07-22T06:14:59Z,2011-07-22T06:17:09Z,0.6954273,NA,0.680868324,0.049253292,NA,0.104157396,NA,0.21224718,0.024372401209620802,NA,0.7417539719999999,0.7941510719999999,0.563374332,0.17836956,NA,0.860219424,2.09446488,0.49989852,0.19241589600000003,0.11125663200000001,NA
2011-07-22T06:30:00Z,2011-07-22T06:32:10Z,0.64780524,NA,0.601389324,0.036627444,NA,0.07746523200000001,NA,0.209504844,0.036611064,NA,0.632209248,0.7241723280000001,0.048176568,0.137399364,NA,0.724822308,1.067684976,0.42365156400000004,0.144295992,0.076685436,NA
2011-07-22T06:45:00Z,2011-07-22T06:47:10Z,0.6169203719999999,NA,0.544315392,0.028887944120111482,NA,0.882117,NA,0.22136796,0.046209024,NA,0.59410332,0.70244532,0.499181724,0.13475653199999998,NA,0.672503256,2.793745476,0.40372873200000003,0.129616776,0.0749664,NA
2011-07-22T06:59:59Z,2011-07-22T07:02:09Z,0.600826824,NA,0.5150774880000001,0.691353792,NA,0.87370812,NA,0.23157954,0.050122188,NA,1.060556868,1.352800008,0.5015552400000001,0.142708284,NA,1.666438056,2.750757588,0.405544392,0.130588236,0.64703808,NA
2011-07-22T07:15:00Z,2011-07-22T07:17:10Z,0.532053216,NA,1.365380496,0.662292612,NA,1.9599307559999999,NA,0.803612592,0.06450786,NA,1.480174776,2.081744352,1.134060876,0.121290048,NA,2.768158224,3.612709692,0.347869872,0.11703261599999999,0.617442012,0.372172212
2011-07-22T07:30:00Z,2011-07-22T07:32:10Z,1.3624245,NA,2.5351522920000003,2.727013356,NA,3.3164466480000003,NA,0.770062212,0.069860304,0.06671710800000001,2.699978544,3.979923264,1.8666116279999998,0.5623473959999999,NA,4.264905888,2.37777804,1.053976464,0.075642228,0.58106592,0.31829817600000004
2011-07-22T07:44:59Z,2011-07-22T07:47:09Z,2.407796532,NA,2.5643718,2.698003512,NA,3.252042864,NA,1.3354498080000001,0.07526340000000001,0.056574108,2.6376489,3.798641124,1.726840656,0.480878136,NA,3.9985300440000002,3.457603908,0.9600793200000001,0.50566284,1.175866272,0.21217683599999998
2011-07-22T08:00:00Z,2011-07-22T08:02:10Z,2.407119084,NA,4.089473928,2.683289268,NA,3.220541604,NA,1.275740028,0.072576504,0.046835208,3.420298692,4.953992292,1.6888038840000001,0.46539126,NA,4.030137108,4.784165388,1.85675238,0.46171576799999997,1.15361676,0.188058348
2011-07-22T08:15:00Z,2011-07-22T08:17:10Z,2.484193104,NA,4.245871752,2.709081144,NA,3.2821555680000003,NA,1.250260272,0.45357879599999995,0.044229456,2.857739544,3.824040924,2.549444184,1.146285288,NA,6.21448128,5.124582792,1.9831214879999999,0.46606050000000004,1.228948056,0.255464028
2011-07-22T08:29:59Z,2011-07-22T08:32:09Z,2.435962536,NA,4.246859592,2.686715892,NA,3.2396497920000003,NA,1.226401128,0.45469512,0.042104232,2.8322993519999997,3.7379157120000004,2.5038773279999997,1.081215504,NA,5.939595828,6.6881677680000005,1.9076878439999998,0.43507134000000003,1.9671425280000001,0.9183271319999999
2011-07-22T08:45:00Z,2011-07-22T08:47:10Z,3.441280536,NA,3.718292544,5.525416584,NA,4.72412844,NA,1.327503096,0.496334232,0.074223108,3.2918135040000003,4.837320935999999,2.5517891880000003,1.031539212,NA,7.798228163999999,7.54654806,2.814948288,0.406950624,1.912154616,0.8544852719999999
2011-07-22T09:00:00Z,2011-07-22T09:02:10Z,4.86376398,NA,5.406658956,7.372003823999999,NA,6.68480598,NA,1.3322267639999998,0.477013896,0.44948091599999995,4.2202482119999996,6.330307535999999,3.749073948,1.774917396,NA,8.0314758,7.52406552,4.06099314,1.1122721640000002,2.88758754,0.902453904
2011-07-22T09:14:59Z,2011-07-22T09:17:09Z,6.212115396000001,NA,7.05411972,9.297534996,NA,8.603359128,NA,1.1952091440000001,0.498696192,0.431138772,4.638581856,7.341775704000001,4.710963348,1.43686908,NA,6.991799508000001,6.657164784,4.8860826479999995,0.8523723599999999,3.4923219480000003,0.544428432
2011-07-22T09:30:00Z,2011-07-22T09:32:10Z,8.000841996,NA,6.69852162,11.723594039999998,NA,8.4530664,NA,1.928167488,0.52819182,0.44628336,4.3316289359999995,8.884456632,4.588944156,2.16456642,NA,9.326400084,6.106187196,4.721183136,0.761869584,3.474274464,1.2549696479999999
2011-07-22T09:45:00Z,2011-07-22T09:47:10Z,8.074216332,NA,6.824741543999999,11.737166543999999,NA,8.483856624,NA,1.8694476720000002,1.069601544,0.948100176,5.416040016,8.680841639999999,5.662192716,2.197637856,NA,9.148348368,6.332708556,6.266079287999999,1.38065832,4.63322808,1.239803928
2011-07-22T09:59:59Z,2011-07-22T10:02:09Z,8.492259816,NA,7.56928602,9.470089908,NA,8.80420968,NA,1.779709644,1.021112244,0.8956526039999999,3.884083416,7.032070872,4.234992552,2.2442062679999997,NA,9.515028312,11.666232324000001,6.4863925920000005,1.439088516,4.676323463999999,2.28880026
2011-07-22T10:15:00Z,2011-07-22T10:17:10Z,6.706900548,NA,7.956774503999999,9.595971036,NA,9.024297228,NA,1.7935876080000002,0.9943223040000001,0.884548404,5.166487656,7.281118584,5.700204,2.40318846,NA,10.106347104,10.060236216,5.237757864,1.559340036,4.8464949960000006,2.505483576
2011-07-22T10:30:00Z,2011-07-22T10:32:10Z,6.850669932,NA,8.376211116,7.449476652,NA,6.762613104,NA,1.748844576,0.9385261920000001,0.846300528,4.763708244,6.059134152,4.53210786,2.5581194640000002,NA,10.970907516,11.117455812,5.51704518,1.680075,3.7561521239999998,2.748065688
2011-07-22T10:44:59Z,2011-07-22T10:47:09Z,6.322362912,NA,7.660002528000001,9.223858008,NA,6.223828536,NA,1.5825238199999998,0.9652758120000001,0.8266501799999999,4.3901181,5.668732584,4.35500046,2.218670784,NA,7.23679002,9.853665444,4.973711436,1.365245784,4.427366544,2.304738252
2011-07-22T11:00:00Z,2011-07-22T11:02:10Z,6.2881677,NA,7.580780244,9.244245204,NA,6.236360712000001,NA,1.646026236,0.950791464,0.8306363520000001,4.26444318,7.261789896,4.53294198,2.199808296,NA,7.238384315999999,9.59072508,4.9303061999999995,1.4604428520000001,4.444491492,2.321822304
2011-07-22T11:15:00Z,2011-07-22T11:17:10Z,6.281288568,NA,7.630598088,9.224349876,NA,8.459523791999999,NA,1.559097036,0.946098684,0.8034387119999999,4.1194241279999995,7.082683596,4.419360792,2.073783888,NA,9.714651372,7.420735296,4.774722696,1.3704273359999999,4.300171740000001,2.153572164
2011-07-22T11:29:59Z,2011-07-22T11:32:09Z,6.359280516,NA,7.874341704,7.136629236,NA,6.23365686,NA,1.524586968,0.933436152,0.78573996,4.129679952,5.5383894,3.201576552,2.023831872,NA,6.927136236,7.629354756000001,4.749116904,1.370449152,4.226679468,2.103536736
2011-07-22T11:45:00Z,2011-07-22T11:47:10Z,4.622480316,NA,5.640350976000001,7.079448168000001,NA,6.170436036,NA,1.51192818,0.939551652,0.7890714,4.19315148,5.547116196,3.200977224,1.27725552,NA,6.967894644,7.586989524,4.757416559999999,0.63508806,3.114228276,2.124488376
2011-07-22T12:00:00Z,2011-07-22T12:02:10Z,4.906239048,NA,5.904097848,7.3199403720000005,NA,6.562714716,NA,1.7147712240000001,0.9312128279999999,0.8318364840000001,3.6519966,4.66900668,3.446698896,1.6017909119999998,NA,7.848821844000001,8.234609616,3.905929008,0.8950230000000001,3.619127808,2.62015218
2011-07-22T12:14:59Z,2011-07-22T12:17:09Z,4.995660276000001,NA,6.132573324,5.52259224,NA,6.655713948,NA,1.7038472400000002,0.9055651320000001,0.8112976199999999,3.679914384,4.694151671999999,3.489167916,1.578374424,NA,7.875941796,10.738208052,3.9150584640000003,0.9467146799999999,3.594516444,2.618271864
2011-07-22T12:30:00Z,2011-07-22T12:32:10Z,5.022587916,NA,6.159874752,5.559699708,NA,4.70950326,NA,1.029998844,0.427968396,0.35005752,2.792593548,4.660128072,3.473312868,1.564856856,NA,7.731141768,10.63276272,3.89181708,0.9656701919999999,3.607064784,1.56568302
