TIMESTAMP,TIMESTAMP_solar,USA_INM_Asa_Js_1,USA_INM_Fam_Js_2,USA_INM_Fam_Js_3,USA_INM_Ltu_Js_4,USA_INM_Ltu_Js_5,USA_INM_Qal_Js_6,USA_INM_Qal_Js_7,USA_INM_Sal_Js_8,USA_INM_Uam_Js_9
1998-04-08T01:00:00Z,1998-04-07T19:12:28Z,4042.856140280847,1857.8839559233252,1916.3581872430254,20084.492333893035,1428.0512552939474,1347.858028120821,1210.2547213669043,1205.8628481371045,1172.7267523827975
1998-04-08T02:00:00Z,1998-04-07T20:12:28Z,2519.3072784098063,845.9225373389684,943.1121582672673,16524.630377199606,500.33807044593965,889.1415393495969,847.2044400022776,452.8738433847277,685.8005104906674
1998-04-08T03:00:00Z,1998-04-07T21:12:28Z,2181.5176954853796,700.4254159367418,892.4122622635975,15699.223138894546,394.53796967782677,857.3927621874833,823.465306166483,372.0065703213618,685.8005104906674
1998-04-08T04:00:00Z,1998-04-07T22:12:28Z,1986.9695894106833,607.4596938233658,842.4788992282907,15496.694904067637,394.53796967782677,857.3927621874833,847.2044400022776,346.19109627852737,664.3953276127139
1998-04-08T05:00:00Z,1998-04-07T23:12:28Z,1923.4738674336002,562.2375207509039,842.4788992282907,15496.694904067637,595.0537737277452,857.3927621874833,847.2044400022776,346.19109627852737,707.4744459145996
1998-04-08T06:00:00Z,1998-04-08T00:12:44Z,1676.2759011899243,517.8838593806252,994.5694221803831,14312.791363534772,338.7862684479146,987.3240228198467,1021.4242223126878,425.3500889784589,1014.4589149763763
1998-04-08T07:00:00Z,1998-04-08T01:12:44Z,1556.765932330669,474.42347951500324,994.5694221803831,13929.81303875977,338.7862684479146,1021.0447461399283,1021.4242223126878,425.3500889784589,1014.4589149763763
1998-04-08T08:00:00Z,1998-04-08T02:12:44Z,1556.765932330669,431.88484123556935,1046.775884815551,13929.81303875977,338.7862684479146,1090.0041887180137,1073.8499047835332,452.8738433847277,1092.2271900176434
1998-04-08T09:00:00Z,1998-04-08T03:12:44Z,1556.765932330669,431.88484123556935,1046.775884815551,13929.81303875977,338.7862684479146,1125.2529558946117,1100.5155150504377,452.8738433847277,1145.5856644879125
1998-04-08T10:00:00Z,1998-04-08T04:12:44Z,1616.1787200054573,431.88484123556935,994.5694221803831,13929.81303875977,292.12358610875356,1125.2529558946117,1100.5155150504377,452.8738433847277,1172.7267523827975
1998-04-08T11:00:00Z,1998-04-08T05:12:44Z,1676.2759011899243,390.3008829459781,994.5694221803831,3040.8709894078324,338.7862684479146,1161.0214304769547,1127.4862374439674,452.8738433847277,1200.1794348456035
1998-04-08T12:00:00Z,1998-04-08T06:12:44Z,1798.5158900617666,431.88484123556935,943.1121582672673,3995.492873416659,436.51523231160877,1161.0214304769547,1073.8499047835332,452.8738433847277,1145.5856644879125
1998-04-08T13:00:00Z,1998-04-08T07:12:44Z,0,474.42347951500324,744.9541708829471,0,703.6561762533435,1090.0041887180137,13.080601124280975,372.0065703213618,1014.4589149763763
1998-04-08T14:00:00Z,1998-04-08T08:12:44Z,18.68048525638761,607.4596938233658,697.3873373916908,0,1255.6554712292168,1090.0041887180137,318.3838055260589,346.19109627852737,774.1237356542891
1998-04-08T15:00:00Z,1998-04-08T09:12:44Z,686.6193056146445,390.3008829459781,472.15872487998473,0,1062.1553593831738,921.3768711270308,207.06337129481724,272.21722816289025,307.51910291714063
1998-04-08T16:00:00Z,1998-04-08T10:12:44Z,1104.1506075960276,98.79730511381977,0,0,818.7908309158703,462.1926941117349,73.60890834074863,203.60097087275972,199.90058546988732
1998-04-08T17:00:00Z,1998-04-08T11:12:44Z,837.0512338255975,0,0,646.9405629212125,647.7999971096392,276.6309192607224,110.10930843931357,102.19158007693153,157.94846464977942
1998-04-08T18:00:00Z,1998-04-08T12:12:44Z,786.0625462320994,41.867091233358295,0,2549.1858544763195,703.6561762533435,195.12122531847,122.99810957841052,121.06710061972548,0
1998-04-08T19:00:00Z,1998-04-08T13:12:44Z,888.8655368793036,0,0,2932.949850269916,760.6614247729971,2.426287350837538e-16,NA,102.19158007693153,0
1998-04-08T20:00:00Z,1998-04-08T14:12:44Z,1049.1449498910947,0,0,3042.8613341508753,760.6614247729971,0,0,121.06710061972548,308.77074647227977
1998-04-08T21:00:00Z,1998-04-08T15:12:44Z,1273.7943778666483,0,0,2925.828860406869,999.7205058372367,0,22.484830502041273,21.31519029290219,0
1998-04-08T22:00:00Z,1998-04-08T16:12:44Z,1953.350665820974,0,0,3146.2717290415308,938.3381205195834,NA,NA,0,0
1998-04-08T23:00:00Z,1998-04-08T17:12:44Z,2222.4205009126435,71.0296964752029,2.252002293852396,1899.7346828981183,878.0227076808414,0,0,0,0
1998-04-09T00:00:00Z,1998-04-08T18:12:44Z,1331.8636465593008,71.0296964752029,48.80200702299002,1008.5613004861756,647.7999971096392,0,0,0,0
1998-04-09T01:00:00Z,1998-04-08T19:12:44Z,786.0625462320994,101.48886878412135,109.38217777679134,695.0466313507495,436.51523231160877,0,NA,0,0
1998-04-09T02:00:00Z,1998-04-08T20:12:44Z,453.68353020375235,71.0296964752029,109.38217777679134,112.05264759809079,386.9432870964504,0,0,0,0
1998-04-09T03:00:00Z,1998-04-08T21:12:44Z,409.98833670015637,71.0296964752029,252.85662221385462,411.18227886595236,203.7028000374057,0,6.482413635829953,0,6.277957281907134
1998-04-09T04:00:00Z,1998-04-08T22:12:44Z,246.19090898257858,18.270638627050896,292.27441468593184,621.0836824683785,203.7028000374057,0,0,0,0
1998-04-09T05:00:00Z,1998-04-08T23:12:44Z,136.92388900336445,18.270638627050896,332.9111776514547,848.4047542013434,22.091736724694453,0,0,21.049445856758428,24.90170291565387
1998-04-09T06:00:00Z,1998-04-09T00:13:01Z,0,43.00266238848605,332.9111776514547,1091.055542866849,0,479.6033460555942,2.1646199473141796e-16,68.91735435084827,0
1998-04-09T07:00:00Z,1998-04-09T01:13:01Z,0,43.00266238848605,599.3255376969425,2396.7308077737284,0,1020.5501701398607,629.9828902895433,87.11885633929212,52.27231690761781
1998-04-09T08:00:00Z,1998-04-09T02:13:01Z,0,101.48886878412135,292.27441468593184,2710.3967218469716,0,982.0443182005166,361.2873176845054,51.726899789185616,488.13429670291805
1998-04-09T09:00:00Z,1998-04-09T03:13:01Z,0,101.48886878412135,214.73889228304614,2396.7308077737284,0,834.4771996536534,341.2013904262392,68.91735435084827,423.7580111466484
1998-04-09T10:00:00Z,1998-04-09T04:13:01Z,0,43.00266238848605,252.85662221385462,1617.4821626878995,0,479.6033460555942,323.5133311822741,76.8526064676474,323.4180764198131
1998-04-09T11:00:00Z,1998-04-09T05:13:01Z,0,18.270638627050896,214.73889228304614,1008.5613004861756,22.515211731190274,175.44419342221917,304.11294875816316,95.40633632767708,165.2868663065658
1998-04-09T12:00:00Z,1998-04-09T06:13:01Z,0,0,178.02367618785019,621.0836824683785,53.01890745072785,94.98252984751302,285.0748152973089,76.8526064676474,134.33443373954844
1998-04-09T13:00:00Z,1998-04-09T07:13:01Z,0,0,183.35760143598523,479.0343564670721,0,90.83918329097656,361.8492567674038,89.56713960149008,249.77791437455951
1998-04-09T14:00:00Z,1998-04-09T08:13:01Z,0,0,169.0652764116401,479.0343564670721,0,146.65137493977957,506.38699967490675,154.3522312458968,384.37513241993645
1998-04-09T15:00:00Z,1998-04-09T09:13:01Z,0,153.2523644945839,264.70930604593457,222.41903559907146,0,177.89756736410064,599.2678231308506,180.4524324888087,1054.727567959749
1998-04-09T16:00:00Z,1998-04-09T10:13:01Z,0,978.7750930293012,493.7396059886064,411.18227886595236,0,641.9077540846754,1242.967001075659,158.85919749047923,1247.3934046944314
1998-04-09T17:00:00Z,1998-04-09T11:13:01Z,24.10125397043633,1756.112407273914,345.23469004844253,388.63146601720246,263.87068816213855,1116.3518788618753,1504.7593100522995,210.08682221952873,1627.415774922081
1998-04-09T18:00:00Z,1998-04-09T12:13:01Z,24.10125397043633,1802.233260965193,317.8636681518605,221.24551537066182,886.5359346756435,1492.2187054176331,1284.4976152561583,253.84283647240156,2344.66386286159
1998-04-09T19:00:00Z,1998-04-09T13:13:01Z,140.64900876443912,1841.2444306223128,385.9761813041716,56.08326529716205,925.8610923603657,1891.9510798091676,1458.0672045156878,222.58851887938965,2439.4901419930834
1998-04-09T20:00:00Z,1998-04-09T14:13:01Z,225.78273101419518,1899.9745358777361,385.5594946705652,232.7112573403922,1045.9419656141351,1891.5072479673274,1427.267832185938,277.8985015178901,2317.6834175586323
1998-04-09T21:00:00Z,1998-04-09T15:13:01Z,279.855306470482,1959.3083500373862,471.78071920836834,15.275129482959406,1108.0917137373247,1847.4247339883418,1397.4036374039367,450.5509802889112,2278.374158931999
1998-04-09T22:00:00Z,1998-04-09T16:13:01Z,162.1405986001193,3599.43215871198,592.2002891373348,971.375877890699,965.6416476175616,2955.0792897931096,3018.729777244878,517.1415091883231,2278.7650983623885
1998-04-09T23:00:00Z,1998-04-09T17:13:01Z,114.54518752998442,3255.477394115836,530.7120221976759,1279.5768088318962,866.7555280064454,3135.817157185603,3018.255977174009,585.3608621643945,3965.1266956477025
1998-04-10T00:00:00Z,1998-04-09T18:13:01Z,125.59881833712026,2902.70467467803,622.3883156821314,1455.55916579872,828.1257133414086,3453.8791041635063,2582.046997792724,766.6480103874891,4184.2108340611785
1998-04-10T01:00:00Z,1998-04-09T19:13:01Z,172.4964602798901,2786.339824163197,574.2677586906652,1633.5389535631268,806.9929613658995,3195.681290770147,2025.6734956948862,699.3998430072559,4222.182652178003
