TIMESTAMP,solar_TIMESTAMP,ARG_TRE_Nan_Jt_1,ARG_TRE_Nan_Jt_2,ARG_TRE_Nan_Jt_3,ARG_TRE_Nan_Jt_4
2009-11-18T03:00:00Z,2009-11-17T22:24:58Z,322.20298855444,189.738291964542,313.228777725482,217.522528900907
2009-11-18T04:00:00Z,2009-11-17T23:24:58Z,292.9710029771,156.921301471566,293.376157191879,293.039784217448
2009-11-18T05:00:00Z,2009-11-18T00:24:43Z,297.787619770928,178.183001313448,330.962822127329,309.456578851479
2009-11-18T06:00:00Z,2009-11-18T01:24:43Z,297.78894662755,168.03096545755201,299.334570143094,257.743675754282
2009-11-18T07:00:00Z,2009-11-18T02:24:43Z,301.0117340314,170.341848807113,291.729761822833,301.248181534464
2009-11-18T08:00:00Z,2009-11-18T03:24:43Z,320.281825397176,198.000508299764,295.238612331379,261.027034681088
2009-11-18T09:00:00Z,2009-11-18T04:24:43Z,343.010314955208,195.829688258737,300.53505266077,284.831386900433
2009-11-18T10:00:00Z,2009-11-18T05:24:43Z,323.955228376879,194.393683015245,292.458063577799,281.548027973627
2009-11-18T11:00:00Z,2009-11-18T06:24:43Z,352.587163208298,283.980372961161,323.327148125575,374.3029176559
2009-11-18T12:00:00Z,2009-11-18T07:24:43Z,432.828597272308,339.66056858755,351.733536275013,371.840398460796
2009-11-18T13:00:00Z,2009-11-18T08:24:43Z,504.192262702683,385.73348027132,406.343675583167,428.478339948202
2009-11-18T14:00:00Z,2009-11-18T09:24:43Z,608.946753630355,558.221586283241,473.396016733933,571.304453264269
2009-11-18T15:00:00Z,2009-11-18T10:24:43Z,697.921668392292,516.160188488733,560.949817084456,587.7212478983
2009-11-18T16:00:00Z,2009-11-18T11:24:43Z,667.831403295771,714.920074422254,642.27594953584,646.82170858081
2009-11-18T17:00:00Z,2009-11-18T12:24:43Z,701.461557208842,615.750663369937,585.511770644281,791.289501360281
2009-11-18T18:00:00Z,2009-11-18T13:24:43Z,778.066123103725,616.534603839913,678.520937501816,948.069890115274
2009-11-18T19:00:00Z,2009-11-18T14:24:43Z,719.910626466088,552.24569046136,629.220372478721,722.338963897352
2009-11-18T20:00:00Z,2009-11-18T15:24:43Z,677.294846117802,509.193914088468,602.601574150127,623.838196093167
2009-11-18T21:00:00Z,2009-11-18T16:24:43Z,631.350607019858,469.641650139855,493.328100356346,610.704760385943
2009-11-18T22:00:00Z,2009-11-18T17:24:43Z,724.002206413625,531.198616339959,483.070803778633,613.988119312749
2009-11-18T23:00:00Z,2009-11-18T18:24:43Z,660.094333235102,513.997556059779,516.627840035509,692.788733556096
2009-11-19T00:00:00Z,2009-11-18T19:24:43Z,579.285897902422,367.459291388735,467.547932553022,490.041319825817
2009-11-19T01:00:00Z,2009-11-18T20:24:43Z,449.342487996193,277.113223809063,369.908895758076,402.211468533753
2009-11-19T02:00:00Z,2009-11-18T21:24:43Z,377.735219316382,218.58558053191,300.376126483148,377.586276582706
2009-11-19T03:00:00Z,2009-11-18T22:24:43Z,384.1670116418,260.977104519213,331.97351278589,403.032308265454
2009-11-19T04:00:00Z,2009-11-18T23:24:43Z,346.408640241145,195.697812562276,348.096625270338,398.107269875245
2009-11-19T05:00:00Z,2009-11-19T00:24:26Z,402.510058020367,338.670190009167,312.721133511125,395.64475068014
2009-11-19T06:00:00Z,2009-11-19T01:24:26Z,343.555347620945,212.155870432848,313.418569584597,74.6964155848396
2009-11-19T07:00:00Z,2009-11-19T02:24:26Z,233.225708389503,183.622332834127,253.176405865985,250.356118168968
2009-11-19T08:00:00Z,2009-11-19T03:24:26Z,222.513515668601,173.684922698712,221.548153881751,226.551765949624
2009-11-19T09:00:00Z,2009-11-19T04:24:26Z,221.758432755786,180.989510903844,269.758565157474,231.476804339833
2009-11-19T10:00:00Z,2009-11-19T05:24:26Z,226.754419254028,195.474999229722,238.76142011357,325.052533753808
2009-11-19T11:00:00Z,2009-11-19T06:24:26Z,273.519515653982,242.909353745036,248.325878387966,343.931847582943
2009-11-19T12:00:00Z,2009-11-19T07:24:26Z,422.329216264956,297.153544127934,331.845452289762,494.145518484325
2009-11-19T13:00:00Z,2009-11-19T08:24:26Z,539.071765192968,499.916756338642,429.943535891748,471.162005996682
2009-11-19T14:00:00Z,2009-11-19T09:24:26Z,567.841581844197,502.351327772591,471.559829505771,836.435686603865
2009-11-19T15:00:00Z,2009-11-19T10:24:26Z,869.415223648915,693.790250276833,542.200484253894,659.955144288035
2009-11-19T16:00:00Z,2009-11-19T11:24:26Z,742.775834461296,546.492607972033,632.539431128153,662.41766348314
2009-11-19T17:00:00Z,2009-11-19T12:24:26Z,1015.19377540387,641.609567074722,618.658357501434,666.521862141647
2009-11-19T18:00:00Z,2009-11-19T13:24:26Z,897.690944220139,575.678210344269,524.069124407994,931.653095481243
2009-11-19T19:00:00Z,2009-11-19T14:24:26Z,945.322644493378,420.84497888971,561.9119103357,978.440960188231
2009-11-19T20:00:00Z,2009-11-19T15:24:26Z,778.193437508472,528.854108638817,538.629902382361,896.356987018077
2009-11-19T21:00:00Z,2009-11-19T16:24:26Z,735.898625118316,620.677993425635,546.958414687433,787.185302701773
2009-11-19T22:00:00Z,2009-11-19T17:24:26Z,789.932323496809,503.218018266587,578.73245889362,876.656833457241
2009-11-19T23:00:00Z,2009-11-19T18:24:26Z,759.794905618316,434.876652938406,365.543682998435,553.245979166835
2009-11-20T00:00:00Z,2009-11-19T19:24:26Z,564.03187513262,362.870275137906,305.888626582992,448.178493509039
2009-11-20T01:00:00Z,2009-11-19T20:24:26Z,476.758154706361,313.297851029857,69.2280508753538,454.745211362651
2009-11-20T02:00:00Z,2009-11-19T21:24:26Z,381.17804443736,224.693352050252,318.379425832921,420.269942631186
2009-11-20T03:00:00Z,2009-11-19T22:24:26Z,321.130097889957,216.72851145953,307.535021952039,329.156732412316
2009-11-20T04:00:00Z,2009-11-19T23:24:26Z,243.883682630678,211.702056155666,394.28565522894,262.668714144491
2009-11-20T05:00:00Z,2009-11-20T00:24:10Z,217.439305554443,168.237403565959,332.481157000247,302.889860997867
2009-11-20T06:00:00Z,2009-11-20T01:24:10Z,152.862368871419,196.151626839458,167.582255469597,206.030772657085
2009-11-20T07:00:00Z,2009-11-20T02:24:10Z,141.47318935961,178.356688973562,203.7037807096,137.901074925858
2009-11-20T08:00:00Z,2009-11-20T03:24:10Z,142.376958103525,94.1429557484515,181.984107266342,143.646953047769
2009-11-20T09:00:00Z,2009-11-20T04:24:10Z,175.911023328828,97.3041543678626,227.255043610864,141.184433852664
2009-11-20T10:00:00Z,2009-11-20T05:24:10Z,101.044990294284,212.816122818437,207.971798654605,52.5337428288981
2009-11-20T11:00:00Z,2009-11-20T06:24:10Z,215.909464088429,210.85992849789,304.692741835471,299.606502071061
2009-11-20T12:00:00Z,2009-11-20T07:24:10Z,316.572267432376,178.71956561465,271.497557571001,300.427341802762
2009-11-20T13:00:00Z,2009-11-20T08:24:10Z,395.380474726901,194.179057294764,371.475828038311,379.22795604611
2009-11-20T14:00:00Z,2009-11-20T09:24:10Z,464.023621844583,228.283802110624,345.408673561238,309.456578851479
2009-11-20T15:00:00Z,2009-11-20T10:24:10Z,436.839878884059,195.730563010569,349.235376425027,312.739937778285
2009-11-20T16:00:00Z,2009-11-20T11:24:10Z,356.262373640905,233.409382662656,213.484298754449,516.308191240266
2009-11-20T17:00:00Z,2009-11-20T12:24:10Z,519.840473805265,310.045714774352,302.666762748195,431.761698875008
2009-11-20T18:00:00Z,2009-11-20T13:24:10Z,647.746776078914,400.88740859486,441.670569935063,558.991857288746
2009-11-20T19:00:00Z,2009-11-20T14:24:10Z,567.021144370305,353.609492612226,327.290447671007,636.15079206869
2009-11-20T20:00:00Z,2009-11-20T15:24:10Z,380.675987985887,245.938676667987,162.347546503193,507.278954191549
2009-11-20T21:00:00Z,2009-11-20T16:24:10Z,404.809035758455,236.677894142307,294.510310576414,365.273680607183
2009-11-20T22:00:00Z,2009-11-20T17:24:10Z,328.496429618685,205.074095560269,238.553896528632,341.469328387839
2009-11-20T23:00:00Z,2009-11-20T18:24:10Z,307.203100813006,209.654924199025,289.770111868698,325.052533753808
2009-11-21T00:00:00Z,2009-11-20T19:24:10Z,342.495879824848,248.356872877788,232.577751851593,339.827648924436
2009-11-21T01:00:00Z,2009-11-20T20:24:10Z,352.356276903475,238.765964159315,207.238899129485,336.54428999763
2009-11-21T02:00:00Z,2009-11-20T21:24:10Z,302.564875541101,210.323364196688,205.138054723553,291.398104754045
2009-11-21T03:00:00Z,2009-11-20T22:24:10Z,316.737795818308,217.52063954158,272.128664511332,379.22795604611
2009-11-21T04:00:00Z,2009-11-20T23:24:10Z,326.569101569901,160.412626283772,380.170790105944,403.032308265454
2009-11-21T05:00:00Z,2009-11-21T00:23:52Z,289.123918864257,159.653248650016,350.974368838553,279.085508778522
2009-11-21T06:00:00Z,2009-11-21T01:23:52Z,228.298467143829,159.529560565629,222.527978858818,253.639477095774
2009-11-21T07:00:00Z,2009-11-21T02:23:52Z,243.112492525075,190.167543405503,260.052912431281,250.356118168968
2009-11-21T08:00:00Z,2009-11-21T03:23:52Z,212.337469765913,121.949866161709,237.622668958882,247.072759242162
2009-11-21T09:00:00Z,2009-11-21T04:23:52Z,146.641483841591,99.4004119969432,187.42174204753,175.659702584129
2009-11-21T10:00:00Z,2009-11-21T05:23:52Z,134.68795773915,83.1324170106327,178.96516924633,73.8755758531381
2009-11-21T11:00:00Z,2009-11-21T06:23:52Z,157.693331122863,127.933949595664,179.565410505167,187.972298559652
2009-11-21T12:00:00Z,2009-11-21T07:23:52Z,213.20841415089,173.684922698712,213.453433072956,401.390628802051
2009-11-21T13:00:00Z,2009-11-21T08:23:52Z,322.699449995825,250.090253865781,290.921996979057,437.507576996919
2009-11-21T14:00:00Z,2009-11-21T09:23:52Z,369.222892094642,334.328549927111,280.89849189762,508.099793923251
2009-11-21T15:00:00Z,2009-11-21T10:23:52Z,499.841354675111,333.98204851017,334.974719080079,590.183767093404
2009-11-21T16:00:00Z,2009-11-21T11:23:52Z,597.78139481559,361.467020342707,527.834095908796,604.958882264032
2009-11-21T17:00:00Z,2009-11-21T12:23:52Z,663.924684066024,396.991395177912,538.709365471172,632.867433141884
2009-11-21T18:00:00Z,2009-11-21T13:23:52Z,651.496015336121,405.591925318003,423.208223778251,572.125292995971
2009-11-21T19:00:00Z,2009-11-21T14:23:52Z,613.956436801155,356.778878843711,372.199532023123,566.37941487406
2009-11-21T20:00:00Z,2009-11-21T15:23:52Z,496.64220988951,289.758018286708,275.350528346129,429.299179679903
2009-11-21T21:00:00Z,2009-11-21T16:23:52Z,556.400078668614,338.785690481481,416.759898338502,573.766972459374
2009-11-21T22:00:00Z,2009-11-21T17:23:52Z,531.481827401335,248.117684321088,316.812493552685,288.93558555894
2009-11-21T23:00:00Z,2009-11-21T18:23:52Z,394.386796571029,243.767856626959,223.441474702744,352.140244899959
2009-11-22T00:00:00Z,2009-11-21T19:23:52Z,240.585384824971,147.850581830148,132.617213110106,332.440091339122
2009-11-22T01:00:00Z,2009-11-21T20:23:52Z,167.512374240443,107.233376891204,132.096434940079,142.005273584366
2009-11-22T02:00:00Z,2009-11-21T21:23:52Z,139.672391642942,109.948948845507,178.047075632249,292.218944485747
2009-11-22T03:00:00Z,2009-11-21T22:23:52Z,137.990138043193,109.074070739437,199.356299675783,178.943061510935
2009-11-22T04:00:00Z,2009-11-21T23:23:52Z,94.1359773011661,105.937434956246,199.387165357277,63.2046593410181
2009-11-22T05:00:00Z,2009-11-22T00:23:34Z,112.89872515988,91.3118833218348,131.226938733316,130.513517340544
2009-11-22T06:00:00Z,2009-11-22T01:23:34Z,119.90422918949,100.787291567995,171.108837703967,176.48054231583
2009-11-22T07:00:00Z,2009-11-22T02:23:34Z,94.3298326352239,64.3962262387933,126.517605707094,105.067485657796
2009-11-22T08:00:00Z,2009-11-22T03:23:34Z,120.148430155013,67.6647377184448,145.818582389176,192.897336949861
2009-11-22T09:00:00Z,2009-11-22T04:23:34Z,130.804642476221,64.1816005183125,165.150424752752,105.888325389498
2009-11-22T10:00:00Z,2009-11-22T05:23:34Z,62.4174952800954,90.8744442688,179.786068045776,98.5007678041841
2009-11-22T11:00:00Z,2009-11-22T06:23:34Z,156.733612522347,132.506590622347,244.057860442961,210.955811047295
2009-11-22T12:00:00Z,2009-11-22T07:23:34Z,242.448844171779,212.502371849789,138.006250483977,453.924371630949
2009-11-22T13:00:00Z,2009-11-22T08:23:34Z,371.810218188601,263.180675008534,296.328766078751,348.856885973153
2009-11-22T14:00:00Z,2009-11-22T09:23:34Z,573.857710956657,360.592142236637,407.623621189653,486.757960899011
2009-11-22T15:00:00Z,2009-11-22T10:23:34Z,777.117384678536,472.167159209898,405.897762731796,627.942394751675
2009-11-22T16:00:00Z,2009-11-22T11:23:34Z,754.387467600858,564.485796334263,816.4963223043,876.656833457241
2009-11-22T17:00:00Z,2009-11-22T12:23:34Z,812.193432974376,504.530335425692,542.800725512732,873.373474530434
2009-11-22T18:00:00Z,2009-11-22T13:23:34Z,806.33699343148,554.771199531402,558.403059827153,696.072092482903
2009-11-22T19:00:00Z,2009-11-22T14:23:34Z,729.207948520414,455.948289896027,584.673140119011,790.468661628579
2009-11-22T20:00:00Z,2009-11-22T15:23:34Z,673.335505449254,425.54130800078,513.622035971166,558.991857288746
2009-11-22T21:00:00Z,2009-11-22T16:23:34Z,677.854798889637,362.210022752317,410.75288797997,526.158268020685
2009-11-22T22:00:00Z,2009-11-22T17:23:34Z,432.567628297897,210.85992849789,282.686081718464,350.498565436556
