TIMESTAMP,TIMESTAMP_solar,IDN_JAM_RUB_Hbr_Js_1,IDN_JAM_RUB_Hbr_Js_2,IDN_JAM_RUB_Hbr_Js_3,IDN_JAM_RUB_Hbr_Js_4,IDN_JAM_RUB_Hbr_Js_5,IDN_JAM_RUB_Hbr_Js_6,IDN_JAM_RUB_Hbr_Js_7,IDN_JAM_RUB_Hbr_Js_8,IDN_JAM_RUB_Hbr_Js_9,IDN_JAM_RUB_Hbr_Js_10
2013-06-12T17:00:00Z,2013-06-12T23:50:46Z,53.6294712324266,42.13076667187035,60.05733461284,75.54091452576138,33.278179889306045,15.352998595885808,55.96090865073867,30.108236759884456,22.02949628687909,44.78650167605232
2013-06-12T18:00:00Z,2013-06-13T00:50:34Z,82.70460487203792,66.03449474281976,98.51635951047109,122.34464586875514,55.50141196255446,24.044167164521184,84.02555345402716,45.87239445278616,33.40526845263406,72.9362081855762
2013-06-12T19:00:00Z,2013-06-13T01:50:34Z,67.86420542200743,55.388847892597994,76.55255551581774,95.81723160023417,40.9219654070794,17.774345943491834,68.84373858183828,32.994185315178306,29.47028270534392,61.29532295614464
2013-06-12T20:00:00Z,2013-06-13T02:50:34Z,56.899887401844595,45.97364497989186,55.287456568212754,83.77578616894704,30.422463515053735,12.258224029503898,69.0217978904307,27.04561098885019,22.13339979110922,52.063991733044894
2013-06-12T21:00:00Z,2013-06-13T03:50:34Z,35.71445905048907,29.538962597840523,33.58865769951204,54.154392569803754,22.945779085436325,8.551375364925612,38.650337543806124,13.72102646940582,11.957452922996332,37.55114536095252
2013-06-12T22:00:00Z,2013-06-13T04:50:34Z,19.41859369038517,17.672827778888216,19.832458249026345,30.82390943107487,15.831401941518939,4.566828029034488,18.560927479597904,5.851113750462786,7.8612552027252685,25.86726502652964
2013-06-12T23:00:00Z,2013-06-13T05:50:34Z,9.718750240722164,10.420111696274638,9.562047099654249,16.34068278349589,7.342962529313172,2.2830610699467484,23.861229518686407,3.17190353830193,3.3606870545423795,15.955358442527618
2013-06-13T00:00:00Z,2013-06-13T06:50:34Z,1.8955336951939747,2.4780581977219853,0.9544378785746201,4.554046468005695,2.103288418960435,0.6646605946325976,43.6483963401195,0,1.2688439526240816,7.856643304645982
2013-06-13T01:00:00Z,2013-06-13T07:50:34Z,33.763972918770165,10.896122336100188,22.65400324059605,11.75010076741499,0,0.40327325089692617,235.71026653349904,51.00879267315354,6.193603633890593,16.635069309619826
2013-06-13T02:00:00Z,2013-06-13T08:50:34Z,1521.2263695923914,1225.2879828295968,1163.605842883801,930.7088026828509,246.39298087475203,213.25682938258564,2668.63802471798,1375.4797391085813,407.1691679370105,1274.7979297185518
2013-06-13T03:00:00Z,2013-06-13T09:50:34Z,4109.147422162857,4163.716465245404,3730.5614906964956,2540.5912269801415,1561.668583771263,1360.2323243889066,4667.028255119822,3210.902649071088,1629.3357168821606,4880.37000543872
2013-06-13T04:00:00Z,2013-06-13T10:50:34Z,4977.2152624049595,5141.542978225006,4772.965922805719,3250.824060126883,2305.1245684774344,2042.795446856216,5004.711598337432,3621.1576840763582,2300.2893172329145,6073.665940146022
2013-06-13T05:00:00Z,2013-06-13T11:50:34Z,5123.844122702048,5446.401070403435,5285.46315531681,3535.743001668729,2594.726158371329,2403.6162729844054,5050.841726209226,3734.337704114228,2447.800668177548,6284.499170587831
2013-06-13T06:00:00Z,2013-06-13T12:50:34Z,4777.694617473411,5269.0762727441215,5096.263597676895,3488.3854933313114,2528.3221849889296,2356.851039655067,4968.042770612456,3595.79569794039,2300.7395998496986,5893.502796155893
2013-06-13T07:00:00Z,2013-06-13T13:50:34Z,4522.861339334664,5093.291661928287,4830.083331638052,3329.6743645524243,2301.5128548176745,2211.25300635807,4888.916954049813,3484.832137028466,2101.8373649543137,5446.016964914276
2013-06-13T08:00:00Z,2013-06-13T14:50:34Z,4184.590886499753,4808.8789154374645,4476.290823849365,3188.9299488318675,2062.0923096216093,2067.3625568865423,4718.635774895728,3279.1095773164607,1917.7360226950855,5171.401370729947
2013-06-13T09:00:00Z,2013-06-13T15:50:34Z,3964.038031795679,4759.020332668685,4237.963823313287,3073.498285592752,1907.8184552391067,1975.2170409997932,4639.3417822112915,3100.8092887269027,1889.9879095954152,4927.122801207769
2013-06-13T10:00:00Z,2013-06-13T16:50:34Z,3308.5093890900102,4127.985398363748,3590.700461290105,2710.143395199691,1631.899459990297,1652.339953686308,4158.178018724707,2647.3613917579205,1646.0798315012698,4298.84890047354
2013-06-13T11:00:00Z,2013-06-13T17:50:34Z,1942.2864237114086,2470.366858583821,2121.4513711556656,1793.5699599202353,1032.839218717594,896.3336503818746,2936.3411077701103,1607.4229402148837,1067.5193268495932,2754.766465075707
2013-06-13T12:00:00Z,2013-06-13T18:50:34Z,988.4554185000815,1215.0685904526845,1150.2941850315485,1059.0375366558687,608.4329326598443,435.1025779723663,1840.6749850422486,847.2181850978887,598.5050433423996,1433.550466707454
2013-06-13T13:00:00Z,2013-06-13T19:50:34Z,822.1342605313624,917.9765079420939,901.2648728546125,856.6567121294684,478.0894236738898,311.258079898136,1526.355778654791,641.077933484641,452.5537946857927,1079.2400513130094
2013-06-13T14:00:00Z,2013-06-13T20:50:34Z,635.5120164242504,692.4240114382122,721.4677426023211,704.2314353693832,383.33565921986394,225.04293248410437,1206.1269698075905,483.17862718333157,332.69395002959743,826.9618526292556
