TIMESTAMP,solar_TIMESTAMP,USA_HIL_HF1_PRE_Pta_Js_1,USA_HIL_HF1_PRE_Pta_Js_2,USA_HIL_HF1_PRE_Pta_Js_3,USA_HIL_HF1_PRE_Pta_Js_4,USA_HIL_HF1_PRE_Pta_Js_5,USA_HIL_HF1_PRE_Lst_Js_6,USA_HIL_HF1_PRE_Lst_Js_7,USA_HIL_HF1_PRE_Lst_Js_8,USA_HIL_HF1_PRE_Lst_Js_9,USA_HIL_HF1_PRE_Lst_Js_10,USA_HIL_HF1_PRE_Aru_Js_11,USA_HIL_HF1_PRE_Aru_Js_12,USA_HIL_HF1_PRE_Aru_Js_13,USA_HIL_HF1_PRE_Aru_Js_14,USA_HIL_HF1_PRE_Aru_Js_15,USA_HIL_HF1_PRE_Qal_Js_16,USA_HIL_HF1_PRE_Qal_Js_17,USA_HIL_HF1_PRE_Qal_Js_18,USA_HIL_HF1_PRE_Qal_Js_19,USA_HIL_HF1_PRE_Qal_Js_20,USA_HIL_HF1_PRE_Ltu_Js_21,USA_HIL_HF1_PRE_Ltu_Js_22,USA_HIL_HF1_PRE_Ltu_Js_23,USA_HIL_HF1_PRE_Ltu_Js_24,USA_HIL_HF1_PRE_Ltu_Js_25
2010-06-26T06:30:00Z,2010-06-26T01:11:24Z,0.30138615887540654,0.3051599313252193,0.2535408418302882,0.17840834046559548,0.28956950128763886,0.023999093190099144,0.015195379453689886,0.06153308314129296,0.006816174874231787,NA,0.008238139623708408,0.05389911470662127,0.0957133532737386,0.009115009508391803,0.011174148683632187,0.02450450384391661,0,0.10239749806546188,NA,NA,0.07972361491174489,0.009313070828219243,0.08304034844087964,0.091336833741357,0.09646233644160253
2010-06-26T06:40:00Z,2010-06-26T01:21:24Z,0.26007358888499327,0.26332355785086753,0.21885647904017208,0.1811900250591937,0.24989615045480484,0.010209793604638176,0.018671299281688033,0.05953637348208432,0.006816174874231787,NA,0.008238139623708408,0.07103411386892496,0.0811176344744274,0.009115009508391803,0.011174148683632187,0.026295217968796233,0.00995761442519622,0.10239749806546188,NA,NA,0.09650242456521335,0.009313070828219243,0.09863066503036584,0.10849478620853664,0.11458958185705678
2010-06-26T06:50:00Z,2010-06-26T01:31:24Z,0.2874707767769022,0.29106790650653397,0.24186028568373863,0.16463521230358427,0.2762068841303958,0.023999093190099144,0.013510785867314508,0.06964518399523847,0,NA,0,0.05389911470662127,0.0670247222743908,0,0,0.02273850826618543,0.00995761442519622,0.10239749806546188,NA,NA,0.11388501968276664,0,0.06382781905249403,0.07019647909948008,0.07413030766752156
2010-06-26T07:00:00Z,2010-06-26T01:41:24Z,0.20711727537341182,0.20969860063254409,0.1743666393813145,0.17563557743306712,0.19903273140353364,0.023999093190099144,0.01691631728686469,0.07794753613534439,0.006816174874231787,NA,0.008238139623708408,0.05389911470662127,0.0670247222743908,0.009115009508391803,0.011174148683632187,0.02450450384391661,0.00995761442519622,0.10239749806546188,NA,NA,0.09650242456521335,0.009313070828219243,0.09188410966562663,0.101069499655926,0.10674459672054731
2010-06-26T07:10:00Z,2010-06-26T01:51:24Z,0.2736988017256177,0.27712131767077897,0.2302978760434231,0.16463521230358427,0.2629813552135124,0.023999093190099144,0.0071991087910586275,0.05953637348208432,0,NA,0,0.05389911470662127,0.053492705478635036,0,0,0.012736566283341024,0.023405660494684774,0.10239749806546188,NA,NA,0.15026057527958675,0,0.07868626815298643,0.08654545993957703,0.09140061977891424
2010-06-26T07:20:00Z,2010-06-26T02:01:24Z,0.2736988017256177,0.27712131767077897,0.2302978760434231,0.22103346882086172,0.2629813552135124,0.023999093190099144,0.0317697986166571,0.04405408639158096,0.016015771350206206,NA,0.019360180549812277,0.08902845568627452,0.0670247222743908,0.021423048861283846,0.026268709901060446,0.009674092672242804,0.03860891355216636,0.10239749806546188,NA,NA,0.1691770217789196,0.009313070828219243,0.1860711659506033,0.20477811457795753,0.21634472345253625
2010-06-26T07:30:00Z,2010-06-26T02:11:24Z,0.19428653717367264,0.19670634265485346,0.1635820394960167,0.2123582373326394,0.18670762995353063,0.023999093190099144,0.04814061188015592,0.0555822106989678,0.026409232026137337,NA,0.031929385816957964,0.12720667420909476,0.0670247222743908,0.03533510817262386,0.04333754095601976,7.471299826402236e-4,0.05509170023638608,0.10239749806546188,NA,NA,0.1691770217789196,0.021889047406698826,0.22819433292282348,0.2511899341050211,0.2654126730679831
2010-06-26T07:40:00Z,2010-06-26T02:21:24Z,0.20711727537341182,0.20969860063254409,0.1743666393813145,0.20661549708969357,0.19903273140353364,0.010209793604638176,0.035737335918374476,0.08857516059194184,0.016015771350206206,NA,0.019360180549812277,0.07103411386892496,0.053492705478635036,0.021423048861283846,0.026268709901060446,7.471299826402236e-4,0.05509170023638608,0.10239749806546188,NA,NA,0.13181844752682298,0.021889047406698826,0.22550990167743012,0.24823166107556016,0.26228475500404536
2010-06-26T07:50:00Z,2010-06-26T02:31:24Z,0.181629478060893,0.18389013996885553,0.1529413879713055,0.2775967904849292,0.17454879636252227,0,0.05242637468909951,0.08642830721945327,0.026409232026137337,NA,0.031929385816957964,0.08902845568627452,0.053492705478635036,0.03533510817262386,0.04333754095601976,0.0017540297721667835,0.07260760036333368,0.10239749806546188,NA,NA,0.1691770217789196,0.021889047406698826,0.3145468011765613,0.34638881655310305,0.366095025217746
2010-06-26T08:00:00Z,2010-06-26T02:41:24Z,0.12118751488918117,0.12269089117256471,0.1020997406533525,0.2534490240973596,0.11647802904903251,0.010209793604638176,0.05027461411704948,0.11284654098813696,0.026409232026137337,NA,0.031929385816957964,0.07103411386892496,0.040600408371518515,0.03533510817262386,0.04333754095601976,0,0.07260760036333368,0.08848711439051904,NA,NA,0.09650242456521335,0.021889047406698826,0.3088012443534518,0.340052437460394,0.3593922395265223
2010-06-26T08:10:00Z,2010-06-26T02:51:24Z,0.1097276205251905,0.11108793229199136,0.09245452393037663,0.24451604682219466,0.10546616978026524,0.010209793604638176,0.04814061188015592,0.1476942772577706,0.026409232026137337,NA,0.031929385816957964,0.05389911470662127,0.02846186082095774,0.03533510817262386,0.04333754095601976,0.012736566283341024,0.11017094678072172,0.10239749806546188,NA,NA,0.09650242456521335,0.03610454140035252,0.2860517525634785,0.3149666524243955,0.33285782420414245
2010-06-26T08:20:00Z,2010-06-26T03:01:24Z,0.15686136259293276,0.15881115738261023,0.13211315680253294,0.2775967904849292,0.1507539824803015,0.010209793604638176,0.037754045548347596,0.1768584212825832,0.016015771350206206,NA,0.019360180549812277,0.0377740530991746,0.02846186082095774,0.021423048861283846,0.026268709901060446,0.02450450384391661,0.13003398595948895,0.11669647485249215,NA,NA,0.11388501968276664,0.051514400507966636,0.24716979161990352,0.2721031379621928,0.2875264790228384
2010-06-26T08:30:00Z,2010-06-26T03:11:24Z,0.1097276205251905,0.11108793229199136,0.09245452393037663,0.24155356757835994,0.10546616978026524,0.010209793604638176,0.020458343286232056,0.16457625691848862,0.006816174874231787,NA,0.008238139623708408,0.022900102850379096,0.02846186082095774,0.009115009508391803,0.011174148683632187,0.028109624501314295,0.13003398595948895,0.11669647485249215,NA,NA,0.09650242456521335,0.03610454140035252,0.18093456640764718,0.19911978729818602,0.2103633720739087
2010-06-26T08:40:00Z,2010-06-26T03:21:24Z,0.16915217639069952,0.17125614180433152,0.14244985369773108,0.24748614551006926,0.1625620862488734,0.010209793604638176,0.01691631728686469,0.16946727744952403,0,NA,0,0.009742767530812884,0.017259484996798198,0,0,0.02450450384391661,0.1505317169801239,0.11669647485249215,NA,NA,0.11388501968276664,0.021889047406698826,0.1482975867973759,0.16317432002659932,0.17237000993274287
2010-06-26T08:50:00Z,2010-06-26T03:31:24Z,0.12118751488918117,0.12269089117256471,0.1020997406533525,0.296009917736067,0.11647802904903251,0.010209793604638176,0.020458343286232056,0.14057554301213723,0.006816174874231787,NA,0.008238139623708408,0.022900102850379096,0.02846186082095774,0.009115009508391803,0.011174148683632187,0.0299467940641502,0.1505317169801239,0.11669647485249215,NA,NA,0.1691770217789196,0.03610454140035252,0.23088542631122805,0.2541556209206502,0.26854847651638436
2010-06-26T09:00:00Z,2010-06-26T03:41:24Z,0.20711727537341182,0.20969860063254409,0.1743666393813145,0.3656170414917072,0.19903273140353364,0.010209793604638176,0.04814061188015592,0.13119700450083263,0.026409232026137337,NA,0.031929385816957964,0.05389911470662127,0.02846186082095774,0.03533510817262386,0.04333754095601976,0.05351794320351276,0.13003398595948895,0.11669647485249215,NA,NA,0.18853916367609974,0.051514400507966636,0.277618567606007,0.305668661082503,0.3230237092222638
2010-06-26T09:10:00Z,2010-06-26T03:51:24Z,0.1097276205251905,0.11108793229199136,0.09245452393037663,0.3559386073640526,0.10546616978026524,0.010209793604638176,0.05242637468909951,0.142940495478312,0.03766997145100428,NA,0.04555158188464512,0.0377740530991746,0.02846186082095774,0.05041542091220964,0.061847455884909475,0.05559345061675092,0.13003398595948895,0.13135705932369096,NA,NA,0.15026057527958675,0.051514400507966636,0.3088012443534518,0.340052437460394,0.3593922395265223
2010-06-26T09:20:00Z,2010-06-26T04:01:24Z,0.01199296719709956,0.012140669181007367,0.01011556796859954,0.3146735806347852,0.011530121118020278,0.023999093190099144,0.05242637468909951,0.19183216202626824,0.026409232026137337,NA,0.031929385816957964,0.022900102850379096,0.007345023639117588,0.03533510817262386,0.04333754095601976,0.06191002075116132,0.11017094678072172,0.11669647485249215,NA,NA,0.06361736385681432,0.06788795257878948,0.2748195897534882,0.3025828044018576,0.31976001885532285
2010-06-26T09:30:00Z,2010-06-26T04:11:24Z,0.07681896494388396,0.07776941678905896,0.06474655437911388,0.32409716014144546,0.07384121183338271,0.023999093190099144,0.02789547224082779,0.22251029320263815,0.026409232026137337,NA,0.031929385816957964,0.009742767530812884,0,0.03533510817262386,0.04333754095601976,0.06191002075116132,0.11017094678072172,0.11669647485249215,NA,NA,0.09650242456521335,0.06788795257878948,0.23358314353850135,0.2571286796873719,0.27169212136052734
2010-06-26T09:40:00Z,2010-06-26T04:21:24Z,0,0,0,0.33675523700409715,0,0.03958893451630944,0.020458343286232056,0.22251029320263815,0.016015771350206206,NA,0.019360180549812277,0,0,0.021423048861283846,0.026268709901060446,0.07272030631110156,0.11017094678072172,0.11669647485249215,NA,NA,0.03383787544868696,0.06788795257878948,0.19383129369245375,0.21332696056529651,0.22538194149252957
2010-06-26T09:50:00Z,2010-06-26T04:31:24Z,0.01199296719709956,0.012140669181007367,0.01011556796859954,0.3559386073640526,0.011530121118020278,0.056491712200061994,0.018671299281688033,0.22510905350481217,0.006816174874231787,NA,0.008238139623708408,0.009742767530812884,0.007345023639117588,0.009115009508391803,0.011174148683632187,0.07053121431370549,0.1505317169801239,0.10239749806546188,NA,NA,0.02051621182595844,0.06788795257878948,0.1657062659404879,0.1823463561281047,0.1926334171563588
2010-06-26T10:00:00Z,2010-06-26T04:41:24Z,0.02819614794177348,0.028543860613391762,0.0237773561296761,0.37861005101550477,0.027106604214068377,0.056491712200061994,0.011865242199731615,0.22771413533143836,0.006816174874231787,NA,0.008238139623708408,0.022900102850379096,0.007345023639117588,0.009115009508391803,0.011174148683632187,0.06835539428961696,0.17161630634204209,0.10239749806546188,NA,NA,0.00872955723107178,0.06788795257878948,0.12651719557281227,0.13919236619639833,0.1470258509536152
2010-06-26T10:10:00Z,2010-06-26T04:51:24Z,0.09850282959977603,0.09972317865083542,0.08300539142019683,0.38842029422211233,0.09467972406490031,0.056491712200061994,0.003065359246052756,0.2541050543935868,0.016015771350206206,NA,0.019360180549812277,0.022900102850379096,0.007345023639117588,0.021423048861283846,0.026268709901060446,0.07492244104598868,0.21539659705615077,0.08848711439051904,NA,NA,0.03383787544868696,0.06788795257878948,0.12651719557281227,0.13919236619639833,0.1470258509536152
2010-06-26T10:20:00Z,2010-06-26T05:01:24Z,0.181629478060893,0.18389013996885553,0.1529413879713055,0.4757050874435508,0.17454879636252227,0.056491712200061994,0,0.2147523084803952,0.03766997145100428,NA,0.04555158188464512,0.0377740530991746,0.017259484996798198,0.05041542091220964,0.061847455884909475,0.06619308598536228,0.3829681399860072,0.0749983573345302,NA,NA,0.06361736385681432,0.08508113279663797,0.2042791162852856,0.22483764683445456,0.23755083036277388
2010-06-26T10:30:00Z,2010-06-26T05:11:24Z,0.181629478060893,0.18389013996885553,0.1529413879713055,0.5103125792992872,0.17454879636252227,0.07445485179652571,0.013510785867314508,0.18931914116329498,0.03766997145100428,NA,0.04555158188464512,0.07103411386892496,0.017259484996798198,0.05041542091220964,0.061847455884909475,0.06404454042437305,0.6536720093218488,0.0749983573345302,NA,NA,0.00872955723107178,0.12155464018454976,0.3524423398080401,0.38818891243676157,0.41031722881950833
2010-06-26T10:40:00Z,2010-06-26T05:21:24Z,0.26007358888499327,0.26332355785086753,0.21885647904017208,0.5454708789182939,0.24989615045480484,0.07445485179652571,0.018671299281688033,0.1818216394841988,0.062179122198144594,NA,0.07521421242699036,0.1472551087027482,0.02846186082095774,0.083262272240358,0.10219004564622623,0.06619308598536228,1.1487109954593024,0.06197270041631988,NA,NA,0,0.24399565126259903,0.6687054416418804,0.7375330534826521,0.780224330800134
2010-06-26T10:50:00Z,2010-06-26T05:31:24Z,0.47859626639952,0.48463737989951516,0.4021005163798656,0.5883683607783432,0.45968707181815915,0.07445485179652571,0.018671299281688033,0.17933648580561204,0.0752483718528534,NA,0.09103873348074348,0.2784391534388959,0.040600408371518515,0.100790336011257,0.12373156877319827,0.059789803163750994,1.7845292951493372,0.037545120246625555,NA,NA,0.00872955723107178,0.6100771306895209,1.2297347039480724,1.3592308482966384,1.439805392018946
2010-06-26T11:00:00Z,2010-06-26T05:41:24Z,0.7924184255333628,0.8025504127695647,0.6643807732944359,0.7252858045868508,0.760723670043108,0.09332067220469135,0.03374233571730802,0.17438749686325186,0.13179640197062592,NA,0.15956185418574695,0.611249139171936,0.0670247222743908,0.17672582297105893,0.21715464768803638,0.07492244104598868,2.6240601824838614,0.02632177455589393,NA,NA,0.02051621182595844,1.389749348947741,2.201289828235319,2.4412433859543596,2.591277448257936
2010-06-26T11:10:00Z,2010-06-26T05:51:24Z,1.3575588346750211,1.3752794210587633,1.1343597733524455,0.8333437512464279,1.3021803168692578,0.1129803200328211,0.09138449146938336,0.20449911208818058,0.21010615838112492,NA,0.2545879443908292,1.2872772476770824,0.11076712068812615,0.2821198356260809,0.34707024856146457,0.09298451741717809,3.4913122132493917,0.01596277658351779,NA,NA,0.048277056913453076,2.717559921066613,3.2164224435845856,3.5784979280373386,3.805956153888264
2010-06-26T11:20:00Z,2010-06-26T06:01:24Z,2.4179443614247678,2.450597912157917,2.0089284421887217,0.9329080025184119,2.3160691061062453,0.1129803200328211,0.18800198037448523,0.3114334945825221,0.2951523188906411,NA,0.35794983565233934,2.4387408902104633,0.19185629571853235,0.3968670985375248,0.48882057617693514,0.12385720016877491,4.340040753245976,0,NA,NA,0.11388501968276664,4.17488338645704,4.082400385344828,4.553752282830108,4.850986085458883
2010-06-26T11:30:00Z,2010-06-26T06:11:24Z,3.387150901221926,3.4341808063861254,2.8007848513173133,1.1703078796073292,3.2406289030682998,0.13335368960578894,0.34339882913770714,0.5726234821643207,0.4816625171220288,NA,0.5851712553582996,3.986459809209108,0.29957050130255564,0.6494821394782463,0.8019202120478099,0.19569268698584041,5.069567825522207,0,NA,NA,0.3348790775425076,5.173149657326616,4.836347271064728,5.406511249125864,5.76720658602864
2010-06-26T11:40:00Z,2010-06-26T06:21:24Z,4.116731677886915,4.17501411729912,3.392475053103346,1.47613418923032,3.935334834238392,0.15437915037805391,0.6157396698353064,1.0622560181235372,0.7732507079824811,NA,0.9417899823456275,5.657531922579672,0.541369424136672,1.0468882086237108,1.2971497827010572,0.3144585420029059,5.7836184235741435,0,NA,NA,0.75149371084734,5.722683972221843,5.401735093036764,6.048184391470691,6.4580973987191035
2010-06-26T11:50:00Z,2010-06-26T06:31:24Z,4.901842455980184,4.9726301248458,4.025206058383836,1.8696238583681843,4.681754718954444,0.1760077051410636,1.1473915723869492,1.9273300485079787,1.3170869574407496,NA,1.6110452017367676,7.953374751858324,0.8595361827129888,1.7954968336576667,2.238180289071779,0.5222879210526444,6.546279912277788,0,NA,NA,1.4857643012570028,6.626155698605592,6.15601637214588,6.907095545544864,7.384813736020631
2010-06-26T12:00:00Z,2010-06-26T06:41:24Z,5.710996314825156,5.795088616148616,4.673157260724683,2.3533261233642864,5.449815584714232,0.19819940600812283,1.8626945918196527,3.0826450867786557,2.1921667657955894,NA,2.6983166045944103,10.398169481030711,1.536603951841236,3.0188314063031907,3.7970956011303723,0.7954039649325959,7.166892625303644,0.01596277658351779,NA,NA,2.75989740369809,7.825909379701067,6.82188743170332,7.6680028681582675,8.207595945617795
2010-06-26T12:10:00Z,2010-06-26T06:51:24Z,6.2927376894360725,6.386650019155656,5.13648299531502,2.87776402292619,6.001270816571316,0.22092102572893954,2.453251822795969,4.034897536116995,3.197535027528067,NA,3.9622004624397595,12.66667903278252,2.3784558651039527,4.45117040742726,5.653558758809088,1.0943715920803379,7.582851636161941,0.0749983573345302,NA,NA,3.573782258824609,8.991230436767664,7.389193523373828,8.318224252814435,8.912013996623147
2010-06-26T12:20:00Z,2010-06-26T07:01:24Z,6.504327376167995,6.601863379283244,5.304492225455507,3.4260309760925844,6.201693746717615,0.24414447496169162,3.095407892357273,4.848781884247727,4.408953871268808,NA,5.504935227567624,14.95120820909454,3.3324413468389054,6.21361192112982,7.981898052174084,1.387076735538018,7.970092985293739,0.13135705932369096,NA,NA,4.280183763301116,10.091462597613827,7.915198555785744,8.922690132833411,9.567941416354008
2010-06-26T12:30:00Z,2010-06-26T07:11:24Z,7.0110626220059045,7.11738821998656,5.705768883449124,4.406452429967316,6.68136255592464,0.31660058761170873,4.149806546238372,6.294544820571672,6.250718879576244,NA,7.890159022400017,17.368738487068715,4.977048541153319,8.9674296210648,11.713867262214299,1.816889718359873,8.49967028956098,0.20940286770279107,NA,NA,5.48586811298412,11.140937123040253,8.811141249595572,9.955739201350644,10.691313163044516
2010-06-26T12:40:00Z,2010-06-26T07:21:24Z,8.0020673479836,8.126029487484972,6.4861900609635,5.434323519772476,7.6181385071653915,0.44565832349553236,5.424232395931416,7.292780680598784,8.486212873756896,NA,10.847589503262697,19.442339179241472,6.894452978613864,12.428453918727827,16.56317401392715,2.334690188956915,8.982423336038472,0.32969321829040427,NA,NA,6.878895954529033,12.089969193368448,9.785986273335563,11.084663528427312,11.922317326178783
2010-06-26T12:50:00Z,2010-06-26T07:31:24Z,9.145536436027188,9.290568384057131,7.379755334157924,6.128093920808196,8.696955283023168,0.583862405670054,6.234884203778928,7.91575175599344,10.44688786273854,NA,13.496439356368414,19.349579976495587,8.392428119347523,15.570615206185488,21.117784623442237,2.9361487804899267,8.989630181746884,0.441282811433652,NA,NA,7.454672272740275,11.768391491843914,9.83083527279882,11.136722886733823,11.979168095762029
2010-06-26T13:00:00Z,2010-06-26T07:41:24Z,9.617475442855104,9.771424154077787,7.74645096838644,6.243567073130844,9.141574667473439,0.6414846980444856,6.404805056222928,7.555514166741959,11.200282148814587,NA,14.527786852027404,18.030052115425583,8.888451672405743,16.804617861655114,22.946133978236915,3.2544717694911465,8.717970333769955,0.5195068269820452,NA,NA,7.39605809016702,10.548769863500207,8.743646836213884,9.877765149044604,10.60641800591346
2010-06-26T13:10:00Z,2010-06-26T07:51:24Z,9.315630376581959,9.463861326669877,7.512057593080163,6.059292095761668,8.857245210269472,0.6707737071520812,6.6795979640263194,7.093276111710216,11.302682966511371,NA,14.668544080714751,17.123968893270348,9.113844647531556,16.97348891105028,23.198085499168258,3.3613154701670918,8.626064714288136,0.559691085501486,NA,NA,7.631916542634492,9.903138965714447,8.083887066022609,9.11686077489096,9.778861490864868
2010-06-26T13:20:00Z,2010-06-26T08:01:24Z,8.97715932323274,9.119040981067368,7.248632467700125,5.975689602222755,8.538235943259744,0.6707737071520812,7.155441950824116,7.1668465262879755,11.128333820668631,NA,14.428971306629784,16.756206770136814,9.457746679515491,16.686130872306165,22.769605355679683,3.418059629336659,8.647227364990716,0.6005628933959016,NA,NA,7.9684585002711,9.567788996363182,7.843466598561072,8.840169287415288,9.4783342961718
2010-06-26T13:30:00Z,2010-06-26T08:11:24Z,9.103281840088776,9.247521678192973,7.346864389220568,5.877576501831359,8.657128754675533,0.7003746728146512,7.312109874861527,7.093276111710216,10.74337721297154,NA,13.901421075697836,16.25072491231369,9.515749812025751,16.054472248906897,21.83201577357264,3.498094474925947,8.597890998735227,0.663121635651468,NA,NA,8.029342952946683,9.107716661957628,7.489818632677212,8.433741710935152,9.037286150984425
2010-06-26T13:40:00Z,2010-06-26T08:21:24Z,8.893609527039407,9.033934073284367,7.183510603999956,6.4461163522559035,8.459460874902419,0.7910055185751755,8.727464990168857,7.784461498621644,11.4360312499686,NA,14.852047662644651,18.14017408903141,10.780509489827688,17.19380802319135,23.527428992463097,3.707086751608644,9.302517900551663,0.7271359834428036,NA,NA,9.60505267452372,11.033244371410415,9.126965210667443,10.320924971294243,11.0891369158731
2010-06-26T13:50:00Z,2010-06-26T08:31:24Z,9.792376219478593,9.949661855164116,7.8820423191550795,7.031324114100288,9.306257703747443,0.9159714001106101,9.700491833125776,9.149450295216887,12.098151552796702,NA,15.766669440042335,18.65306617015806,11.872588098105863,18.294685585952614,25.18382388877452,4.120593308848296,9.531754782435502,0.836943224886198,NA,NA,10.600402721909616,11.459921635939356,9.902834849529361,11.220320102332607,12.070474808319144
2010-06-26T14:00:00Z,2010-06-26T08:41:24Z,10.192437674760528,10.357421452282225,8.191572691548203,7.684247041788852,9.682759680414517,1.045469460380526,10.864790561261879,10.123475166798192,13.138227575591866,NA,17.2150085149398,19.970340301959407,13.099909103896751,20.047326480717192,27.85798285932855,4.494166696832436,9.938537782818155,0.9505027865314691,NA,NA,11.683511519674498,12.499482984425027,11.154068818812899,12.677464992677509,13.665032890432489
2010-06-26T14:10:00Z,2010-06-26T08:51:24Z,10.647765676875924,10.821621096556596,8.542830032245009,8.958953418774408,10.110957877911025,1.2134797636269672,12.206550134592971,11.638890794490553,14.479331212562542,NA,19.103487947910647,21.79694451657618,14.782186858295377,22.349699753573915,31.44072994481469,4.986410475713472,10.40970020154642,1.1396776370570496,NA,NA,13.0237011941193,13.189688021851993,12.391595202297959,14.12668785416155,15.256544877816264
2010-06-26T14:20:00Z,2010-06-26T09:01:24Z,11.162110292179882,11.346127046852507,8.938308771566785,10.250303248158696,10.594255796620992,1.3174684069248468,13.4576789566752,14.268423009790906,15.63150373937856,NA,20.744766977698763,24.106794582721573,16.219176763466592,24.366329142206002,34.64463832034392,5.308480213114176,10.869437444771556,1.4918573900793635,NA,NA,14.243116422066048,13.534976474043516,13.405702980697956,15.32016819454878,16.571354726865025
2010-06-26T14:30:00Z,2010-06-26T09:11:24Z,11.788720828931016,11.98531550643192,9.418262762722895,10.922944531102091,11.182474927389636,1.3880946062565684,13.02821721074646,15.1509191678172,15.387455536848682,NA,20.395663953218495,23.427759883075883,15.801555842729242,23.936175284680694,33.95603989608415,5.376683592787428,10.370608104022235,1.7319132655804186,NA,NA,13.837147298205084,12.574098268929502,12.682184972253335,14.46813596746357,15.632324141125139
2010-06-26T14:40:00Z,2010-06-26T09:21:24Z,11.4487540977015,11.638497673817639,9.158114175639984,9.825279028435727,10.863414450796212,1.4237939392683732,11.781122143742495,14.47745145523596,14.507594148575988,NA,19.143540324369145,20.886664186428263,13.961056854993084,22.39873916652875,31.517908829363623,5.213638408578731,9.78676113752586,1.7319132655804186,NA,NA,12.695982768498238,11.444236009369055,11.125099236805488,12.643635140472202,13.62794813978274
2010-06-26T14:50:00Z,2010-06-26T09:31:24Z,11.209582537514388,11.394544583012435,8.974740892658184,10.360687707525996,10.638841264716131,1.6433288130516948,12.697779476521115,15.094009776264226,15.008169801587218,NA,19.854659777205455,22.000523108626584,14.70624867984762,23.27086084672829,32.89654906532392,5.315283299827548,10.107025179312599,1.7866781641501956,NA,NA,13.628729663325108,12.491209521148788,12.156025350184596,13.850208807664355,14.952491567270568
2010-06-26T15:00:00Z,2010-06-26T09:41:24Z,11.886966237016656,12.085552651396213,9.49333221318258,11.2581489847536,11.274644848217724,1.9500447368269909,13.65800734014462,17.100387707833008,15.74330464563847,NA,20.90495573756215,22.922068387952446,15.627123464934167,24.563927747457036,34.961906144569646,5.914823337406441,10.145543251797719,1.9540366886401561,NA,NA,14.674268525586191,13.10425683833124,13.297696334144026,15.192806526950545,16.43086822420789
2010-06-26T15:10:00Z,2010-06-26T09:51:24Z,12.487012355175084,12.697878468174084,9.950770116605375,12.345337964978748,11.837256443681111,2.3555501068005036,14.466442387074514,18.320150931257484,16.425724901896764,NA,21.886290104348664,23.575804097602173,16.504543797746074,25.777442338545345,36.923486936927034,6.291459858275207,10.007269525044505,2.21362761598052,NA,NA,15.087409211232144,13.378887661654403,13.920918710111351,15.928532256670776,17.242992760212253
2010-06-26T15:20:00Z,2010-06-26T10:01:24Z,13.053338836236287,13.275974648554127,10.380851456337828,12.58151624100108,12.367739223638567,2.7545122941559703,14.80095380107674,20.18375525824686,16.688800670827753,NA,22.266233204084926,23.683945789805293,16.943344005901825,26.24866352192088,37.691306698207676,6.6186639885165475,9.961418456390268,2.39235448200885,NA,NA,15.427117419581341,13.335736083121837,14.076837777236578,16.112907586434744,17.446733605755792
2010-06-26T15:30:00Z,2010-06-26T10:11:24Z,12.69112100807495,12.906208939639177,10.105958471919587,13.436392900090356,12.028503865864751,3.0549712214948253,15.001602663541066,20.76394350298064,16.19601841124006,NA,21.555284189429987,23.751737619048,16.818331736394395,25.367544876727873,36.25837685437536,6.439212412888823,9.711366940357596,2.5755992667377243,NA,NA,15.051947752219931,13.129849037281355,14.256428729575427,16.325428448326175,17.681685096279672
2010-06-26T15:40:00Z,2010-06-26T10:21:24Z,13.053338836236287,13.275974648554127,10.380851456337828,13.685567599270044,12.367739223638567,3.3711293061632808,15.216790431321503,21.430042358013793,15.915797973941435,NA,21.15242685744253,23.697491625130642,16.801712794694843,24.869462928699416,35.453656236941065,6.454076921478828,9.287834508387144,2.7950915237752945,NA,NA,15.140707071035795,13.010690401133003,14.3581087550268,16.4458253094845,17.814840984620783
2010-06-26T15:50:00Z,2010-06-26T10:31:24Z,13.422061399665958,13.652453512427003,10.660016828699172,13.685567599270044,12.712859427908953,3.6888756340175997,15.242243008942799,21.680356663294557,15.976099656075778,NA,21.239032111733557,22.935263151261204,16.34919949691748,24.976465927212526,35.62621300580623,6.671448626318388,8.87469734026566,2.8910426256169846,NA,NA,14.857912342554659,13.03616625847884,14.426161066571076,16.526433754317456,17.90401275511801
2010-06-26T16:00:00Z,2010-06-26T10:41:24Z,13.210558984869625,13.436493047323307,10.499966791476444,13.471808520055534,12.514921014411433,3.9367990595861637,15.229513117693296,21.15294340662367,15.284708885453473,NA,20.248922099138397,22.347448145385297,15.548274068775012,23.75555999928883,33.66774945361069,6.6036196543174555,8.506666119623112,2.9881253440416384,NA,NA,14.354397151171307,12.816423211282991,14.211390519381348,16.272116589167855,17.622735460383417
2010-06-26T16:10:00Z,2010-06-26T10:51:24Z,13.053338836236287,13.275974648554127,10.380851456337828,12.056765991266628,12.367739223638567,3.921747298091856,13.944099996084528,18.56883638661444,13.736701842108442,NA,18.054837098259586,20.12486713737786,13.742441643330793,21.06883396370275,29.437733524582658,6.058406845950984,8.229208592808,2.9556385994053587,NA,NA,13.12871892115626,11.920479054135154,12.724042685772348,14.517355352969627,15.68651754116941
