TIMESTAMP,solar_TIMESTAMP,SWE_NOR_ST5_REF_Pab_Jt_1,SWE_NOR_ST5_REF_Pab_Jt_2,SWE_NOR_ST5_REF_Pab_Jt_3,SWE_NOR_ST5_REF_Pab_Jt_4,SWE_NOR_ST5_REF_Pab_Jt_5,SWE_NOR_ST5_REF_Psy_Jt_6,SWE_NOR_ST5_REF_Psy_Jt_7,SWE_NOR_ST5_REF_Psy_Jt_8,SWE_NOR_ST5_REF_Psy_Jt_9,SWE_NOR_ST5_REF_Psy_Jt_10,SWE_NOR_ST5_REF_Pab_Jt_11,SWE_NOR_ST5_REF_Pab_Jt_12,SWE_NOR_ST5_REF_Pab_Jt_13,SWE_NOR_ST5_REF_Pab_Jt_14,SWE_NOR_ST5_REF_Pab_Jt_15,SWE_NOR_ST5_REF_Psy_Jt_16,SWE_NOR_ST5_REF_Psy_Jt_17,SWE_NOR_ST5_REF_Psy_Jt_18,SWE_NOR_ST5_REF_Psy_Jt_19,SWE_NOR_ST5_REF_Psy_Jt_20,SWE_NOR_ST5_REF_Pab_Jt_21,SWE_NOR_ST5_REF_Pab_Jt_22,SWE_NOR_ST5_REF_Pab_Jt_23,SWE_NOR_ST5_REF_Pab_Jt_24,SWE_NOR_ST5_REF_Psy_Jt_25,SWE_NOR_ST5_REF_Psy_Jt_26,SWE_NOR_ST5_REF_Psy_Jt_27,SWE_NOR_ST5_REF_Psy_Jt_28,SWE_NOR_ST5_REF_Psy_Jt_29,SWE_NOR_ST5_REF_Bpu_Jt_30,SWE_NOR_ST5_REF_Pab_Jt_31,SWE_NOR_ST5_REF_Pab_Jt_32,SWE_NOR_ST5_REF_Psy_Jt_33,SWE_NOR_ST5_REF_Psy_Jt_34,SWE_NOR_ST5_REF_Bpu_Jt_35
1998-08-25T05:00:00Z,1998-08-25T06:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T05:30:00Z,1998-08-25T06:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0645146420824295,0.027408259408053286,0,0.059867792873256005,0,0,0.030198508164773884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T06:00:00Z,1998-08-25T07:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07298626174981922,0.06852064852013322,0,0.15565626147046563,0,0.005146838477674558,0.09059552449432165,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T06:30:00Z,1998-08-25T07:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02817376667993937,0.13033261026753432,0.1233371673362398,0.10700628591905391,0.31131252294093126,0,0.02058735391069823,0.1660917949062563,0,0.013332148155743757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T07:00:00Z,1998-08-25T08:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15495571673966657,0.23134038322487344,0.2603784643765062,0.19872595956395728,0.6705192801804674,0,0.1441114773748876,0.3472828438948996,0.10750746276522966,0.1923638519614456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T07:30:00Z,1998-08-25T08:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4366933835390603,0.4450858640636297,0.4796445396409325,0.42802514367621564,1.3410385603609345,0,0.5301243632004796,0.8002604663665079,0.5017014929044051,0.6608936300061548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T08:00:00Z,1998-08-25T09:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9860818337978782,0.7194360086767895,0.8222477822415986,0.8866235119007324,2.2749761291837283,0.3155318296319364,1.327884327240036,1.6065606343659702,1.3545940308418936,1.8150767417748284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T08:30:00Z,1998-08-25T09:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9299030175758471,1.1417136659436005,1.411525359514744,1.6815273501565613,3.759697392440478,0.9432026735234229,2.3623988612526223,2.675587823398966,2.451170151047236,3.350178372279038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T09:00:00Z,1998-08-25T10:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3808520015927255,1.7171321402747648,2.315997919980503,2.797450046169552,5.663493205810019,1.9780113621012787,3.854982019778244,4.188533082454137,4.376748261908905,5.589979262443989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T09:30:00Z,1998-08-25T10:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.353015669188482,2.3961650397686185,3.384920036894581,3.8522262930859408,7.387685640559791,3.6404908945706205,5.651228648486666,5.822272374168405,6.744301497472074,8.124992004628979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T10:00:00Z,1998-08-25T11:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.071784153802632,3.2198671366594356,4.714220618185165,5.044582050469685,9.459111273974449,5.540467503107012,7.529824692837878,7.5164086822122185,8.43097413552212,10.260040302141658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T10:30:00Z,1998-08-25T11:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67802628883487,4.233854844540852,6.276491404444202,6.29808425695003,12.117241277547016,8.102043109258753,9.79958046149236,9.61822485048048,11.801930356894099,14.233020452553296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T11:00:00Z,1998-08-25T12:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.35487155770481,5.457026391901662,8.058028265967666,7.322287279318117,16.23614542722703,11.427002174197437,12.928858255918492,12.08242311672603,16.128508469512564,20.996228752702734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T11:30:00Z,1998-08-25T12:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.22876447619647,7.0431742588575545,10.182168370091796,8.621649322620915,21.30096070430449,14.972494238341241,15.88829038058136,14.365430333982934,18.84247464065259,25.626293347933178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T12:00:00Z,1998-08-25T13:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11573197520102,7.86752801879971,10.565884001804541,8.621649322620915,19.492953359532155,14.39571562503555,15.080236739586457,13.356800161279487,16.766386081919595,20.095356455893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T12:30:00Z,1998-08-25T13:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.467397907286715,7.714387201735356,10.33291379683609,8.010184831654893,17.984284979126105,12.563595323946886,13.350899011087803,12.076383415093076,13.507715432769078,16.973729194855476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T13:00:00Z,1998-08-25T14:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.90442872510147,8.71794830079537,12.237787825695792,9.233113813586938,20.774124127019835,13.785008858005995,15.075089901108782,14.14800107519656,16.0305572256598,20.81338786370968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T13:30:00Z,1998-08-25T14:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.81956999078596,8.60325560375994,11.497764821678354,9.324833487231842,17.277845023221687,12.90287686118553,14.514084507042257,13.954730622942009,15.196777125547245,17.89174282500812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T14:00:00Z,1998-08-25T15:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.749641725499654,9.672634671005058,13.155964515865577,11.99999063520819,20.199393315436577,13.886793319177587,16.634581959844173,16.388730381022786,16.417584091614625,21.645694827146826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T14:30:00Z,1998-08-25T15:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.566849676355744,10.800663412870568,14.1974783733716,14.644574558636235,21.456616965774952,15.837662158299773,19.099917590650286,18.49054654929105,20.493311457780887,23.952156458090496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T15:00:00Z,1998-08-25T16:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89051055889935,11.160381417208965,13.580792536690401,15.500624845988666,20.378996694056344,15.922482542609435,18.69846418939167,17.693305933741016,20.11345175601041,21.192401789851537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T15:30:00Z,1998-08-25T16:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.81956999078596,10.325601048445407,11.4703565622703,14.369415537701524,17.241924347497733,13.343942859595762,15.749325741684146,14.978460049727845,15.612472648239464,15.81383230530577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T16:00:00Z,1998-08-25T17:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94601450656999,10.010847794649312,10.415138575060249,14.369415537701524,16.9785060588554,11.443966251059368,14.550112376385975,14.317112720919294,14.468115433471795,14.101603563589538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T16:30:00Z,1998-08-25T17:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.508983688755235,9.176719088937093,8.798051269985105,12.794894473464018,14.056957766640512,9.408277027627522,12.26491609229847,12.870604179826628,12.009778118240213,10.732379265373725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T17:00:00Z,1998-08-25T18:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.00151845424063,7.956805856832971,7.1535557055019074,10.073877488665218,11.231197943022828,7.185982958714423,9.784139946059335,10.306750836637324,8.452475628075167,7.363154967157908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T17:30:00Z,1998-08-25T18:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.677182703145633,6.564853579175704,5.495356011314684,6.84840229881945,7.842680866396537,5.184221889006438,7.370272700029967,7.456011665882671,5.838849755516028,4.870043262033826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T18:00:00Z,1998-08-25T19:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.296499418690756,4.8210032537960945,3.7686356686073266,4.234391599939705,4.705608519837923,3.2842452804700475,4.781412945759664,4.454279954304147,3.440238808487349,2.805464890487222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T18:30:00Z,1998-08-25T19:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6342471845743316,3.3697496384671,2.5489681249489555,2.598724086605595,2.921548292214893,1.9101550546535506,2.9903131555289186,2.6302900611518045,1.9733592054239935,1.5312924453168544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T19:00:00Z,1998-08-25T20:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6763391174563929,2.3642335502530725,1.7815368615234635,1.6509541256082603,1.9157693719441926,1.1637356727285395,1.955798621516332,1.5461636180364224,1.1754149262331774,0.8570666671549558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T19:30:00Z,1998-08-25T20:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1269506671975749,1.69888557483731,1.2881881921785043,1.008916410093937,1.2332765331890738,0.722669674318306,1.2867096194186398,0.9150147973926487,0.711938308978632,0.48757570398148586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T20:00:00Z,1998-08-25T21:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7888654670383025,1.2329464931308745,0.959289079281865,0.6420377155143234,0.8022284245016306,0.46820852138932495,0.8698157027270002,0.5254540420670655,0.42764079633280244,0.25140622236545374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T20:30:00Z,1998-08-25T21:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5634753335987874,0.9064633044107013,0.7126147446093855,0.382165306853764,0.5268365772846529,0.3324959064938685,0.6073269403655979,0.27178657348296487,0.25085074645220257,0.11998933340169378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T21:00:00Z,1998-08-25T22:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4366933835390603,0.6783812364425161,0.5207569287530124,0.22929918411225841,0.34723319866488483,0.23071144532227605,0.4168939166916392,0.07851612122841206,0.12184179113392692,0.0190459259367768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T21:30:00Z,1998-08-25T22:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35217208349924217,0.5311053868402025,0.41112389112079933,0.13757951046735503,0.23947117149302408,0.16285513787454778,0.2985166317051244,0,0.02150149255304594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T22:00:00Z,1998-08-25T23:09:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2958245501393635,0.44899584237165574,0.3151949831926128,0.09171967364490334,0.14368270289581445,0.1119629072887516,0.22131405454000605,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T22:30:00Z,1998-08-25T23:39:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22539013343951503,0.3597180043383948,0.23297020496845294,0.09171967364490334,0.059867792873256,0.06107067670295543,0.15955199280791132,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T23:00:00Z,1998-08-26T00:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19721636675957563,0.28477675343456255,0.20556194556039967,0.03057322454830112,0.023947117149302404,0.010178446117159238,0.11323044650884029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-25T23:30:00Z,1998-08-26T00:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16904260007963623,0.23459869848156176,0.17815368615234636,0,0,0,0.07720257716511837,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T00:00:00Z,1998-08-26T01:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14086883339969686,0.19680224150397685,0.13704129704026644,0,0,0,0.04117470782139646,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T00:30:00Z,1998-08-26T01:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14086883339969686,0.09774945770065074,0.10963303763221315,0,0,0,0.025734192388372792,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T01:00:00Z,1998-08-26T02:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11269506671975749,0.07168293564714387,0.09592890792818651,0,0,0,0.015440515433023674,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T01:30:00Z,1998-08-26T02:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07043441669984843,0.03909978308026029,0.08222477822415986,0,0,0,0.005146838477674558,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T02:00:00Z,1998-08-26T03:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05634753335987874,0.026066522053506864,0.05481651881610657,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T02:30:00Z,1998-08-26T03:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05634753335987874,0.013033261026753432,0.05481651881610657,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T03:00:00Z,1998-08-26T04:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04226065001990906,0.013033261026753432,0.05481651881610657,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T03:30:00Z,1998-08-26T04:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02817376667993937,0,0.05481651881610657,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T04:00:00Z,1998-08-26T05:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014086883339969686,0,0.027408259408053286,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T04:30:00Z,1998-08-26T05:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.027408259408053286,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T05:00:00Z,1998-08-26T06:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.013704129704026643,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T05:30:00Z,1998-08-26T06:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T06:00:00Z,1998-08-26T07:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T06:30:00Z,1998-08-26T07:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T07:00:00Z,1998-08-26T08:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.05481651881610657,0,0.19157693719441923,0,0.07720257716511837,0.03321835898125127,0.05972636820290537,0.16189037046260277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T07:30:00Z,1998-08-26T08:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061982286695866626,0.05213304410701373,0.2603784643765062,0.025987240866055944,0.7663077487776769,0,0.6124737788432724,0.4756265035951886,0.6330995029507969,1.0760948154278889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T08:00:00Z,1998-08-26T09:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495858293566933,0.1694323933477946,0.5344610584570391,0.27668768216212514,1.4488005875327956,0.13231979952307013,1.1940665268204975,0.9708820374974803,1.170636816776945,1.78079407508863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T08:30:00Z,1998-08-26T09:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9073640042318958,0.6040916485900216,1.343004710994611,1.096050100056595,3.5321997795221045,0.6955271513392146,2.3212241534312255,2.0701077346952492,2.3651641808350523,3.5520651872088718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T09:00:00Z,1998-08-26T10:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.319038432034707,1.3717507230657988,2.672305292285195,2.435157335272184,6.28611825169188,2.8380900590012343,5.357858855259216,4.9208469054499036,6.295159208586226,8.361161486245013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T09:30:00Z,1998-08-26T10:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1251455933566685,2.359020245842371,4.33050498647242,4.018850366874182,9.016089606712356,5.284309942491837,7.761432424333234,7.454501740474432,8.397527369328493,10.265754079922692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T10:00:00Z,1998-08-26T11:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.691607020761296,3.22703543022415,5.303498195458311,4.7923529479462,9.626741094019566,6.341171930990204,8.487136649685347,7.78366547947047,9.078407966841615,10.056248894618147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T10:30:00Z,1998-08-26T11:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.793370015084774,4.090488973246566,6.399828571780441,5.443562630825014,11.686193168859573,7.5659782804217,10.031188192987715,8.641303111350044,10.774636823804126,12.808385192482396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T11:00:00Z,1998-08-26T12:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68433591072225,5.53587762111352,8.482856286792492,6.843816315137204,16.82284979738494,10.641565415489982,14.097190590350616,11.733630347422892,14.453781105103099,19.607780751911708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T11:30:00Z,1998-08-26T12:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.631311905443912,7.058162509038322,10.511067482988437,7.877191304869782,20.941753947064953,13.986881372662987,17.653655978423735,14.252185928365032,18.539064690181828,23.769315569097436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T12:00:00Z,1998-08-26T13:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.479173565372236,8.250054229934923,11.812959804870966,8.6201206613935,21.672141020118673,15.483112951885396,18.811694635900512,14.989029527585513,18.395721406494854,22.35991704977596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T12:30:00Z,1998-08-26T13:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.90459744223932,9.220380513376716,13.073739737641418,9.577062589755325,22.677919940389376,17.218538014861046,20.489563979622417,16.45063732276057,18.539064690181828,22.79797334632182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T13:00:00Z,1998-08-26T14:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.61159026876795,10.260434743311642,13.758946222842749,10.686870640858656,21.181225118557975,18.477272518016406,21.256442912795926,17.45926749546402,19.16021891949204,21.255253345442902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T13:30:00Z,1998-08-26T14:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.487456978238374,10.341240961677512,13.43004710994611,11.490946446478976,19.073878809419366,18.61807435597044,20.973366796523823,17.818629742624825,18.097089565480328,20.01726815955241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T14:00:00Z,1998-08-26T15:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.349236804368818,10.12293383947939,12.827065402968936,12.356168701195896,17.14613587890052,17.824155558832018,20.13957896314055,17.42302928566629,16.854781106859893,19.103063714587126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T14:30:00Z,1998-08-26T15:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.520928063978602,10.006937816341285,12.347420863328006,12.655786301769249,16.116409841480518,16.862292400760474,19.254322744980524,17.284116148108332,16.4725323503613,18.57930075132576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T15:00:00Z,1998-08-26T16:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.354534123429112,9.905930043383947,11.621101989014592,12.802537779601094,15.194445831232374,15.847840604416932,18.12201827989212,16.46573657684296,15.409402996349586,17.35083852840366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T15:30:00Z,1998-08-26T16:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.075276399022018,9.234717100506144,10.195872499795822,11.359481580921278,13.015258170645858,13.393138682495364,15.203760863050647,14.077034581009345,13.24730846740441,14.198737785867099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T16:00:00Z,1998-08-26T17:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.091843224754285,8.388858459869846,8.770643010577052,9.671839585855057,11.410801321642593,10.58049473878703,12.131098291878935,11.627935568846182,10.189318415415656,11.113297784109259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T16:30:00Z,1998-08-26T17:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7139773169674015,7.352062545191613,7.318005261950226,7.877191304869782,9.650688211168868,8.073204178593468,9.356952352412346,9.360027605671664,7.7285920454559545,8.5135288937392275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T17:00:00Z,1998-08-26T18:09:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3785407763382755,6.848978669558929,6.591686387636816,6.953879923511089,9.459111273974449,6.890808021316803,8.512870842073719,8.722839083394934,6.772970154209469,7.694554078457824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-26T17:30:00Z,1998-08-26T18:39:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.958751652807178,6.746667570498914,6.235379015332122,6.5961731962959655,9.602793976870263,6.402242607693162,8.415080910997903,8.931208789731874,6.892422890615279,8.046903708288196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
