TIMESTAMP,IDN_JAM_OIL_Egu_Js_1,IDN_JAM_OIL_Egu_Js_2,IDN_JAM_OIL_Egu_Js_3,IDN_JAM_OIL_Egu_Js_4,IDN_JAM_OIL_Egu_Js_5,IDN_JAM_OIL_Egu_Js_6,IDN_JAM_OIL_Egu_Js_7,IDN_JAM_OIL_Egu_Js_8,IDN_JAM_OIL_Egu_Js_9,IDN_JAM_OIL_Egu_Js_10,interpolated
2013-07-02 17:00:00+00:00,0.069225505,0.149888465,0.082231935,0.0,0.30083451,0.02335042,0.020808535,0.099894351,0.00473411,0.182335031,False
2013-07-02 17:30:00+00:00,0.06738045861316035,0.161254796375,0.0816560683125,0.0006858809849248516,0.30739380914220027,0.023915399172919512,0.016194736201583054,0.09854361975002122,0.004817913169513984,0.1875501497463572,True
2013-07-02 18:00:00+00:00,0.065374361,0.162878558,0.081560737,0.002074094,0.313402676,0.02518036,0.013658863,0.095418406,0.005032869,0.193710446,False
2013-07-02 18:30:00+00:00,0.06259326501183966,0.1352132284349367,0.08210621980407849,0.00439168234259381,0.31860885077733253,0.02754434171376514,0.012954273071226935,0.08760700242384521,0.005798391502425139,0.20308322887864283,True
2013-07-02 19:00:00+00:00,0.060852119,0.093822355,0.083391426,0.007819297,0.323865355,0.031138471,0.01258072,0.078282144,0.007182613,0.209178569,False
2013-07-02 19:30:00+00:00,0.06104975299751811,0.06679267382784614,0.08648065563528043,0.012585194651876247,0.33017724593931447,0.03600436306725869,0.012327627164690014,0.07130286382613356,0.009244435238958109,0.20880620508422437,True
2013-07-02 20:00:00+00:00,0.061527894,0.048259018,0.091102364,0.01856774,0.336931811,0.042101991,0.012211931,0.067611521,0.012142269,0.207741788,False
2013-07-02 20:30:00+00:00,0.0630484896937347,0.040281935302142344,0.09626286236657663,0.025484981651172647,0.34282366468925896,0.04917586829493239,0.013099196822371357,0.06781475973633853,0.016119663874631554,0.19081377634083535,True
2013-07-02 21:00:00+00:00,0.064831449,0.034683797,0.102168603,0.03309275,0.350664297,0.057044552,0.014810935,0.068362096,0.02094053,0.169988197,False
2013-07-02 21:30:00+00:00,0.06556124152467753,0.028344004435074833,0.11031406469406445,0.040698553022047015,0.37244503842613386,0.06515828866859678,0.016760159799041687,0.07122532162635585,0.02603681855812677,0.16362657235993452,True
2013-07-02 22:00:00+00:00,0.06644872,0.024854786,0.115442082,0.048851329,0.397002299,0.073866567,0.019321826,0.076642674,0.031791358,0.15786021,False
2013-07-02 22:30:00+00:00,0.07204049078406967,0.029761104143382,0.11046491474021937,0.05870854059799777,0.41342933221325995,0.08408183836398288,0.023999665878586953,0.08716269474631297,0.040004021625946073,0.14730864228021326,True
2013-07-02 23:00:00+00:00,0.076931705,0.03924976,0.102431289,0.068038205,0.421783269,0.09370197,0.027240592,0.095964511,0.046122116,0.134453411,False
2013-07-02 23:30:00+00:00,0.0753865825,0.04880388256167843,0.09513795925978064,0.07425125356741166,0.42028704299999997,0.099023039432095,0.0269534265,0.09724037390513111,0.047208978226730106,0.11766829943479251,True
2013-07-03 00:00:00+00:00,0.07384146,0.064473036,0.090901088,0.080615443,0.418790817,0.106864534,0.026666261,0.098652923,0.048427663,0.10718121,False
2013-07-03 00:30:00+00:00,0.09574058200635323,0.10859712527432068,0.11182189213373193,0.08796566233868566,0.4504197398146272,0.3321407285832907,0.03961092087548811,0.13310120042538506,0.07295276837020348,0.16968176069456378,True
