TIMESTAMP,USA_TNY_Aru_Js_1,USA_TNY_Aru_Js_2,USA_TNY_Aru_Js_3,USA_TNY_Ltu_Js_4,USA_TNY_Ltu_Js_5,USA_TNY_Ltu_Js_6,USA_TNY_Pse_Js_7,USA_TNY_Pse_Js_8,interpolated
1998-05-15 14:00:00+00:00,6.727540445855727,3.742468945714641,6.71424090155648,11.67896423364314,22.06073051917481,14.00676372019864,13.077389175392971,31.843844193197505,False
1998-05-15 14:30:00+00:00,8.041901979026502,5.220799194054062,7.982242851647125,12.16989201195327,22.2536285388056,14.175716063564849,14.346854398135687,32.546633594145455,True
1998-05-15 15:00:00+00:00,10.41250017955112,7.677599905075785,9.850830750731529,12.969496673544096,22.725039215880983,14.548419720103828,16.243217560354758,33.7833995193274,False
1998-05-15 15:30:00+00:00,14.443844214908093,11.795485783255177,13.109664248541687,14.328499062045376,24.279316827381205,15.472959155767844,19.431878165189953,36.031074953327824,True
1998-05-15 16:00:00+00:00,19.447537869400232,16.446088779498716,15.8340276069913,15.774860087393767,26.17419186841074,16.193747278259092,22.395112641014048,38.408022448369074,False
1998-05-15 16:30:00+00:00,24.342786543603136,20.22710986145338,16.67358220878387,16.80057056592065,27.248201609293762,15.855636386107115,23.92239215181707,39.92154050262523,True
1998-05-15 17:00:00+00:00,28.662811961088423,23.095311628489217,17.01869941453505,17.47508501570311,28.10587021623944,15.517525493955134,24.63000109287658,40.91336028536997,False
1998-05-15 17:30:00+00:00,31.66319446204373,24.875212049431475,16.59761354866741,17.74991260423624,28.899435549439605,15.781361688903752,24.62596124737726,41.43748980253091,True
1998-05-15 18:00:00+00:00,34.08008615554369,25.866440840698868,16.000159251380353,17.92574681316431,29.48761628788479,16.197187181858506,24.62192140187793,41.67081362475991,False
1998-05-15 18:30:00+00:00,36.219614388879535,26.180363907638895,15.724221172623631,18.081644061975453,29.809463523438687,16.548151093667897,24.838492460959507,41.326143611156496,True
1998-05-15 19:00:00+00:00,37.91299887797273,26.30497733796861,15.46054543201945,18.169641609034105,30.04028360138583,16.74712570747116,25.311022472587982,40.76089863745662,False
1998-05-15 19:30:00+00:00,39.2959948144542,26.130940594902714,15.058450889367451,18.18761820630699,30.266368937531045,16.649805670908655,26.434477944814034,40.386723867028095,True
1998-05-15 20:00:00+00:00,40.00278208395762,25.764321626243454,14.622766512492005,18.194369155322384,30.386097073001423,16.55248563434615,27.301974464493192,39.90458712408893,False
1998-05-15 20:30:00+00:00,39.74461723224995,25.231075976101238,14.295668642481644,17.990234360300814,30.160102094170625,16.73639522016834,27.017867948089272,38.79140579771626,True
1998-05-15 21:00:00+00:00,39.18162687481675,24.42507362113688,13.873985665124785,17.57340229546035,29.67384758545729,16.920304805990526,26.35327503315516,37.08052289159768,False
1998-05-15 21:30:00+00:00,38.29605058050056,23.19450062809107,12.647887479765801,17.035558141293127,28.944847766429586,16.689265561864758,24.870787464680706,34.74170812620215,True
1998-05-15 22:00:00+00:00,36.814685181558666,21.37441393398616,11.208584740720504,16.222720812628566,27.740198149271578,16.121626419478424,22.507606236008588,31.696020023440678,False
1998-05-15 22:30:00+00:00,33.77724938915857,18.372094069646458,10.429871097063096,14.766244818555062,25.208109373463106,14.477793922849312,19.093273667477003,27.8546907025346,True
1998-05-15 23:00:00+00:00,29.27833986759388,14.534557898545836,9.57984014509872,12.712390892169635,21.57780829425693,11.836671294269571,15.17737274798178,23.3935303717579,False
1998-05-15 23:30:00+00:00,23.170748751235926,10.107375863641877,7.7799264234267005,9.951080122197155,17.14557391467872,8.25400292984529,11.633606256139315,18.468911180523346,True
1998-05-16 00:00:00+00:00,16.61799427697138,6.084237468415914,5.625355278476355,7.0282132953355285,12.514529840902682,4.767975955248699,8.38512479548819,13.53996907849965,False
1998-05-16 00:30:00+00:00,10.874598528608232,3.2681472338868196,3.637380796105751,4.458846296636277,8.284645457051104,2.3926532147065713,5.440752597366138,8.86414846583098,True
1998-05-16 01:00:00+00:00,6.529554694680381,1.49980102302084,2.103162946798995,2.586851374281074,5.140709686632285,0.9606809337481178,3.21709515895056,5.208078208934064,False
