TIMESTAMP,ZAF_NOO_E3_IRR_Mdo_Jt_1,ZAF_NOO_E3_IRR_Mdo_Jt_2,ZAF_NOO_E3_IRR_Mdo_Jt_3,ZAF_NOO_E3_IRR_Mdo_Jt_4,ZAF_NOO_E3_IRR_Mdo_Jt_5,ZAF_NOO_E3_IRR_Mdo_Jt_6,interpolated
2008-05-15 22:00:00+00:00,0.9504051364435762,1.782338667712799,0.6404388206199949,0.4502273364191876,0.1516635408782116,0.4873550490815059,False
2008-05-15 22:30:00+00:00,0.26174374011133417,0.9645783914719177,0.7496907153505051,0.17482478127489184,0.02421175082098802,0.5603300182888125,True
2008-05-15 23:00:00+00:00,0.0,0.7003941713956269,0.7683312299063333,0.0674044760296184,0.0,0.5736254829603734,False
2008-05-15 23:30:00+00:00,0.21744746930089573,1.2917816515782299,0.6310675865281273,0.1280612111828081,0.18546484562762494,0.4643131156356929,True
2008-05-16 00:00:00+00:00,0.5641258404365328,1.8831691317608328,0.4271174163678909,0.2627938940530896,0.3709296912552499,0.3550007483110124,False
2008-05-16 00:30:00+00:00,0.784323802676388,1.7670460972986846,0.28429435643583756,0.5292347234066183,0.3455659396002614,0.650951286856522,True
2008-05-16 01:00:00+00:00,1.0411364294411811,1.5313028740657275,0.2081578232858146,0.8755972554750062,0.2899139453554419,1.0219789324208322,False
2008-05-16 01:30:00+00:00,1.6684466836127343,1.097774873012642,0.30758164622142364,1.2622016654744428,0.1547153563864148,1.156406940381466,True
2008-05-16 02:00:00+00:00,2.1299113714246083,0.783867060730365,0.4070054691570327,1.4948084250419282,0.0498050100072187,1.2157578413233,False
2008-05-16 02:30:00+00:00,1.234838275471484,0.8689064167688897,0.35104375519303344,0.7474042125209641,0.17087448929374846,0.6268868353423318,True
2008-05-16 03:00:00+00:00,0.2351650326354389,0.9934512595465343,0.2950820412290342,0.0,0.2919439685802782,0.038015829361364,False
2008-05-16 03:30:00+00:00,0.0652824428762592,1.0766145969764997,0.342248579118904,0.0,0.2258526803548663,0.08802502029029759,True
2008-05-16 04:00:00+00:00,0.0,1.120272447667345,0.3894151170087738,0.0,0.136720275092139,0.2272619410032998,False
2008-05-16 04:30:00+00:00,0.00221413617201895,0.6704887222182404,0.34276860530137987,0.3843402322417621,0.09243006782731539,1.822907720855212,True
2008-05-16 05:00:00+00:00,0.0044282723440379,0.220704996769136,0.296122093593986,0.7686804644835241,0.0711809775998072,3.357008094764351,False
2008-05-16 05:30:00+00:00,0.00221413617201895,0.5760829446894632,0.7485435346882935,0.3863908932134201,0.14271393916978398,3.3851598001880365,True
2008-05-16 06:00:00+00:00,0.0,0.9314608926097904,1.200964975782601,0.0041013219433159,0.2993980212439865,3.4133697703717303,False
2008-05-16 06:30:00+00:00,0.5405053087270563,0.6621856566628759,0.7306783243134011,1.2782669912030142,0.5928994743530759,4.765997894141433,True
2008-05-16 07:00:00+00:00,1.0810106174541123,0.3929104207159613,0.2603916728442008,2.620683076910744,0.9704850698071256,6.964781215141681,False
2008-05-16 07:30:00+00:00,0.5605615448698833,0.47560082282643634,0.7592855410783147,2.692001869616227,1.2742102602877476,8.85964848086842,True
2008-05-16 08:00:00+00:00,0.040112472285654,0.7142098536211663,1.9816946294249835,2.7646967603817627,1.6533831536431012,10.406264136922086,False
2008-05-16 08:30:00+00:00,4.181019858924769,6.086571790418226,6.884151045394177,4.288825262382215,2.325836263491288,11.122826616700275,True
2008-05-16 09:00:00+00:00,8.321927245563886,11.303015098531032,11.063092241250818,6.97721456298985,3.380161121833628,11.919944636656702,False
2008-05-16 09:30:00+00:00,6.327509145463141,8.844454162245654,9.655364649728634,10.573262733772884,5.9775692277120225,15.268681243647004,True
