TIMESTAMP,CHE_DAV_SEE_Pab_Jt_1,CHE_DAV_SEE_Pab_Jt_2,CHE_DAV_SEE_Pab_Jt_3,CHE_DAV_SEE_Pab_Jt_4,CHE_DAV_SEE_Pab_Jt_5,interpolated
2009-12-31 23:00:00+00:00,0.10232035442885547,0.0,0.0,0.0,0.0,False
2009-12-31 23:30:00+00:00,0.0666258713552223,0.0,0.0,0.0,0.0,False
2010-01-01 00:00:00+00:00,0.04887594111328347,0.0,0.0,0.0,0.0,False
2010-01-01 00:30:00+00:00,0.045947103153408,0.0,0.0,0.0,0.0,False
2010-01-01 01:00:00+00:00,0.01987389368712787,0.0,0.0,0.0,0.0,False
2010-01-01 01:30:00+00:00,0.012063290116027267,0.0050227315268258,0.004345126455998501,0.0014664401527656667,0.0,False
2010-01-01 02:00:00+00:00,0.0116115938951493,0.012158308309007734,0.017259782221192833,0.010922158530503566,0.0,False
2010-01-01 02:30:00+00:00,0.0306905093058418,0.031509667509768836,0.03353973485063517,0.0193011329786833,0.0,False
2010-01-01 03:00:00+00:00,0.04631134642533274,0.04475642644477049,0.05189083490024734,0.0325344960388038,0.0,False
2010-01-01 03:30:00+00:00,0.06298595418533258,0.0758678199186146,0.07923226012400926,0.0496737433984491,0.0,False
2010-01-01 04:00:00+00:00,0.07755284811319407,0.103556263955577,0.09150374226536323,0.05609229865895243,0.0,False
2010-01-01 04:30:00+00:00,0.07766584064008687,0.09708186266770176,0.073380303619191,0.04231829159235726,0.0,False
2010-01-01 05:00:00+00:00,0.06459269163878874,0.08775379900515597,0.061190286798424566,0.03454831195497527,0.0,False
2010-01-01 05:30:00+00:00,0.06741306140994434,0.06757314694762756,0.047921655099191364,0.035015146698054535,0.0,False
2010-01-01 06:00:00+00:00,0.06713309969681604,0.07686019168037671,0.06271282603736807,0.049538113617065505,0.0,False
2010-01-01 06:30:00+00:00,0.0446658946594121,0.05076436484392884,0.035838284425429336,0.028201738108726403,0.0,False
2010-01-01 07:00:00+00:00,0.0345096956918945,0.03298195289305953,0.017032602961714164,0.016251229715315934,0.0,False
2010-01-01 07:30:00+00:00,0.0338463923511882,0.031040783108673503,0.0186925302315445,0.024404899599846,0.005798835417749534,False
2010-01-01 08:00:00+00:00,0.013117106836244499,0.0120297981566969,0.0028761629418092,0.012415086676595966,0.010336904829066733,False
2010-01-01 08:30:00+00:00,0.0060906991266372,0.0,0.0,0.0021458338125149665,0.002340266859777467,False
2010-01-01 09:00:00+00:00,0.018842331683651466,0.00019148104911638993,0.0,0.0,0.0,False
2010-01-01 09:30:00+00:00,0.043790193768478904,0.0,0.0,0.0,0.0,False
2010-01-01 10:00:00+00:00,0.1585526079592611,0.0,0.0,0.0,0.0,False
2010-01-01 10:30:00+00:00,0.17963066255118817,0.0,0.0,0.0,0.0,False
2010-01-01 11:00:00+00:00,0.3163974713778862,0.0,0.0,0.0,0.0,False
2010-01-01 11:30:00+00:00,0.4320296687925734,0.0,0.0,0.0,0.0,False
2010-01-01 12:00:00+00:00,0.48718491636667344,0.0,0.0,0.0,0.0,False
2010-01-01 12:30:00+00:00,0.5145846316449542,0.0,0.0,0.0,0.0,False
2010-01-01 13:00:00+00:00,0.5624565554897454,0.0,0.0,0.0,0.0,False
2010-01-01 13:30:00+00:00,0.6115193087831998,0.0,0.0,0.0,0.0,False
2010-01-01 14:00:00+00:00,0.6563646068959202,0.0,0.0,0.0,0.0006835776549214334,False
2010-01-01 14:30:00+00:00,0.6180833761396548,0.0,0.0,0.0,0.0036298918498909,False
2010-01-01 15:00:00+00:00,0.5651755639078079,0.0,0.0,0.0,0.004700166869327233,False
2010-01-01 15:30:00+00:00,0.518413051646038,0.0,0.0,0.0011173053186871332,0.005791550041323034,False
2010-01-01 16:00:00+00:00,0.501846304233597,0.0,0.0,0.0024819375853615,0.009817032942942833,False
2010-01-01 16:30:00+00:00,0.5049175365573645,0.0,0.0,0.004134432493105734,0.0074403734116497006,False
2010-01-01 17:00:00+00:00,0.4933575395420379,0.0,0.0,0.0062488577449015675,0.016606891415672467,False
2010-01-01 17:30:00+00:00,0.46729896372096613,0.0,0.0,0.0079961504965499,0.024589442911519068,False
2010-01-01 18:00:00+00:00,0.4511082100749577,0.0,0.0,0.005774079605904667,0.0158580593680819,False
2010-01-01 18:30:00+00:00,0.473331841299338,0.0,0.0,0.005646438928880867,0.016794119929676433,False
2010-01-01 19:00:00+00:00,0.4958216578722374,0.0,0.0,0.0075961773696209,0.0187034238975614,False
2010-01-01 19:30:00+00:00,0.484233934286483,0.0,0.0,0.007631400731588633,0.018526349430413633,False
2010-01-01 20:00:00+00:00,0.4872734594285637,0.0,0.0,0.016955598845195503,0.028762893793677,False
2010-01-01 20:30:00+00:00,0.46129066317576745,0.0,0.0,0.045813144845963105,0.0614231937257009,False
2010-01-01 21:00:00+00:00,0.4167240244687049,0.0,0.0,0.0396668821506046,0.0560334276117907,False
2010-01-01 21:30:00+00:00,0.4055751474090495,0.0,0.0,0.03808519709978627,0.054192561154541435,False
