TIMESTAMP,ESP_SAN_B2_100_Oeu_Jt_1,ESP_SAN_B2_100_Oeu_Jt_2,ESP_SAN_B2_100_Oeu_Jt_3,interpolated
2013-06-11 23:00:00+00:00,,,1.888855,False
2013-06-11 23:30:00+00:00,,,2.190060575,False
2013-06-12 00:00:00+00:00,,,1.922676775,False
2013-06-12 00:30:00+00:00,,,1.74441535,False
2013-06-12 01:00:00+00:00,,,1.6245821,False
2013-06-12 01:30:00+00:00,,,1.6981661249999995,False
2013-06-12 02:00:00+00:00,,,1.568011975,False
2013-06-12 02:30:00+00:00,,,1.882390175,False
2013-06-12 03:00:00+00:00,,,1.941297025,False
2013-06-12 03:30:00+00:00,,,1.8321121,False
2013-06-12 04:00:00+00:00,,,1.656300375,False
2013-06-12 04:30:00+00:00,,,1.7120508,False
2013-06-12 05:00:00+00:00,,,2.070306925,False
2013-06-12 05:30:00+00:00,,,3.820966375,False
2013-06-12 06:00:00+00:00,,,5.438068,False
2013-06-12 06:30:00+00:00,,,6.300281050000001,False
2013-06-12 07:00:00+00:00,,,6.237463125,False
2013-06-12 07:30:00+00:00,,,7.5461912500000015,False
2013-06-12 08:00:00+00:00,,,9.261146925,False
2013-06-12 08:30:00+00:00,,,7.591930524999999,False
2013-06-12 09:00:00+00:00,,,7.43620445,False
2013-06-12 09:30:00+00:00,,,7.435802499999999,False
2013-06-12 10:00:00+00:00,,,6.07218485,False
2013-06-12 10:30:00+00:00,,,7.616311550000001,False
2013-06-12 11:00:00+00:00,,,7.595216150000001,False
2013-06-12 11:30:00+00:00,,,7.291524275,False
2013-06-12 12:00:00+00:00,,,6.368782175,False
2013-06-12 12:30:00+00:00,,,7.314684224999999,False
2013-06-12 13:00:00+00:00,,,6.93804735,False
2013-06-12 13:30:00+00:00,,,8.4842854,False
2013-06-12 14:00:00+00:00,,,8.2584318,False
2013-06-12 14:30:00+00:00,,,8.223374275000001,False
2013-06-12 15:00:00+00:00,,,5.1773936,False
2013-06-12 15:30:00+00:00,,,8.235273475000001,False
2013-06-12 16:00:00+00:00,,,6.929403925,False
2013-06-12 16:30:00+00:00,,,6.997499625000001,False
2013-06-12 17:00:00+00:00,,,6.7655616,False
2013-06-12 17:30:00+00:00,,,6.6839809500000005,False
2013-06-12 18:00:00+00:00,,,5.0987077,False
2013-06-12 18:30:00+00:00,,,4.4444176,False
2013-06-12 19:00:00+00:00,,,3.23218135,False
2013-06-12 19:30:00+00:00,,,2.7455119,False
2013-06-12 20:00:00+00:00,,,2.6810871,False
2013-06-12 20:30:00+00:00,,,2.501168925,False
2013-06-12 21:00:00+00:00,,,2.565616575,False
2013-06-12 21:30:00+00:00,,,2.2171949,False
2013-06-12 22:00:00+00:00,,,1.938282875,False
2013-06-12 22:30:00+00:00,,,1.33820295,False
2013-06-12 23:00:00+00:00,,,1.738861425,False
2013-06-12 23:30:00+00:00,,,2.0395725,False
2013-06-13 00:00:00+00:00,,,1.472738975,False
2013-06-13 00:30:00+00:00,,,2.335346775,False
2013-06-13 01:00:00+00:00,,,1.83484505,False
2013-06-13 01:30:00+00:00,,,1.924826325,False
2013-06-13 02:00:00+00:00,,,2.312986375,False
2013-06-13 02:30:00+00:00,,,2.022314625,False
2013-06-13 03:00:00+00:00,,,1.75622145,False
2013-06-13 03:30:00+00:00,,,1.7048828500000002,False
2013-06-13 04:00:00+00:00,,,1.7466903499999995,False
2013-06-13 04:30:00+00:00,,,1.6466318999999998,False
2013-06-13 05:00:00+00:00,,,2.6091894,False
2013-06-13 05:30:00+00:00,,,4.184192400000001,False
2013-06-13 06:00:00+00:00,,,5.096648624999999,False
2013-06-13 06:30:00+00:00,,,6.0849891000000005,False
2013-06-13 07:00:00+00:00,,,6.1600371,False
