TIMESTAMP,THA_KHU_Hbr_Js_1,THA_KHU_Hbr_Js_2,THA_KHU_Hbr_Js_3,THA_KHU_Hbr_Js_4,THA_KHU_Hbr_Js_5,THA_KHU_Hbr_Js_6,interpolated
2006-12-14 17:00:00+00:00,1.8645333333333332,0.9905333333333332,1.4858000000000002,5.302266666666667,3.1464000000000003,3.175533333333333,False
2006-12-14 17:30:00+00:00,1.6023333333333334,0.8739999999999999,1.5149333333333337,5.2148666666666665,3.2046666666666668,3.2046666666666668,False
2006-12-14 18:00:00+00:00,1.6314666666666666,0.7866000000000001,1.5440666666666667,5.244,3.262933333333333,3.175533333333333,False
2006-12-14 18:30:00+00:00,1.8354,0.8448666666666667,1.6897333333333333,5.302266666666667,3.262933333333333,3.262933333333333,False
2006-12-14 19:00:00+00:00,1.806266666666667,0.9905333333333334,1.6314666666666666,5.447933333333333,3.350333333333333,3.350333333333333,False
2006-12-14 19:30:00+00:00,1.5149333333333337,0.9614,1.4858000000000002,5.447933333333333,3.2338000000000005,3.4085999999999994,False
2006-12-14 20:00:00+00:00,1.718866666666667,0.9614,1.4858000000000002,5.5062,3.292066666666667,3.437733333333333,False
2006-12-14 20:30:00+00:00,1.8354,0.9614,1.7771333333333337,5.622733333333335,3.3212,3.4085999999999994,False
2006-12-14 21:00:00+00:00,1.9810666666666663,1.0196666666666667,1.6314666666666666,5.535333333333334,3.641666666666667,3.641666666666667,False
2006-12-14 21:30:00+00:00,1.8645333333333327,1.1070666666666669,1.7771333333333337,5.7684,3.5834,3.7873333333333337,False
2006-12-14 22:00:00+00:00,1.8936666666666664,1.3401333333333332,1.6314666666666666,5.943200000000001,3.7873333333333337,3.7582,False
2006-12-14 22:30:00+00:00,2.126733333333333,1.165333333333333,1.6314666666666666,5.826666666666666,3.6708,3.7290666666666663,False
2006-12-14 23:00:00+00:00,2.3889333333333336,1.2527333333333337,1.7188666666666663,6.059733333333334,3.874733333333333,3.7873333333333337,False
2006-12-14 23:30:00+00:00,2.3598000000000003,1.2236,1.7188666666666663,6.0306,3.874733333333333,3.816466666666667,False
2006-12-15 00:00:00+00:00,2.651133333333333,1.1944666666666668,1.5732000000000002,6.001466666666666,3.7582,3.7582,False
2006-12-15 00:30:00+00:00,2.7968,1.2527333333333337,2.039333333333333,6.059733333333334,3.816466666666666,3.8456,False
2006-12-15 01:00:00+00:00,6.613266666666667,2.7968,5.797533333333335,7.312466666666666,4.4574,5.681000000000001,False
2006-12-15 01:30:00+00:00,14.3336,6.4093333333333335,12.702133333333334,9.4392,5.826666666666666,9.206133333333334,False
2006-12-15 02:00:00+00:00,19.7524,9.934466666666667,17.800466666666665,10.546266666666668,6.991999999999999,11.216333333333331,False
2006-12-15 02:30:00+00:00,22.490933333333334,11.099799999999998,18.587066666666665,10.254933333333332,6.2636666666666665,12.294266666666664,False
2006-12-15 03:00:00+00:00,23.976733333333332,12.906066666666668,19.89806666666667,9.759666666666666,6.584133333333333,13.547,False
2006-12-15 03:30:00+00:00,25.9578,13.750933333333336,19.7524,8.973066666666666,6.6424,13.197399999999998,False
2006-12-15 04:00:00+00:00,25.986933333333333,14.042266666666666,18.791,8.769133333333333,6.321933333333333,12.352533333333334,False
2006-12-15 04:30:00+00:00,27.4436,13.780066666666668,18.499666666666663,8.5652,6.5258666666666665,12.148599999999998,False
2006-12-15 05:00:00+00:00,27.676666666666662,13.7218,18.237466666666663,8.448666666666668,6.001466666666666,11.769866666666664,False
2006-12-15 05:30:00+00:00,28.463266666666662,13.488733333333332,17.77133333333333,8.186466666666666,6.1471333333333344,11.507666666666667,False
2006-12-15 06:00:00+00:00,27.705800000000004,13.139133333333334,17.3926,8.244733333333334,5.5936,10.925,False
2006-12-15 06:30:00+00:00,26.7444,11.886400000000002,16.2564,7.5164,5.4188,10.1384,False
2006-12-15 07:00:00+00:00,26.190866666666665,11.041533333333334,15.295000000000002,7.312466666666666,5.826666666666666,9.293533333333333,False
2006-12-15 07:30:00+00:00,25.200333333333333,10.109266666666665,14.3336,6.5258666666666665,5.389666666666667,9.060466666666668,False
2006-12-15 08:00:00+00:00,23.831066666666665,8.681733333333332,13.11,5.884933333333333,4.6322,7.458133333333333,False
2006-12-15 08:30:00+00:00,22.549200000000003,7.749466666666667,11.857266666666666,5.040066666666667,4.253466666666666,6.846333333333333,False
2006-12-15 09:00:00+00:00,19.810666666666663,5.710133333333333,10.051000000000002,4.6322,3.903866666666666,5.564466666666668,False
2006-12-15 09:30:00+00:00,17.276066666666665,4.253466666666666,8.332133333333333,3.6999333333333335,3.437733333333334,4.166066666666668,False
2006-12-15 10:00:00+00:00,11.653333333333332,2.825933333333333,5.710133333333333,2.6802666666666664,2.0976,2.3306666666666667,False
2006-12-15 10:30:00+00:00,5.943200000000001,1.6314666666666666,3.933,1.6897333333333333,1.0196666666666665,0.8448666666666669,False
2006-12-15 11:00:00+00:00,2.7676666666666665,0.6409333333333334,2.7094,1.281866666666667,0.4952666666666667,0.4078666666666666,False
