TIMESTAMP,FIN_PET_Bpu_Js_1,FIN_PET_Bpu_Js_2,FIN_PET_Bpu_Js_3,FIN_PET_Bpu_Js_4,FIN_PET_Bpu_Js_5,FIN_PET_Bpu_Js_6,FIN_PET_Bpu_Js_7,interpolated
2008-06-15 22:00:00+00:00,,,,,,,,False
2008-06-15 22:30:00+00:00,,,,,,,,False
2008-06-15 23:00:00+00:00,,,,,,,,False
2008-06-15 23:30:00+00:00,,,,,,,,False
2008-06-16 00:00:00+00:00,,,,,,,,False
2008-06-16 00:30:00+00:00,,,,,,,,False
2008-06-16 01:00:00+00:00,,,,,,,,False
2008-06-16 01:30:00+00:00,,,,,,,,False
2008-06-16 02:00:00+00:00,,,,,,,,False
2008-06-16 02:30:00+00:00,,,,,,,,False
2008-06-16 03:00:00+00:00,,,,,,,,False
2008-06-16 03:30:00+00:00,,,,,,,,False
2008-06-16 04:00:00+00:00,,,,,,,,False
2008-06-16 04:30:00+00:00,,,,,,,,False
2008-06-16 05:00:00+00:00,,,,,,,,False
2008-06-16 05:30:00+00:00,,,,,,,,False
2008-06-16 06:00:00+00:00,,,,,,,,False
2008-06-16 06:30:00+00:00,,,,,,,,False
2008-06-16 07:00:00+00:00,,,,,,,,False
2008-06-16 07:30:00+00:00,,,,,,,,False
2008-06-16 08:00:00+00:00,,,,,,,,False
2008-06-16 08:30:00+00:00,,,,,,,,False
2008-06-16 09:00:00+00:00,,,,,,,,False
2008-06-16 09:30:00+00:00,,,,,,,,False
2008-06-16 10:00:00+00:00,,,,,,,,False
2008-06-16 10:30:00+00:00,,,,,,,,False
2008-06-16 11:00:00+00:00,,,,,,,,False
2008-06-16 11:30:00+00:00,,,,,,,,False
2008-06-16 12:00:00+00:00,,,,,,,,False
2008-06-16 12:30:00+00:00,,,,,,,,False
2008-06-16 13:00:00+00:00,,,,,,,,False
2008-06-16 13:30:00+00:00,,,,,,,,False
2008-06-16 14:00:00+00:00,,,,,,,,False
2008-06-16 14:30:00+00:00,,,,,,,,False
2008-06-16 15:00:00+00:00,,,,,,,,False
2008-06-16 15:30:00+00:00,,,,,,,,False
2008-06-16 16:00:00+00:00,,,,,,,,False
2008-06-16 16:30:00+00:00,,,,,,,,False
2008-06-16 17:00:00+00:00,,,,,,,,False
2008-06-16 17:30:00+00:00,,,,,,,,False
2008-06-16 18:00:00+00:00,,,,,,,,False
2008-06-16 18:30:00+00:00,,,,,,,,False
2008-06-16 19:00:00+00:00,,,,,,,,False
2008-06-16 19:30:00+00:00,,,,,,,,False
2008-06-16 20:00:00+00:00,,,,,,,,False
2008-06-16 20:30:00+00:00,,,,,,,,False
2008-06-16 21:00:00+00:00,,,,,,,,False
2008-06-16 21:30:00+00:00,,,,,,,,False
2008-06-16 22:00:00+00:00,,,,,,,,False
2008-06-16 22:30:00+00:00,,,,,,,,False
2008-06-16 23:00:00+00:00,,,,,,,,False
2008-06-16 23:30:00+00:00,,,,,,,,False
2008-06-17 00:00:00+00:00,,,,,,,,False
2008-06-17 00:30:00+00:00,,,,,,,,False
2008-06-17 01:00:00+00:00,,,,,,,,False
2008-06-17 01:30:00+00:00,,,,,,,,False
2008-06-17 02:00:00+00:00,,,,,,,,False
2008-06-17 02:30:00+00:00,,,,,,,,False
