TIMESTAMP,SEN_SOU_IRR_Ato_Js_1,SEN_SOU_IRR_Ato_Js_2,SEN_SOU_IRR_Ato_Js_3,interpolated
1998-08-01 00:00:00+00:00,1.428671804562668,1.1280592980275963,0.7948291918894844,False
1998-08-01 00:30:00+00:00,1.42854891864179,0.8287991601930754,0.7422492503555259,True
1998-08-01 01:00:00+00:00,1.428183930979011,0.7325234491614423,0.6977773001140302,False
1998-08-01 01:30:00+00:00,1.3958798199513793,0.9307661115011794,0.6643342066095971,True
1998-08-01 02:00:00+00:00,1.3638178106656482,1.1697913169860834,0.6304665657882426,False
1998-08-01 02:30:00+00:00,1.4066766911158497,1.2403168484276286,0.5691801637446302,True
1998-08-01 03:00:00+00:00,1.4829828499770938,1.270059836724007,0.5281909353505484,False
1998-08-01 03:30:00+00:00,1.5759588223713155,1.252863607830506,0.6227992177691137,True
1998-08-01 04:00:00+00:00,1.6354875163544944,1.230902955807665,0.7219985786208082,False
1998-08-01 04:30:00+00:00,1.4119784094200318,1.2237788613771394,0.729113528789372,True
1998-08-01 05:00:00+00:00,1.1884693024855693,1.2183094813321396,0.7316374005248067,False
1998-08-01 05:30:00+00:00,1.21455009964277,1.2106106533864316,0.5343153720046534,True
1998-08-01 06:00:00+00:00,1.2836282725447248,1.2060215341845375,0.3369933434845001,False
1998-08-01 06:30:00+00:00,1.5918932440064166,1.2791721087403276,0.3422448305169693,True
1998-08-01 07:00:00+00:00,2.176576418646083,1.4216838441079658,0.3578551366244812,False
1998-08-01 07:30:00+00:00,3.1524779221865655,1.5617751781994285,1.3706895096701148,True
1998-08-01 08:00:00+00:00,4.421381466844741,1.8105216510850053,3.356066171491323,False
1998-08-01 08:30:00+00:00,5.829547408454783,3.5151386638452062,6.078777131553019,True
1998-08-01 09:00:00+00:00,7.117065504021163,6.030550863554006,9.064938263696586,False
1998-08-01 09:30:00+00:00,7.990142496713752,8.273931913331696,11.798241030150114,True
1998-08-01 10:00:00+00:00,8.665598280436043,9.752279144221232,13.489617975100597,False
1998-08-01 10:30:00+00:00,9.241967970638427,10.060855727782185,13.747455078859367,True
1998-08-01 11:00:00+00:00,9.61432101491194,10.26101199874108,13.940093941424584,False
1998-08-01 11:30:00+00:00,9.770661892564602,10.51024378765825,14.316108579737149,True
1998-08-01 12:00:00+00:00,9.836870851119675,10.68318643386846,14.669287717896877,False
1998-08-01 12:30:00+00:00,9.69521323930663,10.750661755797235,14.898455267591302,True
1998-08-01 13:00:00+00:00,9.455765354252476,10.77906886536862,15.011231100202682,False
1998-08-01 13:30:00+00:00,9.250888437441544,10.490711797818228,14.939473295097372,True
1998-08-01 14:00:00+00:00,9.054003644089011,10.08085528295888,14.810933350775224,False
1998-08-01 14:30:00+00:00,8.901231815119308,9.90050181279603,14.656760760997996,True
