TIMESTAMP,GBR_GUI_ST1_Psy_Js_1,GBR_GUI_ST1_Psy_Js_2,GBR_GUI_ST1_Psy_Js_3,GBR_GUI_ST1_Psy_Js_4,GBR_GUI_ST1_Psy_Js_5,GBR_GUI_ST1_Psy_Js_6,GBR_GUI_ST1_Psy_Js_7,GBR_GUI_ST1_Psy_Js_8,GBR_GUI_ST1_Psy_Js_9,GBR_GUI_ST1_Psy_Js_10,GBR_GUI_ST1_Psy_Js_11,GBR_GUI_ST1_Psy_Js_12,GBR_GUI_ST1_Psy_Js_13,GBR_GUI_ST1_Psy_Js_14,GBR_GUI_ST1_Psy_Js_15,interpolated
2003-05-05 00:00:00+00:00,0.19348532224418355,0.0476005542935744,,0.1472066989057645,0.10068042176956275,,,0.3301536717587667,0.22875084875353335,,,,,,0.12828657714550196,False
2003-05-05 00:30:00+00:00,0.1254175629981906,0.0323630321092461,,0.1062128030869283,0.08902223448662044,,,0.31885930920225314,0.1760997696523574,,,,,,0.11792266453503536,False
2003-05-05 01:00:00+00:00,0.0885481755780866,0.0110184197831998,,0.035618988996068995,0.07462886000256155,,,0.3180000671422101,0.14463327630203204,,,,,,0.09149593947148545,False
2003-05-05 01:30:00+00:00,0.1653017424736869,0.0035015587974874997,,0.0377667518009213,0.07197870431115069,,,0.28043230163236305,0.1087367118193886,,,,,,0.06142127635796145,False
2003-05-05 02:00:00+00:00,0.26365588284328845,0.00448458579959845,,0.05197389012512095,0.07330874751763825,,,0.2853262077297569,0.1097138802071127,,,,,,0.04081636861271295,False
2003-05-05 02:30:00+00:00,0.09566469848140915,0.0207067164860577,,0.05204932032436335,0.050199199353694546,,,0.31456243069607936,0.0860813425786771,,,,,,0.011106416008920001,False
2003-05-05 03:00:00+00:00,0.0679191823778191,0.0388440873466839,,0.03664854636149605,0.08532052627443745,,,0.3393933535363577,0.07576580901235405,,,,,,0.0,False
2003-05-05 03:30:00+00:00,0.05969241233777555,0.049897751478877955,,0.03568726576320005,0.0695384414243492,,,0.34463783436864975,0.05851535227866625,,,,,,0.0152610909261334,False
2003-05-05 04:00:00+00:00,0.07141107511119414,0.0679822269843731,,0.01427005767599555,0.09601420153114185,,,0.37792192925227497,0.08099656904283276,,,,,,0.0138228791000835,False
2003-05-05 04:30:00+00:00,0.04725662647981855,0.051139079614244645,,0.01249013009429815,0.06416015058737509,,,0.3733338330848376,0.040280750440274155,,,,,,0.015559539315680899,False
2003-05-05 05:00:00+00:00,0.0110540253313038,0.0398963331805548,,0.00193062018489165,0.0622545311100553,,,0.397514213865927,0.0166088915046338,,,,,,0.04175056512564525,False
2003-05-05 05:30:00+00:00,0.00140344832525685,0.04642462220436485,,0.01414774652166235,0.06468659853519215,,,0.4161491703001782,0.0072337841986219505,,,,,,0.0143507605106704,False
