TIMESTAMP,CRI_TAM_TOW_Pvi_Js_1,CRI_TAM_TOW_Gri_Js_2,CRI_TAM_TOW_Mid_Js_3,CRI_TAM_TOW_Mid_Js_4,CRI_TAM_TOW_Man_Js_5,CRI_TAM_TOW_Gri_Js_6,CRI_TAM_TOW_Ade_Js_7,CRI_TAM_TOW_Ono_Js_8,CRI_TAM_TOW_Tme_Js_9,CRI_TAM_TOW_Pli_Js_10,CRI_TAM_TOW_Cgu_Js_11,CRI_TAM_TOW_Isp_Js_12,CRI_TAM_TOW_Ama_Js_13,CRI_TAM_TOW_Cgu_Js_14,CRI_TAM_TOW_Cgu_Js_15,CRI_TAM_TOW_Ono_Js_16,CRI_TAM_TOW_Cma_Js_17,CRI_TAM_TOW_Gam_Js_18,CRI_TAM_TOW_Man_Js_19,CRI_TAM_TOW_Gri_Js_20,CRI_TAM_TOW_Bal_Js_21,CRI_TAM_TOW_Pvi_Js_22,CRI_TAM_TOW_Psp_Js_23,CRI_TAM_TOW_Ama_Js_24,CRI_TAM_TOW_Mco_Js_25,CRI_TAM_TOW_Esp_Js_26,interpolated
2015-01-01 06:00:00+00:00,0.0773748905133958,1.5910911364842244,3.5086092917897904,1.467365898858508,0.574099111345569,0.0,1.3825599142080376,0.1441018947658489,1.7113167737281605,2.250064342610452,0.0352533489394511,0.3049540168234811,0.1645033616408704,1.4690631583740092,0.5130382044770321,1.405929912479965,1.21936585392442,0.5591353159750305,0.388336874207793,1.4969374626311984,0.3552546264324443,1.6560330350284025,0.573533621935553,0.0,2.5742663379739827,0.4128735760084192,False
2015-01-01 06:30:00+00:00,0.026154879487704123,1.244733915379833,3.04015103188072,1.3684552122544296,0.5840559781158412,0.0,1.374472427156126,0.12397628413276052,1.4978137915312266,2.390335384314661,0.10460091698886141,0.3157831085533015,0.17214206016083167,1.3130736885285434,0.49843275306576657,1.2372682331440445,1.1627671437324762,0.5000186881799514,0.42961388533883765,1.4045563130407492,0.2326427582263155,1.6148827639356151,0.5452503886638633,0.0,2.0820585772455127,0.36889960371116826,True
2015-01-01 07:00:00+00:00,0.0050835654424138,0.9873504747203508,2.6820948727450338,1.27287664815656,0.5995143416462015,0.0,1.3596821115628317,0.1058323265824394,1.347610387720625,2.4524500778092264,0.2271126278152997,0.3401829537067413,0.1919892590681,1.177331214399856,0.4895890740939935,1.0821062008061106,1.0826978202302489,0.4482449810928974,0.4770299134109188,1.29307331483654,0.176511704059707,1.5671718572609763,0.5200728545347241,0.0,1.617643494764902,0.3283901949169527,False
2015-01-01 07:30:00+00:00,0.011604420405658348,0.7877351299205112,2.403605666172557,1.1587182670720202,0.620019319406024,0.0,1.3311700287542196,0.08800541830073788,1.2487457186895194,2.4434032877688154,0.4154340290855474,0.383322350708317,0.26572166151517224,1.0589186479829982,0.48555365582181503,0.9318072661598729,0.9453248980407384,0.40458683348134206,0.5286763233044631,1.1243729782944847,0.17585285724548563,1.5076484678855515,0.49333302219037656,0.0,1.1382249620632687,0.284698875923741,True
2015-01-01 08:00:00+00:00,0.0293991660726787,0.6881485068539099,2.2392173087821425,1.091487601685636,0.6514946207756015,0.0,1.3027163270120736,0.0750800140718719,1.1942951661646863,2.434356497728404,0.6866156856792699,0.4584116650995067,0.4106747525009488,0.9609932816817764,0.4838300054194678,0.8100338686476031,0.8364738493499465,0.3647898532114569,0.5919706381721811,1.0057042578032047,0.1756318048846366,1.450141093356991,0.4783156247565132,0.0,0.7689642533435151,0.2571977097767324,False
2015-01-01 08:30:00+00:00,0.13722859937295295,0.7775619418708513,2.189368503097289,1.1082948692854564,0.7290556551138464,0.0,1.2873403365215872,0.06852672418800904,1.1830098225197945,2.702539105023498,1.107619224311598,0.6486450782373017,0.7167332397745027,0.8891077091405445,0.5120358787077911,0.7250143025482748,0.8180517810248495,0.32427384027199296,0.702275737713451,0.9906199698899282,0.34338040749547827,1.4110647362295263,0.48244829925948546,0.0,0.5778930319545266,0.25220522376989707,True
2015-01-01 09:00:00+00:00,0.3395342979687157,0.9307206598761488,2.1695999591034125,1.136317398313628,0.8078327652843603,0.0,1.2800672464291247,0.065597326173501,1.1725767117829955,2.9707217123185927,1.5597872552463974,0.8543197870138384,1.1147368305278045,0.8256785679020505,0.5610954864074602,0.6737533074024661,0.8012147055734504,0.2883536879097003,0.7947462422133059,0.9851338378334668,0.5879944828600314,1.373046368307319,0.4922092750967723,0.0,0.4545943824693483,0.2503402286805956,False
2015-01-01 09:30:00+00:00,0.68544820246161,1.0969573724304553,2.1954837005055556,1.1643711982249152,0.8463883134377748,0.0,1.2970187473538553,0.08048656638658588,1.1396517423362043,2.954623256883639,1.9503248709071783,0.9728910273213819,1.5518994174221985,0.752332583319945,0.6052842811978429,0.6579732465603501,0.7395310554165863,0.25501842993209245,0.8273154136067351,0.9899570522564082,0.7489816014316178,1.3213709693083246,0.5136327998022395,0.0,0.3749647800619109,0.2522383249580086,True
2015-01-01 10:00:00+00:00,1.0045497278734394,1.1994488019964058,2.2213674419076983,1.1812097367078511,0.8642227889175148,0.0,1.3253654075950227,0.1058340713244265,1.0870761796535442,2.913702303148664,2.182233260505711,1.03050030117695,1.8136877119108332,0.6955587295590315,0.6517233770892019,0.6456740530309267,0.6726054001500666,0.2370352079232379,0.8410399590203547,0.9947802666793496,0.8331032472494929,1.268564468237169,0.5515162429531758,0.0,0.3208008231324508,0.2541364212354217,False
2015-01-01 10:30:00+00:00,1.1001522616229915,1.048382549363938,2.2171711865335197,1.1068226278107904,0.8427982124146435,0.0,1.343093266932223,0.12257940268973959,0.9891082431839755,2.7599803319277783,2.206610578342071,1.008436259596338,1.7653751378943248,0.6674366141148358,0.6946884334788797,0.6221078395534185,0.6359400334716286,0.2381592047767812,0.8269663023107686,0.9702503280783192,0.7244725657127344,1.2148114510618682,0.6067266014905852,0.0,0.27847532272649594,0.2536610823492438,True
2015-01-01 11:00:00+00:00,1.2115728476484149,0.8973162967314702,2.212974931159341,1.03243551891373,0.8213736359117721,0.0,1.3712320660692567,0.1493953378189939,0.9194504642079128,2.5298441520686974,2.2320649984674974,0.9863722180157264,1.7170625638778163,0.6510059308056185,0.7459997618598557,0.6067018540356258,0.6183529351159895,0.2412910706102546,0.8128926456011826,0.9457203894772888,0.6158418841759761,1.184370263663245,0.7246741545323467,0.0,0.2576097637347462,0.2531857434630659,False
