TIMESTAMP,ZAF_FRA_FRA_Pca_Jt_1,ZAF_FRA_FRA_Pca_Jt_2,ZAF_FRA_FRA_Pca_Jt_3,interpolated
2015-02-02 22:00:00+00:00,0.4616337633288953,0.6063173900810607,0.6754486712248915,False
2015-02-02 22:30:00+00:00,0.3483112660112903,0.5525374333447652,1.235434241556758,True
2015-02-02 23:00:00+00:00,0.3302738952666429,0.5448545823824372,1.365808709065306,False
2015-02-02 23:30:00+00:00,0.4674041785673674,0.7155934837989532,0.682904354532653,True
2015-02-03 00:00:00+00:00,0.6984753036635462,0.9609286631613064,0.0,False
2015-02-03 00:30:00+00:00,0.9372669481811035,1.0775351967898443,0.0,True
2015-02-03 01:00:00+00:00,1.0821177509032065,1.193523090886929,0.0,False
2015-02-03 01:30:00+00:00,1.0075072340842597,1.349101556349649,0.24210748467503024,True
2015-02-03 02:00:00+00:00,0.8673954455664061,1.600114751818308,0.6432326265965207,False
2015-02-03 02:30:00+00:00,0.6666488224382088,2.689726702048474,1.0372746371953758,True
2015-02-03 03:00:00+00:00,0.5314034710089183,3.633013756238628,1.2722989905477708,False
2015-02-03 03:30:00+00:00,0.893060405043605,3.6681815580801342,0.9803849656621045,True
2015-02-03 04:00:00+00:00,1.5443633858793515,3.680261887541328,0.6884709407764382,False
2015-02-03 04:30:00+00:00,2.29441323172613,3.0719900374497464,0.7306857291422737,True
2015-02-03 05:00:00+00:00,2.8974720119797444,2.463718187358164,0.8404303665204843,False
2015-02-03 05:30:00+00:00,3.149571114492741,2.695479377116467,1.4754811142947322,True
2015-02-03 06:00:00+00:00,3.2590152357978424,2.9912956420865267,2.054863787809981,False
2015-02-03 06:30:00+00:00,2.7142509642490067,3.0685416712191693,2.0669464711816476,True
2015-02-03 07:00:00+00:00,2.169486692700171,3.1604910339419923,2.0790600022492547,False
2015-02-03 07:30:00+00:00,3.043757241902012,4.340896493096773,2.5277448272203444,True
2015-02-03 08:00:00+00:00,4.891124505413023,5.4425435434496165,3.479438446746232,False
2015-02-03 08:30:00+00:00,8.793026519661971,4.9136018355737665,5.484721305468018,True
2015-02-03 09:00:00+00:00,11.721831819601748,4.384660127697915,7.370988915826033,False
2015-02-03 09:30:00+00:00,10.604115231706741,6.17412705438533,7.969293347271568,True
2015-02-03 10:00:00+00:00,9.486398643811734,8.207833748436789,8.36500264182155,False
2015-02-03 10:30:00+00:00,10.229641000155873,8.47672584254999,8.777953596685236,True
2015-02-03 11:00:00+00:00,12.025924424171158,8.767867749539818,8.997613519804135,False
2015-02-03 11:30:00+00:00,18.722162682262237,14.417435032972998,8.901573978453477,True
2015-02-03 12:00:00+00:00,24.365359872682166,19.80051273616551,8.654660197267678,False
2015-02-03 12:30:00+00:00,21.696278131128437,18.86459484799835,7.323476950500968,True
2015-02-03 13:00:00+00:00,17.531153893896427,17.928676959831193,6.1431679435694,False
2015-02-03 13:30:00+00:00,14.122034101286237,18.083987526393226,7.749584862325435,True
2015-02-03 14:00:00+00:00,12.208956804354331,18.239298092955263,10.53158627074316,False
2015-02-03 14:30:00+00:00,12.836553576975295,17.0756938091209,13.651693239353936,True
2015-02-03 15:00:00+00:00,13.46415034959626,14.843949362104109,15.596215718303023,False
2015-02-03 15:30:00+00:00,10.832361301173778,12.0310166083941,13.021399849995976,True
2015-02-03 16:00:00+00:00,7.170863693621261,9.083010028689053,10.446583981688928,False
2015-02-03 16:30:00+00:00,5.42817075081587,6.850191063639028,11.45909739117713,True
2015-02-03 17:00:00+00:00,4.1097154570066,4.950281256546611,12.471610800665331,False
