TIMESTAMP,ARG_TRE_Nan_Jt_1,ARG_TRE_Nan_Jt_2,ARG_TRE_Nan_Jt_3,ARG_TRE_Nan_Jt_4,interpolated
2009-11-18 03:00:00+00:00,2.8928262574469388,2.277497202791285,3.131661444965827,3.077568320612719,False
2009-11-18 03:30:00+00:00,2.7096871962686704,1.9907304616553037,2.9717150025011434,3.749905011679187,True
2009-11-18 04:00:00+00:00,2.6303735228685583,1.8835830209046451,2.933174936931404,4.146007133806565,False
2009-11-18 04:30:00+00:00,2.651992994713703,2.0111889496159763,3.1210706824595484,4.309839948717892,True
2009-11-18 05:00:00+00:00,2.673618421358664,2.138794878327308,3.3089664279876927,4.378276441022623,False
2009-11-18 05:30:00+00:00,2.6736243782043396,2.0778656029948386,3.1661805180081304,4.012452282157335,True
2009-11-18 06:00:00+00:00,2.6736303342390912,2.016936327662369,2.99274715200054,3.646628123292048,False
2009-11-18 06:30:00+00:00,2.6819035336504125,2.024405630008085,2.9394069856728837,3.9543849553533237,True
2009-11-18 07:00:00+00:00,2.7025653980193933,2.044674694599844,2.916714275373255,4.2621417874146,False
2009-11-18 07:30:00+00:00,2.771861408933668,2.2170730122409967,2.9289795832298564,3.977611886074929,True
2009-11-18 08:00:00+00:00,2.8755775309496863,2.376671567636106,2.951795764160958,3.6930819847352576,False
2009-11-18 08:30:00+00:00,3.001016183269721,2.3662365672572503,2.98354810696391,3.8614772324669,True
2009-11-18 09:00:00+00:00,3.0796401055414617,2.350614431145565,3.0047495766923618,4.029872480198542,False
2009-11-18 09:30:00+00:00,2.9940992248702054,2.3394024186537026,2.9643727066515146,4.0066455494769375,True
2009-11-18 10:00:00+00:00,2.908558344198949,2.3333775418946705,2.923995836610668,3.983418618755333,False
2009-11-18 10:30:00+00:00,2.9897256779395383,2.7680047554737253,3.0413345691342344,4.639579411640683,True
2009-11-18 11:00:00+00:00,3.1656236596184057,3.408718916830644,3.232624956264497,5.295740204526032,False
2009-11-18 11:30:00+00:00,3.4884234432723407,3.7702814418317407,3.36489776202655,5.278320006484832,True
2009-11-18 12:00:00+00:00,3.8860531268837137,4.077068402203217,3.5166320363428616,5.260899808443633,False
2009-11-18 12:30:00+00:00,4.195919729423852,4.32012636837989,3.7611059666285254,5.518116559768078,True
2009-11-18 13:00:00+00:00,4.526775567450916,4.6300981907492496,4.062624230985473,6.06222891833902,False
2009-11-18 13:30:00+00:00,4.984319153002825,5.77442930767047,4.378136885320889,7.163967203899017,True
2009-11-18 14:00:00+00:00,5.467289941015937,6.700535185250762,4.733013564626405,8.082971891118689,False
2009-11-18 14:30:00+00:00,5.974698952711147,6.448096115544196,5.160220423618213,8.205743554289704,True
2009-11-18 15:00:00+00:00,6.266130978562507,6.195657045837629,5.608376495545451,8.315241198334748,False
2009-11-18 15:30:00+00:00,6.131051677536646,7.388550371569961,6.1203111955007765,8.630417291927358,True
2009-11-18 16:00:00+00:00,5.995972376510784,8.581443697302293,6.421475200318337,9.151410704312534,False
2009-11-18 16:30:00+00:00,6.094486390820566,7.9862605797154655,6.1377110586888675,10.055809446883112,True
2009-11-18 17:00:00+00:00,6.297913065261645,7.391077462128639,5.853946917059399,11.19538060781382,False
2009-11-18 17:30:00+00:00,6.694257732079328,7.395782422337354,6.318899760778329,12.570405413236927,True
2009-11-18 18:00:00+00:00,6.985689738765712,7.400487382546069,6.783852604497261,13.413552491727136,False
2009-11-18 18:30:00+00:00,6.779824097785275,7.092021755962111,6.580604759916449,12.059260724177834,True
2009-11-18 19:00:00+00:00,6.463553837907058,6.628804350754532,6.290945535680073,10.219849517506391,False
2009-11-18 19:30:00+00:00,6.266668034537014,6.354904614382484,6.168173430005613,9.321470577570576,True
2009-11-18 20:00:00+00:00,6.080937745715587,6.112038339796759,6.024810779345401,8.826233674210059,False
2009-11-18 20:30:00+00:00,5.82506324248182,5.812799131272403,5.448489729486114,8.692337250050223,True
2009-11-18 21:00:00+00:00,5.668437843597217,5.637278239585344,4.932294544654529,8.640418228437223,False
2009-11-18 21:30:00+00:00,6.084363500778789,6.006723481453691,4.857580287204686,8.652496232412457,True
2009-11-18 22:00:00+00:00,6.500289157960362,6.376168723322039,4.829742089368456,8.686872089880431,False
2009-11-18 22:30:00+00:00,6.293496873854032,6.319128580135259,4.997493720326645,9.25546735394533,True
2009-11-18 23:00:00+00:00,5.926506852532789,6.169698188210046,5.165245351284834,9.801764764517486,False
2009-11-18 23:30:00+00:00,5.595481519984438,5.411740264286711,5.001533228026313,8.584261874393844,True
2009-11-19 00:00:00+00:00,5.200986693323954,4.410746505686412,4.674544416646891,6.933238820399222,False
2009-11-19 00:30:00+00:00,4.609443292193835,3.8073900043366535,4.2063171779513615,6.163186122332646,True
2009-11-19 01:00:00+00:00,4.034319339164957,3.326290046921894,3.698349287723216,5.690598026793336,False
2009-11-19 01:30:00+00:00,3.609240659081005,2.8684410635389574,3.2492462903873203,5.448368265709431,True
2009-11-19 02:00:00+00:00,3.3914097622228585,2.623761619636418,3.0031606327049394,5.342194065969241,False
2009-11-19 02:30:00+00:00,3.4202829545617797,2.878182001267093,3.1344321393029593,5.522202779061686,True
2009-11-19 03:00:00+00:00,3.4491561469007004,3.132602382897768,3.319071313596181,5.702211492154131,False
2009-11-19 03:30:00+00:00,3.27965367158801,2.7408169312296784,3.426354589977515,5.673177828752126,True
2009-11-19 04:00:00+00:00,3.1101511962753188,2.349031479561589,3.4802701986636477,5.632530699989317,False
2009-11-19 04:30:00+00:00,3.3619981067584486,3.2071060051100893,3.303428108285658,5.617947547737393,True
2009-11-19 05:00:00+00:00,3.613845017241579,4.065180530658589,3.1265860179076688,5.597690303906904,False
2009-11-19 05:30:00+00:00,3.4354328510762198,3.375749060000386,3.130072500978414,3.3186140474002896,True
2009-11-19 06:00:00+00:00,3.0845335573796464,2.546583488570976,3.13355898404916,1.0568253478330445,False
2009-11-19 06:30:00+00:00,2.524921538852696,2.327584904721913,2.884246991408102,2.299466141438933,True
2009-11-19 07:00:00+00:00,2.093963982667472,2.204085137848121,2.5312578070984304,3.542106935044821,False
2009-11-19 07:30:00+00:00,2.0255423926429588,2.122326335612769,2.321309573270552,3.373711687313186,True
2009-11-19 08:00:00+00:00,1.9977869964859127,2.0848028171733524,2.215038531111288,3.2053164395815505,False
2009-11-19 08:30:00+00:00,1.9928140907188916,2.1140708284307492,2.4560423867187815,3.223607647524814,True
2009-11-19 09:00:00+00:00,1.9910076562738912,2.172482425925387,2.697046242326275,3.274997231746364,False
2009-11-19 09:30:00+00:00,2.003303848968182,2.240691880115543,2.5420915080536095,3.897947328341728,True
2009-11-19 10:00:00+00:00,2.035862984862884,2.346356970708462,2.387136773780944,4.598932282877872,False
2009-11-19 10:30:00+00:00,2.17606131572517,2.588404312125663,2.413499536134451,4.728732057821564,True
2009-11-19 11:00:00+00:00,2.4557327675882745,2.915728648962141,2.482762231433373,4.86604198617633,False
2009-11-19 11:30:00+00:00,3.056788216258253,3.188800994890009,2.8089694686563806,5.987995760504854,True
2009-11-19 12:00:00+00:00,3.7917868222747,3.566841245083832,3.3177909647046797,6.99130614720324,False
2009-11-19 12:30:00+00:00,4.4108913677979125,4.904964236470578,3.847904568046944,6.828717632152002,True
2009-11-19 13:00:00+00:00,4.839933248275885,6.000681266818413,4.298575643788722,6.666129117100764,False
2009-11-19 13:30:00+00:00,4.9619412882084575,6.015297849646018,4.514194042924787,9.250125159879364,True
2009-11-19 14:00:00+00:00,5.0982365042574695,6.029904306476905,4.714655363984913,11.834121202657965,False
2009-11-19 14:30:00+00:00,6.510993550153549,7.18607356661506,5.034159360637744,10.585673676371675,True
2009-11-19 15:00:00+00:00,7.805846863430733,8.327814791463606,5.420920658407259,9.337226150085383,False
2009-11-19 15:30:00+00:00,7.237345385662646,7.443781408287517,5.971611015501337,9.349202536238714,True
2009-11-19 16:00:00+00:00,6.668843907894559,6.559748025111428,6.324129485384453,9.372066546167796,False
2009-11-19 16:30:00+00:00,7.891765172675371,7.130609620974402,6.284993684894744,9.392248482922847,True
2009-11-19 17:00:00+00:00,9.114686437456186,7.701471216837378,6.1853465057131976,9.430133872971805,False
2009-11-19 17:30:00+00:00,8.587200213790668,7.44453399398937,5.682239221219109,11.179335968093545,True
2009-11-19 18:00:00+00:00,8.059713990125148,6.910073344667735,5.239643315416856,13.181283184511075,False
2009-11-19 18:30:00+00:00,8.273539184384617,5.842052050020772,5.4288194098365015,13.65293504647668,True
2009-11-19 19:00:00+00:00,8.487364378644084,5.051554181847437,5.6179955042561485,13.843250710076838,False
2009-11-19 19:30:00+00:00,7.812859601144075,5.550857183242838,5.501608741841937,13.428306078623262,True
2009-11-19 20:00:00+00:00,6.986832802194937,6.348026751156128,5.385221979427725,12.68190417399656,False
2009-11-19 20:30:00+00:00,6.7212046142834625,7.0480576504684755,5.410362402635656,11.743880090916619,True
2009-11-19 21:00:00+00:00,6.607098447821117,7.450221983262933,5.468490448784573,11.137313281009805,False
2009-11-19 21:30:00+00:00,6.84966308410453,6.8749132712612,5.643822713595333,11.770247143173556,True
2009-11-19 22:00:00+00:00,7.092227720387943,6.040307505300528,5.786167355465107,12.403181005337307,False
2009-11-19 22:30:00+00:00,7.015557635972067,5.6057144286808285,4.836943245140702,10.395831339353037,True
2009-11-19 23:00:00+00:00,6.821645767806752,5.219981430061289,3.6547058888065886,7.827475653181026,False
2009-11-19 23:30:00+00:00,6.019706981786891,4.770707774143849,3.359072660888618,6.803710859995787,True
2009-11-20 00:00:00+00:00,5.0640319189497225,4.355662887263305,3.0582746109077386,6.340952086998287,False
2009-11-20 00:30:00+00:00,4.63915449867363,4.065431030477346,1.7561193115862952,6.387405948441496,True
