TIMESTAMP,USA_TNP_Aru_Js_1,USA_TNP_Aru_Js_2,USA_TNP_Cfl_Js_3,USA_TNP_Fsy_Js_4,USA_TNP_Ltu_Js_5,USA_TNP_Pta_Js_6,USA_TNP_Pta_Js_7,USA_TNP_Pta_Js_8,USA_TNP_Pta_Js_9,interpolated
1998-02-28 05:00:00+00:00,0.1750143539629732,0.3507676764746805,,,,0.1876476217648226,0.5147595431156277,0.0286777183206865,0.0688777620632512,False
1998-02-28 05:30:00+00:00,0.1750143539629732,0.3707088018649979,,,,0.1871583641754676,0.4420556275294643,0.0286777183206865,0.0688777620632512,True
1998-02-28 06:00:00+00:00,0.1750143539629732,0.4149068056334162,,,,0.1870884702341312,0.3884818381667885,0.0286777183206865,0.0688777620632512,False
1998-02-28 06:30:00+00:00,0.1750143539629732,0.5266050352377322,,,,0.23467046308490908,0.3476407719714888,0.0286777183206865,0.0688777620632512,True
1998-02-28 07:00:00+00:00,0.1750143539629732,0.6140463864639472,,,,0.282252455935687,0.3273868447287631,0.0286777183206865,0.0688777620632512,False
1998-02-28 07:30:00+00:00,0.1750143539629732,0.6140463864639472,,,,0.28183395471550343,0.3859902836987209,0.014338859160343252,0.0688777620632512,True
1998-02-28 08:00:00+00:00,0.1750143539629732,0.6140463864639472,,,,0.2814154534953199,0.4445937226686787,0.0,0.0688777620632512,False
1998-02-28 08:30:00+00:00,0.19734284112115877,0.5790889498532772,,,,0.30655412087824385,0.41426127217109077,0.0,0.0688777620632512,True
1998-02-28 09:00:00+00:00,0.2196713282793443,0.5441315132426072,,,,0.3316927882611679,0.3833043777591406,0.0,0.0688777620632512,False
1998-02-28 09:30:00+00:00,0.19734284112115874,0.5790889498532772,,,,0.3312021627966924,0.38266681379580114,0.0,0.0688777620632512,True
1998-02-28 10:00:00+00:00,0.1750143539629732,0.6140463864639472,,,,0.330711537332217,0.382029512100057,0.0,0.0688777620632512,False
1998-02-28 10:30:00+00:00,0.1750143539629732,0.6140463864639472,,,,0.34997884468572166,0.35169188468854695,0.0,0.0688777620632512,True
