LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Fagus sylvatica,23906,Fagus sylvatica,1649311,11158626,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,163.5946963,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Fagus sylvatica,23906,Fagus sylvatica,1649311,11158627,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),72.22232425,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649335,11158842,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,87.54887275,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649335,11158843,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),55.66390822,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649336,11158851,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,129.8789517,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649336,11158852,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),81.97152461,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649337,11158860,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,104.0565259,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649337,11158861,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),96.58007131,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649338,11158869,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,108.0555868,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649338,11158870,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),63.14553814,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649339,11158878,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,118.9996408,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649339,11158879,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),82.86282099,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649340,11158887,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,100.6168542,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649340,11158888,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),53.00038829,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649341,11158896,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,95.9030361,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649341,11158897,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),60.51364421,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649342,11158905,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,88.93910194,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649342,11158906,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),53.73798422,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649343,11158914,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,205.5385838,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649343,11158915,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),100.5809736,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649344,11158923,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,113.8081485,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649344,11158924,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),56.01485316,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649345,11158932,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,128.6223558,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649345,11158933,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),68.31677808,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649346,11158941,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,195.9745564,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649346,11158942,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),82.02923468,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649347,11158950,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,146.5608167,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649347,11158951,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),64.20017633,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649348,11158959,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,196.3717061,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649348,11158960,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),92.18778022,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649349,11158968,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,119.6133974,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649349,11158969,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),55.83737615,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649350,11158977,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,171.4598687,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649350,11158978,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),70.68892838,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649351,11158986,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,102.6233509,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649351,11158987,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),36.10678088,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649352,11158995,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,193.6102995,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649352,11158996,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),89.04579579,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649353,11159004,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,147.6739196,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649353,11159005,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),64.63051853,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649354,11159013,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,86.98843781,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649354,11159014,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),43.89061728,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649355,11159022,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,126.4343411,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649355,11159023,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),51.96238087,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649356,11159031,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,145.6536552,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649356,11159032,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),61.30310762,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649357,11159040,572,Leaf water storage capacity (WSC),2316,"Leaf water content per area (leaf water storage capacity WSC, wet surface)",WSC fully wetted leaf (g/m²) ,120.9334762,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.","defined as the difference between the wetted and dry biomass divided by leaf area,"
Verheyen,Kris,217,Canopy Traits for Temperate Tree Species Under High N-Deposition,Pinus sylvestris,42185,Pinus sylvestris,1649357,11159041,572,Leaf water storage capacity (WSC),1276,"Leaf water content per area (leaf water storage capacity WSC, after dripping, dry surface)",WSC leaves after dripping (g/m²),57.72374529,g/m²,,,,,,,,,,"Adriaenssens S. (2012). Dry deposition and canopy exchange for temperate tree species under high nitrogen deposition. PhD thesis, Ghent University, Ghent, Belgium, 209p.",defined as the difference between the wetted and dry biomass divided by leaf area
Manzoni,Stefano,197,Plant Hydraulic Traits,Acer rubrum,859,Acer rubrum,4523833,50626102,3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)",7802,Xylem hydraulic vulnerability curve: Xylem water pressure (psi),psi (-MPa),0.5,#NAME?,,,,,,,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soil–plant–atmosphere system. Advances in Water Resources  51:292–304",
Manzoni,Stefano,197,Plant Hydraulic Traits,Acer rubrum,859,Acer rubrum,4523833,50626103,3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)",7803,Xylem hydraulic vulnerability curve: Fraction of remaining conductivity,Fraction of remaining conductivity,1,fraction,,,,,,,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soil–plant–atmosphere system. Advances in Water Resources  51:292–304",
Manzoni,Stefano,197,Plant Hydraulic Traits,Acer rubrum,859,Acer rubrum,4523834,50626105,3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)",7802,Xylem hydraulic vulnerability curve: Xylem water pressure (psi),psi (-MPa),1,#NAME?,,,,,,,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soil–plant–atmosphere system. Advances in Water Resources  51:292–304",
Manzoni,Stefano,197,Plant Hydraulic Traits,Acer rubrum,859,Acer rubrum,4523834,50626106,3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)",7803,Xylem hydraulic vulnerability curve: Fraction of remaining conductivity,Fraction of remaining conductivity,0.743799686,fraction,,,,,,,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soil–plant–atmosphere system. Advances in Water Resources  51:292–304",
Manzoni,Stefano,197,Plant Hydraulic Traits,Acer rubrum,859,Acer rubrum,4523835,50626108,3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)",7802,Xylem hydraulic vulnerability curve: Xylem water pressure (psi),psi (-MPa),2,#NAME?,,,,,,,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soil–plant–atmosphere system. Advances in Water Resources  51:292–304",
Manzoni,Stefano,197,Plant Hydraulic Traits,Acer rubrum,859,Acer rubrum,4523835,50626109,3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)",7803,Xylem hydraulic vulnerability curve: Fraction of remaining conductivity,Fraction of remaining conductivity,0.37546095,fraction,,,,,,,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soil–plant–atmosphere system. Advances in Water Resources  51:292–304",
