TIMESTAMP,TIMESTAMP_solar,USA_TNY_Aru_Js_1,USA_TNY_Aru_Js_2,USA_TNY_Aru_Js_3,USA_TNY_Ltu_Js_4,USA_TNY_Ltu_Js_5,USA_TNY_Ltu_Js_6,USA_TNY_Pse_Js_7,USA_TNY_Pse_Js_8
1998-05-15T14:00:00Z,1998-05-15T08:29:18Z,6397.890964008796,3252.205513826023,4196.4005634728,17144.71949498813,29031.92136323405,8207.963540036402,3570.1272448822815,6910.114189923858
1998-05-15T15:00:00Z,1998-05-15T09:29:18Z,9902.287670753116,6671.834317510857,6156.7692192072045,19039.221116762732,29906.151608099375,8525.373955980844,4434.398393976849,7330.997695694046
1998-05-15T16:00:00Z,1998-05-15T10:29:18Z,18494.60851379962,14291.651149384385,9896.267254369563,23157.49460829405,34445.23649882853,9489.535905059827,6113.865750996835,8334.540871296089
1998-05-15T17:00:00Z,1998-05-15T11:29:18Z,27258.33417499509,20069.82580515713,10636.687134084406,25653.424803052167,36987.3252045711,9093.269939457708,6723.990298355307,8878.199181925283
1998-05-15T18:00:00Z,1998-05-15T12:29:18Z,32410.16193392205,22477.937090567317,10000.099532112721,26314.996321725208,38805.703034856386,9491.551688569085,6721.784542712676,9042.5665565729
1998-05-15T19:00:00Z,1998-05-15T13:29:18Z,36055.26193295207,22859.025306694723,9662.840895012156,26673.033882062067,39533.01321942375,9813.8156645781,6909.909135016519,8845.115004328087
1998-05-15T20:00:00Z,1998-05-15T14:29:18Z,38042.6457618437,22389.195493205563,9139.229070307501,26709.33392001326,39988.10374806987,9699.756581726844,7453.4390288066415,8659.295405927298
1998-05-15T21:00:00Z,1998-05-15T15:29:18Z,37261.72715795073,21225.388976767947,8671.24104070299,25797.754569735796,39050.78342246179,9915.298616310449,7194.444084051358,8046.473467476697
1998-05-15T22:00:00Z,1998-05-15T16:29:18Z,35010.76560766229,18574.36570863397,7005.365462950314,23814.954152938735,36506.1007644414,9447.273081814357,6144.576502430345,6878.036345086626
1998-05-15T23:00:00Z,1998-05-15T17:29:18Z,27843.70121408178,12630.530813836333,5987.4000906866995,18661.789829705027,28396.395715242117,6936.289378441968,4143.422760199026,5076.396090671465
1998-05-16T00:00:00Z,1998-05-15T18:29:18Z,15803.712557399784,5287.202360053429,3515.8470490477216,10317.417117552555,16469.12127062793,2794.0339097757374,2289.139069168276,2938.173290034424
1998-05-16T01:00:00Z,1998-05-15T19:29:18Z,6209.606514641042,1303.32708900511,1314.476841749372,3797.4978174446164,6765.173947608087,562.9590271763971,878.2669783935029,1130.152971338692
1998-05-16T02:00:00Z,1998-05-15T20:29:18Z,2491.327548480364,361.516238919552,495.08395769206953,1654.9707379285,3411.2637409780823,155.62302956220915,304.8243355246604,366.1077324587161
1998-05-16T03:00:00Z,1998-05-15T21:29:18Z,1087.2567917367892,127.47118173399066,225.0407267773297,869.9703794484059,2019.3346102356165,114.84071981649812,113.69540215732482,150.40329448138002
1998-05-16T04:00:00Z,1998-05-15T22:29:18Z,491.5407776931171,44.44287016616649,120.29539170819069,452.63054456026816,1185.3907436571324,77.38323990710481,52.85074229993454,66.30285162199814
1998-05-16T05:00:00Z,1998-05-15T23:29:18Z,211.1633753353074,7.879591749198736,85.50731060531693,260.53663241372885,638.5837420396663,60.74598675971637,16.520239014794573,34.971352280639096
1998-05-16T06:00:00Z,1998-05-16T00:29:16Z,87.5540651014905,16.83335928230229,70.59660686069138,219.68208364568943,376.72241118417645,55.57004756801268,8.09543897253628,15.323487524806167
1998-05-16T07:00:00Z,1998-05-16T01:29:16Z,87.74831197396635,0,62.647576625599356,224.73603847423271,478.1304139949538,46.565046651299845,0.7212035836412682,15.549607596099419
1998-05-16T08:00:00Z,1998-05-16T02:29:16Z,99.23230884109012,1.7754393242981044,49.16799595959145,142.43946395465713,487.65402962887947,47.0963266976375,3.243726915373443,7.397684352656029
1998-05-16T09:00:00Z,1998-05-16T03:29:16Z,79.80349362868651,11.992064081046287,56.34602149091117,108.23043990768056,457.3453514950144,49.59119887956541,2.4141502382342566,3.0352639122199268
1998-05-16T10:00:00Z,1998-05-16T04:29:16Z,92.4594518905371,0,70.8140504392701,239.9005757349516,677.80268176656,64.12100057049507,2.791263627177864,23.14568504258425
1998-05-16T11:00:00Z,1998-05-16T05:29:16Z,145.067585823842,0,79.61941280371403,579.5826796462111,1389.1416625044005,143.0256234508206,11.403915194121163,32.531252963318146
1998-05-16T12:00:00Z,1998-05-16T06:29:16Z,423.4716027680736,0,309.3458474063124,1758.0993165533864,6395.493153660972,1216.5312146802364,71.89782717187018,162.46309398371267
1998-05-16T13:00:00Z,1998-05-16T07:29:16Z,1270.0701625257354,37.27894974849898,954.1879913082967,3745.9293564731092,11446.535738183511,2394.428080898273,402.2275329912906,1401.4275914715383
1998-05-16T14:00:00Z,1998-05-16T08:29:16Z,3599.171212238448,938.6424637972373,2553.260637588606,8661.55098569769,19310.853007801343,4423.815135471688,1484.8453701971964,4327.324786702205
1998-05-16T15:00:00Z,1998-05-16T09:29:16Z,10683.296779989112,6022.774734193131,6348.387787661061,15773.040681725553,28587.409459651248,7364.904916362249,3506.8882202686723,6500.471016385402
1998-05-16T16:00:00Z,1998-05-16T10:29:16Z,16776.90407758159,10588.135875867658,8483.546561981608,18409.175778301753,31131.806059856917,7857.159322196372,4039.6525802066963,6865.513962437177
1998-05-16T17:00:00Z,1998-05-16T11:29:16Z,21740.648141927762,14945.313327406626,10730.940506977684,21482.561137720237,34615.15902376406,8700.021449172302,4882.568290126011,7835.928438874712
1998-05-16T18:00:00Z,1998-05-16T12:29:16Z,27569.944493255927,19279.16182974961,11615.442180329168,24180.632181615536,38070.06007628957,9646.96635917031,6086.216773369223,8557.441885128535
1998-05-16T19:00:00Z,1998-05-16T13:29:16Z,30955.209891207134,20253.98569822548,11228.226263161385,24163.817450410636,38889.894526058146,9768.080812590564,6311.986771993625,8382.247440926702
1998-05-16T20:00:00Z,1998-05-16T14:29:16Z,28072.054504719483,16903.252371528062,9781.171036568307,21148.184016207568,34086.804441706845,8267.434679584789,5294.400094737064,7354.880937776995
1998-05-16T21:00:00Z,1998-05-16T15:29:16Z,23361.31028785462,12977.106213478159,8617.183507417687,17073.680565252544,29246.32446124345,6969.144659153428,3853.337192671564,6169.531845160466
1998-05-16T22:00:00Z,1998-05-16T16:29:16Z,19162.353495600753,8379.657465991506,6526.766074530608,12962.347317776186,24058.329232954533,4927.305613314868,3292.1597522971206,5069.050604880817
1998-05-16T23:00:00Z,1998-05-16T17:29:16Z,12735.948231594253,3824.920826930692,3760.7751809434108,7734.409151522867,15775.939475764028,2543.941774581945,2112.5134034488324,3134.6913238797874
1998-05-17T00:00:00Z,1998-05-16T18:29:16Z,4709.933281200536,722.7230326602725,1013.5473429114496,2632.936324089453,6262.5481430793125,381.6855350181035,710.7390623161938,895.1829461320555
1998-05-17T01:00:00Z,1998-05-16T19:29:16Z,1901.1262059176852,200.70555229565542,314.6161066631136,1237.759375271438,3343.1505492173,67.72251579420673,261.2860559147087,333.8900768610303
1998-05-17T02:00:00Z,1998-05-16T20:29:16Z,797.6903660837593,82.94429005776455,97.47945106925691,470.1754319707562,1747.3164296256448,2.1544940044171037,93.65374530186189,117.9110087247134
1998-05-17T03:00:00Z,1998-05-16T21:29:16Z,358.9976801316725,27.980127816657582,64.61027416543462,252.40449022982904,1122.176224339761,0,32.31417417882012,70.9826606390909
1998-05-17T04:00:00Z,1998-05-16T22:29:16Z,169.56425599364377,0,63.973264842971986,132.33485166426453,729.5513146460856,2.761527378538389,10.085544632656465,42.69448623830991
1998-05-17T05:00:00Z,1998-05-16T23:29:16Z,63.25208448733301,0,36.933013378446574,27.613699959188647,514.5135992734771,0,9.922981361038229,2.7085864332511655
1998-05-17T06:00:00Z,1998-05-17T00:29:13Z,12.661507878113728,0,47.276954199458544,0,192.8702369158126,0,0.5290513078095761,5.004475447551158
1998-05-17T07:00:00Z,1998-05-17T01:29:13Z,0,15.795297889120478,61.648428759551756,0,67.71685648212376,3.3076379231205886,27.422378708054506,0
1998-05-17T08:00:00Z,1998-05-17T02:29:13Z,37.6546069696953,47.91721849747089,52.32243411039809,0,16.154734066486547,4.073599686104589,37.951196639416615,11.118538662180496
1998-05-17T09:00:00Z,1998-05-17T03:29:13Z,104.34935150545186,99.8519072972011,50.089997312735406,4.476629338664564,5.032697475946263,3.96236132075458,51.55712668514347,18.66734787970092
1998-05-17T10:00:00Z,1998-05-17T04:29:13Z,139.7976413789215,36.59360453448872,71.26509112744837,17.657300882342962,6.2501102284776,4.184842045602073,53.005444481216394,22.63836123303092
1998-05-17T11:00:00Z,1998-05-17T05:29:13Z,147.42451936224268,0,76.28511133520395,15.302393955423849,0,8.022503720327295,52.318551378388534,30.056691698111006
1998-05-17T12:00:00Z,1998-05-17T06:29:13Z,129.97591345986837,14.367565239343975,70.83183814244512,13.020671312433853,0,21.281886564367074,57.980980655597435,28.438055832248704
1998-05-17T13:00:00Z,1998-05-17T07:29:13Z,176.9939422218839,0,0,37.92717663523534,560.0772133279819,4.410135853752573,68.94201952767584,87.1415466390317
1998-05-17T14:00:00Z,1998-05-17T08:29:13Z,778.710749640874,0,0,3725.312602609566,11751.957694141247,1970.843228664539,365.93963898794095,1825.8807663923676
1998-05-17T15:00:00Z,1998-05-17T09:29:13Z,4426.851133562612,1012.5023764303576,2298.067105751385,13223.510150570643,25515.280069348773,6589.245909109218,2778.148442875054,6375.056504235779
1998-05-17T16:00:00Z,1998-05-17T10:29:13Z,15083.017685819348,9610.341057364181,9231.135792407604,22410.4316995595,35804.204890183144,10078.983526671727,6427.9699762300825,8633.45761279876
1998-05-17T17:00:00Z,1998-05-17T11:29:13Z,25574.68660761082,17563.756534724926,12185.46882287847,24515.056925702793,38480.07870978693,9990.923498040647,6885.056280928723,8938.398997643299
1998-05-17T18:00:00Z,1998-05-17T12:29:13Z,29623.877276179017,19166.117773101603,11724.29722247592,23690.101880686918,37134.46320670547,9287.928963549948,6118.3952345639755,8968.803381793177
1998-05-17T19:00:00Z,1998-05-17T13:29:13Z,31287.09361008829,19103.967218051494,11483.936735153442,23261.754246345852,36235.65897958172,8701.210603576801,6459.675819223693,8552.238947193104
1998-05-17T20:00:00Z,1998-05-17T14:29:13Z,35087.228870507584,19967.27545305959,10962.13205586935,24495.252218971887,38534.31038554683,8813.79999740978,7700.089727422921,8898.64757175149
1998-05-17T21:00:00Z,1998-05-17T15:29:13Z,35933.406549877654,18893.380931954012,9518.754879433207,24902.07804054406,38736.32886646263,9657.374633933196,7723.011070061396,8330.700254796879
1998-05-17T22:00:00Z,1998-05-17T16:29:13Z,34425.243803419704,16645.26316497809,7505.735558048548,24348.483376121905,37100.69627547026,9733.088505428772,6743.469309365517,7511.780705823525
1998-05-17T23:00:00Z,1998-05-17T17:29:13Z,29709.971511947497,12458.76701902164,6549.897183236892,21969.198328955525,31270.58457218251,8286.169956812835,4602.822052321581,5714.3716364762795
1998-05-18T00:00:00Z,1998-05-17T18:29:13Z,19205.636776080533,5300.652630522979,3710.292731269684,15888.400237380889,19560.968116733264,3898.2136600862937,2930.5624450075493,3842.2878034116657
1998-05-18T01:00:00Z,1998-05-17T19:29:13Z,7688.2625155762535,997.2517264171146,1378.8331709917172,5552.578458448088,7894.291074839813,632.2776448040903,949.1456223375266,1159.3257239001632
1998-05-18T02:00:00Z,1998-05-17T20:29:13Z,2949.9501801571682,118.4455989531601,506.921881904395,2062.5107804124596,3639.807532145687,145.70221222989096,312.5975528181697,389.07563724153016
1998-05-18T03:00:00Z,1998-05-17T21:29:13Z,1287.2617076923652,0,216.61802260677547,947.5489710616449,1950.0915572006222,55.6275999322356,126.73086867369439,167.45550790263292
1998-05-18T04:00:00Z,1998-05-17T22:29:13Z,655.7468011794701,711.3754085267308,52.81511307138228,483.1957753648903,1082.7235448337317,14.313108417839787,57.18099048112795,77.60383842276934
1998-05-18T05:00:00Z,1998-05-17T23:29:13Z,337.3661840132246,1172.837465404132,36.70106065263381,267.3206242301837,626.2440840008873,66.62476620815765,28.20195220907451,48.28604428517138
