TIMESTAMP,solar_TIMESTAMP,CHN_YIN_ST2_DRO_Peu_Js_1,CHN_YIN_ST2_DRO_Peu_Js_2
2012-05-27T21:50:00Z,2012-05-28T03:32:35Z,,
2012-05-27T22:00:00Z,2012-05-28T03:42:35Z,,
2012-05-27T22:10:00Z,2012-05-28T03:52:35Z,,
2012-05-27T22:20:00Z,2012-05-28T04:02:35Z,,
2012-05-27T22:30:00Z,2012-05-28T04:12:35Z,,
2012-05-27T22:40:00Z,2012-05-28T04:22:35Z,,
2012-05-27T22:49:59Z,2012-05-28T04:32:34Z,,
2012-05-27T22:59:59Z,2012-05-28T04:42:34Z,,
2012-05-27T23:09:59Z,2012-05-28T04:52:34Z,,
2012-05-27T23:20:00Z,2012-05-28T05:02:35Z,,
2012-05-27T23:30:00Z,2012-05-28T05:12:35Z,,
2012-05-27T23:40:00Z,2012-05-28T05:22:35Z,,
2012-05-27T23:50:00Z,2012-05-28T05:32:35Z,,
2012-05-28T00:00:00Z,2012-05-28T05:42:35Z,,
2012-05-28T00:10:00Z,2012-05-28T05:52:35Z,,
2012-05-28T00:19:59Z,2012-05-28T06:02:34Z,,
2012-05-28T00:29:59Z,2012-05-28T06:12:34Z,,
2012-05-28T00:39:59Z,2012-05-28T06:22:34Z,,
2012-05-28T00:50:00Z,2012-05-28T06:32:35Z,,
2012-05-28T01:00:00Z,2012-05-28T06:42:35Z,,
2012-05-28T01:10:00Z,2012-05-28T06:52:35Z,,
2012-05-28T01:20:00Z,2012-05-28T07:02:35Z,,
2012-05-28T01:30:00Z,2012-05-28T07:12:35Z,,
2012-05-28T01:40:00Z,2012-05-28T07:22:35Z,,
2012-05-28T01:49:59Z,2012-05-28T07:32:34Z,,
2012-05-28T01:59:59Z,2012-05-28T07:42:34Z,,
2012-05-28T02:09:59Z,2012-05-28T07:52:34Z,,
2012-05-28T02:20:00Z,2012-05-28T08:02:35Z,,
2012-05-28T02:30:00Z,2012-05-28T08:12:35Z,,
2012-05-28T02:40:00Z,2012-05-28T08:22:35Z,,
2012-05-28T02:50:00Z,2012-05-28T08:32:35Z,,
2012-05-28T03:00:00Z,2012-05-28T08:42:35Z,,
2012-05-28T03:10:00Z,2012-05-28T08:52:35Z,,
