TIMESTAMP,solar_TIMESTAMP,CZE_RAJ_RAJ_Fsy_Jt_1,CZE_RAJ_RAJ_Fsy_Jt_2,CZE_RAJ_RAJ_Fsy_Jt_3,CZE_RAJ_RAJ_Fsy_Jt_4,CZE_RAJ_RAJ_Fsy_Jt_5,CZE_RAJ_RAJ_Fsy_Jt_6
2012-04-08T02:10:00Z,2012-04-08T03:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T02:20:00Z,2012-04-08T03:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T02:30:00Z,2012-04-08T03:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T02:40:00Z,2012-04-08T03:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T02:50:00Z,2012-04-08T03:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T03:00:00Z,2012-04-08T04:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T03:10:00Z,2012-04-08T04:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T03:20:00Z,2012-04-08T04:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T03:30:00Z,2012-04-08T04:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T03:40:00Z,2012-04-08T04:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T03:50:00Z,2012-04-08T04:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T04:00:00Z,2012-04-08T05:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T04:10:00Z,2012-04-08T05:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T04:20:00Z,2012-04-08T05:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T04:30:00Z,2012-04-08T05:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T04:40:00Z,2012-04-08T05:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T04:50:00Z,2012-04-08T05:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T05:00:00Z,2012-04-08T06:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T05:10:00Z,2012-04-08T06:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T05:20:00Z,2012-04-08T06:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T05:30:00Z,2012-04-08T06:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T05:40:00Z,2012-04-08T06:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T05:50:00Z,2012-04-08T06:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T06:00:00Z,2012-04-08T07:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T06:10:00Z,2012-04-08T07:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T06:20:00Z,2012-04-08T07:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T06:30:00Z,2012-04-08T07:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T06:40:00Z,2012-04-08T07:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T06:50:00Z,2012-04-08T07:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T07:00:00Z,2012-04-08T08:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T07:10:00Z,2012-04-08T08:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T07:20:00Z,2012-04-08T08:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T07:30:00Z,2012-04-08T08:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T07:40:00Z,2012-04-08T08:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T07:50:00Z,2012-04-08T08:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T08:00:00Z,2012-04-08T09:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T08:10:00Z,2012-04-08T09:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T08:20:00Z,2012-04-08T09:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T08:30:00Z,2012-04-08T09:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T08:40:00Z,2012-04-08T09:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T08:50:00Z,2012-04-08T09:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T09:00:00Z,2012-04-08T10:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T09:10:00Z,2012-04-08T10:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T09:20:00Z,2012-04-08T10:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T09:30:00Z,2012-04-08T10:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T09:40:00Z,2012-04-08T10:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T09:50:00Z,2012-04-08T10:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T10:00:00Z,2012-04-08T11:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T10:10:00Z,2012-04-08T11:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T10:20:00Z,2012-04-08T11:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T10:30:00Z,2012-04-08T11:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T10:40:00Z,2012-04-08T11:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T10:50:00Z,2012-04-08T11:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T11:00:00Z,2012-04-08T12:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T11:10:00Z,2012-04-08T12:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T11:20:00Z,2012-04-08T12:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T11:30:00Z,2012-04-08T12:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T11:40:00Z,2012-04-08T12:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T11:50:00Z,2012-04-08T12:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T12:00:00Z,2012-04-08T13:05:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T12:10:00Z,2012-04-08T13:15:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T12:20:00Z,2012-04-08T13:25:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T12:30:00Z,2012-04-08T13:35:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T12:40:00Z,2012-04-08T13:45:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T12:50:00Z,2012-04-08T13:55:28Z,NA,NA,NA,NA,NA,NA
2012-04-08T13:00:00Z,2012-04-08T14:05:28Z,NA,NA,NA,NA,NA,NA
