sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
36.1,evergreen,Pinus nigra,6,ESP_ALT_TRI
63.4,evergreen,Quercus ilex,6,ESP_ALT_TRI
