sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
64,evergreen,Pinus sylvestris,17,SWE_NOR_ST5_REF
33,evergreen,Picea abies,16,SWE_NOR_ST5_REF
3,cold deciduous,Betula pubescens,2,SWE_NOR_ST5_REF
