sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
NA,evergreen,Dicorynia guianensis,4,GUF_GUY_ST2
NA,evergreen,Vantanea sp,1,GUF_GUY_ST2
NA,evergreen,Oxandra asbeckii,2,GUF_GUY_ST2
NA,evergreen,Recordoxylon speciosum,1,GUF_GUY_ST2
NA,evergreen,Sloanea sp,1,GUF_GUY_ST2
NA,evergreen,Vouacapoua americana,1,GUF_GUY_ST2
NA,evergreen,Goupia glabra,1,GUF_GUY_ST2
