sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
38,cold deciduous,Acer saccharum,2,USA_MOR_SF
11,cold deciduous,Liriodendron tulipifera,2,USA_MOR_SF
3,cold deciduous,Quercus rubra,1,USA_MOR_SF
3,cold deciduous,Quercus alba,1,USA_MOR_SF
