TIMESTAMP,solar_TIMESTAMP,AUT_TSC_Psy_Js_1,AUT_TSC_Psy_Js_2,AUT_TSC_Psy_Js_3,AUT_TSC_Psy_Js_4,AUT_TSC_Psy_Js_5,AUT_TSC_Psy_Js_6
2012-03-13T23:00:00Z,2012-03-13T23:34:19Z,5.158638219257086,2.287148263555593,0.20749057487222117,78.84147221627114,6.582402753482451,0
2012-03-13T23:30:00Z,2012-03-14T00:04:37Z,4.842361617265597,3.061399469287331,0,98.17691471829806,0.9046159257556621,66.60854999865636
2012-03-14T00:00:00Z,2012-03-14T00:34:37Z,0,1.7370483709888298,2.688140014990405,91.92602532437192,0.5489996452884982,50.91789610028674
2012-03-14T00:30:00Z,2012-03-14T01:04:37Z,5.158638219257086,2.100620131365045,1.1440774106784695,102.69605067018277,0.5489996452884982,78.68394079807958
2012-03-14T01:00:00Z,2012-03-14T01:34:37Z,8.50863394197712,1.9171942506341535,8.329208859783757,120.26452688626934,4.997074224965619,82.62084307611987
2012-03-14T01:30:00Z,2012-03-14T02:04:37Z,8.159806155958513,5.1594999595454505,18.43685514857552,134.55721952793905,10.272015559408018,98.80330092630679
2012-03-14T02:00:00Z,2012-03-14T02:34:37Z,4.529981039812058,4.295475029279674,18.43685514857552,143.30392938423142,3.9902081101287417,89.4722972371026
2012-03-14T02:30:00Z,2012-03-14T03:04:37Z,7.1307157683268905,7.677429841447288,24.641127672591683,161.1675387980673,15.517380317563848,129.32924881774736
2012-03-14T03:00:00Z,2012-03-14T03:34:37Z,11.765906365311555,3.061399469287331,32.52781891879778,162.17409101260748,18.123054489904877,146.62980673524842
2012-03-14T03:30:00Z,2012-03-14T04:04:37Z,7.1307157683268905,7.205583012809425,33.20474137167851,163.18210661973708,9.103488401758357,115.03697352171392
2012-03-14T04:00:00Z,2012-03-14T04:34:37Z,5.478664616684199,5.82668915346545,42.97127978372217,173.34201696825457,12.996191035142061,136.31056577973115
2012-03-14T04:30:00Z,2012-03-14T05:04:37Z,5.478664616684199,5.1594999595454505,42.97127978372217,178.4757110140147,16.16117819056413,94.69390348375542
2012-03-14T05:00:00Z,2012-03-14T05:34:37Z,5.478664616684199,4.295475029279674,43.688592747175484,190.94000045665467,20.128504512404362,66.60854999865636
2012-03-14T05:30:00Z,2012-03-14T06:04:37Z,5.158638219257086,6.971875246526519,49.51586013863418,198.3028718180409,18.45434038518815,59.69479847585004
2012-03-14T06:00:00Z,2012-03-14T06:34:37Z,23.413253795938104,22.14994197617534,61.6170341947639,237.20585798513946,26.740954599389084,124.93534812807553
2012-03-14T06:30:00Z,2012-03-14T07:04:37Z,23.84088802203026,16.45223894516772,68.66832673363818,261.8059931787166,29.63429801407385,118.72504052096573
2012-03-14T07:00:00Z,2012-03-14T07:34:37Z,21.71837482110025,12.68325370416761,76.69690388638826,260.6745704714821,23.561315923062363,106.54454165968885
2012-03-14T07:30:00Z,2012-03-14T08:04:37Z,21.298652395648094,11.90203656045855,72.65768831054538,211.07970847674653,27.458529157812954,90.04899785604573
2012-03-14T08:00:00Z,2012-03-14T08:34:37Z,21.298652395648094,18.973553678074428,67.8765413138386,161.1675387980673,37.50596884492076,115.03697352171392
2012-03-14T08:30:00Z,2012-03-14T09:04:37Z,28.642980828998084,17.00620093473783,88.26281602169121,134.55721952793905,47.35114246301248,136.31056577973115
2012-03-14T09:00:00Z,2012-03-14T09:34:37Z,57.99998314336375,11.386783618430238,150.26015293157673,146.24728352059196,59.349563573032924,216.06908510782972
2012-03-14T09:30:00Z,2012-03-14T10:04:37Z,159.60648939340692,87.63036969730209,446.904723673004,373.55328010179204,114.05442580480431,340.3416466704918
2012-03-14T10:00:00Z,2012-03-14T10:34:37Z,374.60235482841097,68.72007919357459,496.2476488756109,302.1818676743215,230.47267395282495,559.2259334749872
2012-03-14T10:30:00Z,2012-03-14T11:04:37Z,676.576828980532,103.01557991256655,676.1902336140618,363.6384078242635,384.0366231476867,769.1825981331881
2012-03-14T11:00:00Z,2012-03-14T11:34:37Z,981.7957952437399,117.71080175629788,848.5139438438991,421.6430250580335,503.77331691644866,817.0174879222889
2012-03-14T11:30:00Z,2012-03-14T12:04:37Z,1157.6144292053943,145.81851784192585,979.5297945140511,429.3847469781732,571.4117178639417,718.2249900937226
2012-03-14T12:00:00Z,2012-03-14T12:34:37Z,1294.8635556318338,185.98003643405582,1081.4300880779144,433.27067808229583,602.7523799602906,639.3343021955206
2012-03-14T12:30:00Z,2012-03-14T13:04:37Z,1317.544869513581,186.94560287926623,1077.7105663984123,374.79779774825425,583.3907134794746,566.1549486819401
2012-03-14T13:00:00Z,2012-03-14T13:34:37Z,1393.1200541169947,194.72090011414357,1096.3683356852328,347.6840254497182,603.564343363603,536.6889128268459
2012-03-14T13:30:00Z,2012-03-14T14:04:37Z,1382.761318918493,259.0504649469242,1195.8424921939484,261.8059931787166,623.9997380553222,460.1037928950722
2012-03-14T14:00:00Z,2012-03-14T14:34:37Z,1400.9121511492096,190.33620518080443,1188.0427772989583,159.15883832412874,606.0027467390878,420.3058872851561
2012-03-14T14:30:00Z,2012-03-14T15:04:37Z,1368.5752616627171,195.20984450109057,1126.535089717148,150.19305607761544,610.8908694418557,395.6376390363598
2012-03-14T15:00:00Z,2012-03-14T15:34:37Z,1367.2888983057858,195.20984450109057,1081.4300880779144,144.28351790342708,614.9758402088936,363.82379423524117
2012-03-14T15:30:00Z,2012-03-14T16:04:37Z,1335.3067695959235,182.61170087771927,995.595070992183,138.42909632741518,618.2513740014042,346.9986301719069
