st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
1,E,77.67,20.2,1723,"Naturally regenerated, unmanaged",25,NA,NA,"Soil depth was dug only until 100 cm (Martins 2010). The soil depth may be greater. Percentages of sand, silt and clay for depth 0-5 cm. All soil data obtained from the PhD thesis by Martins, S.C. (2010) Caracterização dos solos e serapilheira ao longo do gradiente altitudinal da Mata Atlântica, estado de São Paulo. Doutorado, USP. Maximum canopy height is 25 m but average is 10.2 meters. Regardind slope, the site studied presents, majoritarilly, a strong slope but also flat areas and gentle slopes where some of our individuals were located",57.4,22.4,100,LOAM,Strong Slope (>10%),NA,BRA_SAN,sandy clay loam
