TIMESTAMP,solar_TIMESTAMP,USA_NWH_Qly_Jt_1,USA_NWH_Qly_Jt_2,USA_NWH_Qly_Jt_3,USA_NWH_Qly_Jt_4,USA_NWH_Qly_Jt_5,USA_NWH_Cla_Jt_6,USA_NWH_Cla_Jt_7,USA_NWH_Cla_Jt_8,USA_NWH_Cla_Jt_9,USA_NWH_Cla_Jt_10
2013-07-26T06:00:00Z,2013-07-25T23:48:52Z,77.36312871542569,0,0,11.9251329403667,54.447287286233,59.712398266702905,0,352.42547296001595,0,0
2013-07-26T06:29:59Z,2013-07-26T00:18:52Z,54.7303869980473,0,0,14.021731241925199,37.1794796796058,42.1593793933169,0,264.430175706867,0,0
2013-07-26T07:00:00Z,2013-07-26T00:48:53Z,17.792377442420502,0,0,11.9251329403667,17.225253472761498,32.5232877618097,0,184.455486927128,0,0
2013-07-26T07:30:00Z,2013-07-26T01:18:53Z,0.907790812086246,0,0,4.90217350851072,5.16596847281291,13.816129427764501,0,136.741187480913,0,0
2013-07-26T07:59:59Z,2013-07-26T01:48:52Z,1.66482004341027,0,0,7.3171480790252295,0,1.1537547922818099,0,94.64315485223659,0,0
2013-07-26T08:30:00Z,2013-07-26T02:18:53Z,12.9346829973721,0,0,0,0,0,0,66.95231196238929,0,0
2013-07-26T09:00:00Z,2013-07-26T02:48:53Z,11.7690269951646,0,0,0,0,0,0,41.4933828541011,0,0
2013-07-26T09:29:59Z,2013-07-26T03:18:52Z,0.261259355317249,0,0,1.70580348658732,0,0,0,17.421069254011798,0,0
2013-07-26T10:00:00Z,2013-07-26T03:48:53Z,0,0,0,1.2445345400451,0,0,0,6.32233636139259,0,0
2013-07-26T10:30:00Z,2013-07-26T04:18:53Z,0.907790812086246,0.7029073916175169,0,0,0,0,1.4906698655081,0,0,0
2013-07-26T10:59:59Z,2013-07-26T04:48:52Z,0.261259355317249,2.06684332070974,1.25397213734777,1.2445345400451,1.48565398975011,1.90092202967566,3.37979783909737,0,1.78289595518021,2.39589532114518
2013-07-26T11:30:00Z,2013-07-26T05:18:53Z,0,2.06684332070974,3.13724475223788,0,3.59696281330964,5.39850520718921,5.82637449661089,0,4.19196690929284,15.710182934564902
2013-07-26T12:00:00Z,2013-07-26T05:48:53Z,0,3.2329578021541803,5.27744935075073,0.09616466515964239,4.36807520088684,2.70923261094003,2.53525738663738,0,3.07424969506259,26.693343189990298
2013-07-26T12:29:59Z,2013-07-26T06:18:52Z,2.49509162593676,7.672786767192091,10.9211684861106,0,5.9880111613421,5.39850520718921,7.471570915274009,0,2.54194871065681,32.1104028479199
2013-07-26T13:00:00Z,2013-07-26T06:48:53Z,17.792377442420502,14.301905583660899,23.994751511813,0.8138674918737,17.225253472761498,11.5802300339717,15.8827296762526,0,7.23493173289995,56.5371827626625
2013-07-26T13:30:00Z,2013-07-26T07:18:53Z,24.243007641429298,17.0445998668622,31.1775426764489,6.696480340587311,48.1317436192532,35.2260029913851,26.6334114973731,0,13.015464211079301,91.2703608185479
2013-07-26T13:59:59Z,2013-07-26T07:48:52Z,96.1774117461966,29.4756679709809,69.1285790225203,26.1621870490934,109.79334183408,42.1593793933169,32.850683538847,0,18.2140509495088,134.021315107953
2013-07-26T14:30:00Z,2013-07-26T08:18:53Z,104.998493681407,39.7663381706372,90.7547658458898,51.2365132777951,123.25136359970699,59.712398266702905,43.6175690764454,0,28.688795992367602,173.46799904948202
2013-07-26T15:00:00Z,2013-07-26T08:48:53Z,987.863389103262,40.4299897451002,183.187937573113,83.3076216438757,1385.75396664553,109.828889517995,60.6375518264067,34.462515372527704,47.8719294468787,169.552718495035
2013-07-26T15:29:59Z,2013-07-26T09:18:52Z,6459.86454052015,106.347322222744,1284.31496795008,285.99756470378003,7017.89659359071,225.256210238803,81.02612757543571,520.864168163924,75.1109622627027,511.48940488431106
2013-07-26T16:00:00Z,2013-07-26T09:48:53Z,11090.614019892999,397.795375254828,2505.2369995665604,851.0118234399861,10654.758155452599,519.1783224460739,106.23857449207199,1989.7706210962301,135.127454622182,2071.0840077634202
2013-07-26T16:30:00Z,2013-07-26T10:18:53Z,13299.3524441438,861.599340220805,3238.2181582964604,1497.5725512824301,11814.4892376762,1061.24515052316,161.940580598282,3703.1647397473903,235.257614986888,3982.8548393108
2013-07-26T16:59:59Z,2013-07-26T10:48:52Z,13058.5991540398,1056.99474904904,3202.25827703886,1732.5350208711,11496.8435064744,1569.34311338577,209.10112694578,4504.27448411982,357.212527240039,5167.88884599248
2013-07-26T17:30:00Z,2013-07-26T11:18:53Z,13070.5491172695,1144.5458250848,3258.28839866996,1810.93307510481,11487.6087124228,1937.85746169027,203.463017764908,5113.09377546703,390.39458002695,5885.41500197074
2013-07-26T18:00:00Z,2013-07-26T11:48:53Z,11677.8159564359,1021.8527270794999,2914.56858152752,1635.62303784149,10507.9107765467,2070.65911264678,178.640804968759,5037.47947909319,374.892699274527,5875.43343468141
2013-07-26T18:29:59Z,2013-07-26T12:18:52Z,11080.158904783999,883.339629781394,2644.30209517312,1483.11258481827,10076.9492717396,1985.43079754432,159.310140068198,4806.57803144237,328.129564343004,5600.58866439278
2013-07-26T19:00:00Z,2013-07-26T12:48:53Z,11853.2276961054,974.181304189833,2846.700262958,1618.0585350317501,10646.075081375599,2199.1430053691697,171.907224447114,5126.5169856454995,349.271626732781,5731.99229202939
2013-07-26T19:30:00Z,2013-07-26T13:18:53Z,12008.454771315699,988.870001309158,2990.93633476273,1638.13951182251,10724.426569305899,2373.8095097965,174.592143325736,5521.70532162491,364.410392140879,5985.8699115285
